Track,for,Isaac,2018,,,
Date,Time,(UTC),Latitude,Longitude,,Category
MM/DD/Year,HH:MM:SS,(deg),(deg),,,
9/13/2018,21:07:31,15.138,N,63.651,W,1
9/13/2018,21:09:31,15.137,N,63.66,W,1
9/13/2018,21:11:30,15.135,N,63.67,W,1
9/13/2018,21:13:30,15.134,N,63.679,W,1
9/13/2018,21:15:30,15.132,N,63.688,W,1
9/13/2018,21:17:30,15.131,N,63.697,W,1
9/13/2018,21:19:31,15.129,N,63.707,W,1
9/13/2018,21:21:31,15.128,N,63.716,W,1
9/13/2018,21:23:31,15.126,N,63.725,W,1
9/13/2018,21:25:30,15.125,N,63.734,W,1
9/13/2018,21:27:30,15.123,N,63.743,W,1
9/13/2018,21:29:30,15.121,N,63.753,W,1
9/13/2018,21:31:30,15.12,N,63.762,W,1
9/13/2018,21:33:31,15.118,N,63.771,W,1
9/13/2018,21:35:31,15.116,N,63.78,W,1
9/13/2018,21:37:31,15.114,N,63.789,W,1
9/13/2018,21:39:31,15.113,N,63.798,W,1
9/13/2018,21:41:30,15.111,N,63.807,W,1
9/13/2018,21:43:30,15.109,N,63.816,W,1
9/13/2018,21:45:30,15.107,N,63.825,W,1
9/13/2018,21:47:30,15.105,N,63.834,W,1
9/13/2018,21:49:31,15.103,N,63.843,W,1
9/13/2018,21:51:31,15.101,N,63.852,W,1
9/13/2018,21:53:31,15.099,N,63.861,W,1
9/13/2018,21:55:30,15.096,N,63.87,W,1
9/13/2018,21:57:30,15.094,N,63.879,W,1
9/13/2018,21:59:30,15.092,N,63.888,W,1
9/13/2018,22:01:30,15.09,N,63.897,W,1
9/13/2018,22:03:31,15.088,N,63.906,W,1
9/13/2018,22:05:31,15.085,N,63.915,W,1
9/13/2018,22:07:31,15.083,N,63.924,W,1
9/13/2018,22:09:31,15.08,N,63.932,W,1
9/13/2018,22:11:30,15.078,N,63.941,W,1
9/13/2018,22:13:30,15.076,N,63.95,W,1
9/13/2018,22:15:30,15.073,N,63.959,W,1
9/13/2018,22:17:30,15.07,N,63.968,W,1
9/13/2018,22:19:31,15.068,N,63.977,W,1
9/13/2018,22:21:31,15.065,N,63.985,W,1
9/13/2018,22:23:31,15.063,N,63.994,W,1
9/13/2018,22:25:30,15.06,N,64.003,W,1
9/13/2018,22:27:30,15.057,N,64.011,W,1
9/13/2018,22:29:30,15.055,N,64.02,W,1
9/13/2018,22:31:30,15.052,N,64.029,W,1
9/13/2018,22:33:31,15.049,N,64.038,W,1
9/13/2018,22:35:31,15.046,N,64.046,W,1
9/13/2018,22:37:31,15.043,N,64.055,W,1
9/13/2018,22:39:31,15.04,N,64.064,W,1
9/13/2018,22:41:30,15.037,N,64.072,W,1
9/13/2018,22:43:30,15.034,N,64.081,W,1
9/13/2018,22:45:30,15.031,N,64.089,W,1
9/13/2018,22:47:30,15.028,N,64.098,W,1
9/13/2018,22:49:31,15.025,N,64.106,W,1
9/13/2018,22:51:31,15.022,N,64.115,W,1
9/13/2018,22:53:31,15.019,N,64.124,W,1
9/13/2018,22:55:30,15.016,N,64.132,W,1
9/13/2018,22:57:30,15.013,N,64.141,W,1
9/13/2018,22:59:30,15.01,N,64.149,W,1
9/13/2018,23:01:30,15.006,N,64.158,W,1
9/13/2018,23:03:31,15.003,N,64.166,W,1
9/13/2018,23:05:31,15,N,64.175,W,1
9/13/2018,23:07:31,14.996,N,64.183,W,1
9/13/2018,23:09:31,14.993,N,64.191,W,1
9/13/2018,23:11:30,14.99,N,64.2,W,1
9/13/2018,23:13:30,14.986,N,64.208,W,1
9/13/2018,23:15:30,14.983,N,64.217,W,1
9/13/2018,23:17:30,14.979,N,64.225,W,1
9/13/2018,23:19:31,14.976,N,64.233,W,1
9/13/2018,23:21:31,14.972,N,64.242,W,1
9/13/2018,23:23:31,14.969,N,64.25,W,1
9/13/2018,23:25:30,14.965,N,64.258,W,1
9/13/2018,23:27:30,14.962,N,64.267,W,1
9/13/2018,23:29:30,14.958,N,64.275,W,1
9/13/2018,23:31:30,14.954,N,64.283,W,1
9/13/2018,23:33:31,14.951,N,64.292,W,1
9/13/2018,23:35:31,14.947,N,64.3,W,1
9/13/2018,23:37:31,14.943,N,64.308,W,1
9/13/2018,23:39:31,14.94,N,64.316,W,1
9/13/2018,23:41:30,14.936,N,64.325,W,1
9/13/2018,23:43:30,14.932,N,64.333,W,1
9/13/2018,23:45:30,14.928,N,64.341,W,1
9/13/2018,23:47:30,14.924,N,64.349,W,1
9/13/2018,23:49:31,14.921,N,64.357,W,1
9/13/2018,23:51:31,14.917,N,64.365,W,1
9/13/2018,23:53:31,14.913,N,64.374,W,1
9/13/2018,23:55:30,14.909,N,64.382,W,1
9/13/2018,23:57:30,14.905,N,64.39,W,1
9/13/2018,23:59:30,14.901,N,64.398,W,1
9/14/2018,0:00:00,14.9,N,64.4,W,1
9/14/2018,0:01:59,14.9,N,64.409,W,1
9/14/2018,0:03:59,14.899,N,64.418,W,1
9/14/2018,0:05:59,14.899,N,64.427,W,1
9/14/2018,0:08:00,14.899,N,64.436,W,1
9/14/2018,0:10:00,14.898,N,64.444,W,1
9/14/2018,0:12:00,14.898,N,64.453,W,1
9/14/2018,0:14:00,14.898,N,64.462,W,1
9/14/2018,0:15:59,14.897,N,64.471,W,1
9/14/2018,0:17:59,14.897,N,64.48,W,1
9/14/2018,0:19:59,14.896,N,64.489,W,1
9/14/2018,0:21:59,14.896,N,64.497,W,1
9/14/2018,0:24:00,14.896,N,64.506,W,1
9/14/2018,0:26:00,14.895,N,64.515,W,1
9/14/2018,0:28:00,14.895,N,64.524,W,1
9/14/2018,0:30:00,14.895,N,64.533,W,1
9/14/2018,0:31:59,14.894,N,64.541,W,1
9/14/2018,0:33:59,14.894,N,64.55,W,1
9/14/2018,0:35:59,14.893,N,64.559,W,1
9/14/2018,0:38:00,14.893,N,64.568,W,1
9/14/2018,0:40:00,14.892,N,64.576,W,1
9/14/2018,0:42:00,14.892,N,64.585,W,1
9/14/2018,0:44:00,14.892,N,64.594,W,1
9/14/2018,0:45:59,14.891,N,64.602,W,1
9/14/2018,0:47:59,14.891,N,64.611,W,1
9/14/2018,0:49:59,14.89,N,64.62,W,1
9/14/2018,0:51:59,14.89,N,64.628,W,1
9/14/2018,0:54:00,14.889,N,64.637,W,1
9/14/2018,0:56:00,14.889,N,64.646,W,1
9/14/2018,0:58:00,14.888,N,64.654,W,1
9/14/2018,1:00:00,14.888,N,64.663,W,1
9/14/2018,1:01:59,14.887,N,64.671,W,1
9/14/2018,1:03:59,14.887,N,64.68,W,1
9/14/2018,1:05:59,14.886,N,64.689,W,1
9/14/2018,1:08:00,14.886,N,64.697,W,1
9/14/2018,1:10:00,14.885,N,64.706,W,1
9/14/2018,1:12:00,14.885,N,64.714,W,1
9/14/2018,1:14:00,14.884,N,64.723,W,1
9/14/2018,1:15:59,14.884,N,64.731,W,1
9/14/2018,1:17:59,14.883,N,64.74,W,1
9/14/2018,1:19:59,14.883,N,64.748,W,1
9/14/2018,1:21:59,14.882,N,64.757,W,1
9/14/2018,1:24:00,14.882,N,64.765,W,1
9/14/2018,1:26:00,14.881,N,64.774,W,1
9/14/2018,1:28:00,14.881,N,64.782,W,1
9/14/2018,1:30:00,14.88,N,64.791,W,1
9/14/2018,1:31:59,14.88,N,64.799,W,1
9/14/2018,1:33:59,14.879,N,64.807,W,1
9/14/2018,1:35:59,14.878,N,64.816,W,1
9/14/2018,1:38:00,14.878,N,64.824,W,1
9/14/2018,1:40:00,14.877,N,64.833,W,1
9/14/2018,1:42:00,14.877,N,64.841,W,1
9/14/2018,1:44:00,14.876,N,64.849,W,1
9/14/2018,1:45:59,14.875,N,64.858,W,1
9/14/2018,1:47:59,14.875,N,64.866,W,1
9/14/2018,1:49:59,14.874,N,64.874,W,1
9/14/2018,1:51:59,14.874,N,64.883,W,1
9/14/2018,1:54:00,14.873,N,64.891,W,1
9/14/2018,1:56:00,14.872,N,64.899,W,1
9/14/2018,1:58:00,14.872,N,64.907,W,1
9/14/2018,2:00:00,14.871,N,64.916,W,1
9/14/2018,2:01:59,14.87,N,64.924,W,1
9/14/2018,2:03:59,14.87,N,64.932,W,1
9/14/2018,2:05:59,14.869,N,64.94,W,1
9/14/2018,2:08:00,14.869,N,64.949,W,1
9/14/2018,2:10:00,14.868,N,64.957,W,1
9/14/2018,2:12:00,14.867,N,64.965,W,1
9/14/2018,2:14:00,14.867,N,64.973,W,1
9/14/2018,2:15:59,14.866,N,64.981,W,1
9/14/2018,2:17:59,14.865,N,64.99,W,1
9/14/2018,2:19:59,14.864,N,64.998,W,1
9/14/2018,2:21:59,14.864,N,65.006,W,1
9/14/2018,2:24:00,14.863,N,65.014,W,1
9/14/2018,2:26:00,14.862,N,65.022,W,1
9/14/2018,2:28:00,14.862,N,65.03,W,1
9/14/2018,2:30:00,14.861,N,65.038,W,1
9/14/2018,2:31:59,14.86,N,65.047,W,1
9/14/2018,2:33:59,14.859,N,65.055,W,1
9/14/2018,2:35:59,14.859,N,65.063,W,1
9/14/2018,2:38:00,14.858,N,65.071,W,1
9/14/2018,2:40:00,14.857,N,65.079,W,1
9/14/2018,2:42:00,14.857,N,65.087,W,1
9/14/2018,2:44:00,14.856,N,65.095,W,1
9/14/2018,2:45:59,14.855,N,65.103,W,1
9/14/2018,2:47:59,14.854,N,65.111,W,1
9/14/2018,2:49:59,14.854,N,65.119,W,1
9/14/2018,2:51:59,14.853,N,65.127,W,1
9/14/2018,2:54:00,14.852,N,65.135,W,1
9/14/2018,2:56:00,14.851,N,65.143,W,1
9/14/2018,2:58:00,14.85,N,65.151,W,1
9/14/2018,3:00:00,14.85,N,65.159,W,1
9/14/2018,3:01:59,14.849,N,65.167,W,1
9/14/2018,3:03:59,14.848,N,65.175,W,1
9/14/2018,3:05:59,14.847,N,65.183,W,1
9/14/2018,3:08:00,14.847,N,65.19,W,1
9/14/2018,3:10:00,14.846,N,65.198,W,1
9/14/2018,3:12:00,14.845,N,65.206,W,1
9/14/2018,3:14:00,14.844,N,65.214,W,1
9/14/2018,3:15:59,14.843,N,65.222,W,1
9/14/2018,3:17:59,14.842,N,65.23,W,1
9/14/2018,3:19:59,14.842,N,65.238,W,1
9/14/2018,3:21:59,14.841,N,65.246,W,1
9/14/2018,3:24:00,14.84,N,65.253,W,1
9/14/2018,3:26:00,14.839,N,65.261,W,1
9/14/2018,3:28:00,14.838,N,65.269,W,1
9/14/2018,3:30:00,14.837,N,65.277,W,1
9/14/2018,3:31:59,14.837,N,65.285,W,1
9/14/2018,3:33:59,14.836,N,65.292,W,1
9/14/2018,3:35:59,14.835,N,65.3,W,1
9/14/2018,3:38:00,14.834,N,65.308,W,1
9/14/2018,3:40:00,14.833,N,65.316,W,1
9/14/2018,3:42:00,14.832,N,65.324,W,1
9/14/2018,3:44:00,14.831,N,65.331,W,1
9/14/2018,3:45:59,14.831,N,65.339,W,1
9/14/2018,3:47:59,14.83,N,65.347,W,1
9/14/2018,3:49:59,14.829,N,65.354,W,1
9/14/2018,3:51:59,14.828,N,65.362,W,1
9/14/2018,3:54:00,14.827,N,65.37,W,1
9/14/2018,3:56:00,14.826,N,65.378,W,1
9/14/2018,3:58:00,14.825,N,65.385,W,1
9/14/2018,4:00:00,14.824,N,65.393,W,1
9/14/2018,4:01:59,14.824,N,65.401,W,1
9/14/2018,4:03:59,14.823,N,65.408,W,1
9/14/2018,4:05:59,14.822,N,65.416,W,1
9/14/2018,4:08:00,14.821,N,65.423,W,1
9/14/2018,4:10:00,14.82,N,65.431,W,1
9/14/2018,4:12:00,14.819,N,65.439,W,1
9/14/2018,4:14:00,14.818,N,65.446,W,1
9/14/2018,4:15:59,14.817,N,65.454,W,1
9/14/2018,4:17:59,14.816,N,65.462,W,1
9/14/2018,4:19:59,14.815,N,65.469,W,1
9/14/2018,4:21:59,14.814,N,65.477,W,1
9/14/2018,4:24:00,14.813,N,65.484,W,1
9/14/2018,4:26:00,14.812,N,65.492,W,1
9/14/2018,4:28:00,14.812,N,65.499,W,1
9/14/2018,4:30:00,14.811,N,65.507,W,1
9/14/2018,4:31:59,14.81,N,65.514,W,1
9/14/2018,4:33:59,14.809,N,65.522,W,1
9/14/2018,4:35:59,14.808,N,65.529,W,1
9/14/2018,4:38:00,14.807,N,65.537,W,1
9/14/2018,4:40:00,14.806,N,65.544,W,1
9/14/2018,4:42:00,14.805,N,65.552,W,1
9/14/2018,4:44:00,14.804,N,65.559,W,1
9/14/2018,4:45:59,14.803,N,65.567,W,1
9/14/2018,4:47:59,14.802,N,65.574,W,1
9/14/2018,4:49:59,14.801,N,65.582,W,1
9/14/2018,4:51:59,14.8,N,65.589,W,1
9/14/2018,4:54:00,14.799,N,65.597,W,1
9/14/2018,4:56:00,14.798,N,65.604,W,1
9/14/2018,4:58:00,14.797,N,65.612,W,1
9/14/2018,5:00:00,14.796,N,65.619,W,1
9/14/2018,5:01:59,14.795,N,65.626,W,1
9/14/2018,5:03:59,14.794,N,65.634,W,1
9/14/2018,5:05:59,14.793,N,65.641,W,1
9/14/2018,5:08:00,14.792,N,65.649,W,1
9/14/2018,5:10:00,14.791,N,65.656,W,1
9/14/2018,5:12:00,14.79,N,65.663,W,1
9/14/2018,5:14:00,14.789,N,65.671,W,1
9/14/2018,5:15:59,14.788,N,65.678,W,1
9/14/2018,5:17:59,14.787,N,65.686,W,1
9/14/2018,5:19:59,14.786,N,65.693,W,1
9/14/2018,5:21:59,14.785,N,65.7,W,1
9/14/2018,5:24:00,14.784,N,65.708,W,1
9/14/2018,5:26:00,14.783,N,65.715,W,1
9/14/2018,5:28:00,14.782,N,65.722,W,1
9/14/2018,5:30:00,14.781,N,65.73,W,1
9/14/2018,5:31:59,14.78,N,65.737,W,1
9/14/2018,5:33:59,14.779,N,65.744,W,1
9/14/2018,5:35:59,14.778,N,65.751,W,1
9/14/2018,5:38:00,14.777,N,65.759,W,1
9/14/2018,5:40:00,14.776,N,65.766,W,1
9/14/2018,5:42:00,14.775,N,65.773,W,1
9/14/2018,5:44:00,14.774,N,65.781,W,1
9/14/2018,5:45:59,14.773,N,65.788,W,1
9/14/2018,5:47:59,14.772,N,65.795,W,1
9/14/2018,5:49:59,14.771,N,65.802,W,1
9/14/2018,5:51:59,14.77,N,65.81,W,1
9/14/2018,5:54:00,14.769,N,65.817,W,1
9/14/2018,5:56:00,14.768,N,65.824,W,1
9/14/2018,5:58:00,14.766,N,65.831,W,1
9/14/2018,6:00:00,14.765,N,65.838,W,1
9/14/2018,6:01:59,14.764,N,65.846,W,1
9/14/2018,6:03:59,14.763,N,65.853,W,1
9/14/2018,6:05:59,14.762,N,65.86,W,1
9/14/2018,6:08:00,14.761,N,65.867,W,1
9/14/2018,6:10:00,14.76,N,65.874,W,1
9/14/2018,6:12:00,14.759,N,65.882,W,1
9/14/2018,6:14:00,14.758,N,65.889,W,1
9/14/2018,6:15:59,14.757,N,65.896,W,1
9/14/2018,6:17:59,14.756,N,65.903,W,1
9/14/2018,6:19:59,14.755,N,65.91,W,1
9/14/2018,6:21:59,14.754,N,65.917,W,1
9/14/2018,6:24:00,14.753,N,65.924,W,1
9/14/2018,6:26:00,14.752,N,65.932,W,1
9/14/2018,6:28:00,14.751,N,65.939,W,1
9/14/2018,6:30:00,14.749,N,65.946,W,1
9/14/2018,6:31:59,14.748,N,65.953,W,1
9/14/2018,6:33:59,14.747,N,65.96,W,1
9/14/2018,6:35:59,14.746,N,65.967,W,1
9/14/2018,6:38:00,14.745,N,65.974,W,1
9/14/2018,6:40:00,14.744,N,65.981,W,1
9/14/2018,6:42:00,14.743,N,65.988,W,1
9/14/2018,6:44:00,14.742,N,65.995,W,1
9/14/2018,6:45:59,14.741,N,66.003,W,1
9/14/2018,6:47:59,14.74,N,66.01,W,1
9/14/2018,6:49:59,14.739,N,66.017,W,1
9/14/2018,6:51:59,14.738,N,66.024,W,1
9/14/2018,6:54:00,14.737,N,66.031,W,1
9/14/2018,6:56:00,14.735,N,66.038,W,1
9/14/2018,6:58:00,14.734,N,66.045,W,1
9/14/2018,7:00:00,14.733,N,66.052,W,1
9/14/2018,7:01:59,14.732,N,66.059,W,1
9/14/2018,7:03:59,14.731,N,66.066,W,1
9/14/2018,7:05:59,14.73,N,66.073,W,1
9/14/2018,7:08:00,14.729,N,66.08,W,1
9/14/2018,7:10:00,14.728,N,66.087,W,1
9/14/2018,7:12:00,14.727,N,66.094,W,1
9/14/2018,7:14:00,14.726,N,66.101,W,1
9/14/2018,7:15:59,14.725,N,66.108,W,1
9/14/2018,7:17:59,14.723,N,66.115,W,1
9/14/2018,7:19:59,14.722,N,66.122,W,1
9/14/2018,7:21:59,14.721,N,66.129,W,1
9/14/2018,7:24:00,14.72,N,66.136,W,1
9/14/2018,7:26:00,14.719,N,66.143,W,1
9/14/2018,7:28:00,14.718,N,66.15,W,1
9/14/2018,7:30:00,14.717,N,66.157,W,1
9/14/2018,7:31:59,14.716,N,66.164,W,1
9/14/2018,7:33:59,14.715,N,66.171,W,1
9/14/2018,7:35:59,14.714,N,66.178,W,1
9/14/2018,7:38:00,14.713,N,66.184,W,1
9/14/2018,7:40:00,14.711,N,66.191,W,1
9/14/2018,7:42:00,14.71,N,66.198,W,1
9/14/2018,7:44:00,14.709,N,66.205,W,1
9/14/2018,7:45:59,14.708,N,66.212,W,1
9/14/2018,7:47:59,14.707,N,66.219,W,1
9/14/2018,7:49:59,14.706,N,66.226,W,1
9/14/2018,7:51:59,14.705,N,66.233,W,1
9/14/2018,7:54:00,14.704,N,66.24,W,1
9/14/2018,7:56:00,14.703,N,66.247,W,1
9/14/2018,7:58:00,14.702,N,66.254,W,1
9/14/2018,8:00:00,14.7,N,66.26,W,1
9/14/2018,8:01:59,14.699,N,66.267,W,1
9/14/2018,8:03:59,14.698,N,66.274,W,1
9/14/2018,8:05:59,14.697,N,66.281,W,1
9/14/2018,8:08:00,14.696,N,66.288,W,1
9/14/2018,8:10:00,14.695,N,66.295,W,1
9/14/2018,8:12:00,14.694,N,66.302,W,1
9/14/2018,8:14:00,14.693,N,66.309,W,1
9/14/2018,8:15:59,14.692,N,66.315,W,1
9/14/2018,8:17:59,14.691,N,66.322,W,1
9/14/2018,8:19:59,14.689,N,66.329,W,1
9/14/2018,8:21:59,14.688,N,66.336,W,1
9/14/2018,8:24:00,14.687,N,66.343,W,1
9/14/2018,8:26:00,14.686,N,66.35,W,1
9/14/2018,8:28:00,14.685,N,66.356,W,1
9/14/2018,8:30:00,14.684,N,66.363,W,1
9/14/2018,8:31:59,14.683,N,66.37,W,1
9/14/2018,8:33:59,14.682,N,66.377,W,1
9/14/2018,8:35:59,14.681,N,66.384,W,1
9/14/2018,8:38:00,14.68,N,66.39,W,1
9/14/2018,8:40:00,14.679,N,66.397,W,1
9/14/2018,8:42:00,14.677,N,66.404,W,1
9/14/2018,8:44:00,14.676,N,66.411,W,1
9/14/2018,8:45:59,14.675,N,66.418,W,1
9/14/2018,8:47:59,14.674,N,66.424,W,1
9/14/2018,8:49:59,14.673,N,66.431,W,1
9/14/2018,8:51:59,14.672,N,66.438,W,1
9/14/2018,8:54:00,14.671,N,66.445,W,1
9/14/2018,8:56:00,14.67,N,66.452,W,1
9/14/2018,8:58:00,14.669,N,66.458,W,1
9/14/2018,9:00:00,14.668,N,66.465,W,1
9/14/2018,9:01:59,14.667,N,66.472,W,1
9/14/2018,9:03:59,14.665,N,66.479,W,1
9/14/2018,9:05:59,14.664,N,66.485,W,1
9/14/2018,9:08:00,14.663,N,66.492,W,1
9/14/2018,9:10:00,14.662,N,66.499,W,1
9/14/2018,9:12:00,14.661,N,66.506,W,1
9/14/2018,9:14:00,14.66,N,66.512,W,1
9/14/2018,9:15:59,14.659,N,66.519,W,1
9/14/2018,9:17:59,14.658,N,66.526,W,1
9/14/2018,9:19:59,14.657,N,66.533,W,1
9/14/2018,9:21:59,14.656,N,66.539,W,1
9/14/2018,9:24:00,14.655,N,66.546,W,1
9/14/2018,9:26:00,14.654,N,66.553,W,1
9/14/2018,9:28:00,14.653,N,66.56,W,1
9/14/2018,9:30:00,14.651,N,66.566,W,1
9/14/2018,9:31:59,14.65,N,66.573,W,1
9/14/2018,9:33:59,14.649,N,66.58,W,1
9/14/2018,9:35:59,14.648,N,66.587,W,1
9/14/2018,9:38:00,14.647,N,66.593,W,1
9/14/2018,9:40:00,14.646,N,66.6,W,1
9/14/2018,9:42:00,14.645,N,66.607,W,1
9/14/2018,9:44:00,14.644,N,66.613,W,1
9/14/2018,9:45:59,14.643,N,66.62,W,1
9/14/2018,9:47:59,14.642,N,66.627,W,1
9/14/2018,9:49:59,14.641,N,66.634,W,1
9/14/2018,9:51:59,14.64,N,66.64,W,1
9/14/2018,9:54:00,14.639,N,66.647,W,1
9/14/2018,9:56:00,14.638,N,66.654,W,1
9/14/2018,9:58:00,14.637,N,66.66,W,1
9/14/2018,10:00:00,14.636,N,66.667,W,1
9/14/2018,10:01:59,14.635,N,66.674,W,1
9/14/2018,10:03:59,14.634,N,66.68,W,1
9/14/2018,10:05:59,14.633,N,66.687,W,1
9/14/2018,10:08:00,14.632,N,66.694,W,1
9/14/2018,10:10:00,14.63,N,66.7,W,1
9/14/2018,10:12:00,14.629,N,66.707,W,1
9/14/2018,10:14:00,14.628,N,66.714,W,1
9/14/2018,10:15:59,14.627,N,66.72,W,1
9/14/2018,10:17:59,14.626,N,66.727,W,1
9/14/2018,10:19:59,14.625,N,66.734,W,1
9/14/2018,10:21:59,14.624,N,66.741,W,1
9/14/2018,10:24:00,14.623,N,66.747,W,1
9/14/2018,10:26:00,14.622,N,66.754,W,1
9/14/2018,10:28:00,14.621,N,66.761,W,1
9/14/2018,10:30:00,14.62,N,66.767,W,1
9/14/2018,10:31:59,14.619,N,66.774,W,1
9/14/2018,10:33:59,14.618,N,66.781,W,1
9/14/2018,10:35:59,14.617,N,66.787,W,1
9/14/2018,10:38:00,14.616,N,66.794,W,1
9/14/2018,10:40:00,14.615,N,66.801,W,1
9/14/2018,10:42:00,14.614,N,66.807,W,1
9/14/2018,10:44:00,14.613,N,66.814,W,1
9/14/2018,10:45:59,14.612,N,66.82,W,1
9/14/2018,10:47:59,14.611,N,66.827,W,1
9/14/2018,10:49:59,14.61,N,66.834,W,1
9/14/2018,10:51:59,14.609,N,66.84,W,1
9/14/2018,10:54:00,14.608,N,66.847,W,1
9/14/2018,10:56:00,14.607,N,66.854,W,1
9/14/2018,10:58:00,14.606,N,66.86,W,1
9/14/2018,11:00:00,14.605,N,66.867,W,1
9/14/2018,11:01:59,14.604,N,66.874,W,1
9/14/2018,11:03:59,14.603,N,66.88,W,1
9/14/2018,11:05:59,14.602,N,66.887,W,1
9/14/2018,11:08:00,14.601,N,66.894,W,1
9/14/2018,11:10:00,14.601,N,66.9,W,1
9/14/2018,11:12:00,14.6,N,66.907,W,1
9/14/2018,11:14:00,14.599,N,66.914,W,1
9/14/2018,11:15:59,14.598,N,66.92,W,1
9/14/2018,11:17:59,14.597,N,66.927,W,1
9/14/2018,11:19:59,14.596,N,66.933,W,1
9/14/2018,11:21:59,14.595,N,66.94,W,1
9/14/2018,11:24:00,14.594,N,66.947,W,1
9/14/2018,11:26:00,14.593,N,66.953,W,1
9/14/2018,11:28:00,14.592,N,66.96,W,1
9/14/2018,11:30:00,14.591,N,66.967,W,1
9/14/2018,11:31:59,14.59,N,66.973,W,1
9/14/2018,11:33:59,14.589,N,66.98,W,1
9/14/2018,11:35:59,14.588,N,66.987,W,1
9/14/2018,11:38:00,14.587,N,66.993,W,1
9/14/2018,11:40:00,14.586,N,67,W,1
9/14/2018,11:42:00,14.586,N,67.007,W,1
9/14/2018,11:44:00,14.585,N,67.013,W,1
9/14/2018,11:45:59,14.584,N,67.02,W,1
9/14/2018,11:47:59,14.583,N,67.026,W,1
9/14/2018,11:49:59,14.582,N,67.033,W,1
9/14/2018,11:51:59,14.581,N,67.04,W,1
9/14/2018,11:54:00,14.58,N,67.046,W,1
9/14/2018,11:56:00,14.579,N,67.053,W,1
9/14/2018,11:58:00,14.578,N,67.06,W,1
9/14/2018,12:00:00,14.577,N,67.066,W,1
9/14/2018,12:01:59,14.577,N,67.073,W,1
9/14/2018,12:03:59,14.576,N,67.08,W,1
9/14/2018,12:05:59,14.575,N,67.086,W,1
9/14/2018,12:08:00,14.574,N,67.093,W,1
9/14/2018,12:10:00,14.573,N,67.099,W,1
9/14/2018,12:12:00,14.572,N,67.106,W,1
9/14/2018,12:14:00,14.571,N,67.113,W,1
9/14/2018,12:15:59,14.571,N,67.119,W,1
9/14/2018,12:17:59,14.57,N,67.126,W,1
9/14/2018,12:19:59,14.569,N,67.133,W,1
9/14/2018,12:21:59,14.568,N,67.139,W,1
9/14/2018,12:24:00,14.567,N,67.146,W,1
9/14/2018,12:26:00,14.566,N,67.153,W,1
9/14/2018,12:28:00,14.565,N,67.159,W,1
9/14/2018,12:30:00,14.565,N,67.166,W,1
9/14/2018,12:31:59,14.564,N,67.172,W,1
9/14/2018,12:33:59,14.563,N,67.179,W,1
9/14/2018,12:35:59,14.562,N,67.186,W,1
9/14/2018,12:38:00,14.561,N,67.192,W,1
9/14/2018,12:40:00,14.561,N,67.199,W,1
9/14/2018,12:42:00,14.56,N,67.206,W,1
9/14/2018,12:44:00,14.559,N,67.212,W,1
9/14/2018,12:45:59,14.558,N,67.219,W,1
9/14/2018,12:47:59,14.557,N,67.226,W,1
9/14/2018,12:49:59,14.557,N,67.232,W,1
9/14/2018,12:51:59,14.556,N,67.239,W,1
9/14/2018,12:54:00,14.555,N,67.246,W,1
9/14/2018,12:56:00,14.554,N,67.252,W,1
9/14/2018,12:58:00,14.553,N,67.259,W,1
9/14/2018,13:00:00,14.553,N,67.266,W,1
9/14/2018,13:01:59,14.552,N,67.272,W,1
9/14/2018,13:03:59,14.551,N,67.279,W,1
9/14/2018,13:05:59,14.55,N,67.286,W,1
9/14/2018,13:08:00,14.55,N,67.292,W,1
9/14/2018,13:10:00,14.549,N,67.299,W,1
9/14/2018,13:12:00,14.548,N,67.306,W,1
9/14/2018,13:14:00,14.547,N,67.312,W,1
9/14/2018,13:15:59,14.547,N,67.319,W,1
9/14/2018,13:17:59,14.546,N,67.326,W,1
9/14/2018,13:19:59,14.545,N,67.332,W,1
9/14/2018,13:21:59,14.545,N,67.339,W,1
9/14/2018,13:24:00,14.544,N,67.346,W,1
9/14/2018,13:26:00,14.543,N,67.352,W,1
9/14/2018,13:28:00,14.542,N,67.359,W,1
9/14/2018,13:30:00,14.542,N,67.366,W,1
9/14/2018,13:31:59,14.541,N,67.372,W,1
9/14/2018,13:33:59,14.54,N,67.379,W,1
9/14/2018,13:35:59,14.54,N,67.386,W,1
9/14/2018,13:38:00,14.539,N,67.392,W,1
9/14/2018,13:40:00,14.538,N,67.399,W,1
9/14/2018,13:42:00,14.538,N,67.406,W,1
9/14/2018,13:44:00,14.537,N,67.412,W,1
9/14/2018,13:45:59,14.536,N,67.419,W,1
9/14/2018,13:47:59,14.536,N,67.426,W,1
9/14/2018,13:49:59,14.535,N,67.432,W,1
9/14/2018,13:51:59,14.534,N,67.439,W,1
9/14/2018,13:54:00,14.534,N,67.446,W,1
9/14/2018,13:56:00,14.533,N,67.452,W,1
9/14/2018,13:58:00,14.532,N,67.459,W,1
9/14/2018,14:00:00,14.532,N,67.466,W,1
9/14/2018,14:01:59,14.531,N,67.473,W,1
9/14/2018,14:03:59,14.53,N,67.479,W,1
9/14/2018,14:05:59,14.53,N,67.486,W,1
9/14/2018,14:08:00,14.529,N,67.493,W,1
9/14/2018,14:10:00,14.528,N,67.499,W,1
9/14/2018,14:12:00,14.528,N,67.506,W,1
9/14/2018,14:14:00,14.527,N,67.513,W,1
9/14/2018,14:15:59,14.527,N,67.519,W,1
