Track,for,Ivan,2004,,,
Date,Time,(UTC),Latitude,Longitude,,Category
MM/DD/Year,HH:MM:SS,(deg),(deg),,,
9/6/2004,5:54:00,10.797,N,50.466,W,5
9/6/2004,5:56:00,10.798,N,50.478,W,5
9/6/2004,5:58:00,10.799,N,50.489,W,5
9/6/2004,6:00:00,10.8,N,50.5,W,5
9/6/2004,6:01:59,10.801,N,50.511,W,5
9/6/2004,6:03:59,10.802,N,50.522,W,5
9/6/2004,6:05:59,10.803,N,50.534,W,5
9/6/2004,6:07:59,10.804,N,50.545,W,5
9/6/2004,6:09:59,10.805,N,50.556,W,5
9/6/2004,6:11:59,10.805,N,50.567,W,5
9/6/2004,6:13:59,10.806,N,50.578,W,5
9/6/2004,6:16:00,10.807,N,50.589,W,5
9/6/2004,6:18:00,10.808,N,50.601,W,5
9/6/2004,6:20:00,10.809,N,50.612,W,5
9/6/2004,6:22:00,10.81,N,50.623,W,5
9/6/2004,6:24:00,10.811,N,50.634,W,5
9/6/2004,6:26:00,10.812,N,50.645,W,5
9/6/2004,6:28:00,10.813,N,50.657,W,5
9/6/2004,6:30:00,10.814,N,50.668,W,5
9/6/2004,6:31:59,10.815,N,50.679,W,5
9/6/2004,6:33:59,10.816,N,50.69,W,5
9/6/2004,6:35:59,10.816,N,50.701,W,5
9/6/2004,6:37:59,10.817,N,50.712,W,5
9/6/2004,6:39:59,10.818,N,50.724,W,5
9/6/2004,6:41:59,10.819,N,50.735,W,5
9/6/2004,6:43:59,10.82,N,50.746,W,5
9/6/2004,6:46:00,10.821,N,50.757,W,5
9/6/2004,6:48:00,10.822,N,50.768,W,5
9/6/2004,6:50:00,10.823,N,50.779,W,5
9/6/2004,6:52:00,10.824,N,50.791,W,5
9/6/2004,6:54:00,10.825,N,50.802,W,5
9/6/2004,6:56:00,10.826,N,50.813,W,5
9/6/2004,6:58:00,10.827,N,50.824,W,5
9/6/2004,7:00:00,10.827,N,50.835,W,5
9/6/2004,7:01:59,10.828,N,50.847,W,5
9/6/2004,7:03:59,10.829,N,50.858,W,5
9/6/2004,7:05:59,10.83,N,50.869,W,5
9/6/2004,7:07:59,10.831,N,50.88,W,5
9/6/2004,7:09:59,10.832,N,50.891,W,5
9/6/2004,7:11:59,10.833,N,50.902,W,5
9/6/2004,7:13:59,10.834,N,50.914,W,5
9/6/2004,7:16:00,10.835,N,50.925,W,5
9/6/2004,7:18:00,10.836,N,50.936,W,5
9/6/2004,7:20:00,10.837,N,50.947,W,5
9/6/2004,7:22:00,10.838,N,50.958,W,5
9/6/2004,7:24:00,10.839,N,50.969,W,5
9/6/2004,7:26:00,10.84,N,50.981,W,5
9/6/2004,7:28:00,10.841,N,50.992,W,5
9/6/2004,7:30:00,10.842,N,51.003,W,5
9/6/2004,7:31:59,10.843,N,51.014,W,5
9/6/2004,7:33:59,10.843,N,51.025,W,5
9/6/2004,7:35:59,10.844,N,51.036,W,5
9/6/2004,7:37:59,10.845,N,51.048,W,5
9/6/2004,7:39:59,10.846,N,51.059,W,5
9/6/2004,7:41:59,10.847,N,51.07,W,5
9/6/2004,7:43:59,10.848,N,51.081,W,5
9/6/2004,7:46:00,10.849,N,51.092,W,5
9/6/2004,7:48:00,10.85,N,51.103,W,5
9/6/2004,7:50:00,10.851,N,51.115,W,5
9/6/2004,7:52:00,10.852,N,51.126,W,5
9/6/2004,7:54:00,10.853,N,51.137,W,5
9/6/2004,7:56:00,10.854,N,51.148,W,5
9/6/2004,7:58:00,10.855,N,51.159,W,5
9/6/2004,8:00:00,10.856,N,51.17,W,5
9/6/2004,8:02:00,10.857,N,51.181,W,5
9/6/2004,8:03:59,10.858,N,51.193,W,5
9/6/2004,8:06:00,10.859,N,51.204,W,5
9/6/2004,8:07:59,10.86,N,51.215,W,5
9/6/2004,8:10:00,10.861,N,51.226,W,5
9/6/2004,8:11:59,10.862,N,51.237,W,5
9/6/2004,8:14:00,10.863,N,51.248,W,5
9/6/2004,8:15:59,10.864,N,51.26,W,5
9/6/2004,8:18:00,10.865,N,51.271,W,5
9/6/2004,8:19:59,10.866,N,51.282,W,5
9/6/2004,8:22:00,10.867,N,51.293,W,5
9/6/2004,8:23:59,10.868,N,51.304,W,5
9/6/2004,8:26:00,10.869,N,51.315,W,5
9/6/2004,8:27:59,10.87,N,51.326,W,5
9/6/2004,8:30:00,10.871,N,51.338,W,5
9/6/2004,8:32:00,10.872,N,51.349,W,5
9/6/2004,8:33:59,10.873,N,51.36,W,5
9/6/2004,8:36:00,10.874,N,51.371,W,5
9/6/2004,8:37:59,10.875,N,51.382,W,5
9/6/2004,8:40:00,10.876,N,51.393,W,5
9/6/2004,8:41:59,10.877,N,51.404,W,5
9/6/2004,8:44:00,10.878,N,51.416,W,5
9/6/2004,8:45:59,10.879,N,51.427,W,5
9/6/2004,8:48:00,10.88,N,51.438,W,5
9/6/2004,8:49:59,10.881,N,51.449,W,5
9/6/2004,8:52:00,10.882,N,51.46,W,5
9/6/2004,8:53:59,10.883,N,51.471,W,5
9/6/2004,8:56:00,10.884,N,51.482,W,5
9/6/2004,8:57:59,10.885,N,51.494,W,5
9/6/2004,9:00:00,10.886,N,51.505,W,5
9/6/2004,9:02:00,10.888,N,51.516,W,5
9/6/2004,9:03:59,10.889,N,51.527,W,5
9/6/2004,9:06:00,10.89,N,51.538,W,5
9/6/2004,9:07:59,10.891,N,51.549,W,5
9/6/2004,9:10:00,10.892,N,51.56,W,5
9/6/2004,9:11:59,10.893,N,51.571,W,5
9/6/2004,9:14:00,10.894,N,51.583,W,5
9/6/2004,9:15:59,10.895,N,51.594,W,5
9/6/2004,9:18:00,10.896,N,51.605,W,5
9/6/2004,9:19:59,10.897,N,51.616,W,5
9/6/2004,9:22:00,10.898,N,51.627,W,5
9/6/2004,9:23:59,10.899,N,51.638,W,5
9/6/2004,9:26:00,10.901,N,51.649,W,5
9/6/2004,9:27:59,10.902,N,51.66,W,5
9/6/2004,9:30:00,10.903,N,51.671,W,5
9/6/2004,9:32:00,10.904,N,51.683,W,5
9/6/2004,9:33:59,10.905,N,51.694,W,5
9/6/2004,9:36:00,10.906,N,51.705,W,5
9/6/2004,9:37:59,10.907,N,51.716,W,5
9/6/2004,9:40:00,10.908,N,51.727,W,5
9/6/2004,9:41:59,10.91,N,51.738,W,5
9/6/2004,9:44:00,10.911,N,51.749,W,5
9/6/2004,9:45:59,10.912,N,51.76,W,5
9/6/2004,9:48:00,10.913,N,51.771,W,5
9/6/2004,9:49:59,10.914,N,51.782,W,5
9/6/2004,9:52:00,10.915,N,51.794,W,5
9/6/2004,9:53:59,10.916,N,51.805,W,5
9/6/2004,9:56:00,10.918,N,51.816,W,5
9/6/2004,9:57:59,10.919,N,51.827,W,5
9/6/2004,10:00:00,10.92,N,51.838,W,5
9/6/2004,10:02:00,10.921,N,51.849,W,5
9/6/2004,10:03:59,10.922,N,51.86,W,5
9/6/2004,10:06:00,10.924,N,51.871,W,5
9/6/2004,10:07:59,10.925,N,51.882,W,5
9/6/2004,10:10:00,10.926,N,51.893,W,5
9/6/2004,10:11:59,10.927,N,51.904,W,5
9/6/2004,10:14:00,10.928,N,51.915,W,5
9/6/2004,10:15:59,10.93,N,51.927,W,5
9/6/2004,10:18:00,10.931,N,51.938,W,5
9/6/2004,10:19:59,10.932,N,51.949,W,5
9/6/2004,10:22:00,10.933,N,51.96,W,5
9/6/2004,10:23:59,10.934,N,51.971,W,5
9/6/2004,10:26:00,10.936,N,51.982,W,5
9/6/2004,10:27:59,10.937,N,51.993,W,5
9/6/2004,10:30:00,10.938,N,52.004,W,5
9/6/2004,10:32:00,10.939,N,52.015,W,5
9/6/2004,10:33:59,10.941,N,52.026,W,5
9/6/2004,10:36:00,10.942,N,52.037,W,5
9/6/2004,10:37:59,10.943,N,52.048,W,5
9/6/2004,10:40:00,10.944,N,52.059,W,5
9/6/2004,10:41:59,10.946,N,52.07,W,5
9/6/2004,10:44:00,10.947,N,52.081,W,5
9/6/2004,10:45:59,10.948,N,52.093,W,5
9/6/2004,10:48:00,10.95,N,52.104,W,5
9/6/2004,10:49:59,10.951,N,52.115,W,5
9/6/2004,10:52:00,10.952,N,52.126,W,5
9/6/2004,10:53:59,10.954,N,52.137,W,5
9/6/2004,10:56:00,10.955,N,52.148,W,5
9/6/2004,10:57:59,10.956,N,52.159,W,5
9/6/2004,11:00:00,10.957,N,52.17,W,5
9/6/2004,11:02:00,10.959,N,52.181,W,5
9/6/2004,11:03:59,10.96,N,52.192,W,5
9/6/2004,11:06:00,10.962,N,52.203,W,5
9/6/2004,11:07:59,10.963,N,52.214,W,5
9/6/2004,11:10:00,10.964,N,52.225,W,5
9/6/2004,11:11:59,10.966,N,52.236,W,5
9/6/2004,11:14:00,10.967,N,52.247,W,5
9/6/2004,11:15:59,10.968,N,52.258,W,5
9/6/2004,11:18:00,10.97,N,52.269,W,5
9/6/2004,11:19:59,10.971,N,52.28,W,5
9/6/2004,11:22:00,10.972,N,52.291,W,5
9/6/2004,11:23:59,10.974,N,52.302,W,5
9/6/2004,11:26:00,10.975,N,52.313,W,5
9/6/2004,11:27:59,10.977,N,52.324,W,5
9/6/2004,11:30:00,10.978,N,52.335,W,5
9/6/2004,11:32:00,10.979,N,52.346,W,5
9/6/2004,11:33:59,10.981,N,52.357,W,5
9/6/2004,11:36:00,10.982,N,52.368,W,5
9/6/2004,11:37:59,10.984,N,52.379,W,5
9/6/2004,11:40:00,10.985,N,52.39,W,5
9/6/2004,11:41:59,10.987,N,52.401,W,5
9/6/2004,11:44:00,10.988,N,52.412,W,5
9/6/2004,11:45:59,10.99,N,52.423,W,5
9/6/2004,11:48:00,10.991,N,52.434,W,5
9/6/2004,11:49:59,10.993,N,52.445,W,5
9/6/2004,11:52:00,10.994,N,52.456,W,5
9/6/2004,11:53:59,10.995,N,52.467,W,5
9/6/2004,11:56:00,10.997,N,52.478,W,5
9/6/2004,11:57:59,10.998,N,52.489,W,5
9/6/2004,12:00:00,11,N,52.5,W,5
9/6/2004,12:02:00,11.002,N,52.511,W,5
9/6/2004,12:03:59,11.003,N,52.522,W,5
9/6/2004,12:06:00,11.005,N,52.533,W,5
9/6/2004,12:07:59,11.006,N,52.544,W,5
9/6/2004,12:10:00,11.008,N,52.555,W,5
9/6/2004,12:11:59,11.009,N,52.566,W,5
9/6/2004,12:14:00,11.011,N,52.577,W,5
9/6/2004,12:15:59,11.012,N,52.588,W,5
9/6/2004,12:18:00,11.014,N,52.599,W,5
9/6/2004,12:19:59,11.015,N,52.61,W,5
9/6/2004,12:22:00,11.017,N,52.621,W,5
9/6/2004,12:23:59,11.019,N,52.632,W,5
9/6/2004,12:26:00,11.02,N,52.642,W,5
9/6/2004,12:27:59,11.022,N,52.653,W,5
9/6/2004,12:30:00,11.023,N,52.664,W,5
9/6/2004,12:32:00,11.025,N,52.675,W,5
9/6/2004,12:33:59,11.027,N,52.686,W,5
9/6/2004,12:36:00,11.028,N,52.697,W,5
9/6/2004,12:37:59,11.03,N,52.708,W,5
9/6/2004,12:40:00,11.032,N,52.719,W,5
9/6/2004,12:41:59,11.033,N,52.73,W,5
9/6/2004,12:44:00,11.035,N,52.741,W,5
9/6/2004,12:45:59,11.037,N,52.752,W,5
9/6/2004,12:48:00,11.038,N,52.763,W,5
9/6/2004,12:49:59,11.04,N,52.774,W,5
9/6/2004,12:52:00,11.042,N,52.785,W,5
9/6/2004,12:53:59,11.043,N,52.795,W,5
9/6/2004,12:56:00,11.045,N,52.806,W,5
9/6/2004,12:57:59,11.047,N,52.817,W,5
9/6/2004,13:00:00,11.049,N,52.828,W,5
9/6/2004,13:02:00,11.05,N,52.839,W,5
9/6/2004,13:03:59,11.052,N,52.85,W,5
9/6/2004,13:06:00,11.054,N,52.861,W,5
9/6/2004,13:07:59,11.055,N,52.872,W,5
9/6/2004,13:10:00,11.057,N,52.883,W,5
9/6/2004,13:11:59,11.059,N,52.894,W,5
9/6/2004,13:14:00,11.061,N,52.904,W,5
9/6/2004,13:15:59,11.063,N,52.915,W,5
9/6/2004,13:18:00,11.064,N,52.926,W,5
9/6/2004,13:19:59,11.066,N,52.937,W,5
9/6/2004,13:22:00,11.068,N,52.948,W,5
9/6/2004,13:23:59,11.07,N,52.959,W,5
9/6/2004,13:26:00,11.072,N,52.97,W,5
9/6/2004,13:27:59,11.073,N,52.981,W,5
9/6/2004,13:30:00,11.075,N,52.991,W,5
9/6/2004,13:32:00,11.077,N,53.002,W,5
9/6/2004,13:33:59,11.079,N,53.013,W,5
9/6/2004,13:36:00,11.081,N,53.024,W,5
9/6/2004,13:37:59,11.082,N,53.035,W,5
9/6/2004,13:40:00,11.084,N,53.046,W,5
9/6/2004,13:41:59,11.086,N,53.057,W,5
9/6/2004,13:44:00,11.088,N,53.067,W,5
9/6/2004,13:45:59,11.09,N,53.078,W,5
9/6/2004,13:48:00,11.092,N,53.089,W,5
9/6/2004,13:49:59,11.094,N,53.1,W,5
9/6/2004,13:52:00,11.096,N,53.111,W,5
9/6/2004,13:53:59,11.098,N,53.122,W,5
9/6/2004,13:56:00,11.099,N,53.132,W,5
9/6/2004,13:57:59,11.101,N,53.143,W,5
9/6/2004,14:00:00,11.103,N,53.154,W,5
9/6/2004,14:02:00,11.105,N,53.165,W,5
9/6/2004,14:03:59,11.107,N,53.176,W,5
9/6/2004,14:06:00,11.109,N,53.187,W,5
9/6/2004,14:07:59,11.111,N,53.197,W,5
9/6/2004,14:10:00,11.113,N,53.208,W,5
9/6/2004,14:11:59,11.115,N,53.219,W,5
9/6/2004,14:14:00,11.117,N,53.23,W,5
9/6/2004,14:15:59,11.119,N,53.241,W,5
9/6/2004,14:18:00,11.121,N,53.252,W,5
9/6/2004,14:19:59,11.123,N,53.262,W,5
9/6/2004,14:22:00,11.125,N,53.273,W,5
9/6/2004,14:23:59,11.127,N,53.284,W,5
9/6/2004,14:26:00,11.129,N,53.295,W,5
9/6/2004,14:27:59,11.131,N,53.306,W,5
9/6/2004,14:30:00,11.133,N,53.316,W,5
9/6/2004,14:32:00,11.135,N,53.327,W,5
9/6/2004,14:33:59,11.137,N,53.338,W,5
9/6/2004,14:36:00,11.139,N,53.349,W,5
9/6/2004,14:37:59,11.141,N,53.36,W,5
9/6/2004,14:40:00,11.143,N,53.37,W,5
9/6/2004,14:41:59,11.145,N,53.381,W,5
9/6/2004,14:44:00,11.147,N,53.392,W,5
9/6/2004,14:45:59,11.149,N,53.403,W,5
9/6/2004,14:48:00,11.151,N,53.414,W,5
9/6/2004,14:49:59,11.153,N,53.424,W,5
9/6/2004,14:52:00,11.155,N,53.435,W,5
9/6/2004,14:53:59,11.157,N,53.446,W,5
9/6/2004,14:56:00,11.159,N,53.457,W,5
9/6/2004,14:57:59,11.161,N,53.468,W,5
9/6/2004,15:00:00,11.163,N,53.478,W,5
9/6/2004,15:02:00,11.165,N,53.489,W,5
9/6/2004,15:03:59,11.167,N,53.5,W,5
9/6/2004,15:06:00,11.17,N,53.511,W,5
9/6/2004,15:07:59,11.172,N,53.521,W,5
9/6/2004,15:10:00,11.174,N,53.532,W,5
9/6/2004,15:11:59,11.176,N,53.543,W,5
9/6/2004,15:14:00,11.178,N,53.554,W,5
9/6/2004,15:15:59,11.18,N,53.564,W,5
9/6/2004,15:18:00,11.182,N,53.575,W,5
9/6/2004,15:19:59,11.184,N,53.586,W,5
9/6/2004,15:22:00,11.186,N,53.597,W,5
9/6/2004,15:23:59,11.189,N,53.608,W,5
9/6/2004,15:26:00,11.191,N,53.618,W,5
9/6/2004,15:27:59,11.193,N,53.629,W,5
9/6/2004,15:30:00,11.195,N,53.64,W,5
9/6/2004,15:32:00,11.197,N,53.651,W,5
9/6/2004,15:33:59,11.199,N,53.661,W,5
9/6/2004,15:36:00,11.201,N,53.672,W,5
9/6/2004,15:37:59,11.204,N,53.683,W,5
9/6/2004,15:40:00,11.206,N,53.694,W,5
9/6/2004,15:41:59,11.208,N,53.704,W,5
9/6/2004,15:44:00,11.21,N,53.715,W,5
9/6/2004,15:45:59,11.212,N,53.726,W,5
9/6/2004,15:48:00,11.215,N,53.737,W,5
9/6/2004,15:49:59,11.217,N,53.747,W,5
9/6/2004,15:52:00,11.219,N,53.758,W,5
9/6/2004,15:53:59,11.221,N,53.769,W,5
9/6/2004,15:56:00,11.223,N,53.78,W,5
9/6/2004,15:57:59,11.225,N,53.79,W,5
9/6/2004,16:00:00,11.228,N,53.801,W,5
9/6/2004,16:01:59,11.23,N,53.812,W,5
9/6/2004,16:04:00,11.232,N,53.822,W,5
9/6/2004,16:06:00,11.234,N,53.833,W,5
9/6/2004,16:07:59,11.237,N,53.844,W,5
9/6/2004,16:09:59,11.239,N,53.855,W,5
9/6/2004,16:12:00,11.241,N,53.865,W,5
9/6/2004,16:14:00,11.243,N,53.876,W,5
9/6/2004,16:15:59,11.245,N,53.887,W,5
9/6/2004,16:17:59,11.248,N,53.898,W,5
9/6/2004,16:20:00,11.25,N,53.908,W,5
9/6/2004,16:22:00,11.252,N,53.919,W,5
9/6/2004,16:23:59,11.254,N,53.93,W,5
9/6/2004,16:25:59,11.257,N,53.94,W,5
9/6/2004,16:28:00,11.259,N,53.951,W,5
9/6/2004,16:30:00,11.261,N,53.962,W,5
9/6/2004,16:31:59,11.263,N,53.973,W,5
9/6/2004,16:34:00,11.266,N,53.983,W,5
9/6/2004,16:36:00,11.268,N,53.994,W,5
9/6/2004,16:37:59,11.27,N,54.005,W,5
9/6/2004,16:39:59,11.273,N,54.015,W,5
9/6/2004,16:42:00,11.275,N,54.026,W,5
9/6/2004,16:44:00,11.277,N,54.037,W,5
9/6/2004,16:45:59,11.279,N,54.048,W,5
9/6/2004,16:47:59,11.282,N,54.058,W,5
9/6/2004,16:50:00,11.284,N,54.069,W,5
9/6/2004,16:52:00,11.286,N,54.08,W,5
9/6/2004,16:53:59,11.289,N,54.09,W,5
9/6/2004,16:55:59,11.291,N,54.101,W,5
9/6/2004,16:58:00,11.293,N,54.112,W,5
9/6/2004,17:00:00,11.295,N,54.123,W,5
9/6/2004,17:01:59,11.298,N,54.133,W,5
9/6/2004,17:04:00,11.3,N,54.144,W,5
9/6/2004,17:06:00,11.302,N,54.155,W,5
9/6/2004,17:07:59,11.305,N,54.165,W,5
9/6/2004,17:09:59,11.307,N,54.176,W,5
9/6/2004,17:12:00,11.309,N,54.187,W,5
9/6/2004,17:14:00,11.312,N,54.197,W,5
9/6/2004,17:15:59,11.314,N,54.208,W,5
9/6/2004,17:17:59,11.316,N,54.219,W,5
9/6/2004,17:20:00,11.319,N,54.23,W,5
9/6/2004,17:22:00,11.321,N,54.24,W,5
9/6/2004,17:23:59,11.323,N,54.251,W,5
9/6/2004,17:25:59,11.326,N,54.262,W,5
9/6/2004,17:28:00,11.328,N,54.272,W,5
9/6/2004,17:29:48,11.33,N,54.282,W,5
9/6/2004,17:31:48,11.331,N,54.294,W,5
9/6/2004,17:33:49,11.332,N,54.305,W,5
9/6/2004,17:35:49,11.333,N,54.317,W,5
9/6/2004,17:37:48,11.334,N,54.328,W,5
9/6/2004,17:39:48,11.335,N,54.339,W,5
9/6/2004,17:41:49,11.336,N,54.351,W,5
9/6/2004,17:43:49,11.336,N,54.362,W,5
9/6/2004,17:45:48,11.337,N,54.374,W,5
9/6/2004,17:47:48,11.338,N,54.385,W,5
9/6/2004,17:49:49,11.339,N,54.396,W,5
9/6/2004,17:51:49,11.34,N,54.407,W,5
9/6/2004,17:53:48,11.34,N,54.419,W,5
9/6/2004,17:55:48,11.341,N,54.43,W,5
9/6/2004,17:57:49,11.342,N,54.441,W,5
9/6/2004,17:59:48,11.342,N,54.452,W,5
9/6/2004,18:01:48,11.343,N,54.463,W,5
9/6/2004,18:03:49,11.344,N,54.474,W,5
9/6/2004,18:05:49,11.344,N,54.485,W,5
9/6/2004,18:07:48,11.345,N,54.496,W,5
9/6/2004,18:09:48,11.345,N,54.507,W,5
9/6/2004,18:11:49,11.346,N,54.517,W,5
9/6/2004,18:13:49,11.346,N,54.528,W,5
9/6/2004,18:15:48,11.347,N,54.539,W,5
9/6/2004,18:17:48,11.347,N,54.55,W,5
9/6/2004,18:19:49,11.348,N,54.561,W,5
9/6/2004,18:21:49,11.348,N,54.571,W,5
9/6/2004,18:23:48,11.349,N,54.582,W,5
9/6/2004,18:25:48,11.349,N,54.592,W,5
9/6/2004,18:27:49,11.349,N,54.603,W,5
9/6/2004,18:29:48,11.35,N,54.614,W,5
9/6/2004,18:31:48,11.35,N,54.624,W,5
9/6/2004,18:33:49,11.35,N,54.634,W,5
9/6/2004,18:35:49,11.351,N,54.645,W,5
9/6/2004,18:37:48,11.351,N,54.655,W,5
9/6/2004,18:39:48,11.351,N,54.666,W,5
9/6/2004,18:41:49,11.351,N,54.676,W,5
9/6/2004,18:43:49,11.352,N,54.686,W,5
9/6/2004,18:45:48,11.352,N,54.697,W,5
9/6/2004,18:47:48,11.352,N,54.707,W,5
9/6/2004,18:49:49,11.352,N,54.717,W,5
9/6/2004,18:51:49,11.352,N,54.727,W,5
9/6/2004,18:53:48,11.353,N,54.737,W,5
9/6/2004,18:55:48,11.353,N,54.748,W,5
9/6/2004,18:57:49,11.353,N,54.758,W,5
9/6/2004,18:59:48,11.353,N,54.768,W,5
9/6/2004,19:01:48,11.353,N,54.778,W,5
9/6/2004,19:03:49,11.353,N,54.788,W,5
9/6/2004,19:05:49,11.353,N,54.798,W,5
9/6/2004,19:07:48,11.353,N,54.808,W,5
9/6/2004,19:09:48,11.353,N,54.818,W,5
9/6/2004,19:11:49,11.353,N,54.828,W,5
9/6/2004,19:13:49,11.353,N,54.838,W,5
9/6/2004,19:15:48,11.353,N,54.848,W,5
9/6/2004,19:17:48,11.353,N,54.857,W,5
9/6/2004,19:19:33,11.353,N,54.866,W,5
9/6/2004,19:21:33,11.353,N,54.876,W,5
9/6/2004,19:23:32,11.353,N,54.886,W,5
9/6/2004,19:25:32,11.354,N,54.896,W,5
9/6/2004,19:27:33,11.354,N,54.906,W,5
9/6/2004,19:29:33,11.354,N,54.915,W,5
9/6/2004,19:31:32,11.354,N,54.925,W,5
9/6/2004,19:33:32,11.354,N,54.935,W,5
9/6/2004,19:35:33,11.354,N,54.944,W,5
9/6/2004,19:37:33,11.355,N,54.954,W,5
9/6/2004,19:39:32,11.355,N,54.964,W,5
9/6/2004,19:41:32,11.355,N,54.973,W,5
9/6/2004,19:43:33,11.355,N,54.983,W,5
9/6/2004,19:45:33,11.355,N,54.992,W,5
9/6/2004,19:47:32,11.355,N,55.002,W,5
9/6/2004,19:49:33,11.355,N,55.012,W,5
9/6/2004,19:51:33,11.355,N,55.021,W,5
9/6/2004,19:53:32,11.355,N,55.03,W,5
9/6/2004,19:55:32,11.355,N,55.04,W,5
9/6/2004,19:57:33,11.355,N,55.049,W,5
9/6/2004,19:59:33,11.355,N,55.059,W,5
9/6/2004,20:01:32,11.355,N,55.068,W,5
9/6/2004,20:03:32,11.354,N,55.078,W,5
9/6/2004,20:05:33,11.354,N,55.087,W,5
9/6/2004,20:07:33,11.354,N,55.096,W,5
9/6/2004,20:09:32,11.354,N,55.106,W,5
9/6/2004,20:11:32,11.354,N,55.115,W,5
9/6/2004,20:13:33,11.353,N,55.124,W,5
9/6/2004,20:15:33,11.353,N,55.134,W,5
9/6/2004,20:17:32,11.353,N,55.143,W,5
9/6/2004,20:19:33,11.353,N,55.152,W,5
9/6/2004,20:21:33,11.352,N,55.162,W,5
9/6/2004,20:23:32,11.352,N,55.171,W,5
9/6/2004,20:25:32,11.351,N,55.18,W,5
9/6/2004,20:27:33,11.351,N,55.189,W,5
9/6/2004,20:29:33,11.35,N,55.199,W,5
9/6/2004,20:31:32,11.35,N,55.208,W,5
9/6/2004,20:33:32,11.349,N,55.217,W,5
9/6/2004,20:35:33,11.349,N,55.227,W,5
9/6/2004,20:37:33,11.348,N,55.236,W,5
9/6/2004,20:39:32,11.348,N,55.246,W,5
9/6/2004,20:41:32,11.347,N,55.255,W,5
9/6/2004,20:43:33,11.346,N,55.264,W,5
9/6/2004,20:45:33,11.346,N,55.274,W,5
9/6/2004,20:47:32,11.345,N,55.283,W,5
9/6/2004,20:49:33,11.344,N,55.293,W,5
9/6/2004,20:51:33,11.343,N,55.302,W,5
9/6/2004,20:53:32,11.342,N,55.311,W,5
9/6/2004,20:55:32,11.341,N,55.321,W,5
9/6/2004,20:57:33,11.34,N,55.33,W,5
9/6/2004,20:58:30,11.34,N,55.335,W,5
9/6/2004,21:00:31,11.34,N,55.344,W,5
9/6/2004,21:02:31,11.34,N,55.354,W,5
9/6/2004,21:04:30,11.34,N,55.363,W,5
9/6/2004,21:06:31,11.34,N,55.372,W,5
9/6/2004,21:08:31,11.339,N,55.381,W,5
9/6/2004,21:10:30,11.339,N,55.391,W,5
9/6/2004,21:12:30,11.339,N,55.4,W,5
9/6/2004,21:14:31,11.339,N,55.409,W,5
9/6/2004,21:16:31,11.338,N,55.419,W,5
9/6/2004,21:18:30,11.338,N,55.428,W,5
9/6/2004,21:20:30,11.338,N,55.437,W,5
9/6/2004,21:22:31,11.337,N,55.447,W,5
9/6/2004,21:24:31,11.337,N,55.456,W,5
9/6/2004,21:26:30,11.336,N,55.466,W,5
9/6/2004,21:28:30,11.336,N,55.475,W,5
9/6/2004,21:30:31,11.335,N,55.485,W,5
9/6/2004,21:32:31,11.334,N,55.495,W,5
9/6/2004,21:34:30,11.333,N,55.504,W,5
9/6/2004,21:36:31,11.332,N,55.514,W,5
9/6/2004,21:38:31,11.332,N,55.523,W,5
9/6/2004,21:40:30,11.33,N,55.533,W,5
9/6/2004,21:42:30,11.329,N,55.543,W,5
9/6/2004,21:44:31,11.328,N,55.553,W,5
9/6/2004,21:46:31,11.327,N,55.563,W,5
9/6/2004,21:48:30,11.326,N,55.573,W,5
9/6/2004,21:50:30,11.324,N,55.583,W,5
9/6/2004,21:52:31,11.323,N,55.593,W,5
9/6/2004,21:54:31,11.321,N,55.603,W,5
9/6/2004,21:56:30,11.319,N,55.613,W,5
9/6/2004,21:58:30,11.317,N,55.623,W,5
9/6/2004,22:00:31,11.315,N,55.633,W,5
9/6/2004,22:02:31,11.313,N,55.644,W,5
9/6/2004,22:04:30,11.311,N,55.654,W,5
9/6/2004,22:06:31,11.309,N,55.665,W,5
9/6/2004,22:08:31,11.307,N,55.675,W,5
9/6/2004,22:10:30,11.304,N,55.686,W,5
9/6/2004,22:12:30,11.302,N,55.696,W,5
9/6/2004,22:14:31,11.299,N,55.707,W,5
9/6/2004,22:16:31,11.296,N,55.718,W,5
9/6/2004,22:18:30,11.294,N,55.728,W,5
9/6/2004,22:20:30,11.291,N,55.739,W,5
9/6/2004,22:22:31,11.288,N,55.75,W,5
9/6/2004,22:24:31,11.285,N,55.761,W,5
9/6/2004,22:26:30,11.282,N,55.772,W,5
9/6/2004,22:28:30,11.279,N,55.783,W,5
9/6/2004,22:30:31,11.276,N,55.794,W,5
9/6/2004,22:32:31,11.273,N,55.805,W,5
9/6/2004,22:34:30,11.269,N,55.816,W,5
9/6/2004,22:36:31,11.266,N,55.827,W,5
9/6/2004,22:38:31,11.263,N,55.838,W,5
9/6/2004,22:40:30,11.259,N,55.849,W,5
9/6/2004,22:42:30,11.256,N,55.86,W,5
9/6/2004,22:44:31,11.252,N,55.871,W,5
9/6/2004,22:46:31,11.249,N,55.882,W,5
9/6/2004,22:48:30,11.245,N,55.893,W,5
9/6/2004,22:50:30,11.242,N,55.905,W,5
9/6/2004,22:52:31,11.238,N,55.916,W,5
9/6/2004,22:54:31,11.234,N,55.927,W,5
9/6/2004,22:56:30,11.231,N,55.938,W,5
9/6/2004,22:58:30,11.227,N,55.95,W,5
9/6/2004,23:00:31,11.223,N,55.961,W,5
9/6/2004,23:02:31,11.22,N,55.972,W,5
