Track,for,Hermine,2016,,,
8/31/2016,0:21:58,24.092,N,87.749,W,1
8/31/2016,0:23:58,24.091,N,87.753,W,1
8/31/2016,0:25:58,24.09,N,87.756,W,1
8/31/2016,0:27:59,24.089,N,87.76,W,1
8/31/2016,0:29:59,24.088,N,87.763,W,1
8/31/2016,0:31:59,24.087,N,87.766,W,1
8/31/2016,0:33:59,24.086,N,87.77,W,1
8/31/2016,0:35:59,24.086,N,87.773,W,1
8/31/2016,0:37:59,24.085,N,87.776,W,1
8/31/2016,0:39:59,24.084,N,87.78,W,1
8/31/2016,0:41:59,24.083,N,87.783,W,1
8/31/2016,0:43:58,24.082,N,87.786,W,1
8/31/2016,0:45:58,24.082,N,87.79,W,1
8/31/2016,0:47:58,24.081,N,87.793,W,1
8/31/2016,0:49:58,24.081,N,87.796,W,1
8/31/2016,0:51:58,24.08,N,87.799,W,1
8/31/2016,0:53:58,24.079,N,87.802,W,1
8/31/2016,0:55:58,24.079,N,87.806,W,1
8/31/2016,0:57:59,24.078,N,87.809,W,1
8/31/2016,0:59:59,24.078,N,87.812,W,1
8/31/2016,1:01:59,24.077,N,87.815,W,1
8/31/2016,1:03:59,24.077,N,87.818,W,1
8/31/2016,1:05:59,24.077,N,87.821,W,1
8/31/2016,1:07:59,24.076,N,87.824,W,1
8/31/2016,1:09:59,24.076,N,87.827,W,1
8/31/2016,1:11:59,24.076,N,87.83,W,1
8/31/2016,1:13:58,24.076,N,87.833,W,1
8/31/2016,1:15:58,24.075,N,87.836,W,1
8/31/2016,1:17:58,24.075,N,87.839,W,1
8/31/2016,1:19:58,24.075,N,87.842,W,1
8/31/2016,1:21:58,24.075,N,87.845,W,1
8/31/2016,1:23:58,24.075,N,87.847,W,1
8/31/2016,1:25:58,24.075,N,87.85,W,1
8/31/2016,1:27:59,24.075,N,87.853,W,1
8/31/2016,1:29:59,24.075,N,87.856,W,1
8/31/2016,1:31:59,24.075,N,87.859,W,1
8/31/2016,1:33:59,24.075,N,87.861,W,1
8/31/2016,1:35:59,24.075,N,87.864,W,1
8/31/2016,1:37:59,24.076,N,87.867,W,1
8/31/2016,1:39:59,24.076,N,87.869,W,1
8/31/2016,1:41:59,24.076,N,87.872,W,1
8/31/2016,1:43:58,24.077,N,87.875,W,1
8/31/2016,1:45:58,24.077,N,87.877,W,1
8/31/2016,1:47:58,24.077,N,87.88,W,1
8/31/2016,1:49:58,24.078,N,87.882,W,1
8/31/2016,1:51:58,24.078,N,87.885,W,1
8/31/2016,1:53:58,24.079,N,87.887,W,1
8/31/2016,1:55:58,24.079,N,87.89,W,1
8/31/2016,1:57:59,24.08,N,87.892,W,1
8/31/2016,1:59:59,24.081,N,87.894,W,1
8/31/2016,2:01:59,24.081,N,87.897,W,1
8/31/2016,2:03:59,24.082,N,87.899,W,1
8/31/2016,2:05:59,24.083,N,87.901,W,1
8/31/2016,2:07:59,24.084,N,87.904,W,1
8/31/2016,2:09:59,24.085,N,87.906,W,1
8/31/2016,2:11:59,24.086,N,87.908,W,1
8/31/2016,2:13:58,24.087,N,87.91,W,1
8/31/2016,2:15:58,24.088,N,87.913,W,1
8/31/2016,2:17:58,24.089,N,87.915,W,1
8/31/2016,2:19:58,24.09,N,87.917,W,1
8/31/2016,2:21:58,24.091,N,87.919,W,1
8/31/2016,2:23:58,24.092,N,87.921,W,1
8/31/2016,2:25:58,24.093,N,87.923,W,1
8/31/2016,2:27:59,24.095,N,87.925,W,1
8/31/2016,2:29:59,24.096,N,87.927,W,1
8/31/2016,2:31:59,24.097,N,87.929,W,1
8/31/2016,2:33:59,24.099,N,87.931,W,1
8/31/2016,2:35:59,24.1,N,87.932,W,1
8/31/2016,2:37:59,24.102,N,87.934,W,1
8/31/2016,2:39:59,24.103,N,87.936,W,1
8/31/2016,2:41:59,24.105,N,87.938,W,1
8/31/2016,2:43:58,24.107,N,87.94,W,1
8/31/2016,2:45:58,24.108,N,87.941,W,1
8/31/2016,2:47:58,24.11,N,87.943,W,1
8/31/2016,2:49:58,24.112,N,87.945,W,1
8/31/2016,2:51:58,24.114,N,87.946,W,1
8/31/2016,2:53:58,24.115,N,87.948,W,1
8/31/2016,2:55:58,24.117,N,87.949,W,1
8/31/2016,2:57:59,24.119,N,87.951,W,1
8/31/2016,2:59:59,24.121,N,87.953,W,1
8/31/2016,3:01:59,24.123,N,87.954,W,1
8/31/2016,3:03:59,24.125,N,87.955,W,1
8/31/2016,3:05:59,24.127,N,87.957,W,1
8/31/2016,3:07:59,24.13,N,87.958,W,1
8/31/2016,3:09:59,24.132,N,87.96,W,1
8/31/2016,3:11:59,24.134,N,87.961,W,1
8/31/2016,3:13:58,24.136,N,87.962,W,1
8/31/2016,3:15:58,24.138,N,87.964,W,1
8/31/2016,3:17:58,24.141,N,87.965,W,1
8/31/2016,3:19:58,24.143,N,87.966,W,1
8/31/2016,3:21:58,24.145,N,87.967,W,1
8/31/2016,3:23:58,24.148,N,87.969,W,1
8/31/2016,3:25:58,24.15,N,87.97,W,1
8/31/2016,3:27:59,24.153,N,87.971,W,1
8/31/2016,3:29:59,24.155,N,87.972,W,1
8/31/2016,3:31:59,24.158,N,87.973,W,1
8/31/2016,3:33:59,24.16,N,87.974,W,1
8/31/2016,3:35:59,24.163,N,87.975,W,1
8/31/2016,3:37:59,24.166,N,87.976,W,1
8/31/2016,3:39:59,24.168,N,87.977,W,1
8/31/2016,3:41:59,24.171,N,87.978,W,1
8/31/2016,3:43:58,24.174,N,87.979,W,1
8/31/2016,3:45:58,24.177,N,87.98,W,1
8/31/2016,3:47:58,24.179,N,87.981,W,1
8/31/2016,3:49:58,24.182,N,87.982,W,1
8/31/2016,3:51:58,24.185,N,87.983,W,1
8/31/2016,3:53:58,24.188,N,87.984,W,1
8/31/2016,3:55:58,24.191,N,87.985,W,1
8/31/2016,3:57:59,24.194,N,87.985,W,1
8/31/2016,3:59:59,24.197,N,87.986,W,1
8/31/2016,4:01:59,24.2,N,87.987,W,1
8/31/2016,4:03:59,24.203,N,87.988,W,1
8/31/2016,4:05:59,24.206,N,87.988,W,1
8/31/2016,4:07:59,24.209,N,87.989,W,1
8/31/2016,4:09:59,24.212,N,87.99,W,1
8/31/2016,4:11:59,24.215,N,87.99,W,1
8/31/2016,4:13:58,24.218,N,87.991,W,1
8/31/2016,4:15:58,24.221,N,87.992,W,1
8/31/2016,4:17:58,24.224,N,87.992,W,1
8/31/2016,4:19:58,24.227,N,87.993,W,1
8/31/2016,4:21:58,24.23,N,87.993,W,1
8/31/2016,4:23:58,24.234,N,87.994,W,1
8/31/2016,4:25:58,24.237,N,87.994,W,1
8/31/2016,4:27:59,24.24,N,87.995,W,1
8/31/2016,4:29:59,24.243,N,87.995,W,1
8/31/2016,4:31:59,24.247,N,87.996,W,1
8/31/2016,4:33:59,24.25,N,87.996,W,1
8/31/2016,4:35:59,24.253,N,87.997,W,1
8/31/2016,4:37:59,24.256,N,87.997,W,1
8/31/2016,4:39:59,24.26,N,87.997,W,1
8/31/2016,4:41:59,24.263,N,87.998,W,1
8/31/2016,4:43:58,24.267,N,87.998,W,1
8/31/2016,4:45:58,24.27,N,87.998,W,1
8/31/2016,4:47:58,24.273,N,87.999,W,1
8/31/2016,4:49:58,24.277,N,87.999,W,1
8/31/2016,4:51:58,24.28,N,87.999,W,1
8/31/2016,4:53:58,24.284,N,88,W,1
8/31/2016,4:55:58,24.287,N,88,W,1
8/31/2016,4:57:59,24.29,N,88,W,1
8/31/2016,4:59:59,24.294,N,88,W,1
8/31/2016,5:01:59,24.297,N,88,W,1
8/31/2016,5:03:59,24.301,N,88.001,W,1
8/31/2016,5:05:59,24.304,N,88.001,W,1
8/31/2016,5:07:59,24.308,N,88.001,W,1
8/31/2016,5:09:59,24.311,N,88.001,W,1
8/31/2016,5:11:59,24.315,N,88.001,W,1
8/31/2016,5:13:58,24.318,N,88.001,W,1
8/31/2016,5:15:58,24.322,N,88.001,W,1
8/31/2016,5:17:58,24.325,N,88.001,W,1
8/31/2016,5:19:58,24.329,N,88.002,W,1
8/31/2016,5:21:58,24.332,N,88.002,W,1
8/31/2016,5:23:58,24.336,N,88.002,W,1
8/31/2016,5:25:58,24.34,N,88.002,W,1
8/31/2016,5:27:59,24.343,N,88.002,W,1
8/31/2016,5:29:59,24.347,N,88.002,W,1
8/31/2016,5:31:59,24.35,N,88.002,W,1
8/31/2016,5:33:59,24.354,N,88.002,W,1
8/31/2016,5:35:59,24.357,N,88.002,W,1
8/31/2016,5:37:59,24.361,N,88.001,W,1
8/31/2016,5:39:59,24.364,N,88.001,W,1
8/31/2016,5:41:59,24.368,N,88.001,W,1
8/31/2016,5:43:58,24.372,N,88.001,W,1
8/31/2016,5:45:58,24.375,N,88.001,W,1
8/31/2016,5:47:58,24.379,N,88.001,W,1
8/31/2016,5:49:58,24.382,N,88.001,W,1
8/31/2016,5:51:58,24.386,N,88.001,W,1
8/31/2016,5:53:58,24.389,N,88.001,W,1
8/31/2016,5:55:58,24.393,N,88,W,1
8/31/2016,5:57:59,24.396,N,88,W,1
8/31/2016,5:59:59,24.4,N,88,W,1
8/31/2016,6:00:00,24.4,N,88,W,1
8/31/2016,6:01:59,24.402,N,88,W,1
8/31/2016,6:03:59,24.404,N,88,W,1
8/31/2016,6:05:59,24.406,N,88,W,1
8/31/2016,6:07:59,24.408,N,88,W,1
8/31/2016,6:09:59,24.41,N,88,W,1
8/31/2016,6:11:59,24.411,N,88,W,1
8/31/2016,6:13:59,24.413,N,88,W,1
8/31/2016,6:16:00,24.415,N,88,W,1
8/31/2016,6:18:00,24.417,N,88,W,1
8/31/2016,6:20:00,24.419,N,88,W,1
8/31/2016,6:22:00,24.421,N,88,W,1
8/31/2016,6:24:00,24.423,N,88,W,1
8/31/2016,6:26:00,24.425,N,88,W,1
8/31/2016,6:28:00,24.427,N,88,W,1
8/31/2016,6:30:00,24.429,N,88,W,1
8/31/2016,6:31:59,24.431,N,87.999,W,1
8/31/2016,6:33:59,24.433,N,87.999,W,1
8/31/2016,6:35:59,24.435,N,87.999,W,1
8/31/2016,6:37:59,24.437,N,87.999,W,1
8/31/2016,6:39:59,24.439,N,87.999,W,1
8/31/2016,6:41:59,24.441,N,87.998,W,1
8/31/2016,6:43:59,24.443,N,87.998,W,1
8/31/2016,6:46:00,24.445,N,87.998,W,1
8/31/2016,6:48:00,24.447,N,87.998,W,1
8/31/2016,6:50:00,24.449,N,87.997,W,1
8/31/2016,6:52:00,24.451,N,87.997,W,1
8/31/2016,6:54:00,24.453,N,87.997,W,1
8/31/2016,6:56:00,24.455,N,87.996,W,1
8/31/2016,6:58:00,24.457,N,87.996,W,1
8/31/2016,7:00:00,24.459,N,87.996,W,1
8/31/2016,7:01:59,24.461,N,87.995,W,1
8/31/2016,7:03:59,24.463,N,87.995,W,1
8/31/2016,7:05:59,24.466,N,87.995,W,1
8/31/2016,7:07:59,24.468,N,87.994,W,1
8/31/2016,7:09:59,24.47,N,87.994,W,1
8/31/2016,7:11:59,24.472,N,87.993,W,1
8/31/2016,7:13:59,24.474,N,87.993,W,1
8/31/2016,7:16:00,24.476,N,87.992,W,1
8/31/2016,7:18:00,24.478,N,87.992,W,1
8/31/2016,7:20:00,24.48,N,87.991,W,1
8/31/2016,7:22:00,24.482,N,87.991,W,1
8/31/2016,7:24:00,24.485,N,87.991,W,1
8/31/2016,7:26:00,24.487,N,87.99,W,1
8/31/2016,7:28:00,24.489,N,87.99,W,1
8/31/2016,7:30:00,24.491,N,87.989,W,1
8/31/2016,7:31:59,24.493,N,87.988,W,1
8/31/2016,7:33:59,24.495,N,87.988,W,1
8/31/2016,7:35:59,24.497,N,87.987,W,1
8/31/2016,7:37:59,24.499,N,87.987,W,1
8/31/2016,7:39:59,24.502,N,87.986,W,1
8/31/2016,7:41:59,24.504,N,87.986,W,1
8/31/2016,7:43:59,24.506,N,87.985,W,1
8/31/2016,7:46:00,24.508,N,87.985,W,1
8/31/2016,7:48:00,24.51,N,87.984,W,1
8/31/2016,7:50:00,24.513,N,87.983,W,1
8/31/2016,7:52:00,24.515,N,87.983,W,1
8/31/2016,7:54:00,24.517,N,87.982,W,1
8/31/2016,7:56:00,24.519,N,87.981,W,1
8/31/2016,7:58:00,24.521,N,87.981,W,1
8/31/2016,8:00:00,24.523,N,87.98,W,1
8/31/2016,8:01:59,24.526,N,87.98,W,1
8/31/2016,8:03:59,24.528,N,87.979,W,1
8/31/2016,8:05:59,24.53,N,87.978,W,1
8/31/2016,8:07:59,24.532,N,87.978,W,1
8/31/2016,8:09:59,24.535,N,87.977,W,1
8/31/2016,8:11:59,24.537,N,87.976,W,1
8/31/2016,8:13:59,24.539,N,87.975,W,1
8/31/2016,8:16:00,24.541,N,87.975,W,1
8/31/2016,8:18:00,24.543,N,87.974,W,1
8/31/2016,8:20:00,24.546,N,87.973,W,1
8/31/2016,8:22:00,24.548,N,87.973,W,1
8/31/2016,8:24:00,24.55,N,87.972,W,1
8/31/2016,8:26:00,24.552,N,87.971,W,1
8/31/2016,8:28:00,24.555,N,87.97,W,1
8/31/2016,8:30:00,24.557,N,87.97,W,1
8/31/2016,8:31:59,24.559,N,87.969,W,1
8/31/2016,8:33:59,24.561,N,87.968,W,1
8/31/2016,8:35:59,24.564,N,87.968,W,1
8/31/2016,8:37:59,24.566,N,87.967,W,1
8/31/2016,8:39:59,24.568,N,87.966,W,1
8/31/2016,8:41:59,24.57,N,87.965,W,1
8/31/2016,8:43:59,24.573,N,87.965,W,1
8/31/2016,8:46:00,24.575,N,87.964,W,1
8/31/2016,8:48:00,24.577,N,87.963,W,1
8/31/2016,8:50:00,24.58,N,87.962,W,1
8/31/2016,8:52:00,24.582,N,87.961,W,1
8/31/2016,8:54:00,24.584,N,87.961,W,1
8/31/2016,8:56:00,24.586,N,87.96,W,1
8/31/2016,8:58:00,24.589,N,87.959,W,1
8/31/2016,9:00:00,24.591,N,87.958,W,1
8/31/2016,9:01:59,24.593,N,87.958,W,1
8/31/2016,9:03:59,24.596,N,87.957,W,1
8/31/2016,9:05:59,24.598,N,87.956,W,1
8/31/2016,9:07:59,24.6,N,87.955,W,1
8/31/2016,9:09:59,24.602,N,87.954,W,1
8/31/2016,9:11:59,24.605,N,87.954,W,1
8/31/2016,9:13:59,24.607,N,87.953,W,1
8/31/2016,9:16:00,24.609,N,87.952,W,1
8/31/2016,9:18:00,24.612,N,87.951,W,1
8/31/2016,9:20:00,24.614,N,87.95,W,1
8/31/2016,9:22:00,24.616,N,87.95,W,1
8/31/2016,9:24:00,24.619,N,87.949,W,1
8/31/2016,9:26:00,24.621,N,87.948,W,1
8/31/2016,9:28:00,24.623,N,87.947,W,1
8/31/2016,9:30:00,24.626,N,87.947,W,1
8/31/2016,9:31:59,24.628,N,87.946,W,1
8/31/2016,9:33:59,24.63,N,87.945,W,1
8/31/2016,9:35:59,24.632,N,87.944,W,1
8/31/2016,9:37:59,24.635,N,87.943,W,1
8/31/2016,9:39:59,24.637,N,87.943,W,1
8/31/2016,9:41:59,24.639,N,87.942,W,1
8/31/2016,9:43:59,24.642,N,87.941,W,1
8/31/2016,9:46:00,24.644,N,87.94,W,1
8/31/2016,9:48:00,24.646,N,87.94,W,1
8/31/2016,9:50:00,24.649,N,87.939,W,1
8/31/2016,9:52:00,24.651,N,87.938,W,1
8/31/2016,9:54:00,24.653,N,87.937,W,1
8/31/2016,9:56:00,24.656,N,87.936,W,1
8/31/2016,9:58:00,24.658,N,87.936,W,1
8/31/2016,10:00:00,24.66,N,87.935,W,1
8/31/2016,10:01:59,24.663,N,87.934,W,1
8/31/2016,10:03:59,24.665,N,87.933,W,1
8/31/2016,10:05:59,24.667,N,87.933,W,1
8/31/2016,10:07:59,24.67,N,87.932,W,1
8/31/2016,10:09:59,24.672,N,87.931,W,1
8/31/2016,10:11:59,24.674,N,87.931,W,1
8/31/2016,10:13:59,24.677,N,87.93,W,1
8/31/2016,10:16:00,24.679,N,87.929,W,1
8/31/2016,10:18:00,24.681,N,87.928,W,1
8/31/2016,10:20:00,24.684,N,87.928,W,1
8/31/2016,10:22:00,24.686,N,87.927,W,1
8/31/2016,10:24:00,24.688,N,87.926,W,1
8/31/2016,10:26:00,24.691,N,87.926,W,1
8/31/2016,10:28:00,24.693,N,87.925,W,1
8/31/2016,10:30:00,24.695,N,87.924,W,1
8/31/2016,10:31:59,24.698,N,87.924,W,1
8/31/2016,10:33:59,24.7,N,87.923,W,1
8/31/2016,10:35:59,24.702,N,87.922,W,1
8/31/2016,10:37:59,24.705,N,87.922,W,1
8/31/2016,10:39:59,24.707,N,87.921,W,1
8/31/2016,10:41:59,24.709,N,87.92,W,1
8/31/2016,10:43:59,24.712,N,87.92,W,1
8/31/2016,10:46:00,24.714,N,87.919,W,1
8/31/2016,10:48:00,24.716,N,87.918,W,1
8/31/2016,10:50:00,24.719,N,87.918,W,1
8/31/2016,10:52:00,24.721,N,87.917,W,1
8/31/2016,10:54:00,24.723,N,87.917,W,1
8/31/2016,10:56:00,24.726,N,87.916,W,1
8/31/2016,10:58:00,24.728,N,87.915,W,1
8/31/2016,11:00:00,24.73,N,87.915,W,1
8/31/2016,11:01:59,24.733,N,87.914,W,1
8/31/2016,11:03:59,24.735,N,87.914,W,1
8/31/2016,11:05:59,24.737,N,87.913,W,1
8/31/2016,11:07:59,24.74,N,87.913,W,1
8/31/2016,11:09:59,24.742,N,87.912,W,1
8/31/2016,11:11:59,24.744,N,87.911,W,1
8/31/2016,11:13:59,24.747,N,87.911,W,1
8/31/2016,11:16:00,24.749,N,87.91,W,1
8/31/2016,11:18:00,24.751,N,87.91,W,1
8/31/2016,11:20:00,24.754,N,87.909,W,1
8/31/2016,11:22:00,24.756,N,87.909,W,1
8/31/2016,11:24:00,24.758,N,87.908,W,1
8/31/2016,11:26:00,24.761,N,87.908,W,1
8/31/2016,11:28:00,24.763,N,87.907,W,1
8/31/2016,11:30:00,24.765,N,87.907,W,1
8/31/2016,11:31:59,24.768,N,87.906,W,1
8/31/2016,11:33:59,24.77,N,87.906,W,1
8/31/2016,11:35:59,24.772,N,87.905,W,1
8/31/2016,11:37:59,24.774,N,87.905,W,1
8/31/2016,11:39:59,24.777,N,87.904,W,1
8/31/2016,11:41:59,24.779,N,87.904,W,1
8/31/2016,11:43:59,24.781,N,87.903,W,1
8/31/2016,11:46:00,24.784,N,87.903,W,1
8/31/2016,11:48:00,24.786,N,87.903,W,1
8/31/2016,11:50:00,24.788,N,87.902,W,1
8/31/2016,11:52:00,24.791,N,87.902,W,1
8/31/2016,11:54:00,24.793,N,87.901,W,1
8/31/2016,11:56:00,24.795,N,87.901,W,1
8/31/2016,11:58:00,24.798,N,87.9,W,1
8/31/2016,12:00:00,24.8,N,87.9,W,1
8/31/2016,12:00:00,24.8,N,87.9,W,1
8/31/2016,12:01:59,24.801,N,87.9,W,1
8/31/2016,12:03:59,24.802,N,87.901,W,1
8/31/2016,12:05:59,24.804,N,87.901,W,1
8/31/2016,12:07:59,24.805,N,87.902,W,1
8/31/2016,12:09:59,24.806,N,87.902,W,1
8/31/2016,12:11:59,24.807,N,87.903,W,1
8/31/2016,12:13:59,24.808,N,87.903,W,1
8/31/2016,12:16:00,24.81,N,87.904,W,1
8/31/2016,12:18:00,24.811,N,87.904,W,1
8/31/2016,12:20:00,24.812,N,87.905,W,1
8/31/2016,12:22:00,24.813,N,87.905,W,1
8/31/2016,12:24:00,24.815,N,87.906,W,1
8/31/2016,12:26:00,24.816,N,87.906,W,1
8/31/2016,12:28:00,24.817,N,87.906,W,1
8/31/2016,12:30:00,24.819,N,87.907,W,1
8/31/2016,12:31:59,24.82,N,87.907,W,1
8/31/2016,12:33:59,24.821,N,87.908,W,1
8/31/2016,12:35:59,24.822,N,87.908,W,1
8/31/2016,12:37:59,24.824,N,87.909,W,1
8/31/2016,12:39:59,24.825,N,87.909,W,1
8/31/2016,12:41:59,24.826,N,87.909,W,1
8/31/2016,12:43:59,24.828,N,87.91,W,1
8/31/2016,12:46:00,24.829,N,87.91,W,1
8/31/2016,12:48:00,24.831,N,87.911,W,1
8/31/2016,12:50:00,24.832,N,87.911,W,1
8/31/2016,12:52:00,24.833,N,87.911,W,1
8/31/2016,12:54:00,24.835,N,87.912,W,1
8/31/2016,12:56:00,24.836,N,87.912,W,1
8/31/2016,12:58:00,24.838,N,87.913,W,1
8/31/2016,13:00:00,24.839,N,87.913,W,1
8/31/2016,13:01:59,24.841,N,87.913,W,1
8/31/2016,13:03:59,24.842,N,87.914,W,1
8/31/2016,13:05:59,24.844,N,87.914,W,1
8/31/2016,13:07:59,24.845,N,87.914,W,1
8/31/2016,13:09:59,24.847,N,87.915,W,1
8/31/2016,13:11:59,24.848,N,87.915,W,1
8/31/2016,13:13:59,24.85,N,87.915,W,1
8/31/2016,13:16:00,24.852,N,87.915,W,1
8/31/2016,13:18:00,24.853,N,87.916,W,1
8/31/2016,13:20:00,24.855,N,87.916,W,1
8/31/2016,13:22:00,24.857,N,87.916,W,1
8/31/2016,13:24:00,24.858,N,87.916,W,1
8/31/2016,13:26:00,24.86,N,87.917,W,1
8/31/2016,13:28:00,24.862,N,87.917,W,1
8/31/2016,13:30:00,24.863,N,87.917,W,1
8/31/2016,13:31:59,24.865,N,87.917,W,1
8/31/2016,13:33:59,24.867,N,87.917,W,1
8/31/2016,13:35:59,24.869,N,87.917,W,1
8/31/2016,13:37:59,24.871,N,87.917,W,1
8/31/2016,13:39:59,24.873,N,87.918,W,1
8/31/2016,13:41:59,24.874,N,87.918,W,1
8/31/2016,13:43:59,24.876,N,87.918,W,1
8/31/2016,13:46:00,24.878,N,87.918,W,1
8/31/2016,13:48:00,24.88,N,87.918,W,1
8/31/2016,13:50:00,24.882,N,87.918,W,1
8/31/2016,13:52:00,24.884,N,87.918,W,1
8/31/2016,13:54:00,24.886,N,87.918,W,1
8/31/2016,13:56:00,24.888,N,87.918,W,1
8/31/2016,13:58:00,24.89,N,87.918,W,1
8/31/2016,14:00:00,24.893,N,87.918,W,1
8/31/2016,14:01:59,24.895,N,87.918,W,1
8/31/2016,14:03:59,24.897,N,87.918,W,1
8/31/2016,14:05:59,24.899,N,87.917,W,1
8/31/2016,14:07:59,24.901,N,87.917,W,1
8/31/2016,14:09:59,24.904,N,87.917,W,1
8/31/2016,14:11:59,24.906,N,87.917,W,1
8/31/2016,14:13:59,24.908,N,87.917,W,1
8/31/2016,14:16:00,24.911,N,87.917,W,1
8/31/2016,14:18:00,24.913,N,87.916,W,1
8/31/2016,14:20:00,24.915,N,87.916,W,1
8/31/2016,14:22:00,24.918,N,87.916,W,1
8/31/2016,14:24:00,24.92,N,87.916,W,1
8/31/2016,14:26:00,24.923,N,87.915,W,1
8/31/2016,14:28:00,24.925,N,87.915,W,1
8/31/2016,14:30:00,24.928,N,87.915,W,1
8/31/2016,14:31:59,24.93,N,87.914,W,1
8/31/2016,14:33:59,24.933,N,87.914,W,1
8/31/2016,14:35:59,24.936,N,87.914,W,1
8/31/2016,14:37:59,24.938,N,87.913,W,1
8/31/2016,14:39:59,24.941,N,87.913,W,1
8/31/2016,14:41:59,24.944,N,87.912,W,1
8/31/2016,14:43:59,24.946,N,87.912,W,1
8/31/2016,14:46:00,24.949,N,87.911,W,1
8/31/2016,14:48:00,24.952,N,87.911,W,1
8/31/2016,14:50:00,24.955,N,87.91,W,1
8/31/2016,14:52:00,24.957,N,87.91,W,1
8/31/2016,14:54:00,24.96,N,87.909,W,1
8/31/2016,14:56:00,24.963,N,87.909,W,1
8/31/2016,14:58:00,24.966,N,87.908,W,1
8/31/2016,15:00:00,24.969,N,87.908,W,1
8/31/2016,15:01:59,24.972,N,87.907,W,1
8/31/2016,15:03:59,24.975,N,87.907,W,1
8/31/2016,15:05:59,24.978,N,87.906,W,1
8/31/2016,15:07:59,24.981,N,87.905,W,1
8/31/2016,15:09:59,24.984,N,87.905,W,1
8/31/2016,15:11:59,24.987,N,87.904,W,1
8/31/2016,15:13:59,24.99,N,87.903,W,1
8/31/2016,15:16:00,24.993,N,87.903,W,1
8/31/2016,15:18:00,24.996,N,87.902,W,1
8/31/2016,15:20:00,24.999,N,87.901,W,1
8/31/2016,15:22:00,25.002,N,87.901,W,1
8/31/2016,15:24:00,25.005,N,87.9,W,1
8/31/2016,15:26:00,25.008,N,87.899,W,1
8/31/2016,15:28:00,25.012,N,87.898,W,1
8/31/2016,15:30:00,25.015,N,87.898,W,1
8/31/2016,15:31:59,25.018,N,87.897,W,1
8/31/2016,15:33:59,25.021,N,87.896,W,1
8/31/2016,15:35:59,25.024,N,87.895,W,1
8/31/2016,15:37:59,25.028,N,87.894,W,1
8/31/2016,15:39:59,25.031,N,87.894,W,1
8/31/2016,15:41:59,25.034,N,87.893,W,1
8/31/2016,15:43:59,25.038,N,87.892,W,1
8/31/2016,15:46:00,25.041,N,87.891,W,1
8/31/2016,15:48:00,25.044,N,87.89,W,1
8/31/2016,15:50:00,25.048,N,87.889,W,1
8/31/2016,15:52:00,25.051,N,87.888,W,1
8/31/2016,15:54:00,25.054,N,87.888,W,1
8/31/2016,15:56:00,25.058,N,87.887,W,1
8/31/2016,15:58:00,25.061,N,87.886,W,1
8/31/2016,16:00:00,25.065,N,87.885,W,1
8/31/2016,16:01:59,25.068,N,87.884,W,1
8/31/2016,16:03:59,25.072,N,87.883,W,1
8/31/2016,16:05:59,25.075,N,87.882,W,1
8/31/2016,16:07:59,25.079,N,87.881,W,1
8/31/2016,16:09:59,25.082,N,87.88,W,1
8/31/2016,16:11:59,25.086,N,87.879,W,1
8/31/2016,16:13:59,25.089,N,87.878,W,1
8/31/2016,16:16:00,25.093,N,87.877,W,1
8/31/2016,16:18:00,25.096,N,87.876,W,1
8/31/2016,16:20:00,25.1,N,87.875,W,1
8/31/2016,16:20:00,25.1,N,87.875,W,1
8/31/2016,16:22:00,25.107,N,87.885,W,1
8/31/2016,16:24:00,25.114,N,87.895,W,1
8/31/2016,16:26:00,25.121,N,87.904,W,1
8/31/2016,16:28:00,25.127,N,87.913,W,1
8/31/2016,16:30:00,25.134,N,87.922,W,1
8/31/2016,16:31:59,25.14,N,87.93,W,1
8/31/2016,16:33:59,25.147,N,87.938,W,1
8/31/2016,16:35:59,25.153,N,87.945,W,1
8/31/2016,16:37:59,25.159,N,87.952,W,1
8/31/2016,16:39:59,25.165,N,87.959,W,1
8/31/2016,16:41:59,25.171,N,87.965,W,1
8/31/2016,16:43:59,25.177,N,87.971,W,1
8/31/2016,16:46:00,25.183,N,87.976,W,1
8/31/2016,16:48:00,25.188,N,87.981,W,1
8/31/2016,16:50:00,25.194,N,87.985,W,1
8/31/2016,16:52:00,25.199,N,87.989,W,1
8/31/2016,16:54:00,25.204,N,87.992,W,1
8/31/2016,16:56:00,25.209,N,87.994,W,1
8/31/2016,16:58:00,25.213,N,87.996,W,1
8/31/2016,17:00:00,25.218,N,87.998,W,1
8/31/2016,17:01:59,25.222,N,87.999,W,1
8/31/2016,17:03:59,25.227,N,87.999,W,1
8/31/2016,17:05:59,25.231,N,87.999,W,1
8/31/2016,17:07:59,25.235,N,87.999,W,1
8/31/2016,17:09:59,25.239,N,87.998,W,1
8/31/2016,17:11:59,25.242,N,87.996,W,1
8/31/2016,17:13:59,25.246,N,87.994,W,1
8/31/2016,17:16:00,25.249,N,87.992,W,1
8/31/2016,17:18:00,25.253,N,87.989,W,1
8/31/2016,17:20:00,25.256,N,87.986,W,1
8/31/2016,17:22:00,25.259,N,87.982,W,1
8/31/2016,17:24:00,25.262,N,87.977,W,1
8/31/2016,17:26:00,25.265,N,87.973,W,1
8/31/2016,17:28:00,25.267,N,87.967,W,1
8/31/2016,17:30:00,25.27,N,87.962,W,1
8/31/2016,17:31:59,25.272,N,87.956,W,1
