Track,for,Irene,2005,,,
Date,Time,(UTC),Latitude,Longitude,,Category
MM/DD/Year,HH:MM:SS,(deg),(deg),,,
8/9/2005,10:12:00,22.45,N,53.692,W,2
8/9/2005,10:14:00,22.449,N,53.694,W,2
8/9/2005,10:15:59,22.447,N,53.696,W,2
8/9/2005,10:17:59,22.446,N,53.698,W,2
8/9/2005,10:19:59,22.444,N,53.7,W,2
8/9/2005,10:21:59,22.443,N,53.702,W,2
8/9/2005,10:24:00,22.441,N,53.704,W,2
8/9/2005,10:26:00,22.44,N,53.706,W,2
8/9/2005,10:28:00,22.438,N,53.708,W,2
8/9/2005,10:30:00,22.437,N,53.71,W,2
8/9/2005,10:31:59,22.435,N,53.712,W,2
8/9/2005,10:33:59,22.434,N,53.714,W,2
8/9/2005,10:35:59,22.432,N,53.716,W,2
8/9/2005,10:38:00,22.431,N,53.717,W,2
8/9/2005,10:40:00,22.429,N,53.719,W,2
8/9/2005,10:42:00,22.428,N,53.721,W,2
8/9/2005,10:44:00,22.426,N,53.723,W,2
8/9/2005,10:45:59,22.425,N,53.725,W,2
8/9/2005,10:47:59,22.423,N,53.726,W,2
8/9/2005,10:49:59,22.422,N,53.728,W,2
8/9/2005,10:51:59,22.42,N,53.73,W,2
8/9/2005,10:54:00,22.419,N,53.732,W,2
8/9/2005,10:56:00,22.417,N,53.733,W,2
8/9/2005,10:58:00,22.416,N,53.735,W,2
8/9/2005,11:00:00,22.414,N,53.737,W,2
8/9/2005,11:01:59,22.413,N,53.738,W,2
8/9/2005,11:03:59,22.411,N,53.74,W,2
8/9/2005,11:05:59,22.41,N,53.741,W,2
8/9/2005,11:08:00,22.408,N,53.743,W,2
8/9/2005,11:10:00,22.407,N,53.745,W,2
8/9/2005,11:12:00,22.405,N,53.746,W,2
8/9/2005,11:14:00,22.403,N,53.748,W,2
8/9/2005,11:15:59,22.402,N,53.749,W,2
8/9/2005,11:17:59,22.4,N,53.751,W,2
8/9/2005,11:19:59,22.399,N,53.752,W,2
8/9/2005,11:21:59,22.397,N,53.754,W,2
8/9/2005,11:24:00,22.396,N,53.755,W,2
8/9/2005,11:26:00,22.395,N,53.757,W,2
8/9/2005,11:28:00,22.393,N,53.758,W,2
8/9/2005,11:30:00,22.392,N,53.76,W,2
8/9/2005,11:31:59,22.39,N,53.761,W,2
8/9/2005,11:33:59,22.389,N,53.762,W,2
8/9/2005,11:35:59,22.387,N,53.764,W,2
8/9/2005,11:38:00,22.386,N,53.765,W,2
8/9/2005,11:40:00,22.384,N,53.767,W,2
8/9/2005,11:42:00,22.383,N,53.768,W,2
8/9/2005,11:44:00,22.381,N,53.769,W,2
8/9/2005,11:45:59,22.38,N,53.771,W,2
8/9/2005,11:47:59,22.378,N,53.772,W,2
8/9/2005,11:49:59,22.377,N,53.773,W,2
8/9/2005,11:51:59,22.376,N,53.775,W,2
8/9/2005,11:54:00,22.374,N,53.776,W,2
8/9/2005,11:56:00,22.373,N,53.777,W,2
8/9/2005,11:58:00,22.371,N,53.779,W,2
8/9/2005,12:00:00,22.37,N,53.78,W,2
8/9/2005,12:01:59,22.369,N,53.781,W,2
8/9/2005,12:03:59,22.367,N,53.783,W,2
8/9/2005,12:05:59,22.366,N,53.784,W,2
8/9/2005,12:08:00,22.365,N,53.785,W,2
8/9/2005,12:10:00,22.363,N,53.786,W,2
8/9/2005,12:12:00,22.362,N,53.788,W,2
8/9/2005,12:14:00,22.36,N,53.789,W,2
8/9/2005,12:15:59,22.359,N,53.79,W,2
8/9/2005,12:17:59,22.358,N,53.791,W,2
8/9/2005,12:19:59,22.357,N,53.793,W,2
8/9/2005,12:21:59,22.355,N,53.794,W,2
8/9/2005,12:24:00,22.354,N,53.795,W,2
8/9/2005,12:26:00,22.353,N,53.796,W,2
8/9/2005,12:28:00,22.351,N,53.798,W,2
8/9/2005,12:30:00,22.35,N,53.799,W,2
8/9/2005,12:31:59,22.349,N,53.8,W,2
8/9/2005,12:33:59,22.348,N,53.801,W,2
8/9/2005,12:35:59,22.346,N,53.802,W,2
8/9/2005,12:38:00,22.345,N,53.804,W,2
8/9/2005,12:40:00,22.344,N,53.805,W,2
8/9/2005,12:42:00,22.343,N,53.806,W,2
8/9/2005,12:44:00,22.342,N,53.807,W,2
8/9/2005,12:45:59,22.34,N,53.808,W,2
8/9/2005,12:47:59,22.339,N,53.81,W,2
8/9/2005,12:49:59,22.338,N,53.811,W,2
8/9/2005,12:51:59,22.337,N,53.812,W,2
8/9/2005,12:54:00,22.336,N,53.813,W,2
8/9/2005,12:56:00,22.335,N,53.814,W,2
8/9/2005,12:58:00,22.334,N,53.816,W,2
8/9/2005,13:00:00,22.333,N,53.817,W,2
8/9/2005,13:01:59,22.332,N,53.818,W,2
8/9/2005,13:03:59,22.33,N,53.819,W,2
8/9/2005,13:05:59,22.329,N,53.82,W,2
8/9/2005,13:08:00,22.328,N,53.822,W,2
8/9/2005,13:10:00,22.327,N,53.823,W,2
8/9/2005,13:12:00,22.326,N,53.824,W,2
8/9/2005,13:14:00,22.325,N,53.825,W,2
8/9/2005,13:15:59,22.324,N,53.826,W,2
8/9/2005,13:17:59,22.323,N,53.828,W,2
8/9/2005,13:19:59,22.323,N,53.829,W,2
8/9/2005,13:21:59,22.322,N,53.83,W,2
8/9/2005,13:24:00,22.321,N,53.831,W,2
8/9/2005,13:26:00,22.32,N,53.833,W,2
8/9/2005,13:28:00,22.319,N,53.834,W,2
8/9/2005,13:30:00,22.318,N,53.835,W,2
8/9/2005,13:31:59,22.317,N,53.836,W,2
8/9/2005,13:33:59,22.316,N,53.837,W,2
8/9/2005,13:35:59,22.316,N,53.839,W,2
8/9/2005,13:38:00,22.315,N,53.84,W,2
8/9/2005,13:40:00,22.314,N,53.841,W,2
8/9/2005,13:42:00,22.313,N,53.843,W,2
8/9/2005,13:44:00,22.313,N,53.844,W,2
8/9/2005,13:45:59,22.312,N,53.845,W,2
8/9/2005,13:47:59,22.311,N,53.846,W,2
8/9/2005,13:49:59,22.311,N,53.848,W,2
8/9/2005,13:51:59,22.31,N,53.849,W,2
8/9/2005,13:54:00,22.309,N,53.85,W,2
8/9/2005,13:56:00,22.309,N,53.852,W,2
8/9/2005,13:58:00,22.308,N,53.853,W,2
8/9/2005,14:00:00,22.307,N,53.854,W,2
8/9/2005,14:01:59,22.307,N,53.856,W,2
8/9/2005,14:03:59,22.306,N,53.857,W,2
8/9/2005,14:05:59,22.306,N,53.858,W,2
8/9/2005,14:08:00,22.305,N,53.86,W,2
8/9/2005,14:10:00,22.305,N,53.861,W,2
8/9/2005,14:12:00,22.304,N,53.863,W,2
8/9/2005,14:14:00,22.304,N,53.864,W,2
8/9/2005,14:15:59,22.303,N,53.865,W,2
8/9/2005,14:17:59,22.303,N,53.867,W,2
8/9/2005,14:19:59,22.303,N,53.868,W,2
8/9/2005,14:21:59,22.302,N,53.87,W,2
8/9/2005,14:24:00,22.302,N,53.871,W,2
8/9/2005,14:26:00,22.302,N,53.873,W,2
8/9/2005,14:28:00,22.301,N,53.874,W,2
8/9/2005,14:30:00,22.301,N,53.876,W,2
8/9/2005,14:31:59,22.301,N,53.877,W,2
8/9/2005,14:33:59,22.301,N,53.879,W,2
8/9/2005,14:35:59,22.3,N,53.88,W,2
8/9/2005,14:38:00,22.3,N,53.882,W,2
8/9/2005,14:40:00,22.3,N,53.883,W,2
8/9/2005,14:42:00,22.3,N,53.885,W,2
8/9/2005,14:44:00,22.3,N,53.887,W,2
8/9/2005,14:45:59,22.3,N,53.888,W,2
8/9/2005,14:47:59,22.3,N,53.89,W,2
8/9/2005,14:49:59,22.3,N,53.892,W,2
8/9/2005,14:51:59,22.3,N,53.893,W,2
8/9/2005,14:54:00,22.3,N,53.895,W,2
8/9/2005,14:56:00,22.3,N,53.897,W,2
8/9/2005,14:58:00,22.3,N,53.898,W,2
8/9/2005,15:00:00,22.3,N,53.9,W,2
8/9/2005,15:01:59,22.301,N,53.902,W,2
8/9/2005,15:03:59,22.302,N,53.904,W,2
8/9/2005,15:05:59,22.302,N,53.905,W,2
8/9/2005,15:08:00,22.303,N,53.907,W,2
8/9/2005,15:10:00,22.304,N,53.909,W,2
8/9/2005,15:12:00,22.305,N,53.911,W,2
8/9/2005,15:14:00,22.306,N,53.913,W,2
8/9/2005,15:15:59,22.307,N,53.915,W,2
8/9/2005,15:17:59,22.308,N,53.916,W,2
8/9/2005,15:19:59,22.309,N,53.918,W,2
8/9/2005,15:21:59,22.31,N,53.92,W,2
8/9/2005,15:24:00,22.311,N,53.922,W,2
8/9/2005,15:26:00,22.312,N,53.924,W,2
8/9/2005,15:28:00,22.313,N,53.926,W,2
8/9/2005,15:30:00,22.314,N,53.928,W,2
8/9/2005,15:31:59,22.316,N,53.929,W,2
8/9/2005,15:33:59,22.317,N,53.931,W,2
8/9/2005,15:35:59,22.318,N,53.933,W,2
8/9/2005,15:38:00,22.319,N,53.935,W,2
8/9/2005,15:40:00,22.321,N,53.937,W,2
8/9/2005,15:42:00,22.322,N,53.939,W,2
8/9/2005,15:44:00,22.323,N,53.941,W,2
8/9/2005,15:45:59,22.325,N,53.943,W,2
8/9/2005,15:47:59,22.326,N,53.945,W,2
8/9/2005,15:49:59,22.327,N,53.947,W,2
8/9/2005,15:51:59,22.329,N,53.948,W,2
8/9/2005,15:54:00,22.33,N,53.95,W,2
8/9/2005,15:56:00,22.332,N,53.952,W,2
8/9/2005,15:58:00,22.333,N,53.954,W,2
8/9/2005,16:00:00,22.335,N,53.956,W,2
8/9/2005,16:01:59,22.336,N,53.958,W,2
8/9/2005,16:03:59,22.338,N,53.96,W,2
8/9/2005,16:05:59,22.339,N,53.962,W,2
8/9/2005,16:07:59,22.341,N,53.964,W,2
8/9/2005,16:09:59,22.342,N,53.966,W,2
8/9/2005,16:11:59,22.344,N,53.968,W,2
8/9/2005,16:13:59,22.346,N,53.97,W,2
8/9/2005,16:16:00,22.347,N,53.972,W,2
8/9/2005,16:18:00,22.349,N,53.974,W,2
8/9/2005,16:20:00,22.351,N,53.976,W,2
8/9/2005,16:22:00,22.352,N,53.978,W,2
8/9/2005,16:24:00,22.354,N,53.98,W,2
8/9/2005,16:26:00,22.356,N,53.982,W,2
8/9/2005,16:28:00,22.358,N,53.984,W,2
8/9/2005,16:30:00,22.359,N,53.986,W,2
8/9/2005,16:31:59,22.361,N,53.988,W,2
8/9/2005,16:33:59,22.363,N,53.99,W,2
8/9/2005,16:35:59,22.365,N,53.992,W,2
8/9/2005,16:37:59,22.367,N,53.995,W,2
8/9/2005,16:39:59,22.368,N,53.997,W,2
8/9/2005,16:41:59,22.37,N,53.999,W,2
8/9/2005,16:43:59,22.372,N,54.001,W,2
8/9/2005,16:46:00,22.374,N,54.003,W,2
8/9/2005,16:48:00,22.376,N,54.005,W,2
8/9/2005,16:50:00,22.378,N,54.007,W,2
8/9/2005,16:52:00,22.38,N,54.01,W,2
8/9/2005,16:54:00,22.382,N,54.012,W,2
8/9/2005,16:56:00,22.384,N,54.014,W,2
8/9/2005,16:58:00,22.386,N,54.016,W,2
8/9/2005,17:00:00,22.388,N,54.018,W,2
8/9/2005,17:01:59,22.39,N,54.02,W,2
8/9/2005,17:03:59,22.392,N,54.023,W,2
8/9/2005,17:05:59,22.394,N,54.025,W,2
8/9/2005,17:07:59,22.396,N,54.027,W,2
8/9/2005,17:09:59,22.398,N,54.029,W,2
8/9/2005,17:11:59,22.4,N,54.032,W,2
8/9/2005,17:13:59,22.402,N,54.034,W,2
8/9/2005,17:16:00,22.404,N,54.036,W,2
8/9/2005,17:18:00,22.406,N,54.039,W,2
8/9/2005,17:20:00,22.408,N,54.041,W,2
8/9/2005,17:22:00,22.41,N,54.043,W,2
8/9/2005,17:24:00,22.412,N,54.046,W,2
8/9/2005,17:26:00,22.414,N,54.048,W,2
8/9/2005,17:28:00,22.416,N,54.05,W,2
8/9/2005,17:30:00,22.418,N,54.053,W,2
8/9/2005,17:31:59,22.42,N,54.055,W,2
8/9/2005,17:33:59,22.422,N,54.058,W,2
8/9/2005,17:35:59,22.425,N,54.06,W,2
8/9/2005,17:37:59,22.427,N,54.062,W,2
8/9/2005,17:39:59,22.429,N,54.065,W,2
8/9/2005,17:41:59,22.431,N,54.067,W,2
8/9/2005,17:43:59,22.433,N,54.07,W,2
8/9/2005,17:46:00,22.435,N,54.072,W,2
8/9/2005,17:48:00,22.437,N,54.075,W,2
8/9/2005,17:50:00,22.439,N,54.077,W,2
8/9/2005,17:52:00,22.441,N,54.08,W,2
8/9/2005,17:54:00,22.444,N,54.082,W,2
8/9/2005,17:56:00,22.446,N,54.085,W,2
8/9/2005,17:58:00,22.448,N,54.087,W,2
8/9/2005,18:00:00,22.45,N,54.09,W,2
8/9/2005,18:01:59,22.452,N,54.093,W,2
8/9/2005,18:03:59,22.454,N,54.095,W,2
8/9/2005,18:05:59,22.456,N,54.098,W,2
8/9/2005,18:07:59,22.459,N,54.1,W,2
8/9/2005,18:09:59,22.461,N,54.103,W,2
8/9/2005,18:11:59,22.463,N,54.106,W,2
8/9/2005,18:13:59,22.465,N,54.109,W,2
8/9/2005,18:16:00,22.467,N,54.111,W,2
8/9/2005,18:18:00,22.469,N,54.114,W,2
8/9/2005,18:20:00,22.471,N,54.117,W,2
8/9/2005,18:22:00,22.473,N,54.119,W,2
8/9/2005,18:24:00,22.475,N,54.122,W,2
8/9/2005,18:26:00,22.478,N,54.125,W,2
8/9/2005,18:28:00,22.48,N,54.128,W,2
8/9/2005,18:30:00,22.482,N,54.131,W,2
8/9/2005,18:31:59,22.484,N,54.133,W,2
8/9/2005,18:33:59,22.486,N,54.136,W,2
8/9/2005,18:35:59,22.488,N,54.139,W,2
8/9/2005,18:37:59,22.49,N,54.142,W,2
8/9/2005,18:39:59,22.492,N,54.145,W,2
8/9/2005,18:41:59,22.494,N,54.148,W,2
8/9/2005,18:43:59,22.496,N,54.151,W,2
8/9/2005,18:46:00,22.498,N,54.154,W,2
8/9/2005,18:48:00,22.5,N,54.157,W,2
8/9/2005,18:50:00,22.502,N,54.16,W,2
8/9/2005,18:52:00,22.504,N,54.163,W,2
8/9/2005,18:54:00,22.506,N,54.166,W,2
8/9/2005,18:56:00,22.508,N,54.169,W,2
8/9/2005,18:58:00,22.51,N,54.172,W,2
8/9/2005,19:00:00,22.512,N,54.175,W,2
8/9/2005,19:01:59,22.514,N,54.178,W,2
8/9/2005,19:03:59,22.516,N,54.181,W,2
8/9/2005,19:05:59,22.518,N,54.184,W,2
8/9/2005,19:07:59,22.52,N,54.188,W,2
8/9/2005,19:09:59,22.522,N,54.191,W,2
8/9/2005,19:11:59,22.524,N,54.194,W,2
8/9/2005,19:13:59,22.526,N,54.197,W,2
8/9/2005,19:16:00,22.528,N,54.2,W,2
8/9/2005,19:18:00,22.53,N,54.204,W,2
8/9/2005,19:20:00,22.532,N,54.207,W,2
8/9/2005,19:22:00,22.533,N,54.21,W,2
8/9/2005,19:24:00,22.535,N,54.214,W,2
8/9/2005,19:26:00,22.537,N,54.217,W,2
8/9/2005,19:28:00,22.539,N,54.22,W,2
8/9/2005,19:30:00,22.541,N,54.224,W,2
8/9/2005,19:31:59,22.542,N,54.227,W,2
8/9/2005,19:33:59,22.544,N,54.231,W,2
8/9/2005,19:35:59,22.546,N,54.234,W,2
8/9/2005,19:37:59,22.548,N,54.238,W,2
8/9/2005,19:39:59,22.549,N,54.241,W,2
8/9/2005,19:41:59,22.551,N,54.245,W,2
8/9/2005,19:43:59,22.553,N,54.248,W,2
8/9/2005,19:46:00,22.554,N,54.252,W,2
8/9/2005,19:48:00,22.556,N,54.255,W,2
8/9/2005,19:50:00,22.558,N,54.259,W,2
8/9/2005,19:52:00,22.559,N,54.262,W,2
8/9/2005,19:54:00,22.561,N,54.266,W,2
8/9/2005,19:56:00,22.562,N,54.27,W,2
8/9/2005,19:58:00,22.564,N,54.273,W,2
8/9/2005,20:00:00,22.565,N,54.277,W,2
8/9/2005,20:01:59,22.567,N,54.281,W,2
8/9/2005,20:03:59,22.568,N,54.285,W,2
8/9/2005,20:05:59,22.57,N,54.288,W,2
8/9/2005,20:07:59,22.571,N,54.292,W,2
8/9/2005,20:09:59,22.573,N,54.296,W,2
8/9/2005,20:11:59,22.574,N,54.3,W,2
8/9/2005,20:13:59,22.575,N,54.304,W,2
8/9/2005,20:16:00,22.577,N,54.308,W,2
8/9/2005,20:18:00,22.578,N,54.312,W,2
8/9/2005,20:20:00,22.579,N,54.316,W,2
8/9/2005,20:22:00,22.581,N,54.32,W,2
8/9/2005,20:24:00,22.582,N,54.324,W,2
8/9/2005,20:26:00,22.583,N,54.328,W,2
8/9/2005,20:28:00,22.584,N,54.332,W,2
8/9/2005,20:30:00,22.586,N,54.336,W,2
8/9/2005,20:31:59,22.587,N,54.34,W,2
8/9/2005,20:33:59,22.588,N,54.344,W,2
8/9/2005,20:35:59,22.589,N,54.348,W,2
8/9/2005,20:37:59,22.59,N,54.352,W,2
8/9/2005,20:39:59,22.591,N,54.357,W,2
8/9/2005,20:41:59,22.592,N,54.361,W,2
8/9/2005,20:43:59,22.593,N,54.365,W,2
8/9/2005,20:46:00,22.594,N,54.369,W,2
8/9/2005,20:48:00,22.595,N,54.374,W,2
8/9/2005,20:50:00,22.596,N,54.378,W,2
8/9/2005,20:52:00,22.597,N,54.382,W,2
8/9/2005,20:54:00,22.598,N,54.387,W,2
8/9/2005,20:56:00,22.598,N,54.391,W,2
8/9/2005,20:58:00,22.599,N,54.396,W,2
8/9/2005,21:00:00,22.6,N,54.4,W,2
8/9/2005,21:01:59,22.6,N,54.404,W,2
8/9/2005,21:03:59,22.6,N,54.408,W,2
8/9/2005,21:05:59,22.6,N,54.412,W,2
8/9/2005,21:07:59,22.6,N,54.416,W,2
8/9/2005,21:09:59,22.6,N,54.42,W,2
8/9/2005,21:11:59,22.6,N,54.425,W,2
8/9/2005,21:13:59,22.6,N,54.429,W,2
8/9/2005,21:16:00,22.599,N,54.433,W,2
8/9/2005,21:18:00,22.599,N,54.437,W,2
8/9/2005,21:20:00,22.599,N,54.441,W,2
8/9/2005,21:22:00,22.599,N,54.446,W,2
8/9/2005,21:24:00,22.599,N,54.45,W,2
8/9/2005,21:26:00,22.598,N,54.454,W,2
8/9/2005,21:28:00,22.598,N,54.459,W,2
8/9/2005,21:30:00,22.598,N,54.463,W,2
8/9/2005,21:31:59,22.597,N,54.467,W,2
8/9/2005,21:33:59,22.597,N,54.472,W,2
8/9/2005,21:35:59,22.597,N,54.476,W,2
8/9/2005,21:37:59,22.596,N,54.481,W,2
8/9/2005,21:39:59,22.596,N,54.485,W,2
8/9/2005,21:41:59,22.595,N,54.489,W,2
8/9/2005,21:43:59,22.595,N,54.494,W,2
8/9/2005,21:46:00,22.594,N,54.498,W,2
8/9/2005,21:48:00,22.594,N,54.503,W,2
8/9/2005,21:50:00,22.593,N,54.508,W,2
8/9/2005,21:52:00,22.592,N,54.512,W,2
8/9/2005,21:54:00,22.592,N,54.517,W,2
8/9/2005,21:56:00,22.591,N,54.521,W,2
8/9/2005,21:58:00,22.591,N,54.526,W,2
8/9/2005,22:00:00,22.59,N,54.531,W,2
8/9/2005,22:01:59,22.589,N,54.535,W,2
8/9/2005,22:03:59,22.589,N,54.54,W,2
8/9/2005,22:05:59,22.588,N,54.545,W,2
8/9/2005,22:07:59,22.587,N,54.55,W,2
8/9/2005,22:09:59,22.586,N,54.554,W,2
8/9/2005,22:11:59,22.586,N,54.559,W,2
8/9/2005,22:13:59,22.585,N,54.564,W,2
8/9/2005,22:16:00,22.584,N,54.569,W,2
8/9/2005,22:18:00,22.583,N,54.574,W,2
8/9/2005,22:20:00,22.582,N,54.579,W,2
8/9/2005,22:22:00,22.581,N,54.584,W,2
8/9/2005,22:24:00,22.581,N,54.588,W,2
8/9/2005,22:26:00,22.58,N,54.593,W,2
8/9/2005,22:28:00,22.579,N,54.598,W,2
8/9/2005,22:30:00,22.578,N,54.603,W,2
8/9/2005,22:31:59,22.577,N,54.608,W,2
8/9/2005,22:33:59,22.576,N,54.614,W,2
8/9/2005,22:35:59,22.575,N,54.619,W,2
8/9/2005,22:37:59,22.574,N,54.624,W,2
8/9/2005,22:39:59,22.573,N,54.629,W,2
8/9/2005,22:41:59,22.572,N,54.634,W,2
8/9/2005,22:43:59,22.571,N,54.639,W,2
8/9/2005,22:46:00,22.57,N,54.644,W,2
8/9/2005,22:48:00,22.569,N,54.65,W,2
8/9/2005,22:50:00,22.568,N,54.655,W,2
8/9/2005,22:52:00,22.567,N,54.66,W,2
8/9/2005,22:54:00,22.565,N,54.665,W,2
8/9/2005,22:56:00,22.564,N,54.671,W,2
8/9/2005,22:58:00,22.563,N,54.676,W,2
8/9/2005,23:00:00,22.562,N,54.681,W,2
8/9/2005,23:01:59,22.561,N,54.687,W,2
8/9/2005,23:03:59,22.56,N,54.692,W,2
8/9/2005,23:05:59,22.558,N,54.697,W,2
8/9/2005,23:07:59,22.557,N,54.703,W,2
8/9/2005,23:09:59,22.556,N,54.708,W,2
8/9/2005,23:11:59,22.555,N,54.714,W,2
8/9/2005,23:13:59,22.554,N,54.719,W,2
8/9/2005,23:16:00,22.552,N,54.725,W,2
8/9/2005,23:18:00,22.551,N,54.73,W,2
8/9/2005,23:20:00,22.55,N,54.736,W,2
8/9/2005,23:22:00,22.548,N,54.742,W,2
8/9/2005,23:24:00,22.547,N,54.747,W,2
8/9/2005,23:26:00,22.546,N,54.753,W,2
8/9/2005,23:28:00,22.545,N,54.759,W,2
8/9/2005,23:30:00,22.543,N,54.764,W,2
8/9/2005,23:31:59,22.542,N,54.77,W,2
8/9/2005,23:33:59,22.541,N,54.776,W,2
8/9/2005,23:35:59,22.539,N,54.781,W,2
8/9/2005,23:37:59,22.538,N,54.787,W,2
8/9/2005,23:39:59,22.537,N,54.793,W,2
8/9/2005,23:41:59,22.535,N,54.799,W,2
8/9/2005,23:43:59,22.534,N,54.805,W,2
8/9/2005,23:46:00,22.532,N,54.811,W,2
8/9/2005,23:48:00,22.531,N,54.817,W,2
8/9/2005,23:50:00,22.53,N,54.822,W,2
8/9/2005,23:52:00,22.528,N,54.828,W,2
8/9/2005,23:54:00,22.527,N,54.834,W,2
8/9/2005,23:56:00,22.525,N,54.84,W,2
8/9/2005,23:58:00,22.524,N,54.846,W,2
8/10/2005,0:00:00,22.523,N,54.853,W,2
8/10/2005,0:01:59,22.521,N,54.859,W,2
8/10/2005,0:03:59,22.52,N,54.865,W,2
8/10/2005,0:05:59,22.518,N,54.871,W,2
8/10/2005,0:07:59,22.517,N,54.877,W,2
8/10/2005,0:09:59,22.515,N,54.883,W,2
8/10/2005,0:11:59,22.514,N,54.889,W,2
8/10/2005,0:13:59,22.512,N,54.896,W,2
8/10/2005,0:16:00,22.511,N,54.902,W,2
8/10/2005,0:18:00,22.509,N,54.908,W,2
8/10/2005,0:20:00,22.508,N,54.914,W,2
8/10/2005,0:22:00,22.506,N,54.921,W,2
8/10/2005,0:24:00,22.505,N,54.927,W,2
8/10/2005,0:26:00,22.503,N,54.933,W,2
8/10/2005,0:28:00,22.502,N,54.94,W,2
8/10/2005,0:30:00,22.5,N,54.946,W,2
8/10/2005,0:31:59,22.499,N,54.953,W,2
8/10/2005,0:33:59,22.497,N,54.959,W,2
8/10/2005,0:35:59,22.496,N,54.966,W,2
8/10/2005,0:37:59,22.495,N,54.972,W,2
8/10/2005,0:39:59,22.493,N,54.979,W,2
8/10/2005,0:41:59,22.492,N,54.985,W,2
8/10/2005,0:43:59,22.49,N,54.992,W,2
8/10/2005,0:46:00,22.489,N,54.998,W,2
8/10/2005,0:48:00,22.487,N,55.005,W,2
8/10/2005,0:50:00,22.486,N,55.012,W,2
8/10/2005,0:52:00,22.484,N,55.018,W,2
8/10/2005,0:54:00,22.483,N,55.025,W,2
8/10/2005,0:56:00,22.481,N,55.032,W,2
8/10/2005,0:58:00,22.48,N,55.039,W,2
8/10/2005,1:00:00,22.478,N,55.045,W,2
8/10/2005,1:01:59,22.477,N,55.052,W,2
8/10/2005,1:03:59,22.475,N,55.059,W,2
8/10/2005,1:05:59,22.474,N,55.066,W,2
8/10/2005,1:07:59,22.472,N,55.073,W,2
8/10/2005,1:09:59,22.471,N,55.08,W,2
8/10/2005,1:11:59,22.469,N,55.087,W,2
8/10/2005,1:13:59,22.468,N,55.094,W,2
8/10/2005,1:16:00,22.466,N,55.101,W,2
8/10/2005,1:18:00,22.465,N,55.108,W,2
8/10/2005,1:20:00,22.463,N,55.115,W,2
8/10/2005,1:22:00,22.462,N,55.122,W,2
8/10/2005,1:24:00,22.46,N,55.129,W,2
8/10/2005,1:26:00,22.459,N,55.136,W,2
8/10/2005,1:28:00,22.457,N,55.143,W,2
8/10/2005,1:30:00,22.456,N,55.15,W,2
8/10/2005,1:31:59,22.454,N,55.158,W,2
8/10/2005,1:33:59,22.453,N,55.165,W,2
8/10/2005,1:35:59,22.452,N,55.172,W,2
8/10/2005,1:37:59,22.45,N,55.179,W,2
8/10/2005,1:39:59,22.449,N,55.187,W,2
8/10/2005,1:41:59,22.447,N,55.194,W,2
8/10/2005,1:43:59,22.446,N,55.201,W,2
8/10/2005,1:46:00,22.445,N,55.209,W,2
8/10/2005,1:48:00,22.443,N,55.216,W,2
8/10/2005,1:50:00,22.442,N,55.223,W,2
8/10/2005,1:52:00,22.44,N,55.231,W,2
8/10/2005,1:54:00,22.439,N,55.238,W,2
8/10/2005,1:56:00,22.438,N,55.246,W,2
8/10/2005,1:58:00,22.436,N,55.253,W,2
8/10/2005,2:00:00,22.435,N,55.261,W,2
8/10/2005,2:01:59,22.434,N,55.269,W,2
8/10/2005,2:03:59,22.432,N,55.276,W,2
8/10/2005,2:05:59,22.431,N,55.284,W,2
8/10/2005,2:07:59,22.43,N,55.291,W,2
8/10/2005,2:09:59,22.428,N,55.299,W,2
8/10/2005,2:11:59,22.427,N,55.307,W,2
8/10/2005,2:13:59,22.426,N,55.315,W,2
8/10/2005,2:16:00,22.425,N,55.322,W,2
8/10/2005,2:18:00,22.423,N,55.33,W,2
8/10/2005,2:20:00,22.422,N,55.338,W,2
8/10/2005,2:22:00,22.421,N,55.346,W,2
8/10/2005,2:24:00,22.42,N,55.354,W,2
8/10/2005,2:26:00,22.418,N,55.362,W,2
8/10/2005,2:28:00,22.417,N,55.37,W,2
8/10/2005,2:30:00,22.416,N,55.377,W,2
8/10/2005,2:31:59,22.415,N,55.385,W,2
8/10/2005,2:33:59,22.414,N,55.393,W,2
8/10/2005,2:35:59,22.413,N,55.401,W,2
8/10/2005,2:37:59,22.412,N,55.41,W,2
8/10/2005,2:39:59,22.41,N,55.418,W,2
8/10/2005,2:41:59,22.409,N,55.426,W,2
8/10/2005,2:43:59,22.408,N,55.434,W,2
8/10/2005,2:46:00,22.407,N,55.442,W,2
8/10/2005,2:48:00,22.406,N,55.45,W,2
8/10/2005,2:50:00,22.405,N,55.458,W,2
8/10/2005,2:52:00,22.404,N,55.467,W,2
8/10/2005,2:54:00,22.403,N,55.475,W,2
8/10/2005,2:56:00,22.402,N,55.483,W,2
8/10/2005,2:58:00,22.401,N,55.492,W,2
8/10/2005,3:00:00,22.4,N,55.5,W,2
8/10/2005,3:01:59,22.399,N,55.509,W,2
8/10/2005,3:03:59,22.399,N,55.519,W,2
8/10/2005,3:05:59,22.398,N,55.528,W,2
8/10/2005,3:07:59,22.398,N,55.537,W,2
8/10/2005,3:09:59,22.398,N,55.547,W,2
8/10/2005,3:11:59,22.397,N,55.556,W,2
8/10/2005,3:13:59,22.397,N,55.566,W,2
8/10/2005,3:16:00,22.396,N,55.575,W,2
8/10/2005,3:18:00,22.396,N,55.585,W,2
8/10/2005,3:20:00,22.395,N,55.595,W,2
