Track,for,Gordon,2018,,
Date,Time,(UTC),Latitude,Longitude,
MM/DD/Year,HH:MM:SS,(deg),(deg),,
9/4/2018,19:45:13,29.314,N,87.371,W
9/4/2018,19:47:13,29.318,N,87.375,W
9/4/2018,19:49:13,29.322,N,87.38,W
9/4/2018,19:51:12,29.326,N,87.384,W
9/4/2018,19:53:12,29.329,N,87.389,W
9/4/2018,19:55:12,29.333,N,87.394,W
9/4/2018,19:57:12,29.337,N,87.398,W
9/4/2018,19:59:13,29.34,N,87.403,W
9/4/2018,20:01:13,29.344,N,87.407,W
9/4/2018,20:03:13,29.347,N,87.412,W
9/4/2018,20:05:13,29.351,N,87.416,W
9/4/2018,20:07:12,29.354,N,87.421,W
9/4/2018,20:09:12,29.358,N,87.426,W
9/4/2018,20:11:12,29.361,N,87.43,W
9/4/2018,20:13:12,29.365,N,87.435,W
9/4/2018,20:15:13,29.368,N,87.44,W
9/4/2018,20:17:13,29.371,N,87.444,W
9/4/2018,20:19:13,29.375,N,87.449,W
9/4/2018,20:21:12,29.378,N,87.454,W
9/4/2018,20:23:12,29.381,N,87.458,W
9/4/2018,20:25:12,29.385,N,87.463,W
9/4/2018,20:27:12,29.388,N,87.468,W
9/4/2018,20:29:13,29.391,N,87.472,W
9/4/2018,20:31:13,29.394,N,87.477,W
9/4/2018,20:33:13,29.397,N,87.481,W
9/4/2018,20:35:13,29.401,N,87.486,W
9/4/2018,20:37:12,29.404,N,87.491,W
9/4/2018,20:39:12,29.407,N,87.495,W
9/4/2018,20:41:12,29.41,N,87.5,W
9/4/2018,20:43:12,29.413,N,87.505,W
9/4/2018,20:45:13,29.416,N,87.509,W
9/4/2018,20:47:13,29.419,N,87.514,W
9/4/2018,20:49:13,29.422,N,87.519,W
9/4/2018,20:51:12,29.425,N,87.523,W
9/4/2018,20:53:12,29.428,N,87.528,W
9/4/2018,20:55:12,29.431,N,87.533,W
9/4/2018,20:57:12,29.434,N,87.537,W
9/4/2018,20:59:13,29.437,N,87.542,W
9/4/2018,21:01:13,29.441,N,87.546,W
9/4/2018,21:03:13,29.444,N,87.551,W
9/4/2018,21:05:13,29.447,N,87.555,W
9/4/2018,21:07:12,29.45,N,87.56,W
9/4/2018,21:09:12,29.453,N,87.564,W
9/4/2018,21:11:12,29.456,N,87.569,W
9/4/2018,21:13:12,29.459,N,87.573,W
9/4/2018,21:15:13,29.462,N,87.578,W
9/4/2018,21:17:13,29.465,N,87.582,W
9/4/2018,21:19:13,29.468,N,87.587,W
9/4/2018,21:21:12,29.471,N,87.591,W
9/4/2018,21:23:12,29.474,N,87.596,W
9/4/2018,21:25:12,29.477,N,87.6,W
9/4/2018,21:27:12,29.48,N,87.604,W
9/4/2018,21:29:13,29.484,N,87.609,W
9/4/2018,21:31:13,29.487,N,87.613,W
9/4/2018,21:33:13,29.49,N,87.617,W
9/4/2018,21:35:13,29.493,N,87.622,W
9/4/2018,21:37:12,29.496,N,87.626,W
9/4/2018,21:39:12,29.499,N,87.63,W
9/4/2018,21:41:12,29.503,N,87.634,W
9/4/2018,21:43:12,29.506,N,87.639,W
9/4/2018,21:45:13,29.509,N,87.643,W
9/4/2018,21:47:13,29.513,N,87.647,W
9/4/2018,21:49:13,29.516,N,87.651,W
9/4/2018,21:51:12,29.519,N,87.655,W
9/4/2018,21:53:12,29.523,N,87.659,W
9/4/2018,21:55:12,29.526,N,87.663,W
9/4/2018,21:57:12,29.529,N,87.667,W
9/4/2018,21:59:13,29.533,N,87.671,W
9/4/2018,22:01:13,29.536,N,87.675,W
9/4/2018,22:03:13,29.54,N,87.679,W
9/4/2018,22:05:13,29.543,N,87.683,W
9/4/2018,22:07:12,29.547,N,87.687,W
9/4/2018,22:09:12,29.55,N,87.69,W
9/4/2018,22:11:12,29.554,N,87.694,W
9/4/2018,22:13:12,29.557,N,87.698,W
9/4/2018,22:15:13,29.561,N,87.702,W
9/4/2018,22:17:13,29.565,N,87.706,W
9/4/2018,22:19:13,29.568,N,87.709,W
9/4/2018,22:21:12,29.572,N,87.713,W
9/4/2018,22:23:12,29.576,N,87.717,W
9/4/2018,22:25:12,29.579,N,87.72,W
9/4/2018,22:27:12,29.583,N,87.724,W
9/4/2018,22:29:13,29.587,N,87.728,W
9/4/2018,22:31:13,29.591,N,87.731,W
9/4/2018,22:33:13,29.594,N,87.735,W
9/4/2018,22:35:13,29.598,N,87.738,W
9/4/2018,22:37:12,29.602,N,87.742,W
9/4/2018,22:39:12,29.606,N,87.745,W
9/4/2018,22:41:12,29.609,N,87.749,W
9/4/2018,22:43:12,29.613,N,87.752,W
9/4/2018,22:45:13,29.617,N,87.756,W
9/4/2018,22:47:13,29.621,N,87.759,W
9/4/2018,22:49:13,29.625,N,87.763,W
9/4/2018,22:51:12,29.629,N,87.766,W
9/4/2018,22:53:12,29.633,N,87.77,W
9/4/2018,22:55:12,29.637,N,87.773,W
9/4/2018,22:57:12,29.641,N,87.776,W
9/4/2018,22:59:13,29.645,N,87.78,W
9/4/2018,23:01:13,29.648,N,87.783,W
9/4/2018,23:03:13,29.652,N,87.786,W
9/4/2018,23:05:13,29.656,N,87.79,W
9/4/2018,23:07:12,29.66,N,87.793,W
9/4/2018,23:09:12,29.664,N,87.796,W
9/4/2018,23:11:12,29.668,N,87.8,W
9/4/2018,23:13:12,29.672,N,87.803,W
9/4/2018,23:15:13,29.677,N,87.806,W
9/4/2018,23:17:13,29.681,N,87.809,W
9/4/2018,23:19:13,29.685,N,87.813,W
9/4/2018,23:21:12,29.689,N,87.816,W
9/4/2018,23:23:12,29.693,N,87.819,W
9/4/2018,23:25:12,29.697,N,87.822,W
9/4/2018,23:27:12,29.701,N,87.825,W
9/4/2018,23:29:13,29.705,N,87.829,W
9/4/2018,23:31:13,29.709,N,87.832,W
9/4/2018,23:33:13,29.713,N,87.835,W
9/4/2018,23:35:13,29.717,N,87.838,W
9/4/2018,23:36:26,29.72,N,87.84,W
9/4/2018,23:38:27,29.724,N,87.843,W
9/4/2018,23:40:27,29.728,N,87.846,W
9/4/2018,23:42:27,29.733,N,87.849,W
9/4/2018,23:44:26,29.737,N,87.852,W
9/4/2018,23:46:26,29.741,N,87.855,W
9/4/2018,23:48:26,29.745,N,87.858,W
9/4/2018,23:50:26,29.749,N,87.861,W
9/4/2018,23:52:27,29.754,N,87.864,W
9/4/2018,23:54:27,29.758,N,87.867,W
9/4/2018,23:56:27,29.762,N,87.871,W
9/4/2018,23:58:27,29.766,N,87.874,W
9/5/2018,0:00:26,29.77,N,87.877,W
9/5/2018,0:02:26,29.775,N,87.88,W
9/5/2018,0:04:26,29.779,N,87.883,W
9/5/2018,0:06:26,29.783,N,87.886,W
9/5/2018,0:08:27,29.787,N,87.889,W
9/5/2018,0:10:27,29.791,N,87.892,W
9/5/2018,0:12:27,29.796,N,87.895,W
9/5/2018,0:14:26,29.8,N,87.898,W
9/5/2018,0:16:26,29.804,N,87.901,W
9/5/2018,0:18:26,29.808,N,87.904,W
9/5/2018,0:20:26,29.812,N,87.907,W
9/5/2018,0:22:27,29.817,N,87.91,W
9/5/2018,0:24:27,29.821,N,87.913,W
9/5/2018,0:26:27,29.825,N,87.916,W
9/5/2018,0:28:27,29.829,N,87.919,W
9/5/2018,0:28:47,29.83,N,87.92,W
9/5/2018,0:30:47,29.837,N,87.94,W
9/5/2018,0:32:47,29.844,N,87.96,W
9/5/2018,0:34:48,29.851,N,87.98,W
9/5/2018,0:36:48,29.858,N,87.999,W
9/5/2018,0:38:48,29.865,N,88.018,W
9/5/2018,0:40:48,29.872,N,88.036,W
9/5/2018,0:42:47,29.879,N,88.053,W
9/5/2018,0:44:47,29.887,N,88.068,W
9/5/2018,0:46:47,29.894,N,88.082,W
9/5/2018,0:48:47,29.902,N,88.094,W
9/5/2018,0:50:48,29.909,N,88.104,W
9/5/2018,0:52:48,29.917,N,88.113,W
9/5/2018,0:54:48,29.924,N,88.12,W
9/5/2018,0:56:48,29.932,N,88.125,W
9/5/2018,0:58:47,29.939,N,88.13,W
9/5/2018,0:59:02,29.94,N,88.13,W
9/5/2018,1:01:03,29.948,N,88.132,W
9/5/2018,1:03:03,29.956,N,88.132,W
9/5/2018,1:05:03,29.964,N,88.132,W
9/5/2018,1:07:03,29.972,N,88.13,W
9/5/2018,1:09:02,29.98,N,88.127,W
9/5/2018,1:11:02,29.987,N,88.124,W
9/5/2018,1:13:02,29.995,N,88.12,W
9/5/2018,1:15:02,30.003,N,88.117,W
9/5/2018,1:17:03,30.01,N,88.114,W
9/5/2018,1:19:03,30.017,N,88.112,W
9/5/2018,1:21:03,30.024,N,88.11,W
9/5/2018,1:22:50,30.03,N,88.11,W
9/5/2018,1:24:50,30.036,N,88.115,W
9/5/2018,1:26:50,30.042,N,88.121,W
9/5/2018,1:28:51,30.048,N,88.128,W
9/5/2018,1:30:51,30.053,N,88.137,W
9/5/2018,1:32:51,30.058,N,88.147,W
9/5/2018,1:34:51,30.063,N,88.158,W
9/5/2018,1:36:50,30.067,N,88.169,W
9/5/2018,1:38:50,30.072,N,88.181,W
9/5/2018,1:40:50,30.076,N,88.194,W
9/5/2018,1:42:51,30.08,N,88.206,W
9/5/2018,1:44:51,30.084,N,88.218,W
9/5/2018,1:46:51,30.087,N,88.231,W
9/5/2018,1:48:51,30.091,N,88.242,W
9/5/2018,1:50:50,30.094,N,88.254,W
9/5/2018,1:52:50,30.098,N,88.264,W
9/5/2018,1:54:07,30.1,N,88.27,W
9/5/2018,1:56:07,30.104,N,88.278,W
9/5/2018,1:58:07,30.107,N,88.285,W
9/5/2018,2:00:08,30.111,N,88.292,W
9/5/2018,2:02:08,30.114,N,88.299,W
9/5/2018,2:04:08,30.117,N,88.305,W
9/5/2018,2:06:08,30.121,N,88.311,W
9/5/2018,2:08:07,30.124,N,88.316,W
9/5/2018,2:10:07,30.127,N,88.321,W
9/5/2018,2:12:07,30.13,N,88.326,W
9/5/2018,2:14:07,30.133,N,88.33,W
9/5/2018,2:16:08,30.136,N,88.334,W
9/5/2018,2:18:08,30.139,N,88.338,W
9/5/2018,2:18:59,30.14,N,88.34,W
9/5/2018,2:20:59,30.144,N,88.343,W
9/5/2018,2:23:00,30.149,N,88.346,W
9/5/2018,2:25:00,30.153,N,88.349,W
9/5/2018,2:27:00,30.158,N,88.352,W
9/5/2018,2:29:00,30.162,N,88.355,W
9/5/2018,2:30:59,30.167,N,88.359,W
9/5/2018,2:32:59,30.172,N,88.362,W
9/5/2018,2:34:59,30.177,N,88.365,W
9/5/2018,2:36:59,30.182,N,88.369,W
9/5/2018,2:39:00,30.187,N,88.372,W
9/5/2018,2:41:00,30.192,N,88.376,W
9/5/2018,2:43:00,30.197,N,88.38,W
9/5/2018,2:45:00,30.202,N,88.384,W
9/5/2018,2:46:59,30.208,N,88.388,W
9/5/2018,2:48:59,30.213,N,88.392,W
9/5/2018,2:50:59,30.219,N,88.396,W
9/5/2018,2:53:00,30.224,N,88.4,W
9/5/2018,2:55:00,30.23,N,88.404,W
9/5/2018,2:57:00,30.236,N,88.409,W
9/5/2018,2:59:00,30.242,N,88.413,W
9/5/2018,3:00:59,30.248,N,88.418,W
9/5/2018,3:02:59,30.255,N,88.423,W
9/5/2018,3:04:59,30.261,N,88.428,W
9/5/2018,3:06:59,30.268,N,88.433,W
9/5/2018,3:09:00,30.274,N,88.438,W
9/5/2018,3:11:00,30.281,N,88.443,W
9/5/2018,3:13:00,30.288,N,88.449,W
9/5/2018,3:15:00,30.296,N,88.454,W
9/5/2018,3:16:59,30.303,N,88.46,W
9/5/2018,3:18:59,30.31,N,88.466,W
9/5/2018,3:20:59,30.318,N,88.472,W
9/5/2018,3:23:00,30.326,N,88.478,W
9/5/2018,3:25:00,30.334,N,88.485,W
9/5/2018,3:27:00,30.342,N,88.492,W
9/5/2018,3:29:00,30.351,N,88.498,W
9/5/2018,3:30:59,30.359,N,88.505,W
9/5/2018,3:32:59,30.368,N,88.512,W
9/5/2018,3:34:59,30.377,N,88.52,W
9/5/2018,3:36:59,30.386,N,88.527,W
9/5/2018,3:39:00,30.395,N,88.535,W
9/5/2018,3:41:00,30.405,N,88.543,W
9/5/2018,3:43:00,30.415,N,88.551,W
9/5/2018,3:45:00,30.425,N,88.559,W
9/5/2018,3:46:59,30.435,N,88.568,W
9/5/2018,3:48:59,30.445,N,88.576,W
9/5/2018,3:50:59,30.456,N,88.585,W
9/5/2018,3:53:00,30.467,N,88.594,W
9/5/2018,3:55:00,30.478,N,88.604,W
9/5/2018,3:57:00,30.489,N,88.613,W
9/5/2018,3:59:00,30.501,N,88.623,W
9/5/2018,4:00:59,30.513,N,88.633,W
9/5/2018,4:02:59,30.525,N,88.644,W
9/5/2018,4:04:59,30.537,N,88.654,W
9/5/2018,4:06:59,30.55,N,88.665,W
9/5/2018,4:09:00,30.562,N,88.676,W
9/5/2018,4:11:00,30.575,N,88.687,W
9/5/2018,4:13:00,30.589,N,88.698,W
9/5/2018,4:15:00,30.602,N,88.71,W
9/5/2018,4:16:59,30.616,N,88.721,W
9/5/2018,4:18:59,30.629,N,88.733,W
9/5/2018,4:20:59,30.643,N,88.745,W
9/5/2018,4:23:00,30.658,N,88.758,W
9/5/2018,4:25:00,30.672,N,88.77,W
9/5/2018,4:27:00,30.686,N,88.783,W
9/5/2018,4:29:00,30.701,N,88.796,W
9/5/2018,4:30:59,30.716,N,88.809,W
9/5/2018,4:32:59,30.731,N,88.822,W
9/5/2018,4:34:59,30.747,N,88.835,W
9/5/2018,4:36:59,30.762,N,88.849,W
9/5/2018,4:39:00,30.778,N,88.862,W
9/5/2018,4:41:00,30.793,N,88.876,W
9/5/2018,4:43:00,30.809,N,88.89,W
9/5/2018,4:45:00,30.825,N,88.904,W
9/5/2018,4:46:59,30.842,N,88.918,W
9/5/2018,4:48:59,30.858,N,88.932,W
9/5/2018,4:50:59,30.874,N,88.947,W
9/5/2018,4:53:00,30.891,N,88.962,W
9/5/2018,4:55:00,30.908,N,88.976,W
9/5/2018,4:57:00,30.925,N,88.991,W
9/5/2018,4:59:00,30.942,N,89.006,W
9/5/2018,5:00:59,30.959,N,89.021,W
9/5/2018,5:02:59,30.976,N,89.036,W
9/5/2018,5:04:59,30.994,N,89.052,W
9/5/2018,5:06:59,31.011,N,89.067,W
9/5/2018,5:09:00,31.029,N,89.083,W
9/5/2018,5:11:00,31.046,N,89.098,W
9/5/2018,5:13:00,31.064,N,89.114,W
9/5/2018,5:15:00,31.082,N,89.13,W
9/5/2018,5:16:59,31.1,N,89.146,W
9/5/2018,5:18:59,31.118,N,89.162,W
9/5/2018,5:20:59,31.136,N,89.178,W
9/5/2018,5:23:00,31.154,N,89.194,W
9/5/2018,5:25:00,31.173,N,89.21,W
9/5/2018,5:27:00,31.191,N,89.226,W
9/5/2018,5:29:00,31.209,N,89.242,W
9/5/2018,5:30:59,31.228,N,89.259,W
9/5/2018,5:32:59,31.246,N,89.275,W
9/5/2018,5:34:59,31.265,N,89.292,W
9/5/2018,5:36:59,31.284,N,89.308,W
9/5/2018,5:39:00,31.302,N,89.325,W
9/5/2018,5:41:00,31.321,N,89.341,W
9/5/2018,5:43:00,31.34,N,89.358,W
9/5/2018,5:45:00,31.358,N,89.374,W
9/5/2018,5:46:59,31.377,N,89.391,W
9/5/2018,5:48:59,31.396,N,89.408,W
9/5/2018,5:50:59,31.415,N,89.425,W
9/5/2018,5:53:00,31.434,N,89.441,W
9/5/2018,5:55:00,31.453,N,89.458,W
9/5/2018,5:57:00,31.472,N,89.475,W
9/5/2018,5:59:00,31.491,N,89.492,W
