Track,for,Dolly,2014,,,
9/1/2014,13:45:59,19.464,N,92.768,W,0
9/1/2014,13:48:00,19.469,N,92.777,W,0
9/1/2014,13:49:59,19.473,N,92.785,W,0
9/1/2014,13:52:00,19.478,N,92.793,W,0
9/1/2014,13:53:59,19.482,N,92.802,W,0
9/1/2014,13:56:00,19.487,N,92.81,W,0
9/1/2014,13:57:59,19.491,N,92.818,W,0
9/1/2014,14:00:00,19.495,N,92.826,W,0
9/1/2014,14:02:00,19.5,N,92.835,W,0
9/1/2014,14:03:59,19.504,N,92.843,W,0
9/1/2014,14:06:00,19.508,N,92.851,W,0
9/1/2014,14:07:59,19.513,N,92.859,W,0
9/1/2014,14:10:00,19.517,N,92.867,W,0
9/1/2014,14:11:59,19.521,N,92.875,W,0
9/1/2014,14:14:00,19.525,N,92.883,W,0
9/1/2014,14:15:59,19.53,N,92.891,W,0
9/1/2014,14:18:00,19.534,N,92.899,W,0
9/1/2014,14:19:59,19.538,N,92.907,W,0
9/1/2014,14:22:00,19.542,N,92.915,W,0
9/1/2014,14:23:59,19.546,N,92.923,W,0
9/1/2014,14:26:00,19.55,N,92.931,W,0
9/1/2014,14:27:59,19.554,N,92.939,W,0
9/1/2014,14:30:00,19.558,N,92.947,W,0
9/1/2014,14:32:00,19.562,N,92.955,W,0
9/1/2014,14:33:59,19.566,N,92.962,W,0
9/1/2014,14:36:00,19.57,N,92.97,W,0
9/1/2014,14:37:59,19.573,N,92.978,W,0
9/1/2014,14:40:00,19.577,N,92.985,W,0
9/1/2014,14:41:59,19.581,N,92.993,W,0
9/1/2014,14:44:00,19.585,N,93,W,0
9/1/2014,14:45:59,19.588,N,93.008,W,0
9/1/2014,14:48:00,19.592,N,93.015,W,0
9/1/2014,14:49:59,19.596,N,93.023,W,0
9/1/2014,14:52:00,19.599,N,93.03,W,0
9/1/2014,14:53:59,19.603,N,93.038,W,0
9/1/2014,14:56:00,19.606,N,93.045,W,0
9/1/2014,14:57:59,19.61,N,93.052,W,0
9/1/2014,15:00:00,19.613,N,93.06,W,0
9/1/2014,15:02:00,19.616,N,93.067,W,0
9/1/2014,15:03:59,19.62,N,93.074,W,0
9/1/2014,15:06:00,19.623,N,93.081,W,0
9/1/2014,15:07:59,19.626,N,93.088,W,0
9/1/2014,15:10:00,19.629,N,93.095,W,0
9/1/2014,15:11:59,19.632,N,93.102,W,0
9/1/2014,15:14:00,19.636,N,93.109,W,0
9/1/2014,15:15:59,19.639,N,93.116,W,0
9/1/2014,15:18:00,19.642,N,93.123,W,0
9/1/2014,15:19:59,19.645,N,93.13,W,0
9/1/2014,15:22:00,19.648,N,93.137,W,0
9/1/2014,15:23:59,19.65,N,93.143,W,0
9/1/2014,15:26:00,19.653,N,93.15,W,0
9/1/2014,15:27:59,19.656,N,93.157,W,0
9/1/2014,15:30:00,19.659,N,93.163,W,0
9/1/2014,15:32:00,19.662,N,93.17,W,0
9/1/2014,15:33:59,19.664,N,93.176,W,0
9/1/2014,15:36:00,19.667,N,93.183,W,0
9/1/2014,15:37:59,19.669,N,93.189,W,0
9/1/2014,15:40:00,19.672,N,93.196,W,0
9/1/2014,15:41:59,19.674,N,93.202,W,0
9/1/2014,15:44:00,19.677,N,93.208,W,0
9/1/2014,15:45:59,19.679,N,93.214,W,0
9/1/2014,15:48:00,19.681,N,93.22,W,0
9/1/2014,15:49:59,19.684,N,93.227,W,0
9/1/2014,15:52:00,19.686,N,93.233,W,0
9/1/2014,15:53:59,19.688,N,93.239,W,0
9/1/2014,15:56:00,19.69,N,93.245,W,0
9/1/2014,15:57:59,19.692,N,93.25,W,0
9/1/2014,16:00:00,19.694,N,93.256,W,0
9/1/2014,16:01:59,19.696,N,93.262,W,0
9/1/2014,16:04:00,19.698,N,93.268,W,0
9/1/2014,16:06:00,19.7,N,93.274,W,0
9/1/2014,16:07:59,19.702,N,93.279,W,0
9/1/2014,16:09:59,19.703,N,93.285,W,0
9/1/2014,16:12:00,19.705,N,93.29,W,0
9/1/2014,16:14:00,19.707,N,93.296,W,0
9/1/2014,16:15:59,19.708,N,93.301,W,0
9/1/2014,16:17:59,19.71,N,93.307,W,0
9/1/2014,16:20:00,19.711,N,93.312,W,0
9/1/2014,16:22:00,19.713,N,93.317,W,0
9/1/2014,16:23:59,19.714,N,93.322,W,0
9/1/2014,16:25:59,19.715,N,93.327,W,0
9/1/2014,16:28:00,19.717,N,93.333,W,0
9/1/2014,16:30:00,19.718,N,93.338,W,0
9/1/2014,16:31:59,19.719,N,93.343,W,0
9/1/2014,16:34:00,19.72,N,93.348,W,0
9/1/2014,16:36:00,19.721,N,93.352,W,0
9/1/2014,16:37:59,19.722,N,93.357,W,0
9/1/2014,16:39:59,19.723,N,93.362,W,0
9/1/2014,16:42:00,19.724,N,93.367,W,0
9/1/2014,16:44:00,19.725,N,93.372,W,0
9/1/2014,16:45:59,19.726,N,93.376,W,0
9/1/2014,16:47:59,19.726,N,93.381,W,0
9/1/2014,16:50:00,19.727,N,93.386,W,0
9/1/2014,16:52:00,19.728,N,93.39,W,0
9/1/2014,16:53:59,19.729,N,93.395,W,0
9/1/2014,16:55:59,19.729,N,93.399,W,0
9/1/2014,16:58:00,19.73,N,93.403,W,0
9/1/2014,17:00:00,19.73,N,93.408,W,0
9/1/2014,17:01:59,19.731,N,93.412,W,0
9/1/2014,17:04:00,19.731,N,93.416,W,0
9/1/2014,17:06:00,19.731,N,93.421,W,0
9/1/2014,17:07:59,19.732,N,93.425,W,0
9/1/2014,17:09:59,19.732,N,93.429,W,0
9/1/2014,17:12:00,19.732,N,93.433,W,0
9/1/2014,17:14:00,19.733,N,93.437,W,0
9/1/2014,17:15:59,19.733,N,93.441,W,0
9/1/2014,17:17:59,19.733,N,93.445,W,0
9/1/2014,17:20:00,19.733,N,93.449,W,0
9/1/2014,17:22:00,19.733,N,93.453,W,0
9/1/2014,17:23:59,19.733,N,93.457,W,0
9/1/2014,17:25:59,19.733,N,93.461,W,0
9/1/2014,17:28:00,19.733,N,93.464,W,0
9/1/2014,17:30:00,19.733,N,93.468,W,0
9/1/2014,17:31:59,19.733,N,93.472,W,0
9/1/2014,17:34:00,19.733,N,93.476,W,0
9/1/2014,17:36:00,19.732,N,93.479,W,0
9/1/2014,17:37:59,19.732,N,93.483,W,0
9/1/2014,17:39:59,19.732,N,93.486,W,0
9/1/2014,17:42:00,19.732,N,93.49,W,0
9/1/2014,17:44:00,19.731,N,93.494,W,0
9/1/2014,17:45:59,19.731,N,93.497,W,0
9/1/2014,17:47:59,19.731,N,93.5,W,0
9/1/2014,17:50:00,19.73,N,93.504,W,0
9/1/2014,17:52:00,19.73,N,93.507,W,0
9/1/2014,17:53:59,19.729,N,93.511,W,0
9/1/2014,17:55:59,19.729,N,93.514,W,0
9/1/2014,17:58:00,19.728,N,93.517,W,0
9/1/2014,18:00:00,19.728,N,93.52,W,0
9/1/2014,18:01:59,19.727,N,93.524,W,0
9/1/2014,18:04:00,19.726,N,93.527,W,0
9/1/2014,18:06:00,19.726,N,93.53,W,0
9/1/2014,18:07:59,19.725,N,93.533,W,0
9/1/2014,18:09:59,19.724,N,93.536,W,0
9/1/2014,18:12:00,19.723,N,93.539,W,0
9/1/2014,18:14:00,19.723,N,93.543,W,0
9/1/2014,18:15:59,19.722,N,93.546,W,0
9/1/2014,18:17:59,19.721,N,93.549,W,0
9/1/2014,18:20:00,19.72,N,93.552,W,0
9/1/2014,18:22:00,19.719,N,93.555,W,0
9/1/2014,18:23:59,19.718,N,93.557,W,0
9/1/2014,18:25:59,19.717,N,93.56,W,0
9/1/2014,18:28:00,19.716,N,93.563,W,0
9/1/2014,18:30:00,19.715,N,93.566,W,0
9/1/2014,18:31:59,19.714,N,93.569,W,0
9/1/2014,18:34:00,19.713,N,93.572,W,0
9/1/2014,18:36:00,19.712,N,93.575,W,0
9/1/2014,18:37:59,19.711,N,93.577,W,0
9/1/2014,18:39:59,19.71,N,93.58,W,0
9/1/2014,18:42:00,19.709,N,93.583,W,0
9/1/2014,18:44:00,19.708,N,93.586,W,0
9/1/2014,18:45:47,19.707,N,93.588,W,0
9/1/2014,18:47:46,19.708,N,93.593,W,0
9/1/2014,18:49:46,19.708,N,93.598,W,0
9/1/2014,18:51:47,19.709,N,93.603,W,0
9/1/2014,18:53:47,19.71,N,93.608,W,0
9/1/2014,18:55:46,19.711,N,93.614,W,0
9/1/2014,18:57:46,19.712,N,93.619,W,0
9/1/2014,18:59:47,19.713,N,93.624,W,0
9/1/2014,19:01:46,19.714,N,93.63,W,0
9/1/2014,19:03:46,19.715,N,93.636,W,0
9/1/2014,19:05:47,19.716,N,93.642,W,0
9/1/2014,19:07:47,19.718,N,93.647,W,0
9/1/2014,19:09:46,19.719,N,93.653,W,0
9/1/2014,19:11:46,19.721,N,93.659,W,0
9/1/2014,19:13:47,19.722,N,93.666,W,0
9/1/2014,19:15:47,19.724,N,93.672,W,0
9/1/2014,19:17:46,19.725,N,93.678,W,0
9/1/2014,19:19:46,19.727,N,93.685,W,0
9/1/2014,19:21:47,19.729,N,93.691,W,0
9/1/2014,19:23:47,19.731,N,93.698,W,0
9/1/2014,19:25:46,19.733,N,93.705,W,0
9/1/2014,19:27:46,19.735,N,93.712,W,0
9/1/2014,19:29:47,19.737,N,93.719,W,0
9/1/2014,19:31:46,19.739,N,93.726,W,0
9/1/2014,19:33:46,19.742,N,93.734,W,0
9/1/2014,19:35:47,19.744,N,93.741,W,0
9/1/2014,19:37:47,19.746,N,93.749,W,0
9/1/2014,19:39:46,19.749,N,93.756,W,0
9/1/2014,19:41:46,19.752,N,93.764,W,0
9/1/2014,19:43:47,19.755,N,93.772,W,0
9/1/2014,19:45:47,19.757,N,93.78,W,0
9/1/2014,19:47:46,19.76,N,93.788,W,0
9/1/2014,19:49:46,19.763,N,93.797,W,0
9/1/2014,19:51:47,19.767,N,93.805,W,0
9/1/2014,19:53:47,19.77,N,93.814,W,0
9/1/2014,19:55:46,19.773,N,93.822,W,0
9/1/2014,19:57:46,19.777,N,93.831,W,0
9/1/2014,19:59:47,19.78,N,93.84,W,0
9/1/2014,20:01:46,19.784,N,93.849,W,0
9/1/2014,20:03:46,19.787,N,93.859,W,0
9/1/2014,20:05:47,19.791,N,93.868,W,0
9/1/2014,20:07:47,19.795,N,93.878,W,0
9/1/2014,20:09:46,19.799,N,93.888,W,0
9/1/2014,20:11:46,19.803,N,93.897,W,0
9/1/2014,20:12:05,19.804,N,93.899,W,0
9/1/2014,20:14:04,19.807,N,93.906,W,0
9/1/2014,20:16:04,19.809,N,93.912,W,0
9/1/2014,20:18:05,19.812,N,93.919,W,0
9/1/2014,20:20:05,19.815,N,93.925,W,0
9/1/2014,20:22:04,19.817,N,93.932,W,0
9/1/2014,20:24:04,19.82,N,93.938,W,0
9/1/2014,20:26:05,19.823,N,93.945,W,0
9/1/2014,20:28:05,19.826,N,93.951,W,0
9/1/2014,20:30:04,19.829,N,93.957,W,0
9/1/2014,20:32:04,19.832,N,93.964,W,0
9/1/2014,20:34:05,19.835,N,93.97,W,0
9/1/2014,20:36:05,19.838,N,93.976,W,0
9/1/2014,20:38:04,19.841,N,93.982,W,0
9/1/2014,20:40:05,19.844,N,93.988,W,0
9/1/2014,20:42:05,19.847,N,93.994,W,0
9/1/2014,20:44:04,19.85,N,94,W,0
9/1/2014,20:46:04,19.853,N,94.006,W,0
9/1/2014,20:48:05,19.856,N,94.012,W,0
9/1/2014,20:50:05,19.859,N,94.018,W,0
9/1/2014,20:52:04,19.863,N,94.023,W,0
9/1/2014,20:54:04,19.866,N,94.029,W,0
9/1/2014,20:56:05,19.869,N,94.035,W,0
9/1/2014,20:58:05,19.873,N,94.04,W,0
9/1/2014,21:00:04,19.876,N,94.046,W,0
9/1/2014,21:02:04,19.879,N,94.051,W,0
9/1/2014,21:04:05,19.883,N,94.057,W,0
9/1/2014,21:06:05,19.886,N,94.062,W,0
9/1/2014,21:08:04,19.89,N,94.067,W,0
9/1/2014,21:10:05,19.894,N,94.072,W,0
9/1/2014,21:12:05,19.897,N,94.078,W,0
9/1/2014,21:14:04,19.901,N,94.083,W,0
9/1/2014,21:16:04,19.905,N,94.088,W,0
9/1/2014,21:18:05,19.909,N,94.093,W,0
9/1/2014,21:20:05,19.912,N,94.097,W,0
9/1/2014,21:22:04,19.916,N,94.102,W,0
9/1/2014,21:24:04,19.92,N,94.107,W,0
9/1/2014,21:26:05,19.924,N,94.112,W,0
9/1/2014,21:28:05,19.928,N,94.116,W,0
9/1/2014,21:30:04,19.932,N,94.121,W,0
9/1/2014,21:32:04,19.937,N,94.125,W,0
9/1/2014,21:34:05,19.941,N,94.13,W,0
9/1/2014,21:36:05,19.945,N,94.134,W,0
9/1/2014,21:38:04,19.949,N,94.138,W,0
9/1/2014,21:40:05,19.954,N,94.142,W,0
9/1/2014,21:42:05,19.958,N,94.146,W,0
9/1/2014,21:44:04,19.962,N,94.15,W,0
9/1/2014,21:46:04,19.967,N,94.154,W,0
9/1/2014,21:48:05,19.972,N,94.158,W,0
9/1/2014,21:50:05,19.976,N,94.162,W,0
9/1/2014,21:52:04,19.981,N,94.166,W,0
9/1/2014,21:54:04,19.986,N,94.169,W,0
9/1/2014,21:56:05,19.99,N,94.173,W,0
9/1/2014,21:58:05,19.995,N,94.176,W,0
9/1/2014,22:00:04,20,N,94.18,W,0
9/1/2014,22:02:04,20.005,N,94.183,W,0
9/1/2014,22:04:05,20.01,N,94.186,W,0
9/1/2014,22:06:05,20.015,N,94.189,W,0
9/1/2014,22:08:04,20.02,N,94.192,W,0
9/1/2014,22:10:05,20.026,N,94.195,W,0
9/1/2014,22:12:05,20.031,N,94.198,W,0
9/1/2014,22:14:04,20.036,N,94.201,W,0
9/1/2014,22:16:04,20.042,N,94.203,W,0
9/1/2014,22:18:05,20.047,N,94.206,W,0
9/1/2014,22:20:05,20.053,N,94.208,W,0
9/1/2014,22:22:04,20.058,N,94.211,W,0
9/1/2014,22:24:04,20.064,N,94.213,W,0
9/1/2014,22:26:05,20.069,N,94.215,W,0
9/1/2014,22:28:05,20.075,N,94.217,W,0
9/1/2014,22:30:04,20.081,N,94.219,W,0
9/1/2014,22:32:04,20.087,N,94.221,W,0
9/1/2014,22:34:05,20.093,N,94.223,W,0
9/1/2014,22:36:05,20.099,N,94.224,W,0
9/1/2014,22:38:04,20.105,N,94.226,W,0
9/1/2014,22:40:05,20.111,N,94.227,W,0
9/1/2014,22:42:05,20.118,N,94.229,W,0
9/1/2014,22:44:04,20.124,N,94.23,W,0
9/1/2014,22:46:04,20.13,N,94.231,W,0
9/1/2014,22:48:05,20.137,N,94.232,W,0
9/1/2014,22:50:05,20.144,N,94.233,W,0
9/1/2014,22:52:04,20.15,N,94.234,W,0
9/1/2014,22:54:04,20.157,N,94.235,W,0
9/1/2014,22:56:05,20.164,N,94.235,W,0
9/1/2014,22:58:05,20.171,N,94.236,W,0
9/1/2014,23:00:04,20.177,N,94.236,W,0
9/1/2014,23:02:04,20.185,N,94.236,W,0
9/1/2014,23:04:05,20.192,N,94.236,W,0
9/1/2014,23:06:05,20.199,N,94.236,W,0
9/1/2014,23:08:04,20.206,N,94.236,W,0
9/1/2014,23:10:05,20.213,N,94.236,W,0
9/1/2014,23:12:05,20.221,N,94.236,W,0
9/1/2014,23:14:04,20.228,N,94.235,W,0
9/1/2014,23:16:04,20.236,N,94.235,W,0
9/1/2014,23:18:05,20.244,N,94.234,W,0
9/1/2014,23:20:05,20.251,N,94.233,W,0
9/1/2014,23:22:04,20.259,N,94.233,W,0
9/1/2014,23:24:04,20.267,N,94.232,W,0
9/1/2014,23:26:05,20.275,N,94.23,W,0
9/1/2014,23:28:05,20.283,N,94.229,W,0
9/1/2014,23:30:04,20.291,N,94.228,W,0
9/1/2014,23:32:04,20.299,N,94.226,W,0
9/1/2014,23:34:05,20.308,N,94.225,W,0
9/1/2014,23:36:05,20.316,N,94.223,W,0
9/1/2014,23:38:04,20.325,N,94.221,W,0
9/1/2014,23:40:05,20.333,N,94.22,W,0
9/1/2014,23:42:05,20.342,N,94.218,W,0
9/1/2014,23:44:04,20.35,N,94.216,W,0
9/1/2014,23:46:04,20.359,N,94.213,W,0
9/1/2014,23:48:05,20.368,N,94.211,W,0
9/1/2014,23:50:05,20.377,N,94.209,W,0
9/1/2014,23:52:04,20.386,N,94.206,W,0
9/1/2014,23:54:04,20.395,N,94.204,W,0
9/1/2014,23:56:05,20.404,N,94.201,W,0
9/1/2014,23:58:05,20.413,N,94.199,W,0
9/2/2014,0:00:04,20.422,N,94.196,W,0
9/2/2014,0:02:04,20.431,N,94.193,W,0
9/2/2014,0:04:05,20.441,N,94.19,W,0
9/2/2014,0:06:05,20.45,N,94.187,W,0
9/2/2014,0:08:04,20.459,N,94.184,W,0
9/2/2014,0:10:05,20.469,N,94.181,W,0
9/2/2014,0:12:05,20.479,N,94.178,W,0
9/2/2014,0:14:04,20.488,N,94.175,W,0
9/2/2014,0:16:04,20.498,N,94.172,W,0
9/2/2014,0:18:05,20.508,N,94.168,W,0
9/2/2014,0:20:05,20.517,N,94.165,W,0
9/2/2014,0:22:04,20.527,N,94.161,W,0
9/2/2014,0:24:04,20.537,N,94.158,W,0
9/2/2014,0:26:05,20.547,N,94.154,W,0
9/2/2014,0:28:05,20.557,N,94.151,W,0
9/2/2014,0:30:04,20.567,N,94.147,W,0
9/2/2014,0:32:04,20.577,N,94.144,W,0
9/2/2014,0:34:05,20.587,N,94.14,W,0
9/2/2014,0:36:05,20.598,N,94.136,W,0
9/2/2014,0:38:04,20.608,N,94.132,W,0
9/2/2014,0:40:05,20.618,N,94.128,W,0
9/2/2014,0:42:05,20.628,N,94.124,W,0
9/2/2014,0:44:04,20.639,N,94.121,W,0
9/2/2014,0:46:04,20.649,N,94.117,W,0
9/2/2014,0:48:05,20.66,N,94.113,W,0
9/2/2014,0:50:05,20.67,N,94.109,W,0
9/2/2014,0:52:04,20.681,N,94.105,W,0
9/2/2014,0:54:04,20.691,N,94.101,W,0
9/2/2014,0:56:05,20.702,N,94.096,W,0
9/2/2014,0:58:05,20.713,N,94.092,W,0
9/2/2014,1:00:04,20.723,N,94.088,W,0
9/2/2014,1:02:04,20.734,N,94.084,W,0
9/2/2014,1:04:05,20.745,N,94.08,W,0
9/2/2014,1:06:05,20.756,N,94.076,W,0
9/2/2014,1:08:04,20.767,N,94.072,W,0
9/2/2014,1:10:05,20.777,N,94.067,W,0
9/2/2014,1:12:05,20.788,N,94.063,W,0
9/2/2014,1:14:04,20.799,N,94.059,W,0
9/2/2014,1:16:04,20.81,N,94.055,W,0
9/2/2014,1:18:05,20.821,N,94.051,W,0
9/2/2014,1:20:05,20.832,N,94.047,W,0
9/2/2014,1:22:04,20.843,N,94.043,W,0
9/2/2014,1:24:04,20.854,N,94.038,W,0
9/2/2014,1:26:05,20.866,N,94.034,W,0
9/2/2014,1:28:05,20.877,N,94.03,W,0
9/2/2014,1:30:04,20.888,N,94.026,W,0
9/2/2014,1:32:04,20.899,N,94.022,W,0
9/2/2014,1:34:05,20.91,N,94.018,W,0
9/2/2014,1:36:05,20.921,N,94.014,W,0
9/2/2014,1:38:04,20.933,N,94.01,W,0
9/2/2014,1:40:05,20.944,N,94.006,W,0
9/2/2014,1:42:05,20.955,N,94.002,W,0
9/2/2014,1:44:04,20.967,N,93.998,W,0
9/2/2014,1:46:04,20.978,N,93.994,W,0
9/2/2014,1:48:05,20.989,N,93.99,W,0
9/2/2014,1:50:05,21.001,N,93.986,W,0
9/2/2014,1:52:04,21.012,N,93.982,W,0
9/2/2014,1:54:04,21.023,N,93.978,W,0
9/2/2014,1:56:05,21.035,N,93.975,W,0
9/2/2014,1:58:05,21.046,N,93.971,W,0
9/2/2014,2:00:04,21.058,N,93.967,W,0
9/2/2014,2:02:04,21.069,N,93.964,W,0
9/2/2014,2:04:05,21.08,N,93.96,W,0
9/2/2014,2:06:05,21.092,N,93.957,W,0
9/2/2014,2:08:04,21.103,N,93.953,W,0
9/2/2014,2:10:05,21.115,N,93.95,W,0
9/2/2014,2:12:05,21.126,N,93.946,W,0
9/2/2014,2:14:04,21.138,N,93.943,W,0
9/2/2014,2:16:04,21.149,N,93.94,W,0
9/2/2014,2:18:05,21.161,N,93.937,W,0
9/2/2014,2:20:05,21.172,N,93.934,W,0
9/2/2014,2:22:04,21.184,N,93.931,W,0
9/2/2014,2:24:04,21.195,N,93.928,W,0
9/2/2014,2:26:05,21.207,N,93.925,W,0
9/2/2014,2:28:05,21.218,N,93.922,W,0
9/2/2014,2:30:04,21.23,N,93.919,W,0
9/2/2014,2:32:04,21.241,N,93.917,W,0
9/2/2014,2:34:05,21.252,N,93.914,W,0
9/2/2014,2:36:05,21.264,N,93.912,W,0
9/2/2014,2:38:04,21.275,N,93.909,W,0
9/2/2014,2:40:05,21.287,N,93.907,W,0
9/2/2014,2:42:05,21.298,N,93.905,W,0
9/2/2014,2:44:04,21.31,N,93.902,W,0
9/2/2014,2:46:04,21.321,N,93.9,W,0
9/2/2014,2:48:05,21.333,N,93.898,W,0
9/2/2014,2:50:05,21.344,N,93.896,W,0
9/2/2014,2:52:04,21.355,N,93.895,W,0
9/2/2014,2:54:04,21.367,N,93.893,W,0
9/2/2014,2:56:05,21.378,N,93.891,W,0
9/2/2014,2:58:05,21.389,N,93.89,W,0
9/2/2014,3:00:04,21.401,N,93.889,W,0
9/2/2014,3:02:04,21.412,N,93.887,W,0
9/2/2014,3:04:05,21.423,N,93.886,W,0
9/2/2014,3:06:05,21.435,N,93.885,W,0
9/2/2014,3:08:04,21.446,N,93.884,W,0
9/2/2014,3:10:05,21.457,N,93.883,W,0
9/2/2014,3:12:05,21.468,N,93.883,W,0
9/2/2014,3:14:04,21.479,N,93.882,W,0
9/2/2014,3:16:04,21.491,N,93.882,W,0
9/2/2014,3:18:05,21.502,N,93.881,W,0
9/2/2014,3:20:05,21.513,N,93.881,W,0
9/2/2014,3:22:04,21.524,N,93.881,W,0
9/2/2014,3:24:04,21.535,N,93.881,W,0
9/2/2014,3:26:05,21.546,N,93.881,W,0
9/2/2014,3:28:05,21.557,N,93.882,W,0
9/2/2014,3:30:04,21.568,N,93.882,W,0
9/2/2014,3:32:04,21.579,N,93.883,W,0
9/2/2014,3:34:05,21.59,N,93.883,W,0
9/2/2014,3:36:05,21.601,N,93.884,W,0
9/2/2014,3:38:04,21.612,N,93.885,W,0
9/2/2014,3:40:05,21.623,N,93.887,W,0
9/2/2014,3:42:05,21.633,N,93.888,W,0
9/2/2014,3:44:04,21.644,N,93.889,W,0
9/2/2014,3:46:04,21.655,N,93.891,W,0
9/2/2014,3:48:05,21.666,N,93.893,W,0
9/2/2014,3:50:05,21.676,N,93.895,W,0
9/2/2014,3:52:04,21.687,N,93.897,W,0
9/2/2014,3:54:04,21.697,N,93.899,W,0
9/2/2014,3:56:05,21.708,N,93.901,W,0
9/2/2014,3:58:05,21.718,N,93.904,W,0
9/2/2014,4:00:04,21.729,N,93.907,W,0
9/2/2014,4:02:04,21.739,N,93.91,W,0
9/2/2014,4:04:05,21.75,N,93.913,W,0
9/2/2014,4:06:05,21.76,N,93.916,W,0
9/2/2014,4:08:04,21.77,N,93.919,W,0
9/2/2014,4:10:05,21.781,N,93.922,W,0
9/2/2014,4:12:05,21.791,N,93.926,W,0
9/2/2014,4:14:04,21.801,N,93.93,W,0
9/2/2014,4:16:04,21.811,N,93.934,W,0
9/2/2014,4:18:05,21.821,N,93.938,W,0
9/2/2014,4:20:05,21.832,N,93.942,W,0
9/2/2014,4:22:04,21.842,N,93.946,W,0
9/2/2014,4:24:04,21.852,N,93.95,W,0
9/2/2014,4:26:05,21.862,N,93.955,W,0
9/2/2014,4:28:05,21.872,N,93.96,W,0
9/2/2014,4:30:04,21.882,N,93.965,W,0
9/2/2014,4:32:04,21.891,N,93.969,W,0
9/2/2014,4:34:05,21.901,N,93.975,W,0
9/2/2014,4:36:05,21.911,N,93.98,W,0
9/2/2014,4:38:04,21.921,N,93.985,W,0
9/2/2014,4:40:05,21.931,N,93.991,W,0
9/2/2014,4:42:05,21.941,N,93.996,W,0
9/2/2014,4:44:04,21.95,N,94.002,W,0
9/2/2014,4:46:04,21.96,N,94.008,W,0
9/2/2014,4:48:05,21.97,N,94.014,W,0
9/2/2014,4:50:05,21.979,N,94.02,W,0
9/2/2014,4:52:04,21.989,N,94.026,W,0
9/2/2014,4:54:04,21.999,N,94.032,W,0
9/2/2014,4:56:05,22.008,N,94.039,W,0
9/2/2014,4:58:05,22.018,N,94.045,W,0
9/2/2014,5:00:04,22.027,N,94.052,W,0
