Track,for,Omar,2008,,
Date,Time,(UTC),Latitude,Longitude,
MM/DD/Year,HH:MM:SS,(deg),(deg),,
10/15/2008,12:56:37,15.019,N,67.379,W
10/15/2008,12:58:36,15.022,N,67.376,W
10/15/2008,13:00:36,15.025,N,67.372,W
10/15/2008,13:02:36,15.029,N,67.369,W
10/15/2008,13:04:37,15.032,N,67.365,W
10/15/2008,13:06:37,15.035,N,67.362,W
10/15/2008,13:08:37,15.038,N,67.358,W
10/15/2008,13:10:37,15.041,N,67.355,W
10/15/2008,13:12:36,15.044,N,67.351,W
10/15/2008,13:14:36,15.047,N,67.348,W
10/15/2008,13:16:36,15.05,N,67.344,W
10/15/2008,13:18:36,15.053,N,67.341,W
10/15/2008,13:20:37,15.056,N,67.337,W
10/15/2008,13:22:37,15.06,N,67.333,W
10/15/2008,13:24:37,15.063,N,67.33,W
10/15/2008,13:26:37,15.066,N,67.326,W
10/15/2008,13:28:36,15.069,N,67.322,W
10/15/2008,13:30:36,15.072,N,67.318,W
10/15/2008,13:32:36,15.075,N,67.315,W
10/15/2008,13:34:37,15.078,N,67.311,W
10/15/2008,13:36:37,15.081,N,67.307,W
10/15/2008,13:38:37,15.084,N,67.303,W
10/15/2008,13:40:37,15.087,N,67.299,W
10/15/2008,13:42:36,15.09,N,67.295,W
10/15/2008,13:44:36,15.093,N,67.291,W
10/15/2008,13:46:36,15.096,N,67.288,W
10/15/2008,13:48:36,15.099,N,67.284,W
10/15/2008,13:50:37,15.102,N,67.28,W
10/15/2008,13:52:37,15.105,N,67.276,W
10/15/2008,13:54:37,15.108,N,67.272,W
10/15/2008,13:56:37,15.111,N,67.267,W
10/15/2008,13:58:36,15.114,N,67.263,W
10/15/2008,14:00:36,15.117,N,67.259,W
10/15/2008,14:02:36,15.12,N,67.255,W
10/15/2008,14:04:37,15.123,N,67.251,W
10/15/2008,14:06:37,15.126,N,67.247,W
10/15/2008,14:08:37,15.129,N,67.243,W
10/15/2008,14:10:37,15.132,N,67.238,W
10/15/2008,14:12:36,15.135,N,67.234,W
10/15/2008,14:14:36,15.138,N,67.23,W
10/15/2008,14:16:36,15.141,N,67.225,W
10/15/2008,14:18:36,15.144,N,67.221,W
10/15/2008,14:20:37,15.147,N,67.217,W
10/15/2008,14:22:37,15.15,N,67.212,W
10/15/2008,14:24:37,15.153,N,67.208,W
10/15/2008,14:26:37,15.157,N,67.204,W
10/15/2008,14:28:36,15.16,N,67.199,W
10/15/2008,14:30:36,15.163,N,67.195,W
10/15/2008,14:32:36,15.166,N,67.19,W
10/15/2008,14:34:37,15.169,N,67.185,W
10/15/2008,14:36:37,15.172,N,67.181,W
10/15/2008,14:38:37,15.175,N,67.176,W
10/15/2008,14:40:37,15.178,N,67.172,W
10/15/2008,14:42:36,15.181,N,67.167,W
10/15/2008,14:44:36,15.184,N,67.162,W
10/15/2008,14:46:36,15.187,N,67.158,W
10/15/2008,14:48:36,15.191,N,67.153,W
10/15/2008,14:50:37,15.194,N,67.148,W
10/15/2008,14:52:37,15.197,N,67.143,W
10/15/2008,14:54:37,15.2,N,67.139,W
10/15/2008,14:56:37,15.203,N,67.134,W
10/15/2008,14:58:36,15.207,N,67.129,W
10/15/2008,15:00:36,15.21,N,67.124,W
10/15/2008,15:02:36,15.213,N,67.119,W
10/15/2008,15:04:37,15.216,N,67.114,W
10/15/2008,15:06:37,15.219,N,67.109,W
10/15/2008,15:08:37,15.223,N,67.104,W
10/15/2008,15:10:37,15.226,N,67.099,W
10/15/2008,15:12:36,15.229,N,67.094,W
10/15/2008,15:14:36,15.233,N,67.089,W
10/15/2008,15:16:36,15.236,N,67.084,W
10/15/2008,15:18:36,15.239,N,67.079,W
10/15/2008,15:20:37,15.243,N,67.074,W
10/15/2008,15:22:37,15.246,N,67.068,W
10/15/2008,15:24:37,15.249,N,67.063,W
10/15/2008,15:26:37,15.253,N,67.058,W
10/15/2008,15:28:36,15.256,N,67.053,W
10/15/2008,15:30:36,15.259,N,67.047,W
10/15/2008,15:32:36,15.263,N,67.042,W
10/15/2008,15:34:37,15.266,N,67.037,W
10/15/2008,15:36:37,15.27,N,67.031,W
10/15/2008,15:38:37,15.273,N,67.026,W
10/15/2008,15:40:37,15.277,N,67.02,W
10/15/2008,15:42:36,15.28,N,67.015,W
10/15/2008,15:44:36,15.284,N,67.009,W
10/15/2008,15:46:36,15.287,N,67.004,W
10/15/2008,15:48:36,15.291,N,66.998,W
10/15/2008,15:50:37,15.295,N,66.992,W
10/15/2008,15:52:37,15.298,N,66.987,W
10/15/2008,15:54:37,15.302,N,66.981,W
10/15/2008,15:56:37,15.306,N,66.975,W
10/15/2008,15:58:36,15.309,N,66.97,W
10/15/2008,16:00:36,15.313,N,66.964,W
10/15/2008,16:02:36,15.317,N,66.958,W
10/15/2008,16:04:36,15.321,N,66.952,W
10/15/2008,16:06:36,15.324,N,66.946,W
10/15/2008,16:08:36,15.328,N,66.941,W
10/15/2008,16:10:36,15.332,N,66.935,W
10/15/2008,16:12:37,15.336,N,66.929,W
10/15/2008,16:14:37,15.34,N,66.923,W
10/15/2008,16:16:37,15.344,N,66.917,W
10/15/2008,16:18:37,15.347,N,66.911,W
10/15/2008,16:20:37,15.351,N,66.905,W
10/15/2008,16:22:37,15.355,N,66.899,W
10/15/2008,16:24:37,15.359,N,66.892,W
10/15/2008,16:26:37,15.363,N,66.886,W
10/15/2008,16:28:36,15.367,N,66.88,W
10/15/2008,16:30:36,15.371,N,66.874,W
10/15/2008,16:32:36,15.375,N,66.868,W
10/15/2008,16:34:36,15.379,N,66.862,W
10/15/2008,16:36:36,15.384,N,66.855,W
10/15/2008,16:38:36,15.388,N,66.849,W
10/15/2008,16:40:36,15.392,N,66.843,W
10/15/2008,16:42:37,15.396,N,66.836,W
10/15/2008,16:44:37,15.4,N,66.83,W
10/15/2008,16:46:37,15.404,N,66.824,W
10/15/2008,16:48:37,15.408,N,66.817,W
10/15/2008,16:50:37,15.413,N,66.811,W
10/15/2008,16:52:37,15.417,N,66.804,W
10/15/2008,16:54:37,15.421,N,66.798,W
10/15/2008,16:56:37,15.425,N,66.791,W
10/15/2008,16:58:36,15.43,N,66.785,W
10/15/2008,17:00:36,15.434,N,66.778,W
10/15/2008,17:02:36,15.438,N,66.772,W
10/15/2008,17:04:36,15.443,N,66.765,W
10/15/2008,17:06:36,15.447,N,66.758,W
10/15/2008,17:08:36,15.451,N,66.752,W
10/15/2008,17:10:36,15.456,N,66.745,W
10/15/2008,17:12:37,15.46,N,66.738,W
10/15/2008,17:14:37,15.464,N,66.732,W
10/15/2008,17:16:37,15.469,N,66.725,W
10/15/2008,17:18:37,15.473,N,66.718,W
10/15/2008,17:20:37,15.478,N,66.712,W
10/15/2008,17:22:37,15.482,N,66.705,W
10/15/2008,17:24:37,15.487,N,66.698,W
10/15/2008,17:26:37,15.491,N,66.691,W
10/15/2008,17:28:36,15.496,N,66.684,W
10/15/2008,17:30:36,15.5,N,66.678,W
10/15/2008,17:32:36,15.505,N,66.671,W
10/15/2008,17:34:36,15.509,N,66.664,W
10/15/2008,17:35:27,15.511,N,66.661,W
10/15/2008,17:37:27,15.514,N,66.653,W
10/15/2008,17:39:27,15.517,N,66.646,W
10/15/2008,17:41:27,15.52,N,66.638,W
10/15/2008,17:43:27,15.523,N,66.631,W
10/15/2008,17:45:26,15.526,N,66.623,W
10/15/2008,17:47:26,15.53,N,66.616,W
10/15/2008,17:49:26,15.533,N,66.608,W
10/15/2008,17:51:26,15.537,N,66.601,W
10/15/2008,17:53:26,15.54,N,66.593,W
10/15/2008,17:55:26,15.544,N,66.586,W
10/15/2008,17:57:26,15.547,N,66.579,W
10/15/2008,17:59:27,15.551,N,66.571,W
10/15/2008,18:01:27,15.555,N,66.564,W
10/15/2008,18:03:27,15.559,N,66.557,W
10/15/2008,18:05:27,15.563,N,66.549,W
10/15/2008,18:07:27,15.567,N,66.542,W
10/15/2008,18:09:27,15.571,N,66.535,W
10/15/2008,18:11:27,15.575,N,66.527,W
10/15/2008,18:13:27,15.58,N,66.52,W
10/15/2008,18:15:26,15.584,N,66.513,W
10/15/2008,18:17:26,15.589,N,66.505,W
10/15/2008,18:19:26,15.593,N,66.498,W
10/15/2008,18:21:26,15.598,N,66.491,W
10/15/2008,18:23:26,15.602,N,66.484,W
10/15/2008,18:25:26,15.607,N,66.477,W
10/15/2008,18:27:26,15.612,N,66.469,W
10/15/2008,18:29:27,15.616,N,66.462,W
10/15/2008,18:31:27,15.621,N,66.455,W
10/15/2008,18:33:27,15.626,N,66.448,W
10/15/2008,18:35:27,15.631,N,66.441,W
10/15/2008,18:37:27,15.636,N,66.434,W
10/15/2008,18:39:27,15.641,N,66.427,W
10/15/2008,18:41:27,15.647,N,66.419,W
10/15/2008,18:43:27,15.652,N,66.412,W
10/15/2008,18:45:26,15.657,N,66.405,W
10/15/2008,18:47:26,15.662,N,66.398,W
10/15/2008,18:49:26,15.668,N,66.391,W
10/15/2008,18:51:26,15.673,N,66.384,W
10/15/2008,18:53:26,15.679,N,66.377,W
10/15/2008,18:55:26,15.684,N,66.37,W
10/15/2008,18:57:26,15.69,N,66.363,W
10/15/2008,18:59:27,15.696,N,66.356,W
10/15/2008,19:01:27,15.701,N,66.349,W
10/15/2008,19:03:27,15.707,N,66.342,W
10/15/2008,19:05:27,15.713,N,66.335,W
10/15/2008,19:07:27,15.719,N,66.328,W
10/15/2008,19:09:27,15.725,N,66.321,W
10/15/2008,19:11:27,15.731,N,66.314,W
10/15/2008,19:13:27,15.737,N,66.307,W
10/15/2008,19:15:26,15.743,N,66.301,W
10/15/2008,19:17:26,15.749,N,66.294,W
10/15/2008,19:19:26,15.755,N,66.287,W
10/15/2008,19:21:26,15.761,N,66.28,W
10/15/2008,19:23:26,15.767,N,66.273,W
10/15/2008,19:24:20,15.77,N,66.27,W
10/15/2008,19:26:19,15.777,N,66.266,W
10/15/2008,19:28:19,15.785,N,66.263,W
10/15/2008,19:30:19,15.792,N,66.259,W
10/15/2008,19:32:19,15.8,N,66.255,W
10/15/2008,19:34:19,15.808,N,66.252,W
10/15/2008,19:36:19,15.815,N,66.248,W
10/15/2008,19:38:19,15.823,N,66.244,W
10/15/2008,19:40:20,15.83,N,66.24,W
10/15/2008,19:42:20,15.838,N,66.236,W
10/15/2008,19:44:20,15.846,N,66.232,W
10/15/2008,19:46:20,15.853,N,66.228,W
10/15/2008,19:48:20,15.861,N,66.224,W
10/15/2008,19:50:20,15.869,N,66.219,W
10/15/2008,19:52:20,15.876,N,66.215,W
10/15/2008,19:54:20,15.884,N,66.21,W
10/15/2008,19:56:19,15.891,N,66.205,W
10/15/2008,19:58:19,15.899,N,66.2,W
10/15/2008,20:00:19,15.906,N,66.195,W
10/15/2008,20:02:19,15.913,N,66.189,W
10/15/2008,20:04:19,15.921,N,66.184,W
10/15/2008,20:06:19,15.928,N,66.178,W
10/15/2008,20:08:19,15.935,N,66.172,W
10/15/2008,20:10:20,15.942,N,66.166,W
10/15/2008,20:12:20,15.949,N,66.159,W
10/15/2008,20:14:20,15.956,N,66.152,W
10/15/2008,20:16:20,15.963,N,66.145,W
10/15/2008,20:18:20,15.97,N,66.138,W
10/15/2008,20:20:20,15.977,N,66.131,W
10/15/2008,20:22:20,15.984,N,66.123,W
10/15/2008,20:24:20,15.99,N,66.116,W
10/15/2008,20:26:19,15.997,N,66.108,W
10/15/2008,20:28:19,16.003,N,66.1,W
10/15/2008,20:30:19,16.01,N,66.092,W
10/15/2008,20:32:19,16.016,N,66.083,W
10/15/2008,20:34:19,16.023,N,66.075,W
10/15/2008,20:36:19,16.029,N,66.066,W
10/15/2008,20:38:19,16.036,N,66.057,W
10/15/2008,20:40:20,16.042,N,66.048,W
10/15/2008,20:42:20,16.048,N,66.039,W
10/15/2008,20:44:20,16.054,N,66.03,W
10/15/2008,20:46:20,16.061,N,66.02,W
10/15/2008,20:48:20,16.067,N,66.011,W
10/15/2008,20:50:20,16.073,N,66.001,W
10/15/2008,20:52:20,16.079,N,65.992,W
10/15/2008,20:54:20,16.085,N,65.982,W
10/15/2008,20:56:19,16.091,N,65.972,W
10/15/2008,20:58:19,16.097,N,65.962,W
10/15/2008,21:00:19,16.103,N,65.952,W
10/15/2008,21:02:19,16.109,N,65.942,W
10/15/2008,21:03:20,16.112,N,65.937,W
10/15/2008,21:05:20,16.118,N,65.927,W
10/15/2008,21:07:20,16.124,N,65.917,W
10/15/2008,21:09:20,16.13,N,65.907,W
10/15/2008,21:11:19,16.136,N,65.896,W
10/15/2008,21:13:19,16.142,N,65.886,W
10/15/2008,21:15:19,16.148,N,65.876,W
10/15/2008,21:17:19,16.154,N,65.865,W
10/15/2008,21:19:19,16.159,N,65.855,W
10/15/2008,21:21:19,16.165,N,65.844,W
10/15/2008,21:21:58,16.167,N,65.841,W
10/15/2008,21:23:58,16.173,N,65.831,W
10/15/2008,21:25:57,16.179,N,65.821,W
10/15/2008,21:27:57,16.185,N,65.811,W
10/15/2008,21:29:57,16.191,N,65.801,W
10/15/2008,21:31:57,16.197,N,65.791,W
10/15/2008,21:33:57,16.202,N,65.781,W
10/15/2008,21:35:57,16.208,N,65.771,W
10/15/2008,21:37:57,16.214,N,65.761,W
10/15/2008,21:39:58,16.22,N,65.751,W
10/15/2008,21:41:58,16.226,N,65.742,W
10/15/2008,21:43:58,16.232,N,65.732,W
10/15/2008,21:45:58,16.238,N,65.722,W
10/15/2008,21:47:58,16.244,N,65.713,W
10/15/2008,21:49:58,16.25,N,65.704,W
10/15/2008,21:51:58,16.255,N,65.694,W
10/15/2008,21:53:58,16.261,N,65.685,W
10/15/2008,21:55:57,16.267,N,65.676,W
10/15/2008,21:57:57,16.273,N,65.667,W
10/15/2008,21:59:57,16.279,N,65.658,W
10/15/2008,22:01:57,16.285,N,65.649,W
10/15/2008,22:03:57,16.291,N,65.641,W
10/15/2008,22:05:57,16.297,N,65.632,W
10/15/2008,22:07:57,16.303,N,65.624,W
10/15/2008,22:09:58,16.308,N,65.615,W
10/15/2008,22:11:58,16.314,N,65.607,W
10/15/2008,22:13:58,16.32,N,65.599,W
10/15/2008,22:15:58,16.326,N,65.591,W
10/15/2008,22:17:58,16.332,N,65.583,W
10/15/2008,22:19:58,16.338,N,65.576,W
10/15/2008,22:21:58,16.344,N,65.568,W
10/15/2008,22:23:58,16.35,N,65.561,W
10/15/2008,22:25:57,16.355,N,65.554,W
10/15/2008,22:27:57,16.361,N,65.547,W
10/15/2008,22:29:57,16.367,N,65.54,W
10/15/2008,22:31:57,16.373,N,65.533,W
10/15/2008,22:33:57,16.379,N,65.526,W
10/15/2008,22:35:57,16.385,N,65.52,W
10/15/2008,22:37:57,16.391,N,65.514,W
10/15/2008,22:39:58,16.397,N,65.508,W
10/15/2008,22:41:58,16.402,N,65.502,W
10/15/2008,22:43:58,16.408,N,65.496,W
10/15/2008,22:45:58,16.414,N,65.491,W
10/15/2008,22:47:58,16.42,N,65.486,W
10/15/2008,22:49:58,16.426,N,65.481,W
10/15/2008,22:51:58,16.432,N,65.476,W
10/15/2008,22:53:58,16.437,N,65.471,W
10/15/2008,22:55:57,16.443,N,65.467,W
10/15/2008,22:57:57,16.449,N,65.462,W
10/15/2008,22:59:57,16.455,N,65.458,W
10/15/2008,23:01:57,16.461,N,65.454,W
10/15/2008,23:03:57,16.467,N,65.451,W
10/15/2008,23:05:57,16.472,N,65.447,W
10/15/2008,23:07:57,16.478,N,65.444,W
10/15/2008,23:09:58,16.484,N,65.441,W
10/15/2008,23:11:58,16.49,N,65.438,W
10/15/2008,23:13:58,16.496,N,65.435,W
10/15/2008,23:15:58,16.502,N,65.432,W
10/15/2008,23:17:24,16.506,N,65.43,W
10/15/2008,23:19:24,16.512,N,65.423,W
10/15/2008,23:21:24,16.518,N,65.416,W
10/15/2008,23:23:24,16.524,N,65.41,W
10/15/2008,23:25:25,16.53,N,65.403,W
10/15/2008,23:27:25,16.536,N,65.396,W
10/15/2008,23:29:25,16.542,N,65.39,W
10/15/2008,23:31:25,16.548,N,65.383,W
10/15/2008,23:33:25,16.554,N,65.376,W
10/15/2008,23:35:25,16.56,N,65.37,W
10/15/2008,23:37:25,16.566,N,65.363,W
10/15/2008,23:39:24,16.573,N,65.357,W
10/15/2008,23:41:24,16.579,N,65.35,W
10/15/2008,23:43:24,16.585,N,65.343,W
10/15/2008,23:45:24,16.591,N,65.337,W
10/15/2008,23:47:24,16.597,N,65.33,W
10/15/2008,23:49:24,16.603,N,65.324,W
10/15/2008,23:51:24,16.609,N,65.317,W
10/15/2008,23:53:24,16.616,N,65.311,W
10/15/2008,23:55:25,16.622,N,65.304,W
10/15/2008,23:57:25,16.628,N,65.298,W
10/15/2008,23:59:25,16.634,N,65.292,W
10/16/2008,0:01:25,16.64,N,65.285,W
10/16/2008,0:03:25,16.647,N,65.279,W
10/16/2008,0:05:25,16.653,N,65.272,W
10/16/2008,0:07:25,16.659,N,65.266,W
10/16/2008,0:09:24,16.665,N,65.259,W
10/16/2008,0:11:24,16.672,N,65.253,W
10/16/2008,0:13:24,16.678,N,65.247,W
10/16/2008,0:15:24,16.685,N,65.24,W
10/16/2008,0:17:24,16.691,N,65.234,W
10/16/2008,0:19:24,16.697,N,65.228,W
10/16/2008,0:21:24,16.704,N,65.221,W
10/16/2008,0:23:24,16.71,N,65.215,W
10/16/2008,0:25:25,16.717,N,65.208,W
10/16/2008,0:27:25,16.723,N,65.202,W
10/16/2008,0:29:25,16.73,N,65.196,W
10/16/2008,0:31:25,16.736,N,65.189,W
10/16/2008,0:33:25,16.743,N,65.183,W
10/16/2008,0:35:25,16.749,N,65.177,W
10/16/2008,0:37:25,16.756,N,65.17,W
10/16/2008,0:39:24,16.763,N,65.164,W
10/16/2008,0:41:24,16.769,N,65.157,W
10/16/2008,0:43:24,16.776,N,65.151,W
10/16/2008,0:45:24,16.783,N,65.144,W
10/16/2008,0:47:24,16.79,N,65.138,W
10/16/2008,0:49:24,16.797,N,65.132,W
10/16/2008,0:51:24,16.803,N,65.125,W
10/16/2008,0:53:24,16.81,N,65.119,W
10/16/2008,0:55:25,16.817,N,65.112,W
10/16/2008,0:57:25,16.824,N,65.106,W
10/16/2008,0:59:25,16.831,N,65.099,W
10/16/2008,1:01:25,16.838,N,65.093,W
10/16/2008,1:03:25,16.845,N,65.086,W
10/16/2008,1:05:25,16.852,N,65.079,W
10/16/2008,1:07:25,16.86,N,65.073,W
10/16/2008,1:09:24,16.867,N,65.066,W
10/16/2008,1:11:24,16.874,N,65.06,W
10/16/2008,1:13:24,16.881,N,65.053,W
10/16/2008,1:15:24,16.889,N,65.046,W
10/16/2008,1:17:24,16.896,N,65.04,W
10/16/2008,1:19:24,16.903,N,65.033,W
10/16/2008,1:21:24,16.911,N,65.026,W
10/16/2008,1:23:24,16.918,N,65.019,W
10/16/2008,1:25:25,16.926,N,65.013,W
10/16/2008,1:27:25,16.933,N,65.006,W
10/16/2008,1:29:25,16.941,N,64.999,W
10/16/2008,1:31:25,16.948,N,64.992,W
10/16/2008,1:33:25,16.956,N,64.985,W
10/16/2008,1:35:25,16.964,N,64.978,W
10/16/2008,1:37:25,16.972,N,64.971,W
10/16/2008,1:39:24,16.98,N,64.964,W
10/16/2008,1:41:24,16.987,N,64.957,W
10/16/2008,1:43:24,16.995,N,64.95,W
10/16/2008,1:45:24,17.003,N,64.943,W
10/16/2008,1:47:24,17.011,N,64.936,W
10/16/2008,1:49:24,17.02,N,64.929,W
10/16/2008,1:51:24,17.028,N,64.922,W
10/16/2008,1:53:24,17.036,N,64.914,W
10/16/2008,1:55:25,17.044,N,64.907,W
10/16/2008,1:57:25,17.052,N,64.9,W
10/16/2008,1:59:25,17.061,N,64.892,W
10/16/2008,2:01:25,17.069,N,64.885,W
10/16/2008,2:03:25,17.078,N,64.878,W
10/16/2008,2:05:25,17.086,N,64.87,W
10/16/2008,2:07:25,17.095,N,64.863,W
10/16/2008,2:09:24,17.103,N,64.855,W
10/16/2008,2:11:24,17.112,N,64.848,W
10/16/2008,2:13:24,17.12,N,64.84,W
10/16/2008,2:15:24,17.129,N,64.833,W
10/16/2008,2:17:24,17.138,N,64.825,W
10/16/2008,2:19:24,17.147,N,64.817,W
10/16/2008,2:21:24,17.155,N,64.81,W
10/16/2008,2:23:24,17.164,N,64.802,W
10/16/2008,2:25:25,17.173,N,64.794,W
10/16/2008,2:27:25,17.182,N,64.786,W
10/16/2008,2:29:25,17.191,N,64.779,W
10/16/2008,2:31:25,17.2,N,64.771,W
10/16/2008,2:33:25,17.209,N,64.763,W
10/16/2008,2:35:25,17.218,N,64.755,W
10/16/2008,2:37:25,17.227,N,64.747,W
10/16/2008,2:37:59,17.23,N,64.745,W
10/16/2008,2:39:59,17.24,N,64.737,W
10/16/2008,2:41:59,17.249,N,64.729,W
10/16/2008,2:43:58,17.259,N,64.72,W
10/16/2008,2:45:58,17.268,N,64.712,W
10/16/2008,2:47:58,17.278,N,64.704,W
10/16/2008,2:49:58,17.288,N,64.696,W
10/16/2008,2:51:58,17.297,N,64.687,W
10/16/2008,2:53:58,17.307,N,64.679,W
10/16/2008,2:55:58,17.317,N,64.671,W
10/16/2008,2:57:59,17.326,N,64.663,W
10/16/2008,2:59:59,17.336,N,64.654,W
10/16/2008,3:01:59,17.346,N,64.646,W
10/16/2008,3:03:59,17.355,N,64.638,W
10/16/2008,3:05:59,17.365,N,64.629,W
10/16/2008,3:07:59,17.375,N,64.621,W
10/16/2008,3:09:59,17.384,N,64.613,W
10/16/2008,3:11:59,17.394,N,64.605,W
10/16/2008,3:13:58,17.404,N,64.596,W
10/16/2008,3:15:58,17.414,N,64.588,W
10/16/2008,3:17:58,17.423,N,64.58,W
10/16/2008,3:19:58,17.433,N,64.572,W
10/16/2008,3:21:58,17.443,N,64.563,W
10/16/2008,3:23:58,17.452,N,64.555,W
10/16/2008,3:25:58,17.462,N,64.547,W
10/16/2008,3:27:59,17.472,N,64.538,W
10/16/2008,3:29:59,17.481,N,64.53,W
10/16/2008,3:31:59,17.491,N,64.522,W
10/16/2008,3:33:59,17.5,N,64.514,W
10/16/2008,3:35:59,17.51,N,64.506,W
10/16/2008,3:37:59,17.519,N,64.497,W
10/16/2008,3:39:59,17.529,N,64.489,W
10/16/2008,3:41:59,17.538,N,64.481,W
10/16/2008,3:43:58,17.548,N,64.473,W
10/16/2008,3:45:58,17.557,N,64.465,W
10/16/2008,3:47:58,17.567,N,64.457,W
10/16/2008,3:49:58,17.576,N,64.449,W
10/16/2008,3:51:58,17.586,N,64.44,W
10/16/2008,3:53:58,17.595,N,64.432,W
10/16/2008,3:55:58,17.605,N,64.424,W
10/16/2008,3:57:59,17.614,N,64.416,W
10/16/2008,3:59:59,17.623,N,64.408,W
10/16/2008,4:00:58,17.628,N,64.404,W
10/16/2008,4:02:58,17.637,N,64.396,W
10/16/2008,4:04:58,17.647,N,64.388,W
10/16/2008,4:06:58,17.656,N,64.38,W
10/16/2008,4:08:58,17.666,N,64.372,W
10/16/2008,4:10:58,17.675,N,64.364,W
10/16/2008,4:12:59,17.684,N,64.356,W
10/16/2008,4:14:59,17.694,N,64.348,W
10/16/2008,4:16:59,17.703,N,64.34,W
10/16/2008,4:18:59,17.712,N,64.333,W
10/16/2008,4:20:59,17.722,N,64.325,W
10/16/2008,4:22:59,17.731,N,64.317,W
10/16/2008,4:24:59,17.74,N,64.309,W
10/16/2008,4:26:59,17.75,N,64.301,W
10/16/2008,4:28:58,17.759,N,64.294,W
10/16/2008,4:30:58,17.768,N,64.286,W
10/16/2008,4:32:58,17.777,N,64.278,W
10/16/2008,4:34:58,17.787,N,64.27,W
10/16/2008,4:36:58,17.796,N,64.262,W
10/16/2008,4:38:58,17.805,N,64.255,W
10/16/2008,4:40:58,17.814,N,64.247,W
10/16/2008,4:42:59,17.823,N,64.239,W
10/16/2008,4:44:59,17.832,N,64.232,W
10/16/2008,4:46:59,17.842,N,64.224,W
10/16/2008,4:48:59,17.851,N,64.216,W
10/16/2008,4:50:59,17.86,N,64.208,W
10/16/2008,4:52:59,17.869,N,64.201,W
10/16/2008,4:54:59,17.878,N,64.193,W
10/16/2008,4:56:59,17.887,N,64.185,W
10/16/2008,4:58:58,17.896,N,64.177,W
10/16/2008,5:00:58,17.905,N,64.169,W
10/16/2008,5:02:58,17.914,N,64.162,W
10/16/2008,5:04:58,17.923,N,64.154,W
10/16/2008,5:06:58,17.932,N,64.146,W
10/16/2008,5:08:58,17.941,N,64.138,W
10/16/2008,5:10:58,17.95,N,64.13,W
10/16/2008,5:12:59,17.959,N,64.122,W
10/16/2008,5:14:59,17.968,N,64.114,W
10/16/2008,5:16:59,17.977,N,64.107,W
10/16/2008,5:18:59,17.986,N,64.099,W
10/16/2008,5:20:59,17.994,N,64.091,W
10/16/2008,5:22:59,18.003,N,64.083,W
10/16/2008,5:24:59,18.012,N,64.075,W
10/16/2008,5:26:59,18.021,N,64.067,W
10/16/2008,5:28:58,18.03,N,64.058,W
10/16/2008,5:30:58,18.039,N,64.05,W
10/16/2008,5:32:58,18.047,N,64.042,W
10/16/2008,5:34:58,18.056,N,64.034,W
10/16/2008,5:36:58,18.065,N,64.026,W
10/16/2008,5:38:58,18.074,N,64.017,W
10/16/2008,5:40:58,18.082,N,64.009,W
10/16/2008,5:42:59,18.091,N,64.001,W
10/16/2008,5:43:53,18.095,N,63.997,W
10/16/2008,5:45:53,18.104,N,63.989,W
10/16/2008,5:47:53,18.113,N,63.98,W
10/16/2008,5:49:53,18.121,N,63.972,W
10/16/2008,5:51:53,18.13,N,63.963,W
10/16/2008,5:53:53,18.139,N,63.955,W
10/16/2008,5:55:53,18.148,N,63.946,W
10/16/2008,5:57:53,18.156,N,63.937,W
10/16/2008,5:59:54,18.165,N,63.929,W
10/16/2008,6:01:54,18.174,N,63.92,W
10/16/2008,6:03:54,18.183,N,63.911,W
10/16/2008,6:05:54,18.191,N,63.903,W
10/16/2008,6:07:54,18.2,N,63.894,W
10/16/2008,6:09:54,18.208,N,63.885,W
10/16/2008,6:11:54,18.217,N,63.876,W
10/16/2008,6:13:53,18.226,N,63.867,W
10/16/2008,6:15:53,18.234,N,63.858,W
10/16/2008,6:17:53,18.243,N,63.85,W
10/16/2008,6:19:53,18.251,N,63.841,W
10/16/2008,6:21:53,18.26,N,63.832,W
10/16/2008,6:23:53,18.268,N,63.822,W
10/16/2008,6:25:53,18.277,N,63.813,W
10/16/2008,6:27:53,18.285,N,63.804,W
10/16/2008,6:29:54,18.294,N,63.795,W
10/16/2008,6:31:54,18.302,N,63.786,W
10/16/2008,6:33:54,18.311,N,63.777,W
10/16/2008,6:35:54,18.319,N,63.767,W
10/16/2008,6:37:54,18.327,N,63.758,W
10/16/2008,6:39:54,18.336,N,63.748,W
10/16/2008,6:41:54,18.344,N,63.739,W
10/16/2008,6:43:53,18.352,N,63.73,W
10/16/2008,6:45:53,18.36,N,63.72,W
10/16/2008,6:47:53,18.369,N,63.71,W
10/16/2008,6:49:53,18.377,N,63.701,W
10/16/2008,6:51:53,18.385,N,63.691,W
10/16/2008,6:53:53,18.393,N,63.681,W
10/16/2008,6:55:53,18.402,N,63.672,W
10/16/2008,6:57:53,18.41,N,63.662,W
10/16/2008,6:59:54,18.418,N,63.652,W
10/16/2008,7:01:54,18.426,N,63.642,W
10/16/2008,7:03:54,18.434,N,63.632,W
10/16/2008,7:05:54,18.442,N,63.622,W
10/16/2008,7:07:54,18.45,N,63.612,W
10/16/2008,7:09:54,18.458,N,63.602,W
10/16/2008,7:11:54,18.466,N,63.592,W
10/16/2008,7:13:53,18.474,N,63.582,W
10/16/2008,7:15:53,18.482,N,63.572,W
10/16/2008,7:17:53,18.49,N,63.562,W
10/16/2008,7:19:53,18.498,N,63.552,W
