Track,for,Ana,2009,,
Date,Time,(UTC),Latitude,Longitude,
MM/DD/Year,HH:MM:SS,(deg),(deg),,
8/15/2009,23:53:59,14.401,N,50.361,W
8/15/2009,23:55:59,14.401,N,50.374,W
8/15/2009,23:58:00,14.4,N,50.387,W
8/16/2009,0:00:00,14.4,N,50.4,W
8/16/2009,0:02:00,14.4,N,50.413,W
8/16/2009,0:04:00,14.399,N,50.426,W
8/16/2009,0:06:00,14.399,N,50.439,W
8/16/2009,0:08:00,14.399,N,50.452,W
8/16/2009,0:10:00,14.398,N,50.465,W
8/16/2009,0:12:00,14.398,N,50.478,W
8/16/2009,0:14:00,14.398,N,50.491,W
8/16/2009,0:16:00,14.397,N,50.504,W
8/16/2009,0:18:00,14.397,N,50.517,W
8/16/2009,0:20:00,14.397,N,50.53,W
8/16/2009,0:22:00,14.396,N,50.543,W
8/16/2009,0:24:00,14.396,N,50.556,W
8/16/2009,0:26:00,14.396,N,50.569,W
8/16/2009,0:28:00,14.395,N,50.583,W
8/16/2009,0:30:00,14.395,N,50.596,W
8/16/2009,0:32:00,14.395,N,50.609,W
8/16/2009,0:34:00,14.394,N,50.622,W
8/16/2009,0:36:00,14.394,N,50.635,W
8/16/2009,0:38:00,14.394,N,50.648,W
8/16/2009,0:40:00,14.393,N,50.661,W
8/16/2009,0:42:00,14.393,N,50.674,W
8/16/2009,0:44:00,14.393,N,50.687,W
8/16/2009,0:46:00,14.392,N,50.7,W
8/16/2009,0:48:00,14.392,N,50.713,W
8/16/2009,0:50:00,14.392,N,50.726,W
8/16/2009,0:52:00,14.391,N,50.739,W
8/16/2009,0:54:00,14.391,N,50.752,W
8/16/2009,0:56:00,14.391,N,50.765,W
8/16/2009,0:58:00,14.39,N,50.778,W
8/16/2009,1:00:00,14.39,N,50.791,W
8/16/2009,1:01:59,14.39,N,50.804,W
8/16/2009,1:04:00,14.389,N,50.817,W
8/16/2009,1:06:00,14.389,N,50.83,W
8/16/2009,1:07:59,14.389,N,50.843,W
8/16/2009,1:09:59,14.388,N,50.856,W
8/16/2009,1:12:00,14.388,N,50.869,W
8/16/2009,1:14:00,14.388,N,50.882,W
8/16/2009,1:15:59,14.388,N,50.895,W
8/16/2009,1:17:59,14.387,N,50.909,W
8/16/2009,1:20:00,14.387,N,50.922,W
8/16/2009,1:22:00,14.387,N,50.935,W
8/16/2009,1:23:59,14.386,N,50.948,W
8/16/2009,1:25:59,14.386,N,50.961,W
8/16/2009,1:28:00,14.386,N,50.974,W
8/16/2009,1:30:00,14.385,N,50.987,W
8/16/2009,1:31:59,14.385,N,51,W
8/16/2009,1:34:00,14.385,N,51.013,W
8/16/2009,1:36:00,14.384,N,51.026,W
8/16/2009,1:38:00,14.384,N,51.039,W
8/16/2009,1:39:59,14.384,N,51.052,W
8/16/2009,1:42:00,14.383,N,51.065,W
8/16/2009,1:44:00,14.383,N,51.078,W
8/16/2009,1:46:00,14.383,N,51.091,W
8/16/2009,1:47:59,14.382,N,51.104,W
8/16/2009,1:50:00,14.382,N,51.117,W
8/16/2009,1:52:00,14.382,N,51.13,W
8/16/2009,1:54:00,14.381,N,51.143,W
8/16/2009,1:55:59,14.381,N,51.156,W
8/16/2009,1:58:00,14.381,N,51.169,W
8/16/2009,2:00:00,14.381,N,51.182,W
8/16/2009,2:01:59,14.38,N,51.196,W
8/16/2009,2:03:59,14.38,N,51.209,W
8/16/2009,2:05:59,14.38,N,51.222,W
8/16/2009,2:08:00,14.379,N,51.235,W
8/16/2009,2:10:00,14.379,N,51.248,W
8/16/2009,2:12:00,14.379,N,51.261,W
8/16/2009,2:14:00,14.378,N,51.274,W
8/16/2009,2:15:59,14.378,N,51.287,W
8/16/2009,2:17:59,14.378,N,51.3,W
8/16/2009,2:19:59,14.377,N,51.313,W
8/16/2009,2:21:59,14.377,N,51.326,W
8/16/2009,2:24:00,14.377,N,51.339,W
8/16/2009,2:26:00,14.377,N,51.352,W
8/16/2009,2:28:00,14.376,N,51.365,W
8/16/2009,2:30:00,14.376,N,51.378,W
8/16/2009,2:31:59,14.376,N,51.391,W
8/16/2009,2:33:59,14.375,N,51.404,W
8/16/2009,2:35:59,14.375,N,51.417,W
8/16/2009,2:38:00,14.375,N,51.43,W
8/16/2009,2:40:00,14.374,N,51.444,W
8/16/2009,2:42:00,14.374,N,51.457,W
8/16/2009,2:44:00,14.374,N,51.47,W
8/16/2009,2:46:00,14.374,N,51.483,W
8/16/2009,2:47:59,14.373,N,51.496,W
8/16/2009,2:49:59,14.373,N,51.509,W
8/16/2009,2:51:59,14.373,N,51.522,W
8/16/2009,2:54:00,14.372,N,51.535,W
8/16/2009,2:56:00,14.372,N,51.548,W
8/16/2009,2:58:00,14.372,N,51.561,W
8/16/2009,3:00:00,14.372,N,51.574,W
8/16/2009,3:01:59,14.371,N,51.587,W
8/16/2009,3:03:59,14.371,N,51.6,W
8/16/2009,3:05:59,14.371,N,51.613,W
8/16/2009,3:08:00,14.37,N,51.626,W
8/16/2009,3:10:00,14.37,N,51.639,W
8/16/2009,3:12:00,14.37,N,51.653,W
8/16/2009,3:14:00,14.37,N,51.666,W
8/16/2009,3:15:59,14.369,N,51.679,W
8/16/2009,3:17:59,14.369,N,51.692,W
8/16/2009,3:19:59,14.369,N,51.705,W
8/16/2009,3:21:59,14.369,N,51.718,W
8/16/2009,3:24:00,14.368,N,51.731,W
8/16/2009,3:26:00,14.368,N,51.744,W
8/16/2009,3:28:00,14.368,N,51.757,W
8/16/2009,3:30:00,14.367,N,51.77,W
8/16/2009,3:31:59,14.367,N,51.783,W
8/16/2009,3:33:59,14.367,N,51.796,W
8/16/2009,3:35:59,14.367,N,51.809,W
8/16/2009,3:38:00,14.366,N,51.823,W
8/16/2009,3:40:00,14.366,N,51.836,W
8/16/2009,3:42:00,14.366,N,51.849,W
8/16/2009,3:44:00,14.366,N,51.862,W
8/16/2009,3:46:00,14.365,N,51.875,W
8/16/2009,3:47:59,14.365,N,51.888,W
8/16/2009,3:49:59,14.365,N,51.901,W
8/16/2009,3:51:59,14.365,N,51.914,W
8/16/2009,3:54:00,14.364,N,51.927,W
8/16/2009,3:56:00,14.364,N,51.94,W
8/16/2009,3:58:00,14.364,N,51.953,W
8/16/2009,4:00:00,14.364,N,51.966,W
8/16/2009,4:01:59,14.363,N,51.98,W
8/16/2009,4:03:59,14.363,N,51.993,W
8/16/2009,4:05:59,14.363,N,52.006,W
8/16/2009,4:07:59,14.363,N,52.019,W
8/16/2009,4:09:59,14.362,N,52.032,W
8/16/2009,4:11:59,14.362,N,52.045,W
8/16/2009,4:13:59,14.362,N,52.058,W
8/16/2009,4:16:00,14.362,N,52.071,W
8/16/2009,4:18:00,14.361,N,52.084,W
8/16/2009,4:20:00,14.361,N,52.097,W
8/16/2009,4:22:00,14.361,N,52.11,W
8/16/2009,4:24:00,14.361,N,52.124,W
8/16/2009,4:26:00,14.36,N,52.137,W
8/16/2009,4:28:00,14.36,N,52.15,W
8/16/2009,4:30:00,14.36,N,52.163,W
8/16/2009,4:31:59,14.36,N,52.176,W
8/16/2009,4:33:59,14.36,N,52.189,W
8/16/2009,4:35:59,14.359,N,52.202,W
8/16/2009,4:37:59,14.359,N,52.215,W
8/16/2009,4:39:59,14.359,N,52.228,W
8/16/2009,4:41:59,14.359,N,52.241,W
8/16/2009,4:43:59,14.358,N,52.255,W
8/16/2009,4:46:00,14.358,N,52.268,W
8/16/2009,4:48:00,14.358,N,52.281,W
8/16/2009,4:50:00,14.358,N,52.294,W
8/16/2009,4:52:00,14.358,N,52.307,W
8/16/2009,4:54:00,14.357,N,52.32,W
8/16/2009,4:56:00,14.357,N,52.333,W
8/16/2009,4:58:00,14.357,N,52.346,W
8/16/2009,5:00:00,14.357,N,52.359,W
8/16/2009,5:01:59,14.357,N,52.373,W
8/16/2009,5:03:59,14.356,N,52.386,W
8/16/2009,5:05:59,14.356,N,52.399,W
8/16/2009,5:07:59,14.356,N,52.412,W
8/16/2009,5:09:59,14.356,N,52.425,W
8/16/2009,5:11:59,14.356,N,52.438,W
8/16/2009,5:13:59,14.355,N,52.451,W
8/16/2009,5:16:00,14.355,N,52.464,W
8/16/2009,5:18:00,14.355,N,52.478,W
8/16/2009,5:20:00,14.355,N,52.491,W
8/16/2009,5:22:00,14.355,N,52.504,W
8/16/2009,5:24:00,14.354,N,52.517,W
8/16/2009,5:26:00,14.354,N,52.53,W
8/16/2009,5:28:00,14.354,N,52.543,W
8/16/2009,5:30:00,14.354,N,52.556,W
8/16/2009,5:31:59,14.354,N,52.569,W
8/16/2009,5:33:59,14.354,N,52.583,W
8/16/2009,5:35:59,14.353,N,52.596,W
8/16/2009,5:37:59,14.353,N,52.609,W
8/16/2009,5:39:59,14.353,N,52.622,W
8/16/2009,5:41:59,14.353,N,52.635,W
8/16/2009,5:43:59,14.353,N,52.648,W
8/16/2009,5:46:00,14.353,N,52.661,W
8/16/2009,5:48:00,14.352,N,52.674,W
8/16/2009,5:50:00,14.352,N,52.688,W
8/16/2009,5:52:00,14.352,N,52.701,W
8/16/2009,5:54:00,14.352,N,52.714,W
8/16/2009,5:56:00,14.352,N,52.727,W
8/16/2009,5:58:00,14.352,N,52.74,W
8/16/2009,6:00:00,14.351,N,52.753,W
8/16/2009,6:01:59,14.351,N,52.767,W
8/16/2009,6:03:59,14.351,N,52.78,W
8/16/2009,6:05:59,14.351,N,52.793,W
8/16/2009,6:07:59,14.351,N,52.806,W
8/16/2009,6:09:59,14.351,N,52.819,W
8/16/2009,6:11:59,14.351,N,52.832,W
8/16/2009,6:13:59,14.351,N,52.845,W
8/16/2009,6:16:00,14.35,N,52.859,W
8/16/2009,6:18:00,14.35,N,52.872,W
8/16/2009,6:20:00,14.35,N,52.885,W
8/16/2009,6:22:00,14.35,N,52.898,W
8/16/2009,6:24:00,14.35,N,52.911,W
8/16/2009,6:26:00,14.35,N,52.924,W
8/16/2009,6:28:00,14.35,N,52.938,W
8/16/2009,6:30:00,14.35,N,52.951,W
8/16/2009,6:31:59,14.349,N,52.964,W
8/16/2009,6:33:59,14.349,N,52.977,W
8/16/2009,6:35:59,14.349,N,52.99,W
8/16/2009,6:37:59,14.349,N,53.003,W
8/16/2009,6:39:59,14.349,N,53.017,W
8/16/2009,6:41:59,14.349,N,53.03,W
8/16/2009,6:43:59,14.349,N,53.043,W
8/16/2009,6:46:00,14.349,N,53.056,W
8/16/2009,6:48:00,14.349,N,53.069,W
8/16/2009,6:50:00,14.349,N,53.083,W
8/16/2009,6:52:00,14.348,N,53.096,W
8/16/2009,6:54:00,14.348,N,53.109,W
8/16/2009,6:56:00,14.348,N,53.122,W
8/16/2009,6:58:00,14.348,N,53.135,W
8/16/2009,7:00:00,14.348,N,53.148,W
8/16/2009,7:01:59,14.348,N,53.162,W
8/16/2009,7:03:59,14.348,N,53.175,W
8/16/2009,7:05:59,14.348,N,53.188,W
8/16/2009,7:07:59,14.348,N,53.201,W
8/16/2009,7:09:59,14.348,N,53.214,W
8/16/2009,7:11:59,14.348,N,53.228,W
8/16/2009,7:13:59,14.348,N,53.241,W
8/16/2009,7:16:00,14.348,N,53.254,W
8/16/2009,7:18:00,14.347,N,53.267,W
8/16/2009,7:20:00,14.347,N,53.28,W
8/16/2009,7:22:00,14.347,N,53.294,W
8/16/2009,7:24:00,14.347,N,53.307,W
8/16/2009,7:26:00,14.347,N,53.32,W
8/16/2009,7:28:00,14.347,N,53.333,W
8/16/2009,7:30:00,14.347,N,53.346,W
8/16/2009,7:31:59,14.347,N,53.36,W
8/16/2009,7:33:59,14.347,N,53.373,W
8/16/2009,7:35:59,14.347,N,53.386,W
8/16/2009,7:37:59,14.347,N,53.399,W
8/16/2009,7:39:59,14.347,N,53.413,W
8/16/2009,7:41:59,14.347,N,53.426,W
8/16/2009,7:43:59,14.347,N,53.439,W
8/16/2009,7:46:00,14.347,N,53.452,W
8/16/2009,7:48:00,14.347,N,53.465,W
8/16/2009,7:50:00,14.347,N,53.479,W
8/16/2009,7:52:00,14.347,N,53.492,W
8/16/2009,7:54:00,14.347,N,53.505,W
8/16/2009,7:56:00,14.347,N,53.518,W
8/16/2009,7:58:00,14.347,N,53.532,W
8/16/2009,8:00:00,14.347,N,53.545,W
8/16/2009,8:02:00,14.347,N,53.558,W
8/16/2009,8:03:59,14.347,N,53.571,W
8/16/2009,8:06:00,14.347,N,53.585,W
8/16/2009,8:07:59,14.347,N,53.598,W
8/16/2009,8:10:00,14.347,N,53.611,W
8/16/2009,8:11:59,14.347,N,53.624,W
8/16/2009,8:14:00,14.347,N,53.637,W
8/16/2009,8:15:59,14.347,N,53.651,W
8/16/2009,8:18:00,14.347,N,53.664,W
8/16/2009,8:19:59,14.347,N,53.677,W
8/16/2009,8:22:00,14.347,N,53.69,W
8/16/2009,8:23:59,14.347,N,53.704,W
8/16/2009,8:26:00,14.347,N,53.717,W
8/16/2009,8:27:59,14.347,N,53.73,W
8/16/2009,8:30:00,14.347,N,53.744,W
8/16/2009,8:32:00,14.347,N,53.757,W
8/16/2009,8:33:59,14.347,N,53.77,W
8/16/2009,8:36:00,14.347,N,53.783,W
8/16/2009,8:37:59,14.347,N,53.797,W
8/16/2009,8:40:00,14.347,N,53.81,W
8/16/2009,8:41:59,14.347,N,53.823,W
8/16/2009,8:44:00,14.348,N,53.836,W
8/16/2009,8:45:59,14.348,N,53.85,W
8/16/2009,8:48:00,14.348,N,53.863,W
8/16/2009,8:49:59,14.348,N,53.876,W
8/16/2009,8:52:00,14.348,N,53.89,W
8/16/2009,8:53:59,14.348,N,53.903,W
8/16/2009,8:56:00,14.348,N,53.916,W
8/16/2009,8:57:59,14.348,N,53.929,W
8/16/2009,9:00:00,14.348,N,53.943,W
8/16/2009,9:02:00,14.348,N,53.956,W
8/16/2009,9:03:59,14.348,N,53.969,W
8/16/2009,9:06:00,14.348,N,53.983,W
8/16/2009,9:07:59,14.348,N,53.996,W
8/16/2009,9:10:00,14.349,N,54.009,W
8/16/2009,9:11:59,14.349,N,54.022,W
8/16/2009,9:14:00,14.349,N,54.036,W
8/16/2009,9:15:59,14.349,N,54.049,W
8/16/2009,9:18:00,14.349,N,54.062,W
8/16/2009,9:19:59,14.349,N,54.076,W
8/16/2009,9:22:00,14.349,N,54.089,W
8/16/2009,9:23:59,14.349,N,54.102,W
8/16/2009,9:26:00,14.349,N,54.116,W
8/16/2009,9:27:59,14.35,N,54.129,W
8/16/2009,9:30:00,14.35,N,54.142,W
8/16/2009,9:32:00,14.35,N,54.156,W
8/16/2009,9:33:59,14.35,N,54.169,W
8/16/2009,9:36:00,14.35,N,54.182,W
8/16/2009,9:37:59,14.35,N,54.195,W
8/16/2009,9:40:00,14.35,N,54.209,W
8/16/2009,9:41:59,14.351,N,54.222,W
8/16/2009,9:44:00,14.351,N,54.235,W
8/16/2009,9:45:59,14.351,N,54.249,W
8/16/2009,9:48:00,14.351,N,54.262,W
8/16/2009,9:49:59,14.351,N,54.275,W
8/16/2009,9:52:00,14.351,N,54.289,W
8/16/2009,9:53:59,14.352,N,54.302,W
8/16/2009,9:56:00,14.352,N,54.316,W
8/16/2009,9:57:59,14.352,N,54.329,W
8/16/2009,10:00:00,14.352,N,54.342,W
8/16/2009,10:02:00,14.352,N,54.356,W
8/16/2009,10:03:59,14.352,N,54.369,W
8/16/2009,10:06:00,14.353,N,54.382,W
8/16/2009,10:07:59,14.353,N,54.396,W
8/16/2009,10:10:00,14.353,N,54.409,W
8/16/2009,10:11:59,14.353,N,54.422,W
8/16/2009,10:14:00,14.353,N,54.436,W
8/16/2009,10:15:59,14.354,N,54.449,W
8/16/2009,10:18:00,14.354,N,54.462,W
8/16/2009,10:19:59,14.354,N,54.476,W
8/16/2009,10:22:00,14.354,N,54.489,W
8/16/2009,10:23:59,14.355,N,54.503,W
8/16/2009,10:26:00,14.355,N,54.516,W
8/16/2009,10:27:59,14.355,N,54.529,W
8/16/2009,10:30:00,14.355,N,54.543,W
8/16/2009,10:32:00,14.356,N,54.556,W
8/16/2009,10:33:59,14.356,N,54.569,W
8/16/2009,10:36:00,14.356,N,54.583,W
8/16/2009,10:37:59,14.356,N,54.596,W
8/16/2009,10:40:00,14.356,N,54.61,W
8/16/2009,10:41:59,14.357,N,54.623,W
8/16/2009,10:44:00,14.357,N,54.636,W
8/16/2009,10:45:59,14.357,N,54.65,W
8/16/2009,10:48:00,14.358,N,54.663,W
8/16/2009,10:49:59,14.358,N,54.677,W
8/16/2009,10:52:00,14.358,N,54.69,W
8/16/2009,10:53:59,14.358,N,54.703,W
8/16/2009,10:56:00,14.359,N,54.717,W
8/16/2009,10:57:59,14.359,N,54.73,W
8/16/2009,11:00:00,14.359,N,54.744,W
8/16/2009,11:02:00,14.36,N,54.757,W
8/16/2009,11:03:59,14.36,N,54.77,W
8/16/2009,11:06:00,14.36,N,54.784,W
8/16/2009,11:07:59,14.36,N,54.797,W
8/16/2009,11:10:00,14.361,N,54.811,W
8/16/2009,11:11:59,14.361,N,54.824,W
8/16/2009,11:14:00,14.361,N,54.838,W
8/16/2009,11:15:59,14.362,N,54.851,W
8/16/2009,11:18:00,14.362,N,54.864,W
8/16/2009,11:19:59,14.362,N,54.878,W
8/16/2009,11:22:00,14.363,N,54.891,W
8/16/2009,11:23:59,14.363,N,54.905,W
8/16/2009,11:26:00,14.363,N,54.918,W
8/16/2009,11:27:59,14.364,N,54.932,W
8/16/2009,11:30:00,14.364,N,54.945,W
8/16/2009,11:32:00,14.364,N,54.959,W
8/16/2009,11:33:59,14.365,N,54.972,W
8/16/2009,11:36:00,14.365,N,54.985,W
8/16/2009,11:37:59,14.365,N,54.999,W
8/16/2009,11:40:00,14.366,N,55.012,W
8/16/2009,11:41:59,14.366,N,55.026,W
8/16/2009,11:44:00,14.367,N,55.039,W
