Track,for,Ana,2009,,
Date,Time,(UTC),Latitude,Longitude,
MM/DD/Year,HH:MM:SS,(deg),(deg),,
8/17/2009,6:22:53,14.907,N,64.888,W
8/17/2009,6:24:54,14.909,N,64.904,W
8/17/2009,6:26:54,14.912,N,64.92,W
8/17/2009,6:28:53,14.915,N,64.936,W
8/17/2009,6:30:53,14.918,N,64.952,W
8/17/2009,6:32:54,14.921,N,64.967,W
8/17/2009,6:34:54,14.923,N,64.983,W
8/17/2009,6:36:53,14.926,N,64.999,W
8/17/2009,6:38:53,14.929,N,65.014,W
8/17/2009,6:40:54,14.932,N,65.03,W
8/17/2009,6:42:54,14.935,N,65.045,W
8/17/2009,6:44:53,14.938,N,65.061,W
8/17/2009,6:46:53,14.941,N,65.076,W
8/17/2009,6:48:54,14.944,N,65.091,W
8/17/2009,6:50:54,14.947,N,65.107,W
8/17/2009,6:52:53,14.95,N,65.122,W
8/17/2009,6:54:54,14.953,N,65.137,W
8/17/2009,6:56:54,14.956,N,65.152,W
8/17/2009,6:58:53,14.959,N,65.167,W
8/17/2009,7:00:53,14.962,N,65.182,W
8/17/2009,7:02:54,14.966,N,65.197,W
8/17/2009,7:04:54,14.969,N,65.212,W
8/17/2009,7:06:53,14.972,N,65.227,W
8/17/2009,7:08:53,14.975,N,65.242,W
8/17/2009,7:10:54,14.978,N,65.256,W
8/17/2009,7:12:54,14.982,N,65.271,W
8/17/2009,7:14:53,14.985,N,65.285,W
8/17/2009,7:16:53,14.988,N,65.3,W
8/17/2009,7:18:54,14.991,N,65.314,W
8/17/2009,7:20:54,14.995,N,65.329,W
8/17/2009,7:22:53,14.998,N,65.343,W
8/17/2009,7:24:54,15.001,N,65.358,W
8/17/2009,7:26:54,15.005,N,65.372,W
8/17/2009,7:28:53,15.008,N,65.386,W
8/17/2009,7:30:53,15.012,N,65.4,W
8/17/2009,7:32:54,15.015,N,65.414,W
8/17/2009,7:34:54,15.019,N,65.428,W
8/17/2009,7:36:53,15.022,N,65.442,W
8/17/2009,7:38:53,15.025,N,65.456,W
8/17/2009,7:40:54,15.029,N,65.47,W
8/17/2009,7:42:54,15.033,N,65.484,W
8/17/2009,7:44:53,15.036,N,65.497,W
8/17/2009,7:46:53,15.04,N,65.511,W
8/17/2009,7:48:54,15.043,N,65.525,W
8/17/2009,7:50:54,15.047,N,65.538,W
8/17/2009,7:52:53,15.051,N,65.552,W
8/17/2009,7:54:54,15.054,N,65.565,W
8/17/2009,7:56:54,15.058,N,65.579,W
8/17/2009,7:58:53,15.062,N,65.592,W
8/17/2009,8:00:53,15.065,N,65.605,W
8/17/2009,8:02:53,15.069,N,65.618,W
8/17/2009,8:04:53,15.073,N,65.632,W
8/17/2009,8:06:54,15.077,N,65.645,W
8/17/2009,8:08:54,15.08,N,65.658,W
8/17/2009,8:10:54,15.084,N,65.671,W
8/17/2009,8:12:54,15.088,N,65.684,W
8/17/2009,8:14:53,15.092,N,65.697,W
8/17/2009,8:16:53,15.096,N,65.71,W
8/17/2009,8:18:53,15.1,N,65.722,W
8/17/2009,8:20:53,15.103,N,65.735,W
8/17/2009,8:22:54,15.107,N,65.748,W
8/17/2009,8:24:54,15.111,N,65.761,W
8/17/2009,8:26:54,15.115,N,65.773,W
8/17/2009,8:28:53,15.119,N,65.786,W
8/17/2009,8:30:53,15.123,N,65.798,W
8/17/2009,8:32:53,15.127,N,65.811,W
8/17/2009,8:34:53,15.131,N,65.823,W
8/17/2009,8:36:54,15.135,N,65.835,W
8/17/2009,8:38:54,15.139,N,65.848,W
8/17/2009,8:40:54,15.144,N,65.86,W
8/17/2009,8:42:54,15.148,N,65.872,W
8/17/2009,8:44:53,15.152,N,65.884,W
8/17/2009,8:46:53,15.156,N,65.896,W
8/17/2009,8:48:53,15.16,N,65.908,W
8/17/2009,8:50:53,15.164,N,65.92,W
8/17/2009,8:52:54,15.169,N,65.932,W
8/17/2009,8:54:54,15.173,N,65.944,W
8/17/2009,8:56:54,15.177,N,65.956,W
8/17/2009,8:58:53,15.181,N,65.967,W
8/17/2009,9:00:53,15.186,N,65.979,W
8/17/2009,9:02:53,15.19,N,65.991,W
8/17/2009,9:04:53,15.194,N,66.002,W
8/17/2009,9:06:54,15.198,N,66.014,W
8/17/2009,9:08:54,15.203,N,66.025,W
8/17/2009,9:10:54,15.207,N,66.037,W
8/17/2009,9:12:54,15.212,N,66.048,W
8/17/2009,9:14:53,15.216,N,66.06,W
8/17/2009,9:16:53,15.22,N,66.071,W
8/17/2009,9:18:53,15.225,N,66.082,W
8/17/2009,9:20:53,15.229,N,66.093,W
8/17/2009,9:22:54,15.234,N,66.105,W
8/17/2009,9:24:54,15.238,N,66.116,W
8/17/2009,9:26:54,15.243,N,66.127,W
8/17/2009,9:28:53,15.247,N,66.138,W
8/17/2009,9:30:53,15.252,N,66.149,W
8/17/2009,9:32:53,15.256,N,66.16,W
8/17/2009,9:34:53,15.261,N,66.171,W
8/17/2009,9:36:54,15.266,N,66.181,W
8/17/2009,9:38:54,15.27,N,66.192,W
8/17/2009,9:40:54,15.275,N,66.203,W
8/17/2009,9:42:54,15.279,N,66.214,W
8/17/2009,9:44:53,15.284,N,66.224,W
8/17/2009,9:46:53,15.289,N,66.235,W
8/17/2009,9:48:53,15.293,N,66.245,W
8/17/2009,9:50:53,15.298,N,66.256,W
8/17/2009,9:52:54,15.303,N,66.266,W
8/17/2009,9:54:54,15.308,N,66.277,W
8/17/2009,9:56:54,15.312,N,66.287,W
8/17/2009,9:58:53,15.317,N,66.297,W
8/17/2009,10:00:53,15.322,N,66.307,W
8/17/2009,10:02:53,15.327,N,66.318,W
8/17/2009,10:04:53,15.332,N,66.328,W
8/17/2009,10:06:54,15.336,N,66.338,W
8/17/2009,10:08:54,15.341,N,66.348,W
8/17/2009,10:10:54,15.346,N,66.358,W
8/17/2009,10:12:54,15.351,N,66.368,W
8/17/2009,10:14:53,15.356,N,66.378,W
8/17/2009,10:16:53,15.361,N,66.388,W
8/17/2009,10:18:53,15.366,N,66.398,W
8/17/2009,10:20:53,15.371,N,66.407,W
8/17/2009,10:22:54,15.376,N,66.417,W
8/17/2009,10:24:54,15.381,N,66.427,W
8/17/2009,10:26:54,15.386,N,66.437,W
8/17/2009,10:28:53,15.391,N,66.446,W
8/17/2009,10:30:53,15.396,N,66.456,W
8/17/2009,10:32:53,15.401,N,66.465,W
8/17/2009,10:34:53,15.406,N,66.475,W
8/17/2009,10:36:54,15.411,N,66.484,W
8/17/2009,10:38:54,15.416,N,66.494,W
8/17/2009,10:40:54,15.421,N,66.503,W
8/17/2009,10:42:54,15.426,N,66.512,W
8/17/2009,10:44:53,15.431,N,66.522,W
8/17/2009,10:46:53,15.437,N,66.531,W
8/17/2009,10:48:53,15.442,N,66.54,W
8/17/2009,10:50:53,15.447,N,66.549,W
8/17/2009,10:52:54,15.452,N,66.558,W
8/17/2009,10:54:54,15.457,N,66.567,W
8/17/2009,10:56:54,15.463,N,66.576,W
8/17/2009,10:58:53,15.468,N,66.585,W
8/17/2009,11:00:53,15.473,N,66.594,W
8/17/2009,11:02:53,15.478,N,66.603,W
8/17/2009,11:04:53,15.484,N,66.612,W
8/17/2009,11:06:54,15.489,N,66.621,W
8/17/2009,11:08:54,15.494,N,66.629,W
8/17/2009,11:10:54,15.5,N,66.638,W
8/17/2009,11:12:54,15.505,N,66.647,W
8/17/2009,11:14:53,15.51,N,66.655,W
8/17/2009,11:16:53,15.516,N,66.664,W
8/17/2009,11:18:53,15.521,N,66.673,W
8/17/2009,11:20:53,15.527,N,66.681,W
8/17/2009,11:22:54,15.532,N,66.69,W
8/17/2009,11:24:54,15.538,N,66.698,W
8/17/2009,11:26:54,15.543,N,66.706,W
8/17/2009,11:28:53,15.548,N,66.715,W
8/17/2009,11:30:53,15.554,N,66.723,W
8/17/2009,11:32:53,15.559,N,66.731,W
8/17/2009,11:34:53,15.565,N,66.739,W
8/17/2009,11:36:54,15.57,N,66.748,W
8/17/2009,11:38:54,15.576,N,66.756,W
8/17/2009,11:40:54,15.582,N,66.764,W
8/17/2009,11:42:54,15.587,N,66.772,W
8/17/2009,11:44:53,15.593,N,66.78,W
8/17/2009,11:46:53,15.598,N,66.788,W
8/17/2009,11:48:53,15.604,N,66.796,W
8/17/2009,11:50:53,15.61,N,66.804,W
8/17/2009,11:52:54,15.615,N,66.812,W
8/17/2009,11:54:54,15.621,N,66.82,W
8/17/2009,11:56:54,15.626,N,66.827,W
8/17/2009,11:58:53,15.632,N,66.835,W
8/17/2009,12:00:53,15.638,N,66.843,W
8/17/2009,12:02:53,15.644,N,66.85,W
8/17/2009,12:04:53,15.649,N,66.858,W
8/17/2009,12:06:54,15.655,N,66.866,W
8/17/2009,12:08:54,15.661,N,66.873,W
8/17/2009,12:10:54,15.667,N,66.881,W
8/17/2009,12:12:54,15.672,N,66.888,W
8/17/2009,12:14:53,15.678,N,66.896,W
8/17/2009,12:16:53,15.684,N,66.903,W
8/17/2009,12:18:53,15.69,N,66.911,W
8/17/2009,12:20:53,15.696,N,66.918,W
8/17/2009,12:22:54,15.701,N,66.925,W
8/17/2009,12:24:54,15.707,N,66.933,W
8/17/2009,12:26:54,15.713,N,66.94,W
8/17/2009,12:28:53,15.719,N,66.947,W
8/17/2009,12:30:53,15.725,N,66.954,W
8/17/2009,12:32:53,15.731,N,66.961,W
8/17/2009,12:34:53,15.737,N,66.968,W
8/17/2009,12:36:54,15.743,N,66.975,W
8/17/2009,12:38:54,15.749,N,66.982,W
8/17/2009,12:40:54,15.754,N,66.989,W
8/17/2009,12:42:54,15.76,N,66.996,W
8/17/2009,12:44:53,15.766,N,67.003,W
8/17/2009,12:46:53,15.772,N,67.01,W
8/17/2009,12:48:53,15.778,N,67.017,W
8/17/2009,12:50:53,15.784,N,67.024,W
8/17/2009,12:52:54,15.79,N,67.031,W
8/17/2009,12:54:54,15.796,N,67.037,W
8/17/2009,12:56:54,15.803,N,67.044,W
8/17/2009,12:58:53,15.809,N,67.051,W
8/17/2009,13:00:53,15.815,N,67.057,W
8/17/2009,13:02:53,15.821,N,67.064,W
8/17/2009,13:04:53,15.827,N,67.071,W
8/17/2009,13:06:54,15.833,N,67.077,W
8/17/2009,13:08:54,15.839,N,67.084,W
8/17/2009,13:10:54,15.845,N,67.09,W
8/17/2009,13:12:54,15.851,N,67.097,W
8/17/2009,13:14:53,15.858,N,67.103,W
8/17/2009,13:16:53,15.864,N,67.109,W
8/17/2009,13:18:53,15.87,N,67.116,W
8/17/2009,13:20:53,15.876,N,67.122,W
8/17/2009,13:22:54,15.882,N,67.128,W
8/17/2009,13:24:54,15.888,N,67.135,W
8/17/2009,13:26:54,15.895,N,67.141,W
8/17/2009,13:28:53,15.901,N,67.147,W
8/17/2009,13:30:53,15.907,N,67.153,W
8/17/2009,13:32:53,15.913,N,67.159,W
8/17/2009,13:34:53,15.92,N,67.165,W
8/17/2009,13:36:54,15.926,N,67.171,W
8/17/2009,13:38:54,15.932,N,67.177,W
8/17/2009,13:40:54,15.939,N,67.183,W
8/17/2009,13:42:54,15.945,N,67.189,W
8/17/2009,13:44:53,15.951,N,67.195,W
8/17/2009,13:46:53,15.958,N,67.201,W
8/17/2009,13:48:53,15.964,N,67.207,W
8/17/2009,13:50:53,15.97,N,67.213,W
8/17/2009,13:52:54,15.977,N,67.219,W
8/17/2009,13:54:54,15.983,N,67.224,W
8/17/2009,13:56:54,15.989,N,67.23,W
8/17/2009,13:58:53,15.996,N,67.236,W
8/17/2009,14:00:53,16.002,N,67.242,W
8/17/2009,14:02:53,16.009,N,67.247,W
8/17/2009,14:04:53,16.015,N,67.253,W
8/17/2009,14:06:54,16.022,N,67.259,W
8/17/2009,14:08:54,16.028,N,67.264,W
8/17/2009,14:10:54,16.034,N,67.27,W
8/17/2009,14:12:54,16.041,N,67.275,W
8/17/2009,14:14:53,16.047,N,67.281,W
8/17/2009,14:16:53,16.054,N,67.286,W
8/17/2009,14:18:53,16.06,N,67.292,W
8/17/2009,14:20:53,16.067,N,67.297,W
8/17/2009,14:22:54,16.073,N,67.302,W
8/17/2009,14:24:54,16.08,N,67.308,W
8/17/2009,14:26:54,16.087,N,67.313,W
8/17/2009,14:28:53,16.093,N,67.318,W
8/17/2009,14:30:53,16.1,N,67.324,W
8/17/2009,14:32:53,16.106,N,67.329,W
8/17/2009,14:34:53,16.113,N,67.334,W
8/17/2009,14:36:54,16.119,N,67.339,W
8/17/2009,14:38:54,16.126,N,67.344,W
8/17/2009,14:40:54,16.133,N,67.349,W
8/17/2009,14:42:54,16.139,N,67.355,W
8/17/2009,14:44:53,16.146,N,67.36,W
8/17/2009,14:46:53,16.152,N,67.365,W
8/17/2009,14:48:53,16.159,N,67.37,W
8/17/2009,14:50:53,16.166,N,67.375,W
8/17/2009,14:52:54,16.172,N,67.38,W
8/17/2009,14:54:54,16.179,N,67.385,W
8/17/2009,14:56:54,16.186,N,67.39,W
8/17/2009,14:58:53,16.193,N,67.394,W
8/17/2009,15:00:53,16.199,N,67.399,W
8/17/2009,15:02:53,16.206,N,67.404,W
8/17/2009,15:04:53,16.213,N,67.409,W
8/17/2009,15:06:54,16.219,N,67.414,W
8/17/2009,15:08:54,16.226,N,67.419,W
8/17/2009,15:10:54,16.233,N,67.423,W
8/17/2009,15:12:54,16.24,N,67.428,W
8/17/2009,15:14:53,16.246,N,67.433,W
8/17/2009,15:16:53,16.253,N,67.437,W
8/17/2009,15:18:53,16.26,N,67.442,W
8/17/2009,15:20:53,16.267,N,67.447,W
8/17/2009,15:22:54,16.274,N,67.451,W
8/17/2009,15:24:54,16.28,N,67.456,W
8/17/2009,15:26:54,16.287,N,67.46,W
8/17/2009,15:28:53,16.294,N,67.465,W
8/17/2009,15:30:53,16.301,N,67.469,W
8/17/2009,15:32:53,16.308,N,67.474,W
8/17/2009,15:34:53,16.315,N,67.478,W
8/17/2009,15:36:54,16.321,N,67.483,W
8/17/2009,15:38:54,16.328,N,67.487,W
8/17/2009,15:40:54,16.335,N,67.492,W
8/17/2009,15:42:54,16.342,N,67.496,W
8/17/2009,15:44:53,16.349,N,67.5,W
8/17/2009,15:46:53,16.356,N,67.505,W
8/17/2009,15:48:53,16.363,N,67.509,W
8/17/2009,15:50:53,16.37,N,67.513,W
8/17/2009,15:52:54,16.377,N,67.518,W
8/17/2009,15:54:54,16.383,N,67.522,W
8/17/2009,15:56:54,16.39,N,67.526,W
8/17/2009,15:58:53,16.397,N,67.53,W
8/17/2009,16:00:53,16.404,N,67.534,W
8/17/2009,16:02:53,16.411,N,67.538,W
8/17/2009,16:04:53,16.418,N,67.543,W
8/17/2009,16:06:54,16.425,N,67.547,W
8/17/2009,16:08:54,16.432,N,67.551,W
8/17/2009,16:10:54,16.439,N,67.555,W
8/17/2009,16:12:54,16.446,N,67.559,W
8/17/2009,16:14:53,16.453,N,67.563,W
8/17/2009,16:16:53,16.46,N,67.567,W
8/17/2009,16:18:53,16.467,N,67.571,W
8/17/2009,16:20:53,16.474,N,67.575,W
8/17/2009,16:22:54,16.481,N,67.579,W
8/17/2009,16:24:54,16.488,N,67.583,W
8/17/2009,16:26:54,16.495,N,67.587,W
8/17/2009,16:28:53,16.502,N,67.591,W
8/17/2009,16:30:53,16.509,N,67.594,W
8/17/2009,16:32:53,16.516,N,67.598,W
8/17/2009,16:34:53,16.524,N,67.602,W
8/17/2009,16:36:54,16.531,N,67.606,W
8/17/2009,16:38:54,16.538,N,67.61,W
8/17/2009,16:40:54,16.545,N,67.614,W
8/17/2009,16:42:54,16.552,N,67.617,W
8/17/2009,16:44:53,16.559,N,67.621,W
8/17/2009,16:46:53,16.566,N,67.625,W
8/17/2009,16:48:53,16.573,N,67.629,W
8/17/2009,16:50:53,16.58,N,67.632,W
8/17/2009,16:52:54,16.587,N,67.636,W
8/17/2009,16:54:54,16.595,N,67.64,W
8/17/2009,16:56:54,16.602,N,67.643,W
8/17/2009,16:58:53,16.609,N,67.647,W
8/17/2009,17:00:53,16.616,N,67.65,W
8/17/2009,17:02:53,16.623,N,67.654,W
8/17/2009,17:04:53,16.63,N,67.658,W
8/17/2009,17:06:54,16.638,N,67.661,W
8/17/2009,17:08:54,16.645,N,67.665,W
8/17/2009,17:10:54,16.652,N,67.668,W
8/17/2009,17:12:54,16.659,N,67.672,W
8/17/2009,17:14:53,16.666,N,67.675,W
8/17/2009,17:16:53,16.673,N,67.679,W
8/17/2009,17:18:53,16.681,N,67.682,W
8/17/2009,17:20:53,16.688,N,67.686,W
8/17/2009,17:22:54,16.695,N,67.689,W
8/17/2009,17:24:54,16.702,N,67.692,W
8/17/2009,17:26:54,16.71,N,67.696,W
8/17/2009,17:28:53,16.717,N,67.699,W
8/17/2009,17:30:53,16.724,N,67.702,W
8/17/2009,17:32:53,16.731,N,67.706,W
8/17/2009,17:34:53,16.739,N,67.709,W
8/17/2009,17:36:54,16.746,N,67.713,W
8/17/2009,17:38:54,16.753,N,67.716,W
8/17/2009,17:40:54,16.76,N,67.719,W
8/17/2009,17:42:54,16.768,N,67.722,W
8/17/2009,17:44:53,16.775,N,67.726,W
8/17/2009,17:46:53,16.782,N,67.729,W
8/17/2009,17:48:53,16.789,N,67.732,W
8/17/2009,17:50:53,16.797,N,67.735,W
8/17/2009,17:52:54,16.804,N,67.739,W
8/17/2009,17:54:54,16.811,N,67.742,W
8/17/2009,17:56:54,16.819,N,67.745,W
8/17/2009,17:58:53,16.826,N,67.748,W
8/17/2009,18:00:53,16.833,N,67.751,W
8/17/2009,18:02:53,16.841,N,67.754,W
8/17/2009,18:04:53,16.848,N,67.758,W
8/17/2009,18:06:54,16.855,N,67.761,W
8/17/2009,18:08:54,16.862,N,67.764,W
8/17/2009,18:10:54,16.87,N,67.767,W
8/17/2009,18:12:54,16.877,N,67.77,W
8/17/2009,18:14:53,16.884,N,67.773,W
8/17/2009,18:16:53,16.892,N,67.776,W
8/17/2009,18:18:53,16.899,N,67.779,W
8/17/2009,18:20:53,16.907,N,67.782,W
8/17/2009,18:22:54,16.914,N,67.785,W
8/17/2009,18:24:54,16.921,N,67.788,W
8/17/2009,18:26:54,16.929,N,67.791,W
8/17/2009,18:28:53,16.936,N,67.794,W
8/17/2009,18:30:53,16.943,N,67.797,W
8/17/2009,18:32:53,16.951,N,67.8,W
8/17/2009,18:34:53,16.958,N,67.803,W
8/17/2009,18:36:54,16.965,N,67.806,W
8/17/2009,18:38:54,16.973,N,67.809,W
8/17/2009,18:40:54,16.98,N,67.812,W
8/17/2009,18:42:54,16.988,N,67.815,W
8/17/2009,18:44:53,16.995,N,67.818,W
8/17/2009,18:46:53,17.002,N,67.821,W
8/17/2009,18:48:53,17.01,N,67.824,W
8/17/2009,18:50:53,17.017,N,67.827,W
8/17/2009,18:52:54,17.025,N,67.829,W
8/17/2009,18:54:54,17.032,N,67.832,W
8/17/2009,18:56:54,17.04,N,67.835,W
8/17/2009,18:58:53,17.047,N,67.838,W
8/17/2009,19:00:53,17.054,N,67.841,W
8/17/2009,19:02:53,17.062,N,67.844,W
8/17/2009,19:04:53,17.069,N,67.847,W
8/17/2009,19:06:54,17.077,N,67.849,W
8/17/2009,19:08:54,17.084,N,67.852,W
8/17/2009,19:10:54,17.092,N,67.855,W
8/17/2009,19:12:54,17.099,N,67.858,W
8/17/2009,19:14:53,17.106,N,67.861,W
8/17/2009,19:16:53,17.114,N,67.863,W
8/17/2009,19:18:53,17.121,N,67.866,W
8/17/2009,19:20:53,17.129,N,67.869,W
8/17/2009,19:22:54,17.136,N,67.872,W
8/17/2009,19:24:54,17.144,N,67.874,W
8/17/2009,19:26:54,17.151,N,67.877,W
8/17/2009,19:28:53,17.159,N,67.88,W
8/17/2009,19:30:53,17.166,N,67.883,W
8/17/2009,19:32:53,17.173,N,67.885,W
8/17/2009,19:34:53,17.181,N,67.888,W
8/17/2009,19:36:54,17.188,N,67.891,W
8/17/2009,19:38:54,17.196,N,67.893,W
8/17/2009,19:40:54,17.203,N,67.896,W
8/17/2009,19:42:54,17.211,N,67.899,W
8/17/2009,19:44:53,17.218,N,67.902,W
8/17/2009,19:46:53,17.226,N,67.904,W
8/17/2009,19:48:53,17.233,N,67.907,W
8/17/2009,19:50:53,17.241,N,67.91,W
8/17/2009,19:52:54,17.248,N,67.912,W
8/17/2009,19:54:54,17.256,N,67.915,W
8/17/2009,19:56:54,17.263,N,67.918,W
8/17/2009,19:58:53,17.271,N,67.92,W
8/17/2009,20:00:53,17.278,N,67.923,W
8/17/2009,20:02:53,17.286,N,67.926,W
8/17/2009,20:04:53,17.293,N,67.928,W
8/17/2009,20:06:54,17.301,N,67.931,W
8/17/2009,20:08:54,17.308,N,67.933,W
8/17/2009,20:10:54,17.316,N,67.936,W
8/17/2009,20:12:54,17.323,N,67.939,W
8/17/2009,20:14:53,17.331,N,67.941,W
8/17/2009,20:16:53,17.338,N,67.944,W
8/17/2009,20:18:53,17.346,N,67.947,W
8/17/2009,20:20:53,17.353,N,67.949,W
8/17/2009,20:22:54,17.361,N,67.952,W
8/17/2009,20:24:54,17.368,N,67.954,W
8/17/2009,20:26:54,17.376,N,67.957,W
8/17/2009,20:28:53,17.383,N,67.96,W
8/17/2009,20:30:53,17.391,N,67.962,W
8/17/2009,20:32:53,17.398,N,67.965,W
8/17/2009,20:34:53,17.406,N,67.967,W
8/17/2009,20:36:54,17.413,N,67.97,W
8/17/2009,20:38:54,17.421,N,67.973,W
8/17/2009,20:40:54,17.428,N,67.975,W
8/17/2009,20:42:54,17.436,N,67.978,W
8/17/2009,20:44:53,17.443,N,67.98,W
8/17/2009,20:46:53,17.451,N,67.983,W
8/17/2009,20:48:53,17.458,N,67.986,W
8/17/2009,20:50:53,17.466,N,67.988,W
8/17/2009,20:52:54,17.473,N,67.991,W
8/17/2009,20:54:54,17.481,N,67.993,W
8/17/2009,20:56:54,17.488,N,67.996,W
8/17/2009,20:58:53,17.496,N,67.999,W
