Track,for,Henri,2003,,,
Date,Time,(UTC),Latitude,Longitude,,Category
MM/DD/Year,HH:MM:SS,(deg),(deg),,,
9/3/2003,17:45:06,27.477,N,87.704,W,0
9/3/2003,17:47:05,27.473,N,87.702,W,0
9/3/2003,17:49:05,27.468,N,87.7,W,0
9/3/2003,17:51:06,27.464,N,87.698,W,0
9/3/2003,17:53:06,27.46,N,87.696,W,0
9/3/2003,17:55:05,27.455,N,87.694,W,0
9/3/2003,17:57:05,27.451,N,87.692,W,0
9/3/2003,17:59:06,27.446,N,87.69,W,0
9/3/2003,18:01:06,27.442,N,87.688,W,0
9/3/2003,18:03:05,27.438,N,87.686,W,0
9/3/2003,18:05:05,27.433,N,87.685,W,0
9/3/2003,18:07:06,27.429,N,87.683,W,0
9/3/2003,18:09:05,27.425,N,87.681,W,0
9/3/2003,18:11:05,27.421,N,87.679,W,0
9/3/2003,18:13:06,27.416,N,87.677,W,0
9/3/2003,18:15:06,27.412,N,87.675,W,0
9/3/2003,18:17:05,27.408,N,87.674,W,0
9/3/2003,18:19:05,27.404,N,87.672,W,0
9/3/2003,18:21:06,27.4,N,87.67,W,0
9/3/2003,18:23:06,27.396,N,87.669,W,0
9/3/2003,18:25:05,27.392,N,87.667,W,0
9/3/2003,18:27:05,27.388,N,87.666,W,0
9/3/2003,18:29:06,27.384,N,87.664,W,0
9/3/2003,18:31:06,27.38,N,87.663,W,0
9/3/2003,18:33:05,27.377,N,87.661,W,0
9/3/2003,18:35:05,27.373,N,87.66,W,0
9/3/2003,18:37:06,27.369,N,87.659,W,0
9/3/2003,18:39:05,27.366,N,87.658,W,0
9/3/2003,18:41:05,27.362,N,87.657,W,0
9/3/2003,18:43:06,27.359,N,87.656,W,0
9/3/2003,18:45:06,27.356,N,87.655,W,0
9/3/2003,18:47:05,27.352,N,87.654,W,0
9/3/2003,18:49:05,27.349,N,87.653,W,0
9/3/2003,18:51:06,27.346,N,87.652,W,0
9/3/2003,18:53:06,27.343,N,87.652,W,0
9/3/2003,18:55:05,27.34,N,87.651,W,0
9/3/2003,18:57:05,27.338,N,87.651,W,0
9/3/2003,18:59:06,27.335,N,87.65,W,0
9/3/2003,19:01:06,27.332,N,87.65,W,0
9/3/2003,19:03:05,27.33,N,87.65,W,0
9/3/2003,19:05:05,27.328,N,87.65,W,0
9/3/2003,19:07:06,27.325,N,87.65,W,0
9/3/2003,19:09:05,27.323,N,87.65,W,0
9/3/2003,19:11:05,27.321,N,87.65,W,0
9/3/2003,19:13:06,27.319,N,87.65,W,0
9/3/2003,19:15:06,27.318,N,87.651,W,0
9/3/2003,19:17:05,27.316,N,87.651,W,0
9/3/2003,19:19:05,27.315,N,87.652,W,0
9/3/2003,19:21:06,27.313,N,87.653,W,0
9/3/2003,19:23:06,27.312,N,87.654,W,0
9/3/2003,19:25:05,27.311,N,87.655,W,0
9/3/2003,19:27:05,27.31,N,87.656,W,0
9/3/2003,19:29:06,27.309,N,87.657,W,0
9/3/2003,19:31:06,27.309,N,87.659,W,0
9/3/2003,19:33:05,27.308,N,87.661,W,0
9/3/2003,19:35:05,27.308,N,87.662,W,0
9/3/2003,19:37:06,27.308,N,87.664,W,0
9/3/2003,19:39:05,27.308,N,87.666,W,0
9/3/2003,19:41:05,27.308,N,87.668,W,0
9/3/2003,19:43:06,27.308,N,87.671,W,0
9/3/2003,19:45:06,27.309,N,87.673,W,0
9/3/2003,19:47:05,27.31,N,87.676,W,0
9/3/2003,19:49:05,27.31,N,87.679,W,0
9/3/2003,19:51:06,27.312,N,87.682,W,0
9/3/2003,19:53:06,27.313,N,87.685,W,0
9/3/2003,19:55:05,27.314,N,87.688,W,0
9/3/2003,19:57:05,27.316,N,87.692,W,0
9/3/2003,19:59:06,27.318,N,87.696,W,0
9/3/2003,20:01:06,27.32,N,87.699,W,0
9/3/2003,20:03:05,27.322,N,87.704,W,0
9/3/2003,20:05:05,27.324,N,87.708,W,0
9/3/2003,20:07:06,27.327,N,87.712,W,0
9/3/2003,20:09:05,27.33,N,87.717,W,0
9/3/2003,20:11:05,27.333,N,87.722,W,0
9/3/2003,20:13:06,27.336,N,87.727,W,0
9/3/2003,20:15:06,27.34,N,87.732,W,0
9/3/2003,20:17:05,27.343,N,87.737,W,0
9/3/2003,20:19:05,27.347,N,87.743,W,0
9/3/2003,20:21:06,27.352,N,87.749,W,0
9/3/2003,20:23:06,27.356,N,87.755,W,0
9/3/2003,20:25:05,27.361,N,87.761,W,0
9/3/2003,20:27:05,27.365,N,87.767,W,0
9/3/2003,20:29:06,27.371,N,87.774,W,0
9/3/2003,20:31:06,27.376,N,87.781,W,0
9/3/2003,20:33:05,27.381,N,87.788,W,0
9/3/2003,20:35:05,27.387,N,87.795,W,0
9/3/2003,20:37:06,27.393,N,87.803,W,0
9/3/2003,20:39:05,27.4,N,87.811,W,0
9/3/2003,20:41:05,27.406,N,87.819,W,0
9/3/2003,20:43:06,27.413,N,87.827,W,0
9/3/2003,20:45:06,27.42,N,87.836,W,0
9/3/2003,20:47:05,27.428,N,87.844,W,0
9/3/2003,20:49:05,27.436,N,87.853,W,0
9/3/2003,20:51:06,27.444,N,87.863,W,0
9/3/2003,20:53:06,27.452,N,87.872,W,0
9/3/2003,20:55:05,27.46,N,87.882,W,0
9/3/2003,20:57:05,27.469,N,87.892,W,0
9/3/2003,20:59:06,27.478,N,87.902,W,0
9/3/2003,21:01:06,27.488,N,87.913,W,0
9/3/2003,21:03:05,27.497,N,87.923,W,0
9/3/2003,21:05:05,27.507,N,87.934,W,0
9/3/2003,21:07:06,27.517,N,87.946,W,0
9/3/2003,21:09:05,27.528,N,87.957,W,0
9/3/2003,21:11:05,27.538,N,87.969,W,0
9/3/2003,21:13:06,27.549,N,87.981,W,0
9/3/2003,21:15:06,27.561,N,87.993,W,0
9/3/2003,21:16:12,27.567,N,88,W,0
9/3/2003,21:18:13,27.57,N,88.003,W,0
9/3/2003,21:20:13,27.573,N,88.007,W,0
9/3/2003,21:22:12,27.576,N,88.01,W,0
9/3/2003,21:24:12,27.579,N,88.013,W,0
9/3/2003,21:26:13,27.582,N,88.016,W,0
9/3/2003,21:28:13,27.585,N,88.019,W,0
9/3/2003,21:30:12,27.587,N,88.022,W,0
9/3/2003,21:32:13,27.59,N,88.024,W,0
9/3/2003,21:34:13,27.593,N,88.027,W,0
9/3/2003,21:36:12,27.595,N,88.029,W,0
9/3/2003,21:38:12,27.598,N,88.031,W,0
9/3/2003,21:40:13,27.6,N,88.033,W,0
9/3/2003,21:42:13,27.603,N,88.035,W,0
9/3/2003,21:44:12,27.605,N,88.037,W,0
9/3/2003,21:46:12,27.607,N,88.038,W,0
9/3/2003,21:48:13,27.609,N,88.04,W,0
9/3/2003,21:50:13,27.612,N,88.041,W,0
9/3/2003,21:52:12,27.614,N,88.042,W,0
9/3/2003,21:54:12,27.616,N,88.043,W,0
9/3/2003,21:56:13,27.617,N,88.044,W,0
9/3/2003,21:58:13,27.619,N,88.045,W,0
9/3/2003,22:00:12,27.621,N,88.046,W,0
9/3/2003,22:02:13,27.623,N,88.046,W,0
9/3/2003,22:04:13,27.624,N,88.046,W,0
9/3/2003,22:06:12,27.626,N,88.046,W,0
9/3/2003,22:08:12,27.628,N,88.046,W,0
9/3/2003,22:10:13,27.629,N,88.046,W,0
9/3/2003,22:12:13,27.63,N,88.046,W,0
9/3/2003,22:14:12,27.632,N,88.045,W,0
9/3/2003,22:16:12,27.633,N,88.044,W,0
9/3/2003,22:18:13,27.634,N,88.043,W,0
9/3/2003,22:20:13,27.635,N,88.042,W,0
9/3/2003,22:22:12,27.636,N,88.041,W,0
9/3/2003,22:24:12,27.637,N,88.04,W,0
9/3/2003,22:26:13,27.637,N,88.038,W,0
9/3/2003,22:28:13,27.638,N,88.036,W,0
9/3/2003,22:30:12,27.639,N,88.034,W,0
9/3/2003,22:32:13,27.639,N,88.032,W,0
9/3/2003,22:34:13,27.64,N,88.03,W,0
9/3/2003,22:36:12,27.64,N,88.027,W,0
9/3/2003,22:38:12,27.64,N,88.024,W,0
9/3/2003,22:40:13,27.641,N,88.022,W,0
9/3/2003,22:42:13,27.641,N,88.018,W,0
9/3/2003,22:44:12,27.641,N,88.015,W,0
9/3/2003,22:46:12,27.641,N,88.012,W,0
9/3/2003,22:48:13,27.641,N,88.008,W,0
9/3/2003,22:50:13,27.64,N,88.004,W,0
9/3/2003,22:52:12,27.64,N,88.001,W,0
9/3/2003,22:54:12,27.64,N,87.997,W,0
9/3/2003,22:56:13,27.639,N,87.992,W,0
9/3/2003,22:58:13,27.639,N,87.988,W,0
9/3/2003,23:00:12,27.638,N,87.983,W,0
9/3/2003,23:02:13,27.638,N,87.979,W,0
9/3/2003,23:04:13,27.637,N,87.974,W,0
9/3/2003,23:06:12,27.636,N,87.969,W,0
9/3/2003,23:08:12,27.636,N,87.964,W,0
9/3/2003,23:10:13,27.635,N,87.959,W,0
9/3/2003,23:12:13,27.634,N,87.954,W,0
9/3/2003,23:14:12,27.633,N,87.948,W,0
9/3/2003,23:16:12,27.632,N,87.943,W,0
9/3/2003,23:18:13,27.631,N,87.937,W,0
9/3/2003,23:20:13,27.63,N,87.931,W,0
9/3/2003,23:22:12,27.629,N,87.925,W,0
9/3/2003,23:24:12,27.627,N,87.92,W,0
9/3/2003,23:26:13,27.626,N,87.913,W,0
9/3/2003,23:28:13,27.625,N,87.907,W,0
9/3/2003,23:30:12,27.624,N,87.901,W,0
9/3/2003,23:32:13,27.622,N,87.895,W,0
9/3/2003,23:34:13,27.621,N,87.888,W,0
9/3/2003,23:36:12,27.619,N,87.882,W,0
9/3/2003,23:38:12,27.618,N,87.875,W,0
9/3/2003,23:40:13,27.616,N,87.869,W,0
9/3/2003,23:42:13,27.615,N,87.862,W,0
9/3/2003,23:44:12,27.613,N,87.855,W,0
9/3/2003,23:46:12,27.612,N,87.848,W,0
9/3/2003,23:48:13,27.61,N,87.842,W,0
9/3/2003,23:50:13,27.608,N,87.835,W,0
9/3/2003,23:52:12,27.607,N,87.828,W,0
9/3/2003,23:54:12,27.605,N,87.821,W,0
9/3/2003,23:56:13,27.603,N,87.814,W,0
9/3/2003,23:58:13,27.602,N,87.806,W,0
9/4/2003,0:00:00,27.6,N,87.8,W,0
9/4/2003,0:01:59,27.6,N,87.798,W,0
9/4/2003,0:04:00,27.601,N,87.796,W,0
9/4/2003,0:06:00,27.601,N,87.795,W,0
9/4/2003,0:07:59,27.601,N,87.793,W,0
9/4/2003,0:09:59,27.601,N,87.791,W,0
9/4/2003,0:12:00,27.602,N,87.79,W,0
9/4/2003,0:14:00,27.602,N,87.788,W,0
9/4/2003,0:15:59,27.602,N,87.786,W,0
9/4/2003,0:17:59,27.603,N,87.785,W,0
9/4/2003,0:20:00,27.603,N,87.783,W,0
9/4/2003,0:22:00,27.603,N,87.782,W,0
9/4/2003,0:23:59,27.603,N,87.78,W,0
9/4/2003,0:25:59,27.603,N,87.779,W,0
9/4/2003,0:28:00,27.604,N,87.777,W,0
9/4/2003,0:30:00,27.604,N,87.776,W,0
9/4/2003,0:31:59,27.604,N,87.774,W,0
9/4/2003,0:34:00,27.604,N,87.773,W,0
9/4/2003,0:36:00,27.605,N,87.772,W,0
9/4/2003,0:37:59,27.605,N,87.77,W,0
9/4/2003,0:39:59,27.605,N,87.769,W,0
9/4/2003,0:42:00,27.605,N,87.768,W,0
9/4/2003,0:44:00,27.606,N,87.767,W,0
9/4/2003,0:45:59,27.606,N,87.765,W,0
9/4/2003,0:47:59,27.606,N,87.764,W,0
9/4/2003,0:50:00,27.606,N,87.763,W,0
9/4/2003,0:52:00,27.606,N,87.762,W,0
9/4/2003,0:53:59,27.607,N,87.761,W,0
9/4/2003,0:55:59,27.607,N,87.76,W,0
9/4/2003,0:58:00,27.607,N,87.759,W,0
9/4/2003,1:00:00,27.607,N,87.758,W,0
9/4/2003,1:01:59,27.607,N,87.756,W,0
9/4/2003,1:04:00,27.607,N,87.755,W,0
9/4/2003,1:06:00,27.608,N,87.754,W,0
9/4/2003,1:07:59,27.608,N,87.753,W,0
9/4/2003,1:09:59,27.608,N,87.752,W,0
9/4/2003,1:12:00,27.608,N,87.752,W,0
9/4/2003,1:14:00,27.608,N,87.751,W,0
9/4/2003,1:15:59,27.609,N,87.75,W,0
9/4/2003,1:17:59,27.609,N,87.749,W,0
9/4/2003,1:20:00,27.609,N,87.748,W,0
9/4/2003,1:22:00,27.609,N,87.747,W,0
9/4/2003,1:23:59,27.61,N,87.746,W,0
9/4/2003,1:25:59,27.61,N,87.745,W,0
9/4/2003,1:28:00,27.61,N,87.744,W,0
9/4/2003,1:30:00,27.61,N,87.744,W,0
9/4/2003,1:31:59,27.61,N,87.743,W,0
9/4/2003,1:34:00,27.611,N,87.742,W,0
9/4/2003,1:36:00,27.611,N,87.741,W,0
9/4/2003,1:37:59,27.611,N,87.74,W,0
9/4/2003,1:39:59,27.611,N,87.74,W,0
9/4/2003,1:42:00,27.612,N,87.739,W,0
9/4/2003,1:44:00,27.612,N,87.738,W,0
9/4/2003,1:45:59,27.612,N,87.737,W,0
9/4/2003,1:47:59,27.613,N,87.737,W,0
9/4/2003,1:50:00,27.613,N,87.736,W,0
9/4/2003,1:52:00,27.613,N,87.735,W,0
9/4/2003,1:53:59,27.613,N,87.734,W,0
9/4/2003,1:55:59,27.614,N,87.734,W,0
9/4/2003,1:58:00,27.614,N,87.733,W,0
9/4/2003,2:00:00,27.614,N,87.732,W,0
9/4/2003,2:01:59,27.615,N,87.731,W,0
9/4/2003,2:04:00,27.615,N,87.731,W,0
9/4/2003,2:06:00,27.615,N,87.73,W,0
9/4/2003,2:07:59,27.616,N,87.729,W,0
9/4/2003,2:09:59,27.616,N,87.729,W,0
9/4/2003,2:12:00,27.617,N,87.728,W,0
9/4/2003,2:14:00,27.617,N,87.727,W,0
9/4/2003,2:15:59,27.617,N,87.726,W,0
9/4/2003,2:17:59,27.618,N,87.726,W,0
9/4/2003,2:20:00,27.618,N,87.725,W,0
9/4/2003,2:22:00,27.619,N,87.724,W,0
9/4/2003,2:23:59,27.619,N,87.724,W,0
9/4/2003,2:25:59,27.62,N,87.723,W,0
9/4/2003,2:28:00,27.62,N,87.722,W,0
9/4/2003,2:30:00,27.621,N,87.721,W,0
9/4/2003,2:31:59,27.621,N,87.721,W,0
9/4/2003,2:34:00,27.622,N,87.72,W,0
9/4/2003,2:36:00,27.622,N,87.719,W,0
9/4/2003,2:37:59,27.623,N,87.718,W,0
9/4/2003,2:39:59,27.623,N,87.718,W,0
9/4/2003,2:42:00,27.624,N,87.717,W,0
9/4/2003,2:44:00,27.624,N,87.716,W,0
9/4/2003,2:45:59,27.625,N,87.715,W,0
9/4/2003,2:47:59,27.626,N,87.714,W,0
9/4/2003,2:50:00,27.626,N,87.713,W,0
9/4/2003,2:52:00,27.627,N,87.713,W,0
9/4/2003,2:53:59,27.628,N,87.712,W,0
9/4/2003,2:55:59,27.628,N,87.711,W,0
9/4/2003,2:58:00,27.629,N,87.71,W,0
9/4/2003,3:00:00,27.63,N,87.709,W,0
9/4/2003,3:01:59,27.631,N,87.708,W,0
9/4/2003,3:04:00,27.631,N,87.707,W,0
9/4/2003,3:06:00,27.632,N,87.706,W,0
9/4/2003,3:07:59,27.633,N,87.705,W,0
9/4/2003,3:09:59,27.634,N,87.705,W,0
9/4/2003,3:12:00,27.635,N,87.704,W,0
9/4/2003,3:14:00,27.636,N,87.703,W,0
9/4/2003,3:15:59,27.637,N,87.702,W,0
9/4/2003,3:17:59,27.637,N,87.7,W,0
9/4/2003,3:20:00,27.638,N,87.699,W,0
9/4/2003,3:22:00,27.639,N,87.698,W,0
9/4/2003,3:23:59,27.64,N,87.697,W,0
9/4/2003,3:25:59,27.641,N,87.696,W,0
9/4/2003,3:28:00,27.642,N,87.695,W,0
9/4/2003,3:30:00,27.643,N,87.694,W,0
9/4/2003,3:31:59,27.644,N,87.693,W,0
9/4/2003,3:34:00,27.646,N,87.692,W,0
9/4/2003,3:36:00,27.647,N,87.69,W,0
9/4/2003,3:37:59,27.648,N,87.689,W,0
9/4/2003,3:39:59,27.649,N,87.688,W,0
9/4/2003,3:42:00,27.65,N,87.686,W,0
9/4/2003,3:44:00,27.651,N,87.685,W,0
9/4/2003,3:45:59,27.653,N,87.684,W,0
9/4/2003,3:47:59,27.654,N,87.682,W,0
9/4/2003,3:50:00,27.655,N,87.681,W,0
9/4/2003,3:52:00,27.657,N,87.68,W,0
9/4/2003,3:53:59,27.658,N,87.678,W,0
9/4/2003,3:55:59,27.659,N,87.677,W,0
9/4/2003,3:58:00,27.661,N,87.675,W,0
9/4/2003,4:00:00,27.662,N,87.674,W,0
9/4/2003,4:01:59,27.663,N,87.672,W,0
9/4/2003,4:04:00,27.665,N,87.67,W,0
9/4/2003,4:06:00,27.666,N,87.669,W,0
9/4/2003,4:07:59,27.668,N,87.667,W,0
9/4/2003,4:09:59,27.669,N,87.666,W,0
9/4/2003,4:12:00,27.671,N,87.664,W,0
9/4/2003,4:14:00,27.672,N,87.662,W,0
9/4/2003,4:15:59,27.674,N,87.661,W,0
9/4/2003,4:17:59,27.676,N,87.659,W,0
9/4/2003,4:20:00,27.677,N,87.657,W,0
9/4/2003,4:22:00,27.679,N,87.655,W,0
9/4/2003,4:23:59,27.681,N,87.653,W,0
9/4/2003,4:25:59,27.682,N,87.652,W,0
9/4/2003,4:28:00,27.684,N,87.65,W,0
9/4/2003,4:30:00,27.686,N,87.648,W,0
9/4/2003,4:31:59,27.688,N,87.646,W,0
9/4/2003,4:34:00,27.689,N,87.644,W,0
9/4/2003,4:36:00,27.691,N,87.642,W,0
9/4/2003,4:37:59,27.693,N,87.64,W,0
9/4/2003,4:39:59,27.695,N,87.638,W,0
9/4/2003,4:42:00,27.697,N,87.636,W,0
9/4/2003,4:44:00,27.698,N,87.634,W,0
9/4/2003,4:45:59,27.7,N,87.632,W,0
9/4/2003,4:47:59,27.702,N,87.63,W,0
9/4/2003,4:50:00,27.704,N,87.628,W,0
9/4/2003,4:52:00,27.706,N,87.626,W,0
9/4/2003,4:53:59,27.708,N,87.624,W,0
9/4/2003,4:55:59,27.71,N,87.622,W,0
9/4/2003,4:58:00,27.712,N,87.62,W,0
9/4/2003,5:00:00,27.714,N,87.618,W,0
9/4/2003,5:01:59,27.716,N,87.616,W,0
9/4/2003,5:04:00,27.718,N,87.613,W,0
9/4/2003,5:06:00,27.72,N,87.611,W,0
9/4/2003,5:07:03,27.721,N,87.61,W,0
9/4/2003,5:09:04,27.726,N,87.602,W,0
9/4/2003,5:11:03,27.73,N,87.594,W,0
9/4/2003,5:13:03,27.735,N,87.586,W,0
9/4/2003,5:15:04,27.739,N,87.579,W,0
9/4/2003,5:17:04,27.743,N,87.572,W,0
9/4/2003,5:19:03,27.748,N,87.565,W,0
9/4/2003,5:21:03,27.752,N,87.559,W,0
9/4/2003,5:23:04,27.756,N,87.552,W,0
9/4/2003,5:25:04,27.759,N,87.546,W,0
9/4/2003,5:27:03,27.763,N,87.54,W,0
9/4/2003,5:29:03,27.767,N,87.535,W,0
9/4/2003,5:31:04,27.77,N,87.529,W,0
9/4/2003,5:33:04,27.774,N,87.524,W,0
9/4/2003,5:35:03,27.777,N,87.519,W,0
9/4/2003,5:37:03,27.78,N,87.515,W,0
9/4/2003,5:39:04,27.784,N,87.51,W,0
9/4/2003,5:41:03,27.787,N,87.506,W,0
9/4/2003,5:43:03,27.79,N,87.502,W,0
9/4/2003,5:45:04,27.793,N,87.498,W,0
9/4/2003,5:47:04,27.795,N,87.494,W,0
9/4/2003,5:49:03,27.798,N,87.491,W,0
9/4/2003,5:51:03,27.801,N,87.488,W,0
9/4/2003,5:53:04,27.803,N,87.485,W,0
9/4/2003,5:55:04,27.806,N,87.482,W,0
9/4/2003,5:57:03,27.808,N,87.479,W,0
9/4/2003,5:59:03,27.81,N,87.477,W,0
9/4/2003,6:01:04,27.813,N,87.474,W,0
9/4/2003,6:03:04,27.815,N,87.472,W,0
9/4/2003,6:05:03,27.817,N,87.47,W,0
9/4/2003,6:07:03,27.819,N,87.469,W,0
9/4/2003,6:09:04,27.821,N,87.467,W,0
9/4/2003,6:11:03,27.823,N,87.466,W,0
9/4/2003,6:13:03,27.824,N,87.464,W,0
9/4/2003,6:15:04,27.826,N,87.463,W,0
9/4/2003,6:17:04,27.828,N,87.462,W,0
9/4/2003,6:19:03,27.829,N,87.462,W,0
9/4/2003,6:21:03,27.831,N,87.461,W,0
9/4/2003,6:23:04,27.832,N,87.461,W,0
9/4/2003,6:25:04,27.834,N,87.46,W,0
9/4/2003,6:27:03,27.835,N,87.46,W,0
9/4/2003,6:29:03,27.836,N,87.46,W,0
9/4/2003,6:31:04,27.838,N,87.46,W,0
9/4/2003,6:33:04,27.839,N,87.461,W,0
9/4/2003,6:35:03,27.84,N,87.461,W,0
9/4/2003,6:37:03,27.841,N,87.461,W,0
9/4/2003,6:39:04,27.842,N,87.462,W,0
9/4/2003,6:41:03,27.843,N,87.463,W,0
9/4/2003,6:43:03,27.844,N,87.464,W,0
9/4/2003,6:45:04,27.845,N,87.465,W,0
9/4/2003,6:47:04,27.845,N,87.466,W,0
9/4/2003,6:49:03,27.846,N,87.467,W,0
9/4/2003,6:51:03,27.847,N,87.468,W,0
9/4/2003,6:53:04,27.848,N,87.469,W,0
9/4/2003,6:55:04,27.848,N,87.471,W,0
9/4/2003,6:57:03,27.849,N,87.473,W,0
9/4/2003,6:57:41,27.849,N,87.473,W,0
9/4/2003,6:59:41,27.851,N,87.476,W,0
9/4/2003,7:01:40,27.853,N,87.479,W,0
9/4/2003,7:03:40,27.855,N,87.482,W,0
9/4/2003,7:05:41,27.857,N,87.485,W,0
9/4/2003,7:07:41,27.859,N,87.488,W,0
9/4/2003,7:09:40,27.86,N,87.491,W,0
9/4/2003,7:11:41,27.862,N,87.495,W,0
9/4/2003,7:13:41,27.863,N,87.498,W,0
9/4/2003,7:15:40,27.865,N,87.501,W,0
9/4/2003,7:17:40,27.866,N,87.504,W,0
9/4/2003,7:19:41,27.867,N,87.507,W,0
9/4/2003,7:21:41,27.867,N,87.51,W,0
9/4/2003,7:23:40,27.868,N,87.513,W,0
9/4/2003,7:25:40,27.868,N,87.516,W,0
9/4/2003,7:27:41,27.869,N,87.518,W,0
9/4/2003,7:29:41,27.869,N,87.521,W,0
9/4/2003,7:31:40,27.868,N,87.523,W,0
9/4/2003,7:33:40,27.868,N,87.525,W,0
9/4/2003,7:35:41,27.867,N,87.528,W,0
9/4/2003,7:37:41,27.867,N,87.53,W,0
9/4/2003,7:39:40,27.866,N,87.531,W,0
9/4/2003,7:41:41,27.864,N,87.533,W,0
9/4/2003,7:43:41,27.863,N,87.535,W,0
9/4/2003,7:45:40,27.861,N,87.536,W,0
9/4/2003,7:47:40,27.86,N,87.537,W,0
9/4/2003,7:49:41,27.858,N,87.539,W,0
9/4/2003,7:51:41,27.856,N,87.54,W,0
9/4/2003,7:52:14,27.855,N,87.54,W,0
9/4/2003,7:54:15,27.854,N,87.542,W,0
9/4/2003,7:56:15,27.852,N,87.543,W,0
9/4/2003,7:58:14,27.851,N,87.544,W,0
9/4/2003,8:00:14,27.849,N,87.546,W,0
9/4/2003,8:02:14,27.847,N,87.547,W,0
9/4/2003,8:04:15,27.845,N,87.548,W,0
9/4/2003,8:06:15,27.843,N,87.548,W,0
9/4/2003,8:08:15,27.84,N,87.549,W,0
9/4/2003,8:10:15,27.838,N,87.55,W,0
9/4/2003,8:12:14,27.835,N,87.55,W,0
9/4/2003,8:14:14,27.832,N,87.551,W,0
9/4/2003,8:16:14,27.829,N,87.551,W,0
9/4/2003,8:18:14,27.825,N,87.551,W,0
9/4/2003,8:20:15,27.821,N,87.551,W,0
9/4/2003,8:22:15,27.817,N,87.551,W,0
9/4/2003,8:24:15,27.813,N,87.55,W,0
9/4/2003,8:26:15,27.809,N,87.55,W,0
9/4/2003,8:28:14,27.804,N,87.549,W,0
9/4/2003,8:30:14,27.8,N,87.549,W,0
9/4/2003,8:32:14,27.795,N,87.548,W,0
9/4/2003,8:34:15,27.79,N,87.547,W,0
9/4/2003,8:36:15,27.784,N,87.546,W,0
9/4/2003,8:38:15,27.779,N,87.544,W,0
9/4/2003,8:40:15,27.774,N,87.543,W,0
9/4/2003,8:42:14,27.768,N,87.542,W,0
9/4/2003,8:44:14,27.762,N,87.54,W,0
9/4/2003,8:46:14,27.757,N,87.539,W,0
9/4/2003,8:46:52,27.755,N,87.538,W,0
9/4/2003,8:48:52,27.752,N,87.538,W,0
9/4/2003,8:50:52,27.749,N,87.537,W,0
9/4/2003,8:52:52,27.746,N,87.537,W,0
9/4/2003,8:54:51,27.743,N,87.536,W,0
9/4/2003,8:56:51,27.74,N,87.536,W,0
9/4/2003,8:58:51,27.737,N,87.536,W,0
9/4/2003,9:00:52,27.734,N,87.535,W,0
9/4/2003,9:02:52,27.731,N,87.534,W,0
9/4/2003,9:04:52,27.728,N,87.534,W,0
9/4/2003,9:06:52,27.726,N,87.533,W,0
9/4/2003,9:08:51,27.723,N,87.533,W,0
9/4/2003,9:10:51,27.721,N,87.532,W,0
9/4/2003,9:12:51,27.718,N,87.531,W,0
9/4/2003,9:14:51,27.716,N,87.53,W,0
9/4/2003,9:16:52,27.714,N,87.53,W,0
9/4/2003,9:18:52,27.711,N,87.529,W,0
9/4/2003,9:20:52,27.709,N,87.528,W,0
9/4/2003,9:22:52,27.707,N,87.527,W,0
9/4/2003,9:24:51,27.705,N,87.526,W,0
9/4/2003,9:26:51,27.703,N,87.525,W,0
9/4/2003,9:28:51,27.702,N,87.524,W,0
9/4/2003,9:30:52,27.7,N,87.523,W,0
9/4/2003,9:32:52,27.698,N,87.521,W,0
9/4/2003,9:34:52,27.697,N,87.52,W,0
9/4/2003,9:36:52,27.695,N,87.519,W,0
9/4/2003,9:38:51,27.694,N,87.518,W,0
9/4/2003,9:40:51,27.693,N,87.516,W,0
9/4/2003,9:42:51,27.692,N,87.515,W,0
9/4/2003,9:44:51,27.691,N,87.513,W,0
9/4/2003,9:46:52,27.69,N,87.512,W,0
9/4/2003,9:48:52,27.689,N,87.51,W,0
9/4/2003,9:50:52,27.688,N,87.508,W,0
9/4/2003,9:52:52,27.688,N,87.507,W,0
9/4/2003,9:54:51,27.687,N,87.505,W,0
9/4/2003,9:56:51,27.687,N,87.503,W,0
9/4/2003,9:58:51,27.687,N,87.501,W,0
9/4/2003,10:00:52,27.687,N,87.499,W,0
9/4/2003,10:02:52,27.687,N,87.497,W,0
9/4/2003,10:04:52,27.687,N,87.495,W,0
9/4/2003,10:06:52,27.687,N,87.493,W,0
9/4/2003,10:08:51,27.687,N,87.491,W,0
9/4/2003,10:10:51,27.688,N,87.488,W,0
9/4/2003,10:12:51,27.688,N,87.486,W,0
9/4/2003,10:14:51,27.689,N,87.483,W,0
9/4/2003,10:16:52,27.69,N,87.481,W,0
9/4/2003,10:18:52,27.691,N,87.478,W,0
9/4/2003,10:20:52,27.692,N,87.476,W,0
9/4/2003,10:22:52,27.693,N,87.473,W,0
9/4/2003,10:24:51,27.695,N,87.47,W,0
9/4/2003,10:26:51,27.696,N,87.467,W,0
9/4/2003,10:28:51,27.698,N,87.464,W,0
9/4/2003,10:30:52,27.7,N,87.461,W,0
9/4/2003,10:32:52,27.702,N,87.458,W,0
9/4/2003,10:34:52,27.704,N,87.455,W,0
9/4/2003,10:36:52,27.706,N,87.452,W,0
9/4/2003,10:38:51,27.709,N,87.448,W,0
9/4/2003,10:40:51,27.711,N,87.445,W,0
9/4/2003,10:42:51,27.714,N,87.441,W,0
9/4/2003,10:44:51,27.717,N,87.438,W,0
9/4/2003,10:46:52,27.72,N,87.434,W,0
9/4/2003,10:48:52,27.723,N,87.43,W,0
