Track,for,Henri,2003,,,
Date,Time,(UTC),Latitude,Longitude,,Category
MM/DD/Year,HH:MM:SS,(deg),(deg),,,
9/7/2003,10:15:19,30.4,N,79.038,W,0
9/7/2003,10:17:19,30.407,N,79.035,W,0
9/7/2003,10:19:19,30.414,N,79.032,W,0
9/7/2003,10:21:19,30.421,N,79.029,W,0
9/7/2003,10:23:19,30.428,N,79.026,W,0
9/7/2003,10:25:20,30.435,N,79.023,W,0
9/7/2003,10:27:20,30.442,N,79.02,W,0
9/7/2003,10:29:20,30.449,N,79.017,W,0
9/7/2003,10:31:20,30.455,N,79.014,W,0
9/7/2003,10:33:20,30.462,N,79.012,W,0
9/7/2003,10:35:20,30.469,N,79.009,W,0
9/7/2003,10:37:20,30.476,N,79.006,W,0
9/7/2003,10:39:20,30.482,N,79.003,W,0
9/7/2003,10:41:19,30.489,N,79,W,0
9/7/2003,10:43:19,30.496,N,78.997,W,0
9/7/2003,10:45:19,30.502,N,78.994,W,0
9/7/2003,10:47:19,30.509,N,78.991,W,0
9/7/2003,10:49:19,30.515,N,78.988,W,0
9/7/2003,10:51:19,30.522,N,78.985,W,0
9/7/2003,10:53:19,30.528,N,78.982,W,0
9/7/2003,10:55:20,30.535,N,78.98,W,0
9/7/2003,10:57:20,30.541,N,78.977,W,0
9/7/2003,10:59:20,30.548,N,78.974,W,0
9/7/2003,11:01:20,30.554,N,78.971,W,0
9/7/2003,11:03:20,30.561,N,78.968,W,0
9/7/2003,11:05:20,30.567,N,78.965,W,0
9/7/2003,11:07:20,30.573,N,78.962,W,0
9/7/2003,11:09:20,30.58,N,78.959,W,0
9/7/2003,11:11:19,30.586,N,78.956,W,0
9/7/2003,11:13:19,30.592,N,78.954,W,0
9/7/2003,11:15:19,30.598,N,78.951,W,0
9/7/2003,11:17:19,30.605,N,78.948,W,0
9/7/2003,11:19:19,30.611,N,78.945,W,0
9/7/2003,11:21:19,30.617,N,78.942,W,0
9/7/2003,11:23:19,30.623,N,78.939,W,0
9/7/2003,11:25:20,30.629,N,78.936,W,0
9/7/2003,11:27:20,30.635,N,78.934,W,0
9/7/2003,11:29:20,30.641,N,78.931,W,0
9/7/2003,11:31:20,30.647,N,78.928,W,0
9/7/2003,11:33:20,30.653,N,78.925,W,0
9/7/2003,11:35:20,30.659,N,78.922,W,0
9/7/2003,11:37:20,30.665,N,78.919,W,0
9/7/2003,11:39:20,30.671,N,78.916,W,0
9/7/2003,11:41:19,30.677,N,78.914,W,0
9/7/2003,11:43:19,30.683,N,78.911,W,0
9/7/2003,11:45:19,30.688,N,78.908,W,0
9/7/2003,11:47:19,30.694,N,78.905,W,0
9/7/2003,11:49:19,30.7,N,78.902,W,0
9/7/2003,11:51:19,30.705,N,78.899,W,0
9/7/2003,11:53:19,30.711,N,78.897,W,0
9/7/2003,11:55:20,30.717,N,78.894,W,0
9/7/2003,11:57:20,30.722,N,78.891,W,0
9/7/2003,11:59:20,30.728,N,78.888,W,0
9/7/2003,12:01:20,30.733,N,78.885,W,0
9/7/2003,12:03:20,30.739,N,78.883,W,0
9/7/2003,12:05:20,30.744,N,78.88,W,0
9/7/2003,12:07:20,30.75,N,78.877,W,0
9/7/2003,12:09:20,30.755,N,78.874,W,0
9/7/2003,12:11:19,30.76,N,78.871,W,0
9/7/2003,12:13:19,30.766,N,78.869,W,0
9/7/2003,12:15:19,30.771,N,78.866,W,0
9/7/2003,12:17:19,30.776,N,78.863,W,0
9/7/2003,12:19:19,30.781,N,78.86,W,0
9/7/2003,12:21:19,30.786,N,78.857,W,0
9/7/2003,12:23:19,30.792,N,78.855,W,0
9/7/2003,12:25:20,30.797,N,78.852,W,0
9/7/2003,12:27:20,30.802,N,78.849,W,0
9/7/2003,12:29:20,30.807,N,78.846,W,0
9/7/2003,12:31:20,30.812,N,78.844,W,0
9/7/2003,12:33:20,30.817,N,78.841,W,0
9/7/2003,12:35:20,30.821,N,78.838,W,0
9/7/2003,12:37:20,30.826,N,78.835,W,0
9/7/2003,12:39:20,30.831,N,78.833,W,0
9/7/2003,12:41:19,30.836,N,78.83,W,0
9/7/2003,12:43:19,30.841,N,78.827,W,0
9/7/2003,12:45:19,30.845,N,78.824,W,0
9/7/2003,12:47:19,30.85,N,78.822,W,0
9/7/2003,12:49:19,30.855,N,78.819,W,0
9/7/2003,12:51:19,30.859,N,78.816,W,0
9/7/2003,12:53:19,30.864,N,78.813,W,0
9/7/2003,12:55:20,30.868,N,78.811,W,0
9/7/2003,12:57:20,30.873,N,78.808,W,0
9/7/2003,12:59:20,30.877,N,78.805,W,0
9/7/2003,13:01:20,30.882,N,78.802,W,0
9/7/2003,13:03:20,30.886,N,78.8,W,0
9/7/2003,13:05:20,30.891,N,78.797,W,0
9/7/2003,13:07:20,30.895,N,78.794,W,0
9/7/2003,13:09:20,30.899,N,78.792,W,0
9/7/2003,13:11:19,30.904,N,78.789,W,0
9/7/2003,13:13:19,30.908,N,78.786,W,0
9/7/2003,13:15:19,30.912,N,78.783,W,0
9/7/2003,13:17:19,30.916,N,78.781,W,0
9/7/2003,13:19:19,30.92,N,78.778,W,0
9/7/2003,13:21:19,30.924,N,78.775,W,0
9/7/2003,13:23:19,30.929,N,78.773,W,0
9/7/2003,13:25:20,30.933,N,78.77,W,0
9/7/2003,13:27:20,30.937,N,78.767,W,0
9/7/2003,13:29:20,30.941,N,78.765,W,0
9/7/2003,13:31:20,30.945,N,78.762,W,0
9/7/2003,13:33:20,30.948,N,78.759,W,0
9/7/2003,13:35:20,30.952,N,78.757,W,0
9/7/2003,13:37:20,30.956,N,78.754,W,0
9/7/2003,13:39:20,30.96,N,78.751,W,0
9/7/2003,13:41:19,30.964,N,78.749,W,0
9/7/2003,13:43:19,30.968,N,78.746,W,0
9/7/2003,13:45:19,30.972,N,78.743,W,0
9/7/2003,13:47:19,30.975,N,78.741,W,0
9/7/2003,13:49:19,30.979,N,78.738,W,0
9/7/2003,13:51:19,30.983,N,78.735,W,0
9/7/2003,13:53:19,30.986,N,78.733,W,0
9/7/2003,13:55:20,30.99,N,78.73,W,0
9/7/2003,13:57:20,30.994,N,78.727,W,0
9/7/2003,13:59:20,30.997,N,78.725,W,0
9/7/2003,14:01:20,31.001,N,78.722,W,0
9/7/2003,14:03:20,31.004,N,78.719,W,0
9/7/2003,14:05:20,31.008,N,78.717,W,0
9/7/2003,14:07:20,31.011,N,78.714,W,0
9/7/2003,14:09:20,31.015,N,78.712,W,0
9/7/2003,14:11:19,31.018,N,78.709,W,0
9/7/2003,14:13:19,31.021,N,78.706,W,0
9/7/2003,14:15:19,31.025,N,78.704,W,0
9/7/2003,14:17:19,31.028,N,78.701,W,0
9/7/2003,14:19:19,31.031,N,78.698,W,0
9/7/2003,14:21:19,31.035,N,78.696,W,0
9/7/2003,14:23:19,31.038,N,78.693,W,0
9/7/2003,14:25:20,31.041,N,78.691,W,0
9/7/2003,14:27:20,31.045,N,78.688,W,0
9/7/2003,14:29:20,31.048,N,78.685,W,0
9/7/2003,14:31:20,31.051,N,78.683,W,0
9/7/2003,14:33:20,31.054,N,78.68,W,0
9/7/2003,14:35:20,31.057,N,78.678,W,0
9/7/2003,14:37:20,31.06,N,78.675,W,0
9/7/2003,14:39:20,31.063,N,78.672,W,0
9/7/2003,14:41:19,31.067,N,78.67,W,0
9/7/2003,14:43:19,31.07,N,78.667,W,0
9/7/2003,14:45:19,31.073,N,78.664,W,0
9/7/2003,14:47:19,31.076,N,78.662,W,0
9/7/2003,14:49:19,31.079,N,78.659,W,0
9/7/2003,14:51:19,31.082,N,78.657,W,0
9/7/2003,14:53:19,31.085,N,78.654,W,0
9/7/2003,14:55:20,31.088,N,78.652,W,0
9/7/2003,14:57:20,31.09,N,78.649,W,0
9/7/2003,14:59:20,31.093,N,78.646,W,0
9/7/2003,15:01:20,31.096,N,78.644,W,0
9/7/2003,15:03:20,31.099,N,78.641,W,0
9/7/2003,15:05:20,31.102,N,78.639,W,0
9/7/2003,15:07:20,31.105,N,78.636,W,0
9/7/2003,15:09:20,31.108,N,78.633,W,0
9/7/2003,15:11:19,31.11,N,78.631,W,0
9/7/2003,15:13:19,31.113,N,78.628,W,0
9/7/2003,15:15:19,31.116,N,78.626,W,0
9/7/2003,15:17:19,31.119,N,78.623,W,0
9/7/2003,15:19:19,31.121,N,78.621,W,0
9/7/2003,15:21:19,31.124,N,78.618,W,0
9/7/2003,15:23:19,31.127,N,78.615,W,0
9/7/2003,15:25:20,31.129,N,78.613,W,0
9/7/2003,15:27:20,31.132,N,78.61,W,0
9/7/2003,15:29:20,31.135,N,78.608,W,0
9/7/2003,15:31:20,31.137,N,78.605,W,0
9/7/2003,15:33:20,31.14,N,78.603,W,0
9/7/2003,15:35:20,31.143,N,78.6,W,0
9/7/2003,15:37:20,31.145,N,78.597,W,0
9/7/2003,15:39:20,31.148,N,78.595,W,0
9/7/2003,15:41:19,31.15,N,78.592,W,0
9/7/2003,15:43:19,31.153,N,78.59,W,0
9/7/2003,15:45:19,31.155,N,78.587,W,0
9/7/2003,15:47:19,31.158,N,78.585,W,0
9/7/2003,15:49:19,31.16,N,78.582,W,0
9/7/2003,15:51:19,31.163,N,78.58,W,0
9/7/2003,15:53:19,31.165,N,78.577,W,0
9/7/2003,15:55:20,31.168,N,78.574,W,0
9/7/2003,15:57:20,31.17,N,78.572,W,0
9/7/2003,15:59:20,31.173,N,78.569,W,0
9/7/2003,16:01:20,31.175,N,78.567,W,0
9/7/2003,16:03:20,31.178,N,78.564,W,0
9/7/2003,16:05:20,31.18,N,78.562,W,0
9/7/2003,16:07:20,31.183,N,78.559,W,0
9/7/2003,16:09:20,31.185,N,78.557,W,0
9/7/2003,16:11:19,31.187,N,78.554,W,0
9/7/2003,16:13:19,31.19,N,78.552,W,0
9/7/2003,16:15:19,31.192,N,78.549,W,0
9/7/2003,16:17:19,31.194,N,78.547,W,0
9/7/2003,16:19:19,31.197,N,78.544,W,0
9/7/2003,16:21:19,31.199,N,78.541,W,0
9/7/2003,16:23:19,31.202,N,78.539,W,0
9/7/2003,16:25:20,31.204,N,78.536,W,0
9/7/2003,16:27:20,31.206,N,78.534,W,0
9/7/2003,16:29:20,31.208,N,78.531,W,0
9/7/2003,16:31:20,31.211,N,78.529,W,0
9/7/2003,16:33:20,31.213,N,78.526,W,0
9/7/2003,16:35:20,31.215,N,78.524,W,0
9/7/2003,16:37:20,31.218,N,78.521,W,0
9/7/2003,16:39:20,31.22,N,78.519,W,0
9/7/2003,16:41:19,31.222,N,78.516,W,0
9/7/2003,16:43:19,31.224,N,78.514,W,0
9/7/2003,16:45:19,31.227,N,78.511,W,0
9/7/2003,16:47:19,31.229,N,78.508,W,0
9/7/2003,16:49:19,31.231,N,78.506,W,0
9/7/2003,16:51:19,31.233,N,78.503,W,0
9/7/2003,16:53:19,31.236,N,78.501,W,0
9/7/2003,16:55:20,31.238,N,78.498,W,0
9/7/2003,16:57:20,31.24,N,78.496,W,0
9/7/2003,16:59:20,31.242,N,78.493,W,0
9/7/2003,17:01:20,31.245,N,78.491,W,0
9/7/2003,17:03:20,31.247,N,78.488,W,0
9/7/2003,17:05:20,31.249,N,78.486,W,0
9/7/2003,17:07:20,31.251,N,78.483,W,0
9/7/2003,17:09:20,31.253,N,78.481,W,0
9/7/2003,17:11:19,31.256,N,78.478,W,0
9/7/2003,17:13:19,31.258,N,78.476,W,0
9/7/2003,17:15:19,31.26,N,78.473,W,0
9/7/2003,17:17:19,31.262,N,78.471,W,0
9/7/2003,17:19:19,31.264,N,78.468,W,0
9/7/2003,17:21:19,31.267,N,78.466,W,0
9/7/2003,17:23:19,31.269,N,78.463,W,0
9/7/2003,17:25:20,31.271,N,78.46,W,0
9/7/2003,17:27:20,31.273,N,78.458,W,0
