Track,for,Gabrielle,2001,,,
Date,Time,(UTC),Latitude,Longitude,,Category
MM/DD/Year,HH:MM:SS,(deg),(deg),,,
9/14/2001,7:23:47,26.163,N,83.194,W,1
9/14/2001,7:25:46,26.172,N,83.185,W,1
9/14/2001,7:27:46,26.182,N,83.176,W,1
9/14/2001,7:29:46,26.192,N,83.168,W,1
9/14/2001,7:31:47,26.202,N,83.159,W,1
9/14/2001,7:33:47,26.212,N,83.151,W,1
9/14/2001,7:35:47,26.222,N,83.142,W,1
9/14/2001,7:37:47,26.232,N,83.134,W,1
9/14/2001,7:39:46,26.242,N,83.126,W,1
9/14/2001,7:41:46,26.252,N,83.118,W,1
9/14/2001,7:43:46,26.262,N,83.11,W,1
9/14/2001,7:44:18,26.265,N,83.108,W,1
9/14/2001,7:46:19,26.276,N,83.099,W,1
9/14/2001,7:48:19,26.287,N,83.091,W,1
9/14/2001,7:50:19,26.298,N,83.082,W,1
9/14/2001,7:52:18,26.309,N,83.074,W,1
9/14/2001,7:54:18,26.321,N,83.065,W,1
9/14/2001,7:56:18,26.332,N,83.057,W,1
9/14/2001,7:58:18,26.343,N,83.049,W,1
9/14/2001,8:00:19,26.354,N,83.042,W,1
9/14/2001,8:02:19,26.366,N,83.034,W,1
9/14/2001,8:04:19,26.377,N,83.026,W,1
9/14/2001,8:06:19,26.388,N,83.019,W,1
9/14/2001,8:08:18,26.399,N,83.012,W,1
9/14/2001,8:10:18,26.41,N,83.004,W,1
9/14/2001,8:12:18,26.421,N,82.997,W,1
9/14/2001,8:14:18,26.433,N,82.991,W,1
9/14/2001,8:16:19,26.443,N,82.984,W,1
9/14/2001,8:18:19,26.454,N,82.977,W,1
9/14/2001,8:20:19,26.465,N,82.971,W,1
9/14/2001,8:22:18,26.476,N,82.964,W,1
9/14/2001,8:24:18,26.486,N,82.958,W,1
9/14/2001,8:26:18,26.497,N,82.952,W,1
9/14/2001,8:28:18,26.507,N,82.946,W,1
9/14/2001,8:30:19,26.517,N,82.94,W,1
9/14/2001,8:32:19,26.528,N,82.935,W,1
9/14/2001,8:34:19,26.537,N,82.929,W,1
9/14/2001,8:36:19,26.547,N,82.924,W,1
9/14/2001,8:38:18,26.557,N,82.919,W,1
9/14/2001,8:40:18,26.566,N,82.913,W,1
9/14/2001,8:42:18,26.575,N,82.908,W,1
9/14/2001,8:44:18,26.584,N,82.904,W,1
9/14/2001,8:46:19,26.593,N,82.899,W,1
9/14/2001,8:48:19,26.602,N,82.894,W,1
9/14/2001,8:50:19,26.61,N,82.89,W,1
9/14/2001,8:50:46,26.612,N,82.889,W,1
9/14/2001,8:52:45,26.62,N,82.885,W,1
9/14/2001,8:54:45,26.627,N,82.88,W,1
9/14/2001,8:56:45,26.635,N,82.876,W,1
9/14/2001,8:58:45,26.642,N,82.872,W,1
9/14/2001,9:00:46,26.649,N,82.869,W,1
9/14/2001,9:02:46,26.655,N,82.865,W,1
9/14/2001,9:04:46,26.662,N,82.862,W,1
9/14/2001,9:06:45,26.668,N,82.859,W,1
9/14/2001,9:08:45,26.674,N,82.856,W,1
9/14/2001,9:10:45,26.68,N,82.853,W,1
9/14/2001,9:12:45,26.685,N,82.851,W,1
9/14/2001,9:14:46,26.69,N,82.848,W,1
9/14/2001,9:16:46,26.696,N,82.846,W,1
9/14/2001,9:18:46,26.701,N,82.844,W,1
9/14/2001,9:20:46,26.706,N,82.842,W,1
9/14/2001,9:22:45,26.71,N,82.84,W,1
9/14/2001,9:24:45,26.715,N,82.838,W,1
9/14/2001,9:26:45,26.719,N,82.836,W,1
9/14/2001,9:28:45,26.724,N,82.834,W,1
9/14/2001,9:30:46,26.728,N,82.832,W,1
9/14/2001,9:32:46,26.732,N,82.831,W,1
9/14/2001,9:34:46,26.736,N,82.829,W,1
9/14/2001,9:36:45,26.74,N,82.827,W,1
9/14/2001,9:38:45,26.744,N,82.826,W,1
9/14/2001,9:40:45,26.748,N,82.824,W,1
9/14/2001,9:42:45,26.752,N,82.822,W,1
9/14/2001,9:44:46,26.756,N,82.821,W,1
9/14/2001,9:46:46,26.76,N,82.819,W,1
9/14/2001,9:48:46,26.764,N,82.817,W,1
9/14/2001,9:50:46,26.768,N,82.815,W,1
9/14/2001,9:52:45,26.772,N,82.813,W,1
9/14/2001,9:54:45,26.776,N,82.811,W,1
9/14/2001,9:56:45,26.78,N,82.809,W,1
9/14/2001,9:58:45,26.784,N,82.807,W,1
9/14/2001,10:00:46,26.788,N,82.804,W,1
9/14/2001,10:02:46,26.793,N,82.802,W,1
9/14/2001,10:04:46,26.797,N,82.799,W,1
9/14/2001,10:06:45,26.802,N,82.796,W,1
9/14/2001,10:08:45,26.806,N,82.793,W,1
9/14/2001,10:09:27,26.808,N,82.792,W,1
9/14/2001,10:11:27,26.815,N,82.786,W,1
9/14/2001,10:13:27,26.823,N,82.779,W,1
9/14/2001,10:15:26,26.83,N,82.773,W,1
9/14/2001,10:17:26,26.838,N,82.766,W,1
9/14/2001,10:19:26,26.845,N,82.76,W,1
9/14/2001,10:21:26,26.852,N,82.753,W,1
9/14/2001,10:23:27,26.86,N,82.747,W,1
9/14/2001,10:25:27,26.867,N,82.74,W,1
9/14/2001,10:27:27,26.874,N,82.734,W,1
9/14/2001,10:29:26,26.882,N,82.728,W,1
9/14/2001,10:31:26,26.889,N,82.721,W,1
9/14/2001,10:33:26,26.897,N,82.715,W,1
9/14/2001,10:35:26,26.904,N,82.708,W,1
9/14/2001,10:37:27,26.911,N,82.702,W,1
9/14/2001,10:39:27,26.919,N,82.695,W,1
9/14/2001,10:41:27,26.926,N,82.689,W,1
9/14/2001,10:43:27,26.934,N,82.682,W,1
9/14/2001,10:45:26,26.941,N,82.676,W,1
9/14/2001,10:47:26,26.948,N,82.67,W,1
9/14/2001,10:49:26,26.956,N,82.663,W,1
9/14/2001,10:51:26,26.963,N,82.657,W,1
9/14/2001,10:53:27,26.971,N,82.65,W,1
9/14/2001,10:55:27,26.978,N,82.644,W,1
9/14/2001,10:57:27,26.985,N,82.637,W,1
9/14/2001,10:59:26,26.993,N,82.631,W,1
9/14/2001,11:01:26,27,N,82.624,W,1
9/14/2001,11:03:26,27.007,N,82.618,W,1
9/14/2001,11:05:26,27.015,N,82.612,W,1
9/14/2001,11:07:27,27.022,N,82.605,W,1
9/14/2001,11:09:27,27.03,N,82.599,W,1
9/14/2001,11:11:27,27.037,N,82.592,W,1
9/14/2001,11:13:27,27.044,N,82.586,W,1
9/14/2001,11:15:26,27.052,N,82.579,W,1
9/14/2001,11:17:26,27.059,N,82.573,W,1
9/14/2001,11:19:26,27.067,N,82.566,W,1
9/14/2001,11:21:26,27.074,N,82.56,W,1
9/14/2001,11:23:27,27.081,N,82.554,W,1
9/14/2001,11:25:27,27.089,N,82.547,W,1
9/14/2001,11:27:27,27.096,N,82.541,W,1
9/14/2001,11:29:26,27.103,N,82.534,W,1
9/14/2001,11:31:26,27.111,N,82.528,W,1
9/14/2001,11:32:18,27.114,N,82.525,W,1
9/14/2001,11:34:18,27.121,N,82.519,W,1
9/14/2001,11:36:17,27.129,N,82.512,W,1
9/14/2001,11:38:17,27.136,N,82.506,W,1
9/14/2001,11:40:17,27.143,N,82.5,W,1
9/14/2001,11:42:18,27.151,N,82.493,W,1
9/14/2001,11:44:18,27.158,N,82.487,W,1
9/14/2001,11:46:18,27.165,N,82.48,W,1
9/14/2001,11:48:18,27.172,N,82.474,W,1
9/14/2001,11:50:17,27.18,N,82.468,W,1
9/14/2001,11:52:17,27.187,N,82.461,W,1
9/14/2001,11:54:17,27.194,N,82.455,W,1
9/14/2001,11:56:17,27.202,N,82.449,W,1
9/14/2001,11:58:18,27.209,N,82.442,W,1
9/14/2001,12:00:18,27.216,N,82.436,W,1
9/14/2001,12:02:18,27.223,N,82.43,W,1
9/14/2001,12:04:18,27.231,N,82.424,W,1
9/14/2001,12:06:17,27.238,N,82.417,W,1
9/14/2001,12:08:17,27.245,N,82.411,W,1
9/14/2001,12:10:17,27.252,N,82.405,W,1
9/14/2001,12:12:18,27.259,N,82.398,W,1
9/14/2001,12:14:18,27.267,N,82.392,W,1
9/14/2001,12:16:18,27.274,N,82.386,W,1
9/14/2001,12:18:18,27.281,N,82.38,W,1
9/14/2001,12:20:17,27.288,N,82.373,W,1
9/14/2001,12:22:17,27.295,N,82.367,W,1
9/14/2001,12:24:17,27.303,N,82.361,W,1
9/14/2001,12:26:17,27.31,N,82.355,W,1
9/14/2001,12:28:18,27.317,N,82.348,W,1
9/14/2001,12:30:18,27.324,N,82.342,W,1
9/14/2001,12:32:18,27.331,N,82.336,W,1
9/14/2001,12:34:18,27.338,N,82.33,W,1
9/14/2001,12:36:17,27.345,N,82.324,W,1
9/14/2001,12:38:17,27.353,N,82.317,W,1
9/14/2001,12:40:17,27.36,N,82.311,W,1
9/14/2001,12:42:18,27.367,N,82.305,W,1
9/14/2001,12:44:18,27.374,N,82.299,W,1
9/14/2001,12:46:18,27.381,N,82.293,W,1
9/14/2001,12:48:18,27.388,N,82.287,W,1
9/14/2001,12:50:17,27.395,N,82.28,W,1
9/14/2001,12:52:17,27.402,N,82.274,W,1
9/14/2001,12:54:17,27.409,N,82.268,W,1
9/14/2001,12:56:17,27.416,N,82.262,W,1
9/14/2001,12:58:18,27.423,N,82.256,W,1
9/14/2001,13:00:18,27.43,N,82.25,W,1
9/14/2001,13:02:18,27.437,N,82.244,W,1
9/14/2001,13:04:18,27.444,N,82.238,W,1
9/14/2001,13:06:17,27.451,N,82.232,W,1
9/14/2001,13:08:17,27.458,N,82.226,W,1
9/14/2001,13:10:17,27.465,N,82.22,W,1
9/14/2001,13:12:18,27.472,N,82.214,W,1
9/14/2001,13:14:18,27.479,N,82.208,W,1
9/14/2001,13:16:18,27.486,N,82.202,W,1
9/14/2001,13:18:18,27.493,N,82.196,W,1
9/14/2001,13:20:17,27.5,N,82.19,W,1
9/14/2001,13:22:17,27.507,N,82.184,W,1
9/14/2001,13:24:17,27.514,N,82.178,W,1
9/14/2001,13:26:17,27.521,N,82.172,W,1
9/14/2001,13:28:18,27.528,N,82.166,W,1
9/14/2001,13:30:18,27.534,N,82.16,W,1
9/14/2001,13:32:18,27.541,N,82.154,W,1
9/14/2001,13:34:18,27.548,N,82.148,W,1
9/14/2001,13:36:17,27.555,N,82.142,W,1
9/14/2001,13:38:17,27.562,N,82.136,W,1
9/14/2001,13:40:17,27.569,N,82.13,W,1
9/14/2001,13:42:18,27.575,N,82.124,W,1
9/14/2001,13:44:18,27.582,N,82.118,W,1
9/14/2001,13:46:18,27.589,N,82.113,W,1
9/14/2001,13:48:18,27.596,N,82.107,W,1
9/14/2001,13:50:17,27.603,N,82.101,W,1
9/14/2001,13:52:17,27.609,N,82.095,W,1
9/14/2001,13:54:17,27.616,N,82.089,W,1
9/14/2001,13:56:17,27.623,N,82.083,W,1
9/14/2001,13:58:18,27.629,N,82.078,W,1
9/14/2001,14:00:18,27.636,N,82.072,W,1
9/14/2001,14:02:18,27.643,N,82.066,W,1
9/14/2001,14:04:18,27.649,N,82.06,W,1
9/14/2001,14:06:17,27.656,N,82.055,W,1
9/14/2001,14:08:17,27.663,N,82.049,W,1
9/14/2001,14:10:17,27.669,N,82.043,W,1
9/14/2001,14:12:18,27.676,N,82.038,W,1
9/14/2001,14:14:18,27.683,N,82.032,W,1
9/14/2001,14:16:18,27.689,N,82.026,W,1
9/14/2001,14:18:18,27.696,N,82.021,W,1
9/14/2001,14:20:17,27.702,N,82.015,W,1
9/14/2001,14:22:17,27.709,N,82.009,W,1
9/14/2001,14:24:17,27.715,N,82.004,W,1
9/14/2001,14:26:17,27.722,N,81.998,W,1
9/14/2001,14:28:18,27.728,N,81.992,W,1
9/14/2001,14:30:18,27.735,N,81.987,W,1
9/14/2001,14:32:18,27.741,N,81.981,W,1
9/14/2001,14:34:18,27.748,N,81.976,W,1
9/14/2001,14:36:17,27.754,N,81.97,W,1
9/14/2001,14:38:17,27.761,N,81.965,W,1
9/14/2001,14:40:17,27.767,N,81.959,W,1
9/14/2001,14:42:18,27.774,N,81.954,W,1
9/14/2001,14:44:18,27.78,N,81.948,W,1
9/14/2001,14:46:18,27.786,N,81.943,W,1
9/14/2001,14:48:18,27.793,N,81.937,W,1
9/14/2001,14:50:17,27.799,N,81.932,W,1
9/14/2001,14:52:17,27.805,N,81.926,W,1
9/14/2001,14:54:17,27.812,N,81.921,W,1
9/14/2001,14:56:17,27.818,N,81.916,W,1
9/14/2001,14:58:18,27.824,N,81.91,W,1
9/14/2001,15:00:18,27.831,N,81.905,W,1
9/14/2001,15:02:18,27.837,N,81.9,W,1
9/14/2001,15:04:18,27.843,N,81.894,W,1
9/14/2001,15:06:17,27.849,N,81.889,W,1
9/14/2001,15:08:17,27.855,N,81.884,W,1
9/14/2001,15:10:17,27.862,N,81.878,W,1
9/14/2001,15:12:18,27.868,N,81.873,W,1
9/14/2001,15:14:18,27.874,N,81.868,W,1
9/14/2001,15:16:18,27.88,N,81.863,W,1
9/14/2001,15:18:18,27.886,N,81.857,W,1
9/14/2001,15:20:17,27.892,N,81.852,W,1
9/14/2001,15:22:17,27.898,N,81.847,W,1
9/14/2001,15:24:17,27.904,N,81.842,W,1
9/14/2001,15:26:17,27.91,N,81.837,W,1
9/14/2001,15:28:18,27.917,N,81.832,W,1
9/14/2001,15:30:18,27.923,N,81.827,W,1
9/14/2001,15:32:18,27.929,N,81.821,W,1
9/14/2001,15:34:18,27.934,N,81.816,W,1
9/14/2001,15:36:17,27.94,N,81.811,W,1
9/14/2001,15:38:17,27.946,N,81.806,W,1
9/14/2001,15:40:17,27.952,N,81.801,W,1
9/14/2001,15:42:18,27.958,N,81.796,W,1
9/14/2001,15:44:18,27.964,N,81.791,W,1
9/14/2001,15:46:18,27.97,N,81.786,W,1
9/14/2001,15:48:18,27.976,N,81.781,W,1
9/14/2001,15:50:17,27.982,N,81.776,W,1
9/14/2001,15:52:17,27.987,N,81.771,W,1
9/14/2001,15:54:17,27.993,N,81.767,W,1
9/14/2001,15:56:17,27.999,N,81.762,W,1
9/14/2001,15:58:18,28.005,N,81.757,W,1
9/14/2001,16:00:17,28.011,N,81.752,W,1
9/14/2001,16:02:17,28.016,N,81.747,W,1
9/14/2001,16:04:17,28.022,N,81.742,W,1
9/14/2001,16:06:18,28.028,N,81.738,W,1
9/14/2001,16:08:18,28.033,N,81.733,W,1
9/14/2001,16:10:18,28.039,N,81.728,W,1
9/14/2001,16:12:18,28.045,N,81.723,W,1
9/14/2001,16:14:18,28.05,N,81.719,W,1
9/14/2001,16:16:18,28.056,N,81.714,W,1
9/14/2001,16:18:18,28.061,N,81.709,W,1
9/14/2001,16:20:17,28.067,N,81.705,W,1
9/14/2001,16:22:17,28.072,N,81.7,W,1
9/14/2001,16:24:17,28.078,N,81.695,W,1
9/14/2001,16:26:17,28.083,N,81.691,W,1
9/14/2001,16:28:17,28.089,N,81.686,W,1
9/14/2001,16:30:17,28.094,N,81.682,W,1
9/14/2001,16:32:17,28.1,N,81.677,W,1
9/14/2001,16:34:17,28.105,N,81.673,W,1
9/14/2001,16:36:18,28.11,N,81.668,W,1
9/14/2001,16:38:18,28.116,N,81.664,W,1
9/14/2001,16:40:18,28.121,N,81.659,W,1
9/14/2001,16:42:18,28.126,N,81.655,W,1
9/14/2001,16:44:18,28.132,N,81.65,W,1
9/14/2001,16:46:18,28.137,N,81.646,W,1
9/14/2001,16:48:18,28.142,N,81.642,W,1
9/14/2001,16:50:17,28.147,N,81.637,W,1
9/14/2001,16:52:17,28.153,N,81.633,W,1
9/14/2001,16:54:17,28.158,N,81.629,W,1
9/14/2001,16:56:17,28.163,N,81.624,W,1
9/14/2001,16:58:17,28.168,N,81.62,W,1
9/14/2001,17:00:17,28.173,N,81.616,W,1
9/14/2001,17:02:17,28.178,N,81.612,W,1
9/14/2001,17:04:17,28.183,N,81.607,W,1
9/14/2001,17:06:18,28.188,N,81.603,W,1
9/14/2001,17:08:18,28.193,N,81.599,W,1
9/14/2001,17:10:18,28.198,N,81.595,W,1
9/14/2001,17:12:18,28.203,N,81.591,W,1
9/14/2001,17:14:18,28.208,N,81.587,W,1
9/14/2001,17:16:18,28.213,N,81.583,W,1
9/14/2001,17:18:18,28.218,N,81.579,W,1
9/14/2001,17:20:17,28.223,N,81.575,W,1
9/14/2001,17:22:17,28.228,N,81.571,W,1
9/14/2001,17:24:17,28.233,N,81.567,W,1
9/14/2001,17:26:17,28.238,N,81.563,W,1
9/14/2001,17:28:17,28.242,N,81.559,W,1
9/14/2001,17:30:17,28.247,N,81.555,W,1
9/14/2001,17:32:17,28.252,N,81.551,W,1
9/14/2001,17:34:17,28.257,N,81.547,W,1
9/14/2001,17:36:18,28.261,N,81.543,W,1
9/14/2001,17:38:18,28.266,N,81.54,W,1
9/14/2001,17:40:18,28.271,N,81.536,W,1
9/14/2001,17:42:18,28.275,N,81.532,W,1
9/14/2001,17:44:18,28.28,N,81.528,W,1
9/14/2001,17:46:18,28.284,N,81.525,W,1
9/14/2001,17:48:18,28.289,N,81.521,W,1
9/14/2001,17:50:17,28.293,N,81.517,W,1
9/14/2001,17:52:17,28.298,N,81.514,W,1
9/14/2001,17:54:17,28.302,N,81.51,W,1
9/14/2001,17:56:17,28.307,N,81.507,W,1
9/14/2001,17:58:17,28.311,N,81.503,W,1
9/14/2001,18:00:17,28.316,N,81.499,W,1
9/14/2001,18:02:17,28.32,N,81.496,W,1
9/14/2001,18:04:17,28.324,N,81.492,W,1
9/14/2001,18:06:18,28.329,N,81.489,W,1
9/14/2001,18:08:18,28.333,N,81.486,W,1
9/14/2001,18:10:18,28.337,N,81.482,W,1
9/14/2001,18:12:18,28.341,N,81.479,W,1
9/14/2001,18:14:18,28.346,N,81.475,W,1
9/14/2001,18:16:18,28.35,N,81.472,W,1
9/14/2001,18:18:18,28.354,N,81.469,W,1
9/14/2001,18:20:17,28.358,N,81.466,W,1
9/14/2001,18:22:17,28.362,N,81.462,W,1
9/14/2001,18:24:17,28.366,N,81.459,W,1
9/14/2001,18:26:17,28.37,N,81.456,W,1
9/14/2001,18:28:17,28.374,N,81.453,W,1
9/14/2001,18:30:17,28.378,N,81.45,W,1
9/14/2001,18:32:17,28.382,N,81.446,W,1
9/14/2001,18:34:17,28.386,N,81.443,W,1
9/14/2001,18:36:18,28.39,N,81.44,W,1
9/14/2001,18:38:18,28.394,N,81.437,W,1
9/14/2001,18:40:18,28.398,N,81.434,W,1
9/14/2001,18:42:18,28.402,N,81.431,W,1
9/14/2001,18:44:18,28.405,N,81.428,W,1
9/14/2001,18:46:18,28.409,N,81.425,W,1
9/14/2001,18:48:18,28.413,N,81.422,W,1
9/14/2001,18:50:17,28.417,N,81.42,W,1
9/14/2001,18:52:17,28.42,N,81.417,W,1
9/14/2001,18:54:17,28.424,N,81.414,W,1
9/14/2001,18:56:17,28.428,N,81.411,W,1
9/14/2001,18:58:17,28.431,N,81.408,W,1
9/14/2001,19:00:17,28.435,N,81.406,W,1
9/14/2001,19:02:17,28.438,N,81.403,W,1
9/14/2001,19:04:17,28.442,N,81.4,W,1
9/14/2001,19:06:18,28.445,N,81.398,W,1
9/14/2001,19:08:18,28.449,N,81.395,W,1
9/14/2001,19:10:18,28.452,N,81.392,W,1
9/14/2001,19:12:18,28.456,N,81.39,W,1
9/14/2001,19:14:18,28.459,N,81.387,W,1
9/14/2001,19:16:18,28.462,N,81.385,W,1
9/14/2001,19:18:18,28.466,N,81.382,W,1
9/14/2001,19:20:17,28.469,N,81.38,W,1
9/14/2001,19:22:17,28.472,N,81.377,W,1
9/14/2001,19:24:17,28.475,N,81.375,W,1
9/14/2001,19:26:17,28.478,N,81.373,W,1
9/14/2001,19:28:17,28.482,N,81.37,W,1
9/14/2001,19:30:17,28.485,N,81.368,W,1
9/14/2001,19:32:17,28.488,N,81.366,W,1
9/14/2001,19:34:17,28.491,N,81.364,W,1
9/14/2001,19:36:18,28.494,N,81.361,W,1
9/14/2001,19:38:18,28.497,N,81.359,W,1
9/14/2001,19:40:18,28.5,N,81.357,W,1
9/14/2001,19:42:18,28.503,N,81.355,W,1
9/14/2001,19:44:18,28.506,N,81.353,W,1
9/14/2001,19:46:18,28.509,N,81.351,W,1
9/14/2001,19:48:18,28.511,N,81.349,W,1
9/14/2001,19:50:17,28.514,N,81.347,W,1
9/14/2001,19:52:17,28.517,N,81.345,W,1
9/14/2001,19:54:17,28.52,N,81.343,W,1
9/14/2001,19:56:17,28.523,N,81.341,W,1
9/14/2001,19:58:17,28.525,N,81.339,W,1
9/14/2001,20:00:17,28.528,N,81.337,W,1
9/14/2001,20:02:17,28.531,N,81.335,W,1
9/14/2001,20:04:17,28.533,N,81.333,W,1
9/14/2001,20:06:18,28.536,N,81.331,W,1
9/14/2001,20:08:18,28.538,N,81.33,W,1
9/14/2001,20:10:18,28.541,N,81.328,W,1
9/14/2001,20:12:18,28.543,N,81.326,W,1
9/14/2001,20:14:18,28.546,N,81.324,W,1
9/14/2001,20:16:18,28.548,N,81.323,W,1
9/14/2001,20:18:18,28.551,N,81.321,W,1
9/14/2001,20:20:17,28.553,N,81.319,W,1
9/14/2001,20:22:17,28.556,N,81.318,W,1
9/14/2001,20:24:17,28.558,N,81.316,W,1
9/14/2001,20:26:17,28.56,N,81.315,W,1
9/14/2001,20:28:17,28.563,N,81.313,W,1
9/14/2001,20:30:17,28.565,N,81.312,W,1
9/14/2001,20:32:17,28.567,N,81.31,W,1
9/14/2001,20:34:17,28.569,N,81.309,W,1
9/14/2001,20:36:18,28.572,N,81.307,W,1
9/14/2001,20:38:18,28.574,N,81.306,W,1
9/14/2001,20:40:18,28.576,N,81.304,W,1
9/14/2001,20:42:18,28.578,N,81.303,W,1
9/14/2001,20:44:18,28.58,N,81.301,W,1
9/14/2001,20:46:18,28.582,N,81.3,W,1
9/14/2001,20:48:18,28.584,N,81.299,W,1
9/14/2001,20:50:17,28.586,N,81.297,W,1
9/14/2001,20:52:17,28.588,N,81.296,W,1
9/14/2001,20:54:17,28.59,N,81.295,W,1
9/14/2001,20:56:17,28.592,N,81.294,W,1
9/14/2001,20:58:17,28.594,N,81.292,W,1
9/14/2001,21:00:17,28.596,N,81.291,W,1
9/14/2001,21:02:17,28.598,N,81.29,W,1
9/14/2001,21:04:17,28.6,N,81.289,W,1
9/14/2001,21:06:18,28.602,N,81.288,W,1
9/14/2001,21:08:18,28.604,N,81.287,W,1
9/14/2001,21:10:18,28.606,N,81.285,W,1
9/14/2001,21:12:18,28.607,N,81.284,W,1
9/14/2001,21:14:18,28.609,N,81.283,W,1
9/14/2001,21:16:18,28.611,N,81.282,W,1
9/14/2001,21:18:18,28.613,N,81.281,W,1
9/14/2001,21:20:17,28.614,N,81.28,W,1
9/14/2001,21:22:17,28.616,N,81.279,W,1
9/14/2001,21:24:17,28.618,N,81.278,W,1
9/14/2001,21:26:17,28.619,N,81.277,W,1
9/14/2001,21:28:17,28.621,N,81.276,W,1
9/14/2001,21:30:17,28.622,N,81.275,W,1
9/14/2001,21:32:17,28.624,N,81.274,W,1
9/14/2001,21:34:17,28.625,N,81.273,W,1
9/14/2001,21:36:18,28.627,N,81.272,W,1
9/14/2001,21:38:18,28.628,N,81.272,W,1
9/14/2001,21:40:18,28.63,N,81.271,W,1
9/14/2001,21:42:18,28.631,N,81.27,W,1
9/14/2001,21:44:18,28.633,N,81.269,W,1
9/14/2001,21:46:18,28.634,N,81.268,W,1
9/14/2001,21:48:18,28.636,N,81.267,W,1
9/14/2001,21:50:17,28.637,N,81.267,W,1
9/14/2001,21:52:17,28.638,N,81.266,W,1
9/14/2001,21:54:17,28.64,N,81.265,W,1
9/14/2001,21:56:17,28.641,N,81.264,W,1
9/14/2001,21:58:17,28.642,N,81.264,W,1
9/14/2001,22:00:17,28.644,N,81.263,W,1
9/14/2001,22:02:17,28.645,N,81.262,W,1
9/14/2001,22:04:17,28.646,N,81.262,W,1
9/14/2001,22:06:18,28.647,N,81.261,W,1
9/14/2001,22:08:18,28.649,N,81.26,W,1
9/14/2001,22:10:18,28.65,N,81.26,W,1
9/14/2001,22:12:18,28.651,N,81.259,W,1
9/14/2001,22:14:18,28.652,N,81.258,W,1
9/14/2001,22:16:18,28.653,N,81.258,W,1
9/14/2001,22:18:18,28.654,N,81.257,W,1
9/14/2001,22:20:17,28.655,N,81.256,W,1
9/14/2001,22:22:17,28.656,N,81.256,W,1
9/14/2001,22:24:17,28.657,N,81.255,W,1
9/14/2001,22:26:17,28.659,N,81.255,W,1
9/14/2001,22:28:17,28.66,N,81.254,W,1
9/14/2001,22:30:17,28.661,N,81.254,W,1
9/14/2001,22:32:17,28.662,N,81.253,W,1
9/14/2001,22:34:17,28.663,N,81.253,W,1
9/14/2001,22:36:18,28.663,N,81.252,W,1
9/14/2001,22:38:18,28.664,N,81.252,W,1
9/14/2001,22:40:18,28.665,N,81.251,W,1
9/14/2001,22:42:18,28.666,N,81.251,W,1
9/14/2001,22:44:18,28.667,N,81.25,W,1
9/14/2001,22:46:18,28.668,N,81.25,W,1
9/14/2001,22:48:18,28.669,N,81.249,W,1
9/14/2001,22:50:17,28.67,N,81.249,W,1
9/14/2001,22:52:17,28.671,N,81.248,W,1
9/14/2001,22:54:17,28.671,N,81.248,W,1
9/14/2001,22:56:17,28.672,N,81.248,W,1
9/14/2001,22:58:17,28.673,N,81.247,W,1
9/14/2001,23:00:17,28.674,N,81.247,W,1
9/14/2001,23:02:17,28.674,N,81.246,W,1
9/14/2001,23:04:17,28.675,N,81.246,W,1
9/14/2001,23:06:18,28.676,N,81.246,W,1
9/14/2001,23:08:18,28.677,N,81.245,W,1
9/14/2001,23:10:18,28.677,N,81.245,W,1
9/14/2001,23:12:18,28.678,N,81.244,W,1
9/14/2001,23:14:18,28.679,N,81.244,W,1
9/14/2001,23:16:18,28.679,N,81.244,W,1
9/14/2001,23:18:18,28.68,N,81.243,W,1
9/14/2001,23:20:17,28.681,N,81.243,W,1
9/14/2001,23:22:17,28.681,N,81.243,W,1
9/14/2001,23:24:17,28.682,N,81.242,W,1
9/14/2001,23:26:17,28.682,N,81.242,W,1
9/14/2001,23:28:17,28.683,N,81.242,W,1
9/14/2001,23:30:17,28.683,N,81.241,W,1
9/14/2001,23:32:17,28.684,N,81.241,W,1
9/14/2001,23:34:17,28.684,N,81.241,W,1
9/14/2001,23:36:18,28.685,N,81.24,W,1
9/14/2001,23:38:18,28.686,N,81.24,W,1
9/14/2001,23:40:18,28.686,N,81.24,W,1
9/14/2001,23:42:18,28.686,N,81.24,W,1
9/14/2001,23:44:18,28.687,N,81.239,W,1
9/14/2001,23:46:18,28.687,N,81.239,W,1
9/14/2001,23:48:18,28.688,N,81.239,W,1
9/14/2001,23:50:17,28.688,N,81.238,W,1
9/14/2001,23:52:17,28.689,N,81.238,W,1
9/14/2001,23:54:17,28.689,N,81.238,W,1
9/14/2001,23:56:17,28.69,N,81.238,W,1
9/14/2001,23:58:17,28.69,N,81.237,W,1
9/15/2001,0:00:17,28.69,N,81.237,W,1
9/15/2001,0:02:17,28.691,N,81.237,W,1
9/15/2001,0:04:17,28.691,N,81.236,W,1
9/15/2001,0:06:18,28.691,N,81.236,W,1
9/15/2001,0:08:18,28.692,N,81.236,W,1
9/15/2001,0:10:18,28.692,N,81.236,W,1
9/15/2001,0:12:18,28.692,N,81.235,W,1
9/15/2001,0:14:18,28.693,N,81.235,W,1
9/15/2001,0:16:18,28.693,N,81.235,W,1
9/15/2001,0:18:18,28.693,N,81.234,W,1
9/15/2001,0:20:17,28.694,N,81.234,W,1
9/15/2001,0:22:17,28.694,N,81.234,W,1
9/15/2001,0:24:17,28.694,N,81.234,W,1
9/15/2001,0:26:17,28.694,N,81.233,W,1
