Track,for,Gabrielle,2001,,,
Date,Time,(UTC),Latitude,Longitude,,Category
MM/DD/Year,HH:MM:SS,(deg),(deg),,,
9/13/2001,14:19:59,25.088,N,84.169,W,1
9/13/2001,14:21:59,25.089,N,84.168,W,1
9/13/2001,14:24:00,25.09,N,84.168,W,1
9/13/2001,14:26:00,25.092,N,84.167,W,1
9/13/2001,14:28:00,25.093,N,84.166,W,1
9/13/2001,14:30:00,25.095,N,84.165,W,1
9/13/2001,14:31:59,25.096,N,84.164,W,1
9/13/2001,14:33:59,25.097,N,84.164,W,1
9/13/2001,14:35:59,25.099,N,84.163,W,1
9/13/2001,14:38:00,25.1,N,84.162,W,1
9/13/2001,14:40:00,25.102,N,84.162,W,1
9/13/2001,14:42:00,25.103,N,84.161,W,1
9/13/2001,14:44:00,25.105,N,84.161,W,1
9/13/2001,14:45:59,25.106,N,84.16,W,1
9/13/2001,14:47:59,25.107,N,84.16,W,1
9/13/2001,14:49:59,25.109,N,84.159,W,1
9/13/2001,14:51:59,25.11,N,84.159,W,1
9/13/2001,14:54:00,25.112,N,84.158,W,1
9/13/2001,14:56:00,25.113,N,84.158,W,1
9/13/2001,14:58:00,25.115,N,84.157,W,1
9/13/2001,15:00:00,25.116,N,84.157,W,1
9/13/2001,15:01:59,25.118,N,84.157,W,1
9/13/2001,15:03:59,25.119,N,84.157,W,1
9/13/2001,15:05:59,25.121,N,84.156,W,1
9/13/2001,15:08:00,25.122,N,84.156,W,1
9/13/2001,15:10:00,25.124,N,84.156,W,1
9/13/2001,15:12:00,25.125,N,84.156,W,1
9/13/2001,15:14:00,25.127,N,84.156,W,1
9/13/2001,15:15:59,25.128,N,84.156,W,1
9/13/2001,15:17:59,25.13,N,84.156,W,1
9/13/2001,15:19:59,25.131,N,84.156,W,1
9/13/2001,15:21:59,25.133,N,84.156,W,1
9/13/2001,15:24:00,25.134,N,84.156,W,1
9/13/2001,15:26:00,25.136,N,84.156,W,1
9/13/2001,15:28:00,25.137,N,84.156,W,1
9/13/2001,15:30:00,25.139,N,84.156,W,1
9/13/2001,15:31:59,25.14,N,84.156,W,1
9/13/2001,15:33:59,25.142,N,84.157,W,1
9/13/2001,15:35:59,25.143,N,84.157,W,1
9/13/2001,15:38:00,25.145,N,84.157,W,1
9/13/2001,15:40:00,25.146,N,84.157,W,1
9/13/2001,15:42:00,25.148,N,84.158,W,1
9/13/2001,15:44:00,25.149,N,84.158,W,1
9/13/2001,15:45:59,25.151,N,84.159,W,1
9/13/2001,15:47:59,25.152,N,84.159,W,1
9/13/2001,15:49:59,25.154,N,84.16,W,1
9/13/2001,15:51:59,25.156,N,84.16,W,1
9/13/2001,15:54:00,25.157,N,84.161,W,1
9/13/2001,15:56:00,25.159,N,84.161,W,1
9/13/2001,15:58:00,25.16,N,84.162,W,1
9/13/2001,16:00:00,25.162,N,84.162,W,1
9/13/2001,16:01:59,25.163,N,84.163,W,1
9/13/2001,16:03:59,25.165,N,84.164,W,1
9/13/2001,16:05:59,25.167,N,84.165,W,1
9/13/2001,16:08:00,25.168,N,84.165,W,1
9/13/2001,16:10:00,25.17,N,84.166,W,1
9/13/2001,16:12:00,25.171,N,84.167,W,1
9/13/2001,16:14:00,25.173,N,84.168,W,1
9/13/2001,16:15:59,25.175,N,84.169,W,1
9/13/2001,16:17:59,25.176,N,84.17,W,1
9/13/2001,16:19:59,25.178,N,84.171,W,1
9/13/2001,16:21:59,25.179,N,84.172,W,1
9/13/2001,16:24:00,25.181,N,84.173,W,1
9/13/2001,16:26:00,25.183,N,84.174,W,1
9/13/2001,16:28:00,25.184,N,84.175,W,1
9/13/2001,16:30:00,25.186,N,84.176,W,1
9/13/2001,16:31:59,25.187,N,84.177,W,1
9/13/2001,16:33:59,25.189,N,84.178,W,1
9/13/2001,16:35:59,25.191,N,84.179,W,1
9/13/2001,16:38:00,25.192,N,84.18,W,1
9/13/2001,16:40:00,25.194,N,84.181,W,1
9/13/2001,16:42:00,25.196,N,84.183,W,1
9/13/2001,16:44:00,25.197,N,84.184,W,1
9/13/2001,16:45:59,25.199,N,84.185,W,1
9/13/2001,16:47:59,25.201,N,84.187,W,1
9/13/2001,16:49:59,25.202,N,84.188,W,1
9/13/2001,16:51:59,25.204,N,84.189,W,1
9/13/2001,16:54:00,25.206,N,84.191,W,1
9/13/2001,16:56:00,25.207,N,84.192,W,1
9/13/2001,16:58:00,25.209,N,84.193,W,1
9/13/2001,17:00:00,25.211,N,84.195,W,1
9/13/2001,17:01:59,25.212,N,84.196,W,1
9/13/2001,17:03:59,25.214,N,84.198,W,1
9/13/2001,17:05:59,25.216,N,84.199,W,1
9/13/2001,17:08:00,25.217,N,84.201,W,1
9/13/2001,17:10:00,25.219,N,84.202,W,1
9/13/2001,17:12:00,25.221,N,84.204,W,1
9/13/2001,17:14:00,25.222,N,84.206,W,1
9/13/2001,17:15:59,25.224,N,84.207,W,1
9/13/2001,17:17:59,25.226,N,84.209,W,1
9/13/2001,17:19:59,25.227,N,84.211,W,1
9/13/2001,17:21:59,25.229,N,84.212,W,1
9/13/2001,17:24:00,25.231,N,84.214,W,1
9/13/2001,17:26:00,25.232,N,84.216,W,1
9/13/2001,17:28:00,25.234,N,84.218,W,1
9/13/2001,17:30:00,25.236,N,84.219,W,1
9/13/2001,17:31:59,25.238,N,84.221,W,1
9/13/2001,17:33:59,25.239,N,84.223,W,1
9/13/2001,17:35:59,25.241,N,84.225,W,1
9/13/2001,17:38:00,25.243,N,84.227,W,1
9/13/2001,17:40:00,25.244,N,84.229,W,1
9/13/2001,17:42:00,25.246,N,84.23,W,1
9/13/2001,17:44:00,25.248,N,84.232,W,1
9/13/2001,17:45:59,25.25,N,84.234,W,1
9/13/2001,17:47:59,25.251,N,84.236,W,1
9/13/2001,17:49:59,25.253,N,84.238,W,1
9/13/2001,17:51:59,25.255,N,84.24,W,1
9/13/2001,17:54:00,25.256,N,84.242,W,1
9/13/2001,17:56:00,25.258,N,84.244,W,1
9/13/2001,17:58:00,25.26,N,84.246,W,1
9/13/2001,18:00:00,25.262,N,84.248,W,1
9/13/2001,18:01:59,25.263,N,84.25,W,1
9/13/2001,18:03:59,25.265,N,84.253,W,1
9/13/2001,18:05:59,25.267,N,84.255,W,1
9/13/2001,18:08:00,25.269,N,84.257,W,1
9/13/2001,18:10:00,25.27,N,84.259,W,1
9/13/2001,18:12:00,25.272,N,84.261,W,1
9/13/2001,18:14:00,25.274,N,84.263,W,1
9/13/2001,18:15:59,25.276,N,84.265,W,1
9/13/2001,18:17:59,25.277,N,84.268,W,1
9/13/2001,18:19:59,25.279,N,84.27,W,1
9/13/2001,18:21:59,25.281,N,84.272,W,1
9/13/2001,18:24:00,25.283,N,84.274,W,1
9/13/2001,18:26:00,25.284,N,84.277,W,1
9/13/2001,18:28:00,25.286,N,84.279,W,1
9/13/2001,18:29:02,25.287,N,84.28,W,1
9/13/2001,18:31:02,25.29,N,84.283,W,1
9/13/2001,18:33:02,25.293,N,84.285,W,1
9/13/2001,18:35:02,25.296,N,84.288,W,1
9/13/2001,18:37:01,25.299,N,84.291,W,1
9/13/2001,18:39:01,25.302,N,84.294,W,1
9/13/2001,18:41:01,25.305,N,84.296,W,1
9/13/2001,18:43:02,25.308,N,84.299,W,1
9/13/2001,18:45:02,25.311,N,84.302,W,1
9/13/2001,18:47:02,25.314,N,84.305,W,1
9/13/2001,18:49:02,25.317,N,84.307,W,1
9/13/2001,18:51:01,25.319,N,84.31,W,1
9/13/2001,18:53:01,25.322,N,84.313,W,1
9/13/2001,18:55:01,25.324,N,84.315,W,1
9/13/2001,18:57:01,25.327,N,84.318,W,1
9/13/2001,18:59:02,25.329,N,84.321,W,1
9/13/2001,19:01:02,25.332,N,84.323,W,1
9/13/2001,19:03:02,25.334,N,84.326,W,1
9/13/2001,19:05:02,25.336,N,84.329,W,1
9/13/2001,19:07:01,25.339,N,84.331,W,1
9/13/2001,19:09:01,25.341,N,84.334,W,1
9/13/2001,19:11:01,25.343,N,84.336,W,1
9/13/2001,19:13:02,25.345,N,84.339,W,1
9/13/2001,19:15:02,25.347,N,84.342,W,1
9/13/2001,19:17:02,25.349,N,84.344,W,1
9/13/2001,19:19:02,25.351,N,84.347,W,1
9/13/2001,19:21:01,25.353,N,84.349,W,1
9/13/2001,19:23:01,25.355,N,84.352,W,1
9/13/2001,19:25:01,25.356,N,84.354,W,1
9/13/2001,19:27:01,25.358,N,84.357,W,1
9/13/2001,19:29:02,25.36,N,84.359,W,1
9/13/2001,19:31:02,25.361,N,84.362,W,1
9/13/2001,19:33:02,25.363,N,84.364,W,1
9/13/2001,19:35:02,25.365,N,84.367,W,1
9/13/2001,19:37:01,25.366,N,84.369,W,1
9/13/2001,19:39:01,25.368,N,84.372,W,1
9/13/2001,19:41:01,25.369,N,84.374,W,1
9/13/2001,19:43:02,25.37,N,84.377,W,1
9/13/2001,19:45:02,25.372,N,84.379,W,1
9/13/2001,19:47:02,25.373,N,84.382,W,1
9/13/2001,19:49:02,25.374,N,84.384,W,1
9/13/2001,19:51:01,25.375,N,84.387,W,1
9/13/2001,19:53:01,25.377,N,84.389,W,1
9/13/2001,19:55:01,25.378,N,84.391,W,1
9/13/2001,19:57:01,25.379,N,84.394,W,1
9/13/2001,19:59:02,25.38,N,84.396,W,1
9/13/2001,20:01:02,25.381,N,84.399,W,1
9/13/2001,20:03:02,25.382,N,84.401,W,1
9/13/2001,20:05:02,25.383,N,84.403,W,1
9/13/2001,20:07:01,25.384,N,84.406,W,1
9/13/2001,20:09:01,25.385,N,84.408,W,1
9/13/2001,20:11:01,25.385,N,84.411,W,1
9/13/2001,20:13:02,25.386,N,84.413,W,1
9/13/2001,20:15:02,25.387,N,84.415,W,1
9/13/2001,20:17:02,25.388,N,84.418,W,1
9/13/2001,20:19:02,25.388,N,84.42,W,1
9/13/2001,20:21:01,25.389,N,84.422,W,1
9/13/2001,20:23:01,25.39,N,84.425,W,1
9/13/2001,20:24:10,25.39,N,84.426,W,1
9/13/2001,20:26:10,25.39,N,84.428,W,1
9/13/2001,20:28:09,25.391,N,84.431,W,1
9/13/2001,20:30:09,25.391,N,84.433,W,1
9/13/2001,20:32:09,25.391,N,84.436,W,1
9/13/2001,20:34:09,25.391,N,84.438,W,1
9/13/2001,20:36:10,25.392,N,84.441,W,1
9/13/2001,20:38:10,25.392,N,84.443,W,1
9/13/2001,20:40:10,25.392,N,84.446,W,1
9/13/2001,20:42:10,25.391,N,84.448,W,1
9/13/2001,20:44:09,25.391,N,84.45,W,1
9/13/2001,20:46:09,25.391,N,84.453,W,1
9/13/2001,20:48:09,25.391,N,84.455,W,1
9/13/2001,20:50:10,25.391,N,84.458,W,1
9/13/2001,20:52:10,25.391,N,84.46,W,1
9/13/2001,20:54:10,25.39,N,84.462,W,1
9/13/2001,20:56:10,25.39,N,84.465,W,1
9/13/2001,20:58:09,25.39,N,84.467,W,1
9/13/2001,21:00:09,25.389,N,84.469,W,1
9/13/2001,21:02:09,25.389,N,84.472,W,1
9/13/2001,21:04:09,25.388,N,84.474,W,1
9/13/2001,21:06:10,25.388,N,84.476,W,1
9/13/2001,21:08:10,25.388,N,84.479,W,1
9/13/2001,21:10:10,25.387,N,84.481,W,1
9/13/2001,21:12:10,25.387,N,84.483,W,1
9/13/2001,21:14:09,25.386,N,84.486,W,1
9/13/2001,21:16:09,25.386,N,84.488,W,1
9/13/2001,21:18:09,25.385,N,84.49,W,1
9/13/2001,21:20:10,25.385,N,84.492,W,1
9/13/2001,21:22:10,25.385,N,84.495,W,1
9/13/2001,21:24:10,25.384,N,84.497,W,1
9/13/2001,21:26:10,25.384,N,84.499,W,1
9/13/2001,21:28:09,25.383,N,84.501,W,1
9/13/2001,21:30:09,25.383,N,84.504,W,1
9/13/2001,21:32:09,25.383,N,84.506,W,1
9/13/2001,21:34:09,25.382,N,84.508,W,1
9/13/2001,21:36:10,25.382,N,84.51,W,1
9/13/2001,21:38:10,25.382,N,84.512,W,1
9/13/2001,21:40:10,25.382,N,84.515,W,1
9/13/2001,21:42:10,25.382,N,84.517,W,1
9/13/2001,21:44:09,25.382,N,84.519,W,1
9/13/2001,21:46:09,25.382,N,84.521,W,1
9/13/2001,21:48:09,25.382,N,84.523,W,1
9/13/2001,21:50:10,25.382,N,84.525,W,1
9/13/2001,21:52:10,25.382,N,84.527,W,1
9/13/2001,21:54:10,25.382,N,84.529,W,1
9/13/2001,21:56:10,25.382,N,84.531,W,1
9/13/2001,21:58:09,25.382,N,84.533,W,1
9/13/2001,22:00:09,25.383,N,84.535,W,1
9/13/2001,22:02:09,25.383,N,84.537,W,1
9/13/2001,22:04:09,25.384,N,84.539,W,1
9/13/2001,22:06:10,25.384,N,84.541,W,1
9/13/2001,22:08:10,25.385,N,84.543,W,1
9/13/2001,22:10:10,25.386,N,84.545,W,1
9/13/2001,22:12:10,25.387,N,84.547,W,1
9/13/2001,22:14:09,25.388,N,84.549,W,1
9/13/2001,22:16:09,25.389,N,84.551,W,1
9/13/2001,22:18:09,25.39,N,84.553,W,1
9/13/2001,22:18:20,25.39,N,84.553,W,1
9/13/2001,22:20:20,25.392,N,84.555,W,1
9/13/2001,22:22:20,25.393,N,84.558,W,1
9/13/2001,22:24:20,25.395,N,84.56,W,1
9/13/2001,22:26:19,25.397,N,84.562,W,1
9/13/2001,22:28:19,25.399,N,84.565,W,1
9/13/2001,22:30:19,25.401,N,84.567,W,1
9/13/2001,22:32:19,25.403,N,84.569,W,1
9/13/2001,22:34:20,25.405,N,84.572,W,1
9/13/2001,22:36:20,25.407,N,84.574,W,1
9/13/2001,22:38:20,25.41,N,84.577,W,1
9/13/2001,22:40:19,25.412,N,84.579,W,1
9/13/2001,22:42:19,25.415,N,84.581,W,1
9/13/2001,22:44:19,25.418,N,84.584,W,1
9/13/2001,22:46:19,25.42,N,84.586,W,1
9/13/2001,22:48:20,25.423,N,84.588,W,1
9/13/2001,22:50:20,25.426,N,84.591,W,1
9/13/2001,22:52:20,25.429,N,84.593,W,1
9/13/2001,22:54:20,25.432,N,84.595,W,1
9/13/2001,22:56:19,25.435,N,84.598,W,1
9/13/2001,22:58:19,25.438,N,84.6,W,1
9/13/2001,23:00:19,25.442,N,84.602,W,1
9/13/2001,23:02:19,25.445,N,84.605,W,1
9/13/2001,23:04:20,25.448,N,84.607,W,1
9/13/2001,23:06:20,25.452,N,84.609,W,1
9/13/2001,23:08:20,25.455,N,84.611,W,1
9/13/2001,23:10:19,25.459,N,84.613,W,1
9/13/2001,23:12:19,25.463,N,84.615,W,1
9/13/2001,23:14:19,25.466,N,84.617,W,1
9/13/2001,23:16:19,25.47,N,84.619,W,1
9/13/2001,23:18:20,25.474,N,84.621,W,1
9/13/2001,23:20:20,25.478,N,84.623,W,1
9/13/2001,23:22:20,25.482,N,84.625,W,1
9/13/2001,23:24:20,25.485,N,84.627,W,1
9/13/2001,23:26:19,25.489,N,84.629,W,1
9/13/2001,23:28:19,25.493,N,84.63,W,1
9/13/2001,23:30:19,25.497,N,84.632,W,1
9/13/2001,23:32:19,25.502,N,84.633,W,1
9/13/2001,23:34:20,25.506,N,84.635,W,1
9/13/2001,23:36:20,25.51,N,84.636,W,1
9/13/2001,23:38:20,25.514,N,84.638,W,1
9/13/2001,23:40:19,25.518,N,84.639,W,1
9/13/2001,23:42:19,25.522,N,84.64,W,1
9/13/2001,23:44:19,25.526,N,84.641,W,1
9/13/2001,23:46:19,25.531,N,84.642,W,1
9/13/2001,23:48:20,25.535,N,84.643,W,1
9/13/2001,23:50:20,25.539,N,84.644,W,1
9/13/2001,23:52:20,25.543,N,84.645,W,1
9/13/2001,23:54:20,25.547,N,84.646,W,1
9/13/2001,23:56:19,25.552,N,84.646,W,1
9/13/2001,23:58:19,25.556,N,84.647,W,1
9/14/2001,0:00:19,25.56,N,84.647,W,1
9/14/2001,0:02:19,25.564,N,84.647,W,1
9/14/2001,0:04:20,25.569,N,84.648,W,1
9/14/2001,0:06:20,25.573,N,84.648,W,1
9/14/2001,0:08:20,25.577,N,84.648,W,1
9/14/2001,0:10:19,25.581,N,84.648,W,1
9/14/2001,0:12:19,25.586,N,84.647,W,1
9/14/2001,0:14:19,25.59,N,84.647,W,1
9/14/2001,0:16:19,25.594,N,84.647,W,1
9/14/2001,0:18:20,25.598,N,84.646,W,1
9/14/2001,0:20:20,25.602,N,84.645,W,1
9/14/2001,0:20:47,25.603,N,84.645,W,1
9/14/2001,0:22:47,25.606,N,84.644,W,1
9/14/2001,0:24:46,25.609,N,84.643,W,1
9/14/2001,0:26:46,25.613,N,84.642,W,1
9/14/2001,0:28:46,25.616,N,84.64,W,1
9/14/2001,0:30:46,25.619,N,84.639,W,1
9/14/2001,0:32:47,25.622,N,84.637,W,1
9/14/2001,0:34:47,25.625,N,84.635,W,1
9/14/2001,0:36:47,25.628,N,84.633,W,1
9/14/2001,0:38:47,25.631,N,84.631,W,1
9/14/2001,0:40:46,25.634,N,84.629,W,1
9/14/2001,0:42:46,25.637,N,84.627,W,1
9/14/2001,0:44:46,25.64,N,84.624,W,1
9/14/2001,0:46:47,25.643,N,84.622,W,1
9/14/2001,0:48:47,25.646,N,84.619,W,1
9/14/2001,0:50:47,25.649,N,84.616,W,1
9/14/2001,0:52:47,25.652,N,84.613,W,1
9/14/2001,0:54:46,25.655,N,84.61,W,1
9/14/2001,0:56:46,25.658,N,84.606,W,1
9/14/2001,0:58:46,25.661,N,84.603,W,1
9/14/2001,1:00:46,25.664,N,84.599,W,1
9/14/2001,1:02:47,25.667,N,84.595,W,1
9/14/2001,1:04:47,25.67,N,84.591,W,1
9/14/2001,1:06:47,25.673,N,84.587,W,1
9/14/2001,1:08:47,25.675,N,84.583,W,1
9/14/2001,1:10:46,25.678,N,84.578,W,1
9/14/2001,1:12:46,25.681,N,84.574,W,1
9/14/2001,1:14:46,25.684,N,84.569,W,1
9/14/2001,1:16:47,25.686,N,84.564,W,1
9/14/2001,1:18:47,25.689,N,84.559,W,1
9/14/2001,1:20:47,25.692,N,84.554,W,1
9/14/2001,1:22:47,25.695,N,84.549,W,1
9/14/2001,1:24:46,25.697,N,84.544,W,1
9/14/2001,1:26:46,25.7,N,84.538,W,1
9/14/2001,1:28:46,25.703,N,84.533,W,1
9/14/2001,1:30:46,25.705,N,84.527,W,1
9/14/2001,1:32:47,25.708,N,84.521,W,1
9/14/2001,1:34:47,25.71,N,84.515,W,1
9/14/2001,1:36:47,25.713,N,84.509,W,1
9/14/2001,1:38:47,25.715,N,84.503,W,1
9/14/2001,1:40:46,25.718,N,84.497,W,1
9/14/2001,1:42:46,25.72,N,84.491,W,1
9/14/2001,1:44:46,25.723,N,84.484,W,1
9/14/2001,1:46:47,25.725,N,84.478,W,1
9/14/2001,1:48:47,25.728,N,84.471,W,1
9/14/2001,1:50:47,25.73,N,84.464,W,1
9/14/2001,1:52:47,25.733,N,84.458,W,1
9/14/2001,1:54:46,25.735,N,84.451,W,1
9/14/2001,1:56:46,25.737,N,84.444,W,1
9/14/2001,1:58:46,25.74,N,84.437,W,1
9/14/2001,2:00:46,25.742,N,84.43,W,1
9/14/2001,2:02:47,25.744,N,84.423,W,1
9/14/2001,2:04:47,25.746,N,84.416,W,1
9/14/2001,2:06:47,25.749,N,84.408,W,1
9/14/2001,2:08:47,25.751,N,84.401,W,1
9/14/2001,2:10:46,25.753,N,84.393,W,1
9/14/2001,2:12:46,25.755,N,84.386,W,1
9/14/2001,2:14:46,25.757,N,84.379,W,1
9/14/2001,2:16:47,25.76,N,84.371,W,1
9/14/2001,2:18:47,25.762,N,84.363,W,1
9/14/2001,2:20:47,25.764,N,84.356,W,1
9/14/2001,2:22:47,25.766,N,84.348,W,1
9/14/2001,2:24:46,25.768,N,84.34,W,1
9/14/2001,2:26:46,25.77,N,84.332,W,1
9/14/2001,2:28:46,25.772,N,84.325,W,1
9/14/2001,2:30:46,25.774,N,84.317,W,1
9/14/2001,2:32:47,25.776,N,84.309,W,1
9/14/2001,2:34:47,25.778,N,84.301,W,1
9/14/2001,2:36:47,25.78,N,84.293,W,1
9/14/2001,2:38:47,25.782,N,84.285,W,1
9/14/2001,2:40:46,25.783,N,84.277,W,1
9/14/2001,2:42:46,25.785,N,84.269,W,1
9/14/2001,2:44:46,25.787,N,84.261,W,1
9/14/2001,2:46:47,25.789,N,84.253,W,1
9/14/2001,2:48:47,25.791,N,84.245,W,1
9/14/2001,2:50:47,25.792,N,84.237,W,1
9/14/2001,2:52:47,25.794,N,84.229,W,1
9/14/2001,2:54:46,25.796,N,84.221,W,1
9/14/2001,2:56:46,25.797,N,84.213,W,1
9/14/2001,2:58:46,25.799,N,84.205,W,1
9/14/2001,3:00:00,25.8,N,84.2,W,1
9/14/2001,3:01:59,25.799,N,84.196,W,1
9/14/2001,3:03:59,25.797,N,84.191,W,1
9/14/2001,3:05:59,25.796,N,84.187,W,1
9/14/2001,3:08:00,25.794,N,84.182,W,1
9/14/2001,3:10:00,25.792,N,84.178,W,1
9/14/2001,3:12:00,25.791,N,84.174,W,1
9/14/2001,3:14:00,25.789,N,84.169,W,1
9/14/2001,3:15:59,25.787,N,84.165,W,1
9/14/2001,3:17:59,25.785,N,84.161,W,1
9/14/2001,3:19:59,25.783,N,84.157,W,1
9/14/2001,3:21:59,25.781,N,84.152,W,1
9/14/2001,3:24:00,25.778,N,84.148,W,1
9/14/2001,3:26:00,25.776,N,84.144,W,1
9/14/2001,3:28:00,25.774,N,84.14,W,1
9/14/2001,3:30:00,25.772,N,84.135,W,1
9/14/2001,3:31:59,25.769,N,84.131,W,1
9/14/2001,3:33:59,25.767,N,84.127,W,1
9/14/2001,3:35:59,25.764,N,84.122,W,1
9/14/2001,3:38:00,25.762,N,84.118,W,1
9/14/2001,3:40:00,25.759,N,84.114,W,1
9/14/2001,3:42:00,25.757,N,84.11,W,1
9/14/2001,3:44:00,25.754,N,84.105,W,1
9/14/2001,3:45:59,25.752,N,84.101,W,1
9/14/2001,3:47:59,25.749,N,84.097,W,1
9/14/2001,3:49:59,25.747,N,84.092,W,1
9/14/2001,3:51:59,25.744,N,84.088,W,1
9/14/2001,3:54:00,25.742,N,84.084,W,1
9/14/2001,3:56:00,25.739,N,84.079,W,1
9/14/2001,3:58:00,25.737,N,84.075,W,1
9/14/2001,4:00:00,25.735,N,84.07,W,1
9/14/2001,4:01:59,25.732,N,84.066,W,1
9/14/2001,4:03:59,25.73,N,84.061,W,1
9/14/2001,4:05:59,25.728,N,84.056,W,1
9/14/2001,4:08:00,25.725,N,84.052,W,1
9/14/2001,4:10:00,25.723,N,84.047,W,1
9/14/2001,4:12:00,25.721,N,84.042,W,1
9/14/2001,4:14:00,25.719,N,84.038,W,1
9/14/2001,4:15:59,25.717,N,84.033,W,1
9/14/2001,4:17:59,25.715,N,84.028,W,1
9/14/2001,4:19:59,25.713,N,84.023,W,1
9/14/2001,4:21:59,25.711,N,84.018,W,1
9/14/2001,4:24:00,25.71,N,84.013,W,1
9/14/2001,4:26:00,25.708,N,84.008,W,1
9/14/2001,4:28:00,25.706,N,84.003,W,1
9/14/2001,4:30:00,25.705,N,83.997,W,1
9/14/2001,4:31:59,25.704,N,83.992,W,1
9/14/2001,4:33:59,25.703,N,83.987,W,1
9/14/2001,4:35:59,25.701,N,83.981,W,1
9/14/2001,4:38:00,25.7,N,83.976,W,1
9/14/2001,4:40:00,25.7,N,83.97,W,1
9/14/2001,4:42:00,25.699,N,83.965,W,1
9/14/2001,4:44:00,25.698,N,83.959,W,1
9/14/2001,4:45:59,25.698,N,83.953,W,1
9/14/2001,4:47:59,25.697,N,83.947,W,1
9/14/2001,4:49:59,25.697,N,83.941,W,1
9/14/2001,4:51:59,25.697,N,83.935,W,1
9/14/2001,4:54:00,25.697,N,83.929,W,1
9/14/2001,4:56:00,25.698,N,83.923,W,1
9/14/2001,4:58:00,25.698,N,83.917,W,1
9/14/2001,5:00:00,25.699,N,83.91,W,1
9/14/2001,5:01:59,25.699,N,83.904,W,1
9/14/2001,5:03:59,25.7,N,83.897,W,1
9/14/2001,5:05:59,25.702,N,83.891,W,1
9/14/2001,5:08:00,25.703,N,83.884,W,1
9/14/2001,5:10:00,25.704,N,83.877,W,1
9/14/2001,5:12:00,25.706,N,83.87,W,1
9/14/2001,5:14:00,25.708,N,83.863,W,1
9/14/2001,5:15:59,25.71,N,83.855,W,1
9/14/2001,5:17:59,25.713,N,83.848,W,1
9/14/2001,5:19:59,25.715,N,83.841,W,1
9/14/2001,5:21:59,25.718,N,83.833,W,1
9/14/2001,5:24:00,25.721,N,83.825,W,1
9/14/2001,5:26:00,25.724,N,83.818,W,1
9/14/2001,5:28:00,25.727,N,83.81,W,1
9/14/2001,5:30:00,25.731,N,83.802,W,1
9/14/2001,5:31:59,25.735,N,83.794,W,1
9/14/2001,5:33:59,25.738,N,83.785,W,1
9/14/2001,5:35:59,25.743,N,83.777,W,1
9/14/2001,5:38:00,25.747,N,83.769,W,1
9/14/2001,5:40:00,25.751,N,83.76,W,1
9/14/2001,5:42:00,25.756,N,83.752,W,1
9/14/2001,5:44:00,25.761,N,83.743,W,1
9/14/2001,5:45:59,25.766,N,83.734,W,1
9/14/2001,5:47:59,25.771,N,83.725,W,1
9/14/2001,5:49:59,25.776,N,83.717,W,1
9/14/2001,5:51:59,25.782,N,83.708,W,1
9/14/2001,5:54:00,25.788,N,83.698,W,1
9/14/2001,5:56:00,25.793,N,83.689,W,1
9/14/2001,5:58:00,25.799,N,83.68,W,1
9/14/2001,6:00:00,25.806,N,83.671,W,1
9/14/2001,6:01:59,25.812,N,83.661,W,1
9/14/2001,6:03:59,25.818,N,83.652,W,1
9/14/2001,6:05:59,25.825,N,83.642,W,1
9/14/2001,6:08:00,25.832,N,83.632,W,1
9/14/2001,6:10:00,25.838,N,83.623,W,1
9/14/2001,6:12:00,25.845,N,83.613,W,1
9/14/2001,6:14:00,25.853,N,83.603,W,1
9/14/2001,6:15:46,25.859,N,83.594,W,1
9/14/2001,6:17:47,25.867,N,83.58,W,1
9/14/2001,6:19:47,25.875,N,83.567,W,1
9/14/2001,6:21:47,25.883,N,83.553,W,1
9/14/2001,6:23:47,25.891,N,83.54,W,1
9/14/2001,6:25:46,25.899,N,83.526,W,1
9/14/2001,6:27:46,25.907,N,83.513,W,1
9/14/2001,6:29:46,25.915,N,83.499,W,1
9/14/2001,6:31:47,25.924,N,83.486,W,1
9/14/2001,6:33:47,25.932,N,83.473,W,1
9/14/2001,6:35:47,25.941,N,83.46,W,1
9/14/2001,6:37:47,25.949,N,83.447,W,1
9/14/2001,6:39:46,25.958,N,83.434,W,1
9/14/2001,6:41:46,25.967,N,83.421,W,1
9/14/2001,6:43:46,25.975,N,83.409,W,1
9/14/2001,6:45:46,25.984,N,83.397,W,1
9/14/2001,6:47:47,25.993,N,83.384,W,1
9/14/2001,6:49:47,26.002,N,83.372,W,1
9/14/2001,6:51:47,26.011,N,83.36,W,1
9/14/2001,6:53:47,26.02,N,83.349,W,1
9/14/2001,6:55:46,26.03,N,83.337,W,1
9/14/2001,6:57:46,26.039,N,83.326,W,1
9/14/2001,6:59:46,26.048,N,83.315,W,1
9/14/2001,7:01:47,26.057,N,83.304,W,1
9/14/2001,7:03:47,26.067,N,83.293,W,1
9/14/2001,7:05:47,26.076,N,83.282,W,1
9/14/2001,7:07:47,26.086,N,83.272,W,1
9/14/2001,7:09:46,26.095,N,83.262,W,1
9/14/2001,7:11:46,26.105,N,83.252,W,1
9/14/2001,7:13:46,26.114,N,83.242,W,1
9/14/2001,7:15:46,26.124,N,83.232,W,1
9/14/2001,7:17:47,26.133,N,83.222,W,1
9/14/2001,7:19:47,26.143,N,83.213,W,1
9/14/2001,7:21:47,26.153,N,83.204,W,1
