Track,for,Gamma,2005,,,
Date,Time,(UTC),Latitude,Longitude,,Category
MM/DD/Year,HH:MM:SS,(deg),(deg),,,
11/18/2005,5:24:00,15.716,N,84.73,W,0
11/18/2005,5:26:00,15.715,N,84.734,W,0
11/18/2005,5:28:00,15.714,N,84.738,W,0
11/18/2005,5:30:00,15.714,N,84.742,W,0
11/18/2005,5:31:59,15.713,N,84.746,W,0
11/18/2005,5:33:59,15.712,N,84.749,W,0
11/18/2005,5:35:59,15.711,N,84.753,W,0
11/18/2005,5:37:59,15.71,N,84.757,W,0
11/18/2005,5:39:59,15.709,N,84.761,W,0
11/18/2005,5:41:59,15.708,N,84.765,W,0
11/18/2005,5:43:59,15.707,N,84.769,W,0
11/18/2005,5:46:00,15.706,N,84.773,W,0
11/18/2005,5:48:00,15.705,N,84.777,W,0
11/18/2005,5:50:00,15.705,N,84.781,W,0
11/18/2005,5:52:00,15.704,N,84.784,W,0
11/18/2005,5:54:00,15.703,N,84.788,W,0
11/18/2005,5:56:00,15.702,N,84.792,W,0
11/18/2005,5:58:00,15.701,N,84.796,W,0
11/18/2005,6:00:00,15.7,N,84.8,W,0
11/18/2005,6:01:59,15.699,N,84.804,W,0
11/18/2005,6:03:59,15.698,N,84.809,W,0
11/18/2005,6:05:59,15.697,N,84.813,W,0
11/18/2005,6:07:59,15.695,N,84.817,W,0
11/18/2005,6:09:59,15.694,N,84.822,W,0
11/18/2005,6:11:59,15.693,N,84.826,W,0
11/18/2005,6:13:59,15.692,N,84.83,W,0
11/18/2005,6:16:00,15.691,N,84.835,W,0
11/18/2005,6:18:00,15.689,N,84.839,W,0
11/18/2005,6:20:00,15.688,N,84.844,W,0
11/18/2005,6:22:00,15.687,N,84.848,W,0
11/18/2005,6:24:00,15.686,N,84.852,W,0
11/18/2005,6:26:00,15.684,N,84.857,W,0
11/18/2005,6:28:00,15.683,N,84.861,W,0
11/18/2005,6:30:00,15.682,N,84.866,W,0
11/18/2005,6:31:59,15.68,N,84.87,W,0
11/18/2005,6:33:59,15.679,N,84.875,W,0
11/18/2005,6:35:59,15.678,N,84.879,W,0
11/18/2005,6:37:59,15.677,N,84.883,W,0
11/18/2005,6:39:59,15.675,N,84.888,W,0
11/18/2005,6:41:59,15.674,N,84.892,W,0
11/18/2005,6:43:59,15.673,N,84.897,W,0
11/18/2005,6:46:00,15.671,N,84.901,W,0
11/18/2005,6:48:00,15.67,N,84.906,W,0
11/18/2005,6:50:00,15.669,N,84.91,W,0
11/18/2005,6:52:00,15.667,N,84.915,W,0
11/18/2005,6:54:00,15.666,N,84.919,W,0
11/18/2005,6:56:00,15.665,N,84.923,W,0
11/18/2005,6:58:00,15.663,N,84.928,W,0
11/18/2005,7:00:00,15.662,N,84.932,W,0
11/18/2005,7:01:59,15.661,N,84.937,W,0
11/18/2005,7:03:59,15.659,N,84.941,W,0
11/18/2005,7:05:59,15.658,N,84.946,W,0
11/18/2005,7:07:59,15.656,N,84.95,W,0
11/18/2005,7:09:59,15.655,N,84.955,W,0
11/18/2005,7:11:59,15.654,N,84.959,W,0
11/18/2005,7:13:59,15.652,N,84.964,W,0
11/18/2005,7:16:00,15.651,N,84.968,W,0
11/18/2005,7:18:00,15.649,N,84.973,W,0
11/18/2005,7:20:00,15.648,N,84.977,W,0
11/18/2005,7:22:00,15.647,N,84.982,W,0
11/18/2005,7:24:00,15.645,N,84.986,W,0
11/18/2005,7:26:00,15.644,N,84.99,W,0
11/18/2005,7:28:00,15.642,N,84.995,W,0
11/18/2005,7:30:00,15.641,N,84.999,W,0
11/18/2005,7:31:59,15.64,N,85.004,W,0
11/18/2005,7:33:59,15.638,N,85.008,W,0
11/18/2005,7:35:59,15.637,N,85.013,W,0
11/18/2005,7:37:59,15.635,N,85.017,W,0
11/18/2005,7:39:59,15.634,N,85.022,W,0
11/18/2005,7:41:59,15.632,N,85.026,W,0
11/18/2005,7:43:59,15.631,N,85.031,W,0
11/18/2005,7:46:00,15.63,N,85.035,W,0
11/18/2005,7:48:00,15.628,N,85.039,W,0
11/18/2005,7:50:00,15.627,N,85.044,W,0
11/18/2005,7:52:00,15.625,N,85.048,W,0
11/18/2005,7:54:00,15.624,N,85.053,W,0
11/18/2005,7:56:00,15.622,N,85.057,W,0
11/18/2005,7:58:00,15.621,N,85.062,W,0
11/18/2005,8:00:00,15.62,N,85.066,W,0
11/18/2005,8:01:59,15.618,N,85.07,W,0
11/18/2005,8:03:59,15.617,N,85.075,W,0
11/18/2005,8:05:59,15.615,N,85.079,W,0
11/18/2005,8:07:59,15.614,N,85.084,W,0
11/18/2005,8:09:59,15.612,N,85.088,W,0
11/18/2005,8:11:59,15.611,N,85.092,W,0
11/18/2005,8:13:59,15.61,N,85.097,W,0
11/18/2005,8:16:00,15.608,N,85.101,W,0
11/18/2005,8:18:00,15.607,N,85.105,W,0
11/18/2005,8:20:00,15.605,N,85.11,W,0
11/18/2005,8:22:00,15.604,N,85.114,W,0
11/18/2005,8:24:00,15.602,N,85.118,W,0
11/18/2005,8:26:00,15.601,N,85.123,W,0
11/18/2005,8:28:00,15.6,N,85.127,W,0
11/18/2005,8:30:00,15.598,N,85.131,W,0
11/18/2005,8:31:59,15.597,N,85.136,W,0
11/18/2005,8:33:59,15.595,N,85.14,W,0
11/18/2005,8:35:59,15.594,N,85.144,W,0
11/18/2005,8:37:59,15.593,N,85.149,W,0
11/18/2005,8:39:59,15.591,N,85.153,W,0
11/18/2005,8:41:59,15.59,N,85.157,W,0
11/18/2005,8:43:59,15.588,N,85.161,W,0
11/18/2005,8:46:00,15.587,N,85.166,W,0
11/18/2005,8:48:00,15.586,N,85.17,W,0
11/18/2005,8:50:00,15.584,N,85.174,W,0
11/18/2005,8:52:00,15.583,N,85.178,W,0
11/18/2005,8:54:00,15.582,N,85.182,W,0
11/18/2005,8:56:00,15.58,N,85.187,W,0
11/18/2005,8:58:00,15.579,N,85.191,W,0
11/18/2005,9:00:00,15.578,N,85.195,W,0
11/18/2005,9:01:59,15.576,N,85.199,W,0
11/18/2005,9:03:59,15.575,N,85.203,W,0
11/18/2005,9:05:59,15.573,N,85.207,W,0
11/18/2005,9:07:59,15.572,N,85.212,W,0
11/18/2005,9:09:59,15.571,N,85.216,W,0
11/18/2005,9:11:59,15.57,N,85.22,W,0
11/18/2005,9:13:59,15.568,N,85.224,W,0
11/18/2005,9:16:00,15.567,N,85.228,W,0
11/18/2005,9:18:00,15.566,N,85.232,W,0
11/18/2005,9:20:00,15.564,N,85.236,W,0
11/18/2005,9:22:00,15.563,N,85.24,W,0
11/18/2005,9:24:00,15.562,N,85.244,W,0
11/18/2005,9:26:00,15.561,N,85.248,W,0
11/18/2005,9:28:00,15.559,N,85.252,W,0
11/18/2005,9:30:00,15.558,N,85.256,W,0
11/18/2005,9:31:59,15.557,N,85.26,W,0
11/18/2005,9:33:59,15.556,N,85.264,W,0
11/18/2005,9:35:59,15.554,N,85.268,W,0
11/18/2005,9:37:59,15.553,N,85.272,W,0
11/18/2005,9:39:59,15.552,N,85.276,W,0
11/18/2005,9:41:59,15.551,N,85.28,W,0
11/18/2005,9:43:59,15.55,N,85.284,W,0
11/18/2005,9:46:00,15.548,N,85.287,W,0
11/18/2005,9:48:00,15.547,N,85.291,W,0
11/18/2005,9:50:00,15.546,N,85.295,W,0
11/18/2005,9:52:00,15.545,N,85.299,W,0
11/18/2005,9:54:00,15.544,N,85.303,W,0
11/18/2005,9:56:00,15.543,N,85.307,W,0
11/18/2005,9:58:00,15.542,N,85.31,W,0
11/18/2005,10:00:00,15.54,N,85.314,W,0
11/18/2005,10:01:59,15.539,N,85.318,W,0
11/18/2005,10:03:59,15.538,N,85.322,W,0
11/18/2005,10:05:59,15.537,N,85.325,W,0
11/18/2005,10:07:59,15.536,N,85.329,W,0
11/18/2005,10:09:59,15.535,N,85.333,W,0
11/18/2005,10:11:59,15.534,N,85.336,W,0
11/18/2005,10:13:59,15.533,N,85.34,W,0
11/18/2005,10:16:00,15.532,N,85.343,W,0
11/18/2005,10:18:00,15.531,N,85.347,W,0
11/18/2005,10:20:00,15.53,N,85.351,W,0
11/18/2005,10:22:00,15.529,N,85.354,W,0
11/18/2005,10:24:00,15.528,N,85.358,W,0
11/18/2005,10:26:00,15.527,N,85.361,W,0
11/18/2005,10:28:00,15.526,N,85.365,W,0
11/18/2005,10:30:00,15.525,N,85.368,W,0
11/18/2005,10:31:59,15.524,N,85.372,W,0
11/18/2005,10:33:59,15.524,N,85.375,W,0
11/18/2005,10:35:59,15.523,N,85.378,W,0
11/18/2005,10:37:59,15.522,N,85.382,W,0
11/18/2005,10:39:59,15.521,N,85.385,W,0
11/18/2005,10:41:59,15.52,N,85.388,W,0
11/18/2005,10:43:59,15.519,N,85.392,W,0
11/18/2005,10:46:00,15.518,N,85.395,W,0
11/18/2005,10:48:00,15.518,N,85.398,W,0
11/18/2005,10:50:00,15.517,N,85.402,W,0
11/18/2005,10:52:00,15.516,N,85.405,W,0
11/18/2005,10:54:00,15.515,N,85.408,W,0
11/18/2005,10:56:00,15.515,N,85.411,W,0
11/18/2005,10:58:00,15.514,N,85.414,W,0
11/18/2005,11:00:00,15.513,N,85.418,W,0
11/18/2005,11:01:59,15.512,N,85.421,W,0
11/18/2005,11:03:59,15.512,N,85.424,W,0
11/18/2005,11:05:59,15.511,N,85.427,W,0
11/18/2005,11:07:59,15.51,N,85.43,W,0
11/18/2005,11:09:59,15.51,N,85.433,W,0
11/18/2005,11:11:59,15.509,N,85.436,W,0
11/18/2005,11:13:59,15.509,N,85.439,W,0
11/18/2005,11:16:00,15.508,N,85.442,W,0
11/18/2005,11:18:00,15.507,N,85.445,W,0
11/18/2005,11:20:00,15.507,N,85.448,W,0
11/18/2005,11:22:00,15.506,N,85.451,W,0
11/18/2005,11:24:00,15.506,N,85.453,W,0
11/18/2005,11:26:00,15.505,N,85.456,W,0
11/18/2005,11:28:00,15.505,N,85.459,W,0
11/18/2005,11:30:00,15.504,N,85.462,W,0
11/18/2005,11:31:59,15.504,N,85.465,W,0
11/18/2005,11:33:59,15.504,N,85.467,W,0
11/18/2005,11:35:59,15.503,N,85.47,W,0
11/18/2005,11:37:59,15.503,N,85.473,W,0
11/18/2005,11:39:59,15.503,N,85.475,W,0
11/18/2005,11:41:59,15.502,N,85.478,W,0
11/18/2005,11:43:59,15.502,N,85.48,W,0
11/18/2005,11:46:00,15.502,N,85.483,W,0
11/18/2005,11:48:00,15.501,N,85.485,W,0
11/18/2005,11:50:00,15.501,N,85.488,W,0
11/18/2005,11:52:00,15.501,N,85.49,W,0
11/18/2005,11:54:00,15.501,N,85.493,W,0
11/18/2005,11:56:00,15.5,N,85.495,W,0
11/18/2005,11:58:00,15.5,N,85.498,W,0
11/18/2005,12:00:00,15.5,N,85.5,W,0
11/18/2005,12:01:59,15.5,N,85.501,W,0
11/18/2005,12:03:59,15.499,N,85.503,W,0
11/18/2005,12:05:59,15.499,N,85.504,W,0
11/18/2005,12:07:59,15.499,N,85.505,W,0
11/18/2005,12:09:59,15.499,N,85.506,W,0
11/18/2005,12:11:59,15.498,N,85.508,W,0
11/18/2005,12:13:59,15.498,N,85.509,W,0
11/18/2005,12:16:00,15.498,N,85.51,W,0
11/18/2005,12:18:00,15.498,N,85.511,W,0
11/18/2005,12:20:00,15.497,N,85.512,W,0
11/18/2005,12:22:00,15.497,N,85.513,W,0
11/18/2005,12:24:00,15.497,N,85.514,W,0
11/18/2005,12:26:00,15.497,N,85.515,W,0
11/18/2005,12:28:00,15.497,N,85.516,W,0
11/18/2005,12:30:00,15.497,N,85.517,W,0
11/18/2005,12:31:59,15.497,N,85.518,W,0
11/18/2005,12:33:59,15.496,N,85.519,W,0
11/18/2005,12:35:59,15.496,N,85.52,W,0
11/18/2005,12:37:59,15.496,N,85.52,W,0
11/18/2005,12:39:59,15.496,N,85.521,W,0
11/18/2005,12:41:59,15.496,N,85.522,W,0
11/18/2005,12:43:59,15.496,N,85.523,W,0
11/18/2005,12:46:00,15.496,N,85.524,W,0
11/18/2005,12:48:00,15.496,N,85.524,W,0
11/18/2005,12:50:00,15.496,N,85.525,W,0
11/18/2005,12:52:00,15.496,N,85.526,W,0
11/18/2005,12:54:00,15.496,N,85.526,W,0
11/18/2005,12:56:00,15.496,N,85.527,W,0
11/18/2005,12:58:00,15.496,N,85.528,W,0
11/18/2005,13:00:00,15.496,N,85.528,W,0
11/18/2005,13:01:59,15.497,N,85.529,W,0
11/18/2005,13:03:59,15.497,N,85.529,W,0
11/18/2005,13:05:59,15.497,N,85.53,W,0
11/18/2005,13:07:59,15.497,N,85.53,W,0
11/18/2005,13:09:59,15.497,N,85.531,W,0
11/18/2005,13:11:59,15.497,N,85.531,W,0
11/18/2005,13:13:59,15.497,N,85.532,W,0
11/18/2005,13:16:00,15.498,N,85.532,W,0
11/18/2005,13:18:00,15.498,N,85.533,W,0
11/18/2005,13:20:00,15.498,N,85.533,W,0
11/18/2005,13:22:00,15.498,N,85.534,W,0
11/18/2005,13:24:00,15.499,N,85.534,W,0
11/18/2005,13:26:00,15.499,N,85.534,W,0
11/18/2005,13:28:00,15.499,N,85.535,W,0
11/18/2005,13:30:00,15.5,N,85.535,W,0
11/18/2005,13:31:59,15.5,N,85.535,W,0
11/18/2005,13:33:59,15.5,N,85.536,W,0
11/18/2005,13:35:59,15.501,N,85.536,W,0
11/18/2005,13:37:59,15.501,N,85.536,W,0
11/18/2005,13:39:59,15.501,N,85.537,W,0
11/18/2005,13:41:59,15.502,N,85.537,W,0
11/18/2005,13:43:59,15.502,N,85.537,W,0
11/18/2005,13:46:00,15.503,N,85.537,W,0
11/18/2005,13:48:00,15.503,N,85.538,W,0
11/18/2005,13:50:00,15.503,N,85.538,W,0
11/18/2005,13:52:00,15.504,N,85.538,W,0
11/18/2005,13:54:00,15.504,N,85.538,W,0
11/18/2005,13:56:00,15.505,N,85.538,W,0
11/18/2005,13:58:00,15.505,N,85.539,W,0
11/18/2005,14:00:00,15.506,N,85.539,W,0
11/18/2005,14:01:59,15.507,N,85.539,W,0
11/18/2005,14:03:59,15.507,N,85.539,W,0
11/18/2005,14:05:59,15.508,N,85.539,W,0
11/18/2005,14:07:59,15.508,N,85.54,W,0
11/18/2005,14:09:59,15.509,N,85.54,W,0
11/18/2005,14:11:59,15.51,N,85.54,W,0
11/18/2005,14:13:59,15.51,N,85.54,W,0
11/18/2005,14:16:00,15.511,N,85.54,W,0
11/18/2005,14:18:00,15.512,N,85.54,W,0
11/18/2005,14:20:00,15.512,N,85.54,W,0
11/18/2005,14:22:00,15.513,N,85.54,W,0
11/18/2005,14:24:00,15.514,N,85.541,W,0
11/18/2005,14:26:00,15.514,N,85.541,W,0
11/18/2005,14:28:00,15.515,N,85.541,W,0
11/18/2005,14:30:00,15.516,N,85.541,W,0
11/18/2005,14:31:59,15.517,N,85.541,W,0
11/18/2005,14:33:59,15.518,N,85.541,W,0
11/18/2005,14:35:59,15.519,N,85.541,W,0
11/18/2005,14:37:59,15.519,N,85.541,W,0
11/18/2005,14:39:59,15.52,N,85.541,W,0
11/18/2005,14:41:59,15.521,N,85.541,W,0
11/18/2005,14:43:59,15.522,N,85.541,W,0
11/18/2005,14:46:00,15.523,N,85.542,W,0
11/18/2005,14:48:00,15.524,N,85.542,W,0
11/18/2005,14:50:00,15.525,N,85.542,W,0
11/18/2005,14:52:00,15.526,N,85.542,W,0
11/18/2005,14:54:00,15.527,N,85.542,W,0
11/18/2005,14:56:00,15.528,N,85.542,W,0
11/18/2005,14:58:00,15.529,N,85.542,W,0
11/18/2005,15:00:00,15.53,N,85.542,W,0
11/18/2005,15:01:59,15.531,N,85.542,W,0
11/18/2005,15:03:59,15.532,N,85.542,W,0
11/18/2005,15:05:59,15.533,N,85.543,W,0
11/18/2005,15:07:59,15.534,N,85.543,W,0
11/18/2005,15:09:59,15.535,N,85.543,W,0
11/18/2005,15:11:59,15.537,N,85.543,W,0
11/18/2005,15:13:59,15.538,N,85.543,W,0
11/18/2005,15:16:00,15.539,N,85.543,W,0
11/18/2005,15:18:00,15.54,N,85.543,W,0
11/18/2005,15:20:00,15.541,N,85.543,W,0
11/18/2005,15:22:00,15.543,N,85.544,W,0
11/18/2005,15:24:00,15.544,N,85.544,W,0
11/18/2005,15:26:00,15.545,N,85.544,W,0
11/18/2005,15:28:00,15.546,N,85.544,W,0
11/18/2005,15:30:00,15.548,N,85.544,W,0
11/18/2005,15:31:59,15.549,N,85.544,W,0
11/18/2005,15:33:59,15.55,N,85.545,W,0
11/18/2005,15:35:59,15.552,N,85.545,W,0
11/18/2005,15:37:59,15.553,N,85.545,W,0
11/18/2005,15:39:59,15.555,N,85.545,W,0
11/18/2005,15:41:59,15.556,N,85.546,W,0
11/18/2005,15:43:59,15.558,N,85.546,W,0
11/18/2005,15:46:00,15.559,N,85.546,W,0
11/18/2005,15:48:00,15.56,N,85.546,W,0
11/18/2005,15:50:00,15.562,N,85.547,W,0
11/18/2005,15:52:00,15.564,N,85.547,W,0
11/18/2005,15:54:00,15.565,N,85.547,W,0
11/18/2005,15:56:00,15.567,N,85.548,W,0
11/18/2005,15:58:00,15.568,N,85.548,W,0
11/18/2005,16:00:00,15.57,N,85.548,W,0
11/18/2005,16:01:59,15.571,N,85.549,W,0
11/18/2005,16:03:59,15.573,N,85.549,W,0
11/18/2005,16:05:59,15.575,N,85.549,W,0
11/18/2005,16:07:59,15.576,N,85.55,W,0
11/18/2005,16:09:59,15.578,N,85.55,W,0
11/18/2005,16:11:59,15.58,N,85.551,W,0
11/18/2005,16:13:59,15.582,N,85.551,W,0
11/18/2005,16:16:00,15.583,N,85.552,W,0
11/18/2005,16:18:00,15.585,N,85.552,W,0
11/18/2005,16:20:00,15.587,N,85.553,W,0
11/18/2005,16:22:00,15.589,N,85.553,W,0
11/18/2005,16:24:00,15.591,N,85.554,W,0
11/18/2005,16:26:00,15.592,N,85.554,W,0
11/18/2005,16:28:00,15.594,N,85.555,W,0
11/18/2005,16:30:00,15.596,N,85.555,W,0
11/18/2005,16:31:59,15.598,N,85.556,W,0
11/18/2005,16:33:59,15.6,N,85.557,W,0
11/18/2005,16:35:59,15.602,N,85.557,W,0
11/18/2005,16:37:59,15.604,N,85.558,W,0
11/18/2005,16:39:59,15.606,N,85.559,W,0
11/18/2005,16:41:59,15.608,N,85.559,W,0
11/18/2005,16:43:59,15.61,N,85.56,W,0
11/18/2005,16:46:00,15.612,N,85.561,W,0
11/18/2005,16:48:00,15.614,N,85.562,W,0
11/18/2005,16:50:00,15.616,N,85.562,W,0
11/18/2005,16:52:00,15.618,N,85.563,W,0
11/18/2005,16:54:00,15.62,N,85.564,W,0
11/18/2005,16:56:00,15.623,N,85.565,W,0
11/18/2005,16:58:00,15.625,N,85.566,W,0
11/18/2005,17:00:00,15.627,N,85.567,W,0
11/18/2005,17:01:59,15.629,N,85.567,W,0
11/18/2005,17:03:59,15.631,N,85.568,W,0
11/18/2005,17:05:59,15.634,N,85.569,W,0
11/18/2005,17:07:59,15.636,N,85.57,W,0
11/18/2005,17:09:59,15.638,N,85.571,W,0
11/18/2005,17:11:59,15.64,N,85.572,W,0
11/18/2005,17:13:59,15.643,N,85.573,W,0
11/18/2005,17:16:00,15.645,N,85.574,W,0
11/18/2005,17:18:00,15.647,N,85.575,W,0
11/18/2005,17:20:00,15.65,N,85.576,W,0
11/18/2005,17:22:00,15.652,N,85.577,W,0
11/18/2005,17:24:00,15.654,N,85.578,W,0
11/18/2005,17:26:00,15.657,N,85.579,W,0
11/18/2005,17:28:00,15.659,N,85.58,W,0
11/18/2005,17:30:00,15.662,N,85.582,W,0
11/18/2005,17:31:59,15.664,N,85.583,W,0
11/18/2005,17:33:59,15.667,N,85.584,W,0
11/18/2005,17:35:59,15.669,N,85.585,W,0
11/18/2005,17:37:59,15.672,N,85.586,W,0
11/18/2005,17:39:59,15.674,N,85.587,W,0
11/18/2005,17:41:59,15.677,N,85.589,W,0
11/18/2005,17:43:59,15.679,N,85.59,W,0
11/18/2005,17:46:00,15.682,N,85.591,W,0
11/18/2005,17:48:00,15.684,N,85.592,W,0
11/18/2005,17:50:00,15.687,N,85.593,W,0
11/18/2005,17:52:00,15.689,N,85.595,W,0
11/18/2005,17:54:00,15.692,N,85.596,W,0
11/18/2005,17:56:00,15.695,N,85.597,W,0
11/18/2005,17:58:00,15.697,N,85.599,W,0
11/18/2005,18:00:00,15.7,N,85.6,W,0
11/18/2005,18:01:59,15.702,N,85.601,W,0
11/18/2005,18:03:59,15.704,N,85.602,W,0
11/18/2005,18:05:59,15.706,N,85.604,W,0
11/18/2005,18:07:59,15.709,N,85.605,W,0
11/18/2005,18:09:59,15.711,N,85.606,W,0
11/18/2005,18:11:59,15.713,N,85.607,W,0
11/18/2005,18:13:59,15.715,N,85.608,W,0
11/18/2005,18:16:00,15.717,N,85.61,W,0
11/18/2005,18:18:00,15.72,N,85.611,W,0
11/18/2005,18:20:00,15.722,N,85.612,W,0
11/18/2005,18:22:00,15.724,N,85.613,W,0
11/18/2005,18:24:00,15.726,N,85.615,W,0
11/18/2005,18:26:00,15.729,N,85.616,W,0
11/18/2005,18:28:00,15.731,N,85.617,W,0
11/18/2005,18:30:00,15.733,N,85.619,W,0
11/18/2005,18:31:59,15.736,N,85.62,W,0
11/18/2005,18:33:59,15.738,N,85.621,W,0
11/18/2005,18:35:59,15.74,N,85.623,W,0
11/18/2005,18:37:59,15.743,N,85.624,W,0
11/18/2005,18:39:59,15.745,N,85.625,W,0
11/18/2005,18:41:59,15.748,N,85.627,W,0
11/18/2005,18:43:59,15.75,N,85.628,W,0
11/18/2005,18:46:00,15.753,N,85.629,W,0
11/18/2005,18:48:00,15.755,N,85.631,W,0
11/18/2005,18:50:00,15.758,N,85.632,W,0
11/18/2005,18:52:00,15.76,N,85.634,W,0
11/18/2005,18:54:00,15.763,N,85.635,W,0
11/18/2005,18:56:00,15.765,N,85.637,W,0
11/18/2005,18:58:00,15.768,N,85.638,W,0
11/18/2005,19:00:00,15.771,N,85.64,W,0
11/18/2005,19:01:59,15.773,N,85.641,W,0
11/18/2005,19:03:59,15.776,N,85.643,W,0
11/18/2005,19:05:59,15.779,N,85.644,W,0
11/18/2005,19:07:59,15.781,N,85.646,W,0
11/18/2005,19:09:59,15.784,N,85.647,W,0
11/18/2005,19:11:59,15.787,N,85.649,W,0
11/18/2005,19:13:59,15.79,N,85.65,W,0
11/18/2005,19:16:00,15.792,N,85.652,W,0
11/18/2005,19:18:00,15.795,N,85.653,W,0
11/18/2005,19:20:00,15.798,N,85.655,W,0
11/18/2005,19:22:00,15.801,N,85.657,W,0
11/18/2005,19:24:00,15.804,N,85.658,W,0
11/18/2005,19:26:00,15.806,N,85.66,W,0
11/18/2005,19:28:00,15.809,N,85.661,W,0
11/18/2005,19:30:00,15.812,N,85.663,W,0
11/18/2005,19:31:59,15.815,N,85.665,W,0
11/18/2005,19:33:59,15.818,N,85.667,W,0
11/18/2005,19:35:59,15.821,N,85.668,W,0
11/18/2005,19:37:59,15.824,N,85.67,W,0
11/18/2005,19:39:59,15.827,N,85.672,W,0
11/18/2005,19:41:59,15.83,N,85.673,W,0
11/18/2005,19:43:59,15.833,N,85.675,W,0
11/18/2005,19:46:00,15.836,N,85.677,W,0
11/18/2005,19:48:00,15.839,N,85.679,W,0
11/18/2005,19:50:00,15.843,N,85.68,W,0
11/18/2005,19:52:00,15.846,N,85.682,W,0
11/18/2005,19:54:00,15.849,N,85.684,W,0
11/18/2005,19:56:00,15.852,N,85.686,W,0
11/18/2005,19:58:00,15.855,N,85.688,W,0
11/18/2005,20:00:00,15.859,N,85.69,W,0
11/18/2005,20:01:59,15.862,N,85.691,W,0
11/18/2005,20:03:59,15.865,N,85.693,W,0
11/18/2005,20:05:59,15.868,N,85.695,W,0
11/18/2005,20:07:59,15.872,N,85.697,W,0
11/18/2005,20:09:59,15.875,N,85.699,W,0
11/18/2005,20:11:59,15.878,N,85.701,W,0
11/18/2005,20:13:59,15.882,N,85.703,W,0
11/18/2005,20:16:00,15.885,N,85.705,W,0
11/18/2005,20:18:00,15.889,N,85.707,W,0
11/18/2005,20:20:00,15.892,N,85.709,W,0
11/18/2005,20:22:00,15.896,N,85.711,W,0
11/18/2005,20:24:00,15.899,N,85.713,W,0
11/18/2005,20:26:00,15.903,N,85.715,W,0
11/18/2005,20:28:00,15.906,N,85.717,W,0
11/18/2005,20:30:00,15.91,N,85.719,W,0
11/18/2005,20:31:59,15.913,N,85.721,W,0
11/18/2005,20:33:59,15.917,N,85.723,W,0
11/18/2005,20:35:59,15.921,N,85.725,W,0
11/18/2005,20:37:59,15.924,N,85.727,W,0
11/18/2005,20:39:59,15.928,N,85.73,W,0
11/18/2005,20:41:59,15.932,N,85.732,W,0
11/18/2005,20:43:59,15.935,N,85.734,W,0
11/18/2005,20:46:00,15.939,N,85.736,W,0
11/18/2005,20:48:00,15.943,N,85.738,W,0
11/18/2005,20:50:00,15.947,N,85.74,W,0
11/18/2005,20:52:00,15.951,N,85.743,W,0
11/18/2005,20:54:00,15.954,N,85.745,W,0
11/18/2005,20:56:00,15.958,N,85.747,W,0
11/18/2005,20:58:00,15.962,N,85.749,W,0
11/18/2005,21:00:00,15.966,N,85.752,W,0
11/18/2005,21:01:59,15.97,N,85.754,W,0
11/18/2005,21:03:59,15.974,N,85.756,W,0
11/18/2005,21:05:59,15.978,N,85.759,W,0
11/18/2005,21:07:59,15.982,N,85.761,W,0
11/18/2005,21:09:59,15.986,N,85.763,W,0
11/18/2005,21:11:59,15.99,N,85.766,W,0
11/18/2005,21:13:59,15.994,N,85.768,W,0
11/18/2005,21:16:00,15.998,N,85.771,W,0
11/18/2005,21:18:00,16.003,N,85.773,W,0
11/18/2005,21:20:00,16.007,N,85.775,W,0
11/18/2005,21:22:00,16.011,N,85.778,W,0
11/18/2005,21:24:00,16.015,N,85.78,W,0
11/18/2005,21:26:00,16.02,N,85.783,W,0
11/18/2005,21:28:00,16.024,N,85.785,W,0
11/18/2005,21:30:00,16.028,N,85.788,W,0
11/18/2005,21:31:59,16.032,N,85.79,W,0
11/18/2005,21:33:59,16.037,N,85.793,W,0
11/18/2005,21:35:59,16.041,N,85.795,W,0
11/18/2005,21:37:59,16.046,N,85.798,W,0
11/18/2005,21:39:32,16.049,N,85.8,W,0
11/18/2005,21:41:32,16.052,N,85.802,W,0
11/18/2005,21:43:31,16.055,N,85.803,W,0
11/18/2005,21:45:31,16.058,N,85.805,W,0
11/18/2005,21:47:31,16.061,N,85.806,W,0
11/18/2005,21:49:31,16.063,N,85.808,W,0
11/18/2005,21:51:31,16.066,N,85.809,W,0
11/18/2005,21:53:31,16.069,N,85.811,W,0
11/18/2005,21:55:31,16.072,N,85.812,W,0
11/18/2005,21:57:31,16.075,N,85.814,W,0
11/18/2005,21:59:32,16.078,N,85.815,W,0
11/18/2005,22:01:32,16.081,N,85.816,W,0
11/18/2005,22:03:32,16.083,N,85.818,W,0
11/18/2005,22:05:32,16.086,N,85.819,W,0
11/18/2005,22:07:32,16.089,N,85.821,W,0
11/18/2005,22:09:32,16.092,N,85.822,W,0
11/18/2005,22:11:32,16.095,N,85.824,W,0
11/18/2005,22:13:31,16.097,N,85.825,W,0
11/18/2005,22:15:31,16.1,N,85.826,W,0
11/18/2005,22:17:31,16.103,N,85.828,W,0
11/18/2005,22:19:31,16.106,N,85.829,W,0
11/18/2005,22:21:31,16.108,N,85.83,W,0
11/18/2005,22:23:31,16.111,N,85.832,W,0
11/18/2005,22:25:31,16.114,N,85.833,W,0
11/18/2005,22:27:31,16.117,N,85.834,W,0
11/18/2005,22:29:32,16.119,N,85.836,W,0
11/18/2005,22:31:32,16.122,N,85.837,W,0
