Track,for,Gonzalo,2014,,
Date,Time,(UTC),Latitude,Longitude,
MM/DD/Year,HH:MM:SS,(deg),(deg),,
10/13/2014,12:31:30,17.067,N,61.629,W
10/13/2014,12:33:30,17.068,N,61.635,W
10/13/2014,12:35:30,17.069,N,61.641,W
10/13/2014,12:37:30,17.071,N,61.647,W
10/13/2014,12:39:29,17.072,N,61.653,W
10/13/2014,12:41:29,17.073,N,61.66,W
10/13/2014,12:43:29,17.075,N,61.666,W
10/13/2014,12:45:30,17.076,N,61.672,W
10/13/2014,12:47:30,17.077,N,61.678,W
10/13/2014,12:49:30,17.079,N,61.684,W
10/13/2014,12:51:30,17.08,N,61.69,W
10/13/2014,12:53:29,17.082,N,61.696,W
10/13/2014,12:55:29,17.083,N,61.702,W
10/13/2014,12:57:29,17.085,N,61.708,W
10/13/2014,12:59:29,17.087,N,61.714,W
10/13/2014,13:01:30,17.088,N,61.72,W
10/13/2014,13:03:30,17.09,N,61.725,W
10/13/2014,13:05:30,17.092,N,61.731,W
10/13/2014,13:07:30,17.093,N,61.737,W
10/13/2014,13:09:29,17.095,N,61.743,W
10/13/2014,13:11:29,17.097,N,61.749,W
10/13/2014,13:13:29,17.099,N,61.754,W
10/13/2014,13:15:30,17.101,N,61.76,W
10/13/2014,13:17:30,17.103,N,61.766,W
10/13/2014,13:19:30,17.105,N,61.772,W
10/13/2014,13:21:30,17.107,N,61.777,W
10/13/2014,13:23:29,17.109,N,61.783,W
10/13/2014,13:25:29,17.111,N,61.788,W
10/13/2014,13:27:29,17.113,N,61.794,W
10/13/2014,13:29:29,17.115,N,61.8,W
10/13/2014,13:31:30,17.117,N,61.805,W
10/13/2014,13:33:30,17.119,N,61.811,W
10/13/2014,13:35:30,17.121,N,61.816,W
10/13/2014,13:37:30,17.124,N,61.822,W
10/13/2014,13:39:29,17.126,N,61.827,W
10/13/2014,13:41:29,17.128,N,61.833,W
10/13/2014,13:43:29,17.131,N,61.838,W
10/13/2014,13:45:30,17.133,N,61.843,W
10/13/2014,13:47:30,17.135,N,61.849,W
10/13/2014,13:49:30,17.138,N,61.854,W
10/13/2014,13:51:30,17.14,N,61.859,W
10/13/2014,13:53:29,17.143,N,61.865,W
10/13/2014,13:55:29,17.145,N,61.87,W
10/13/2014,13:57:29,17.148,N,61.875,W
10/13/2014,13:59:29,17.15,N,61.881,W
10/13/2014,14:01:30,17.153,N,61.886,W
10/13/2014,14:03:30,17.155,N,61.891,W
10/13/2014,14:05:30,17.158,N,61.896,W
10/13/2014,14:07:30,17.161,N,61.901,W
10/13/2014,14:09:29,17.164,N,61.906,W
10/13/2014,14:11:29,17.166,N,61.912,W
10/13/2014,14:13:29,17.169,N,61.917,W
10/13/2014,14:15:30,17.172,N,61.922,W
10/13/2014,14:17:30,17.175,N,61.927,W
10/13/2014,14:19:30,17.177,N,61.932,W
10/13/2014,14:21:30,17.18,N,61.937,W
10/13/2014,14:23:29,17.183,N,61.942,W
10/13/2014,14:25:29,17.186,N,61.947,W
10/13/2014,14:27:29,17.189,N,61.952,W
10/13/2014,14:29:29,17.192,N,61.957,W
10/13/2014,14:31:30,17.195,N,61.962,W
10/13/2014,14:33:30,17.198,N,61.967,W
10/13/2014,14:35:30,17.201,N,61.972,W
10/13/2014,14:37:30,17.204,N,61.977,W
10/13/2014,14:39:29,17.207,N,61.981,W
10/13/2014,14:41:29,17.21,N,61.986,W
10/13/2014,14:43:29,17.213,N,61.991,W
10/13/2014,14:45:30,17.217,N,61.996,W
10/13/2014,14:47:30,17.22,N,62.001,W
10/13/2014,14:49:30,17.223,N,62.006,W
10/13/2014,14:51:30,17.226,N,62.01,W
10/13/2014,14:53:29,17.23,N,62.015,W
10/13/2014,14:55:29,17.233,N,62.02,W
10/13/2014,14:57:29,17.236,N,62.025,W
10/13/2014,14:59:29,17.239,N,62.029,W
10/13/2014,15:01:30,17.243,N,62.034,W
10/13/2014,15:03:30,17.246,N,62.039,W
10/13/2014,15:05:30,17.25,N,62.043,W
10/13/2014,15:07:30,17.253,N,62.048,W
10/13/2014,15:09:29,17.256,N,62.053,W
10/13/2014,15:11:29,17.26,N,62.057,W
10/13/2014,15:13:29,17.263,N,62.062,W
10/13/2014,15:15:30,17.267,N,62.066,W
10/13/2014,15:17:30,17.27,N,62.071,W
10/13/2014,15:19:30,17.274,N,62.075,W
10/13/2014,15:21:30,17.278,N,62.08,W
10/13/2014,15:23:29,17.281,N,62.084,W
10/13/2014,15:25:29,17.285,N,62.089,W
10/13/2014,15:27:29,17.288,N,62.093,W
10/13/2014,15:29:29,17.292,N,62.098,W
10/13/2014,15:31:30,17.296,N,62.102,W
10/13/2014,15:33:30,17.299,N,62.107,W
10/13/2014,15:35:30,17.303,N,62.111,W
10/13/2014,15:37:30,17.307,N,62.116,W
10/13/2014,15:39:29,17.311,N,62.12,W
10/13/2014,15:41:29,17.314,N,62.124,W
10/13/2014,15:43:29,17.318,N,62.129,W
10/13/2014,15:45:30,17.322,N,62.133,W
10/13/2014,15:47:30,17.326,N,62.138,W
10/13/2014,15:49:30,17.33,N,62.142,W
10/13/2014,15:51:30,17.334,N,62.146,W
10/13/2014,15:53:29,17.337,N,62.151,W
10/13/2014,15:55:29,17.341,N,62.155,W
10/13/2014,15:57:29,17.345,N,62.159,W
10/13/2014,15:59:29,17.349,N,62.163,W
10/13/2014,16:01:30,17.353,N,62.168,W
10/13/2014,16:03:30,17.357,N,62.172,W
10/13/2014,16:05:30,17.361,N,62.176,W
10/13/2014,16:07:30,17.365,N,62.18,W
10/13/2014,16:09:29,17.369,N,62.185,W
10/13/2014,16:11:29,17.373,N,62.189,W
10/13/2014,16:13:29,17.377,N,62.193,W
10/13/2014,16:15:30,17.381,N,62.197,W
10/13/2014,16:17:30,17.385,N,62.201,W
10/13/2014,16:19:30,17.39,N,62.205,W
10/13/2014,16:21:30,17.394,N,62.21,W
10/13/2014,16:23:29,17.398,N,62.214,W
10/13/2014,16:25:29,17.402,N,62.218,W
10/13/2014,16:27:29,17.406,N,62.222,W
10/13/2014,16:29:29,17.41,N,62.226,W
10/13/2014,16:31:30,17.415,N,62.23,W
10/13/2014,16:33:30,17.419,N,62.234,W
10/13/2014,16:35:30,17.423,N,62.238,W
10/13/2014,16:37:30,17.427,N,62.242,W
10/13/2014,16:39:29,17.431,N,62.246,W
10/13/2014,16:41:29,17.436,N,62.25,W
10/13/2014,16:43:29,17.44,N,62.254,W
10/13/2014,16:45:30,17.444,N,62.259,W
10/13/2014,16:47:30,17.449,N,62.263,W
10/13/2014,16:49:30,17.453,N,62.267,W
10/13/2014,16:51:30,17.457,N,62.271,W
10/13/2014,16:53:29,17.462,N,62.275,W
10/13/2014,16:55:29,17.466,N,62.278,W
10/13/2014,16:57:29,17.47,N,62.282,W
10/13/2014,16:59:29,17.475,N,62.286,W
10/13/2014,17:01:30,17.479,N,62.29,W
10/13/2014,17:03:30,17.483,N,62.294,W
10/13/2014,17:05:30,17.488,N,62.298,W
10/13/2014,17:07:30,17.492,N,62.302,W
10/13/2014,17:09:29,17.497,N,62.306,W
10/13/2014,17:11:29,17.501,N,62.31,W
10/13/2014,17:13:29,17.506,N,62.314,W
10/13/2014,17:15:30,17.51,N,62.318,W
10/13/2014,17:17:30,17.515,N,62.322,W
10/13/2014,17:19:30,17.519,N,62.326,W
10/13/2014,17:21:15,17.523,N,62.329,W
10/13/2014,17:23:16,17.53,N,62.333,W
10/13/2014,17:25:16,17.537,N,62.336,W
10/13/2014,17:27:16,17.544,N,62.34,W
10/13/2014,17:29:15,17.551,N,62.344,W
10/13/2014,17:31:15,17.558,N,62.347,W
10/13/2014,17:33:15,17.565,N,62.351,W
10/13/2014,17:35:15,17.571,N,62.355,W
10/13/2014,17:37:16,17.578,N,62.358,W
10/13/2014,17:39:16,17.584,N,62.362,W
10/13/2014,17:41:16,17.59,N,62.366,W
10/13/2014,17:43:16,17.596,N,62.369,W
10/13/2014,17:45:15,17.602,N,62.373,W
10/13/2014,17:47:15,17.608,N,62.377,W
10/13/2014,17:49:15,17.614,N,62.381,W
10/13/2014,17:51:15,17.619,N,62.384,W
10/13/2014,17:53:16,17.625,N,62.388,W
10/13/2014,17:55:16,17.63,N,62.392,W
10/13/2014,17:57:16,17.636,N,62.395,W
10/13/2014,17:59:15,17.641,N,62.399,W
10/13/2014,18:01:15,17.646,N,62.403,W
10/13/2014,18:03:15,17.651,N,62.407,W
10/13/2014,18:05:15,17.656,N,62.41,W
10/13/2014,18:07:16,17.661,N,62.414,W
10/13/2014,18:09:16,17.666,N,62.418,W
10/13/2014,18:11:16,17.67,N,62.422,W
10/13/2014,18:13:16,17.675,N,62.425,W
10/13/2014,18:15:15,17.679,N,62.429,W
10/13/2014,18:17:15,17.684,N,62.433,W
10/13/2014,18:19:15,17.688,N,62.437,W
10/13/2014,18:21:15,17.692,N,62.44,W
10/13/2014,18:23:16,17.697,N,62.444,W
10/13/2014,18:25:16,17.701,N,62.448,W
10/13/2014,18:27:16,17.705,N,62.452,W
10/13/2014,18:29:15,17.709,N,62.456,W
10/13/2014,18:31:15,17.713,N,62.459,W
10/13/2014,18:33:15,17.716,N,62.463,W
10/13/2014,18:35:15,17.72,N,62.467,W
10/13/2014,18:37:16,17.724,N,62.471,W
10/13/2014,18:39:16,17.727,N,62.474,W
10/13/2014,18:41:16,17.731,N,62.478,W
10/13/2014,18:43:16,17.734,N,62.482,W
10/13/2014,18:45:15,17.738,N,62.486,W
10/13/2014,18:47:15,17.741,N,62.49,W
10/13/2014,18:49:15,17.744,N,62.493,W
10/13/2014,18:51:15,17.747,N,62.497,W
10/13/2014,18:53:16,17.75,N,62.501,W
10/13/2014,18:55:16,17.754,N,62.505,W
10/13/2014,18:57:16,17.757,N,62.509,W
10/13/2014,18:59:15,17.76,N,62.513,W
10/13/2014,19:01:15,17.762,N,62.516,W
10/13/2014,19:03:15,17.765,N,62.52,W
10/13/2014,19:05:15,17.768,N,62.524,W
10/13/2014,19:07:16,17.771,N,62.528,W
10/13/2014,19:07:21,17.771,N,62.528,W
10/13/2014,19:09:22,17.773,N,62.531,W
10/13/2014,19:11:22,17.774,N,62.535,W
10/13/2014,19:13:22,17.776,N,62.538,W
10/13/2014,19:15:22,17.777,N,62.542,W
10/13/2014,19:17:21,17.779,N,62.545,W
10/13/2014,19:19:21,17.781,N,62.549,W
10/13/2014,19:21:21,17.782,N,62.552,W
10/13/2014,19:23:22,17.784,N,62.556,W
10/13/2014,19:25:22,17.785,N,62.559,W
10/13/2014,19:27:22,17.787,N,62.563,W
10/13/2014,19:29:22,17.789,N,62.567,W
10/13/2014,19:31:21,17.791,N,62.57,W
10/13/2014,19:33:21,17.792,N,62.574,W
10/13/2014,19:35:21,17.794,N,62.578,W
10/13/2014,19:37:21,17.796,N,62.581,W
10/13/2014,19:39:22,17.798,N,62.585,W
10/13/2014,19:41:22,17.8,N,62.589,W
10/13/2014,19:43:22,17.803,N,62.593,W
10/13/2014,19:45:22,17.805,N,62.597,W
10/13/2014,19:47:21,17.807,N,62.601,W
10/13/2014,19:49:21,17.81,N,62.605,W
10/13/2014,19:51:21,17.813,N,62.609,W
10/13/2014,19:53:22,17.815,N,62.613,W
10/13/2014,19:55:22,17.818,N,62.617,W
10/13/2014,19:57:22,17.821,N,62.621,W
10/13/2014,19:59:22,17.824,N,62.626,W
10/13/2014,20:01:21,17.828,N,62.63,W
10/13/2014,20:03:21,17.831,N,62.634,W
10/13/2014,20:05:21,17.834,N,62.638,W
10/13/2014,20:07:21,17.838,N,62.643,W
10/13/2014,20:09:18,17.841,N,62.647,W
10/13/2014,20:11:18,17.844,N,62.652,W
10/13/2014,20:13:18,17.848,N,62.657,W
10/13/2014,20:15:19,17.852,N,62.662,W
10/13/2014,20:17:19,17.855,N,62.667,W
10/13/2014,20:19:19,17.859,N,62.672,W
10/13/2014,20:21:19,17.863,N,62.678,W
10/13/2014,20:23:18,17.867,N,62.683,W
10/13/2014,20:25:18,17.871,N,62.688,W
10/13/2014,20:27:18,17.875,N,62.693,W
10/13/2014,20:29:18,17.879,N,62.698,W
10/13/2014,20:31:19,17.883,N,62.703,W
10/13/2014,20:33:19,17.888,N,62.708,W
10/13/2014,20:35:19,17.892,N,62.713,W
10/13/2014,20:37:18,17.896,N,62.717,W
10/13/2014,20:39:18,17.901,N,62.722,W
10/13/2014,20:41:18,17.905,N,62.727,W
10/13/2014,20:43:18,17.909,N,62.731,W
10/13/2014,20:45:19,17.914,N,62.736,W
10/13/2014,20:47:19,17.918,N,62.74,W
10/13/2014,20:49:19,17.923,N,62.744,W
10/13/2014,20:51:19,17.928,N,62.748,W
10/13/2014,20:53:18,17.932,N,62.752,W
10/13/2014,20:55:18,17.937,N,62.755,W
10/13/2014,20:57:18,17.941,N,62.758,W
10/13/2014,20:57:38,17.942,N,62.759,W
10/13/2014,20:59:37,17.947,N,62.762,W
10/13/2014,21:01:37,17.952,N,62.764,W
10/13/2014,21:03:37,17.957,N,62.766,W
10/13/2014,21:05:37,17.962,N,62.768,W
10/13/2014,21:07:38,17.967,N,62.77,W
10/13/2014,21:09:38,17.972,N,62.771,W
10/13/2014,21:11:38,17.977,N,62.773,W
10/13/2014,21:13:38,17.982,N,62.774,W
10/13/2014,21:15:37,17.987,N,62.775,W
10/13/2014,21:17:37,17.992,N,62.777,W
10/13/2014,21:19:37,17.997,N,62.778,W
10/13/2014,21:21:37,18.002,N,62.779,W
10/13/2014,21:23:38,18.007,N,62.78,W
10/13/2014,21:25:38,18.012,N,62.781,W
10/13/2014,21:27:38,18.016,N,62.783,W
10/13/2014,21:29:37,18.021,N,62.784,W
10/13/2014,21:31:37,18.026,N,62.785,W
10/13/2014,21:33:37,18.031,N,62.787,W
10/13/2014,21:35:37,18.035,N,62.788,W
10/13/2014,21:37:38,18.04,N,62.79,W
10/13/2014,21:39:38,18.044,N,62.792,W
10/13/2014,21:41:38,18.048,N,62.794,W
10/13/2014,21:43:38,18.052,N,62.796,W
10/13/2014,21:45:37,18.056,N,62.799,W
10/13/2014,21:47:37,18.06,N,62.801,W
10/13/2014,21:48:46,18.062,N,62.803,W
10/13/2014,21:50:46,18.064,N,62.808,W
10/13/2014,21:52:45,18.067,N,62.813,W
10/13/2014,21:54:45,18.069,N,62.818,W
10/13/2014,21:56:45,18.072,N,62.823,W
10/13/2014,21:58:45,18.074,N,62.828,W
10/13/2014,22:00:46,18.077,N,62.833,W
10/13/2014,22:02:46,18.079,N,62.837,W
10/13/2014,22:04:46,18.082,N,62.842,W
10/13/2014,22:06:45,18.084,N,62.847,W
10/13/2014,22:08:45,18.087,N,62.852,W
10/13/2014,22:10:45,18.089,N,62.857,W
10/13/2014,22:12:45,18.092,N,62.862,W
10/13/2014,22:14:46,18.094,N,62.867,W
10/13/2014,22:16:46,18.097,N,62.872,W
10/13/2014,22:18:46,18.099,N,62.877,W
10/13/2014,22:20:46,18.102,N,62.882,W
10/13/2014,22:22:45,18.104,N,62.887,W
10/13/2014,22:24:45,18.107,N,62.892,W
10/13/2014,22:26:45,18.109,N,62.897,W
10/13/2014,22:28:45,18.112,N,62.902,W
10/13/2014,22:30:46,18.114,N,62.906,W
10/13/2014,22:32:46,18.117,N,62.911,W
10/13/2014,22:34:46,18.119,N,62.916,W
10/13/2014,22:35:26,18.12,N,62.918,W
10/13/2014,22:37:27,18.123,N,62.923,W
10/13/2014,22:39:27,18.125,N,62.928,W
10/13/2014,22:41:27,18.128,N,62.933,W
10/13/2014,22:43:27,18.13,N,62.938,W
10/13/2014,22:45:26,18.133,N,62.942,W
10/13/2014,22:47:26,18.136,N,62.947,W
10/13/2014,22:49:26,18.139,N,62.952,W
10/13/2014,22:51:26,18.141,N,62.957,W
10/13/2014,22:53:27,18.144,N,62.962,W
10/13/2014,22:55:27,18.147,N,62.967,W
10/13/2014,22:57:27,18.15,N,62.972,W
10/13/2014,22:59:26,18.152,N,62.977,W
10/13/2014,23:01:26,18.155,N,62.981,W
10/13/2014,23:03:26,18.158,N,62.986,W
10/13/2014,23:05:26,18.161,N,62.991,W
10/13/2014,23:07:27,18.164,N,62.996,W
10/13/2014,23:09:27,18.167,N,63.001,W
10/13/2014,23:11:27,18.17,N,63.006,W
10/13/2014,23:13:27,18.173,N,63.011,W
10/13/2014,23:15:26,18.175,N,63.015,W
10/13/2014,23:17:26,18.178,N,63.02,W
10/13/2014,23:19:26,18.182,N,63.025,W
10/13/2014,23:21:26,18.185,N,63.03,W
10/13/2014,23:23:27,18.188,N,63.035,W
10/13/2014,23:25:27,18.191,N,63.039,W
10/13/2014,23:27:27,18.194,N,63.044,W
10/13/2014,23:29:26,18.197,N,63.049,W
10/13/2014,23:31:26,18.2,N,63.054,W
10/13/2014,23:33:26,18.204,N,63.058,W
10/13/2014,23:35:26,18.207,N,63.063,W
10/13/2014,23:37:27,18.21,N,63.068,W
10/13/2014,23:39:27,18.213,N,63.073,W
10/13/2014,23:41:27,18.217,N,63.077,W
10/13/2014,23:43:27,18.22,N,63.082,W
10/13/2014,23:45:26,18.224,N,63.087,W
10/13/2014,23:47:26,18.227,N,63.092,W
10/13/2014,23:49:26,18.231,N,63.096,W
10/13/2014,23:51:26,18.234,N,63.101,W
10/13/2014,23:53:27,18.238,N,63.106,W
10/13/2014,23:55:27,18.241,N,63.11,W
10/13/2014,23:57:27,18.245,N,63.115,W
10/13/2014,23:59:26,18.249,N,63.12,W
10/14/2014,0:01:26,18.252,N,63.124,W
10/14/2014,0:03:26,18.256,N,63.129,W
10/14/2014,0:05:26,18.26,N,63.134,W
10/14/2014,0:07:27,18.264,N,63.138,W
10/14/2014,0:09:27,18.268,N,63.143,W
10/14/2014,0:11:27,18.272,N,63.148,W
10/14/2014,0:13:27,18.276,N,63.152,W
10/14/2014,0:15:26,18.28,N,63.157,W
10/14/2014,0:17:26,18.284,N,63.161,W
10/14/2014,0:19:26,18.288,N,63.166,W
10/14/2014,0:21:26,18.292,N,63.171,W
10/14/2014,0:23:27,18.296,N,63.175,W
10/14/2014,0:25:27,18.301,N,63.18,W
10/14/2014,0:27:27,18.305,N,63.184,W
10/14/2014,0:29:26,18.309,N,63.189,W
10/14/2014,0:31:26,18.314,N,63.193,W
10/14/2014,0:33:26,18.318,N,63.198,W
10/14/2014,0:35:26,18.323,N,63.202,W
10/14/2014,0:37:27,18.327,N,63.207,W
10/14/2014,0:39:27,18.332,N,63.211,W
10/14/2014,0:41:27,18.336,N,63.216,W
10/14/2014,0:43:27,18.341,N,63.22,W
10/14/2014,0:45:26,18.346,N,63.225,W
10/14/2014,0:47:26,18.351,N,63.229,W
10/14/2014,0:49:26,18.355,N,63.234,W
10/14/2014,0:51:26,18.36,N,63.238,W
10/14/2014,0:53:27,18.365,N,63.242,W
10/14/2014,0:55:27,18.37,N,63.247,W
10/14/2014,0:57:27,18.375,N,63.251,W
10/14/2014,0:59:26,18.38,N,63.256,W
10/14/2014,1:01:26,18.386,N,63.26,W
10/14/2014,1:03:26,18.391,N,63.264,W
10/14/2014,1:05:26,18.396,N,63.269,W
10/14/2014,1:07:27,18.401,N,63.273,W
10/14/2014,1:09:27,18.407,N,63.277,W
10/14/2014,1:11:27,18.412,N,63.282,W
10/14/2014,1:13:27,18.418,N,63.286,W
10/14/2014,1:15:26,18.423,N,63.29,W
10/14/2014,1:17:26,18.429,N,63.295,W
10/14/2014,1:19:26,18.434,N,63.299,W
10/14/2014,1:21:26,18.44,N,63.303,W
10/14/2014,1:23:27,18.445,N,63.307,W
10/14/2014,1:25:27,18.451,N,63.312,W
10/14/2014,1:27:27,18.457,N,63.316,W
10/14/2014,1:29:26,18.462,N,63.32,W
10/14/2014,1:31:26,18.468,N,63.325,W
10/14/2014,1:33:26,18.474,N,63.329,W
10/14/2014,1:35:26,18.48,N,63.333,W
10/14/2014,1:37:27,18.485,N,63.337,W
10/14/2014,1:39:27,18.491,N,63.342,W
10/14/2014,1:41:27,18.497,N,63.346,W
10/14/2014,1:43:27,18.503,N,63.35,W
10/14/2014,1:45:26,18.509,N,63.354,W
10/14/2014,1:47:26,18.515,N,63.359,W
10/14/2014,1:49:26,18.521,N,63.363,W
10/14/2014,1:51:26,18.527,N,63.367,W
10/14/2014,1:53:27,18.533,N,63.371,W
10/14/2014,1:55:27,18.539,N,63.376,W
10/14/2014,1:57:27,18.545,N,63.38,W
10/14/2014,1:59:26,18.551,N,63.384,W
10/14/2014,2:01:26,18.557,N,63.388,W
10/14/2014,2:03:26,18.563,N,63.393,W
10/14/2014,2:05:26,18.569,N,63.397,W
10/14/2014,2:07:27,18.575,N,63.401,W
10/14/2014,2:09:27,18.581,N,63.405,W
10/14/2014,2:11:27,18.587,N,63.41,W
10/14/2014,2:13:27,18.594,N,63.414,W
10/14/2014,2:15:26,18.6,N,63.418,W
10/14/2014,2:17:26,18.606,N,63.423,W
10/14/2014,2:19:26,18.612,N,63.427,W
10/14/2014,2:21:26,18.618,N,63.431,W
10/14/2014,2:23:27,18.624,N,63.436,W
10/14/2014,2:25:27,18.63,N,63.44,W
10/14/2014,2:27:27,18.636,N,63.444,W
10/14/2014,2:29:26,18.642,N,63.449,W
10/14/2014,2:31:26,18.649,N,63.453,W
10/14/2014,2:33:26,18.655,N,63.457,W
10/14/2014,2:35:26,18.661,N,63.462,W
10/14/2014,2:37:27,18.667,N,63.466,W
10/14/2014,2:39:27,18.673,N,63.47,W
10/14/2014,2:41:27,18.679,N,63.475,W
10/14/2014,2:43:27,18.685,N,63.479,W
10/14/2014,2:45:26,18.691,N,63.484,W
10/14/2014,2:47:26,18.697,N,63.488,W
10/14/2014,2:49:26,18.703,N,63.492,W
10/14/2014,2:51:26,18.709,N,63.497,W
10/14/2014,2:53:27,18.715,N,63.501,W
10/14/2014,2:55:27,18.721,N,63.506,W
10/14/2014,2:57:27,18.727,N,63.51,W
10/14/2014,2:59:26,18.733,N,63.515,W
10/14/2014,3:01:26,18.739,N,63.519,W
10/14/2014,3:03:26,18.744,N,63.524,W
10/14/2014,3:05:26,18.75,N,63.528,W
10/14/2014,3:07:27,18.756,N,63.533,W
10/14/2014,3:09:27,18.762,N,63.537,W
10/14/2014,3:11:27,18.767,N,63.542,W
10/14/2014,3:13:27,18.773,N,63.547,W
10/14/2014,3:15:26,18.779,N,63.551,W
10/14/2014,3:17:26,18.785,N,63.556,W
10/14/2014,3:19:26,18.79,N,63.561,W
10/14/2014,3:21:26,18.796,N,63.565,W
10/14/2014,3:23:27,18.801,N,63.57,W
10/14/2014,3:25:27,18.807,N,63.575,W
10/14/2014,3:27:27,18.812,N,63.579,W
10/14/2014,3:29:26,18.818,N,63.584,W
10/14/2014,3:31:26,18.823,N,63.589,W
10/14/2014,3:33:26,18.828,N,63.594,W
10/14/2014,3:35:26,18.834,N,63.599,W
10/14/2014,3:37:27,18.839,N,63.603,W
10/14/2014,3:39:27,18.844,N,63.608,W
10/14/2014,3:41:27,18.849,N,63.613,W
10/14/2014,3:43:27,18.854,N,63.618,W
10/14/2014,3:45:26,18.859,N,63.623,W
10/14/2014,3:47:26,18.864,N,63.628,W
10/14/2014,3:49:26,18.869,N,63.633,W
10/14/2014,3:51:26,18.874,N,63.638,W
10/14/2014,3:53:27,18.879,N,63.643,W
10/14/2014,3:55:27,18.884,N,63.648,W
10/14/2014,3:57:27,18.889,N,63.653,W
10/14/2014,3:59:26,18.893,N,63.658,W
10/14/2014,4:01:26,18.898,N,63.663,W
10/14/2014,4:03:26,18.902,N,63.668,W
10/14/2014,4:05:26,18.907,N,63.673,W
10/14/2014,4:07:27,18.911,N,63.679,W
10/14/2014,4:09:27,18.916,N,63.684,W
10/14/2014,4:11:27,18.92,N,63.689,W
10/14/2014,4:13:27,18.925,N,63.694,W
10/14/2014,4:15:26,18.929,N,63.7,W
10/14/2014,4:17:26,18.933,N,63.705,W
10/14/2014,4:19:26,18.937,N,63.71,W
10/14/2014,4:21:26,18.941,N,63.716,W
10/14/2014,4:23:27,18.946,N,63.721,W
10/14/2014,4:25:27,18.95,N,63.726,W
10/14/2014,4:27:27,18.954,N,63.732,W
10/14/2014,4:29:26,18.958,N,63.737,W
10/14/2014,4:31:26,18.962,N,63.742,W
10/14/2014,4:33:26,18.965,N,63.748,W
10/14/2014,4:35:26,18.969,N,63.753,W
10/14/2014,4:37:27,18.973,N,63.759,W
10/14/2014,4:39:27,18.977,N,63.764,W
10/14/2014,4:41:27,18.981,N,63.77,W
10/14/2014,4:43:27,18.984,N,63.775,W
10/14/2014,4:45:26,18.988,N,63.781,W
10/14/2014,4:47:26,18.992,N,63.786,W
10/14/2014,4:49:26,18.995,N,63.792,W
10/14/2014,4:51:26,18.999,N,63.798,W
10/14/2014,4:53:27,19.002,N,63.803,W
10/14/2014,4:55:27,19.006,N,63.809,W
10/14/2014,4:57:27,19.009,N,63.815,W
10/14/2014,4:59:26,19.013,N,63.82,W
10/14/2014,5:01:26,19.016,N,63.826,W
10/14/2014,5:03:26,19.019,N,63.832,W
10/14/2014,5:05:26,19.023,N,63.837,W
10/14/2014,5:07:27,19.026,N,63.843,W
10/14/2014,5:09:27,19.029,N,63.849,W
10/14/2014,5:11:27,19.032,N,63.854,W
10/14/2014,5:13:27,19.035,N,63.86,W
10/14/2014,5:15:26,19.039,N,63.866,W
10/14/2014,5:17:26,19.042,N,63.872,W
10/14/2014,5:19:26,19.045,N,63.878,W
10/14/2014,5:21:26,19.048,N,63.883,W
10/14/2014,5:23:27,19.051,N,63.889,W
10/14/2014,5:25:27,19.054,N,63.895,W
10/14/2014,5:26:48,19.056,N,63.899,W
10/14/2014,5:28:47,19.059,N,63.905,W
10/14/2014,5:30:47,19.061,N,63.911,W
10/14/2014,5:32:47,19.064,N,63.917,W
10/14/2014,5:34:48,19.067,N,63.923,W
10/14/2014,5:36:48,19.069,N,63.929,W
10/14/2014,5:38:48,19.072,N,63.935,W
10/14/2014,5:40:48,19.074,N,63.941,W
10/14/2014,5:42:47,19.077,N,63.947,W
10/14/2014,5:44:47,19.08,N,63.953,W
10/14/2014,5:46:47,19.082,N,63.959,W
10/14/2014,5:48:47,19.085,N,63.965,W
10/14/2014,5:50:48,19.088,N,63.971,W
10/14/2014,5:52:48,19.09,N,63.977,W
10/14/2014,5:54:48,19.093,N,63.983,W
10/14/2014,5:56:48,19.096,N,63.989,W
10/14/2014,5:58:47,19.098,N,63.995,W
10/14/2014,6:00:47,19.101,N,64.001,W
10/14/2014,6:02:47,19.103,N,64.007,W
10/14/2014,6:04:48,19.106,N,64.013,W
10/14/2014,6:06:48,19.109,N,64.019,W
10/14/2014,6:08:48,19.111,N,64.025,W
10/14/2014,6:10:48,19.114,N,64.031,W
10/14/2014,6:12:47,19.117,N,64.037,W
10/14/2014,6:14:47,19.119,N,64.043,W
10/14/2014,6:16:47,19.122,N,64.049,W
10/14/2014,6:18:47,19.124,N,64.055,W
10/14/2014,6:20:48,19.127,N,64.061,W
10/14/2014,6:22:48,19.13,N,64.067,W
10/14/2014,6:24:48,19.132,N,64.073,W
10/14/2014,6:26:48,19.135,N,64.079,W
10/14/2014,6:28:47,19.138,N,64.085,W
10/14/2014,6:30:47,19.14,N,64.091,W
10/14/2014,6:32:47,19.143,N,64.097,W
10/14/2014,6:34:48,19.146,N,64.103,W
10/14/2014,6:36:48,19.148,N,64.109,W
10/14/2014,6:38:48,19.151,N,64.115,W
10/14/2014,6:40:48,19.153,N,64.121,W
10/14/2014,6:42:47,19.156,N,64.127,W
10/14/2014,6:44:47,19.159,N,64.133,W
10/14/2014,6:46:47,19.161,N,64.139,W
10/14/2014,6:48:47,19.164,N,64.145,W
10/14/2014,6:50:48,19.167,N,64.151,W
10/14/2014,6:51:04,19.167,N,64.152,W
10/14/2014,6:53:04,19.174,N,64.157,W
10/14/2014,6:55:04,19.18,N,64.163,W
