Track,for,Dean,2001,,,
Date,Time,(UTC),Latitude,Longitude,,Category
MM/DD/Year,HH:MM:SS,(deg),(deg),,,
8/24/2001,11:22:20,28.414,N,70.723,W,0
8/24/2001,11:24:20,28.423,N,70.722,W,0
8/24/2001,11:26:19,28.433,N,70.721,W,0
8/24/2001,11:28:19,28.443,N,70.719,W,0
8/24/2001,11:30:19,28.453,N,70.718,W,0
8/24/2001,11:32:19,28.463,N,70.717,W,0
8/24/2001,11:34:19,28.473,N,70.716,W,0
8/24/2001,11:36:19,28.483,N,70.715,W,0
8/24/2001,11:38:19,28.493,N,70.713,W,0
8/24/2001,11:40:20,28.503,N,70.712,W,0
8/24/2001,11:42:20,28.512,N,70.711,W,0
8/24/2001,11:44:20,28.522,N,70.71,W,0
8/24/2001,11:46:20,28.532,N,70.708,W,0
8/24/2001,11:48:20,28.542,N,70.707,W,0
8/24/2001,11:50:20,28.552,N,70.706,W,0
8/24/2001,11:52:20,28.562,N,70.705,W,0
8/24/2001,11:54:20,28.572,N,70.704,W,0
8/24/2001,11:56:19,28.582,N,70.702,W,0
8/24/2001,11:58:19,28.592,N,70.701,W,0
8/24/2001,12:00:00,28.6,N,70.7,W,0
8/24/2001,12:01:59,28.61,N,70.699,W,0
8/24/2001,12:03:59,28.62,N,70.697,W,0
8/24/2001,12:05:59,28.63,N,70.696,W,0
8/24/2001,12:07:59,28.64,N,70.694,W,0
8/24/2001,12:09:59,28.65,N,70.693,W,0
8/24/2001,12:11:59,28.66,N,70.692,W,0
8/24/2001,12:13:59,28.67,N,70.69,W,0
8/24/2001,12:16:00,28.68,N,70.689,W,0
8/24/2001,12:18:00,28.69,N,70.687,W,0
8/24/2001,12:20:00,28.7,N,70.686,W,0
8/24/2001,12:22:00,28.709,N,70.685,W,0
8/24/2001,12:24:00,28.719,N,70.683,W,0
8/24/2001,12:26:00,28.729,N,70.682,W,0
8/24/2001,12:28:00,28.739,N,70.68,W,0
8/24/2001,12:30:00,28.749,N,70.679,W,0
8/24/2001,12:31:59,28.759,N,70.678,W,0
8/24/2001,12:33:59,28.769,N,70.676,W,0
8/24/2001,12:35:59,28.779,N,70.675,W,0
8/24/2001,12:37:59,28.789,N,70.673,W,0
8/24/2001,12:39:59,28.799,N,70.672,W,0
8/24/2001,12:41:59,28.809,N,70.671,W,0
8/24/2001,12:43:59,28.819,N,70.669,W,0
8/24/2001,12:46:00,28.829,N,70.668,W,0
8/24/2001,12:48:00,28.839,N,70.666,W,0
8/24/2001,12:50:00,28.849,N,70.665,W,0
8/24/2001,12:52:00,28.859,N,70.663,W,0
8/24/2001,12:54:00,28.869,N,70.662,W,0
8/24/2001,12:56:00,28.879,N,70.661,W,0
8/24/2001,12:58:00,28.889,N,70.659,W,0
8/24/2001,13:00:00,28.899,N,70.658,W,0
8/24/2001,13:01:59,28.909,N,70.656,W,0
8/24/2001,13:03:59,28.918,N,70.655,W,0
8/24/2001,13:05:59,28.928,N,70.654,W,0
8/24/2001,13:07:59,28.938,N,70.652,W,0
8/24/2001,13:09:59,28.948,N,70.651,W,0
8/24/2001,13:11:59,28.958,N,70.649,W,0
8/24/2001,13:13:59,28.968,N,70.648,W,0
8/24/2001,13:16:00,28.978,N,70.647,W,0
8/24/2001,13:18:00,28.988,N,70.645,W,0
8/24/2001,13:20:00,28.998,N,70.644,W,0
8/24/2001,13:22:00,29.008,N,70.642,W,0
8/24/2001,13:24:00,29.018,N,70.641,W,0
8/24/2001,13:26:00,29.028,N,70.64,W,0
8/24/2001,13:28:00,29.038,N,70.638,W,0
8/24/2001,13:30:00,29.048,N,70.637,W,0
8/24/2001,13:31:59,29.058,N,70.635,W,0
8/24/2001,13:33:59,29.068,N,70.634,W,0
8/24/2001,13:35:59,29.078,N,70.633,W,0
8/24/2001,13:37:59,29.088,N,70.631,W,0
8/24/2001,13:39:59,29.098,N,70.63,W,0
8/24/2001,13:41:59,29.108,N,70.628,W,0
8/24/2001,13:43:59,29.118,N,70.627,W,0
8/24/2001,13:46:00,29.128,N,70.626,W,0
8/24/2001,13:48:00,29.137,N,70.624,W,0
8/24/2001,13:50:00,29.147,N,70.623,W,0
8/24/2001,13:52:00,29.157,N,70.621,W,0
8/24/2001,13:54:00,29.167,N,70.62,W,0
8/24/2001,13:56:00,29.177,N,70.619,W,0
8/24/2001,13:58:00,29.187,N,70.617,W,0
8/24/2001,14:00:00,29.197,N,70.616,W,0
8/24/2001,14:01:59,29.207,N,70.614,W,0
8/24/2001,14:03:59,29.217,N,70.613,W,0
8/24/2001,14:05:59,29.227,N,70.612,W,0
8/24/2001,14:07:59,29.237,N,70.61,W,0
8/24/2001,14:09:59,29.247,N,70.609,W,0
8/24/2001,14:11:59,29.257,N,70.607,W,0
8/24/2001,14:13:59,29.267,N,70.606,W,0
8/24/2001,14:16:00,29.277,N,70.605,W,0
8/24/2001,14:18:00,29.287,N,70.603,W,0
8/24/2001,14:20:00,29.297,N,70.602,W,0
8/24/2001,14:22:00,29.307,N,70.6,W,0
8/24/2001,14:24:00,29.317,N,70.599,W,0
8/24/2001,14:26:00,29.327,N,70.598,W,0
8/24/2001,14:28:00,29.337,N,70.596,W,0
8/24/2001,14:30:00,29.346,N,70.595,W,0
8/24/2001,14:31:59,29.356,N,70.593,W,0
8/24/2001,14:33:59,29.366,N,70.592,W,0
8/24/2001,14:35:59,29.376,N,70.59,W,0
8/24/2001,14:37:59,29.386,N,70.589,W,0
8/24/2001,14:39:59,29.396,N,70.588,W,0
8/24/2001,14:41:59,29.406,N,70.586,W,0
8/24/2001,14:43:59,29.416,N,70.585,W,0
8/24/2001,14:46:00,29.426,N,70.583,W,0
8/24/2001,14:48:00,29.436,N,70.582,W,0
8/24/2001,14:50:00,29.446,N,70.581,W,0
8/24/2001,14:52:00,29.456,N,70.579,W,0
8/24/2001,14:54:00,29.466,N,70.578,W,0
8/24/2001,14:56:00,29.476,N,70.576,W,0
8/24/2001,14:58:00,29.486,N,70.575,W,0
8/24/2001,15:00:00,29.496,N,70.574,W,0
8/24/2001,15:01:59,29.506,N,70.572,W,0
8/24/2001,15:03:59,29.516,N,70.571,W,0
8/24/2001,15:05:59,29.526,N,70.569,W,0
8/24/2001,15:07:59,29.536,N,70.568,W,0
8/24/2001,15:09:59,29.546,N,70.567,W,0
8/24/2001,15:11:59,29.555,N,70.565,W,0
8/24/2001,15:13:59,29.565,N,70.564,W,0
8/24/2001,15:16:00,29.575,N,70.562,W,0
8/24/2001,15:18:00,29.585,N,70.561,W,0
8/24/2001,15:20:00,29.595,N,70.56,W,0
8/24/2001,15:22:00,29.605,N,70.558,W,0
8/24/2001,15:24:00,29.615,N,70.557,W,0
8/24/2001,15:26:00,29.625,N,70.555,W,0
8/24/2001,15:28:00,29.635,N,70.554,W,0
8/24/2001,15:30:00,29.645,N,70.553,W,0
8/24/2001,15:31:59,29.655,N,70.551,W,0
8/24/2001,15:33:59,29.665,N,70.55,W,0
8/24/2001,15:35:59,29.675,N,70.548,W,0
8/24/2001,15:37:59,29.685,N,70.547,W,0
8/24/2001,15:39:59,29.695,N,70.546,W,0
8/24/2001,15:41:59,29.705,N,70.544,W,0
8/24/2001,15:43:59,29.715,N,70.543,W,0
8/24/2001,15:46:00,29.725,N,70.541,W,0
8/24/2001,15:48:00,29.735,N,70.54,W,0
8/24/2001,15:50:00,29.745,N,70.539,W,0
8/24/2001,15:52:00,29.755,N,70.537,W,0
8/24/2001,15:54:00,29.765,N,70.536,W,0
8/24/2001,15:56:00,29.774,N,70.534,W,0
8/24/2001,15:58:00,29.784,N,70.533,W,0
8/24/2001,16:00:00,29.794,N,70.532,W,0
8/24/2001,16:01:59,29.804,N,70.53,W,0
8/24/2001,16:03:59,29.814,N,70.529,W,0
8/24/2001,16:05:59,29.824,N,70.527,W,0
8/24/2001,16:07:59,29.834,N,70.526,W,0
8/24/2001,16:09:59,29.844,N,70.525,W,0
8/24/2001,16:11:59,29.854,N,70.523,W,0
8/24/2001,16:13:59,29.864,N,70.522,W,0
8/24/2001,16:16:00,29.874,N,70.52,W,0
8/24/2001,16:18:00,29.884,N,70.519,W,0
8/24/2001,16:20:00,29.894,N,70.517,W,0
8/24/2001,16:22:00,29.904,N,70.516,W,0
8/24/2001,16:24:00,29.914,N,70.515,W,0
8/24/2001,16:26:00,29.924,N,70.513,W,0
8/24/2001,16:28:00,29.934,N,70.512,W,0
8/24/2001,16:30:00,29.944,N,70.51,W,0
8/24/2001,16:31:59,29.954,N,70.509,W,0
8/24/2001,16:33:59,29.964,N,70.508,W,0
8/24/2001,16:35:59,29.974,N,70.506,W,0
8/24/2001,16:37:59,29.983,N,70.505,W,0
8/24/2001,16:39:59,29.993,N,70.503,W,0
8/24/2001,16:41:59,30.003,N,70.502,W,0
8/24/2001,16:43:59,30.013,N,70.501,W,0
8/24/2001,16:46:00,30.023,N,70.499,W,0
8/24/2001,16:48:00,30.033,N,70.498,W,0
8/24/2001,16:50:00,30.043,N,70.496,W,0
8/24/2001,16:52:00,30.053,N,70.495,W,0
8/24/2001,16:54:00,30.063,N,70.494,W,0
8/24/2001,16:56:00,30.073,N,70.492,W,0
8/24/2001,16:58:00,30.083,N,70.491,W,0
8/24/2001,17:00:00,30.093,N,70.489,W,0
8/24/2001,17:01:59,30.103,N,70.488,W,0
8/24/2001,17:03:59,30.113,N,70.487,W,0
8/24/2001,17:05:59,30.123,N,70.485,W,0
8/24/2001,17:07:59,30.133,N,70.484,W,0
8/24/2001,17:09:59,30.143,N,70.482,W,0
8/24/2001,17:11:59,30.153,N,70.481,W,0
8/24/2001,17:13:59,30.163,N,70.48,W,0
8/24/2001,17:16:00,30.173,N,70.478,W,0
8/24/2001,17:18:00,30.183,N,70.477,W,0
8/24/2001,17:20:00,30.192,N,70.475,W,0
8/24/2001,17:22:00,30.202,N,70.474,W,0
8/24/2001,17:24:00,30.212,N,70.473,W,0
8/24/2001,17:26:00,30.222,N,70.471,W,0
8/24/2001,17:28:00,30.232,N,70.47,W,0
8/24/2001,17:30:00,30.242,N,70.468,W,0
8/24/2001,17:31:59,30.252,N,70.467,W,0
8/24/2001,17:33:22,30.259,N,70.466,W,0
8/24/2001,17:35:22,30.266,N,70.463,W,0
8/24/2001,17:37:22,30.273,N,70.461,W,0
8/24/2001,17:39:22,30.281,N,70.458,W,0
8/24/2001,17:41:22,30.288,N,70.455,W,0
8/24/2001,17:43:22,30.295,N,70.452,W,0
8/24/2001,17:45:22,30.302,N,70.449,W,0
8/24/2001,17:47:21,30.309,N,70.447,W,0
8/24/2001,17:49:21,30.316,N,70.444,W,0
8/24/2001,17:51:21,30.323,N,70.441,W,0
8/24/2001,17:53:21,30.33,N,70.438,W,0
8/24/2001,17:55:21,30.337,N,70.435,W,0
8/24/2001,17:57:21,30.344,N,70.432,W,0
8/24/2001,17:59:21,30.351,N,70.429,W,0
8/24/2001,18:01:22,30.358,N,70.426,W,0
8/24/2001,18:03:22,30.364,N,70.423,W,0
8/24/2001,18:05:22,30.371,N,70.42,W,0
8/24/2001,18:07:22,30.378,N,70.417,W,0
8/24/2001,18:09:22,30.385,N,70.413,W,0
8/24/2001,18:11:22,30.392,N,70.41,W,0
8/24/2001,18:13:22,30.398,N,70.407,W,0
8/24/2001,18:15:22,30.405,N,70.404,W,0
8/24/2001,18:17:21,30.412,N,70.401,W,0
8/24/2001,18:19:21,30.419,N,70.397,W,0
8/24/2001,18:21:21,30.425,N,70.394,W,0
8/24/2001,18:23:21,30.432,N,70.391,W,0
8/24/2001,18:25:21,30.439,N,70.387,W,0
8/24/2001,18:27:21,30.445,N,70.384,W,0
8/24/2001,18:29:21,30.452,N,70.38,W,0
8/24/2001,18:31:22,30.458,N,70.377,W,0
8/24/2001,18:33:22,30.465,N,70.373,W,0
8/24/2001,18:35:22,30.472,N,70.37,W,0
8/24/2001,18:36:23,30.475,N,70.368,W,0
8/24/2001,18:38:23,30.481,N,70.363,W,0
8/24/2001,18:40:23,30.487,N,70.357,W,0
8/24/2001,18:42:23,30.494,N,70.352,W,0
8/24/2001,18:44:23,30.5,N,70.347,W,0
8/24/2001,18:46:23,30.506,N,70.342,W,0
8/24/2001,18:48:23,30.512,N,70.336,W,0
8/24/2001,18:50:23,30.519,N,70.331,W,0
8/24/2001,18:52:24,30.525,N,70.326,W,0
8/24/2001,18:54:24,30.531,N,70.321,W,0
8/24/2001,18:56:24,30.537,N,70.315,W,0
8/24/2001,18:58:24,30.544,N,70.31,W,0
8/24/2001,19:00:24,30.55,N,70.305,W,0
8/24/2001,19:02:24,30.556,N,70.299,W,0
8/24/2001,19:04:24,30.562,N,70.294,W,0
8/24/2001,19:06:23,30.569,N,70.289,W,0
8/24/2001,19:08:23,30.575,N,70.284,W,0
8/24/2001,19:10:23,30.581,N,70.278,W,0
8/24/2001,19:12:23,30.587,N,70.273,W,0
8/24/2001,19:14:23,30.593,N,70.268,W,0
8/24/2001,19:16:23,30.6,N,70.262,W,0
8/24/2001,19:18:23,30.606,N,70.257,W,0
8/24/2001,19:20:23,30.612,N,70.252,W,0
8/24/2001,19:22:24,30.618,N,70.246,W,0
8/24/2001,19:24:24,30.625,N,70.241,W,0
8/24/2001,19:26:24,30.631,N,70.236,W,0
8/24/2001,19:28:24,30.637,N,70.23,W,0
8/24/2001,19:30:24,30.643,N,70.225,W,0
8/24/2001,19:32:24,30.65,N,70.219,W,0
8/24/2001,19:34:24,30.656,N,70.214,W,0
8/24/2001,19:36:23,30.662,N,70.209,W,0
8/24/2001,19:38:23,30.668,N,70.203,W,0
8/24/2001,19:40:23,30.675,N,70.198,W,0
8/24/2001,19:42:23,30.681,N,70.192,W,0
8/24/2001,19:44:23,30.687,N,70.187,W,0
8/24/2001,19:46:23,30.693,N,70.182,W,0
8/24/2001,19:48:23,30.7,N,70.176,W,0
8/24/2001,19:50:23,30.706,N,70.171,W,0
8/24/2001,19:52:24,30.712,N,70.165,W,0
8/24/2001,19:54:24,30.719,N,70.16,W,0
8/24/2001,19:56:24,30.725,N,70.154,W,0
8/24/2001,19:58:24,30.731,N,70.149,W,0
8/24/2001,20:00:24,30.737,N,70.143,W,0
8/24/2001,20:02:24,30.744,N,70.138,W,0
8/24/2001,20:04:24,30.75,N,70.132,W,0
8/24/2001,20:06:23,30.756,N,70.127,W,0
8/24/2001,20:08:23,30.762,N,70.121,W,0
8/24/2001,20:10:23,30.769,N,70.116,W,0
8/24/2001,20:12:23,30.775,N,70.11,W,0
8/24/2001,20:14:23,30.781,N,70.105,W,0
8/24/2001,20:16:23,30.787,N,70.099,W,0
8/24/2001,20:18:23,30.794,N,70.094,W,0
8/24/2001,20:20:23,30.8,N,70.088,W,0
8/24/2001,20:22:24,30.806,N,70.083,W,0
8/24/2001,20:24:24,30.813,N,70.077,W,0
8/24/2001,20:26:24,30.819,N,70.071,W,0
8/24/2001,20:28:24,30.825,N,70.066,W,0
8/24/2001,20:30:24,30.831,N,70.06,W,0
8/24/2001,20:32:24,30.838,N,70.055,W,0
8/24/2001,20:34:24,30.844,N,70.049,W,0
8/24/2001,20:36:23,30.85,N,70.043,W,0
8/24/2001,20:38:23,30.857,N,70.038,W,0
8/24/2001,20:40:23,30.863,N,70.032,W,0
8/24/2001,20:42:23,30.869,N,70.026,W,0
8/24/2001,20:44:23,30.875,N,70.021,W,0
8/24/2001,20:46:23,30.882,N,70.015,W,0
8/24/2001,20:48:23,30.888,N,70.009,W,0
8/24/2001,20:50:23,30.894,N,70.004,W,0
8/24/2001,20:52:24,30.901,N,69.998,W,0
8/24/2001,20:54:24,30.907,N,69.992,W,0
8/24/2001,20:56:24,30.913,N,69.986,W,0
8/24/2001,20:58:24,30.919,N,69.981,W,0
8/24/2001,21:00:24,30.926,N,69.975,W,0
8/24/2001,21:02:24,30.932,N,69.969,W,0
8/24/2001,21:04:24,30.938,N,69.963,W,0
8/24/2001,21:06:23,30.945,N,69.958,W,0
8/24/2001,21:08:23,30.951,N,69.952,W,0
8/24/2001,21:10:23,30.957,N,69.946,W,0
8/24/2001,21:12:23,30.964,N,69.94,W,0
8/24/2001,21:14:23,30.97,N,69.934,W,0
8/24/2001,21:16:23,30.976,N,69.929,W,0
8/24/2001,21:18:23,30.983,N,69.923,W,0
8/24/2001,21:20:23,30.989,N,69.917,W,0
8/24/2001,21:22:24,30.995,N,69.911,W,0
8/24/2001,21:24:24,31.002,N,69.905,W,0
8/24/2001,21:26:24,31.008,N,69.899,W,0
8/24/2001,21:28:24,31.014,N,69.893,W,0
8/24/2001,21:30:24,31.021,N,69.887,W,0
8/24/2001,21:32:24,31.027,N,69.881,W,0
8/24/2001,21:34:24,31.033,N,69.875,W,0
8/24/2001,21:36:23,31.04,N,69.869,W,0
8/24/2001,21:38:23,31.046,N,69.863,W,0
8/24/2001,21:40:23,31.052,N,69.857,W,0
8/24/2001,21:42:23,31.059,N,69.851,W,0
8/24/2001,21:44:23,31.065,N,69.845,W,0
8/24/2001,21:46:23,31.071,N,69.839,W,0
8/24/2001,21:48:23,31.078,N,69.833,W,0
8/24/2001,21:50:23,31.084,N,69.827,W,0
8/24/2001,21:52:24,31.09,N,69.821,W,0
8/24/2001,21:54:24,31.097,N,69.815,W,0
8/24/2001,21:56:24,31.103,N,69.809,W,0
8/24/2001,21:58:24,31.109,N,69.803,W,0
8/24/2001,22:00:24,31.116,N,69.797,W,0
8/24/2001,22:02:24,31.122,N,69.79,W,0
8/24/2001,22:04:24,31.128,N,69.784,W,0
8/24/2001,22:06:23,31.135,N,69.778,W,0
8/24/2001,22:08:23,31.141,N,69.772,W,0
8/24/2001,22:10:23,31.147,N,69.766,W,0
8/24/2001,22:12:23,31.154,N,69.76,W,0
8/24/2001,22:14:23,31.16,N,69.753,W,0
8/24/2001,22:16:23,31.167,N,69.747,W,0
8/24/2001,22:18:23,31.173,N,69.741,W,0
8/24/2001,22:20:23,31.179,N,69.734,W,0
8/24/2001,22:22:24,31.186,N,69.728,W,0
8/24/2001,22:24:24,31.192,N,69.722,W,0
8/24/2001,22:26:24,31.199,N,69.716,W,0
8/24/2001,22:28:24,31.205,N,69.709,W,0
8/24/2001,22:30:24,31.211,N,69.703,W,0
8/24/2001,22:32:24,31.218,N,69.696,W,0
8/24/2001,22:34:24,31.224,N,69.69,W,0
8/24/2001,22:36:23,31.23,N,69.684,W,0
8/24/2001,22:38:23,31.237,N,69.677,W,0
8/24/2001,22:40:23,31.243,N,69.671,W,0
8/24/2001,22:42:23,31.25,N,69.664,W,0
8/24/2001,22:44:23,31.256,N,69.658,W,0
8/24/2001,22:46:23,31.262,N,69.651,W,0
8/24/2001,22:48:23,31.269,N,69.645,W,0
8/24/2001,22:50:23,31.275,N,69.638,W,0
8/24/2001,22:52:24,31.282,N,69.632,W,0
8/24/2001,22:54:24,31.288,N,69.625,W,0
8/24/2001,22:56:24,31.295,N,69.619,W,0
8/24/2001,22:58:24,31.301,N,69.612,W,0
8/24/2001,23:00:24,31.307,N,69.605,W,0
8/24/2001,23:02:24,31.314,N,69.599,W,0
8/24/2001,23:04:24,31.32,N,69.592,W,0
8/24/2001,23:06:23,31.327,N,69.586,W,0
8/24/2001,23:08:23,31.333,N,69.579,W,0
8/24/2001,23:10:23,31.34,N,69.572,W,0
8/24/2001,23:12:23,31.346,N,69.565,W,0
8/24/2001,23:14:23,31.352,N,69.559,W,0
8/24/2001,23:16:23,31.359,N,69.552,W,0
8/24/2001,23:18:23,31.365,N,69.545,W,0
8/24/2001,23:20:23,31.372,N,69.538,W,0
8/24/2001,23:22:24,31.378,N,69.532,W,0
8/24/2001,23:24:24,31.385,N,69.525,W,0
8/24/2001,23:26:24,31.391,N,69.518,W,0
8/24/2001,23:28:24,31.398,N,69.511,W,0
8/24/2001,23:30:24,31.404,N,69.504,W,0
8/24/2001,23:32:24,31.411,N,69.497,W,0
8/24/2001,23:34:24,31.417,N,69.49,W,0
8/24/2001,23:36:23,31.423,N,69.483,W,0
8/24/2001,23:38:23,31.43,N,69.476,W,0
8/24/2001,23:40:23,31.436,N,69.469,W,0
8/24/2001,23:42:23,31.443,N,69.462,W,0
8/24/2001,23:44:23,31.449,N,69.455,W,0
8/24/2001,23:46:23,31.456,N,69.448,W,0
8/24/2001,23:48:23,31.462,N,69.441,W,0
8/24/2001,23:50:23,31.469,N,69.434,W,0
8/24/2001,23:52:24,31.475,N,69.427,W,0
8/24/2001,23:54:24,31.482,N,69.42,W,0
8/24/2001,23:56:24,31.488,N,69.413,W,0
8/24/2001,23:58:24,31.495,N,69.406,W,0
8/25/2001,0:00:24,31.501,N,69.399,W,0
8/25/2001,0:02:24,31.508,N,69.391,W,0
8/25/2001,0:04:24,31.514,N,69.384,W,0
8/25/2001,0:06:23,31.521,N,69.377,W,0
8/25/2001,0:08:23,31.527,N,69.37,W,0
8/25/2001,0:10:23,31.534,N,69.362,W,0
8/25/2001,0:12:23,31.54,N,69.355,W,0
8/25/2001,0:14:23,31.547,N,69.348,W,0
8/25/2001,0:16:23,31.553,N,69.34,W,0
8/25/2001,0:18:23,31.56,N,69.333,W,0
8/25/2001,0:20:23,31.566,N,69.326,W,0
8/25/2001,0:22:24,31.573,N,69.318,W,0
8/25/2001,0:24:24,31.58,N,69.311,W,0
8/25/2001,0:26:24,31.586,N,69.304,W,0
8/25/2001,0:28:24,31.593,N,69.296,W,0
8/25/2001,0:30:24,31.599,N,69.289,W,0
8/25/2001,0:32:24,31.606,N,69.281,W,0
8/25/2001,0:34:24,31.612,N,69.274,W,0
8/25/2001,0:36:23,31.619,N,69.266,W,0
8/25/2001,0:38:23,31.625,N,69.259,W,0
8/25/2001,0:40:23,31.632,N,69.251,W,0
8/25/2001,0:42:23,31.638,N,69.244,W,0
8/25/2001,0:44:23,31.645,N,69.236,W,0
8/25/2001,0:46:23,31.652,N,69.228,W,0
8/25/2001,0:48:23,31.658,N,69.221,W,0
8/25/2001,0:50:23,31.665,N,69.213,W,0
8/25/2001,0:52:24,31.671,N,69.206,W,0
8/25/2001,0:54:24,31.678,N,69.198,W,0
8/25/2001,0:56:24,31.684,N,69.19,W,0
8/25/2001,0:58:24,31.691,N,69.183,W,0
8/25/2001,1:00:24,31.698,N,69.175,W,0
8/25/2001,1:02:24,31.704,N,69.167,W,0
8/25/2001,1:04:24,31.711,N,69.159,W,0
8/25/2001,1:06:23,31.717,N,69.152,W,0
8/25/2001,1:08:23,31.724,N,69.144,W,0
8/25/2001,1:10:23,31.731,N,69.136,W,0
8/25/2001,1:12:23,31.737,N,69.128,W,0
8/25/2001,1:14:23,31.744,N,69.12,W,0
8/25/2001,1:16:23,31.75,N,69.113,W,0
8/25/2001,1:18:23,31.757,N,69.105,W,0
8/25/2001,1:20:23,31.763,N,69.097,W,0
8/25/2001,1:22:24,31.77,N,69.089,W,0
8/25/2001,1:24:24,31.777,N,69.081,W,0
8/25/2001,1:26:24,31.783,N,69.073,W,0
8/25/2001,1:28:24,31.79,N,69.065,W,0
8/25/2001,1:30:24,31.797,N,69.057,W,0
8/25/2001,1:32:24,31.803,N,69.049,W,0
8/25/2001,1:34:24,31.81,N,69.042,W,0
8/25/2001,1:36:23,31.816,N,69.034,W,0
8/25/2001,1:38:23,31.823,N,69.026,W,0
8/25/2001,1:40:23,31.83,N,69.018,W,0
8/25/2001,1:42:23,31.836,N,69.01,W,0
8/25/2001,1:44:23,31.843,N,69.002,W,0
8/25/2001,1:46:23,31.849,N,68.993,W,0
8/25/2001,1:48:23,31.856,N,68.985,W,0
8/25/2001,1:50:23,31.863,N,68.977,W,0
8/25/2001,1:52:24,31.869,N,68.969,W,0
8/25/2001,1:54:24,31.876,N,68.961,W,0
8/25/2001,1:56:24,31.883,N,68.953,W,0
8/25/2001,1:58:24,31.889,N,68.945,W,0
8/25/2001,2:00:24,31.896,N,68.937,W,0
8/25/2001,2:02:24,31.903,N,68.929,W,0
8/25/2001,2:04:24,31.909,N,68.92,W,0
8/25/2001,2:06:23,31.916,N,68.912,W,0
8/25/2001,2:08:23,31.922,N,68.904,W,0
8/25/2001,2:10:23,31.929,N,68.896,W,0
8/25/2001,2:12:23,31.936,N,68.888,W,0
8/25/2001,2:14:23,31.942,N,68.879,W,0
8/25/2001,2:16:23,31.949,N,68.871,W,0
8/25/2001,2:18:23,31.956,N,68.863,W,0
8/25/2001,2:20:23,31.962,N,68.855,W,0
8/25/2001,2:22:24,31.969,N,68.846,W,0
8/25/2001,2:24:24,31.976,N,68.838,W,0
8/25/2001,2:26:24,31.982,N,68.83,W,0
8/25/2001,2:28:24,31.989,N,68.822,W,0
8/25/2001,2:30:24,31.996,N,68.813,W,0
8/25/2001,2:32:24,32.002,N,68.805,W,0
8/25/2001,2:34:24,32.009,N,68.797,W,0
8/25/2001,2:36:23,32.016,N,68.788,W,0
8/25/2001,2:38:23,32.022,N,68.78,W,0
8/25/2001,2:40:23,32.029,N,68.771,W,0
8/25/2001,2:42:23,32.036,N,68.763,W,0
8/25/2001,2:44:23,32.042,N,68.755,W,0
8/25/2001,2:46:23,32.049,N,68.746,W,0
8/25/2001,2:48:23,32.056,N,68.738,W,0
8/25/2001,2:50:23,32.062,N,68.729,W,0
8/25/2001,2:52:24,32.069,N,68.721,W,0
8/25/2001,2:54:24,32.076,N,68.713,W,0
8/25/2001,2:56:24,32.082,N,68.704,W,0
8/25/2001,2:58:24,32.089,N,68.696,W,0
8/25/2001,3:00:24,32.096,N,68.687,W,0
8/25/2001,3:02:24,32.103,N,68.679,W,0
8/25/2001,3:04:24,32.109,N,68.67,W,0
8/25/2001,3:06:23,32.116,N,68.662,W,0
8/25/2001,3:08:23,32.123,N,68.653,W,0
8/25/2001,3:10:23,32.129,N,68.645,W,0
8/25/2001,3:12:23,32.136,N,68.636,W,0
8/25/2001,3:14:23,32.143,N,68.628,W,0
8/25/2001,3:16:23,32.149,N,68.619,W,0
8/25/2001,3:18:23,32.156,N,68.611,W,0
8/25/2001,3:20:23,32.163,N,68.602,W,0
8/25/2001,3:22:24,32.169,N,68.593,W,0
8/25/2001,3:24:24,32.176,N,68.585,W,0
8/25/2001,3:26:24,32.183,N,68.576,W,0
8/25/2001,3:28:24,32.19,N,68.568,W,0
8/25/2001,3:30:24,32.196,N,68.559,W,0
8/25/2001,3:32:24,32.203,N,68.55,W,0
8/25/2001,3:34:24,32.21,N,68.542,W,0
8/25/2001,3:36:23,32.216,N,68.533,W,0
8/25/2001,3:38:23,32.223,N,68.524,W,0
8/25/2001,3:40:23,32.23,N,68.516,W,0
8/25/2001,3:42:23,32.237,N,68.507,W,0
8/25/2001,3:44:23,32.243,N,68.499,W,0
8/25/2001,3:46:23,32.25,N,68.49,W,0
8/25/2001,3:48:23,32.257,N,68.481,W,0
8/25/2001,3:50:23,32.263,N,68.473,W,0
8/25/2001,3:52:24,32.27,N,68.464,W,0
8/25/2001,3:54:24,32.277,N,68.455,W,0
8/25/2001,3:56:24,32.284,N,68.446,W,0
8/25/2001,3:58:24,32.29,N,68.438,W,0
8/25/2001,4:00:24,32.297,N,68.429,W,0
8/25/2001,4:02:24,32.304,N,68.42,W,0
8/25/2001,4:04:24,32.31,N,68.412,W,0
8/25/2001,4:06:23,32.317,N,68.403,W,0
8/25/2001,4:08:23,32.324,N,68.394,W,0
8/25/2001,4:10:23,32.331,N,68.385,W,0
8/25/2001,4:12:23,32.337,N,68.377,W,0
8/25/2001,4:14:23,32.344,N,68.368,W,0
8/25/2001,4:16:23,32.351,N,68.359,W,0
8/25/2001,4:18:23,32.358,N,68.35,W,0
8/25/2001,4:20:23,32.364,N,68.341,W,0
8/25/2001,4:22:24,32.371,N,68.333,W,0
8/25/2001,4:24:24,32.378,N,68.324,W,0
8/25/2001,4:26:24,32.384,N,68.315,W,0
8/25/2001,4:28:24,32.391,N,68.306,W,0
