Track,for,Dean,2001,,,
Date,Time,(UTC),Latitude,Longitude,,Category
MM/DD/Year,HH:MM:SS,(deg),(deg),,,
8/25/2001,4:30:24,32.398,N,68.298,W,0
8/25/2001,4:32:24,32.405,N,68.289,W,0
8/25/2001,4:34:24,32.411,N,68.28,W,0
8/25/2001,4:36:23,32.418,N,68.271,W,0
8/25/2001,4:38:23,32.425,N,68.262,W,0
8/25/2001,4:40:23,32.432,N,68.253,W,0
8/25/2001,4:42:23,32.438,N,68.245,W,0
8/25/2001,4:44:23,32.445,N,68.236,W,0
8/25/2001,4:46:23,32.452,N,68.227,W,0
8/25/2001,4:48:23,32.459,N,68.218,W,0
8/25/2001,4:50:23,32.465,N,68.209,W,0
8/25/2001,4:52:24,32.472,N,68.2,W,0
8/25/2001,4:54:24,32.479,N,68.192,W,0
8/25/2001,4:56:24,32.485,N,68.183,W,0
8/25/2001,4:58:24,32.492,N,68.174,W,0
8/25/2001,5:00:24,32.499,N,68.165,W,0
8/25/2001,5:02:24,32.506,N,68.156,W,0
8/25/2001,5:04:24,32.512,N,68.147,W,0
8/25/2001,5:06:23,32.519,N,68.138,W,0
8/25/2001,5:08:23,32.526,N,68.13,W,0
8/25/2001,5:10:23,32.533,N,68.121,W,0
8/25/2001,5:12:23,32.539,N,68.112,W,0
8/25/2001,5:14:23,32.546,N,68.103,W,0
8/25/2001,5:16:23,32.553,N,68.094,W,0
8/25/2001,5:18:23,32.56,N,68.085,W,0
8/25/2001,5:20:23,32.566,N,68.076,W,0
8/25/2001,5:22:24,32.573,N,68.067,W,0
8/25/2001,5:24:24,32.58,N,68.059,W,0
8/25/2001,5:26:24,32.587,N,68.05,W,0
8/25/2001,5:28:24,32.593,N,68.041,W,0
8/25/2001,5:30:24,32.6,N,68.032,W,0
8/25/2001,5:32:24,32.607,N,68.023,W,0
8/25/2001,5:34:24,32.614,N,68.014,W,0
8/25/2001,5:36:23,32.62,N,68.005,W,0
8/25/2001,5:38:23,32.627,N,67.996,W,0
8/25/2001,5:40:23,32.634,N,67.987,W,0
8/25/2001,5:42:23,32.641,N,67.978,W,0
8/25/2001,5:44:23,32.647,N,67.969,W,0
8/25/2001,5:46:23,32.654,N,67.961,W,0
8/25/2001,5:48:23,32.661,N,67.952,W,0
8/25/2001,5:50:23,32.668,N,67.943,W,0
8/25/2001,5:52:24,32.674,N,67.934,W,0
8/25/2001,5:54:24,32.681,N,67.925,W,0
8/25/2001,5:56:24,32.688,N,67.916,W,0
8/25/2001,5:58:24,32.695,N,67.907,W,0
