Track,for,Ida,2009,,
Date,Time,(UTC),Latitude,Longitude,
MM/DD/Year,HH:MM:SS,(deg),(deg),,
11/8/2009,5:11:53,19.986,N,85.31,W
11/8/2009,5:13:53,19.991,N,85.312,W
11/8/2009,5:15:53,19.995,N,85.315,W
11/8/2009,5:17:53,19.999,N,85.318,W
11/8/2009,5:19:53,20.004,N,85.32,W
11/8/2009,5:21:53,20.008,N,85.323,W
11/8/2009,5:23:53,20.012,N,85.326,W
11/8/2009,5:25:52,20.017,N,85.328,W
11/8/2009,5:27:52,20.021,N,85.331,W
11/8/2009,5:29:52,20.026,N,85.333,W
11/8/2009,5:31:52,20.03,N,85.336,W
11/8/2009,5:33:52,20.034,N,85.339,W
11/8/2009,5:35:52,20.039,N,85.341,W
11/8/2009,5:37:52,20.043,N,85.344,W
11/8/2009,5:39:52,20.048,N,85.346,W
11/8/2009,5:41:53,20.052,N,85.349,W
11/8/2009,5:43:53,20.057,N,85.351,W
11/8/2009,5:45:53,20.061,N,85.354,W
11/8/2009,5:47:53,20.065,N,85.356,W
11/8/2009,5:49:53,20.07,N,85.359,W
11/8/2009,5:50:47,20.072,N,85.36,W
11/8/2009,5:52:47,20.078,N,85.363,W
11/8/2009,5:54:46,20.084,N,85.366,W
11/8/2009,5:56:46,20.09,N,85.37,W
11/8/2009,5:58:46,20.096,N,85.373,W
11/8/2009,6:00:46,20.102,N,85.376,W
11/8/2009,6:02:46,20.108,N,85.379,W
11/8/2009,6:04:46,20.114,N,85.382,W
11/8/2009,6:06:46,20.12,N,85.385,W
11/8/2009,6:08:46,20.125,N,85.388,W
11/8/2009,6:10:47,20.131,N,85.391,W
11/8/2009,6:12:47,20.136,N,85.394,W
11/8/2009,6:14:47,20.142,N,85.396,W
11/8/2009,6:16:47,20.147,N,85.399,W
11/8/2009,6:18:47,20.152,N,85.402,W
11/8/2009,6:20:47,20.157,N,85.405,W
11/8/2009,6:22:47,20.162,N,85.407,W
11/8/2009,6:24:46,20.167,N,85.41,W
11/8/2009,6:26:46,20.172,N,85.413,W
11/8/2009,6:28:46,20.177,N,85.415,W
11/8/2009,6:30:46,20.182,N,85.418,W
11/8/2009,6:32:46,20.187,N,85.42,W
11/8/2009,6:34:46,20.192,N,85.423,W
11/8/2009,6:36:46,20.196,N,85.425,W
11/8/2009,6:38:46,20.201,N,85.427,W
11/8/2009,6:40:47,20.205,N,85.43,W
11/8/2009,6:42:47,20.21,N,85.432,W
11/8/2009,6:44:47,20.214,N,85.434,W
11/8/2009,6:46:47,20.219,N,85.437,W
11/8/2009,6:48:47,20.223,N,85.439,W
11/8/2009,6:50:47,20.227,N,85.441,W
11/8/2009,6:52:47,20.231,N,85.443,W
11/8/2009,6:54:46,20.235,N,85.445,W
11/8/2009,6:56:46,20.24,N,85.447,W
11/8/2009,6:58:46,20.244,N,85.449,W
11/8/2009,7:00:46,20.248,N,85.452,W
11/8/2009,7:02:46,20.251,N,85.454,W
11/8/2009,7:04:46,20.255,N,85.456,W
11/8/2009,7:06:46,20.259,N,85.458,W
11/8/2009,7:08:46,20.263,N,85.459,W
11/8/2009,7:10:47,20.267,N,85.461,W
11/8/2009,7:12:47,20.27,N,85.463,W
11/8/2009,7:14:47,20.274,N,85.465,W
11/8/2009,7:16:47,20.277,N,85.467,W
11/8/2009,7:18:47,20.281,N,85.469,W
11/8/2009,7:20:47,20.284,N,85.471,W
11/8/2009,7:22:47,20.288,N,85.472,W
11/8/2009,7:24:46,20.291,N,85.474,W
11/8/2009,7:26:46,20.295,N,85.476,W
11/8/2009,7:27:03,20.295,N,85.476,W
11/8/2009,7:29:03,20.298,N,85.478,W
11/8/2009,7:31:03,20.302,N,85.48,W
11/8/2009,7:33:03,20.305,N,85.482,W
11/8/2009,7:35:03,20.308,N,85.483,W
11/8/2009,7:37:03,20.311,N,85.485,W
11/8/2009,7:39:02,20.314,N,85.487,W
11/8/2009,7:41:02,20.317,N,85.489,W
11/8/2009,7:43:02,20.32,N,85.49,W
11/8/2009,7:45:02,20.323,N,85.492,W
11/8/2009,7:47:02,20.326,N,85.493,W
11/8/2009,7:49:02,20.329,N,85.495,W
11/8/2009,7:51:02,20.331,N,85.497,W
11/8/2009,7:53:02,20.334,N,85.498,W
11/8/2009,7:55:03,20.336,N,85.5,W
11/8/2009,7:57:03,20.339,N,85.501,W
11/8/2009,7:59:03,20.341,N,85.502,W
11/8/2009,8:01:03,20.344,N,85.504,W
11/8/2009,8:03:03,20.346,N,85.505,W
11/8/2009,8:05:03,20.348,N,85.507,W
11/8/2009,8:07:03,20.351,N,85.508,W
11/8/2009,8:09:02,20.353,N,85.509,W
11/8/2009,8:11:02,20.355,N,85.51,W
11/8/2009,8:13:02,20.357,N,85.512,W
11/8/2009,8:15:02,20.36,N,85.513,W
11/8/2009,8:17:02,20.362,N,85.514,W
11/8/2009,8:19:02,20.364,N,85.515,W
11/8/2009,8:21:02,20.366,N,85.517,W
11/8/2009,8:23:02,20.368,N,85.518,W
11/8/2009,8:25:03,20.371,N,85.519,W
11/8/2009,8:27:03,20.373,N,85.52,W
11/8/2009,8:29:03,20.375,N,85.521,W
11/8/2009,8:31:03,20.377,N,85.522,W
11/8/2009,8:33:03,20.379,N,85.524,W
11/8/2009,8:35:03,20.382,N,85.525,W
11/8/2009,8:37:03,20.384,N,85.526,W
11/8/2009,8:39:02,20.386,N,85.527,W
11/8/2009,8:41:02,20.388,N,85.528,W
11/8/2009,8:43:02,20.391,N,85.529,W
11/8/2009,8:45:02,20.393,N,85.53,W
11/8/2009,8:47:02,20.396,N,85.531,W
11/8/2009,8:49:02,20.398,N,85.532,W
11/8/2009,8:51:02,20.4,N,85.533,W
11/8/2009,8:53:02,20.403,N,85.535,W
11/8/2009,8:55:03,20.406,N,85.536,W
11/8/2009,8:57:03,20.408,N,85.537,W
11/8/2009,8:59:03,20.411,N,85.538,W
11/8/2009,9:01:03,20.414,N,85.539,W
11/8/2009,9:03:03,20.417,N,85.54,W
11/8/2009,9:05:03,20.419,N,85.541,W
11/8/2009,9:07:03,20.422,N,85.542,W
11/8/2009,9:09:02,20.425,N,85.543,W
11/8/2009,9:11:02,20.429,N,85.544,W
11/8/2009,9:12:35,20.431,N,85.545,W
11/8/2009,9:14:35,20.434,N,85.546,W
11/8/2009,9:16:35,20.438,N,85.548,W
11/8/2009,9:18:35,20.441,N,85.549,W
11/8/2009,9:20:35,20.445,N,85.55,W
11/8/2009,9:22:35,20.449,N,85.552,W
11/8/2009,9:24:36,20.452,N,85.553,W
11/8/2009,9:26:36,20.456,N,85.554,W
11/8/2009,9:28:36,20.46,N,85.555,W
11/8/2009,9:30:36,20.464,N,85.557,W
11/8/2009,9:32:36,20.467,N,85.558,W
11/8/2009,9:34:36,20.471,N,85.559,W
11/8/2009,9:36:36,20.475,N,85.561,W
11/8/2009,9:38:36,20.479,N,85.562,W
11/8/2009,9:40:35,20.483,N,85.563,W
11/8/2009,9:42:35,20.488,N,85.565,W
11/8/2009,9:44:35,20.492,N,85.566,W
11/8/2009,9:46:35,20.496,N,85.567,W
11/8/2009,9:48:35,20.5,N,85.569,W
11/8/2009,9:50:35,20.505,N,85.57,W
11/8/2009,9:52:35,20.509,N,85.571,W
11/8/2009,9:54:36,20.514,N,85.572,W
11/8/2009,9:56:36,20.518,N,85.574,W
11/8/2009,9:58:36,20.523,N,85.575,W
11/8/2009,10:00:36,20.528,N,85.576,W
11/8/2009,10:02:36,20.533,N,85.578,W
11/8/2009,10:04:36,20.537,N,85.579,W
11/8/2009,10:06:36,20.542,N,85.58,W
11/8/2009,10:08:36,20.547,N,85.582,W
11/8/2009,10:10:35,20.552,N,85.583,W
11/8/2009,10:12:35,20.558,N,85.584,W
11/8/2009,10:14:35,20.563,N,85.586,W
11/8/2009,10:16:35,20.568,N,85.587,W
11/8/2009,10:18:35,20.573,N,85.588,W
11/8/2009,10:20:35,20.579,N,85.59,W
11/8/2009,10:22:35,20.584,N,85.591,W
11/8/2009,10:24:36,20.59,N,85.592,W
11/8/2009,10:26:36,20.596,N,85.593,W
11/8/2009,10:28:36,20.601,N,85.595,W
11/8/2009,10:30:36,20.607,N,85.596,W
11/8/2009,10:32:36,20.613,N,85.597,W
11/8/2009,10:34:36,20.619,N,85.599,W
11/8/2009,10:36:36,20.625,N,85.6,W
11/8/2009,10:38:36,20.631,N,85.601,W
11/8/2009,10:40:35,20.637,N,85.603,W
11/8/2009,10:42:35,20.644,N,85.604,W
11/8/2009,10:44:35,20.65,N,85.605,W
11/8/2009,10:46:35,20.657,N,85.607,W
11/8/2009,10:48:35,20.663,N,85.608,W
11/8/2009,10:50:35,20.67,N,85.609,W
11/8/2009,10:52:35,20.677,N,85.61,W
11/8/2009,10:54:36,20.683,N,85.612,W
11/8/2009,10:56:36,20.69,N,85.613,W
11/8/2009,10:58:36,20.697,N,85.614,W
11/8/2009,11:00:36,20.704,N,85.616,W
11/8/2009,11:02:36,20.711,N,85.617,W
11/8/2009,11:04:36,20.719,N,85.618,W
11/8/2009,11:05:32,20.722,N,85.619,W
11/8/2009,11:07:32,20.727,N,85.621,W
11/8/2009,11:09:32,20.732,N,85.622,W
11/8/2009,11:11:32,20.737,N,85.624,W
11/8/2009,11:13:32,20.742,N,85.625,W
11/8/2009,11:15:32,20.747,N,85.627,W
11/8/2009,11:17:33,20.752,N,85.628,W
11/8/2009,11:19:33,20.757,N,85.63,W
11/8/2009,11:21:33,20.762,N,85.631,W
11/8/2009,11:23:33,20.767,N,85.633,W
11/8/2009,11:25:33,20.772,N,85.634,W
11/8/2009,11:27:33,20.777,N,85.636,W
11/8/2009,11:29:33,20.782,N,85.638,W
11/8/2009,11:31:32,20.787,N,85.639,W
11/8/2009,11:33:32,20.792,N,85.641,W
11/8/2009,11:35:32,20.797,N,85.642,W
11/8/2009,11:37:32,20.802,N,85.644,W
11/8/2009,11:39:32,20.807,N,85.646,W
11/8/2009,11:41:32,20.812,N,85.647,W
11/8/2009,11:43:32,20.817,N,85.649,W
11/8/2009,11:45:32,20.822,N,85.651,W
11/8/2009,11:47:33,20.826,N,85.653,W
11/8/2009,11:49:33,20.831,N,85.654,W
11/8/2009,11:51:33,20.836,N,85.656,W
11/8/2009,11:53:33,20.841,N,85.658,W
11/8/2009,11:55:33,20.846,N,85.66,W
11/8/2009,11:57:33,20.851,N,85.661,W
11/8/2009,11:59:33,20.856,N,85.663,W
11/8/2009,12:01:32,20.86,N,85.665,W
11/8/2009,12:03:32,20.865,N,85.667,W
11/8/2009,12:05:32,20.87,N,85.669,W
11/8/2009,12:07:32,20.875,N,85.671,W
11/8/2009,12:09:32,20.88,N,85.672,W
11/8/2009,12:11:32,20.885,N,85.674,W
11/8/2009,12:13:32,20.889,N,85.676,W
11/8/2009,12:15:32,20.894,N,85.678,W
11/8/2009,12:17:33,20.899,N,85.68,W
11/8/2009,12:19:33,20.904,N,85.682,W
11/8/2009,12:21:33,20.908,N,85.684,W
11/8/2009,12:23:33,20.913,N,85.686,W
11/8/2009,12:25:33,20.918,N,85.688,W
11/8/2009,12:27:33,20.923,N,85.69,W
11/8/2009,12:29:33,20.927,N,85.692,W
11/8/2009,12:31:32,20.932,N,85.694,W
11/8/2009,12:33:32,20.937,N,85.696,W
11/8/2009,12:35:32,20.941,N,85.698,W
11/8/2009,12:37:32,20.946,N,85.7,W
11/8/2009,12:39:32,20.951,N,85.702,W
11/8/2009,12:41:32,20.955,N,85.704,W
11/8/2009,12:43:32,20.96,N,85.706,W
11/8/2009,12:45:32,20.965,N,85.708,W
11/8/2009,12:47:33,20.969,N,85.711,W
11/8/2009,12:49:33,20.974,N,85.713,W
11/8/2009,12:51:33,20.979,N,85.715,W
11/8/2009,12:53:33,20.983,N,85.717,W
11/8/2009,12:55:33,20.988,N,85.719,W
11/8/2009,12:57:33,20.993,N,85.721,W
11/8/2009,12:59:33,20.997,N,85.724,W
11/8/2009,13:01:32,21.002,N,85.726,W
11/8/2009,13:03:32,21.006,N,85.728,W
11/8/2009,13:05:32,21.011,N,85.73,W
11/8/2009,13:07:32,21.016,N,85.733,W
11/8/2009,13:09:32,21.02,N,85.735,W
11/8/2009,13:11:32,21.025,N,85.737,W
11/8/2009,13:13:32,21.029,N,85.739,W
11/8/2009,13:15:32,21.034,N,85.742,W
11/8/2009,13:17:33,21.039,N,85.744,W
11/8/2009,13:19:33,21.043,N,85.746,W
11/8/2009,13:21:33,21.048,N,85.749,W
11/8/2009,13:23:33,21.052,N,85.751,W
11/8/2009,13:25:33,21.057,N,85.753,W
11/8/2009,13:27:33,21.061,N,85.756,W
11/8/2009,13:29:33,21.066,N,85.758,W
11/8/2009,13:31:32,21.071,N,85.76,W
11/8/2009,13:33:32,21.075,N,85.763,W
11/8/2009,13:35:32,21.08,N,85.765,W
11/8/2009,13:37:32,21.084,N,85.768,W
11/8/2009,13:39:32,21.089,N,85.77,W
11/8/2009,13:41:32,21.093,N,85.772,W
11/8/2009,13:43:32,21.098,N,85.775,W
11/8/2009,13:45:32,21.103,N,85.777,W
11/8/2009,13:47:33,21.107,N,85.78,W
11/8/2009,13:49:33,21.112,N,85.782,W
11/8/2009,13:51:33,21.116,N,85.785,W
11/8/2009,13:53:33,21.121,N,85.787,W
11/8/2009,13:55:33,21.125,N,85.79,W
11/8/2009,13:57:33,21.13,N,85.792,W
11/8/2009,13:59:33,21.135,N,85.795,W
11/8/2009,14:01:32,21.139,N,85.797,W
11/8/2009,14:03:32,21.144,N,85.8,W
11/8/2009,14:05:32,21.148,N,85.802,W
11/8/2009,14:07:32,21.153,N,85.805,W
11/8/2009,14:09:32,21.157,N,85.807,W
11/8/2009,14:11:32,21.162,N,85.81,W
11/8/2009,14:13:32,21.167,N,85.812,W
11/8/2009,14:15:32,21.171,N,85.815,W
11/8/2009,14:17:33,21.176,N,85.817,W
11/8/2009,14:19:33,21.18,N,85.82,W
11/8/2009,14:21:33,21.185,N,85.822,W
11/8/2009,14:23:33,21.19,N,85.825,W
11/8/2009,14:25:33,21.194,N,85.828,W
11/8/2009,14:27:33,21.199,N,85.83,W
11/8/2009,14:29:33,21.203,N,85.833,W
11/8/2009,14:31:32,21.208,N,85.835,W
11/8/2009,14:33:32,21.213,N,85.838,W
11/8/2009,14:35:32,21.217,N,85.84,W
11/8/2009,14:37:32,21.222,N,85.843,W
11/8/2009,14:39:32,21.226,N,85.846,W
11/8/2009,14:41:32,21.231,N,85.848,W
11/8/2009,14:43:32,21.236,N,85.851,W
11/8/2009,14:45:32,21.24,N,85.854,W
11/8/2009,14:47:33,21.245,N,85.856,W
11/8/2009,14:49:33,21.25,N,85.859,W
11/8/2009,14:51:33,21.254,N,85.861,W
11/8/2009,14:53:33,21.259,N,85.864,W
11/8/2009,14:55:33,21.264,N,85.867,W
11/8/2009,14:57:33,21.269,N,85.869,W
11/8/2009,14:59:33,21.273,N,85.872,W
11/8/2009,15:01:32,21.278,N,85.875,W
11/8/2009,15:03:32,21.283,N,85.877,W
11/8/2009,15:05:32,21.287,N,85.88,W
11/8/2009,15:07:32,21.292,N,85.883,W
11/8/2009,15:09:32,21.297,N,85.885,W
11/8/2009,15:11:32,21.302,N,85.888,W
11/8/2009,15:13:32,21.306,N,85.89,W
11/8/2009,15:15:32,21.311,N,85.893,W
11/8/2009,15:17:33,21.316,N,85.896,W
11/8/2009,15:19:33,21.321,N,85.898,W
11/8/2009,15:21:33,21.326,N,85.901,W
11/8/2009,15:23:33,21.33,N,85.904,W
11/8/2009,15:25:33,21.335,N,85.906,W
11/8/2009,15:27:33,21.34,N,85.909,W
11/8/2009,15:29:33,21.345,N,85.912,W
11/8/2009,15:31:32,21.35,N,85.914,W
11/8/2009,15:33:32,21.355,N,85.917,W
11/8/2009,15:35:32,21.359,N,85.92,W
11/8/2009,15:37:32,21.364,N,85.922,W
11/8/2009,15:39:32,21.369,N,85.925,W
11/8/2009,15:41:32,21.374,N,85.928,W
11/8/2009,15:43:32,21.379,N,85.93,W
11/8/2009,15:45:32,21.384,N,85.933,W
11/8/2009,15:47:33,21.389,N,85.936,W
11/8/2009,15:49:33,21.394,N,85.939,W
11/8/2009,15:51:33,21.399,N,85.941,W
11/8/2009,15:53:33,21.404,N,85.944,W
11/8/2009,15:55:33,21.409,N,85.947,W
11/8/2009,15:57:33,21.413,N,85.949,W
11/8/2009,15:59:33,21.418,N,85.952,W
11/8/2009,16:01:32,21.423,N,85.955,W
11/8/2009,16:03:32,21.428,N,85.957,W
11/8/2009,16:05:32,21.433,N,85.96,W
11/8/2009,16:07:32,21.438,N,85.963,W
11/8/2009,16:09:32,21.443,N,85.965,W
11/8/2009,16:11:32,21.448,N,85.968,W
11/8/2009,16:13:32,21.453,N,85.971,W
11/8/2009,16:15:32,21.458,N,85.973,W
11/8/2009,16:17:33,21.463,N,85.976,W
11/8/2009,16:19:33,21.468,N,85.979,W
11/8/2009,16:21:33,21.473,N,85.982,W
11/8/2009,16:23:33,21.478,N,85.984,W
11/8/2009,16:25:33,21.484,N,85.987,W
11/8/2009,16:27:33,21.489,N,85.99,W
11/8/2009,16:29:33,21.494,N,85.992,W
11/8/2009,16:31:32,21.499,N,85.995,W
11/8/2009,16:33:32,21.504,N,85.998,W
11/8/2009,16:35:32,21.509,N,86.001,W
11/8/2009,16:37:32,21.514,N,86.003,W
11/8/2009,16:39:32,21.519,N,86.006,W
11/8/2009,16:41:32,21.524,N,86.009,W
11/8/2009,16:43:32,21.529,N,86.011,W
11/8/2009,16:45:32,21.534,N,86.014,W
11/8/2009,16:47:33,21.539,N,86.017,W
11/8/2009,16:49:33,21.545,N,86.019,W
11/8/2009,16:51:33,21.55,N,86.022,W
11/8/2009,16:53:33,21.555,N,86.025,W
11/8/2009,16:55:33,21.56,N,86.028,W
11/8/2009,16:57:33,21.565,N,86.03,W
11/8/2009,16:59:33,21.57,N,86.033,W
11/8/2009,17:01:32,21.575,N,86.036,W
11/8/2009,17:03:32,21.58,N,86.038,W
11/8/2009,17:05:32,21.586,N,86.041,W
11/8/2009,17:07:32,21.591,N,86.044,W
11/8/2009,17:09:32,21.596,N,86.047,W
11/8/2009,17:11:32,21.601,N,86.049,W
11/8/2009,17:13:32,21.606,N,86.052,W
11/8/2009,17:14:15,21.608,N,86.053,W
11/8/2009,17:16:15,21.613,N,86.056,W
11/8/2009,17:18:15,21.619,N,86.06,W
11/8/2009,17:20:15,21.624,N,86.063,W
11/8/2009,17:22:15,21.629,N,86.066,W
11/8/2009,17:24:15,21.634,N,86.069,W
11/8/2009,17:26:15,21.64,N,86.073,W
11/8/2009,17:28:14,21.645,N,86.076,W
11/8/2009,17:30:14,21.65,N,86.079,W
11/8/2009,17:32:14,21.655,N,86.082,W
11/8/2009,17:34:14,21.66,N,86.085,W
11/8/2009,17:36:14,21.666,N,86.088,W
11/8/2009,17:38:14,21.671,N,86.09,W
11/8/2009,17:40:14,21.676,N,86.093,W
11/8/2009,17:42:15,21.681,N,86.096,W
11/8/2009,17:44:15,21.686,N,86.099,W
11/8/2009,17:46:15,21.692,N,86.102,W
11/8/2009,17:48:15,21.697,N,86.104,W
11/8/2009,17:50:15,21.702,N,86.107,W
11/8/2009,17:52:15,21.707,N,86.109,W
11/8/2009,17:54:15,21.712,N,86.112,W
11/8/2009,17:56:15,21.718,N,86.115,W
11/8/2009,17:58:14,21.723,N,86.117,W
11/8/2009,18:00:14,21.728,N,86.119,W
11/8/2009,18:02:14,21.733,N,86.122,W
11/8/2009,18:04:14,21.738,N,86.124,W
11/8/2009,18:06:14,21.743,N,86.127,W
11/8/2009,18:08:14,21.749,N,86.129,W
11/8/2009,18:10:14,21.754,N,86.131,W
11/8/2009,18:12:15,21.759,N,86.133,W
11/8/2009,18:14:15,21.764,N,86.136,W
11/8/2009,18:16:15,21.769,N,86.138,W
11/8/2009,18:17:21,21.772,N,86.139,W
11/8/2009,18:19:21,21.777,N,86.141,W
11/8/2009,18:21:21,21.782,N,86.144,W
11/8/2009,18:23:21,21.787,N,86.146,W
11/8/2009,18:25:21,21.792,N,86.148,W
11/8/2009,18:27:21,21.797,N,86.151,W
11/8/2009,18:29:21,21.802,N,86.153,W
11/8/2009,18:31:22,21.807,N,86.155,W
11/8/2009,18:33:22,21.812,N,86.157,W
11/8/2009,18:35:22,21.817,N,86.16,W
11/8/2009,18:37:22,21.822,N,86.162,W
11/8/2009,18:39:22,21.827,N,86.164,W
11/8/2009,18:41:22,21.832,N,86.166,W
11/8/2009,18:43:22,21.837,N,86.168,W
11/8/2009,18:45:22,21.842,N,86.17,W
11/8/2009,18:47:21,21.847,N,86.172,W
11/8/2009,18:49:21,21.851,N,86.173,W
11/8/2009,18:51:21,21.856,N,86.175,W
11/8/2009,18:53:21,21.861,N,86.177,W
11/8/2009,18:55:21,21.866,N,86.179,W
11/8/2009,18:57:21,21.871,N,86.18,W
11/8/2009,18:59:21,21.875,N,86.182,W
11/8/2009,19:01:22,21.88,N,86.184,W
11/8/2009,19:03:22,21.885,N,86.185,W
11/8/2009,19:05:22,21.89,N,86.187,W
11/8/2009,19:07:22,21.895,N,86.188,W
11/8/2009,19:09:22,21.899,N,86.19,W
11/8/2009,19:11:22,21.904,N,86.191,W
11/8/2009,19:13:22,21.909,N,86.193,W
11/8/2009,19:15:22,21.914,N,86.194,W
11/8/2009,19:17:21,21.919,N,86.196,W
11/8/2009,19:19:21,21.923,N,86.197,W
11/8/2009,19:21:21,21.928,N,86.198,W
11/8/2009,19:23:21,21.933,N,86.2,W
11/8/2009,19:25:21,21.938,N,86.201,W
11/8/2009,19:27:21,21.943,N,86.202,W
11/8/2009,19:29:21,21.948,N,86.203,W
11/8/2009,19:31:22,21.953,N,86.205,W
11/8/2009,19:33:22,21.958,N,86.206,W
11/8/2009,19:35:22,21.963,N,86.207,W
11/8/2009,19:37:22,21.968,N,86.208,W
11/8/2009,19:39:22,21.974,N,86.209,W
11/8/2009,19:41:22,21.979,N,86.211,W
11/8/2009,19:43:22,21.984,N,86.212,W
11/8/2009,19:45:22,21.989,N,86.213,W
11/8/2009,19:47:21,21.995,N,86.214,W
11/8/2009,19:49:21,22,N,86.215,W
11/8/2009,19:51:21,22.006,N,86.216,W
11/8/2009,19:53:21,22.011,N,86.217,W
11/8/2009,19:55:21,22.017,N,86.219,W
11/8/2009,19:57:21,22.023,N,86.22,W
11/8/2009,19:59:21,22.029,N,86.221,W
11/8/2009,20:01:22,22.034,N,86.222,W
11/8/2009,20:03:22,22.04,N,86.223,W
11/8/2009,20:04:53,22.045,N,86.224,W
11/8/2009,20:06:53,22.052,N,86.225,W
11/8/2009,20:08:53,22.06,N,86.227,W
11/8/2009,20:10:53,22.067,N,86.228,W
11/8/2009,20:12:53,22.075,N,86.229,W
11/8/2009,20:14:54,22.082,N,86.231,W
11/8/2009,20:16:54,22.09,N,86.232,W
11/8/2009,20:18:54,22.098,N,86.233,W
11/8/2009,20:20:54,22.106,N,86.235,W
11/8/2009,20:22:54,22.114,N,86.236,W
11/8/2009,20:24:54,22.122,N,86.237,W
11/8/2009,20:26:54,22.13,N,86.239,W
11/8/2009,20:28:53,22.138,N,86.24,W
11/8/2009,20:30:53,22.146,N,86.241,W
11/8/2009,20:32:53,22.155,N,86.243,W
11/8/2009,20:34:53,22.163,N,86.244,W
11/8/2009,20:36:53,22.171,N,86.245,W
11/8/2009,20:38:53,22.18,N,86.247,W
11/8/2009,20:40:53,22.188,N,86.248,W
11/8/2009,20:42:53,22.197,N,86.249,W
11/8/2009,20:44:54,22.205,N,86.251,W
11/8/2009,20:46:54,22.214,N,86.252,W
11/8/2009,20:48:54,22.222,N,86.253,W
11/8/2009,20:50:54,22.231,N,86.255,W
11/8/2009,20:52:54,22.24,N,86.256,W
11/8/2009,20:54:54,22.248,N,86.257,W
11/8/2009,20:56:54,22.257,N,86.259,W
11/8/2009,20:58:53,22.266,N,86.26,W
11/8/2009,21:00:53,22.275,N,86.262,W
11/8/2009,21:02:53,22.283,N,86.263,W
11/8/2009,21:04:53,22.292,N,86.265,W
11/8/2009,21:06:53,22.301,N,86.266,W
11/8/2009,21:08:53,22.31,N,86.268,W
11/8/2009,21:10:53,22.318,N,86.269,W
11/8/2009,21:12:53,22.327,N,86.271,W
11/8/2009,21:14:54,22.336,N,86.272,W
11/8/2009,21:16:54,22.345,N,86.274,W
11/8/2009,21:18:54,22.353,N,86.275,W
11/8/2009,21:20:54,22.362,N,86.277,W
11/8/2009,21:22:54,22.371,N,86.279,W
11/8/2009,21:24:54,22.379,N,86.28,W
11/8/2009,21:26:54,22.388,N,86.282,W
11/8/2009,21:28:53,22.397,N,86.284,W
11/8/2009,21:30:53,22.405,N,86.285,W
11/8/2009,21:32:53,22.414,N,86.287,W
11/8/2009,21:34:53,22.422,N,86.289,W
11/8/2009,21:36:53,22.431,N,86.291,W
11/8/2009,21:38:53,22.439,N,86.292,W
11/8/2009,21:40:53,22.448,N,86.294,W
11/8/2009,21:42:53,22.456,N,86.296,W
11/8/2009,21:44:54,22.464,N,86.298,W
11/8/2009,21:46:54,22.473,N,86.3,W
11/8/2009,21:48:54,22.481,N,86.302,W
11/8/2009,21:50:54,22.489,N,86.304,W
11/8/2009,21:52:54,22.498,N,86.306,W
11/8/2009,21:54:54,22.506,N,86.308,W
11/8/2009,21:56:54,22.514,N,86.31,W
11/8/2009,21:58:53,22.522,N,86.312,W
11/8/2009,22:00:53,22.53,N,86.314,W
11/8/2009,22:01:01,22.531,N,86.314,W
11/8/2009,22:03:01,22.539,N,86.316,W
11/8/2009,22:05:01,22.547,N,86.318,W
11/8/2009,22:07:02,22.555,N,86.32,W
11/8/2009,22:09:02,22.563,N,86.322,W
11/8/2009,22:11:02,22.572,N,86.324,W
11/8/2009,22:13:02,22.58,N,86.326,W
11/8/2009,22:15:02,22.588,N,86.328,W
11/8/2009,22:17:02,22.596,N,86.33,W
11/8/2009,22:19:02,22.604,N,86.332,W
11/8/2009,22:21:01,22.612,N,86.334,W
11/8/2009,22:23:01,22.62,N,86.336,W
11/8/2009,22:25:01,22.628,N,86.338,W
11/8/2009,22:27:01,22.636,N,86.34,W
11/8/2009,22:29:01,22.644,N,86.342,W
11/8/2009,22:31:01,22.652,N,86.344,W
11/8/2009,22:33:01,22.66,N,86.347,W
11/8/2009,22:35:01,22.668,N,86.349,W
11/8/2009,22:37:02,22.676,N,86.351,W
11/8/2009,22:39:02,22.683,N,86.353,W
11/8/2009,22:41:02,22.691,N,86.356,W
11/8/2009,22:43:02,22.699,N,86.358,W
11/8/2009,22:45:02,22.707,N,86.36,W
11/8/2009,22:47:02,22.715,N,86.363,W
11/8/2009,22:49:02,22.723,N,86.365,W
11/8/2009,22:51:01,22.73,N,86.368,W
11/8/2009,22:53:01,22.738,N,86.37,W
11/8/2009,22:55:01,22.746,N,86.372,W
11/8/2009,22:57:01,22.754,N,86.375,W
11/8/2009,22:59:01,22.761,N,86.377,W
11/8/2009,23:01:01,22.769,N,86.38,W
11/8/2009,23:03:01,22.777,N,86.383,W
11/8/2009,23:05:01,22.785,N,86.385,W
11/8/2009,23:05:39,22.787,N,86.386,W
11/8/2009,23:07:39,22.795,N,86.389,W
11/8/2009,23:09:39,22.803,N,86.391,W
11/8/2009,23:11:39,22.811,N,86.394,W
11/8/2009,23:13:39,22.819,N,86.396,W
11/8/2009,23:15:39,22.827,N,86.399,W
11/8/2009,23:17:39,22.835,N,86.402,W
11/8/2009,23:19:39,22.843,N,86.404,W
11/8/2009,23:21:40,22.851,N,86.407,W
11/8/2009,23:23:40,22.86,N,86.41,W
11/8/2009,23:25:40,22.868,N,86.413,W
11/8/2009,23:27:40,22.876,N,86.416,W
11/8/2009,23:29:40,22.884,N,86.418,W
11/8/2009,23:31:40,22.892,N,86.421,W
11/8/2009,23:33:40,22.9,N,86.424,W
