Track,for,Ida,2009,,
Date,Time,(UTC),Latitude,Longitude,
MM/DD/Year,HH:MM:SS,(deg),(deg),,
11/7/2009,10:39:59,17.49,N,83.993,W
11/7/2009,10:41:59,17.495,N,83.993,W
11/7/2009,10:43:59,17.5,N,83.993,W
11/7/2009,10:46:00,17.506,N,83.993,W
11/7/2009,10:48:00,17.511,N,83.994,W
11/7/2009,10:50:00,17.516,N,83.994,W
11/7/2009,10:52:00,17.521,N,83.994,W
11/7/2009,10:54:00,17.527,N,83.994,W
11/7/2009,10:56:00,17.532,N,83.994,W
11/7/2009,10:58:00,17.537,N,83.995,W
11/7/2009,11:00:00,17.542,N,83.995,W
11/7/2009,11:01:59,17.547,N,83.995,W
11/7/2009,11:03:59,17.553,N,83.995,W
11/7/2009,11:05:59,17.558,N,83.995,W
11/7/2009,11:07:59,17.563,N,83.995,W
11/7/2009,11:09:59,17.568,N,83.996,W
11/7/2009,11:11:59,17.574,N,83.996,W
11/7/2009,11:13:59,17.579,N,83.996,W
11/7/2009,11:16:00,17.584,N,83.996,W
11/7/2009,11:18:00,17.589,N,83.996,W
11/7/2009,11:20:00,17.595,N,83.996,W
11/7/2009,11:22:00,17.6,N,83.997,W
11/7/2009,11:24:00,17.605,N,83.997,W
11/7/2009,11:26:00,17.61,N,83.997,W
11/7/2009,11:28:00,17.616,N,83.997,W
11/7/2009,11:30:00,17.621,N,83.997,W
11/7/2009,11:31:59,17.626,N,83.998,W
11/7/2009,11:33:59,17.631,N,83.998,W
11/7/2009,11:35:59,17.637,N,83.998,W
11/7/2009,11:37:59,17.642,N,83.998,W
11/7/2009,11:39:59,17.647,N,83.998,W
11/7/2009,11:41:59,17.653,N,83.998,W
11/7/2009,11:43:59,17.658,N,83.999,W
11/7/2009,11:46:00,17.663,N,83.999,W
11/7/2009,11:48:00,17.668,N,83.999,W
11/7/2009,11:50:00,17.674,N,83.999,W
11/7/2009,11:52:00,17.679,N,83.999,W
11/7/2009,11:54:00,17.684,N,83.999,W
11/7/2009,11:56:00,17.689,N,84,W
11/7/2009,11:58:00,17.695,N,84,W
11/7/2009,12:00:00,17.7,N,84,W
11/7/2009,12:01:59,17.703,N,83.998,W
11/7/2009,12:03:59,17.707,N,83.995,W
11/7/2009,12:05:59,17.71,N,83.993,W
11/7/2009,12:07:59,17.714,N,83.991,W
11/7/2009,12:09:59,17.717,N,83.989,W
11/7/2009,12:11:59,17.721,N,83.986,W
11/7/2009,12:13:59,17.724,N,83.984,W
11/7/2009,12:16:00,17.728,N,83.982,W
11/7/2009,12:18:00,17.731,N,83.98,W
11/7/2009,12:20:00,17.735,N,83.978,W
11/7/2009,12:22:00,17.739,N,83.977,W
11/7/2009,12:24:00,17.743,N,83.975,W
11/7/2009,12:26:00,17.746,N,83.973,W
11/7/2009,12:28:00,17.75,N,83.971,W
11/7/2009,12:30:00,17.754,N,83.969,W
11/7/2009,12:31:59,17.758,N,83.968,W
11/7/2009,12:33:59,17.762,N,83.966,W
11/7/2009,12:35:59,17.766,N,83.964,W
11/7/2009,12:37:59,17.77,N,83.963,W
11/7/2009,12:39:59,17.774,N,83.961,W
11/7/2009,12:41:59,17.778,N,83.96,W
11/7/2009,12:43:59,17.782,N,83.959,W
11/7/2009,12:46:00,17.786,N,83.957,W
11/7/2009,12:48:00,17.79,N,83.956,W
11/7/2009,12:50:00,17.795,N,83.955,W
11/7/2009,12:52:00,17.799,N,83.953,W
11/7/2009,12:54:00,17.803,N,83.952,W
11/7/2009,12:56:00,17.807,N,83.951,W
11/7/2009,12:58:00,17.812,N,83.95,W
11/7/2009,13:00:00,17.816,N,83.949,W
11/7/2009,13:01:59,17.82,N,83.948,W
11/7/2009,13:03:59,17.825,N,83.947,W
11/7/2009,13:05:59,17.829,N,83.946,W
11/7/2009,13:07:59,17.834,N,83.945,W
11/7/2009,13:09:59,17.838,N,83.944,W
11/7/2009,13:11:59,17.843,N,83.943,W
11/7/2009,13:13:59,17.847,N,83.943,W
11/7/2009,13:16:00,17.852,N,83.942,W
11/7/2009,13:18:00,17.857,N,83.941,W
11/7/2009,13:20:00,17.861,N,83.94,W
11/7/2009,13:22:00,17.866,N,83.94,W
11/7/2009,13:24:00,17.871,N,83.939,W
11/7/2009,13:26:00,17.876,N,83.939,W
11/7/2009,13:28:00,17.88,N,83.938,W
11/7/2009,13:30:00,17.885,N,83.938,W
11/7/2009,13:31:59,17.89,N,83.937,W
11/7/2009,13:33:59,17.895,N,83.937,W
11/7/2009,13:35:59,17.9,N,83.937,W
11/7/2009,13:37:59,17.905,N,83.936,W
11/7/2009,13:39:59,17.91,N,83.936,W
11/7/2009,13:41:59,17.915,N,83.936,W
11/7/2009,13:43:59,17.92,N,83.935,W
11/7/2009,13:46:00,17.925,N,83.935,W
11/7/2009,13:48:00,17.93,N,83.935,W
11/7/2009,13:50:00,17.935,N,83.935,W
11/7/2009,13:52:00,17.94,N,83.935,W
11/7/2009,13:54:00,17.945,N,83.935,W
11/7/2009,13:56:00,17.951,N,83.935,W
11/7/2009,13:58:00,17.956,N,83.935,W
11/7/2009,14:00:00,17.961,N,83.935,W
11/7/2009,14:01:59,17.966,N,83.935,W
11/7/2009,14:03:59,17.972,N,83.935,W
11/7/2009,14:05:59,17.977,N,83.935,W
11/7/2009,14:07:59,17.982,N,83.936,W
11/7/2009,14:09:59,17.988,N,83.936,W
11/7/2009,14:11:59,17.993,N,83.936,W
11/7/2009,14:13:59,17.999,N,83.936,W
11/7/2009,14:16:00,18.004,N,83.937,W
11/7/2009,14:18:00,18.01,N,83.937,W
11/7/2009,14:20:00,18.015,N,83.938,W
11/7/2009,14:22:00,18.021,N,83.938,W
11/7/2009,14:24:00,18.026,N,83.938,W
11/7/2009,14:26:00,18.032,N,83.939,W
11/7/2009,14:28:00,18.037,N,83.939,W
11/7/2009,14:30:00,18.043,N,83.94,W
11/7/2009,14:31:59,18.049,N,83.941,W
11/7/2009,14:33:59,18.054,N,83.941,W
11/7/2009,14:35:59,18.06,N,83.942,W
11/7/2009,14:37:59,18.066,N,83.942,W
11/7/2009,14:39:59,18.071,N,83.943,W
11/7/2009,14:41:59,18.077,N,83.944,W
11/7/2009,14:43:59,18.083,N,83.945,W
11/7/2009,14:46:00,18.089,N,83.945,W
11/7/2009,14:48:00,18.095,N,83.946,W
11/7/2009,14:50:00,18.1,N,83.947,W
11/7/2009,14:52:00,18.106,N,83.948,W
11/7/2009,14:54:00,18.112,N,83.949,W
11/7/2009,14:56:00,18.118,N,83.95,W
11/7/2009,14:58:00,18.124,N,83.951,W
11/7/2009,15:00:00,18.13,N,83.952,W
11/7/2009,15:01:59,18.136,N,83.953,W
11/7/2009,15:03:59,18.142,N,83.954,W
11/7/2009,15:05:59,18.148,N,83.955,W
11/7/2009,15:07:59,18.154,N,83.956,W
11/7/2009,15:09:59,18.16,N,83.957,W
11/7/2009,15:11:59,18.166,N,83.958,W
11/7/2009,15:13:59,18.172,N,83.959,W
11/7/2009,15:16:00,18.178,N,83.96,W
11/7/2009,15:18:00,18.184,N,83.962,W
11/7/2009,15:20:00,18.191,N,83.963,W
11/7/2009,15:22:00,18.197,N,83.964,W
11/7/2009,15:24:00,18.203,N,83.965,W
11/7/2009,15:26:00,18.209,N,83.967,W
11/7/2009,15:28:00,18.215,N,83.968,W
11/7/2009,15:30:00,18.222,N,83.969,W
11/7/2009,15:31:59,18.228,N,83.971,W
11/7/2009,15:33:59,18.234,N,83.972,W
11/7/2009,15:35:59,18.24,N,83.973,W
11/7/2009,15:37:59,18.247,N,83.975,W
11/7/2009,15:39:59,18.253,N,83.976,W
11/7/2009,15:41:59,18.259,N,83.978,W
11/7/2009,15:43:59,18.266,N,83.979,W
11/7/2009,15:46:00,18.272,N,83.981,W
11/7/2009,15:48:00,18.279,N,83.982,W
11/7/2009,15:50:00,18.285,N,83.984,W
11/7/2009,15:52:00,18.291,N,83.985,W
11/7/2009,15:54:00,18.298,N,83.987,W
11/7/2009,15:56:00,18.304,N,83.989,W
11/7/2009,15:58:00,18.311,N,83.99,W
11/7/2009,16:00:00,18.317,N,83.992,W
11/7/2009,16:01:59,18.324,N,83.994,W
11/7/2009,16:03:59,18.33,N,83.995,W
11/7/2009,16:05:59,18.337,N,83.997,W
11/7/2009,16:07:59,18.343,N,83.999,W
11/7/2009,16:09:59,18.35,N,84.001,W
11/7/2009,16:11:59,18.357,N,84.002,W
11/7/2009,16:13:59,18.363,N,84.004,W
11/7/2009,16:16:00,18.37,N,84.006,W
11/7/2009,16:18:00,18.376,N,84.008,W
11/7/2009,16:20:00,18.383,N,84.01,W
11/7/2009,16:22:00,18.39,N,84.011,W
11/7/2009,16:24:00,18.396,N,84.013,W
11/7/2009,16:26:00,18.403,N,84.015,W
11/7/2009,16:28:00,18.41,N,84.017,W
11/7/2009,16:30:00,18.416,N,84.019,W
11/7/2009,16:31:59,18.423,N,84.021,W
11/7/2009,16:33:59,18.43,N,84.023,W
11/7/2009,16:35:59,18.436,N,84.025,W
11/7/2009,16:36:09,18.437,N,84.025,W
11/7/2009,16:38:09,18.443,N,84.026,W
11/7/2009,16:40:09,18.45,N,84.028,W
11/7/2009,16:42:09,18.456,N,84.029,W
11/7/2009,16:44:10,18.462,N,84.031,W
11/7/2009,16:46:10,18.469,N,84.032,W
11/7/2009,16:48:10,18.475,N,84.034,W
11/7/2009,16:50:10,18.481,N,84.035,W
11/7/2009,16:52:10,18.488,N,84.037,W
11/7/2009,16:54:10,18.494,N,84.039,W
11/7/2009,16:56:10,18.501,N,84.04,W
11/7/2009,16:58:09,18.507,N,84.042,W
11/7/2009,17:00:09,18.514,N,84.044,W
11/7/2009,17:02:09,18.52,N,84.045,W
11/7/2009,17:04:09,18.527,N,84.047,W
11/7/2009,17:06:09,18.534,N,84.049,W
11/7/2009,17:08:09,18.54,N,84.051,W
11/7/2009,17:10:09,18.547,N,84.053,W
11/7/2009,17:12:09,18.554,N,84.054,W
11/7/2009,17:14:10,18.56,N,84.056,W
11/7/2009,17:16:10,18.567,N,84.058,W
11/7/2009,17:18:10,18.574,N,84.06,W
11/7/2009,17:20:10,18.58,N,84.062,W
11/7/2009,17:22:10,18.587,N,84.064,W
11/7/2009,17:24:10,18.594,N,84.066,W
11/7/2009,17:26:10,18.601,N,84.068,W
11/7/2009,17:28:09,18.608,N,84.071,W
11/7/2009,17:30:09,18.615,N,84.073,W
11/7/2009,17:32:09,18.621,N,84.075,W
11/7/2009,17:34:09,18.628,N,84.077,W
11/7/2009,17:36:09,18.635,N,84.079,W
11/7/2009,17:38:09,18.642,N,84.082,W
11/7/2009,17:40:09,18.649,N,84.084,W
11/7/2009,17:42:09,18.656,N,84.086,W
11/7/2009,17:44:10,18.663,N,84.089,W
11/7/2009,17:46:10,18.67,N,84.091,W
11/7/2009,17:48:10,18.678,N,84.093,W
11/7/2009,17:50:10,18.685,N,84.096,W
11/7/2009,17:52:10,18.692,N,84.098,W
11/7/2009,17:54:10,18.699,N,84.101,W
11/7/2009,17:56:10,18.706,N,84.104,W
11/7/2009,17:58:09,18.713,N,84.106,W
11/7/2009,18:00:09,18.721,N,84.109,W
11/7/2009,18:02:09,18.728,N,84.112,W
11/7/2009,18:04:09,18.735,N,84.114,W
11/7/2009,18:06:09,18.743,N,84.117,W
11/7/2009,18:08:09,18.75,N,84.12,W
11/7/2009,18:10:09,18.757,N,84.123,W
11/7/2009,18:12:09,18.765,N,84.125,W
11/7/2009,18:14:10,18.772,N,84.128,W
11/7/2009,18:16:10,18.78,N,84.131,W
11/7/2009,18:18:10,18.787,N,84.134,W
11/7/2009,18:20:10,18.795,N,84.137,W
11/7/2009,18:22:10,18.802,N,84.14,W
11/7/2009,18:24:10,18.81,N,84.143,W
11/7/2009,18:26:10,18.817,N,84.146,W
11/7/2009,18:28:09,18.825,N,84.149,W
11/7/2009,18:30:09,18.832,N,84.152,W
11/7/2009,18:31:52,18.839,N,84.155,W
11/7/2009,18:33:52,18.846,N,84.157,W
11/7/2009,18:35:52,18.852,N,84.16,W
11/7/2009,18:37:52,18.859,N,84.162,W
11/7/2009,18:39:52,18.865,N,84.165,W
11/7/2009,18:41:53,18.872,N,84.167,W
11/7/2009,18:43:53,18.878,N,84.17,W
11/7/2009,18:45:53,18.885,N,84.172,W
11/7/2009,18:47:53,18.891,N,84.174,W
11/7/2009,18:49:53,18.898,N,84.177,W
11/7/2009,18:51:53,18.904,N,84.179,W
11/7/2009,18:53:53,18.911,N,84.182,W
11/7/2009,18:55:52,18.917,N,84.184,W
11/7/2009,18:57:52,18.924,N,84.187,W
11/7/2009,18:59:52,18.93,N,84.189,W
11/7/2009,19:01:52,18.936,N,84.192,W
11/7/2009,19:03:52,18.943,N,84.195,W
11/7/2009,19:05:52,18.949,N,84.197,W
11/7/2009,19:07:52,18.955,N,84.2,W
11/7/2009,19:09:52,18.961,N,84.202,W
11/7/2009,19:11:53,18.968,N,84.205,W
11/7/2009,19:13:53,18.974,N,84.207,W
11/7/2009,19:15:53,18.98,N,84.21,W
11/7/2009,19:17:53,18.986,N,84.213,W
11/7/2009,19:19:53,18.992,N,84.215,W
11/7/2009,19:21:53,18.999,N,84.218,W
11/7/2009,19:23:53,19.005,N,84.221,W
11/7/2009,19:25:52,19.011,N,84.223,W
11/7/2009,19:27:52,19.017,N,84.226,W
11/7/2009,19:29:52,19.023,N,84.229,W
11/7/2009,19:31:52,19.029,N,84.231,W
11/7/2009,19:33:52,19.035,N,84.234,W
11/7/2009,19:35:52,19.041,N,84.237,W
11/7/2009,19:37:52,19.047,N,84.239,W
11/7/2009,19:39:52,19.053,N,84.242,W
11/7/2009,19:41:53,19.058,N,84.245,W
11/7/2009,19:43:53,19.064,N,84.248,W
11/7/2009,19:45:53,19.07,N,84.251,W
11/7/2009,19:47:53,19.076,N,84.253,W
11/7/2009,19:49:53,19.082,N,84.256,W
11/7/2009,19:51:53,19.087,N,84.259,W
11/7/2009,19:53:53,19.093,N,84.262,W
11/7/2009,19:55:52,19.099,N,84.265,W
11/7/2009,19:57:52,19.104,N,84.268,W
11/7/2009,19:59:52,19.11,N,84.27,W
11/7/2009,20:01:52,19.116,N,84.273,W
11/7/2009,20:03:52,19.121,N,84.276,W
11/7/2009,20:05:52,19.127,N,84.279,W
11/7/2009,20:07:52,19.132,N,84.282,W
11/7/2009,20:09:52,19.138,N,84.285,W
11/7/2009,20:11:53,19.143,N,84.288,W
11/7/2009,20:13:53,19.148,N,84.291,W
11/7/2009,20:15:53,19.154,N,84.294,W
11/7/2009,20:17:53,19.159,N,84.297,W
11/7/2009,20:19:53,19.165,N,84.3,W
11/7/2009,20:21:53,19.17,N,84.303,W
11/7/2009,20:23:53,19.175,N,84.306,W
11/7/2009,20:25:52,19.18,N,84.309,W
11/7/2009,20:27:52,19.185,N,84.312,W
11/7/2009,20:29:52,19.191,N,84.316,W
11/7/2009,20:31:52,19.196,N,84.319,W
11/7/2009,20:33:52,19.201,N,84.322,W
11/7/2009,20:35:52,19.206,N,84.325,W
11/7/2009,20:37:52,19.211,N,84.328,W
11/7/2009,20:39:52,19.216,N,84.331,W
11/7/2009,20:41:53,19.221,N,84.335,W
11/7/2009,20:43:53,19.226,N,84.338,W
11/7/2009,20:45:53,19.23,N,84.341,W
11/7/2009,20:47:53,19.235,N,84.344,W
11/7/2009,20:49:53,19.24,N,84.348,W
11/7/2009,20:51:53,19.245,N,84.351,W
11/7/2009,20:53:53,19.25,N,84.354,W
11/7/2009,20:55:52,19.254,N,84.358,W
11/7/2009,20:57:52,19.259,N,84.361,W
11/7/2009,20:59:52,19.263,N,84.364,W
11/7/2009,21:01:52,19.268,N,84.368,W
11/7/2009,21:03:52,19.273,N,84.371,W
11/7/2009,21:05:52,19.277,N,84.374,W
11/7/2009,21:07:52,19.281,N,84.378,W
11/7/2009,21:09:52,19.286,N,84.381,W
11/7/2009,21:11:53,19.29,N,84.385,W
11/7/2009,21:13:53,19.295,N,84.388,W
11/7/2009,21:15:53,19.299,N,84.392,W
11/7/2009,21:17:53,19.303,N,84.395,W
11/7/2009,21:19:53,19.307,N,84.399,W
11/7/2009,21:21:53,19.311,N,84.403,W
11/7/2009,21:23:53,19.316,N,84.406,W
11/7/2009,21:25:52,19.32,N,84.41,W
11/7/2009,21:27:52,19.324,N,84.413,W
11/7/2009,21:29:52,19.328,N,84.417,W
11/7/2009,21:31:52,19.332,N,84.421,W
11/7/2009,21:33:52,19.336,N,84.424,W
11/7/2009,21:35:52,19.339,N,84.428,W
11/7/2009,21:37:52,19.343,N,84.432,W
11/7/2009,21:39:52,19.347,N,84.436,W
11/7/2009,21:41:53,19.351,N,84.439,W
11/7/2009,21:43:53,19.354,N,84.443,W
11/7/2009,21:45:53,19.358,N,84.447,W
11/7/2009,21:47:53,19.362,N,84.451,W
11/7/2009,21:49:53,19.365,N,84.455,W
11/7/2009,21:51:53,19.369,N,84.459,W
11/7/2009,21:53:53,19.372,N,84.463,W
11/7/2009,21:55:52,19.376,N,84.467,W
11/7/2009,21:57:52,19.379,N,84.47,W
11/7/2009,21:59:52,19.383,N,84.474,W
11/7/2009,22:01:52,19.386,N,84.478,W
11/7/2009,22:03:52,19.389,N,84.482,W
11/7/2009,22:05:52,19.393,N,84.486,W
11/7/2009,22:07:52,19.396,N,84.49,W
11/7/2009,22:09:52,19.399,N,84.494,W
11/7/2009,22:11:53,19.402,N,84.498,W
11/7/2009,22:13:53,19.405,N,84.503,W
11/7/2009,22:15:53,19.408,N,84.507,W
11/7/2009,22:17:53,19.412,N,84.511,W
11/7/2009,22:19:53,19.415,N,84.515,W
11/7/2009,22:21:53,19.418,N,84.519,W
11/7/2009,22:23:53,19.421,N,84.523,W
11/7/2009,22:25:52,19.424,N,84.527,W
11/7/2009,22:27:52,19.426,N,84.531,W
11/7/2009,22:29:52,19.429,N,84.536,W
11/7/2009,22:31:52,19.432,N,84.54,W
11/7/2009,22:33:52,19.435,N,84.544,W
11/7/2009,22:35:52,19.438,N,84.548,W
11/7/2009,22:37:52,19.441,N,84.552,W
11/7/2009,22:39:52,19.443,N,84.557,W
11/7/2009,22:41:53,19.446,N,84.561,W
11/7/2009,22:43:53,19.449,N,84.565,W
11/7/2009,22:45:53,19.451,N,84.569,W
11/7/2009,22:47:53,19.454,N,84.574,W
11/7/2009,22:49:53,19.457,N,84.578,W
11/7/2009,22:51:53,19.459,N,84.582,W
11/7/2009,22:53:53,19.462,N,84.587,W
11/7/2009,22:55:52,19.464,N,84.591,W
11/7/2009,22:57:52,19.467,N,84.595,W
11/7/2009,22:59:52,19.469,N,84.6,W
11/7/2009,23:01:52,19.472,N,84.604,W
11/7/2009,23:03:52,19.474,N,84.608,W
11/7/2009,23:05:52,19.477,N,84.613,W
11/7/2009,23:07:52,19.479,N,84.617,W
11/7/2009,23:09:52,19.481,N,84.621,W
11/7/2009,23:11:53,19.484,N,84.626,W
11/7/2009,23:13:53,19.486,N,84.63,W
11/7/2009,23:15:53,19.488,N,84.635,W
11/7/2009,23:17:53,19.491,N,84.639,W
11/7/2009,23:19:53,19.493,N,84.644,W
11/7/2009,23:21:53,19.495,N,84.648,W
11/7/2009,23:23:53,19.498,N,84.652,W
11/7/2009,23:25:52,19.5,N,84.657,W
11/7/2009,23:27:52,19.502,N,84.661,W
11/7/2009,23:29:52,19.504,N,84.666,W
11/7/2009,23:31:52,19.506,N,84.67,W
11/7/2009,23:33:52,19.509,N,84.675,W
11/7/2009,23:35:52,19.511,N,84.679,W
11/7/2009,23:37:52,19.513,N,84.684,W
11/7/2009,23:39:52,19.515,N,84.688,W
11/7/2009,23:41:53,19.517,N,84.693,W
11/7/2009,23:43:53,19.519,N,84.697,W
11/7/2009,23:45:53,19.521,N,84.702,W
11/7/2009,23:47:53,19.523,N,84.706,W
11/7/2009,23:49:53,19.525,N,84.71,W
11/7/2009,23:51:53,19.527,N,84.715,W
11/7/2009,23:53:53,19.529,N,84.719,W
11/7/2009,23:55:52,19.531,N,84.724,W
11/7/2009,23:57:52,19.534,N,84.728,W
11/7/2009,23:59:52,19.536,N,84.733,W
11/8/2009,0:01:52,19.538,N,84.737,W
11/8/2009,0:03:52,19.54,N,84.742,W
11/8/2009,0:05:52,19.542,N,84.746,W
11/8/2009,0:07:52,19.543,N,84.751,W
11/8/2009,0:09:52,19.545,N,84.755,W
11/8/2009,0:11:53,19.547,N,84.76,W
11/8/2009,0:13:53,19.549,N,84.764,W
11/8/2009,0:15:53,19.551,N,84.769,W
11/8/2009,0:17:53,19.553,N,84.773,W
11/8/2009,0:19:53,19.555,N,84.778,W
11/8/2009,0:21:53,19.557,N,84.782,W
11/8/2009,0:23:53,19.559,N,84.787,W
11/8/2009,0:25:52,19.561,N,84.791,W
11/8/2009,0:27:52,19.563,N,84.796,W
11/8/2009,0:29:52,19.565,N,84.8,W
11/8/2009,0:31:52,19.567,N,84.805,W
11/8/2009,0:33:52,19.569,N,84.809,W
11/8/2009,0:35:52,19.571,N,84.814,W
11/8/2009,0:37:52,19.573,N,84.818,W
11/8/2009,0:39:52,19.575,N,84.823,W
11/8/2009,0:41:53,19.577,N,84.827,W
11/8/2009,0:43:53,19.578,N,84.832,W
11/8/2009,0:45:53,19.58,N,84.836,W
11/8/2009,0:47:53,19.582,N,84.841,W
11/8/2009,0:49:53,19.584,N,84.845,W
11/8/2009,0:51:53,19.586,N,84.849,W
11/8/2009,0:53:53,19.588,N,84.854,W
11/8/2009,0:55:52,19.59,N,84.858,W
11/8/2009,0:57:52,19.592,N,84.863,W
11/8/2009,0:59:52,19.594,N,84.867,W
11/8/2009,1:01:52,19.596,N,84.872,W
11/8/2009,1:03:52,19.598,N,84.876,W
11/8/2009,1:05:52,19.6,N,84.88,W
11/8/2009,1:07:52,19.602,N,84.885,W
11/8/2009,1:09:52,19.604,N,84.889,W
11/8/2009,1:11:53,19.606,N,84.893,W
11/8/2009,1:13:53,19.608,N,84.898,W
11/8/2009,1:15:53,19.61,N,84.902,W
11/8/2009,1:17:53,19.612,N,84.906,W
11/8/2009,1:19:53,19.614,N,84.911,W
11/8/2009,1:21:53,19.616,N,84.915,W
11/8/2009,1:23:53,19.618,N,84.919,W
11/8/2009,1:25:52,19.62,N,84.924,W
11/8/2009,1:27:52,19.622,N,84.928,W
11/8/2009,1:29:52,19.624,N,84.932,W
11/8/2009,1:31:52,19.627,N,84.936,W
11/8/2009,1:33:52,19.629,N,84.941,W
11/8/2009,1:35:52,19.631,N,84.945,W
11/8/2009,1:37:52,19.633,N,84.949,W
11/8/2009,1:39:52,19.635,N,84.953,W
11/8/2009,1:41:53,19.637,N,84.958,W
11/8/2009,1:43:53,19.64,N,84.962,W
11/8/2009,1:45:53,19.642,N,84.966,W
11/8/2009,1:47:53,19.644,N,84.97,W
11/8/2009,1:49:53,19.646,N,84.974,W
11/8/2009,1:51:53,19.648,N,84.978,W
11/8/2009,1:53:53,19.651,N,84.982,W
11/8/2009,1:55:52,19.653,N,84.987,W
11/8/2009,1:57:52,19.655,N,84.991,W
11/8/2009,1:59:52,19.658,N,84.995,W
11/8/2009,2:01:52,19.66,N,84.999,W
11/8/2009,2:03:52,19.662,N,85.003,W
11/8/2009,2:05:52,19.665,N,85.007,W
11/8/2009,2:07:52,19.667,N,85.011,W
11/8/2009,2:09:52,19.67,N,85.015,W
11/8/2009,2:11:53,19.672,N,85.019,W
11/8/2009,2:13:53,19.675,N,85.023,W
11/8/2009,2:15:53,19.677,N,85.027,W
11/8/2009,2:17:53,19.68,N,85.031,W
11/8/2009,2:19:53,19.682,N,85.035,W
11/8/2009,2:21:53,19.685,N,85.038,W
11/8/2009,2:23:53,19.687,N,85.042,W
11/8/2009,2:25:52,19.69,N,85.046,W
11/8/2009,2:27:52,19.693,N,85.05,W
11/8/2009,2:29:52,19.695,N,85.054,W
11/8/2009,2:31:52,19.698,N,85.058,W
11/8/2009,2:33:52,19.701,N,85.061,W
11/8/2009,2:35:52,19.704,N,85.065,W
11/8/2009,2:37:52,19.706,N,85.069,W
11/8/2009,2:39:52,19.709,N,85.073,W
11/8/2009,2:41:53,19.712,N,85.076,W
11/8/2009,2:43:53,19.715,N,85.08,W
11/8/2009,2:45:53,19.718,N,85.084,W
11/8/2009,2:47:53,19.721,N,85.087,W
11/8/2009,2:49:53,19.724,N,85.091,W
11/8/2009,2:51:53,19.727,N,85.095,W
11/8/2009,2:53:53,19.73,N,85.098,W
11/8/2009,2:55:52,19.733,N,85.102,W
11/8/2009,2:57:52,19.736,N,85.105,W
11/8/2009,2:59:52,19.739,N,85.109,W
11/8/2009,3:01:52,19.742,N,85.112,W
11/8/2009,3:03:52,19.745,N,85.116,W
11/8/2009,3:05:52,19.748,N,85.119,W
11/8/2009,3:07:52,19.751,N,85.123,W
11/8/2009,3:09:52,19.755,N,85.126,W
11/8/2009,3:11:53,19.758,N,85.13,W
11/8/2009,3:13:53,19.761,N,85.133,W
11/8/2009,3:15:53,19.764,N,85.136,W
11/8/2009,3:17:53,19.768,N,85.14,W
11/8/2009,3:19:53,19.771,N,85.143,W
11/8/2009,3:21:53,19.774,N,85.147,W
11/8/2009,3:23:53,19.778,N,85.15,W
11/8/2009,3:25:52,19.781,N,85.153,W
11/8/2009,3:27:52,19.784,N,85.157,W
11/8/2009,3:29:52,19.788,N,85.16,W
11/8/2009,3:31:52,19.791,N,85.163,W
11/8/2009,3:33:52,19.795,N,85.166,W
11/8/2009,3:35:52,19.798,N,85.17,W
11/8/2009,3:37:52,19.802,N,85.173,W
11/8/2009,3:39:52,19.805,N,85.176,W
11/8/2009,3:41:53,19.809,N,85.179,W
11/8/2009,3:43:53,19.812,N,85.182,W
11/8/2009,3:45:53,19.816,N,85.186,W
11/8/2009,3:47:53,19.819,N,85.189,W
11/8/2009,3:49:53,19.823,N,85.192,W
11/8/2009,3:51:53,19.827,N,85.195,W
11/8/2009,3:53:53,19.83,N,85.198,W
11/8/2009,3:55:52,19.834,N,85.201,W
11/8/2009,3:57:52,19.838,N,85.204,W
11/8/2009,3:59:52,19.841,N,85.207,W
11/8/2009,4:01:52,19.845,N,85.21,W
11/8/2009,4:03:52,19.849,N,85.213,W
11/8/2009,4:05:52,19.853,N,85.216,W
11/8/2009,4:07:52,19.857,N,85.219,W
11/8/2009,4:09:52,19.86,N,85.222,W
11/8/2009,4:11:53,19.864,N,85.225,W
11/8/2009,4:13:53,19.868,N,85.228,W
11/8/2009,4:15:53,19.872,N,85.231,W
11/8/2009,4:17:53,19.876,N,85.234,W
11/8/2009,4:19:53,19.88,N,85.237,W
11/8/2009,4:21:53,19.884,N,85.24,W
11/8/2009,4:23:53,19.888,N,85.243,W
11/8/2009,4:25:52,19.891,N,85.246,W
11/8/2009,4:27:52,19.895,N,85.249,W
11/8/2009,4:29:52,19.899,N,85.252,W
11/8/2009,4:31:52,19.903,N,85.255,W
11/8/2009,4:33:52,19.907,N,85.258,W
11/8/2009,4:35:52,19.911,N,85.26,W
11/8/2009,4:37:52,19.916,N,85.263,W
11/8/2009,4:39:52,19.92,N,85.266,W
11/8/2009,4:41:53,19.924,N,85.269,W
11/8/2009,4:43:53,19.928,N,85.272,W
11/8/2009,4:45:53,19.932,N,85.274,W
11/8/2009,4:47:53,19.936,N,85.277,W
11/8/2009,4:49:53,19.94,N,85.28,W
11/8/2009,4:51:53,19.944,N,85.283,W
11/8/2009,4:53:53,19.948,N,85.285,W
11/8/2009,4:55:52,19.953,N,85.288,W
11/8/2009,4:57:52,19.957,N,85.291,W
11/8/2009,4:59:52,19.961,N,85.294,W
11/8/2009,5:01:52,19.965,N,85.296,W
11/8/2009,5:03:52,19.969,N,85.299,W
11/8/2009,5:05:52,19.974,N,85.302,W
11/8/2009,5:07:52,19.978,N,85.304,W
11/8/2009,5:09:52,19.982,N,85.307,W
