Track,for,Florence,2006,,,
Date,Time,(UTC),Latitude,Longitude,,Category
MM/DD/Year,HH:MM:SS,(deg),(deg),,,
9/8/2006,23:53:59,22.678,N,60.98,W,1
9/8/2006,23:55:59,22.685,N,60.986,W,1
9/8/2006,23:58:00,22.693,N,60.993,W,1
9/9/2006,0:00:00,22.7,N,61,W,1
9/9/2006,0:02:00,22.707,N,61.007,W,1
9/9/2006,0:04:00,22.715,N,61.014,W,1
9/9/2006,0:06:00,22.722,N,61.02,W,1
9/9/2006,0:08:00,22.73,N,61.027,W,1
9/9/2006,0:10:00,22.737,N,61.034,W,1
9/9/2006,0:12:00,22.744,N,61.041,W,1
9/9/2006,0:14:00,22.752,N,61.048,W,1
9/9/2006,0:16:00,22.759,N,61.055,W,1
9/9/2006,0:18:00,22.766,N,61.061,W,1
9/9/2006,0:20:00,22.774,N,61.068,W,1
9/9/2006,0:22:00,22.781,N,61.075,W,1
9/9/2006,0:24:00,22.789,N,61.082,W,1
9/9/2006,0:26:00,22.796,N,61.089,W,1
9/9/2006,0:28:00,22.803,N,61.096,W,1
9/9/2006,0:30:00,22.811,N,61.102,W,1
9/9/2006,0:32:00,22.818,N,61.109,W,1
9/9/2006,0:34:00,22.825,N,61.116,W,1
9/9/2006,0:36:00,22.833,N,61.123,W,1
9/9/2006,0:38:00,22.84,N,61.13,W,1
9/9/2006,0:40:00,22.847,N,61.137,W,1
9/9/2006,0:42:00,22.855,N,61.143,W,1
9/9/2006,0:44:00,22.862,N,61.15,W,1
9/9/2006,0:46:00,22.87,N,61.157,W,1
9/9/2006,0:48:00,22.877,N,61.164,W,1
9/9/2006,0:50:00,22.884,N,61.171,W,1
9/9/2006,0:52:00,22.892,N,61.178,W,1
9/9/2006,0:54:00,22.899,N,61.185,W,1
9/9/2006,0:56:00,22.906,N,61.191,W,1
9/9/2006,0:58:00,22.913,N,61.198,W,1
9/9/2006,1:00:00,22.921,N,61.205,W,1
9/9/2006,1:01:59,22.928,N,61.212,W,1
9/9/2006,1:04:00,22.935,N,61.219,W,1
9/9/2006,1:06:00,22.943,N,61.226,W,1
9/9/2006,1:07:59,22.95,N,61.233,W,1
9/9/2006,1:09:59,22.957,N,61.239,W,1
9/9/2006,1:12:00,22.964,N,61.246,W,1
9/9/2006,1:14:00,22.972,N,61.253,W,1
9/9/2006,1:15:59,22.979,N,61.26,W,1
9/9/2006,1:17:59,22.986,N,61.267,W,1
9/9/2006,1:20:00,22.993,N,61.274,W,1
9/9/2006,1:22:00,23.001,N,61.281,W,1
9/9/2006,1:23:59,23.008,N,61.288,W,1
9/9/2006,1:25:59,23.015,N,61.294,W,1
9/9/2006,1:28:00,23.022,N,61.301,W,1
9/9/2006,1:30:00,23.03,N,61.308,W,1
9/9/2006,1:31:59,23.037,N,61.315,W,1
9/9/2006,1:34:00,23.044,N,61.322,W,1
9/9/2006,1:36:00,23.051,N,61.329,W,1
9/9/2006,1:38:00,23.058,N,61.336,W,1
9/9/2006,1:39:59,23.065,N,61.343,W,1
9/9/2006,1:42:00,23.073,N,61.35,W,1
9/9/2006,1:44:00,23.08,N,61.357,W,1
9/9/2006,1:46:00,23.087,N,61.364,W,1
9/9/2006,1:47:59,23.094,N,61.37,W,1
9/9/2006,1:50:00,23.101,N,61.377,W,1
9/9/2006,1:52:00,23.108,N,61.384,W,1
9/9/2006,1:54:00,23.115,N,61.391,W,1
9/9/2006,1:55:59,23.122,N,61.398,W,1
9/9/2006,1:58:00,23.13,N,61.405,W,1
9/9/2006,2:00:00,23.137,N,61.412,W,1
9/9/2006,2:01:59,23.144,N,61.419,W,1
9/9/2006,2:03:59,23.151,N,61.426,W,1
9/9/2006,2:05:59,23.158,N,61.433,W,1
9/9/2006,2:08:00,23.165,N,61.44,W,1
9/9/2006,2:10:00,23.172,N,61.447,W,1
9/9/2006,2:12:00,23.179,N,61.454,W,1
9/9/2006,2:14:00,23.186,N,61.461,W,1
9/9/2006,2:15:59,23.193,N,61.468,W,1
9/9/2006,2:17:59,23.2,N,61.475,W,1
9/9/2006,2:19:59,23.207,N,61.482,W,1
9/9/2006,2:21:59,23.213,N,61.489,W,1
9/9/2006,2:24:00,23.22,N,61.496,W,1
9/9/2006,2:26:00,23.227,N,61.503,W,1
9/9/2006,2:28:00,23.234,N,61.51,W,1
9/9/2006,2:30:00,23.241,N,61.517,W,1
9/9/2006,2:31:59,23.248,N,61.524,W,1
9/9/2006,2:33:59,23.255,N,61.531,W,1
9/9/2006,2:35:59,23.262,N,61.538,W,1
9/9/2006,2:38:00,23.268,N,61.545,W,1
9/9/2006,2:40:00,23.275,N,61.552,W,1
9/9/2006,2:42:00,23.282,N,61.559,W,1
9/9/2006,2:44:00,23.289,N,61.566,W,1
9/9/2006,2:46:00,23.296,N,61.573,W,1
9/9/2006,2:47:59,23.302,N,61.58,W,1
9/9/2006,2:49:59,23.309,N,61.587,W,1
9/9/2006,2:51:59,23.316,N,61.595,W,1
9/9/2006,2:54:00,23.322,N,61.602,W,1
9/9/2006,2:56:00,23.329,N,61.609,W,1
9/9/2006,2:58:00,23.336,N,61.616,W,1
9/9/2006,3:00:00,23.342,N,61.623,W,1
9/9/2006,3:01:59,23.349,N,61.63,W,1
9/9/2006,3:03:59,23.356,N,61.637,W,1
9/9/2006,3:05:59,23.362,N,61.644,W,1
9/9/2006,3:08:00,23.369,N,61.651,W,1
9/9/2006,3:10:00,23.375,N,61.659,W,1
9/9/2006,3:12:00,23.382,N,61.666,W,1
9/9/2006,3:14:00,23.388,N,61.673,W,1
9/9/2006,3:15:59,23.395,N,61.68,W,1
9/9/2006,3:17:59,23.401,N,61.687,W,1
9/9/2006,3:19:59,23.408,N,61.694,W,1
9/9/2006,3:21:59,23.414,N,61.702,W,1
9/9/2006,3:24:00,23.421,N,61.709,W,1
9/9/2006,3:26:00,23.427,N,61.716,W,1
9/9/2006,3:28:00,23.434,N,61.723,W,1
9/9/2006,3:30:00,23.44,N,61.73,W,1
9/9/2006,3:31:59,23.446,N,61.738,W,1
9/9/2006,3:33:59,23.453,N,61.745,W,1
9/9/2006,3:35:59,23.459,N,61.752,W,1
9/9/2006,3:38:00,23.465,N,61.759,W,1
9/9/2006,3:40:00,23.472,N,61.766,W,1
9/9/2006,3:42:00,23.478,N,61.774,W,1
9/9/2006,3:44:00,23.484,N,61.781,W,1
9/9/2006,3:46:00,23.49,N,61.788,W,1
9/9/2006,3:47:59,23.497,N,61.796,W,1
9/9/2006,3:49:59,23.503,N,61.803,W,1
9/9/2006,3:51:59,23.509,N,61.81,W,1
9/9/2006,3:54:00,23.515,N,61.817,W,1
9/9/2006,3:56:00,23.521,N,61.825,W,1
9/9/2006,3:58:00,23.527,N,61.832,W,1
9/9/2006,4:00:00,23.533,N,61.839,W,1
9/9/2006,4:01:59,23.539,N,61.847,W,1
9/9/2006,4:03:59,23.545,N,61.854,W,1
9/9/2006,4:05:59,23.551,N,61.861,W,1
9/9/2006,4:07:59,23.557,N,61.869,W,1
9/9/2006,4:09:59,23.563,N,61.876,W,1
9/9/2006,4:11:59,23.569,N,61.884,W,1
9/9/2006,4:13:59,23.575,N,61.891,W,1
9/9/2006,4:16:00,23.581,N,61.898,W,1
9/9/2006,4:18:00,23.587,N,61.906,W,1
9/9/2006,4:20:00,23.593,N,61.913,W,1
9/9/2006,4:22:00,23.599,N,61.921,W,1
9/9/2006,4:24:00,23.604,N,61.928,W,1
9/9/2006,4:26:00,23.61,N,61.936,W,1
9/9/2006,4:28:00,23.616,N,61.943,W,1
9/9/2006,4:30:00,23.622,N,61.95,W,1
9/9/2006,4:31:59,23.627,N,61.958,W,1
9/9/2006,4:33:59,23.633,N,61.965,W,1
9/9/2006,4:35:59,23.639,N,61.973,W,1
9/9/2006,4:37:59,23.644,N,61.98,W,1
9/9/2006,4:39:59,23.65,N,61.988,W,1
9/9/2006,4:41:59,23.656,N,61.995,W,1
9/9/2006,4:43:59,23.661,N,62.003,W,1
9/9/2006,4:46:00,23.667,N,62.01,W,1
9/9/2006,4:48:00,23.672,N,62.018,W,1
9/9/2006,4:50:00,23.678,N,62.026,W,1
9/9/2006,4:52:00,23.683,N,62.033,W,1
9/9/2006,4:54:00,23.688,N,62.041,W,1
9/9/2006,4:56:00,23.694,N,62.048,W,1
9/9/2006,4:58:00,23.699,N,62.056,W,1
9/9/2006,5:00:00,23.704,N,62.064,W,1
9/9/2006,5:01:59,23.71,N,62.071,W,1
9/9/2006,5:03:59,23.715,N,62.079,W,1
9/9/2006,5:05:59,23.72,N,62.086,W,1
9/9/2006,5:07:59,23.725,N,62.094,W,1
9/9/2006,5:09:59,23.731,N,62.102,W,1
9/9/2006,5:11:59,23.736,N,62.109,W,1
9/9/2006,5:13:59,23.741,N,62.117,W,1
9/9/2006,5:16:00,23.746,N,62.125,W,1
9/9/2006,5:18:00,23.751,N,62.133,W,1
9/9/2006,5:20:00,23.756,N,62.14,W,1
9/9/2006,5:22:00,23.761,N,62.148,W,1
9/9/2006,5:24:00,23.766,N,62.156,W,1
9/9/2006,5:26:00,23.771,N,62.164,W,1
9/9/2006,5:28:00,23.776,N,62.171,W,1
9/9/2006,5:30:00,23.781,N,62.179,W,1
9/9/2006,5:31:59,23.786,N,62.187,W,1
9/9/2006,5:33:59,23.791,N,62.195,W,1
9/9/2006,5:35:59,23.795,N,62.203,W,1
9/9/2006,5:37:59,23.8,N,62.21,W,1
9/9/2006,5:39:59,23.805,N,62.218,W,1
9/9/2006,5:41:59,23.81,N,62.226,W,1
9/9/2006,5:43:59,23.814,N,62.234,W,1
9/9/2006,5:46:00,23.819,N,62.242,W,1
9/9/2006,5:48:00,23.824,N,62.25,W,1
9/9/2006,5:50:00,23.828,N,62.258,W,1
9/9/2006,5:52:00,23.833,N,62.265,W,1
9/9/2006,5:54:00,23.837,N,62.273,W,1
9/9/2006,5:56:00,23.842,N,62.281,W,1
9/9/2006,5:58:00,23.846,N,62.289,W,1
9/9/2006,6:00:00,23.851,N,62.297,W,1
9/9/2006,6:01:59,23.855,N,62.305,W,1
9/9/2006,6:03:59,23.859,N,62.313,W,1
9/9/2006,6:05:59,23.864,N,62.321,W,1
9/9/2006,6:07:59,23.868,N,62.329,W,1
9/9/2006,6:09:59,23.872,N,62.337,W,1
9/9/2006,6:11:59,23.876,N,62.345,W,1
9/9/2006,6:13:59,23.881,N,62.353,W,1
9/9/2006,6:16:00,23.885,N,62.361,W,1
9/9/2006,6:18:00,23.889,N,62.37,W,1
9/9/2006,6:20:00,23.893,N,62.378,W,1
9/9/2006,6:22:00,23.897,N,62.386,W,1
9/9/2006,6:24:00,23.901,N,62.394,W,1
9/9/2006,6:26:00,23.905,N,62.402,W,1
9/9/2006,6:28:00,23.909,N,62.41,W,1
9/9/2006,6:30:00,23.913,N,62.418,W,1
9/9/2006,6:31:59,23.917,N,62.426,W,1
9/9/2006,6:33:59,23.921,N,62.435,W,1
9/9/2006,6:35:48,23.924,N,62.442,W,1
9/9/2006,6:37:48,23.929,N,62.449,W,1
9/9/2006,6:39:48,23.933,N,62.457,W,1
9/9/2006,6:41:48,23.938,N,62.464,W,1
9/9/2006,6:43:48,23.943,N,62.472,W,1
9/9/2006,6:45:47,23.947,N,62.479,W,1
9/9/2006,6:47:47,23.952,N,62.486,W,1
9/9/2006,6:49:47,23.956,N,62.494,W,1
9/9/2006,6:51:47,23.961,N,62.501,W,1
9/9/2006,6:53:47,23.965,N,62.508,W,1
9/9/2006,6:55:47,23.97,N,62.516,W,1
9/9/2006,6:57:47,23.975,N,62.523,W,1
9/9/2006,6:59:47,23.979,N,62.53,W,1
9/9/2006,7:01:48,23.984,N,62.537,W,1
9/9/2006,7:03:48,23.988,N,62.545,W,1
9/9/2006,7:05:48,23.993,N,62.552,W,1
9/9/2006,7:07:48,23.997,N,62.559,W,1
9/9/2006,7:09:48,24.001,N,62.566,W,1
9/9/2006,7:11:48,24.006,N,62.573,W,1
9/9/2006,7:13:48,24.01,N,62.58,W,1
9/9/2006,7:15:47,24.015,N,62.588,W,1
9/9/2006,7:17:47,24.019,N,62.595,W,1
9/9/2006,7:19:47,24.023,N,62.602,W,1
9/9/2006,7:21:47,24.028,N,62.609,W,1
9/9/2006,7:23:47,24.032,N,62.616,W,1
9/9/2006,7:25:47,24.036,N,62.623,W,1
9/9/2006,7:27:47,24.041,N,62.63,W,1
9/9/2006,7:29:47,24.045,N,62.637,W,1
9/9/2006,7:31:48,24.049,N,62.644,W,1
9/9/2006,7:33:48,24.053,N,62.651,W,1
9/9/2006,7:35:48,24.058,N,62.658,W,1
9/9/2006,7:37:48,24.062,N,62.665,W,1
9/9/2006,7:39:48,24.066,N,62.672,W,1
9/9/2006,7:41:48,24.07,N,62.679,W,1
9/9/2006,7:43:48,24.074,N,62.686,W,1
9/9/2006,7:45:47,24.079,N,62.692,W,1
9/9/2006,7:47:47,24.083,N,62.699,W,1
9/9/2006,7:49:47,24.087,N,62.706,W,1
9/9/2006,7:51:47,24.091,N,62.713,W,1
9/9/2006,7:53:47,24.095,N,62.72,W,1
9/9/2006,7:55:47,24.099,N,62.727,W,1
9/9/2006,7:57:47,24.103,N,62.733,W,1
9/9/2006,7:59:47,24.107,N,62.74,W,1
9/9/2006,8:01:47,24.111,N,62.747,W,1
9/9/2006,8:03:48,24.115,N,62.753,W,1
9/9/2006,8:05:47,24.119,N,62.76,W,1
9/9/2006,8:07:48,24.123,N,62.767,W,1
9/9/2006,8:09:47,24.127,N,62.773,W,1
9/9/2006,8:11:48,24.131,N,62.78,W,1
9/9/2006,8:13:47,24.134,N,62.787,W,1
9/9/2006,8:15:47,24.138,N,62.793,W,1
9/9/2006,8:17:48,24.142,N,62.8,W,1
9/9/2006,8:19:47,24.146,N,62.806,W,1
9/9/2006,8:21:48,24.15,N,62.813,W,1
9/9/2006,8:23:47,24.153,N,62.819,W,1
9/9/2006,8:25:48,24.157,N,62.826,W,1
9/9/2006,8:27:47,24.161,N,62.832,W,1
9/9/2006,8:29:48,24.165,N,62.838,W,1
9/9/2006,8:31:47,24.168,N,62.845,W,1
9/9/2006,8:33:48,24.172,N,62.851,W,1
9/9/2006,8:35:47,24.176,N,62.857,W,1
9/9/2006,8:37:48,24.179,N,62.864,W,1
9/9/2006,8:39:47,24.183,N,62.87,W,1
9/9/2006,8:41:48,24.186,N,62.876,W,1
9/9/2006,8:43:47,24.19,N,62.883,W,1
9/9/2006,8:45:47,24.193,N,62.889,W,1
9/9/2006,8:47:48,24.197,N,62.895,W,1
9/9/2006,8:49:47,24.2,N,62.901,W,1
9/9/2006,8:51:48,24.204,N,62.907,W,1
9/9/2006,8:53:47,24.207,N,62.913,W,1
9/9/2006,8:55:48,24.211,N,62.92,W,1
9/9/2006,8:57:47,24.214,N,62.926,W,1
9/9/2006,8:59:48,24.217,N,62.932,W,1
9/9/2006,9:01:47,24.221,N,62.938,W,1
9/9/2006,9:03:48,24.224,N,62.944,W,1
9/9/2006,9:05:47,24.227,N,62.95,W,1
9/9/2006,9:07:48,24.23,N,62.956,W,1
9/9/2006,9:09:47,24.234,N,62.962,W,1
9/9/2006,9:11:48,24.237,N,62.967,W,1
9/9/2006,9:13:47,24.24,N,62.973,W,1
9/9/2006,9:15:47,24.243,N,62.979,W,1
9/9/2006,9:17:48,24.246,N,62.985,W,1
9/9/2006,9:19:47,24.249,N,62.991,W,1
9/9/2006,9:21:48,24.252,N,62.997,W,1
9/9/2006,9:23:47,24.256,N,63.002,W,1
9/9/2006,9:25:48,24.259,N,63.008,W,1
9/9/2006,9:27:47,24.262,N,63.014,W,1
9/9/2006,9:29:48,24.265,N,63.019,W,1
9/9/2006,9:31:47,24.267,N,63.025,W,1
9/9/2006,9:33:48,24.27,N,63.031,W,1
9/9/2006,9:35:47,24.273,N,63.036,W,1
9/9/2006,9:37:48,24.276,N,63.042,W,1
9/9/2006,9:39:47,24.279,N,63.047,W,1
9/9/2006,9:41:48,24.282,N,63.053,W,1
9/9/2006,9:43:47,24.285,N,63.058,W,1
9/9/2006,9:45:47,24.288,N,63.064,W,1
9/9/2006,9:47:48,24.29,N,63.069,W,1
9/9/2006,9:49:47,24.293,N,63.074,W,1
9/9/2006,9:51:48,24.296,N,63.08,W,1
9/9/2006,9:53:47,24.299,N,63.085,W,1
9/9/2006,9:55:48,24.301,N,63.091,W,1
9/9/2006,9:57:47,24.304,N,63.096,W,1
9/9/2006,9:59:48,24.307,N,63.101,W,1
9/9/2006,10:01:47,24.309,N,63.106,W,1
9/9/2006,10:03:48,24.312,N,63.112,W,1
9/9/2006,10:05:47,24.315,N,63.117,W,1
9/9/2006,10:07:48,24.317,N,63.122,W,1
9/9/2006,10:09:47,24.32,N,63.127,W,1
9/9/2006,10:11:48,24.323,N,63.132,W,1
9/9/2006,10:13:47,24.325,N,63.138,W,1
9/9/2006,10:15:47,24.328,N,63.143,W,1
9/9/2006,10:17:48,24.33,N,63.148,W,1
9/9/2006,10:19:47,24.333,N,63.153,W,1
9/9/2006,10:21:48,24.335,N,63.158,W,1
9/9/2006,10:23:47,24.338,N,63.163,W,1
9/9/2006,10:25:48,24.34,N,63.168,W,1
9/9/2006,10:27:47,24.343,N,63.173,W,1
9/9/2006,10:29:48,24.345,N,63.178,W,1
9/9/2006,10:31:47,24.348,N,63.183,W,1
9/9/2006,10:33:48,24.35,N,63.187,W,1
9/9/2006,10:35:47,24.352,N,63.192,W,1
9/9/2006,10:37:48,24.355,N,63.197,W,1
9/9/2006,10:39:47,24.357,N,63.202,W,1
9/9/2006,10:41:48,24.36,N,63.207,W,1
9/9/2006,10:43:47,24.362,N,63.212,W,1
9/9/2006,10:45:47,24.364,N,63.216,W,1
9/9/2006,10:47:48,24.367,N,63.221,W,1
9/9/2006,10:49:47,24.369,N,63.226,W,1
9/9/2006,10:51:48,24.372,N,63.231,W,1
9/9/2006,10:53:47,24.374,N,63.235,W,1
9/9/2006,10:55:48,24.376,N,63.24,W,1
9/9/2006,10:57:47,24.379,N,63.245,W,1
9/9/2006,10:59:48,24.381,N,63.249,W,1
9/9/2006,11:01:47,24.383,N,63.254,W,1
9/9/2006,11:03:48,24.385,N,63.258,W,1
9/9/2006,11:05:47,24.388,N,63.263,W,1
9/9/2006,11:07:48,24.39,N,63.267,W,1
9/9/2006,11:09:47,24.392,N,63.272,W,1
9/9/2006,11:11:48,24.395,N,63.276,W,1
9/9/2006,11:13:47,24.397,N,63.281,W,1
9/9/2006,11:15:47,24.399,N,63.285,W,1
9/9/2006,11:17:48,24.401,N,63.29,W,1
9/9/2006,11:19:47,24.404,N,63.294,W,1
9/9/2006,11:21:48,24.406,N,63.299,W,1
9/9/2006,11:23:47,24.408,N,63.303,W,1
9/9/2006,11:25:48,24.41,N,63.307,W,1
9/9/2006,11:27:47,24.413,N,63.312,W,1
9/9/2006,11:29:48,24.415,N,63.316,W,1
9/9/2006,11:31:47,24.417,N,63.32,W,1
9/9/2006,11:33:48,24.419,N,63.324,W,1
9/9/2006,11:35:47,24.422,N,63.329,W,1
9/9/2006,11:37:48,24.424,N,63.333,W,1
9/9/2006,11:39:47,24.426,N,63.337,W,1
9/9/2006,11:41:48,24.428,N,63.341,W,1
9/9/2006,11:43:47,24.431,N,63.346,W,1
9/9/2006,11:45:47,24.433,N,63.35,W,1
9/9/2006,11:47:48,24.435,N,63.354,W,1
9/9/2006,11:49:47,24.437,N,63.358,W,1
9/9/2006,11:51:48,24.44,N,63.362,W,1
9/9/2006,11:53:47,24.442,N,63.366,W,1
9/9/2006,11:55:48,24.444,N,63.37,W,1
9/9/2006,11:57:47,24.446,N,63.374,W,1
9/9/2006,11:59:48,24.449,N,63.378,W,1
9/9/2006,12:01:47,24.451,N,63.382,W,1
9/9/2006,12:03:48,24.453,N,63.386,W,1
9/9/2006,12:05:47,24.456,N,63.39,W,1
9/9/2006,12:07:48,24.458,N,63.394,W,1
9/9/2006,12:09:47,24.46,N,63.398,W,1
9/9/2006,12:11:48,24.462,N,63.402,W,1
9/9/2006,12:13:47,24.465,N,63.406,W,1
9/9/2006,12:15:47,24.467,N,63.41,W,1
9/9/2006,12:17:48,24.469,N,63.414,W,1
9/9/2006,12:19:47,24.472,N,63.418,W,1
9/9/2006,12:21:48,24.474,N,63.422,W,1
9/9/2006,12:23:47,24.476,N,63.425,W,1
9/9/2006,12:25:48,24.479,N,63.429,W,1
9/9/2006,12:27:47,24.481,N,63.433,W,1
9/9/2006,12:29:48,24.483,N,63.437,W,1
9/9/2006,12:31:47,24.486,N,63.441,W,1
9/9/2006,12:33:48,24.488,N,63.444,W,1
9/9/2006,12:35:47,24.49,N,63.448,W,1
9/9/2006,12:37:48,24.493,N,63.452,W,1
9/9/2006,12:39:47,24.495,N,63.455,W,1
9/9/2006,12:41:48,24.498,N,63.459,W,1
9/9/2006,12:43:47,24.5,N,63.463,W,1
9/9/2006,12:45:47,24.502,N,63.466,W,1
9/9/2006,12:47:48,24.505,N,63.47,W,1
9/9/2006,12:49:47,24.507,N,63.474,W,1
9/9/2006,12:51:48,24.51,N,63.477,W,1
9/9/2006,12:53:47,24.512,N,63.481,W,1
9/9/2006,12:55:48,24.515,N,63.485,W,1
9/9/2006,12:57:47,24.517,N,63.488,W,1
9/9/2006,12:59:48,24.52,N,63.492,W,1
9/9/2006,13:01:47,24.522,N,63.495,W,1
9/9/2006,13:03:48,24.525,N,63.499,W,1
9/9/2006,13:05:47,24.527,N,63.502,W,1
9/9/2006,13:07:48,24.53,N,63.506,W,1
9/9/2006,13:09:47,24.533,N,63.509,W,1
9/9/2006,13:11:48,24.535,N,63.513,W,1
9/9/2006,13:13:47,24.538,N,63.516,W,1
9/9/2006,13:15:47,24.54,N,63.52,W,1
9/9/2006,13:17:48,24.543,N,63.523,W,1
9/9/2006,13:19:47,24.546,N,63.526,W,1
9/9/2006,13:21:48,24.548,N,63.53,W,1
9/9/2006,13:23:47,24.551,N,63.533,W,1
9/9/2006,13:25:48,24.554,N,63.536,W,1
9/9/2006,13:27:47,24.557,N,63.54,W,1
9/9/2006,13:29:48,24.559,N,63.543,W,1
9/9/2006,13:31:47,24.562,N,63.547,W,1
9/9/2006,13:33:48,24.565,N,63.55,W,1
9/9/2006,13:35:47,24.568,N,63.553,W,1
9/9/2006,13:37:48,24.571,N,63.556,W,1
9/9/2006,13:39:47,24.573,N,63.56,W,1
9/9/2006,13:41:48,24.576,N,63.563,W,1
9/9/2006,13:43:47,24.579,N,63.566,W,1
9/9/2006,13:45:47,24.582,N,63.569,W,1
9/9/2006,13:47:48,24.585,N,63.573,W,1
9/9/2006,13:49:47,24.588,N,63.576,W,1
9/9/2006,13:51:48,24.591,N,63.579,W,1
9/9/2006,13:53:47,24.594,N,63.582,W,1
9/9/2006,13:55:48,24.597,N,63.585,W,1
9/9/2006,13:57:47,24.6,N,63.589,W,1
9/9/2006,13:59:48,24.603,N,63.592,W,1
9/9/2006,14:01:47,24.606,N,63.595,W,1
9/9/2006,14:03:48,24.609,N,63.598,W,1
9/9/2006,14:05:47,24.613,N,63.601,W,1
9/9/2006,14:07:48,24.616,N,63.604,W,1
9/9/2006,14:09:47,24.619,N,63.607,W,1
9/9/2006,14:11:48,24.622,N,63.611,W,1
9/9/2006,14:13:47,24.626,N,63.614,W,1
9/9/2006,14:15:47,24.629,N,63.617,W,1
9/9/2006,14:17:48,24.632,N,63.62,W,1
9/9/2006,14:19:47,24.635,N,63.623,W,1
9/9/2006,14:21:48,24.639,N,63.626,W,1
9/9/2006,14:23:47,24.642,N,63.629,W,1
9/9/2006,14:25:48,24.646,N,63.632,W,1
9/9/2006,14:27:47,24.649,N,63.635,W,1
9/9/2006,14:29:48,24.653,N,63.638,W,1
9/9/2006,14:31:47,24.656,N,63.641,W,1
9/9/2006,14:33:48,24.66,N,63.644,W,1
9/9/2006,14:35:47,24.663,N,63.647,W,1
9/9/2006,14:37:48,24.667,N,63.65,W,1
9/9/2006,14:39:47,24.67,N,63.653,W,1
9/9/2006,14:41:48,24.674,N,63.656,W,1
9/9/2006,14:43:47,24.678,N,63.659,W,1
9/9/2006,14:45:47,24.681,N,63.661,W,1
9/9/2006,14:47:48,24.685,N,63.664,W,1
9/9/2006,14:49:47,24.689,N,63.667,W,1
9/9/2006,14:51:48,24.692,N,63.67,W,1
9/9/2006,14:53:47,24.696,N,63.673,W,1
9/9/2006,14:55:48,24.7,N,63.676,W,1
9/9/2006,14:57:47,24.704,N,63.679,W,1
9/9/2006,14:59:48,24.708,N,63.682,W,1
9/9/2006,15:01:47,24.712,N,63.684,W,1
9/9/2006,15:03:48,24.715,N,63.687,W,1
9/9/2006,15:05:47,24.719,N,63.69,W,1
9/9/2006,15:07:48,24.723,N,63.693,W,1
9/9/2006,15:09:47,24.727,N,63.696,W,1
9/9/2006,15:11:48,24.731,N,63.699,W,1
9/9/2006,15:13:47,24.735,N,63.701,W,1
9/9/2006,15:15:47,24.739,N,63.704,W,1
9/9/2006,15:17:48,24.743,N,63.707,W,1
9/9/2006,15:19:47,24.747,N,63.71,W,1
9/9/2006,15:21:48,24.752,N,63.712,W,1
9/9/2006,15:23:47,24.756,N,63.715,W,1
9/9/2006,15:25:48,24.76,N,63.718,W,1
9/9/2006,15:27:47,24.764,N,63.721,W,1
9/9/2006,15:29:48,24.768,N,63.723,W,1
9/9/2006,15:31:47,24.772,N,63.726,W,1
9/9/2006,15:33:48,24.777,N,63.729,W,1
9/9/2006,15:35:47,24.781,N,63.731,W,1
9/9/2006,15:37:48,24.785,N,63.734,W,1
9/9/2006,15:39:47,24.789,N,63.737,W,1
9/9/2006,15:41:48,24.794,N,63.74,W,1
9/9/2006,15:43:47,24.798,N,63.742,W,1
9/9/2006,15:45:47,24.802,N,63.745,W,1
9/9/2006,15:47:48,24.807,N,63.748,W,1
9/9/2006,15:49:47,24.811,N,63.75,W,1
9/9/2006,15:51:48,24.816,N,63.753,W,1
9/9/2006,15:53:47,24.82,N,63.755,W,1
9/9/2006,15:55:48,24.824,N,63.758,W,1
9/9/2006,15:57:47,24.829,N,63.761,W,1
9/9/2006,15:59:48,24.833,N,63.763,W,1
9/9/2006,16:01:48,24.838,N,63.766,W,1
9/9/2006,16:03:48,24.842,N,63.768,W,1
9/9/2006,16:05:47,24.847,N,63.771,W,1
9/9/2006,16:07:47,24.852,N,63.774,W,1
9/9/2006,16:09:48,24.856,N,63.776,W,1
9/9/2006,16:11:48,24.861,N,63.779,W,1
9/9/2006,16:13:47,24.865,N,63.781,W,1
9/9/2006,16:15:48,24.87,N,63.784,W,1
9/9/2006,16:17:48,24.875,N,63.786,W,1
9/9/2006,16:19:47,24.879,N,63.789,W,1
9/9/2006,16:21:47,24.884,N,63.792,W,1
9/9/2006,16:23:48,24.889,N,63.794,W,1
9/9/2006,16:25:48,24.893,N,63.797,W,1
9/9/2006,16:27:47,24.898,N,63.799,W,1
9/9/2006,16:29:47,24.903,N,63.802,W,1
9/9/2006,16:31:48,24.908,N,63.804,W,1
9/9/2006,16:33:48,24.912,N,63.807,W,1
9/9/2006,16:35:47,24.917,N,63.809,W,1
9/9/2006,16:37:47,24.922,N,63.812,W,1
9/9/2006,16:39:48,24.927,N,63.814,W,1
9/9/2006,16:41:48,24.932,N,63.817,W,1
9/9/2006,16:43:47,24.936,N,63.819,W,1
9/9/2006,16:45:48,24.941,N,63.821,W,1
9/9/2006,16:47:48,24.946,N,63.824,W,1
9/9/2006,16:49:47,24.951,N,63.826,W,1
9/9/2006,16:51:47,24.956,N,63.829,W,1
9/9/2006,16:53:48,24.961,N,63.831,W,1
9/9/2006,16:55:48,24.966,N,63.834,W,1
9/9/2006,16:57:47,24.971,N,63.836,W,1
9/9/2006,16:59:47,24.976,N,63.839,W,1
9/9/2006,17:01:48,24.981,N,63.841,W,1
9/9/2006,17:03:48,24.986,N,63.843,W,1
