Track,for,Florence,2006,,,
Date,Time,(UTC),Latitude,Longitude,,Category
MM/DD/Year,HH:MM:SS,(deg),(deg),,,
9/11/2006,7:49:26,31.644,N,66.066,W,1
9/11/2006,7:50:00,31.646,N,66.066,W,1
9/11/2006,7:52:00,31.653,N,66.065,W,1
9/11/2006,7:54:00,31.66,N,66.064,W,1
9/11/2006,7:56:01,31.667,N,66.063,W,1
9/11/2006,7:58:01,31.675,N,66.062,W,1
9/11/2006,8:00:01,31.682,N,66.062,W,1
9/11/2006,8:02:01,31.689,N,66.061,W,1
9/11/2006,8:04:00,31.696,N,66.06,W,1
9/11/2006,8:06:00,31.703,N,66.06,W,1
9/11/2006,8:08:00,31.711,N,66.059,W,1
9/11/2006,8:10:00,31.718,N,66.058,W,1
9/11/2006,8:12:01,31.725,N,66.058,W,1
9/11/2006,8:14:01,31.732,N,66.057,W,1
9/11/2006,8:16:01,31.74,N,66.057,W,1
9/11/2006,8:18:00,31.747,N,66.056,W,1
9/11/2006,8:20:00,31.754,N,66.056,W,1
9/11/2006,8:22:00,31.762,N,66.056,W,1
9/11/2006,8:24:00,31.769,N,66.055,W,1
9/11/2006,8:26:01,31.776,N,66.055,W,1
9/11/2006,8:28:01,31.783,N,66.054,W,1
9/11/2006,8:30:01,31.791,N,66.054,W,1
9/11/2006,8:32:01,31.798,N,66.054,W,1
9/11/2006,8:34:00,31.805,N,66.053,W,1
9/11/2006,8:36:00,31.812,N,66.053,W,1
9/11/2006,8:38:00,31.819,N,66.052,W,1
9/11/2006,8:40:00,31.827,N,66.052,W,1
9/11/2006,8:42:01,31.834,N,66.051,W,1
9/11/2006,8:44:01,31.841,N,66.05,W,1
9/11/2006,8:46:01,31.848,N,66.05,W,1
9/11/2006,8:48:00,31.855,N,66.049,W,1
9/11/2006,8:50:00,31.862,N,66.048,W,1
9/11/2006,8:52:00,31.869,N,66.047,W,1
9/11/2006,8:54:00,31.876,N,66.047,W,1
9/11/2006,8:56:01,31.883,N,66.046,W,1
9/11/2006,8:58:01,31.889,N,66.045,W,1
9/11/2006,9:00:01,31.896,N,66.043,W,1
9/11/2006,9:02:01,31.903,N,66.042,W,1
9/11/2006,9:04:00,31.91,N,66.041,W,1
9/11/2006,9:06:00,31.916,N,66.04,W,1
9/11/2006,9:08:00,31.923,N,66.038,W,1
9/11/2006,9:10:00,31.929,N,66.037,W,1
9/11/2006,9:12:01,31.936,N,66.035,W,1
9/11/2006,9:14:01,31.942,N,66.033,W,1
9/11/2006,9:16:01,31.949,N,66.031,W,1
9/11/2006,9:18:00,31.955,N,66.029,W,1
9/11/2006,9:20:00,31.961,N,66.027,W,1
9/11/2006,9:22:00,31.967,N,66.025,W,1
9/11/2006,9:24:00,31.973,N,66.022,W,1
9/11/2006,9:26:01,31.979,N,66.02,W,1
9/11/2006,9:28:01,31.985,N,66.017,W,1
9/11/2006,9:30:01,31.991,N,66.014,W,1
9/11/2006,9:32:01,31.997,N,66.011,W,1
9/11/2006,9:34:00,32.003,N,66.008,W,1
9/11/2006,9:34:48,32.005,N,66.007,W,1
9/11/2006,9:36:48,32.011,N,66.004,W,1
9/11/2006,9:38:49,32.017,N,66.001,W,1
9/11/2006,9:40:49,32.023,N,65.999,W,1
9/11/2006,9:42:49,32.029,N,65.996,W,1
9/11/2006,9:44:48,32.034,N,65.992,W,1
9/11/2006,9:46:48,32.04,N,65.989,W,1
9/11/2006,9:48:48,32.046,N,65.986,W,1
9/11/2006,9:50:48,32.051,N,65.983,W,1
9/11/2006,9:52:49,32.057,N,65.979,W,1
9/11/2006,9:54:49,32.062,N,65.976,W,1
9/11/2006,9:56:49,32.068,N,65.972,W,1
9/11/2006,9:58:49,32.073,N,65.968,W,1
9/11/2006,10:00:48,32.078,N,65.964,W,1
9/11/2006,10:02:48,32.084,N,65.96,W,1
9/11/2006,10:04:48,32.089,N,65.956,W,1
9/11/2006,10:06:48,32.094,N,65.952,W,1
9/11/2006,10:08:49,32.099,N,65.947,W,1
9/11/2006,10:10:49,32.104,N,65.943,W,1
9/11/2006,10:12:49,32.109,N,65.938,W,1
9/11/2006,10:14:48,32.114,N,65.934,W,1
9/11/2006,10:16:48,32.119,N,65.929,W,1
9/11/2006,10:18:48,32.123,N,65.924,W,1
9/11/2006,10:20:48,32.128,N,65.919,W,1
9/11/2006,10:22:49,32.132,N,65.913,W,1
9/11/2006,10:24:49,32.137,N,65.908,W,1
9/11/2006,10:26:49,32.141,N,65.903,W,1
9/11/2006,10:28:49,32.146,N,65.897,W,1
9/11/2006,10:30:48,32.15,N,65.891,W,1
9/11/2006,10:32:48,32.154,N,65.885,W,1
9/11/2006,10:34:48,32.158,N,65.879,W,1
9/11/2006,10:36:48,32.162,N,65.873,W,1
9/11/2006,10:38:49,32.166,N,65.867,W,1
9/11/2006,10:40:49,32.17,N,65.86,W,1
9/11/2006,10:42:49,32.174,N,65.854,W,1
9/11/2006,10:44:48,32.178,N,65.847,W,1
9/11/2006,10:46:48,32.182,N,65.84,W,1
9/11/2006,10:48:48,32.185,N,65.833,W,1
9/11/2006,10:50:48,32.189,N,65.826,W,1
9/11/2006,10:52:49,32.192,N,65.819,W,1
9/11/2006,10:54:49,32.195,N,65.811,W,1
9/11/2006,10:56:49,32.199,N,65.804,W,1
9/11/2006,10:58:49,32.202,N,65.796,W,1
9/11/2006,11:00:48,32.205,N,65.788,W,1
9/11/2006,11:02:48,32.208,N,65.78,W,1
9/11/2006,11:04:48,32.211,N,65.771,W,1
9/11/2006,11:06:48,32.213,N,65.763,W,1
9/11/2006,11:07:15,32.214,N,65.761,W,1
9/11/2006,11:09:15,32.221,N,65.758,W,1
9/11/2006,11:11:15,32.227,N,65.755,W,1
9/11/2006,11:13:14,32.234,N,65.752,W,1
9/11/2006,11:15:14,32.24,N,65.748,W,1
9/11/2006,11:17:14,32.247,N,65.745,W,1
9/11/2006,11:19:15,32.253,N,65.742,W,1
9/11/2006,11:21:15,32.26,N,65.739,W,1
9/11/2006,11:23:15,32.266,N,65.736,W,1
9/11/2006,11:25:15,32.273,N,65.733,W,1
9/11/2006,11:27:14,32.279,N,65.729,W,1
9/11/2006,11:29:14,32.286,N,65.726,W,1
9/11/2006,11:31:14,32.292,N,65.723,W,1
9/11/2006,11:33:14,32.299,N,65.72,W,1
9/11/2006,11:35:15,32.305,N,65.717,W,1
9/11/2006,11:37:15,32.312,N,65.714,W,1
9/11/2006,11:39:15,32.318,N,65.71,W,1
9/11/2006,11:41:15,32.325,N,65.707,W,1
9/11/2006,11:43:14,32.331,N,65.704,W,1
9/11/2006,11:45:14,32.338,N,65.701,W,1
9/11/2006,11:47:14,32.344,N,65.698,W,1
9/11/2006,11:49:15,32.351,N,65.694,W,1
9/11/2006,11:51:15,32.357,N,65.691,W,1
9/11/2006,11:53:15,32.364,N,65.688,W,1
9/11/2006,11:55:15,32.37,N,65.685,W,1
9/11/2006,11:57:14,32.377,N,65.682,W,1
9/11/2006,11:59:14,32.383,N,65.678,W,1
9/11/2006,12:01:14,32.39,N,65.675,W,1
9/11/2006,12:03:14,32.397,N,65.672,W,1
9/11/2006,12:05:15,32.403,N,65.669,W,1
9/11/2006,12:07:15,32.41,N,65.665,W,1
9/11/2006,12:09:15,32.416,N,65.662,W,1
9/11/2006,12:11:15,32.423,N,65.659,W,1
9/11/2006,12:13:14,32.429,N,65.656,W,1
9/11/2006,12:15:14,32.436,N,65.653,W,1
9/11/2006,12:17:14,32.442,N,65.649,W,1
9/11/2006,12:19:15,32.449,N,65.646,W,1
9/11/2006,12:21:15,32.455,N,65.643,W,1
9/11/2006,12:23:15,32.462,N,65.64,W,1
9/11/2006,12:25:15,32.469,N,65.636,W,1
9/11/2006,12:27:14,32.475,N,65.633,W,1
9/11/2006,12:29:14,32.482,N,65.63,W,1
9/11/2006,12:31:14,32.488,N,65.626,W,1
9/11/2006,12:33:14,32.495,N,65.623,W,1
9/11/2006,12:35:15,32.501,N,65.62,W,1
9/11/2006,12:37:15,32.508,N,65.617,W,1
9/11/2006,12:39:15,32.514,N,65.613,W,1
9/11/2006,12:41:15,32.521,N,65.61,W,1
9/11/2006,12:43:14,32.528,N,65.607,W,1
9/11/2006,12:45:14,32.534,N,65.603,W,1
9/11/2006,12:47:14,32.541,N,65.6,W,1
9/11/2006,12:49:15,32.547,N,65.597,W,1
9/11/2006,12:51:15,32.554,N,65.593,W,1
9/11/2006,12:53:15,32.56,N,65.59,W,1
9/11/2006,12:55:15,32.567,N,65.587,W,1
9/11/2006,12:57:14,32.574,N,65.584,W,1
9/11/2006,12:59:14,32.58,N,65.58,W,1
9/11/2006,13:01:14,32.587,N,65.577,W,1
9/11/2006,13:03:14,32.593,N,65.574,W,1
9/11/2006,13:05:15,32.6,N,65.57,W,1
9/11/2006,13:07:15,32.607,N,65.567,W,1
9/11/2006,13:09:15,32.613,N,65.563,W,1
9/11/2006,13:11:15,32.62,N,65.56,W,1
9/11/2006,13:13:14,32.626,N,65.557,W,1
9/11/2006,13:15:14,32.633,N,65.553,W,1
9/11/2006,13:17:14,32.639,N,65.55,W,1
9/11/2006,13:19:15,32.646,N,65.547,W,1
9/11/2006,13:21:15,32.653,N,65.543,W,1
9/11/2006,13:23:15,32.659,N,65.54,W,1
9/11/2006,13:25:15,32.666,N,65.536,W,1
9/11/2006,13:27:14,32.672,N,65.533,W,1
9/11/2006,13:29:14,32.679,N,65.53,W,1
9/11/2006,13:31:14,32.686,N,65.526,W,1
9/11/2006,13:33:14,32.692,N,65.523,W,1
9/11/2006,13:35:15,32.699,N,65.519,W,1
9/11/2006,13:37:15,32.706,N,65.516,W,1
9/11/2006,13:39:15,32.712,N,65.512,W,1
9/11/2006,13:41:15,32.719,N,65.509,W,1
9/11/2006,13:43:14,32.725,N,65.506,W,1
9/11/2006,13:45:14,32.732,N,65.502,W,1
9/11/2006,13:47:14,32.739,N,65.499,W,1
9/11/2006,13:49:15,32.745,N,65.495,W,1
9/11/2006,13:51:15,32.752,N,65.492,W,1
9/11/2006,13:53:15,32.759,N,65.488,W,1
9/11/2006,13:55:15,32.765,N,65.485,W,1
9/11/2006,13:57:14,32.772,N,65.481,W,1
9/11/2006,13:59:14,32.778,N,65.478,W,1
9/11/2006,14:01:14,32.785,N,65.474,W,1
9/11/2006,14:03:14,32.792,N,65.471,W,1
9/11/2006,14:05:15,32.798,N,65.467,W,1
9/11/2006,14:07:15,32.805,N,65.464,W,1
9/11/2006,14:09:15,32.812,N,65.46,W,1
9/11/2006,14:11:15,32.818,N,65.457,W,1
9/11/2006,14:13:14,32.825,N,65.453,W,1
9/11/2006,14:15:14,32.832,N,65.45,W,1
9/11/2006,14:17:14,32.838,N,65.446,W,1
9/11/2006,14:19:15,32.845,N,65.442,W,1
9/11/2006,14:21:15,32.852,N,65.439,W,1
9/11/2006,14:23:15,32.858,N,65.435,W,1
9/11/2006,14:25:15,32.865,N,65.432,W,1
9/11/2006,14:27:14,32.872,N,65.428,W,1
9/11/2006,14:29:14,32.878,N,65.425,W,1
9/11/2006,14:31:14,32.885,N,65.421,W,1
9/11/2006,14:33:14,32.892,N,65.417,W,1
9/11/2006,14:35:15,32.898,N,65.414,W,1
9/11/2006,14:37:15,32.905,N,65.41,W,1
9/11/2006,14:39:15,32.912,N,65.407,W,1
9/11/2006,14:41:15,32.919,N,65.403,W,1
9/11/2006,14:43:14,32.925,N,65.399,W,1
9/11/2006,14:45:14,32.932,N,65.396,W,1
9/11/2006,14:47:14,32.939,N,65.392,W,1
9/11/2006,14:49:15,32.945,N,65.388,W,1
9/11/2006,14:51:15,32.952,N,65.385,W,1
9/11/2006,14:53:15,32.959,N,65.381,W,1
9/11/2006,14:55:15,32.965,N,65.377,W,1
9/11/2006,14:57:14,32.972,N,65.374,W,1
9/11/2006,14:59:14,32.979,N,65.37,W,1
9/11/2006,15:01:14,32.986,N,65.366,W,1
9/11/2006,15:03:14,32.992,N,65.362,W,1
9/11/2006,15:05:15,32.999,N,65.359,W,1
9/11/2006,15:07:15,33.006,N,65.355,W,1
9/11/2006,15:09:15,33.013,N,65.351,W,1
9/11/2006,15:11:15,33.019,N,65.348,W,1
9/11/2006,15:13:14,33.026,N,65.344,W,1
9/11/2006,15:15:14,33.033,N,65.34,W,1
9/11/2006,15:17:14,33.04,N,65.336,W,1
9/11/2006,15:19:15,33.046,N,65.333,W,1
9/11/2006,15:21:15,33.053,N,65.329,W,1
9/11/2006,15:23:15,33.06,N,65.325,W,1
9/11/2006,15:25:15,33.067,N,65.321,W,1
9/11/2006,15:27:14,33.073,N,65.317,W,1
9/11/2006,15:29:14,33.08,N,65.314,W,1
9/11/2006,15:31:14,33.087,N,65.31,W,1
9/11/2006,15:33:14,33.094,N,65.306,W,1
9/11/2006,15:35:15,33.1,N,65.302,W,1
9/11/2006,15:37:15,33.107,N,65.298,W,1
9/11/2006,15:39:15,33.114,N,65.294,W,1
9/11/2006,15:41:15,33.121,N,65.29,W,1
9/11/2006,15:43:14,33.128,N,65.287,W,1
9/11/2006,15:45:14,33.134,N,65.283,W,1
9/11/2006,15:47:14,33.141,N,65.279,W,1
9/11/2006,15:49:15,33.148,N,65.275,W,1
9/11/2006,15:51:15,33.155,N,65.271,W,1
9/11/2006,15:53:15,33.161,N,65.267,W,1
9/11/2006,15:55:15,33.168,N,65.263,W,1
9/11/2006,15:57:14,33.175,N,65.259,W,1
9/11/2006,15:59:14,33.182,N,65.255,W,1
9/11/2006,16:01:15,33.189,N,65.251,W,1
9/11/2006,16:03:15,33.196,N,65.247,W,1
9/11/2006,16:05:15,33.202,N,65.243,W,1
9/11/2006,16:07:15,33.209,N,65.239,W,1
9/11/2006,16:09:15,33.216,N,65.235,W,1
9/11/2006,16:11:15,33.223,N,65.231,W,1
9/11/2006,16:13:14,33.23,N,65.227,W,1
9/11/2006,16:15:14,33.237,N,65.223,W,1
9/11/2006,16:17:14,33.243,N,65.219,W,1
9/11/2006,16:19:14,33.25,N,65.215,W,1
9/11/2006,16:21:14,33.257,N,65.211,W,1
9/11/2006,16:23:14,33.264,N,65.207,W,1
9/11/2006,16:25:14,33.271,N,65.203,W,1
9/11/2006,16:27:15,33.278,N,65.199,W,1
9/11/2006,16:29:15,33.285,N,65.195,W,1
9/11/2006,16:31:15,33.291,N,65.191,W,1
9/11/2006,16:33:15,33.298,N,65.187,W,1
9/11/2006,16:35:15,33.305,N,65.183,W,1
9/11/2006,16:37:15,33.312,N,65.179,W,1
9/11/2006,16:39:15,33.319,N,65.175,W,1
9/11/2006,16:41:15,33.326,N,65.17,W,1
9/11/2006,16:43:14,33.333,N,65.166,W,1
9/11/2006,16:45:14,33.34,N,65.162,W,1
9/11/2006,16:47:14,33.347,N,65.158,W,1
9/11/2006,16:49:14,33.353,N,65.154,W,1
9/11/2006,16:51:14,33.36,N,65.15,W,1
9/11/2006,16:53:14,33.367,N,65.145,W,1
9/11/2006,16:55:14,33.374,N,65.141,W,1
9/11/2006,16:57:15,33.381,N,65.137,W,1
9/11/2006,16:59:15,33.388,N,65.133,W,1
9/11/2006,17:01:15,33.395,N,65.129,W,1
9/11/2006,17:03:15,33.402,N,65.124,W,1
9/11/2006,17:05:15,33.409,N,65.12,W,1
9/11/2006,17:07:15,33.416,N,65.116,W,1
9/11/2006,17:09:15,33.423,N,65.111,W,1
9/11/2006,17:11:15,33.43,N,65.107,W,1
9/11/2006,17:13:14,33.437,N,65.103,W,1
9/11/2006,17:15:14,33.444,N,65.099,W,1
9/11/2006,17:17:14,33.45,N,65.094,W,1
9/11/2006,17:19:14,33.457,N,65.09,W,1
9/11/2006,17:21:14,33.464,N,65.086,W,1
9/11/2006,17:23:14,33.471,N,65.081,W,1
9/11/2006,17:25:14,33.478,N,65.077,W,1
9/11/2006,17:27:15,33.485,N,65.073,W,1
9/11/2006,17:29:15,33.492,N,65.068,W,1
9/11/2006,17:31:15,33.499,N,65.064,W,1
9/11/2006,17:33:15,33.506,N,65.059,W,1
9/11/2006,17:35:15,33.513,N,65.055,W,1
9/11/2006,17:37:15,33.52,N,65.051,W,1
9/11/2006,17:39:15,33.527,N,65.046,W,1
9/11/2006,17:41:15,33.534,N,65.042,W,1
9/11/2006,17:43:14,33.541,N,65.037,W,1
9/11/2006,17:45:14,33.548,N,65.033,W,1
9/11/2006,17:47:14,33.555,N,65.029,W,1
9/11/2006,17:49:14,33.562,N,65.024,W,1
9/11/2006,17:51:14,33.569,N,65.02,W,1
9/11/2006,17:53:14,33.576,N,65.015,W,1
9/11/2006,17:55:14,33.583,N,65.011,W,1
9/11/2006,17:57:15,33.59,N,65.006,W,1
9/11/2006,17:59:15,33.597,N,65.002,W,1
9/11/2006,18:01:15,33.604,N,64.997,W,1
9/11/2006,18:03:15,33.611,N,64.993,W,1
9/11/2006,18:05:15,33.618,N,64.988,W,1
9/11/2006,18:07:15,33.626,N,64.984,W,1
9/11/2006,18:09:15,33.633,N,64.979,W,1
9/11/2006,18:11:15,33.64,N,64.975,W,1
9/11/2006,18:13:14,33.647,N,64.97,W,1
9/11/2006,18:15:14,33.654,N,64.965,W,1
9/11/2006,18:17:14,33.661,N,64.961,W,1
9/11/2006,18:19:14,33.668,N,64.956,W,1
9/11/2006,18:21:14,33.675,N,64.952,W,1
9/11/2006,18:23:14,33.682,N,64.947,W,1
9/11/2006,18:25:14,33.689,N,64.942,W,1
9/11/2006,18:27:15,33.696,N,64.938,W,1
9/11/2006,18:29:15,33.703,N,64.933,W,1
9/11/2006,18:31:15,33.71,N,64.929,W,1
9/11/2006,18:33:15,33.717,N,64.924,W,1
9/11/2006,18:35:15,33.724,N,64.919,W,1
9/11/2006,18:37:15,33.731,N,64.915,W,1
9/11/2006,18:39:15,33.739,N,64.91,W,1
9/11/2006,18:41:15,33.746,N,64.905,W,1
9/11/2006,18:43:14,33.753,N,64.901,W,1
9/11/2006,18:45:14,33.76,N,64.896,W,1
9/11/2006,18:47:14,33.767,N,64.891,W,1
9/11/2006,18:49:14,33.774,N,64.887,W,1
9/11/2006,18:51:14,33.781,N,64.882,W,1
9/11/2006,18:53:14,33.788,N,64.877,W,1
9/11/2006,18:55:14,33.795,N,64.873,W,1
9/11/2006,18:57:15,33.802,N,64.868,W,1
9/11/2006,18:59:15,33.81,N,64.863,W,1
9/11/2006,19:01:15,33.817,N,64.858,W,1
9/11/2006,19:03:15,33.824,N,64.854,W,1
9/11/2006,19:05:15,33.831,N,64.849,W,1
9/11/2006,19:07:15,33.838,N,64.844,W,1
9/11/2006,19:09:15,33.845,N,64.839,W,1
9/11/2006,19:11:15,33.852,N,64.835,W,1
9/11/2006,19:13:14,33.859,N,64.83,W,1
9/11/2006,19:15:14,33.867,N,64.825,W,1
9/11/2006,19:17:14,33.874,N,64.82,W,1
9/11/2006,19:19:14,33.881,N,64.816,W,1
9/11/2006,19:21:14,33.888,N,64.811,W,1
9/11/2006,19:23:14,33.895,N,64.806,W,1
9/11/2006,19:25:14,33.902,N,64.801,W,1
9/11/2006,19:27:15,33.91,N,64.796,W,1
9/11/2006,19:29:15,33.917,N,64.791,W,1
9/11/2006,19:31:15,33.924,N,64.787,W,1
9/11/2006,19:33:15,33.931,N,64.782,W,1
9/11/2006,19:35:15,33.938,N,64.777,W,1
9/11/2006,19:37:15,33.945,N,64.772,W,1
9/11/2006,19:39:15,33.952,N,64.767,W,1
9/11/2006,19:41:15,33.96,N,64.762,W,1
9/11/2006,19:43:14,33.967,N,64.758,W,1
9/11/2006,19:45:14,33.974,N,64.753,W,1
9/11/2006,19:47:14,33.981,N,64.748,W,1
9/11/2006,19:49:14,33.988,N,64.743,W,1
9/11/2006,19:51:14,33.996,N,64.738,W,1
9/11/2006,19:53:14,34.003,N,64.733,W,1
9/11/2006,19:55:14,34.01,N,64.728,W,1
9/11/2006,19:57:15,34.017,N,64.723,W,1
9/11/2006,19:59:15,34.024,N,64.718,W,1
9/11/2006,20:01:15,34.031,N,64.713,W,1
9/11/2006,20:03:15,34.039,N,64.709,W,1
9/11/2006,20:05:15,34.046,N,64.704,W,1
9/11/2006,20:07:15,34.053,N,64.699,W,1
9/11/2006,20:09:15,34.06,N,64.694,W,1
9/11/2006,20:11:15,34.067,N,64.689,W,1
9/11/2006,20:13:14,34.075,N,64.684,W,1
9/11/2006,20:15:14,34.082,N,64.679,W,1
9/11/2006,20:17:14,34.089,N,64.674,W,1
9/11/2006,20:19:14,34.096,N,64.669,W,1
9/11/2006,20:21:14,34.103,N,64.664,W,1
9/11/2006,20:23:14,34.111,N,64.659,W,1
9/11/2006,20:25:14,34.118,N,64.654,W,1
9/11/2006,20:27:15,34.125,N,64.649,W,1
9/11/2006,20:29:15,34.132,N,64.644,W,1
9/11/2006,20:31:15,34.14,N,64.639,W,1
9/11/2006,20:33:15,34.147,N,64.634,W,1
9/11/2006,20:35:15,34.154,N,64.629,W,1
9/11/2006,20:37:15,34.161,N,64.624,W,1
9/11/2006,20:39:15,34.168,N,64.619,W,1
9/11/2006,20:41:15,34.176,N,64.614,W,1
9/11/2006,20:43:14,34.183,N,64.609,W,1
9/11/2006,20:45:14,34.19,N,64.604,W,1
9/11/2006,20:47:14,34.197,N,64.599,W,1
9/11/2006,20:49:14,34.205,N,64.594,W,1
9/11/2006,20:51:14,34.212,N,64.589,W,1
9/11/2006,20:53:14,34.219,N,64.584,W,1
9/11/2006,20:55:14,34.226,N,64.579,W,1
9/11/2006,20:57:15,34.234,N,64.574,W,1
9/11/2006,20:59:15,34.241,N,64.569,W,1
9/11/2006,21:01:15,34.248,N,64.564,W,1
9/11/2006,21:03:15,34.255,N,64.559,W,1
9/11/2006,21:05:15,34.263,N,64.553,W,1
9/11/2006,21:07:15,34.27,N,64.548,W,1
9/11/2006,21:09:15,34.277,N,64.543,W,1
9/11/2006,21:11:15,34.284,N,64.538,W,1
9/11/2006,21:13:14,34.292,N,64.533,W,1
9/11/2006,21:15:14,34.299,N,64.528,W,1
9/11/2006,21:17:14,34.306,N,64.523,W,1
9/11/2006,21:19:14,34.313,N,64.518,W,1
9/11/2006,21:21:14,34.321,N,64.513,W,1
9/11/2006,21:23:14,34.328,N,64.508,W,1
9/11/2006,21:25:14,34.335,N,64.503,W,1
9/11/2006,21:27:15,34.342,N,64.497,W,1
9/11/2006,21:29:15,34.35,N,64.492,W,1
9/11/2006,21:31:15,34.357,N,64.487,W,1
9/11/2006,21:33:15,34.364,N,64.482,W,1
9/11/2006,21:35:15,34.371,N,64.477,W,1
9/11/2006,21:37:15,34.379,N,64.472,W,1
9/11/2006,21:39:15,34.386,N,64.467,W,1
9/11/2006,21:41:15,34.393,N,64.462,W,1
9/11/2006,21:43:14,34.401,N,64.456,W,1
9/11/2006,21:45:14,34.408,N,64.451,W,1
9/11/2006,21:47:14,34.415,N,64.446,W,1
9/11/2006,21:49:14,34.422,N,64.441,W,1
9/11/2006,21:51:14,34.43,N,64.436,W,1
9/11/2006,21:53:14,34.437,N,64.431,W,1
9/11/2006,21:55:14,34.444,N,64.426,W,1
9/11/2006,21:57:15,34.452,N,64.42,W,1
9/11/2006,21:59:15,34.459,N,64.415,W,1
9/11/2006,22:01:15,34.466,N,64.41,W,1
9/11/2006,22:03:15,34.473,N,64.405,W,1
9/11/2006,22:05:15,34.481,N,64.4,W,1
9/11/2006,22:07:15,34.488,N,64.395,W,1
9/11/2006,22:09:15,34.495,N,64.389,W,1
9/11/2006,22:11:15,34.503,N,64.384,W,1
9/11/2006,22:13:14,34.51,N,64.379,W,1
9/11/2006,22:15:14,34.517,N,64.374,W,1
9/11/2006,22:17:14,34.524,N,64.369,W,1
9/11/2006,22:19:14,34.532,N,64.363,W,1
9/11/2006,22:21:14,34.539,N,64.358,W,1
9/11/2006,22:23:14,34.546,N,64.353,W,1
9/11/2006,22:25:14,34.554,N,64.348,W,1
9/11/2006,22:27:15,34.561,N,64.343,W,1
9/11/2006,22:29:15,34.568,N,64.337,W,1
9/11/2006,22:31:15,34.576,N,64.332,W,1
9/11/2006,22:33:15,34.583,N,64.327,W,1
9/11/2006,22:35:15,34.59,N,64.322,W,1
9/11/2006,22:37:15,34.597,N,64.317,W,1
9/11/2006,22:39:15,34.605,N,64.311,W,1
9/11/2006,22:41:15,34.612,N,64.306,W,1
9/11/2006,22:43:14,34.619,N,64.301,W,1
9/11/2006,22:45:14,34.627,N,64.296,W,1
9/11/2006,22:47:14,34.634,N,64.291,W,1
9/11/2006,22:49:14,34.641,N,64.285,W,1
9/11/2006,22:51:14,34.649,N,64.28,W,1
9/11/2006,22:53:14,34.656,N,64.275,W,1
9/11/2006,22:55:14,34.663,N,64.27,W,1
9/11/2006,22:57:15,34.67,N,64.264,W,1
9/11/2006,22:59:15,34.678,N,64.259,W,1
9/11/2006,23:01:15,34.685,N,64.254,W,1
9/11/2006,23:03:15,34.692,N,64.249,W,1
9/11/2006,23:05:15,34.7,N,64.244,W,1
9/11/2006,23:07:15,34.707,N,64.238,W,1
9/11/2006,23:09:15,34.714,N,64.233,W,1
9/11/2006,23:11:15,34.722,N,64.228,W,1
9/11/2006,23:13:14,34.729,N,64.223,W,1
9/11/2006,23:15:14,34.736,N,64.217,W,1
9/11/2006,23:17:14,34.744,N,64.212,W,1
9/11/2006,23:19:14,34.751,N,64.207,W,1
9/11/2006,23:21:14,34.758,N,64.202,W,1
9/11/2006,23:23:14,34.766,N,64.196,W,1
9/11/2006,23:25:14,34.773,N,64.191,W,1
9/11/2006,23:27:15,34.78,N,64.186,W,1
9/11/2006,23:29:15,34.787,N,64.181,W,1
9/11/2006,23:31:15,34.795,N,64.175,W,1
9/11/2006,23:33:15,34.802,N,64.17,W,1
9/11/2006,23:35:15,34.809,N,64.165,W,1
9/11/2006,23:37:15,34.817,N,64.16,W,1
9/11/2006,23:39:15,34.824,N,64.154,W,1
9/11/2006,23:41:15,34.831,N,64.149,W,1
9/11/2006,23:43:14,34.839,N,64.144,W,1
9/11/2006,23:45:14,34.846,N,64.139,W,1
9/11/2006,23:47:14,34.853,N,64.133,W,1
9/11/2006,23:49:14,34.861,N,64.128,W,1
9/11/2006,23:51:14,34.868,N,64.123,W,1
9/11/2006,23:53:14,34.875,N,64.118,W,1
9/11/2006,23:55:14,34.883,N,64.112,W,1
9/11/2006,23:57:15,34.89,N,64.107,W,1
9/11/2006,23:59:15,34.897,N,64.102,W,1
