Track for,Danny,,2015,,,
Date,Time (UTC),Latitu,de,Longit,ude,Category
MM/DD/Year,HH:MM:SS,(deg),,(deg,),
8/22/2015,17:47:47,15.754,N,52.565,W,3
8/22/2015,17:49:47,15.753,N,52.573,W,3
8/22/2015,17:51:47,15.752,N,52.581,W,3
8/22/2015,17:53:47,15.751,N,52.588,W,3
8/22/2015,17:55:46,15.75,N,52.596,W,3
8/22/2015,17:57:46,15.749,N,52.604,W,3
8/22/2015,17:59:46,15.747,N,52.612,W,3
8/22/2015,18:01:47,15.746,N,52.619,W,3
8/22/2015,18:03:47,15.745,N,52.627,W,3
8/22/2015,18:05:47,15.744,N,52.635,W,3
8/22/2015,18:07:47,15.743,N,52.643,W,3
8/22/2015,18:09:46,15.742,N,52.65,W,3
8/22/2015,18:11:46,15.74,N,52.658,W,3
8/22/2015,18:13:46,15.739,N,52.666,W,3
8/22/2015,18:15:46,15.738,N,52.674,W,3
8/22/2015,18:15:50,15.738,N,52.674,W,3
8/22/2015,18:17:49,15.737,N,52.682,W,3
8/22/2015,18:19:49,15.736,N,52.69,W,3
8/22/2015,18:21:49,15.734,N,52.697,W,3
8/22/2015,18:23:49,15.733,N,52.705,W,3
8/22/2015,18:25:50,15.732,N,52.713,W,3
8/22/2015,18:27:50,15.731,N,52.721,W,3
8/22/2015,18:29:50,15.729,N,52.729,W,3
8/22/2015,18:31:50,15.728,N,52.736,W,3
8/22/2015,18:33:49,15.727,N,52.744,W,3
8/22/2015,18:35:49,15.726,N,52.752,W,3
8/22/2015,18:37:49,15.725,N,52.76,W,3
8/22/2015,18:39:49,15.723,N,52.768,W,3
8/22/2015,18:41:50,15.722,N,52.775,W,3
8/22/2015,18:43:50,15.721,N,52.783,W,3
8/22/2015,18:45:50,15.72,N,52.791,W,3
8/22/2015,18:47:49,15.718,N,52.799,W,3
8/22/2015,18:49:49,15.717,N,52.807,W,3
8/22/2015,18:51:49,15.716,N,52.814,W,3
8/22/2015,18:53:49,15.715,N,52.822,W,3
8/22/2015,18:55:50,15.714,N,52.83,W,3
8/22/2015,18:57:50,15.712,N,52.838,W,3
8/22/2015,18:59:50,15.711,N,52.846,W,3
8/22/2015,19:01:50,15.71,N,52.853,W,3
8/22/2015,19:03:49,15.709,N,52.861,W,3
8/22/2015,19:05:49,15.707,N,52.869,W,3
8/22/2015,19:07:49,15.706,N,52.877,W,3
8/22/2015,19:09:49,15.705,N,52.885,W,3
8/22/2015,19:11:50,15.704,N,52.892,W,3
8/22/2015,19:13:50,15.703,N,52.9,W,3
8/22/2015,19:15:50,15.701,N,52.908,W,3
8/22/2015,19:17:49,15.7,N,52.916,W,3
8/22/2015,19:19:49,15.699,N,52.924,W,3
8/22/2015,19:21:49,15.698,N,52.931,W,3
8/22/2015,19:23:49,15.696,N,52.939,W,3
8/22/2015,19:25:50,15.695,N,52.947,W,3
8/22/2015,19:27:50,15.694,N,52.955,W,3
8/22/2015,19:29:50,15.693,N,52.963,W,3
8/22/2015,19:31:12,15.692,N,52.968,W,3
8/22/2015,19:33:11,15.691,N,52.973,W,3
8/22/2015,19:35:11,15.691,N,52.979,W,3
8/22/2015,19:37:11,15.69,N,52.984,W,3
8/22/2015,19:39:11,15.69,N,52.989,W,3
8/22/2015,19:41:12,15.689,N,52.995,W,3
8/22/2015,19:43:12,15.689,N,53,W,3
8/22/2015,19:45:12,15.688,N,53.006,W,3
8/22/2015,19:47:12,15.688,N,53.011,W,3
8/22/2015,19:49:11,15.688,N,53.017,W,3
8/22/2015,19:51:11,15.687,N,53.023,W,3
8/22/2015,19:53:11,15.687,N,53.029,W,3
8/22/2015,19:55:11,15.687,N,53.035,W,3
8/22/2015,19:57:12,15.687,N,53.041,W,3
8/22/2015,19:59:12,15.687,N,53.047,W,3
8/22/2015,20:01:12,15.687,N,53.053,W,3
8/22/2015,20:03:11,15.687,N,53.06,W,3
8/22/2015,20:05:11,15.687,N,53.067,W,3
8/22/2015,20:05:37,15.687,N,53.068,W,3
8/22/2015,20:07:37,15.687,N,53.074,W,3
8/22/2015,20:09:37,15.687,N,53.081,W,3
8/22/2015,20:11:37,15.687,N,53.088,W,3
8/22/2015,20:13:36,15.688,N,53.095,W,3
8/22/2015,20:15:36,15.688,N,53.102,W,3
8/22/2015,20:17:36,15.688,N,53.109,W,3
8/22/2015,20:19:37,15.689,N,53.116,W,3
8/22/2015,20:21:37,15.689,N,53.123,W,3
8/22/2015,20:23:37,15.69,N,53.131,W,3
8/22/2015,20:25:37,15.69,N,53.138,W,3
8/22/2015,20:27:36,15.691,N,53.146,W,3
8/22/2015,20:29:36,15.691,N,53.154,W,3
8/22/2015,20:31:36,15.692,N,53.162,W,3
8/22/2015,20:33:36,15.693,N,53.17,W,3
8/22/2015,20:35:37,15.693,N,53.178,W,3
8/22/2015,20:37:37,15.694,N,53.186,W,3
8/22/2015,20:39:37,15.694,N,53.194,W,3
8/22/2015,20:41:37,15.694,N,53.202,W,3
8/22/2015,20:43:36,15.695,N,53.211,W,3
8/22/2015,20:45:36,15.695,N,53.219,W,3
8/22/2015,20:46:04,15.695,N,53.221,W,3
8/22/2015,20:48:04,15.695,N,53.229,W,3
8/22/2015,20:50:04,15.694,N,53.237,W,3
8/22/2015,20:52:05,15.694,N,53.245,W,3
8/22/2015,20:54:05,15.693,N,53.253,W,3
8/22/2015,20:56:05,15.692,N,53.262,W,3
8/22/2015,20:58:05,15.691,N,53.27,W,3
8/22/2015,21:00:04,15.69,N,53.278,W,3
8/22/2015,21:02:04,15.689,N,53.287,W,3
8/22/2015,21:04:04,15.687,N,53.295,W,3
8/22/2015,21:06:04,15.686,N,53.304,W,3
8/22/2015,21:08:05,15.684,N,53.313,W,3
8/22/2015,21:10:05,15.682,N,53.322,W,3
8/22/2015,21:12:05,15.68,N,53.33,W,3
8/22/2015,21:14:04,15.678,N,53.339,W,3
8/22/2015,21:16:04,15.676,N,53.348,W,3
8/22/2015,21:18:04,15.674,N,53.357,W,3
8/22/2015,21:20:04,15.672,N,53.366,W,3
8/22/2015,21:22:05,15.669,N,53.375,W,3
8/22/2015,21:24:05,15.667,N,53.384,W,3
8/22/2015,21:26:05,15.665,N,53.393,W,3
8/22/2015,21:28:05,15.662,N,53.402,W,3
8/22/2015,21:30:04,15.66,N,53.411,W,3
8/22/2015,21:32:04,15.657,N,53.419,W,3
8/22/2015,21:34:04,15.655,N,53.428,W,3
8/22/2015,21:36:04,15.652,N,53.437,W,3
8/22/2015,21:38:05,15.65,N,53.445,W,3
8/22/2015,21:40:05,15.647,N,53.454,W,3
8/22/2015,21:42:05,15.645,N,53.462,W,3
8/22/2015,21:44:04,15.642,N,53.471,W,3
8/22/2015,21:46:04,15.64,N,53.479,W,3
8/22/2015,21:46:47,15.639,N,53.482,W,3
8/22/2015,21:48:47,15.638,N,53.488,W,3
8/22/2015,21:50:48,15.637,N,53.494,W,3
8/22/2015,21:52:48,15.636,N,53.5,W,3
8/22/2015,21:54:48,15.635,N,53.506,W,3
8/22/2015,21:56:48,15.634,N,53.513,W,3
8/22/2015,21:58:47,15.633,N,53.519,W,3
8/22/2015,22:00:47,15.632,N,53.525,W,3
8/22/2015,22:02:47,15.631,N,53.531,W,3
8/22/2015,22:04:48,15.63,N,53.537,W,3
8/22/2015,22:06:48,15.629,N,53.543,W,3
8/22/2015,22:08:48,15.628,N,53.549,W,3
8/22/2015,22:10:48,15.627,N,53.555,W,3
8/22/2015,22:12:47,15.626,N,53.561,W,3
8/22/2015,22:14:47,15.625,N,53.567,W,3
8/22/2015,22:16:47,15.624,N,53.574,W,3
8/22/2015,22:18:47,15.623,N,53.58,W,3
8/22/2015,22:20:48,15.622,N,53.586,W,3
8/22/2015,22:22:48,15.621,N,53.592,W,3
8/22/2015,22:24:48,15.621,N,53.598,W,3
8/22/2015,22:26:48,15.62,N,53.604,W,3
8/22/2015,22:28:47,15.619,N,53.61,W,3
8/22/2015,22:30:47,15.618,N,53.616,W,3
8/22/2015,22:32:47,15.617,N,53.622,W,3
8/22/2015,22:34:48,15.616,N,53.628,W,3
8/22/2015,22:36:48,15.615,N,53.635,W,3
8/22/2015,22:38:48,15.614,N,53.641,W,3
8/22/2015,22:40:48,15.613,N,53.647,W,3
8/22/2015,22:42:47,15.612,N,53.653,W,3
8/22/2015,22:44:47,15.611,N,53.659,W,3
8/22/2015,22:46:47,15.61,N,53.665,W,3
8/22/2015,22:48:47,15.609,N,53.671,W,3
8/22/2015,22:50:48,15.608,N,53.677,W,3
8/22/2015,22:52:48,15.607,N,53.683,W,3
8/22/2015,22:54:39,15.606,N,53.689,W,3
8/22/2015,22:56:39,15.605,N,53.695,W,3
8/22/2015,22:58:40,15.604,N,53.701,W,3
8/22/2015,23:00:40,15.603,N,53.708,W,3
8/22/2015,23:02:40,15.602,N,53.714,W,3
8/22/2015,23:04:40,15.601,N,53.72,W,3
8/22/2015,23:06:39,15.6,N,53.726,W,3
8/22/2015,23:08:39,15.6,N,53.732,W,3
8/22/2015,23:10:39,15.599,N,53.739,W,3
8/22/2015,23:12:40,15.598,N,53.745,W,3
8/22/2015,23:14:40,15.597,N,53.751,W,3
8/22/2015,23:16:40,15.596,N,53.757,W,3
8/22/2015,23:18:40,15.595,N,53.764,W,3
8/22/2015,23:20:39,15.594,N,53.77,W,3
8/22/2015,23:22:39,15.593,N,53.776,W,3
8/22/2015,23:24:39,15.592,N,53.783,W,3
8/22/2015,23:26:39,15.592,N,53.789,W,3
8/22/2015,23:28:40,15.591,N,53.795,W,3
8/22/2015,23:30:40,15.59,N,53.802,W,3
8/22/2015,23:32:40,15.589,N,53.808,W,3
8/22/2015,23:34:40,15.588,N,53.814,W,3
8/22/2015,23:36:39,15.587,N,53.821,W,3
8/22/2015,23:38:39,15.587,N,53.827,W,3
8/22/2015,23:40:39,15.586,N,53.834,W,3
8/22/2015,23:42:40,15.585,N,53.84,W,3
8/22/2015,23:44:40,15.584,N,53.846,W,3
8/22/2015,23:46:40,15.583,N,53.853,W,3
8/22/2015,23:48:40,15.583,N,53.859,W,3
8/22/2015,23:50:39,15.582,N,53.866,W,3
8/22/2015,23:52:39,15.581,N,53.872,W,3
8/22/2015,23:54:39,15.58,N,53.879,W,3
8/22/2015,23:56:39,15.579,N,53.885,W,3
8/22/2015,23:58:40,15.579,N,53.892,W,3
8/23/2015,0:00:40,15.578,N,53.898,W,3
8/23/2015,0:02:40,15.577,N,53.905,W,3
8/23/2015,0:04:40,15.576,N,53.911,W,3
8/23/2015,0:06:39,15.576,N,53.918,W,3
8/23/2015,0:08:39,15.575,N,53.925,W,3
8/23/2015,0:10:39,15.574,N,53.931,W,3
8/23/2015,0:12:40,15.573,N,53.938,W,3
8/23/2015,0:14:40,15.573,N,53.944,W,3
8/23/2015,0:16:40,15.572,N,53.951,W,3
8/23/2015,0:18:40,15.571,N,53.958,W,3
8/23/2015,0:20:39,15.571,N,53.964,W,3
8/23/2015,0:22:39,15.57,N,53.971,W,3
8/23/2015,0:24:39,15.569,N,53.978,W,3
8/23/2015,0:26:39,15.569,N,53.985,W,3
8/23/2015,0:28:40,15.568,N,53.991,W,3
8/23/2015,0:30:40,15.567,N,53.998,W,3
8/23/2015,0:32:40,15.567,N,54.005,W,3
8/23/2015,0:34:40,15.566,N,54.012,W,3
8/23/2015,0:36:39,15.566,N,54.019,W,3
8/23/2015,0:38:39,15.565,N,54.025,W,3
8/23/2015,0:40:39,15.564,N,54.032,W,3
8/23/2015,0:42:40,15.564,N,54.039,W,3
8/23/2015,0:44:40,15.563,N,54.046,W,3
8/23/2015,0:46:40,15.563,N,54.053,W,3
8/23/2015,0:48:40,15.562,N,54.06,W,3
8/23/2015,0:50:39,15.562,N,54.067,W,3
8/23/2015,0:52:39,15.561,N,54.074,W,3
8/23/2015,0:54:39,15.561,N,54.081,W,3
8/23/2015,0:56:39,15.56,N,54.088,W,3
8/23/2015,0:58:40,15.559,N,54.095,W,3
8/23/2015,1:00:40,15.559,N,54.102,W,3
8/23/2015,1:02:40,15.558,N,54.109,W,3
8/23/2015,1:04:40,15.558,N,54.116,W,3
8/23/2015,1:06:39,15.558,N,54.123,W,3
8/23/2015,1:08:39,15.557,N,54.13,W,3
8/23/2015,1:10:39,15.557,N,54.138,W,3
8/23/2015,1:12:40,15.556,N,54.145,W,3
8/23/2015,1:14:40,15.556,N,54.152,W,3
8/23/2015,1:16:40,15.555,N,54.159,W,3
8/23/2015,1:18:40,15.555,N,54.166,W,3
8/23/2015,1:20:39,15.555,N,54.174,W,3
8/23/2015,1:22:39,15.554,N,54.181,W,3
8/23/2015,1:24:39,15.554,N,54.188,W,3
8/23/2015,1:26:39,15.554,N,54.196,W,3
8/23/2015,1:28:40,15.553,N,54.203,W,3
8/23/2015,1:30:40,15.553,N,54.21,W,3
8/23/2015,1:32:40,15.553,N,54.218,W,3
8/23/2015,1:34:40,15.552,N,54.225,W,3
8/23/2015,1:36:39,15.552,N,54.233,W,3
8/23/2015,1:38:39,15.552,N,54.24,W,3
8/23/2015,1:40:39,15.551,N,54.248,W,3
8/23/2015,1:42:40,15.551,N,54.255,W,3
8/23/2015,1:44:40,15.551,N,54.263,W,3
8/23/2015,1:46:40,15.551,N,54.271,W,3
8/23/2015,1:48:40,15.55,N,54.278,W,3
8/23/2015,1:50:39,15.55,N,54.286,W,3
8/23/2015,1:52:39,15.55,N,54.293,W,3
8/23/2015,1:54:39,15.55,N,54.301,W,3
8/23/2015,1:56:39,15.55,N,54.309,W,3
8/23/2015,1:58:40,15.55,N,54.317,W,3
8/23/2015,2:00:40,15.549,N,54.324,W,3
8/23/2015,2:02:40,15.549,N,54.332,W,3
8/23/2015,2:04:40,15.549,N,54.34,W,3
8/23/2015,2:06:39,15.549,N,54.348,W,3
8/23/2015,2:08:39,15.549,N,54.355,W,3
8/23/2015,2:10:39,15.549,N,54.363,W,3
8/23/2015,2:12:40,15.549,N,54.371,W,3
8/23/2015,2:14:40,15.549,N,54.379,W,3
8/23/2015,2:16:40,15.549,N,54.387,W,3
8/23/2015,2:18:40,15.548,N,54.395,W,3
8/23/2015,2:20:39,15.548,N,54.403,W,3
8/23/2015,2:22:39,15.548,N,54.411,W,3
8/23/2015,2:24:39,15.548,N,54.419,W,3
8/23/2015,2:26:39,15.548,N,54.427,W,3
8/23/2015,2:28:40,15.548,N,54.435,W,3
8/23/2015,2:30:40,15.548,N,54.443,W,3
8/23/2015,2:32:40,15.548,N,54.451,W,3
8/23/2015,2:34:40,15.548,N,54.459,W,3
8/23/2015,2:36:39,15.548,N,54.467,W,3
8/23/2015,2:38:39,15.548,N,54.475,W,3
8/23/2015,2:40:39,15.548,N,54.483,W,3
8/23/2015,2:42:40,15.548,N,54.492,W,3
8/23/2015,2:44:40,15.548,N,54.5,W,3
8/23/2015,2:46:40,15.549,N,54.508,W,3
8/23/2015,2:48:40,15.549,N,54.516,W,3
8/23/2015,2:50:39,15.549,N,54.524,W,3
8/23/2015,2:52:39,15.549,N,54.533,W,3
8/23/2015,2:54:39,15.549,N,54.541,W,3
8/23/2015,2:56:39,15.549,N,54.549,W,3
8/23/2015,2:58:40,15.549,N,54.557,W,3
8/23/2015,3:00:40,15.549,N,54.566,W,3
8/23/2015,3:02:40,15.549,N,54.574,W,3
8/23/2015,3:04:40,15.549,N,54.582,W,3
8/23/2015,3:06:39,15.55,N,54.591,W,3
8/23/2015,3:08:39,15.55,N,54.599,W,3
8/23/2015,3:10:39,15.55,N,54.607,W,3
8/23/2015,3:12:40,15.55,N,54.616,W,3
8/23/2015,3:14:40,15.55,N,54.624,W,3
8/23/2015,3:16:40,15.55,N,54.632,W,3
8/23/2015,3:18:40,15.55,N,54.641,W,3
8/23/2015,3:20:39,15.551,N,54.649,W,3
8/23/2015,3:22:39,15.551,N,54.658,W,3
8/23/2015,3:24:39,15.551,N,54.666,W,3
8/23/2015,3:26:39,15.551,N,54.674,W,3
8/23/2015,3:28:40,15.551,N,54.683,W,3
8/23/2015,3:30:40,15.551,N,54.691,W,3
8/23/2015,3:32:40,15.552,N,54.7,W,3
8/23/2015,3:34:40,15.552,N,54.708,W,3
8/23/2015,3:36:39,15.552,N,54.717,W,3
8/23/2015,3:38:39,15.552,N,54.725,W,3
8/23/2015,3:40:39,15.552,N,54.734,W,3
8/23/2015,3:42:40,15.553,N,54.742,W,3
8/23/2015,3:44:40,15.553,N,54.751,W,3
8/23/2015,3:46:40,15.553,N,54.759,W,3
8/23/2015,3:48:40,15.553,N,54.768,W,3
8/23/2015,3:50:39,15.554,N,54.776,W,3
8/23/2015,3:52:39,15.554,N,54.785,W,3
8/23/2015,3:54:39,15.554,N,54.793,W,3
8/23/2015,3:56:39,15.554,N,54.802,W,3
8/23/2015,3:58:40,15.555,N,54.81,W,3
8/23/2015,4:00:40,15.555,N,54.819,W,3
8/23/2015,4:02:40,15.555,N,54.828,W,3
8/23/2015,4:04:40,15.555,N,54.836,W,3
8/23/2015,4:06:39,15.555,N,54.845,W,3
8/23/2015,4:08:39,15.556,N,54.853,W,3
8/23/2015,4:10:39,15.556,N,54.862,W,3
8/23/2015,4:12:40,15.556,N,54.87,W,3
8/23/2015,4:14:40,15.556,N,54.879,W,3
8/23/2015,4:16:40,15.557,N,54.888,W,3
8/23/2015,4:18:40,15.557,N,54.896,W,3
8/23/2015,4:20:39,15.557,N,54.905,W,3
8/23/2015,4:22:39,15.557,N,54.913,W,3
8/23/2015,4:24:39,15.558,N,54.922,W,3
8/23/2015,4:26:39,15.558,N,54.931,W,3
8/23/2015,4:28:40,15.558,N,54.939,W,3
8/23/2015,4:30:40,15.559,N,54.948,W,3
8/23/2015,4:32:40,15.559,N,54.956,W,3
8/23/2015,4:34:40,15.559,N,54.965,W,3
8/23/2015,4:36:39,15.559,N,54.974,W,3
8/23/2015,4:38:39,15.56,N,54.982,W,3
8/23/2015,4:40:39,15.56,N,54.991,W,3
8/23/2015,4:42:40,15.56,N,54.999,W,3
8/23/2015,4:44:40,15.56,N,55.008,W,3
8/23/2015,4:46:40,15.561,N,55.017,W,3
8/23/2015,4:48:40,15.561,N,55.025,W,3
8/23/2015,4:50:39,15.561,N,55.034,W,3
8/23/2015,4:52:39,15.561,N,55.042,W,3
8/23/2015,4:54:39,15.562,N,55.051,W,3
8/23/2015,4:56:39,15.562,N,55.06,W,3
8/23/2015,4:58:40,15.562,N,55.068,W,3
8/23/2015,5:00:40,15.562,N,55.077,W,3
8/23/2015,5:02:40,15.562,N,55.085,W,3
8/23/2015,5:04:40,15.563,N,55.094,W,3
8/23/2015,5:06:39,15.563,N,55.103,W,3
8/23/2015,5:08:39,15.563,N,55.111,W,3
8/23/2015,5:10:39,15.563,N,55.12,W,3
8/23/2015,5:12:40,15.564,N,55.128,W,3
8/23/2015,5:14:40,15.564,N,55.137,W,3
8/23/2015,5:16:40,15.564,N,55.145,W,3
8/23/2015,5:18:40,15.564,N,55.154,W,3
8/23/2015,5:20:39,15.564,N,55.162,W,3
8/23/2015,5:22:39,15.565,N,55.171,W,3
8/23/2015,5:24:39,15.565,N,55.179,W,3
8/23/2015,5:26:39,15.565,N,55.188,W,3
8/23/2015,5:28:40,15.565,N,55.196,W,3
8/23/2015,5:30:40,15.565,N,55.205,W,3
8/23/2015,5:32:40,15.566,N,55.213,W,3
8/23/2015,5:34:40,15.566,N,55.222,W,3
8/23/2015,5:36:39,15.566,N,55.23,W,3
8/23/2015,5:38:39,15.566,N,55.239,W,3
8/23/2015,5:40:39,15.566,N,55.247,W,3
8/23/2015,5:42:40,15.567,N,55.256,W,3
8/23/2015,5:44:40,15.567,N,55.264,W,3
8/23/2015,5:46:40,15.567,N,55.273,W,3
8/23/2015,5:48:40,15.567,N,55.281,W,3
8/23/2015,5:50:39,15.567,N,55.29,W,3
8/23/2015,5:52:39,15.567,N,55.298,W,3
8/23/2015,5:54:39,15.567,N,55.306,W,3
8/23/2015,5:56:39,15.568,N,55.315,W,3
8/23/2015,5:58:40,15.568,N,55.323,W,3
8/23/2015,6:00:40,15.568,N,55.332,W,3
8/23/2015,6:02:40,15.568,N,55.34,W,3
8/23/2015,6:04:40,15.568,N,55.348,W,3
8/23/2015,6:06:39,15.568,N,55.357,W,3
8/23/2015,6:08:39,15.568,N,55.365,W,3
8/23/2015,6:10:39,15.568,N,55.373,W,3
8/23/2015,6:12:40,15.569,N,55.382,W,3
8/23/2015,6:14:40,15.569,N,55.39,W,3
8/23/2015,6:16:40,15.569,N,55.399,W,3
8/23/2015,6:18:40,15.569,N,55.407,W,3
8/23/2015,6:20:39,15.569,N,55.415,W,3
8/23/2015,6:22:39,15.569,N,55.424,W,3
8/23/2015,6:24:39,15.569,N,55.432,W,3
8/23/2015,6:26:39,15.569,N,55.44,W,3
8/23/2015,6:28:40,15.569,N,55.448,W,3
8/23/2015,6:30:40,15.569,N,55.457,W,3
8/23/2015,6:32:40,15.569,N,55.465,W,3
8/23/2015,6:34:40,15.569,N,55.473,W,3
8/23/2015,6:36:39,15.57,N,55.482,W,3
8/23/2015,6:38:39,15.57,N,55.49,W,3
8/23/2015,6:40:39,15.57,N,55.498,W,3
8/23/2015,6:42:40,15.57,N,55.506,W,3
8/23/2015,6:44:40,15.57,N,55.515,W,3
8/23/2015,6:46:40,15.57,N,55.523,W,3
8/23/2015,6:48:40,15.57,N,55.531,W,3
8/23/2015,6:50:39,15.57,N,55.539,W,3
8/23/2015,6:52:39,15.57,N,55.548,W,3
8/23/2015,6:54:39,15.57,N,55.556,W,3
8/23/2015,6:56:39,15.57,N,55.564,W,3
8/23/2015,6:58:40,15.57,N,55.572,W,3
8/23/2015,7:00:40,15.57,N,55.581,W,3
8/23/2015,7:02:40,15.57,N,55.589,W,3
8/23/2015,7:04:40,15.57,N,55.597,W,3
8/23/2015,7:06:39,15.57,N,55.605,W,3
8/23/2015,7:08:39,15.57,N,55.614,W,3
8/23/2015,7:10:39,15.57,N,55.622,W,3
8/23/2015,7:12:40,15.57,N,55.63,W,3
8/23/2015,7:14:40,15.57,N,55.638,W,3
8/23/2015,7:16:40,15.57,N,55.646,W,3
8/23/2015,7:18:40,15.57,N,55.655,W,3
8/23/2015,7:20:39,15.57,N,55.663,W,3
8/23/2015,7:22:39,15.57,N,55.671,W,3
8/23/2015,7:24:39,15.57,N,55.679,W,3
8/23/2015,7:26:39,15.57,N,55.687,W,3
8/23/2015,7:28:40,15.57,N,55.695,W,3
8/23/2015,7:30:40,15.57,N,55.704,W,3
8/23/2015,7:32:40,15.57,N,55.712,W,3
8/23/2015,7:34:40,15.57,N,55.72,W,3
8/23/2015,7:36:39,15.57,N,55.728,W,3
8/23/2015,7:38:39,15.57,N,55.736,W,3
8/23/2015,7:40:39,15.57,N,55.744,W,3
8/23/2015,7:42:40,15.57,N,55.752,W,3
8/23/2015,7:44:40,15.57,N,55.761,W,3
8/23/2015,7:46:40,15.57,N,55.769,W,3
8/23/2015,7:48:40,15.57,N,55.777,W,3
8/23/2015,7:50:39,15.57,N,55.785,W,3
8/23/2015,7:52:39,15.57,N,55.793,W,3
8/23/2015,7:54:39,15.57,N,55.801,W,3
8/23/2015,7:56:39,15.57,N,55.809,W,3
8/23/2015,7:58:40,15.57,N,55.817,W,3
8/23/2015,8:00:40,15.57,N,55.826,W,3
8/23/2015,8:02:40,15.57,N,55.834,W,3
8/23/2015,8:04:40,15.57,N,55.842,W,3
8/23/2015,8:04:42,15.57,N,55.842,W,3
8/23/2015,8:06:43,15.569,N,55.851,W,3
8/23/2015,8:08:43,15.568,N,55.859,W,3
8/23/2015,8:10:43,15.566,N,55.868,W,3
8/23/2015,8:12:43,15.565,N,55.876,W,3
8/23/2015,8:14:42,15.564,N,55.885,W,3
8/23/2015,8:16:42,15.564,N,55.893,W,3
8/23/2015,8:18:42,15.563,N,55.902,W,3
8/23/2015,8:20:42,15.562,N,55.91,W,3
8/23/2015,8:22:43,15.561,N,55.918,W,3
8/23/2015,8:24:43,15.561,N,55.927,W,3
8/23/2015,8:26:43,15.56,N,55.935,W,3
8/23/2015,8:28:42,15.56,N,55.943,W,3
8/23/2015,8:30:42,15.559,N,55.951,W,3
8/23/2015,8:32:42,15.559,N,55.96,W,3
8/23/2015,8:34:42,15.559,N,55.968,W,3
8/23/2015,8:36:43,15.559,N,55.976,W,3
8/23/2015,8:38:43,15.558,N,55.984,W,3
8/23/2015,8:40:43,15.558,N,55.992,W,3
8/23/2015,8:42:43,15.558,N,56,W,3
8/23/2015,8:44:42,15.558,N,56.008,W,3
8/23/2015,8:46:42,15.558,N,56.016,W,3
8/23/2015,8:48:42,15.559,N,56.024,W,3
8/23/2015,8:50:42,15.559,N,56.032,W,3
8/23/2015,8:52:43,15.559,N,56.04,W,3
8/23/2015,8:54:43,15.559,N,56.048,W,3
8/23/2015,8:56:43,15.56,N,56.056,W,3
8/23/2015,8:58:42,15.56,N,56.064,W,3
8/23/2015,9:00:42,15.561,N,56.072,W,3
8/23/2015,9:02:42,15.561,N,56.08,W,3
8/23/2015,9:04:42,15.562,N,56.087,W,3
8/23/2015,9:06:43,15.562,N,56.095,W,3
8/23/2015,9:08:43,15.563,N,56.103,W,3
8/23/2015,9:10:43,15.564,N,56.111,W,3
8/23/2015,9:12:43,15.564,N,56.118,W,3
8/23/2015,9:14:42,15.565,N,56.126,W,3
8/23/2015,9:16:42,15.566,N,56.134,W,3
8/23/2015,9:18:42,15.567,N,56.141,W,3
8/23/2015,9:20:42,15.568,N,56.149,W,3
8/23/2015,9:21:28,15.568,N,56.152,W,3
8/23/2015,9:23:28,15.571,N,56.159,W,3
8/23/2015,9:25:28,15.574,N,56.166,W,3
8/23/2015,9:27:29,15.577,N,56.173,W,3
8/23/2015,9:29:29,15.58,N,56.179,W,3
8/23/2015,9:31:29,15.583,N,56.186,W,3
8/23/2015,9:33:29,15.586,N,56.193,W,3
8/23/2015,9:35:28,15.589,N,56.2,W,3
8/23/2015,9:37:28,15.592,N,56.207,W,3
8/23/2015,9:39:28,15.594,N,56.214,W,3
8/23/2015,9:41:28,15.597,N,56.221,W,3
8/23/2015,9:43:29,15.6,N,56.228,W,3
8/23/2015,9:45:29,15.602,N,56.235,W,3
8/23/2015,9:47:29,15.605,N,56.242,W,3
8/23/2015,9:49:29,15.607,N,56.249,W,3
8/23/2015,9:51:28,15.609,N,56.256,W,3
8/23/2015,9:53:28,15.61,N,56.264,W,3
8/23/2015,9:55:28,15.612,N,56.271,W,3
8/23/2015,9:57:29,15.613,N,56.278,W,3
8/23/2015,9:59:29,15.615,N,56.286,W,3
8/23/2015,10:01:29,15.616,N,56.293,W,3
8/23/2015,10:03:29,15.617,N,56.301,W,3
8/23/2015,10:05:28,15.617,N,56.309,W,3
8/23/2015,10:07:28,15.618,N,56.316,W,3
8/23/2015,10:09:28,15.618,N,56.324,W,3
8/23/2015,10:11:28,15.618,N,56.332,W,3
8/23/2015,10:13:29,15.618,N,56.34,W,3
8/23/2015,10:15:29,15.618,N,56.348,W,3
8/23/2015,10:17:29,15.618,N,56.356,W,3
8/23/2015,10:19:29,15.618,N,56.364,W,3
8/23/2015,10:21:28,15.618,N,56.372,W,3
8/23/2015,10:23:28,15.617,N,56.38,W,3
8/23/2015,10:25:28,15.617,N,56.389,W,3
8/23/2015,10:27:29,15.616,N,56.397,W,3
8/23/2015,10:29:29,15.615,N,56.405,W,3
8/23/2015,10:30:28,15.615,N,56.409,W,3
8/23/2015,10:32:27,15.614,N,56.417,W,3
8/23/2015,10:34:27,15.613,N,56.426,W,3
8/23/2015,10:36:27,15.612,N,56.434,W,3
8/23/2015,10:38:27,15.611,N,56.442,W,3
8/23/2015,10:40:28,15.61,N,56.451,W,3
8/23/2015,10:42:28,15.609,N,56.459,W,3
8/23/2015,10:44:28,15.608,N,56.467,W,3
8/23/2015,10:46:28,15.607,N,56.476,W,3
