Track for,Danny,,2015,,,
Date,Time (UTC),Latitu,de,Longit,ude,Category
MM/DD/Year,HH:MM:SS,(deg),,(deg,),
8/23/2015,10:47:18,15.607,N,56.479,W,3
8/23/2015,10:49:18,15.606,N,56.487,W,3
8/23/2015,10:51:17,15.605,N,56.496,W,3
8/23/2015,10:53:17,15.605,N,56.504,W,3
8/23/2015,10:55:17,15.604,N,56.512,W,3
8/23/2015,10:57:18,15.604,N,56.52,W,3
8/23/2015,10:59:18,15.603,N,56.528,W,3
8/23/2015,11:01:18,15.603,N,56.536,W,3
8/23/2015,11:03:18,15.603,N,56.545,W,3
8/23/2015,11:05:17,15.602,N,56.553,W,3
8/23/2015,11:07:17,15.602,N,56.561,W,3
8/23/2015,11:09:17,15.602,N,56.569,W,3
8/23/2015,11:11:17,15.603,N,56.577,W,3
8/23/2015,11:13:18,15.603,N,56.585,W,3
8/23/2015,11:15:18,15.603,N,56.592,W,3
8/23/2015,11:17:18,15.604,N,56.6,W,3
8/23/2015,11:19:18,15.604,N,56.608,W,3
8/23/2015,11:21:17,15.605,N,56.616,W,3
8/23/2015,11:23:17,15.606,N,56.624,W,3
8/23/2015,11:25:17,15.607,N,56.631,W,3
8/23/2015,11:27:18,15.609,N,56.639,W,3
8/23/2015,11:29:18,15.61,N,56.646,W,3
8/23/2015,11:31:18,15.612,N,56.654,W,3
8/23/2015,11:33:18,15.614,N,56.661,W,3
8/23/2015,11:35:17,15.616,N,56.669,W,3
8/23/2015,11:37:17,15.618,N,56.676,W,3
8/23/2015,11:39:17,15.62,N,56.683,W,3
8/23/2015,11:41:17,15.623,N,56.691,W,3
8/23/2015,11:43:18,15.626,N,56.698,W,3
8/23/2015,11:45:18,15.629,N,56.705,W,3
8/23/2015,11:47:18,15.632,N,56.712,W,3
8/23/2015,11:49:18,15.635,N,56.719,W,3
8/23/2015,11:51:17,15.639,N,56.725,W,3
8/23/2015,11:51:45,15.64,N,56.727,W,3
8/23/2015,11:53:45,15.641,N,56.735,W,3
8/23/2015,11:55:45,15.642,N,56.742,W,3
8/23/2015,11:57:45,15.642,N,56.75,W,3
8/23/2015,11:59:46,15.643,N,56.758,W,3
8/23/2015,12:01:46,15.644,N,56.766,W,3
8/23/2015,12:03:46,15.644,N,56.773,W,3
8/23/2015,12:05:46,15.645,N,56.781,W,3
8/23/2015,12:07:45,15.646,N,56.789,W,3
8/23/2015,12:09:45,15.646,N,56.797,W,3
8/23/2015,12:11:45,15.647,N,56.804,W,3
8/23/2015,12:13:45,15.647,N,56.812,W,3
8/23/2015,12:15:46,15.648,N,56.82,W,3
8/23/2015,12:17:46,15.648,N,56.828,W,3
8/23/2015,12:19:46,15.649,N,56.836,W,3
8/23/2015,12:21:45,15.649,N,56.843,W,3
8/23/2015,12:23:45,15.65,N,56.851,W,3
8/23/2015,12:25:45,15.65,N,56.859,W,3
8/23/2015,12:27:45,15.65,N,56.867,W,3
8/23/2015,12:29:46,15.65,N,56.875,W,3
8/23/2015,12:31:46,15.651,N,56.882,W,3
8/23/2015,12:33:46,15.651,N,56.89,W,3
8/23/2015,12:35:46,15.651,N,56.898,W,3
8/23/2015,12:37:45,15.651,N,56.906,W,3
8/23/2015,12:39:45,15.651,N,56.914,W,3
8/23/2015,12:41:45,15.651,N,56.921,W,3
8/23/2015,12:43:45,15.651,N,56.929,W,3
8/23/2015,12:45:46,15.651,N,56.937,W,3
8/23/2015,12:47:46,15.651,N,56.945,W,3
8/23/2015,12:49:46,15.651,N,56.953,W,3
8/23/2015,12:51:45,15.651,N,56.961,W,3
8/23/2015,12:53:45,15.651,N,56.969,W,3
8/23/2015,12:55:45,15.651,N,56.977,W,3
8/23/2015,12:57:45,15.651,N,56.984,W,3
8/23/2015,12:59:46,15.65,N,56.992,W,3
8/23/2015,13:01:46,15.65,N,57,W,3
8/23/2015,13:03:46,15.65,N,57.008,W,3
8/23/2015,13:05:46,15.649,N,57.016,W,3
8/23/2015,13:07:45,15.649,N,57.024,W,3
8/23/2015,13:09:45,15.648,N,57.032,W,3
8/23/2015,13:11:45,15.648,N,57.04,W,3
8/23/2015,13:13:45,15.647,N,57.048,W,3
8/23/2015,13:15:46,15.646,N,57.056,W,3
8/23/2015,13:17:46,15.646,N,57.064,W,3
8/23/2015,13:19:46,15.645,N,57.072,W,3
8/23/2015,13:21:45,15.644,N,57.08,W,3
8/23/2015,13:23:45,15.643,N,57.088,W,3
8/23/2015,13:25:45,15.642,N,57.096,W,3
8/23/2015,13:27:45,15.641,N,57.104,W,3
8/23/2015,13:29:46,15.64,N,57.112,W,3
8/23/2015,13:31:46,15.639,N,57.12,W,3
8/23/2015,13:33:46,15.638,N,57.128,W,3
8/23/2015,13:35:46,15.637,N,57.136,W,3
8/23/2015,13:37:45,15.636,N,57.144,W,3
8/23/2015,13:39:45,15.634,N,57.152,W,3
8/23/2015,13:41:45,15.633,N,57.16,W,3
8/23/2015,13:43:45,15.631,N,57.168,W,3
8/23/2015,13:45:46,15.63,N,57.176,W,3
8/23/2015,13:47:46,15.628,N,57.184,W,3
8/23/2015,13:49:46,15.627,N,57.192,W,3
8/23/2015,13:51:45,15.625,N,57.2,W,3
8/23/2015,13:53:45,15.624,N,57.208,W,3
8/23/2015,13:55:45,15.622,N,57.216,W,3
8/23/2015,13:57:45,15.62,N,57.225,W,3
8/23/2015,13:59:46,15.618,N,57.233,W,3
8/23/2015,14:01:46,15.616,N,57.241,W,3
8/23/2015,14:03:46,15.614,N,57.249,W,3
8/23/2015,14:05:46,15.612,N,57.257,W,3
8/23/2015,14:07:45,15.61,N,57.265,W,3
8/23/2015,14:09:45,15.608,N,57.273,W,3
8/23/2015,14:11:45,15.606,N,57.282,W,3
8/23/2015,14:13:45,15.604,N,57.29,W,3
8/23/2015,14:15:46,15.602,N,57.298,W,3
8/23/2015,14:17:46,15.599,N,57.306,W,3
8/23/2015,14:19:46,15.597,N,57.314,W,3
8/23/2015,14:21:45,15.595,N,57.322,W,3
8/23/2015,14:23:45,15.592,N,57.33,W,3
8/23/2015,14:25:45,15.59,N,57.339,W,3
8/23/2015,14:27:45,15.588,N,57.347,W,3
8/23/2015,14:29:46,15.585,N,57.355,W,3
8/23/2015,14:31:46,15.583,N,57.363,W,3
8/23/2015,14:33:46,15.58,N,57.371,W,3
8/23/2015,14:35:46,15.577,N,57.379,W,3
8/23/2015,14:37:45,15.575,N,57.387,W,3
8/23/2015,14:39:45,15.572,N,57.395,W,3
8/23/2015,14:41:45,15.57,N,57.404,W,3
8/23/2015,14:43:45,15.567,N,57.412,W,3
8/23/2015,14:45:46,15.564,N,57.42,W,3
8/23/2015,14:47:46,15.561,N,57.428,W,3
8/23/2015,14:49:46,15.559,N,57.436,W,3
8/23/2015,14:51:45,15.556,N,57.444,W,3
8/23/2015,14:53:45,15.553,N,57.452,W,3
8/23/2015,14:55:45,15.55,N,57.46,W,3
8/23/2015,14:57:45,15.548,N,57.468,W,3
8/23/2015,14:59:46,15.545,N,57.476,W,3
8/23/2015,15:01:46,15.542,N,57.484,W,3
8/23/2015,15:03:46,15.539,N,57.492,W,3
8/23/2015,15:05:46,15.536,N,57.5,W,3
8/23/2015,15:07:45,15.533,N,57.508,W,3
8/23/2015,15:09:45,15.53,N,57.516,W,3
8/23/2015,15:11:45,15.527,N,57.524,W,3
8/23/2015,15:13:45,15.524,N,57.532,W,3
8/23/2015,15:15:46,15.521,N,57.54,W,3
8/23/2015,15:17:46,15.519,N,57.548,W,3
8/23/2015,15:19:46,15.516,N,57.556,W,3
8/23/2015,15:21:45,15.513,N,57.564,W,3
8/23/2015,15:23:45,15.51,N,57.572,W,3
8/23/2015,15:25:45,15.507,N,57.58,W,3
8/23/2015,15:27:45,15.504,N,57.587,W,3
8/23/2015,15:29:46,15.501,N,57.595,W,3
8/23/2015,15:31:46,15.498,N,57.603,W,3
8/23/2015,15:33:46,15.495,N,57.611,W,3
8/23/2015,15:35:46,15.492,N,57.618,W,3
8/23/2015,15:37:45,15.489,N,57.626,W,3
8/23/2015,15:39:45,15.486,N,57.634,W,3
8/23/2015,15:41:45,15.483,N,57.642,W,3
8/23/2015,15:43:45,15.48,N,57.649,W,3
8/23/2015,15:43:56,15.48,N,57.65,W,3
8/23/2015,15:45:57,15.477,N,57.656,W,3
8/23/2015,15:47:57,15.474,N,57.663,W,3
8/23/2015,15:49:57,15.471,N,57.669,W,3
8/23/2015,15:51:56,15.469,N,57.675,W,3
8/23/2015,15:53:56,15.466,N,57.682,W,3
8/23/2015,15:55:56,15.463,N,57.688,W,3
8/23/2015,15:57:56,15.46,N,57.694,W,3
8/23/2015,15:59:57,15.457,N,57.7,W,3
8/23/2015,16:01:57,15.454,N,57.707,W,3
8/23/2015,16:03:57,15.451,N,57.713,W,3
8/23/2015,16:05:57,15.448,N,57.719,W,3
8/23/2015,16:07:56,15.445,N,57.725,W,3
8/23/2015,16:09:56,15.442,N,57.731,W,3
8/23/2015,16:11:56,15.44,N,57.737,W,3
8/23/2015,16:13:56,15.437,N,57.743,W,3
8/23/2015,16:15:56,15.434,N,57.75,W,3
8/23/2015,16:17:56,15.431,N,57.756,W,3
8/23/2015,16:19:56,15.428,N,57.762,W,3
8/23/2015,16:21:57,15.425,N,57.768,W,3
8/23/2015,16:23:57,15.422,N,57.774,W,3
8/23/2015,16:25:57,15.419,N,57.78,W,3
8/23/2015,16:27:57,15.416,N,57.786,W,3
8/23/2015,16:29:57,15.413,N,57.792,W,3
8/23/2015,16:31:57,15.411,N,57.798,W,3
8/23/2015,16:33:57,15.408,N,57.804,W,3
8/23/2015,16:35:57,15.405,N,57.809,W,3
8/23/2015,16:37:56,15.402,N,57.815,W,3
8/23/2015,16:39:56,15.399,N,57.821,W,3
8/23/2015,16:41:56,15.397,N,57.827,W,3
8/23/2015,16:43:56,15.394,N,57.833,W,3
8/23/2015,16:45:56,15.391,N,57.839,W,3
8/23/2015,16:47:56,15.388,N,57.845,W,3
8/23/2015,16:49:56,15.386,N,57.851,W,3
8/23/2015,16:51:57,15.383,N,57.857,W,3
8/23/2015,16:53:57,15.38,N,57.862,W,3
8/23/2015,16:55:57,15.378,N,57.868,W,3
8/23/2015,16:57:57,15.375,N,57.874,W,3
8/23/2015,16:59:57,15.372,N,57.88,W,3
8/23/2015,17:01:57,15.37,N,57.886,W,3
8/23/2015,17:03:57,15.367,N,57.892,W,3
8/23/2015,17:05:57,15.365,N,57.897,W,3
8/23/2015,17:07:56,15.362,N,57.903,W,3
8/23/2015,17:09:56,15.36,N,57.909,W,3
8/23/2015,17:11:56,15.357,N,57.915,W,3
8/23/2015,17:13:56,15.355,N,57.921,W,3
8/23/2015,17:15:56,15.353,N,57.927,W,3
8/23/2015,17:17:56,15.35,N,57.932,W,3
8/23/2015,17:19:56,15.348,N,57.938,W,3
8/23/2015,17:21:57,15.346,N,57.944,W,3
8/23/2015,17:23:57,15.344,N,57.95,W,3
8/23/2015,17:25:57,15.341,N,57.956,W,3
8/23/2015,17:27:57,15.339,N,57.961,W,3
8/23/2015,17:29:57,15.337,N,57.967,W,3
8/23/2015,17:31:57,15.335,N,57.973,W,3
8/23/2015,17:33:57,15.333,N,57.979,W,3
8/23/2015,17:35:57,15.331,N,57.985,W,3
8/23/2015,17:37:56,15.329,N,57.991,W,3
8/23/2015,17:39:56,15.328,N,57.996,W,3
8/23/2015,17:41:56,15.326,N,58.002,W,3
8/23/2015,17:43:56,15.324,N,58.008,W,3
8/23/2015,17:45:56,15.322,N,58.014,W,3
8/23/2015,17:47:56,15.321,N,58.02,W,3
8/23/2015,17:49:56,15.319,N,58.026,W,3
8/23/2015,17:51:57,15.317,N,58.032,W,3
8/23/2015,17:53:57,15.316,N,58.038,W,3
8/23/2015,17:55:57,15.315,N,58.044,W,3
8/23/2015,17:57:57,15.313,N,58.05,W,3
8/23/2015,17:59:57,15.312,N,58.056,W,3
8/23/2015,18:01:57,15.311,N,58.061,W,3
8/23/2015,18:03:57,15.309,N,58.067,W,3
8/23/2015,18:05:57,15.308,N,58.073,W,3
8/23/2015,18:07:56,15.307,N,58.079,W,3
8/23/2015,18:09:56,15.306,N,58.085,W,3
8/23/2015,18:11:56,15.305,N,58.091,W,3
8/23/2015,18:13:56,15.304,N,58.098,W,3
8/23/2015,18:15:56,15.304,N,58.104,W,3
8/23/2015,18:17:56,15.303,N,58.11,W,3
8/23/2015,18:19:56,15.302,N,58.116,W,3
8/23/2015,18:21:57,15.302,N,58.122,W,3
8/23/2015,18:23:57,15.301,N,58.128,W,3
8/23/2015,18:25:57,15.301,N,58.134,W,3
8/23/2015,18:27:57,15.3,N,58.14,W,3
8/23/2015,18:29:57,15.3,N,58.146,W,3
8/23/2015,18:31:57,15.3,N,58.153,W,3
8/23/2015,18:33:57,15.299,N,58.159,W,3
8/23/2015,18:35:57,15.299,N,58.165,W,3
8/23/2015,18:37:56,15.299,N,58.171,W,3
8/23/2015,18:39:56,15.299,N,58.178,W,3
8/23/2015,18:41:56,15.299,N,58.184,W,3
8/23/2015,18:43:56,15.299,N,58.19,W,3
8/23/2015,18:45:56,15.299,N,58.196,W,3
8/23/2015,18:47:56,15.299,N,58.203,W,3
8/23/2015,18:49:56,15.3,N,58.209,W,3
8/23/2015,18:51:57,15.3,N,58.215,W,3
8/23/2015,18:53:57,15.3,N,58.222,W,3
8/23/2015,18:55:57,15.301,N,58.228,W,3
8/23/2015,18:57:57,15.301,N,58.234,W,3
8/23/2015,18:59:57,15.302,N,58.241,W,3
8/23/2015,19:01:57,15.302,N,58.247,W,3
8/23/2015,19:03:57,15.303,N,58.253,W,3
8/23/2015,19:05:57,15.304,N,58.26,W,3
8/23/2015,19:07:56,15.304,N,58.266,W,3
8/23/2015,19:09:56,15.305,N,58.273,W,3
8/23/2015,19:11:56,15.306,N,58.279,W,3
8/23/2015,19:13:56,15.307,N,58.286,W,3
8/23/2015,19:15:56,15.308,N,58.292,W,3
8/23/2015,19:17:56,15.308,N,58.299,W,3
8/23/2015,19:19:56,15.309,N,58.305,W,3
8/23/2015,19:21:57,15.31,N,58.312,W,3
8/23/2015,19:23:57,15.312,N,58.318,W,3
8/23/2015,19:25:57,15.313,N,58.325,W,3
8/23/2015,19:27:57,15.314,N,58.331,W,3
8/23/2015,19:29:57,15.315,N,58.338,W,3
8/23/2015,19:31:57,15.316,N,58.344,W,3
8/23/2015,19:33:57,15.318,N,58.351,W,3
8/23/2015,19:35:57,15.319,N,58.357,W,3
8/23/2015,19:36:09,15.319,N,58.358,W,3
8/23/2015,19:38:09,15.321,N,58.365,W,3
8/23/2015,19:40:08,15.322,N,58.371,W,3
8/23/2015,19:42:08,15.324,N,58.378,W,3
8/23/2015,19:44:08,15.326,N,58.385,W,3
8/23/2015,19:46:08,15.328,N,58.392,W,3
8/23/2015,19:48:08,15.33,N,58.398,W,3
8/23/2015,19:50:08,15.331,N,58.405,W,3
8/23/2015,19:52:08,15.333,N,58.412,W,3
8/23/2015,19:54:08,15.335,N,58.419,W,3
8/23/2015,19:56:09,15.337,N,58.425,W,3
8/23/2015,19:58:09,15.339,N,58.432,W,3
8/23/2015,20:00:09,15.341,N,58.439,W,3
8/23/2015,20:02:09,15.343,N,58.446,W,3
8/23/2015,20:04:09,15.345,N,58.452,W,3
8/23/2015,20:06:09,15.347,N,58.459,W,3
8/23/2015,20:08:09,15.349,N,58.466,W,3
8/23/2015,20:10:08,15.351,N,58.473,W,3
8/23/2015,20:12:08,15.353,N,58.479,W,3
8/23/2015,20:14:08,15.355,N,58.486,W,3
8/23/2015,20:16:08,15.357,N,58.493,W,3
8/23/2015,20:18:08,15.36,N,58.5,W,3
8/23/2015,20:20:08,15.362,N,58.506,W,3
8/23/2015,20:22:08,15.364,N,58.513,W,3
8/23/2015,20:24:08,15.366,N,58.52,W,3
8/23/2015,20:26:09,15.368,N,58.527,W,3
8/23/2015,20:28:09,15.37,N,58.533,W,3
8/23/2015,20:30:09,15.372,N,58.54,W,3
8/23/2015,20:32:09,15.374,N,58.547,W,3
8/23/2015,20:34:09,15.377,N,58.554,W,3
8/23/2015,20:36:09,15.379,N,58.561,W,3
8/23/2015,20:38:09,15.381,N,58.567,W,3
8/23/2015,20:40:08,15.383,N,58.574,W,3
8/23/2015,20:42:08,15.385,N,58.581,W,3
8/23/2015,20:44:08,15.387,N,58.588,W,3
8/23/2015,20:46:08,15.389,N,58.594,W,3
8/23/2015,20:48:08,15.392,N,58.601,W,3
8/23/2015,20:50:08,15.394,N,58.608,W,3
8/23/2015,20:52:08,15.396,N,58.615,W,3
8/23/2015,20:54:08,15.398,N,58.621,W,3
8/23/2015,20:56:09,15.4,N,58.628,W,3
8/23/2015,20:58:09,15.402,N,58.635,W,3
8/23/2015,21:00:09,15.404,N,58.641,W,3
8/23/2015,21:02:09,15.406,N,58.648,W,3
8/23/2015,21:04:09,15.408,N,58.655,W,3
8/23/2015,21:06:09,15.41,N,58.662,W,3
8/23/2015,21:08:09,15.413,N,58.668,W,3
8/23/2015,21:10:08,15.415,N,58.675,W,3
8/23/2015,21:12:08,15.417,N,58.682,W,3
8/23/2015,21:14:08,15.419,N,58.689,W,3
8/23/2015,21:16:08,15.421,N,58.695,W,3
8/23/2015,21:18:08,15.423,N,58.702,W,3
8/23/2015,21:20:08,15.425,N,58.709,W,3
8/23/2015,21:22:08,15.427,N,58.715,W,3
8/23/2015,21:24:08,15.429,N,58.722,W,3
8/23/2015,21:24:59,15.43,N,58.725,W,3
8/23/2015,21:26:59,15.433,N,58.732,W,3
8/23/2015,21:28:59,15.435,N,58.739,W,3
8/23/2015,21:31:00,15.438,N,58.746,W,3
8/23/2015,21:33:00,15.44,N,58.754,W,3
8/23/2015,21:35:00,15.443,N,58.761,W,3
8/23/2015,21:37:00,15.445,N,58.768,W,3
8/23/2015,21:39:00,15.448,N,58.775,W,3
8/23/2015,21:41:00,15.451,N,58.783,W,3
8/23/2015,21:43:00,15.453,N,58.79,W,3
8/23/2015,21:45:00,15.456,N,58.797,W,3
8/23/2015,21:46:59,15.459,N,58.804,W,3
8/23/2015,21:48:59,15.461,N,58.811,W,3
8/23/2015,21:50:59,15.464,N,58.819,W,3
8/23/2015,21:52:59,15.466,N,58.826,W,3
8/23/2015,21:54:59,15.469,N,58.833,W,3
8/23/2015,21:56:59,15.471,N,58.84,W,3
8/23/2015,21:58:59,15.474,N,58.847,W,3
8/23/2015,22:01:00,15.477,N,58.854,W,3
8/23/2015,22:03:00,15.479,N,58.861,W,3
8/23/2015,22:05:00,15.482,N,58.869,W,3
8/23/2015,22:07:00,15.484,N,58.876,W,3
8/23/2015,22:09:00,15.486,N,58.883,W,3
8/23/2015,22:11:00,15.489,N,58.89,W,3
8/23/2015,22:13:00,15.491,N,58.897,W,3
8/23/2015,22:15:00,15.494,N,58.904,W,3
8/23/2015,22:16:59,15.496,N,58.911,W,3
8/23/2015,22:18:59,15.498,N,58.918,W,3
8/23/2015,22:20:59,15.5,N,58.925,W,3
8/23/2015,22:22:59,15.503,N,58.931,W,3
8/23/2015,22:24:59,15.505,N,58.938,W,3
8/23/2015,22:26:59,15.507,N,58.945,W,3
8/23/2015,22:28:59,15.509,N,58.952,W,3
8/23/2015,22:31:00,15.511,N,58.958,W,3
8/23/2015,22:33:00,15.513,N,58.965,W,3
8/23/2015,22:35:00,15.515,N,58.972,W,3
8/23/2015,22:37:00,15.517,N,58.978,W,3
8/23/2015,22:39:00,15.519,N,58.985,W,3
8/23/2015,22:41:00,15.52,N,58.991,W,3
8/23/2015,22:43:00,15.522,N,58.998,W,3
8/23/2015,22:45:00,15.524,N,59.004,W,3
8/23/2015,22:46:59,15.525,N,59.01,W,3
8/23/2015,22:48:59,15.526,N,59.016,W,3
8/23/2015,22:50:59,15.528,N,59.023,W,3
8/23/2015,22:52:59,15.529,N,59.029,W,3
8/23/2015,22:54:59,15.53,N,59.035,W,3
8/23/2015,22:56:59,15.532,N,59.041,W,3
8/23/2015,22:58:59,15.533,N,59.047,W,3
8/23/2015,23:01:00,15.534,N,59.052,W,3
8/23/2015,23:03:00,15.535,N,59.058,W,3
8/23/2015,23:05:00,15.535,N,59.064,W,3
8/23/2015,23:07:00,15.536,N,59.069,W,3
8/23/2015,23:09:00,15.537,N,59.075,W,3
8/23/2015,23:11:00,15.537,N,59.08,W,3
8/23/2015,23:13:00,15.538,N,59.086,W,3
8/23/2015,23:13:26,15.538,N,59.087,W,3
8/23/2015,23:15:26,15.539,N,59.093,W,3
8/23/2015,23:17:26,15.54,N,59.098,W,3
8/23/2015,23:19:26,15.54,N,59.104,W,3
8/23/2015,23:21:26,15.541,N,59.11,W,3
8/23/2015,23:23:26,15.542,N,59.115,W,3
8/23/2015,23:25:26,15.542,N,59.121,W,3
8/23/2015,23:27:25,15.543,N,59.126,W,3
8/23/2015,23:29:25,15.543,N,59.131,W,3
8/23/2015,23:31:25,15.544,N,59.137,W,3
8/23/2015,23:33:25,15.544,N,59.142,W,3
8/23/2015,23:35:25,15.544,N,59.147,W,3
8/23/2015,23:37:25,15.544,N,59.152,W,3
8/23/2015,23:39:25,15.544,N,59.157,W,3
8/23/2015,23:41:25,15.544,N,59.162,W,3
8/23/2015,23:43:26,15.544,N,59.167,W,3
8/23/2015,23:45:26,15.544,N,59.172,W,3
8/23/2015,23:47:26,15.544,N,59.177,W,3
8/23/2015,23:49:26,15.544,N,59.182,W,3
8/23/2015,23:51:26,15.543,N,59.186,W,3
8/23/2015,23:53:26,15.543,N,59.191,W,3
8/23/2015,23:55:26,15.542,N,59.195,W,3
8/23/2015,23:57:25,15.542,N,59.2,W,3
8/23/2015,23:59:25,15.541,N,59.204,W,3
8/24/2015,0:01:25,15.54,N,59.209,W,3
8/24/2015,0:03:25,15.539,N,59.213,W,3
8/24/2015,0:05:25,15.538,N,59.217,W,3
8/24/2015,0:07:25,15.537,N,59.221,W,3
8/24/2015,0:09:25,15.536,N,59.225,W,3
8/24/2015,0:11:25,15.535,N,59.229,W,3
8/24/2015,0:13:26,15.534,N,59.233,W,3
8/24/2015,0:15:26,15.532,N,59.237,W,3
8/24/2015,0:17:26,15.531,N,59.241,W,3
8/24/2015,0:19:26,15.53,N,59.244,W,3
8/24/2015,0:21:26,15.528,N,59.248,W,3
8/24/2015,0:23:26,15.526,N,59.252,W,3
8/24/2015,0:25:26,15.525,N,59.255,W,3
8/24/2015,0:27:25,15.523,N,59.259,W,3
8/24/2015,0:29:25,15.521,N,59.262,W,3
8/24/2015,0:31:25,15.519,N,59.266,W,3
8/24/2015,0:33:25,15.517,N,59.269,W,3
8/24/2015,0:35:25,15.515,N,59.272,W,3
8/24/2015,0:37:25,15.513,N,59.275,W,3
8/24/2015,0:39:25,15.511,N,59.279,W,3
8/24/2015,0:41:25,15.509,N,59.282,W,3
8/24/2015,0:43:26,15.507,N,59.285,W,3
8/24/2015,0:44:54,15.505,N,59.287,W,3
8/24/2015,0:46:54,15.504,N,59.291,W,3
8/24/2015,0:48:54,15.503,N,59.295,W,3
8/24/2015,0:50:54,15.502,N,59.299,W,3
8/24/2015,0:52:54,15.501,N,59.303,W,3
8/24/2015,0:54:54,15.5,N,59.307,W,3
8/24/2015,0:56:54,15.499,N,59.311,W,3
8/24/2015,0:58:53,15.498,N,59.314,W,3
8/24/2015,1:00:53,15.497,N,59.318,W,3
8/24/2015,1:02:53,15.496,N,59.322,W,3
8/24/2015,1:04:53,15.495,N,59.326,W,3
8/24/2015,1:06:53,15.494,N,59.33,W,3
8/24/2015,1:08:53,15.493,N,59.333,W,3
8/24/2015,1:10:53,15.492,N,59.337,W,3
8/24/2015,1:12:53,15.491,N,59.341,W,3
8/24/2015,1:14:54,15.49,N,59.344,W,3
8/24/2015,1:16:54,15.489,N,59.348,W,3
8/24/2015,1:18:54,15.488,N,59.351,W,3
8/24/2015,1:20:54,15.487,N,59.355,W,3
8/24/2015,1:22:54,15.485,N,59.358,W,3
8/24/2015,1:24:54,15.484,N,59.362,W,3
8/24/2015,1:26:54,15.483,N,59.365,W,3
8/24/2015,1:28:53,15.482,N,59.368,W,3
8/24/2015,1:30:53,15.481,N,59.372,W,3
8/24/2015,1:32:53,15.479,N,59.375,W,3
8/24/2015,1:34:53,15.478,N,59.378,W,3
8/24/2015,1:36:53,15.477,N,59.382,W,3
8/24/2015,1:38:53,15.476,N,59.385,W,3
8/24/2015,1:40:53,15.474,N,59.388,W,3
8/24/2015,1:42:53,15.473,N,59.391,W,3
8/24/2015,1:44:54,15.472,N,59.394,W,3
8/24/2015,1:46:54,15.47,N,59.397,W,3
8/24/2015,1:48:54,15.469,N,59.4,W,3
8/24/2015,1:50:54,15.467,N,59.403,W,3
8/24/2015,1:52:54,15.466,N,59.406,W,3
8/24/2015,1:54:54,15.464,N,59.409,W,3
8/24/2015,1:56:54,15.463,N,59.412,W,3
8/24/2015,1:58:53,15.461,N,59.414,W,3
8/24/2015,2:00:53,15.46,N,59.417,W,3
8/24/2015,2:02:53,15.458,N,59.42,W,3
8/24/2015,2:04:53,15.457,N,59.423,W,3
8/24/2015,2:06:53,15.455,N,59.425,W,3
8/24/2015,2:08:53,15.454,N,59.428,W,3
8/24/2015,2:10:53,15.452,N,59.43,W,3
8/24/2015,2:12:53,15.45,N,59.433,W,3
8/24/2015,2:14:54,15.449,N,59.435,W,3
8/24/2015,2:16:54,15.447,N,59.438,W,3
8/24/2015,2:18:54,15.445,N,59.44,W,3
8/24/2015,2:20:54,15.444,N,59.443,W,3
8/24/2015,2:22:54,15.442,N,59.445,W,3
8/24/2015,2:24:54,15.44,N,59.448,W,3
8/24/2015,2:26:54,15.439,N,59.45,W,3
8/24/2015,2:28:53,15.437,N,59.452,W,3
8/24/2015,2:30:53,15.435,N,59.455,W,3
8/24/2015,2:32:53,15.433,N,59.457,W,3
8/24/2015,2:34:53,15.432,N,59.459,W,3
8/24/2015,2:36:53,15.43,N,59.462,W,3
8/24/2015,2:38:53,15.428,N,59.464,W,3
8/24/2015,2:40:53,15.426,N,59.466,W,3
8/24/2015,2:42:53,15.424,N,59.468,W,3
8/24/2015,2:44:54,15.423,N,59.471,W,3
8/24/2015,2:46:54,15.421,N,59.473,W,3
8/24/2015,2:48:54,15.419,N,59.475,W,3
8/24/2015,2:50:54,15.417,N,59.477,W,3
8/24/2015,2:52:54,15.415,N,59.48,W,3
8/24/2015,2:54:54,15.413,N,59.482,W,3
8/24/2015,2:56:54,15.411,N,59.484,W,3
8/24/2015,2:58:53,15.41,N,59.486,W,3
8/24/2015,3:00:53,15.408,N,59.489,W,3
8/24/2015,3:02:53,15.406,N,59.491,W,3
8/24/2015,3:04:53,15.404,N,59.493,W,3
8/24/2015,3:06:53,15.402,N,59.496,W,3
8/24/2015,3:08:53,15.4,N,59.498,W,3
8/24/2015,3:10:53,15.398,N,59.5,W,3
8/24/2015,3:12:53,15.396,N,59.503,W,3
8/24/2015,3:14:54,15.395,N,59.505,W,3
8/24/2015,3:16:54,15.393,N,59.507,W,3
8/24/2015,3:18:54,15.391,N,59.51,W,3
8/24/2015,3:20:54,15.389,N,59.512,W,3
8/24/2015,3:22:54,15.387,N,59.514,W,3
8/24/2015,3:24:54,15.385,N,59.517,W,3
8/24/2015,3:26:54,15.383,N,59.519,W,3
8/24/2015,3:28:53,15.381,N,59.522,W,3
8/24/2015,3:30:53,15.38,N,59.524,W,3
8/24/2015,3:32:53,15.378,N,59.527,W,3
8/24/2015,3:34:53,15.376,N,59.53,W,3
8/24/2015,3:36:53,15.374,N,59.532,W,3
8/24/2015,3:38:53,15.372,N,59.535,W,3
8/24/2015,3:40:53,15.37,N,59.538,W,3
8/24/2015,3:42:53,15.368,N,59.54,W,3
8/24/2015,3:44:54,15.367,N,59.543,W,3
8/24/2015,3:46:54,15.365,N,59.546,W,3
