Track,for,Katia,2011,,,
Date,Time,(UTC),Latitude,Longitude,,Category
MM/DD/Year,HH:MM:SS,(deg),(deg),,,
9/7/2011,0:26:38,27.73,N,66.952,W,4
9/7/2011,0:28:38,27.733,N,66.956,W,4
9/7/2011,0:30:37,27.735,N,66.96,W,4
9/7/2011,0:32:37,27.738,N,66.963,W,4
9/7/2011,0:34:38,27.74,N,66.967,W,4
9/7/2011,0:36:38,27.742,N,66.971,W,4
9/7/2011,0:38:37,27.745,N,66.975,W,4
9/7/2011,0:40:37,27.747,N,66.979,W,4
9/7/2011,0:42:38,27.749,N,66.983,W,4
9/7/2011,0:44:37,27.752,N,66.987,W,4
9/7/2011,0:46:37,27.754,N,66.991,W,4
9/7/2011,0:48:38,27.757,N,66.995,W,4
9/7/2011,0:50:38,27.759,N,66.998,W,4
9/7/2011,0:52:37,27.762,N,67.002,W,4
9/7/2011,0:54:37,27.764,N,67.006,W,4
9/7/2011,0:56:38,27.767,N,67.01,W,4
9/7/2011,0:58:38,27.769,N,67.014,W,4
9/7/2011,1:00:37,27.771,N,67.018,W,4
9/7/2011,1:02:37,27.774,N,67.022,W,4
9/7/2011,1:04:38,27.776,N,67.026,W,4
9/7/2011,1:06:38,27.779,N,67.03,W,4
9/7/2011,1:08:37,27.781,N,67.033,W,4
9/7/2011,1:10:37,27.784,N,67.037,W,4
9/7/2011,1:12:38,27.787,N,67.041,W,4
9/7/2011,1:14:37,27.789,N,67.045,W,4
9/7/2011,1:16:37,27.792,N,67.049,W,4
9/7/2011,1:18:38,27.794,N,67.053,W,4
9/7/2011,1:20:38,27.797,N,67.057,W,4
9/7/2011,1:22:37,27.799,N,67.061,W,4
9/7/2011,1:24:37,27.802,N,67.065,W,4
9/7/2011,1:26:38,27.804,N,67.068,W,4
9/7/2011,1:28:38,27.807,N,67.072,W,4
9/7/2011,1:30:37,27.81,N,67.076,W,4
9/7/2011,1:32:37,27.812,N,67.08,W,4
9/7/2011,1:34:38,27.815,N,67.084,W,4
9/7/2011,1:36:38,27.817,N,67.088,W,4
9/7/2011,1:38:37,27.82,N,67.092,W,4
9/7/2011,1:40:37,27.823,N,67.096,W,4
9/7/2011,1:42:38,27.825,N,67.1,W,4
9/7/2011,1:44:37,27.828,N,67.103,W,4
9/7/2011,1:46:37,27.83,N,67.107,W,4
9/7/2011,1:48:38,27.833,N,67.111,W,4
9/7/2011,1:50:38,27.836,N,67.115,W,4
9/7/2011,1:52:37,27.838,N,67.119,W,4
9/7/2011,1:54:37,27.841,N,67.123,W,4
9/7/2011,1:56:38,27.844,N,67.127,W,4
9/7/2011,1:58:38,27.846,N,67.131,W,4
9/7/2011,2:00:37,27.849,N,67.135,W,4
9/7/2011,2:02:37,27.852,N,67.138,W,4
9/7/2011,2:04:38,27.855,N,67.142,W,4
9/7/2011,2:06:38,27.857,N,67.146,W,4
9/7/2011,2:08:37,27.86,N,67.15,W,4
9/7/2011,2:10:37,27.863,N,67.154,W,4
9/7/2011,2:12:38,27.865,N,67.158,W,4
9/7/2011,2:14:37,27.868,N,67.162,W,4
9/7/2011,2:16:37,27.871,N,67.166,W,4
9/7/2011,2:18:38,27.874,N,67.17,W,4
9/7/2011,2:20:38,27.876,N,67.173,W,4
9/7/2011,2:22:37,27.879,N,67.177,W,4
9/7/2011,2:24:37,27.882,N,67.181,W,4
9/7/2011,2:26:38,27.885,N,67.185,W,4
9/7/2011,2:28:38,27.887,N,67.189,W,4
9/7/2011,2:30:37,27.89,N,67.193,W,4
9/7/2011,2:32:37,27.893,N,67.197,W,4
9/7/2011,2:34:38,27.896,N,67.201,W,4
9/7/2011,2:36:38,27.898,N,67.205,W,4
9/7/2011,2:38:37,27.901,N,67.208,W,4
9/7/2011,2:40:37,27.904,N,67.212,W,4
9/7/2011,2:42:38,27.907,N,67.216,W,4
9/7/2011,2:44:37,27.91,N,67.22,W,4
9/7/2011,2:46:37,27.912,N,67.224,W,4
9/7/2011,2:48:38,27.915,N,67.228,W,4
9/7/2011,2:50:38,27.918,N,67.232,W,4
9/7/2011,2:52:37,27.921,N,67.236,W,4
9/7/2011,2:54:37,27.924,N,67.24,W,4
9/7/2011,2:56:38,27.927,N,67.243,W,4
9/7/2011,2:58:38,27.929,N,67.247,W,4
9/7/2011,3:00:37,27.932,N,67.251,W,4
9/7/2011,3:02:37,27.935,N,67.255,W,4
9/7/2011,3:04:38,27.938,N,67.259,W,4
9/7/2011,3:06:38,27.941,N,67.263,W,4
9/7/2011,3:08:37,27.944,N,67.267,W,4
9/7/2011,3:10:37,27.947,N,67.271,W,4
9/7/2011,3:12:38,27.949,N,67.275,W,4
9/7/2011,3:14:37,27.952,N,67.278,W,4
9/7/2011,3:16:37,27.955,N,67.282,W,4
9/7/2011,3:18:38,27.958,N,67.286,W,4
9/7/2011,3:20:38,27.961,N,67.29,W,4
9/7/2011,3:22:37,27.964,N,67.294,W,4
9/7/2011,3:24:37,27.967,N,67.298,W,4
9/7/2011,3:26:38,27.97,N,67.302,W,4
9/7/2011,3:28:38,27.973,N,67.306,W,4
9/7/2011,3:30:37,27.976,N,67.31,W,4
9/7/2011,3:32:37,27.978,N,67.313,W,4
9/7/2011,3:34:38,27.981,N,67.317,W,4
9/7/2011,3:36:38,27.984,N,67.321,W,4
9/7/2011,3:38:37,27.987,N,67.325,W,4
9/7/2011,3:40:37,27.99,N,67.329,W,4
9/7/2011,3:42:38,27.993,N,67.333,W,4
9/7/2011,3:44:37,27.996,N,67.337,W,4
9/7/2011,3:46:37,27.999,N,67.341,W,4
9/7/2011,3:48:38,28.002,N,67.345,W,4
9/7/2011,3:50:38,28.005,N,67.348,W,4
9/7/2011,3:52:37,28.008,N,67.352,W,4
9/7/2011,3:54:37,28.011,N,67.356,W,4
9/7/2011,3:56:38,28.014,N,67.36,W,4
9/7/2011,3:58:38,28.017,N,67.364,W,4
9/7/2011,4:00:37,28.02,N,67.368,W,4
9/7/2011,4:02:37,28.023,N,67.372,W,4
9/7/2011,4:04:38,28.026,N,67.376,W,4
9/7/2011,4:06:38,28.028,N,67.38,W,4
9/7/2011,4:08:37,28.031,N,67.383,W,4
9/7/2011,4:10:37,28.034,N,67.387,W,4
9/7/2011,4:12:38,28.037,N,67.391,W,4
9/7/2011,4:14:37,28.04,N,67.395,W,4
9/7/2011,4:16:37,28.043,N,67.399,W,4
9/7/2011,4:18:38,28.046,N,67.403,W,4
9/7/2011,4:20:38,28.049,N,67.407,W,4
9/7/2011,4:22:37,28.052,N,67.411,W,4
9/7/2011,4:24:37,28.055,N,67.415,W,4
9/7/2011,4:26:38,28.058,N,67.418,W,4
9/7/2011,4:28:38,28.061,N,67.422,W,4
9/7/2011,4:30:37,28.064,N,67.426,W,4
9/7/2011,4:32:37,28.067,N,67.43,W,4
9/7/2011,4:34:38,28.07,N,67.434,W,4
9/7/2011,4:36:38,28.073,N,67.438,W,4
9/7/2011,4:38:37,28.076,N,67.442,W,4
9/7/2011,4:40:37,28.079,N,67.446,W,4
9/7/2011,4:42:38,28.082,N,67.45,W,4
9/7/2011,4:44:37,28.085,N,67.453,W,4
9/7/2011,4:46:37,28.088,N,67.457,W,4
9/7/2011,4:48:38,28.091,N,67.461,W,4
9/7/2011,4:50:38,28.094,N,67.465,W,4
9/7/2011,4:52:37,28.097,N,67.469,W,4
9/7/2011,4:54:37,28.101,N,67.473,W,4
9/7/2011,4:56:38,28.104,N,67.477,W,4
9/7/2011,4:58:38,28.107,N,67.481,W,4
9/7/2011,5:00:37,28.11,N,67.485,W,4
9/7/2011,5:02:37,28.113,N,67.488,W,4
9/7/2011,5:04:38,28.116,N,67.492,W,4
9/7/2011,5:06:38,28.119,N,67.496,W,4
9/7/2011,5:08:37,28.122,N,67.5,W,4
9/7/2011,5:10:37,28.125,N,67.504,W,4
9/7/2011,5:12:38,28.128,N,67.508,W,4
9/7/2011,5:14:37,28.131,N,67.512,W,4
9/7/2011,5:16:37,28.134,N,67.516,W,4
9/7/2011,5:18:38,28.137,N,67.52,W,4
9/7/2011,5:20:38,28.14,N,67.523,W,4
9/7/2011,5:22:37,28.143,N,67.527,W,4
9/7/2011,5:24:37,28.146,N,67.531,W,4
9/7/2011,5:26:38,28.149,N,67.535,W,4
9/7/2011,5:28:38,28.152,N,67.539,W,4
9/7/2011,5:30:37,28.155,N,67.543,W,4
9/7/2011,5:32:37,28.158,N,67.547,W,4
9/7/2011,5:34:38,28.161,N,67.551,W,4
9/7/2011,5:36:38,28.164,N,67.555,W,4
9/7/2011,5:38:37,28.167,N,67.558,W,4
9/7/2011,5:40:37,28.17,N,67.562,W,4
9/7/2011,5:42:38,28.173,N,67.566,W,4
9/7/2011,5:44:37,28.177,N,67.57,W,4
9/7/2011,5:46:37,28.18,N,67.574,W,4
9/7/2011,5:48:38,28.183,N,67.578,W,4
9/7/2011,5:50:38,28.186,N,67.582,W,4
9/7/2011,5:52:37,28.189,N,67.586,W,4
9/7/2011,5:54:37,28.192,N,67.59,W,4
9/7/2011,5:56:38,28.195,N,67.593,W,4
9/7/2011,5:58:38,28.198,N,67.597,W,4
