Track,for,Maria,2011,,
Date,Time,(UTC),Latitude,Longitude,
MM/DD/Year,HH:MM:SS,(deg),(deg),,
9/14/2011,6:37:59,23.863,N,69.144,W
9/14/2011,6:39:59,23.867,N,69.146,W
9/14/2011,6:41:59,23.872,N,69.148,W
9/14/2011,6:43:59,23.877,N,69.15,W
9/14/2011,6:46:00,23.881,N,69.152,W
9/14/2011,6:48:00,23.886,N,69.154,W
9/14/2011,6:50:00,23.891,N,69.156,W
9/14/2011,6:52:00,23.895,N,69.157,W
9/14/2011,6:54:00,23.9,N,69.159,W
9/14/2011,6:56:00,23.904,N,69.161,W
9/14/2011,6:58:00,23.909,N,69.163,W
9/14/2011,7:00:00,23.914,N,69.165,W
9/14/2011,7:01:59,23.919,N,69.167,W
9/14/2011,7:03:59,23.923,N,69.169,W
9/14/2011,7:05:59,23.928,N,69.171,W
9/14/2011,7:07:59,23.933,N,69.172,W
9/14/2011,7:09:59,23.937,N,69.174,W
9/14/2011,7:11:59,23.942,N,69.176,W
9/14/2011,7:13:59,23.947,N,69.178,W
9/14/2011,7:16:00,23.952,N,69.18,W
9/14/2011,7:18:00,23.956,N,69.181,W
9/14/2011,7:20:00,23.961,N,69.183,W
9/14/2011,7:22:00,23.966,N,69.185,W
9/14/2011,7:24:00,23.971,N,69.187,W
9/14/2011,7:26:00,23.975,N,69.188,W
9/14/2011,7:28:00,23.98,N,69.19,W
9/14/2011,7:30:00,23.985,N,69.192,W
9/14/2011,7:31:59,23.99,N,69.193,W
9/14/2011,7:33:59,23.995,N,69.195,W
9/14/2011,7:35:59,24,N,69.197,W
9/14/2011,7:37:59,24.004,N,69.198,W
9/14/2011,7:39:59,24.009,N,69.2,W
9/14/2011,7:41:59,24.014,N,69.201,W
9/14/2011,7:43:59,24.019,N,69.203,W
9/14/2011,7:46:00,24.024,N,69.204,W
9/14/2011,7:48:00,24.029,N,69.206,W
9/14/2011,7:50:00,24.034,N,69.207,W
9/14/2011,7:52:00,24.038,N,69.209,W
9/14/2011,7:54:00,24.043,N,69.21,W
9/14/2011,7:56:00,24.048,N,69.212,W
9/14/2011,7:58:00,24.053,N,69.213,W
9/14/2011,8:00:00,24.058,N,69.215,W
9/14/2011,8:01:59,24.063,N,69.216,W
9/14/2011,8:03:59,24.068,N,69.218,W
9/14/2011,8:05:59,24.073,N,69.219,W
9/14/2011,8:07:59,24.078,N,69.221,W
9/14/2011,8:09:59,24.083,N,69.222,W
9/14/2011,8:11:59,24.088,N,69.223,W
9/14/2011,8:13:59,24.093,N,69.225,W
9/14/2011,8:16:00,24.098,N,69.226,W
9/14/2011,8:18:00,24.103,N,69.227,W
9/14/2011,8:20:00,24.108,N,69.229,W
9/14/2011,8:22:00,24.113,N,69.23,W
9/14/2011,8:24:00,24.118,N,69.231,W
9/14/2011,8:26:00,24.123,N,69.233,W
9/14/2011,8:28:00,24.128,N,69.234,W
9/14/2011,8:30:00,24.133,N,69.235,W
9/14/2011,8:31:59,24.138,N,69.236,W
9/14/2011,8:33:59,24.143,N,69.238,W
9/14/2011,8:35:59,24.148,N,69.239,W
9/14/2011,8:37:59,24.153,N,69.24,W
9/14/2011,8:39:59,24.158,N,69.241,W
9/14/2011,8:41:59,24.163,N,69.242,W
9/14/2011,8:43:59,24.168,N,69.244,W
9/14/2011,8:46:00,24.173,N,69.245,W
9/14/2011,8:48:00,24.179,N,69.246,W
9/14/2011,8:50:00,24.184,N,69.247,W
9/14/2011,8:52:00,24.189,N,69.248,W
9/14/2011,8:54:00,24.194,N,69.249,W
9/14/2011,8:56:00,24.199,N,69.25,W
9/14/2011,8:58:00,24.204,N,69.251,W
9/14/2011,9:00:00,24.209,N,69.252,W
9/14/2011,9:01:59,24.215,N,69.253,W
9/14/2011,9:03:59,24.22,N,69.254,W
9/14/2011,9:05:59,24.225,N,69.255,W
9/14/2011,9:07:59,24.23,N,69.256,W
9/14/2011,9:09:59,24.235,N,69.257,W
9/14/2011,9:11:59,24.24,N,69.258,W
9/14/2011,9:13:59,24.246,N,69.259,W
9/14/2011,9:16:00,24.251,N,69.26,W
9/14/2011,9:18:00,24.256,N,69.261,W
9/14/2011,9:20:00,24.261,N,69.262,W
9/14/2011,9:22:00,24.266,N,69.263,W
9/14/2011,9:24:00,24.272,N,69.264,W
9/14/2011,9:26:00,24.277,N,69.265,W
9/14/2011,9:28:00,24.282,N,69.266,W
9/14/2011,9:30:00,24.287,N,69.267,W
9/14/2011,9:31:59,24.293,N,69.268,W
9/14/2011,9:33:59,24.298,N,69.268,W
9/14/2011,9:35:59,24.303,N,69.269,W
9/14/2011,9:37:59,24.309,N,69.27,W
9/14/2011,9:39:59,24.314,N,69.271,W
9/14/2011,9:41:59,24.319,N,69.272,W
9/14/2011,9:43:59,24.324,N,69.273,W
9/14/2011,9:46:00,24.33,N,69.273,W
9/14/2011,9:48:00,24.335,N,69.274,W
9/14/2011,9:50:00,24.34,N,69.275,W
9/14/2011,9:52:00,24.346,N,69.276,W
9/14/2011,9:54:00,24.351,N,69.276,W
9/14/2011,9:56:00,24.356,N,69.277,W
9/14/2011,9:58:00,24.362,N,69.278,W
9/14/2011,10:00:00,24.367,N,69.278,W
9/14/2011,10:01:59,24.372,N,69.279,W
9/14/2011,10:03:59,24.378,N,69.28,W
9/14/2011,10:05:59,24.383,N,69.28,W
9/14/2011,10:07:59,24.389,N,69.281,W
9/14/2011,10:09:59,24.394,N,69.282,W
9/14/2011,10:11:59,24.399,N,69.282,W
9/14/2011,10:13:59,24.405,N,69.283,W
9/14/2011,10:16:00,24.41,N,69.284,W
9/14/2011,10:18:00,24.416,N,69.284,W
9/14/2011,10:20:00,24.421,N,69.285,W
9/14/2011,10:22:00,24.426,N,69.285,W
9/14/2011,10:24:00,24.432,N,69.286,W
9/14/2011,10:26:00,24.437,N,69.286,W
9/14/2011,10:28:00,24.443,N,69.287,W
9/14/2011,10:30:00,24.448,N,69.287,W
9/14/2011,10:31:59,24.454,N,69.288,W
9/14/2011,10:33:59,24.459,N,69.288,W
9/14/2011,10:35:59,24.465,N,69.289,W
9/14/2011,10:37:59,24.47,N,69.289,W
9/14/2011,10:39:59,24.476,N,69.29,W
9/14/2011,10:41:59,24.481,N,69.29,W
9/14/2011,10:43:59,24.487,N,69.291,W
9/14/2011,10:46:00,24.492,N,69.291,W
9/14/2011,10:48:00,24.498,N,69.292,W
9/14/2011,10:50:00,24.503,N,69.292,W
9/14/2011,10:52:00,24.509,N,69.293,W
9/14/2011,10:54:00,24.514,N,69.293,W
9/14/2011,10:56:00,24.52,N,69.293,W
9/14/2011,10:58:00,24.525,N,69.294,W
9/14/2011,11:00:00,24.531,N,69.294,W
9/14/2011,11:01:59,24.536,N,69.294,W
9/14/2011,11:03:59,24.542,N,69.295,W
9/14/2011,11:05:59,24.548,N,69.295,W
9/14/2011,11:07:59,24.553,N,69.295,W
9/14/2011,11:09:59,24.559,N,69.296,W
9/14/2011,11:11:59,24.564,N,69.296,W
9/14/2011,11:13:59,24.57,N,69.296,W
9/14/2011,11:16:00,24.575,N,69.296,W
9/14/2011,11:18:00,24.581,N,69.297,W
9/14/2011,11:20:00,24.587,N,69.297,W
9/14/2011,11:22:00,24.592,N,69.297,W
9/14/2011,11:24:00,24.598,N,69.297,W
9/14/2011,11:26:00,24.604,N,69.298,W
9/14/2011,11:28:00,24.609,N,69.298,W
9/14/2011,11:30:00,24.615,N,69.298,W
9/14/2011,11:31:59,24.62,N,69.298,W
9/14/2011,11:33:59,24.626,N,69.299,W
9/14/2011,11:35:59,24.632,N,69.299,W
9/14/2011,11:37:59,24.637,N,69.299,W
9/14/2011,11:39:59,24.643,N,69.299,W
9/14/2011,11:41:59,24.649,N,69.299,W
9/14/2011,11:43:59,24.654,N,69.299,W
9/14/2011,11:46:00,24.66,N,69.299,W
9/14/2011,11:48:00,24.666,N,69.3,W
9/14/2011,11:50:00,24.671,N,69.3,W
9/14/2011,11:52:00,24.677,N,69.3,W
9/14/2011,11:54:00,24.683,N,69.3,W
9/14/2011,11:56:00,24.689,N,69.3,W
9/14/2011,11:58:00,24.694,N,69.3,W
9/14/2011,12:00:00,24.7,N,69.3,W
9/14/2011,12:01:59,24.704,N,69.301,W
9/14/2011,12:03:59,24.708,N,69.302,W
9/14/2011,12:05:59,24.711,N,69.303,W
9/14/2011,12:07:59,24.715,N,69.303,W
9/14/2011,12:09:59,24.719,N,69.304,W
9/14/2011,12:11:59,24.723,N,69.305,W
9/14/2011,12:13:59,24.727,N,69.306,W
9/14/2011,12:16:00,24.731,N,69.307,W
9/14/2011,12:18:00,24.735,N,69.307,W
9/14/2011,12:20:00,24.738,N,69.308,W
9/14/2011,12:22:00,24.742,N,69.309,W
9/14/2011,12:24:00,24.746,N,69.31,W
9/14/2011,12:26:00,24.75,N,69.31,W
9/14/2011,12:28:00,24.754,N,69.311,W
9/14/2011,12:30:00,24.758,N,69.312,W
9/14/2011,12:31:59,24.762,N,69.312,W
9/14/2011,12:33:59,24.766,N,69.313,W
9/14/2011,12:35:59,24.77,N,69.314,W
9/14/2011,12:37:59,24.774,N,69.314,W
9/14/2011,12:39:59,24.778,N,69.315,W
9/14/2011,12:41:59,24.782,N,69.316,W
9/14/2011,12:43:59,24.786,N,69.316,W
9/14/2011,12:46:00,24.79,N,69.317,W
9/14/2011,12:48:00,24.794,N,69.318,W
9/14/2011,12:50:00,24.798,N,69.318,W
9/14/2011,12:52:00,24.802,N,69.319,W
9/14/2011,12:54:00,24.806,N,69.319,W
9/14/2011,12:56:00,24.81,N,69.32,W
9/14/2011,12:58:00,24.814,N,69.32,W
9/14/2011,13:00:00,24.818,N,69.321,W
9/14/2011,13:01:59,24.822,N,69.321,W
9/14/2011,13:03:59,24.827,N,69.322,W
9/14/2011,13:05:59,24.831,N,69.322,W
9/14/2011,13:07:59,24.835,N,69.323,W
9/14/2011,13:09:59,24.839,N,69.323,W
9/14/2011,13:11:59,24.843,N,69.324,W
9/14/2011,13:13:59,24.847,N,69.324,W
9/14/2011,13:16:00,24.852,N,69.325,W
9/14/2011,13:18:00,24.856,N,69.325,W
9/14/2011,13:20:00,24.86,N,69.325,W
9/14/2011,13:22:00,24.864,N,69.326,W
9/14/2011,13:24:00,24.869,N,69.326,W
9/14/2011,13:26:00,24.873,N,69.326,W
9/14/2011,13:28:00,24.877,N,69.327,W
9/14/2011,13:30:00,24.882,N,69.327,W
9/14/2011,13:31:59,24.886,N,69.327,W
9/14/2011,13:33:59,24.89,N,69.328,W
9/14/2011,13:35:59,24.895,N,69.328,W
9/14/2011,13:37:59,24.899,N,69.328,W
9/14/2011,13:39:59,24.903,N,69.329,W
9/14/2011,13:41:59,24.908,N,69.329,W
9/14/2011,13:43:59,24.912,N,69.329,W
9/14/2011,13:46:00,24.917,N,69.329,W
9/14/2011,13:48:00,24.921,N,69.33,W
9/14/2011,13:50:00,24.926,N,69.33,W
9/14/2011,13:52:00,24.93,N,69.33,W
9/14/2011,13:54:00,24.935,N,69.33,W
9/14/2011,13:56:00,24.939,N,69.33,W
9/14/2011,13:58:00,24.944,N,69.331,W
9/14/2011,14:00:00,24.948,N,69.331,W
9/14/2011,14:01:59,24.953,N,69.331,W
9/14/2011,14:03:59,24.957,N,69.331,W
9/14/2011,14:05:59,24.962,N,69.331,W
9/14/2011,14:07:59,24.967,N,69.331,W
9/14/2011,14:09:59,24.971,N,69.331,W
9/14/2011,14:11:59,24.976,N,69.331,W
9/14/2011,14:13:59,24.981,N,69.331,W
9/14/2011,14:16:00,24.985,N,69.331,W
9/14/2011,14:18:00,24.99,N,69.331,W
9/14/2011,14:20:00,24.995,N,69.331,W
9/14/2011,14:22:00,25,N,69.331,W
9/14/2011,14:24:00,25.004,N,69.331,W
9/14/2011,14:26:00,25.009,N,69.331,W
9/14/2011,14:28:00,25.014,N,69.331,W
9/14/2011,14:30:00,25.019,N,69.331,W
9/14/2011,14:31:59,25.024,N,69.331,W
9/14/2011,14:33:59,25.029,N,69.331,W
9/14/2011,14:35:59,25.034,N,69.331,W
9/14/2011,14:37:59,25.038,N,69.331,W
9/14/2011,14:39:59,25.043,N,69.331,W
9/14/2011,14:41:59,25.048,N,69.331,W
9/14/2011,14:43:59,25.053,N,69.33,W
9/14/2011,14:46:00,25.058,N,69.33,W
9/14/2011,14:48:00,25.063,N,69.33,W
9/14/2011,14:50:00,25.068,N,69.33,W
9/14/2011,14:52:00,25.074,N,69.33,W
9/14/2011,14:54:00,25.079,N,69.33,W
9/14/2011,14:56:00,25.084,N,69.329,W
9/14/2011,14:58:00,25.089,N,69.329,W
9/14/2011,15:00:00,25.094,N,69.329,W
9/14/2011,15:01:59,25.099,N,69.328,W
9/14/2011,15:03:59,25.104,N,69.328,W
9/14/2011,15:05:59,25.11,N,69.328,W
9/14/2011,15:07:59,25.115,N,69.328,W
9/14/2011,15:09:59,25.12,N,69.327,W
9/14/2011,15:11:59,25.125,N,69.327,W
9/14/2011,15:13:59,25.131,N,69.327,W
9/14/2011,15:16:00,25.136,N,69.326,W
9/14/2011,15:18:00,25.141,N,69.326,W
9/14/2011,15:20:00,25.147,N,69.325,W
9/14/2011,15:22:00,25.152,N,69.325,W
9/14/2011,15:24:00,25.158,N,69.325,W
9/14/2011,15:26:00,25.163,N,69.324,W
9/14/2011,15:28:00,25.169,N,69.324,W
9/14/2011,15:30:00,25.174,N,69.323,W
9/14/2011,15:31:59,25.18,N,69.323,W
9/14/2011,15:33:59,25.185,N,69.322,W
9/14/2011,15:35:59,25.191,N,69.322,W
9/14/2011,15:37:59,25.196,N,69.321,W
9/14/2011,15:39:59,25.202,N,69.321,W
9/14/2011,15:41:59,25.208,N,69.32,W
9/14/2011,15:43:59,25.213,N,69.319,W
9/14/2011,15:46:00,25.219,N,69.319,W
9/14/2011,15:48:00,25.225,N,69.318,W
9/14/2011,15:50:00,25.231,N,69.318,W
9/14/2011,15:52:00,25.236,N,69.317,W
9/14/2011,15:54:00,25.242,N,69.316,W
9/14/2011,15:56:00,25.248,N,69.316,W
9/14/2011,15:58:00,25.254,N,69.315,W
9/14/2011,16:00:00,25.26,N,69.314,W
9/14/2011,16:01:59,25.266,N,69.314,W
9/14/2011,16:03:59,25.272,N,69.313,W
9/14/2011,16:05:59,25.278,N,69.312,W
9/14/2011,16:07:59,25.284,N,69.311,W
9/14/2011,16:09:59,25.29,N,69.311,W
9/14/2011,16:11:59,25.296,N,69.31,W
9/14/2011,16:13:59,25.302,N,69.309,W
9/14/2011,16:16:00,25.308,N,69.308,W
9/14/2011,16:18:00,25.314,N,69.307,W
9/14/2011,16:20:00,25.32,N,69.307,W
9/14/2011,16:22:00,25.326,N,69.306,W
9/14/2011,16:24:00,25.332,N,69.305,W
9/14/2011,16:26:00,25.339,N,69.304,W
9/14/2011,16:28:00,25.345,N,69.303,W
9/14/2011,16:30:00,25.351,N,69.302,W
9/14/2011,16:31:59,25.357,N,69.301,W
9/14/2011,16:33:59,25.364,N,69.3,W
9/14/2011,16:35:59,25.37,N,69.299,W
9/14/2011,16:37:59,25.376,N,69.298,W
9/14/2011,16:39:59,25.383,N,69.298,W
9/14/2011,16:41:59,25.389,N,69.297,W
9/14/2011,16:43:59,25.395,N,69.296,W
9/14/2011,16:46:00,25.402,N,69.295,W
9/14/2011,16:48:00,25.408,N,69.294,W
9/14/2011,16:50:00,25.415,N,69.293,W
9/14/2011,16:52:00,25.421,N,69.291,W
9/14/2011,16:54:00,25.428,N,69.29,W
9/14/2011,16:56:00,25.434,N,69.289,W
9/14/2011,16:58:00,25.441,N,69.288,W
9/14/2011,17:00:00,25.447,N,69.287,W
9/14/2011,17:01:59,25.454,N,69.286,W
9/14/2011,17:03:59,25.461,N,69.285,W
9/14/2011,17:05:59,25.467,N,69.284,W
9/14/2011,17:07:59,25.474,N,69.283,W
9/14/2011,17:09:59,25.481,N,69.282,W
9/14/2011,17:11:59,25.487,N,69.28,W
9/14/2011,17:13:59,25.494,N,69.279,W
9/14/2011,17:16:00,25.501,N,69.278,W
9/14/2011,17:18:00,25.508,N,69.277,W
9/14/2011,17:20:00,25.514,N,69.276,W
9/14/2011,17:22:00,25.521,N,69.274,W
9/14/2011,17:24:00,25.528,N,69.273,W
9/14/2011,17:26:00,25.535,N,69.272,W
9/14/2011,17:28:00,25.542,N,69.271,W
9/14/2011,17:30:00,25.549,N,69.269,W
9/14/2011,17:31:59,25.556,N,69.268,W
9/14/2011,17:33:59,25.563,N,69.267,W
9/14/2011,17:35:59,25.569,N,69.266,W
9/14/2011,17:37:59,25.576,N,69.264,W
9/14/2011,17:39:59,25.583,N,69.263,W
9/14/2011,17:41:59,25.59,N,69.262,W
9/14/2011,17:43:59,25.597,N,69.26,W
9/14/2011,17:46:00,25.605,N,69.259,W
9/14/2011,17:48:00,25.612,N,69.257,W
9/14/2011,17:50:00,25.619,N,69.256,W
9/14/2011,17:52:00,25.626,N,69.255,W
9/14/2011,17:54:00,25.633,N,69.253,W
9/14/2011,17:56:00,25.64,N,69.252,W
9/14/2011,17:58:00,25.647,N,69.25,W
9/14/2011,18:00:00,25.654,N,69.249,W
9/14/2011,18:01:59,25.662,N,69.248,W
9/14/2011,18:03:59,25.669,N,69.246,W
9/14/2011,18:05:59,25.676,N,69.245,W
9/14/2011,18:07:59,25.683,N,69.243,W
9/14/2011,18:09:59,25.691,N,69.242,W
9/14/2011,18:11:59,25.698,N,69.24,W
9/14/2011,18:13:59,25.705,N,69.239,W
9/14/2011,18:16:00,25.712,N,69.237,W
9/14/2011,18:18:00,25.72,N,69.236,W
9/14/2011,18:20:00,25.727,N,69.234,W
9/14/2011,18:22:00,25.735,N,69.233,W
9/14/2011,18:24:00,25.742,N,69.231,W
9/14/2011,18:26:00,25.749,N,69.229,W
9/14/2011,18:28:00,25.757,N,69.228,W
9/14/2011,18:30:00,25.764,N,69.226,W
9/14/2011,18:31:59,25.772,N,69.225,W
9/14/2011,18:33:59,25.779,N,69.223,W
9/14/2011,18:35:59,25.787,N,69.221,W
9/14/2011,18:37:59,25.794,N,69.22,W
9/14/2011,18:39:59,25.802,N,69.218,W
9/14/2011,18:41:59,25.809,N,69.217,W
9/14/2011,18:43:59,25.817,N,69.215,W
9/14/2011,18:46:00,25.824,N,69.213,W
9/14/2011,18:48:00,25.832,N,69.212,W
9/14/2011,18:50:00,25.84,N,69.21,W
9/14/2011,18:52:00,25.847,N,69.208,W
9/14/2011,18:54:00,25.855,N,69.207,W
9/14/2011,18:56:00,25.862,N,69.205,W
9/14/2011,18:58:00,25.87,N,69.203,W
9/14/2011,19:00:00,25.878,N,69.201,W
9/14/2011,19:01:59,25.886,N,69.2,W
9/14/2011,19:03:59,25.893,N,69.198,W
9/14/2011,19:05:59,25.901,N,69.196,W
9/14/2011,19:07:59,25.909,N,69.194,W
9/14/2011,19:09:59,25.916,N,69.193,W
9/14/2011,19:11:59,25.924,N,69.191,W
9/14/2011,19:13:59,25.932,N,69.189,W
9/14/2011,19:16:00,25.94,N,69.187,W
9/14/2011,19:18:00,25.948,N,69.186,W
9/14/2011,19:20:00,25.955,N,69.184,W
9/14/2011,19:22:00,25.963,N,69.182,W
9/14/2011,19:24:00,25.971,N,69.18,W
9/14/2011,19:26:00,25.979,N,69.178,W
9/14/2011,19:28:00,25.987,N,69.176,W
9/14/2011,19:30:00,25.995,N,69.175,W
9/14/2011,19:31:59,26.003,N,69.173,W
9/14/2011,19:33:59,26.011,N,69.171,W
9/14/2011,19:35:59,26.019,N,69.169,W
9/14/2011,19:37:59,26.026,N,69.167,W
9/14/2011,19:39:59,26.034,N,69.165,W
9/14/2011,19:41:59,26.042,N,69.163,W
9/14/2011,19:43:59,26.05,N,69.162,W
9/14/2011,19:46:00,26.058,N,69.16,W
9/14/2011,19:48:00,26.066,N,69.158,W
9/14/2011,19:50:00,26.074,N,69.156,W
9/14/2011,19:52:00,26.082,N,69.154,W
9/14/2011,19:54:00,26.09,N,69.152,W
9/14/2011,19:56:00,26.099,N,69.15,W
9/14/2011,19:58:00,26.107,N,69.148,W
9/14/2011,20:00:00,26.115,N,69.146,W
9/14/2011,20:01:59,26.123,N,69.144,W
9/14/2011,20:03:59,26.131,N,69.142,W
9/14/2011,20:05:59,26.139,N,69.14,W
9/14/2011,20:07:59,26.147,N,69.138,W
9/14/2011,20:09:59,26.155,N,69.136,W
9/14/2011,20:11:59,26.163,N,69.134,W
9/14/2011,20:13:59,26.172,N,69.132,W
9/14/2011,20:16:00,26.18,N,69.13,W
9/14/2011,20:18:00,26.188,N,69.128,W
9/14/2011,20:20:00,26.196,N,69.126,W
9/14/2011,20:22:00,26.204,N,69.124,W
9/14/2011,20:24:00,26.213,N,69.122,W
9/14/2011,20:26:00,26.221,N,69.12,W
9/14/2011,20:28:00,26.229,N,69.118,W
9/14/2011,20:30:00,26.237,N,69.116,W
9/14/2011,20:31:59,26.246,N,69.114,W
9/14/2011,20:33:59,26.254,N,69.112,W
9/14/2011,20:35:59,26.262,N,69.11,W
9/14/2011,20:37:59,26.27,N,69.108,W
9/14/2011,20:39:59,26.279,N,69.106,W
9/14/2011,20:41:59,26.287,N,69.104,W
9/14/2011,20:43:59,26.295,N,69.102,W
9/14/2011,20:46:00,26.304,N,69.1,W
9/14/2011,20:48:00,26.312,N,69.098,W
9/14/2011,20:50:00,26.32,N,69.095,W
9/14/2011,20:52:00,26.329,N,69.093,W
9/14/2011,20:54:00,26.337,N,69.091,W
9/14/2011,20:56:00,26.345,N,69.089,W
9/14/2011,20:58:00,26.354,N,69.087,W
9/14/2011,21:00:00,26.362,N,69.085,W
9/14/2011,21:01:59,26.371,N,69.083,W
9/14/2011,21:03:59,26.379,N,69.081,W
9/14/2011,21:05:59,26.387,N,69.078,W
9/14/2011,21:07:59,26.396,N,69.076,W
9/14/2011,21:09:59,26.404,N,69.074,W
9/14/2011,21:11:59,26.413,N,69.072,W
9/14/2011,21:13:59,26.421,N,69.07,W
9/14/2011,21:16:00,26.43,N,69.068,W
9/14/2011,21:18:00,26.438,N,69.066,W
9/14/2011,21:18:28,26.44,N,69.065,W
9/14/2011,21:20:29,26.448,N,69.063,W
9/14/2011,21:22:29,26.457,N,69.061,W
9/14/2011,21:24:29,26.465,N,69.059,W
9/14/2011,21:26:29,26.473,N,69.057,W
9/14/2011,21:28:29,26.482,N,69.055,W
9/14/2011,21:30:29,26.49,N,69.053,W
9/14/2011,21:32:29,26.498,N,69.05,W
9/14/2011,21:34:29,26.507,N,69.048,W
9/14/2011,21:36:28,26.515,N,69.046,W
9/14/2011,21:38:28,26.524,N,69.044,W
9/14/2011,21:40:28,26.532,N,69.042,W
9/14/2011,21:42:28,26.54,N,69.04,W
9/14/2011,21:44:28,26.549,N,69.038,W
9/14/2011,21:46:28,26.557,N,69.035,W
9/14/2011,21:48:28,26.566,N,69.033,W
9/14/2011,21:50:29,26.574,N,69.031,W
9/14/2011,21:52:29,26.583,N,69.029,W
9/14/2011,21:54:29,26.591,N,69.027,W
9/14/2011,21:56:29,26.6,N,69.025,W
9/14/2011,21:58:29,26.608,N,69.022,W
9/14/2011,22:00:29,26.617,N,69.02,W
9/14/2011,22:02:29,26.625,N,69.018,W
9/14/2011,22:04:29,26.634,N,69.016,W
9/14/2011,22:06:28,26.642,N,69.014,W
9/14/2011,22:08:28,26.651,N,69.011,W
9/14/2011,22:10:28,26.66,N,69.009,W
9/14/2011,22:12:28,26.668,N,69.007,W
9/14/2011,22:14:28,26.677,N,69.005,W
9/14/2011,22:16:28,26.685,N,69.002,W
9/14/2011,22:18:28,26.694,N,69,W
9/14/2011,22:20:29,26.703,N,68.998,W
9/14/2011,22:22:29,26.711,N,68.996,W
9/14/2011,22:24:29,26.72,N,68.993,W
9/14/2011,22:26:29,26.729,N,68.991,W
9/14/2011,22:28:29,26.737,N,68.989,W
9/14/2011,22:30:29,26.746,N,68.987,W
9/14/2011,22:32:29,26.755,N,68.984,W
9/14/2011,22:34:29,26.763,N,68.982,W
9/14/2011,22:36:28,26.772,N,68.98,W
9/14/2011,22:38:28,26.781,N,68.977,W
9/14/2011,22:40:28,26.789,N,68.975,W
9/14/2011,22:42:28,26.798,N,68.973,W
9/14/2011,22:44:28,26.807,N,68.971,W
9/14/2011,22:46:28,26.815,N,68.968,W
9/14/2011,22:48:28,26.824,N,68.966,W
9/14/2011,22:50:29,26.833,N,68.964,W
9/14/2011,22:52:29,26.842,N,68.961,W
9/14/2011,22:54:29,26.85,N,68.959,W
9/14/2011,22:56:29,26.859,N,68.957,W
9/14/2011,22:58:29,26.868,N,68.954,W
9/14/2011,23:00:29,26.877,N,68.952,W
9/14/2011,23:02:29,26.886,N,68.949,W
9/14/2011,23:04:29,26.894,N,68.947,W
9/14/2011,23:06:28,26.903,N,68.945,W
9/14/2011,23:08:28,26.912,N,68.942,W
9/14/2011,23:10:28,26.921,N,68.94,W
9/14/2011,23:12:28,26.93,N,68.938,W
9/14/2011,23:14:28,26.938,N,68.935,W
9/14/2011,23:16:28,26.947,N,68.933,W
9/14/2011,23:18:28,26.956,N,68.93,W
9/14/2011,23:20:29,26.965,N,68.928,W
9/14/2011,23:22:29,26.974,N,68.926,W
9/14/2011,23:24:29,26.983,N,68.923,W
9/14/2011,23:26:29,26.991,N,68.921,W
9/14/2011,23:28:29,27,N,68.918,W
9/14/2011,23:30:29,27.009,N,68.916,W
9/14/2011,23:32:29,27.018,N,68.914,W
9/14/2011,23:34:29,27.027,N,68.911,W
9/14/2011,23:35:22,27.031,N,68.91,W
9/14/2011,23:37:22,27.039,N,68.908,W
9/14/2011,23:39:22,27.047,N,68.905,W
9/14/2011,23:41:22,27.055,N,68.903,W
9/14/2011,23:43:22,27.063,N,68.901,W
9/14/2011,23:45:22,27.072,N,68.898,W
9/14/2011,23:47:22,27.08,N,68.896,W
9/14/2011,23:49:23,27.088,N,68.894,W
9/14/2011,23:51:23,27.096,N,68.891,W
9/14/2011,23:53:23,27.104,N,68.889,W
9/14/2011,23:55:23,27.112,N,68.886,W
9/14/2011,23:57:23,27.12,N,68.884,W
9/14/2011,23:59:23,27.129,N,68.882,W
9/15/2011,0:01:23,27.137,N,68.879,W
9/15/2011,0:03:22,27.145,N,68.877,W
9/15/2011,0:05:22,27.153,N,68.875,W
9/15/2011,0:07:22,27.161,N,68.872,W
9/15/2011,0:09:22,27.17,N,68.87,W
9/15/2011,0:11:22,27.178,N,68.867,W
9/15/2011,0:13:22,27.186,N,68.865,W
9/15/2011,0:15:22,27.194,N,68.863,W
9/15/2011,0:17:22,27.202,N,68.86,W
9/15/2011,0:19:23,27.211,N,68.858,W
9/15/2011,0:21:23,27.219,N,68.856,W
9/15/2011,0:23:23,27.227,N,68.853,W
9/15/2011,0:25:23,27.235,N,68.851,W
9/15/2011,0:27:23,27.244,N,68.848,W
9/15/2011,0:29:23,27.252,N,68.846,W
9/15/2011,0:31:23,27.26,N,68.844,W
9/15/2011,0:33:22,27.269,N,68.841,W
9/15/2011,0:35:22,27.277,N,68.839,W
9/15/2011,0:37:22,27.285,N,68.836,W
9/15/2011,0:39:22,27.294,N,68.834,W
9/15/2011,0:41:22,27.302,N,68.832,W
9/15/2011,0:43:22,27.31,N,68.829,W
9/15/2011,0:45:22,27.319,N,68.827,W
9/15/2011,0:47:22,27.327,N,68.824,W
9/15/2011,0:49:23,27.335,N,68.822,W
9/15/2011,0:51:23,27.344,N,68.819,W
9/15/2011,0:53:23,27.352,N,68.817,W
9/15/2011,0:55:23,27.36,N,68.815,W
9/15/2011,0:57:23,27.369,N,68.812,W
9/15/2011,0:59:23,27.377,N,68.81,W
9/15/2011,1:01:23,27.386,N,68.807,W
9/15/2011,1:03:22,27.394,N,68.805,W
9/15/2011,1:05:22,27.403,N,68.802,W
9/15/2011,1:07:22,27.411,N,68.8,W
