Track,for,Ingrid,2013,,
Date,Time,(UTC),Latitude,Longitude,
MM/DD/Year,HH:MM:SS,(deg),(deg),,
9/15/2013,11:34:15,22.343,N,95.603,W
9/15/2013,11:36:15,22.343,N,95.605,W
9/15/2013,11:38:15,22.342,N,95.608,W
9/15/2013,11:40:15,22.342,N,95.61,W
9/15/2013,11:42:14,22.341,N,95.612,W
9/15/2013,11:44:14,22.341,N,95.614,W
9/15/2013,11:46:14,22.341,N,95.616,W
9/15/2013,11:48:14,22.34,N,95.618,W
9/15/2013,11:50:15,22.34,N,95.62,W
9/15/2013,11:52:15,22.34,N,95.622,W
9/15/2013,11:54:15,22.339,N,95.624,W
9/15/2013,11:56:15,22.339,N,95.626,W
9/15/2013,11:58:14,22.339,N,95.627,W
9/15/2013,12:00:14,22.339,N,95.629,W
9/15/2013,12:01:31,22.339,N,95.63,W
9/15/2013,12:03:31,22.34,N,95.631,W
9/15/2013,12:05:32,22.34,N,95.633,W
9/15/2013,12:07:32,22.341,N,95.634,W
9/15/2013,12:09:32,22.342,N,95.635,W
9/15/2013,12:11:32,22.342,N,95.636,W
9/15/2013,12:13:31,22.343,N,95.637,W
9/15/2013,12:15:31,22.344,N,95.638,W
9/15/2013,12:17:31,22.345,N,95.639,W
9/15/2013,12:19:31,22.346,N,95.64,W
9/15/2013,12:21:32,22.348,N,95.641,W
9/15/2013,12:23:32,22.349,N,95.641,W
9/15/2013,12:25:32,22.35,N,95.642,W
9/15/2013,12:27:32,22.351,N,95.642,W
9/15/2013,12:29:31,22.353,N,95.643,W
9/15/2013,12:31:31,22.354,N,95.643,W
9/15/2013,12:33:31,22.356,N,95.643,W
9/15/2013,12:35:32,22.358,N,95.643,W
9/15/2013,12:37:32,22.36,N,95.643,W
9/15/2013,12:39:32,22.361,N,95.643,W
9/15/2013,12:41:32,22.363,N,95.643,W
9/15/2013,12:43:31,22.365,N,95.642,W
9/15/2013,12:45:31,22.368,N,95.642,W
9/15/2013,12:47:31,22.37,N,95.641,W
9/15/2013,12:49:31,22.372,N,95.64,W
9/15/2013,12:51:32,22.375,N,95.639,W
9/15/2013,12:53:32,22.377,N,95.638,W
9/15/2013,12:55:32,22.38,N,95.637,W
9/15/2013,12:57:32,22.382,N,95.636,W
9/15/2013,12:59:31,22.385,N,95.635,W
9/15/2013,13:01:31,22.388,N,95.633,W
9/15/2013,13:03:31,22.391,N,95.631,W
9/15/2013,13:05:32,22.394,N,95.63,W
9/15/2013,13:07:32,22.398,N,95.628,W
9/15/2013,13:09:32,22.401,N,95.626,W
9/15/2013,13:11:32,22.404,N,95.623,W
9/15/2013,13:13:31,22.408,N,95.621,W
9/15/2013,13:15:31,22.412,N,95.619,W
9/15/2013,13:17:31,22.416,N,95.616,W
9/15/2013,13:19:31,22.42,N,95.613,W
9/15/2013,13:21:32,22.424,N,95.61,W
9/15/2013,13:23:32,22.428,N,95.607,W
9/15/2013,13:23:36,22.428,N,95.607,W
9/15/2013,13:25:35,22.43,N,95.607,W
9/15/2013,13:27:35,22.432,N,95.606,W
9/15/2013,13:29:35,22.434,N,95.606,W
9/15/2013,13:31:36,22.437,N,95.606,W
9/15/2013,13:33:36,22.439,N,95.606,W
9/15/2013,13:35:36,22.441,N,95.605,W
9/15/2013,13:37:36,22.443,N,95.605,W
9/15/2013,13:39:35,22.445,N,95.605,W
9/15/2013,13:41:35,22.447,N,95.605,W
9/15/2013,13:43:35,22.449,N,95.605,W
9/15/2013,13:45:35,22.452,N,95.604,W
9/15/2013,13:47:36,22.454,N,95.604,W
9/15/2013,13:49:36,22.456,N,95.604,W
9/15/2013,13:51:36,22.458,N,95.604,W
9/15/2013,13:53:36,22.46,N,95.604,W
9/15/2013,13:55:35,22.462,N,95.604,W
9/15/2013,13:57:35,22.464,N,95.604,W
9/15/2013,13:59:35,22.467,N,95.604,W
9/15/2013,14:01:36,22.469,N,95.604,W
9/15/2013,14:03:36,22.471,N,95.604,W
9/15/2013,14:05:36,22.473,N,95.604,W
9/15/2013,14:07:36,22.475,N,95.604,W
9/15/2013,14:09:35,22.477,N,95.605,W
9/15/2013,14:11:35,22.479,N,95.605,W
9/15/2013,14:13:35,22.481,N,95.605,W
9/15/2013,14:15:35,22.484,N,95.605,W
9/15/2013,14:17:36,22.486,N,95.605,W
9/15/2013,14:19:36,22.488,N,95.606,W
9/15/2013,14:21:36,22.49,N,95.606,W
9/15/2013,14:23:36,22.492,N,95.606,W
9/15/2013,14:25:35,22.494,N,95.607,W
9/15/2013,14:27:35,22.496,N,95.607,W
9/15/2013,14:29:35,22.498,N,95.607,W
9/15/2013,14:31:36,22.5,N,95.608,W
9/15/2013,14:33:36,22.503,N,95.608,W
9/15/2013,14:35:36,22.505,N,95.609,W
9/15/2013,14:37:36,22.507,N,95.609,W
9/15/2013,14:39:35,22.509,N,95.61,W
9/15/2013,14:41:35,22.511,N,95.611,W
9/15/2013,14:43:35,22.513,N,95.611,W
9/15/2013,14:45:35,22.515,N,95.612,W
9/15/2013,14:47:36,22.517,N,95.613,W
9/15/2013,14:49:36,22.519,N,95.613,W
9/15/2013,14:51:36,22.521,N,95.614,W
9/15/2013,14:53:36,22.523,N,95.615,W
9/15/2013,14:55:35,22.525,N,95.616,W
9/15/2013,14:57:35,22.528,N,95.617,W
9/15/2013,14:59:35,22.53,N,95.618,W
9/15/2013,15:01:36,22.532,N,95.618,W
9/15/2013,15:03:36,22.534,N,95.619,W
9/15/2013,15:05:36,22.536,N,95.62,W
9/15/2013,15:07:36,22.538,N,95.622,W
9/15/2013,15:09:35,22.54,N,95.623,W
9/15/2013,15:11:35,22.542,N,95.624,W
9/15/2013,15:13:35,22.544,N,95.625,W
9/15/2013,15:15:35,22.546,N,95.626,W
9/15/2013,15:17:36,22.548,N,95.627,W
9/15/2013,15:19:36,22.55,N,95.629,W
9/15/2013,15:21:36,22.552,N,95.63,W
9/15/2013,15:23:36,22.554,N,95.631,W
9/15/2013,15:25:35,22.556,N,95.633,W
9/15/2013,15:27:35,22.558,N,95.634,W
9/15/2013,15:29:35,22.56,N,95.636,W
9/15/2013,15:31:36,22.562,N,95.637,W
9/15/2013,15:33:36,22.564,N,95.639,W
9/15/2013,15:35:36,22.566,N,95.64,W
9/15/2013,15:37:36,22.568,N,95.642,W
9/15/2013,15:39:35,22.57,N,95.644,W
9/15/2013,15:41:35,22.572,N,95.645,W
9/15/2013,15:43:35,22.574,N,95.647,W
9/15/2013,15:45:35,22.576,N,95.649,W
9/15/2013,15:47:36,22.578,N,95.651,W
9/15/2013,15:49:36,22.58,N,95.653,W
9/15/2013,15:51:36,22.582,N,95.655,W
9/15/2013,15:53:36,22.584,N,95.657,W
9/15/2013,15:55:35,22.586,N,95.659,W
9/15/2013,15:57:35,22.588,N,95.661,W
9/15/2013,15:59:35,22.59,N,95.663,W
9/15/2013,16:01:35,22.592,N,95.665,W
9/15/2013,16:03:35,22.594,N,95.667,W
9/15/2013,16:05:35,22.596,N,95.669,W
9/15/2013,16:07:35,22.598,N,95.671,W
9/15/2013,16:09:36,22.6,N,95.673,W
9/15/2013,16:11:36,22.602,N,95.675,W
9/15/2013,16:13:36,22.604,N,95.678,W
9/15/2013,16:15:36,22.606,N,95.68,W
9/15/2013,16:17:36,22.608,N,95.682,W
9/15/2013,16:19:36,22.61,N,95.685,W
9/15/2013,16:21:36,22.612,N,95.687,W
9/15/2013,16:23:36,22.614,N,95.689,W
9/15/2013,16:25:35,22.616,N,95.692,W
9/15/2013,16:27:35,22.617,N,95.694,W
9/15/2013,16:29:35,22.619,N,95.696,W
9/15/2013,16:31:35,22.621,N,95.699,W
9/15/2013,16:33:35,22.623,N,95.701,W
9/15/2013,16:35:35,22.625,N,95.704,W
9/15/2013,16:37:35,22.627,N,95.706,W
9/15/2013,16:39:36,22.629,N,95.709,W
9/15/2013,16:41:36,22.63,N,95.711,W
9/15/2013,16:43:36,22.632,N,95.714,W
9/15/2013,16:45:36,22.634,N,95.717,W
9/15/2013,16:47:36,22.636,N,95.719,W
9/15/2013,16:49:36,22.638,N,95.722,W
9/15/2013,16:51:36,22.64,N,95.724,W
9/15/2013,16:53:36,22.641,N,95.727,W
9/15/2013,16:55:35,22.643,N,95.73,W
9/15/2013,16:57:35,22.645,N,95.732,W
9/15/2013,16:59:35,22.647,N,95.735,W
9/15/2013,17:01:35,22.649,N,95.738,W
9/15/2013,17:03:35,22.65,N,95.74,W
9/15/2013,17:05:35,22.652,N,95.743,W
9/15/2013,17:07:35,22.654,N,95.746,W
9/15/2013,17:09:36,22.656,N,95.748,W
9/15/2013,17:11:36,22.657,N,95.751,W
9/15/2013,17:13:36,22.659,N,95.754,W
9/15/2013,17:15:36,22.661,N,95.757,W
9/15/2013,17:17:36,22.662,N,95.759,W
9/15/2013,17:19:36,22.664,N,95.762,W
9/15/2013,17:21:36,22.666,N,95.765,W
9/15/2013,17:23:36,22.667,N,95.768,W
9/15/2013,17:25:35,22.669,N,95.771,W
9/15/2013,17:27:35,22.671,N,95.773,W
9/15/2013,17:29:35,22.672,N,95.776,W
9/15/2013,17:31:35,22.674,N,95.779,W
9/15/2013,17:33:35,22.676,N,95.782,W
9/15/2013,17:35:35,22.677,N,95.784,W
9/15/2013,17:37:35,22.679,N,95.787,W
9/15/2013,17:39:36,22.68,N,95.79,W
9/15/2013,17:41:36,22.682,N,95.793,W
9/15/2013,17:43:36,22.683,N,95.795,W
9/15/2013,17:45:36,22.685,N,95.798,W
9/15/2013,17:47:36,22.687,N,95.801,W
9/15/2013,17:49:36,22.688,N,95.804,W
9/15/2013,17:51:36,22.69,N,95.807,W
9/15/2013,17:53:36,22.691,N,95.809,W
9/15/2013,17:55:35,22.693,N,95.812,W
9/15/2013,17:57:35,22.694,N,95.815,W
9/15/2013,17:59:35,22.695,N,95.817,W
9/15/2013,18:01:35,22.697,N,95.82,W
9/15/2013,18:03:35,22.698,N,95.823,W
9/15/2013,18:05:35,22.7,N,95.826,W
9/15/2013,18:07:35,22.701,N,95.828,W
9/15/2013,18:09:36,22.703,N,95.831,W
9/15/2013,18:11:36,22.704,N,95.834,W
9/15/2013,18:13:36,22.705,N,95.836,W
9/15/2013,18:15:36,22.707,N,95.839,W
9/15/2013,18:17:36,22.708,N,95.842,W
9/15/2013,18:19:36,22.709,N,95.844,W
9/15/2013,18:21:36,22.711,N,95.847,W
9/15/2013,18:23:36,22.712,N,95.849,W
9/15/2013,18:25:35,22.713,N,95.852,W
9/15/2013,18:27:35,22.715,N,95.854,W
9/15/2013,18:29:35,22.716,N,95.857,W
9/15/2013,18:31:35,22.717,N,95.86,W
9/15/2013,18:33:35,22.718,N,95.862,W
9/15/2013,18:35:35,22.72,N,95.865,W
9/15/2013,18:37:35,22.721,N,95.867,W
9/15/2013,18:39:36,22.722,N,95.869,W
9/15/2013,18:41:36,22.723,N,95.872,W
9/15/2013,18:43:36,22.724,N,95.874,W
9/15/2013,18:45:36,22.726,N,95.877,W
9/15/2013,18:47:36,22.727,N,95.879,W
9/15/2013,18:49:36,22.728,N,95.881,W
9/15/2013,18:51:36,22.729,N,95.884,W
9/15/2013,18:53:36,22.73,N,95.886,W
9/15/2013,18:55:35,22.731,N,95.888,W
9/15/2013,18:57:35,22.732,N,95.89,W
9/15/2013,18:59:35,22.733,N,95.892,W
9/15/2013,19:01:35,22.734,N,95.895,W
9/15/2013,19:03:35,22.735,N,95.897,W
9/15/2013,19:05:35,22.736,N,95.899,W
9/15/2013,19:07:35,22.737,N,95.901,W
9/15/2013,19:09:36,22.738,N,95.903,W
9/15/2013,19:11:36,22.739,N,95.905,W
9/15/2013,19:13:36,22.74,N,95.907,W
9/15/2013,19:15:36,22.741,N,95.909,W
9/15/2013,19:17:36,22.742,N,95.911,W
9/15/2013,19:19:36,22.743,N,95.913,W
9/15/2013,19:21:36,22.744,N,95.915,W
9/15/2013,19:23:36,22.745,N,95.917,W
9/15/2013,19:25:35,22.745,N,95.919,W
9/15/2013,19:27:35,22.746,N,95.921,W
9/15/2013,19:29:35,22.747,N,95.923,W
9/15/2013,19:31:35,22.748,N,95.924,W
9/15/2013,19:33:35,22.749,N,95.926,W
9/15/2013,19:35:35,22.75,N,95.928,W
9/15/2013,19:37:35,22.75,N,95.93,W
9/15/2013,19:39:36,22.751,N,95.932,W
9/15/2013,19:41:36,22.752,N,95.933,W
9/15/2013,19:43:36,22.753,N,95.935,W
9/15/2013,19:45:36,22.753,N,95.937,W
9/15/2013,19:47:36,22.754,N,95.938,W
9/15/2013,19:49:36,22.755,N,95.94,W
9/15/2013,19:51:36,22.756,N,95.942,W
9/15/2013,19:53:36,22.756,N,95.943,W
9/15/2013,19:55:35,22.757,N,95.945,W
9/15/2013,19:57:35,22.758,N,95.946,W
9/15/2013,19:59:35,22.758,N,95.948,W
9/15/2013,20:01:35,22.759,N,95.95,W
9/15/2013,20:03:35,22.76,N,95.951,W
9/15/2013,20:05:35,22.76,N,95.953,W
9/15/2013,20:07:35,22.761,N,95.954,W
9/15/2013,20:09:36,22.761,N,95.956,W
9/15/2013,20:11:36,22.762,N,95.957,W
9/15/2013,20:13:36,22.763,N,95.958,W
9/15/2013,20:15:36,22.763,N,95.96,W
9/15/2013,20:17:36,22.764,N,95.961,W
9/15/2013,20:19:36,22.764,N,95.963,W
9/15/2013,20:21:36,22.765,N,95.964,W
9/15/2013,20:23:36,22.765,N,95.965,W
9/15/2013,20:25:35,22.766,N,95.967,W
9/15/2013,20:27:35,22.766,N,95.968,W
9/15/2013,20:29:35,22.767,N,95.97,W
9/15/2013,20:31:35,22.768,N,95.971,W
9/15/2013,20:33:35,22.768,N,95.972,W
9/15/2013,20:35:35,22.769,N,95.973,W
9/15/2013,20:37:35,22.769,N,95.975,W
9/15/2013,20:39:36,22.77,N,95.976,W
9/15/2013,20:41:36,22.77,N,95.977,W
9/15/2013,20:43:36,22.77,N,95.978,W
9/15/2013,20:45:36,22.771,N,95.98,W
9/15/2013,20:47:36,22.771,N,95.981,W
9/15/2013,20:49:36,22.772,N,95.982,W
9/15/2013,20:51:36,22.772,N,95.983,W
9/15/2013,20:53:36,22.773,N,95.985,W
9/15/2013,20:55:35,22.773,N,95.986,W
9/15/2013,20:57:35,22.774,N,95.987,W
9/15/2013,20:59:35,22.774,N,95.988,W
9/15/2013,21:01:35,22.774,N,95.989,W
9/15/2013,21:03:35,22.775,N,95.99,W
9/15/2013,21:04:53,22.775,N,95.991,W
9/15/2013,21:06:53,22.774,N,95.991,W
9/15/2013,21:08:53,22.773,N,95.991,W
9/15/2013,21:10:53,22.772,N,95.992,W
9/15/2013,21:12:53,22.772,N,95.992,W
9/15/2013,21:14:54,22.771,N,95.993,W
9/15/2013,21:16:54,22.77,N,95.993,W
9/15/2013,21:18:54,22.77,N,95.993,W
9/15/2013,21:20:54,22.769,N,95.994,W
9/15/2013,21:22:54,22.769,N,95.995,W
9/15/2013,21:24:54,22.769,N,95.995,W
9/15/2013,21:26:54,22.769,N,95.996,W
9/15/2013,21:28:53,22.769,N,95.997,W
9/15/2013,21:30:53,22.769,N,95.998,W
9/15/2013,21:32:53,22.769,N,95.998,W
9/15/2013,21:34:53,22.769,N,95.999,W
9/15/2013,21:36:53,22.769,N,96,W
9/15/2013,21:38:53,22.769,N,96.001,W
9/15/2013,21:40:53,22.77,N,96.002,W
9/15/2013,21:42:53,22.77,N,96.003,W
9/15/2013,21:44:54,22.77,N,96.004,W
9/15/2013,21:46:54,22.771,N,96.006,W
9/15/2013,21:48:54,22.772,N,96.007,W
9/15/2013,21:50:54,22.772,N,96.008,W
9/15/2013,21:52:54,22.773,N,96.009,W
9/15/2013,21:54:54,22.774,N,96.011,W
9/15/2013,21:56:54,22.775,N,96.012,W
9/15/2013,21:58:53,22.776,N,96.013,W
9/15/2013,22:00:53,22.777,N,96.015,W
9/15/2013,22:02:53,22.778,N,96.016,W
9/15/2013,22:04:53,22.779,N,96.018,W
9/15/2013,22:06:53,22.78,N,96.019,W
9/15/2013,22:08:53,22.781,N,96.021,W
9/15/2013,22:10:53,22.782,N,96.022,W
9/15/2013,22:12:53,22.784,N,96.024,W
9/15/2013,22:14:54,22.785,N,96.025,W
9/15/2013,22:16:54,22.786,N,96.027,W
9/15/2013,22:17:56,22.787,N,96.028,W
9/15/2013,22:19:55,22.786,N,96.031,W
9/15/2013,22:21:55,22.785,N,96.034,W
9/15/2013,22:23:55,22.784,N,96.037,W
9/15/2013,22:25:55,22.782,N,96.041,W
9/15/2013,22:27:55,22.781,N,96.044,W
9/15/2013,22:29:55,22.781,N,96.047,W
9/15/2013,22:31:55,22.78,N,96.05,W
9/15/2013,22:33:55,22.779,N,96.054,W
9/15/2013,22:35:56,22.778,N,96.057,W
9/15/2013,22:37:56,22.778,N,96.06,W
9/15/2013,22:39:56,22.777,N,96.063,W
9/15/2013,22:41:56,22.777,N,96.066,W
9/15/2013,22:43:56,22.777,N,96.069,W
9/15/2013,22:45:56,22.777,N,96.072,W
9/15/2013,22:47:56,22.778,N,96.075,W
9/15/2013,22:49:55,22.778,N,96.078,W
9/15/2013,22:51:55,22.779,N,96.081,W
9/15/2013,22:53:55,22.78,N,96.084,W
9/15/2013,22:55:55,22.782,N,96.086,W
9/15/2013,22:57:55,22.783,N,96.089,W
9/15/2013,22:59:55,22.785,N,96.091,W
9/15/2013,23:01:55,22.788,N,96.093,W
9/15/2013,23:03:55,22.79,N,96.095,W
9/15/2013,23:05:56,22.793,N,96.097,W
9/15/2013,23:07:56,22.796,N,96.098,W
9/15/2013,23:09:56,22.8,N,96.1,W
9/15/2013,23:11:56,22.804,N,96.101,W
9/15/2013,23:13:56,22.808,N,96.102,W
9/15/2013,23:15:56,22.812,N,96.103,W
9/15/2013,23:17:56,22.817,N,96.104,W
9/15/2013,23:19:55,22.822,N,96.105,W
9/15/2013,23:21:55,22.827,N,96.106,W
9/15/2013,23:23:55,22.832,N,96.106,W
9/15/2013,23:25:55,22.838,N,96.107,W
9/15/2013,23:27:55,22.843,N,96.107,W
9/15/2013,23:29:55,22.849,N,96.108,W
9/15/2013,23:31:55,22.855,N,96.108,W
9/15/2013,23:33:55,22.861,N,96.108,W
9/15/2013,23:35:29,22.866,N,96.108,W
9/15/2013,23:37:29,22.876,N,96.103,W
9/15/2013,23:39:29,22.886,N,96.099,W
9/15/2013,23:41:29,22.895,N,96.097,W
9/15/2013,23:43:29,22.903,N,96.095,W
9/15/2013,23:45:29,22.91,N,96.094,W
9/15/2013,23:47:29,22.917,N,96.094,W
9/15/2013,23:49:29,22.923,N,96.094,W
9/15/2013,23:51:28,22.929,N,96.096,W
9/15/2013,23:53:28,22.934,N,96.098,W
9/15/2013,23:55:28,22.939,N,96.1,W
9/15/2013,23:57:28,22.943,N,96.104,W
9/15/2013,23:58:36,22.945,N,96.106,W
9/16/2013,0:00:36,22.949,N,96.11,W
9/16/2013,0:02:36,22.952,N,96.114,W
9/16/2013,0:04:36,22.955,N,96.119,W
9/16/2013,0:06:36,22.957,N,96.124,W
9/16/2013,0:08:36,22.959,N,96.13,W
9/16/2013,0:10:36,22.961,N,96.136,W
9/16/2013,0:12:37,22.963,N,96.143,W
9/16/2013,0:14:37,22.964,N,96.149,W
9/16/2013,0:16:37,22.966,N,96.156,W
9/16/2013,0:18:37,22.968,N,96.163,W
9/16/2013,0:19:14,22.969,N,96.165,W
9/16/2013,0:21:14,22.971,N,96.174,W
9/16/2013,0:23:14,22.973,N,96.183,W
9/16/2013,0:25:13,22.975,N,96.192,W
9/16/2013,0:27:13,22.978,N,96.201,W
9/16/2013,0:29:13,22.98,N,96.208,W
9/16/2013,0:31:13,22.983,N,96.215,W
9/16/2013,0:33:13,22.986,N,96.221,W
9/16/2013,0:35:13,22.989,N,96.226,W
9/16/2013,0:37:13,22.993,N,96.229,W
9/16/2013,0:39:08,22.997,N,96.231,W
9/16/2013,0:41:09,23.001,N,96.232,W
9/16/2013,0:43:09,23.005,N,96.233,W
9/16/2013,0:45:09,23.01,N,96.233,W
9/16/2013,0:47:09,23.014,N,96.233,W
9/16/2013,0:49:09,23.019,N,96.233,W
9/16/2013,0:49:28,23.02,N,96.233,W
9/16/2013,0:51:28,23.025,N,96.234,W
9/16/2013,0:53:28,23.031,N,96.236,W
9/16/2013,0:55:28,23.037,N,96.237,W
9/16/2013,0:57:28,23.044,N,96.24,W
9/16/2013,0:59:28,23.051,N,96.243,W
9/16/2013,1:01:28,23.058,N,96.246,W
9/16/2013,1:03:27,23.065,N,96.25,W
9/16/2013,1:05:27,23.072,N,96.254,W
9/16/2013,1:07:27,23.078,N,96.259,W
9/16/2013,1:09:27,23.083,N,96.264,W
9/16/2013,1:11:27,23.086,N,96.269,W
9/16/2013,1:13:27,23.083,N,96.274,W
9/16/2013,1:15:26,23.078,N,96.28,W
9/16/2013,1:17:26,23.073,N,96.286,W
9/16/2013,1:19:26,23.068,N,96.293,W
9/16/2013,1:21:26,23.062,N,96.299,W
9/16/2013,1:23:26,23.056,N,96.306,W
9/16/2013,1:25:26,23.051,N,96.313,W
9/16/2013,1:27:26,23.046,N,96.319,W
9/16/2013,1:29:27,23.042,N,96.325,W
9/16/2013,1:31:15,23.038,N,96.331,W
9/16/2013,1:33:15,23.034,N,96.337,W
9/16/2013,1:35:15,23.031,N,96.343,W
9/16/2013,1:37:15,23.027,N,96.349,W
9/16/2013,1:39:15,23.025,N,96.355,W
9/16/2013,1:41:15,23.022,N,96.361,W
9/16/2013,1:42:18,23.021,N,96.364,W
9/16/2013,1:44:18,23.024,N,96.369,W
9/16/2013,1:46:18,23.027,N,96.374,W
9/16/2013,1:48:18,23.03,N,96.38,W
9/16/2013,1:50:17,23.033,N,96.385,W
9/16/2013,1:52:17,23.036,N,96.39,W
9/16/2013,1:54:17,23.039,N,96.395,W
9/16/2013,1:56:17,23.042,N,96.4,W
9/16/2013,1:58:17,23.045,N,96.406,W
9/16/2013,2:00:17,23.048,N,96.411,W
9/16/2013,2:02:17,23.051,N,96.416,W
9/16/2013,2:04:17,23.054,N,96.421,W
9/16/2013,2:06:18,23.057,N,96.426,W
9/16/2013,2:08:18,23.06,N,96.432,W
9/16/2013,2:10:18,23.063,N,96.437,W
9/16/2013,2:12:18,23.066,N,96.442,W
9/16/2013,2:14:18,23.07,N,96.447,W
9/16/2013,2:16:18,23.073,N,96.452,W
9/16/2013,2:18:18,23.076,N,96.457,W
9/16/2013,2:20:17,23.079,N,96.463,W
9/16/2013,2:22:17,23.082,N,96.468,W
9/16/2013,2:24:17,23.085,N,96.473,W
9/16/2013,2:25:48,23.087,N,96.477,W
9/16/2013,2:27:48,23.09,N,96.481,W
9/16/2013,2:29:49,23.093,N,96.486,W
9/16/2013,2:31:49,23.096,N,96.49,W
9/16/2013,2:33:49,23.1,N,96.495,W
9/16/2013,2:35:49,23.103,N,96.499,W
9/16/2013,2:37:49,23.106,N,96.504,W
9/16/2013,2:39:49,23.109,N,96.508,W
9/16/2013,2:41:49,23.112,N,96.513,W
9/16/2013,2:43:49,23.115,N,96.517,W
9/16/2013,2:45:48,23.119,N,96.522,W
9/16/2013,2:47:48,23.122,N,96.526,W
9/16/2013,2:49:48,23.125,N,96.531,W
9/16/2013,2:51:48,23.128,N,96.535,W
9/16/2013,2:53:48,23.131,N,96.54,W
9/16/2013,2:55:48,23.134,N,96.544,W
9/16/2013,2:57:48,23.137,N,96.549,W
9/16/2013,2:59:49,23.141,N,96.553,W
9/16/2013,3:01:49,23.144,N,96.558,W
9/16/2013,3:03:49,23.147,N,96.562,W
9/16/2013,3:05:49,23.15,N,96.567,W
9/16/2013,3:07:49,23.153,N,96.571,W
9/16/2013,3:09:49,23.156,N,96.576,W
9/16/2013,3:11:49,23.159,N,96.58,W
9/16/2013,3:13:49,23.162,N,96.585,W
9/16/2013,3:15:48,23.165,N,96.589,W
9/16/2013,3:17:48,23.169,N,96.594,W
9/16/2013,3:19:48,23.172,N,96.598,W
9/16/2013,3:21:48,23.175,N,96.603,W
9/16/2013,3:23:48,23.178,N,96.607,W
9/16/2013,3:25:48,23.181,N,96.612,W
9/16/2013,3:27:48,23.184,N,96.616,W
9/16/2013,3:29:49,23.187,N,96.621,W
9/16/2013,3:31:49,23.19,N,96.625,W
9/16/2013,3:33:49,23.193,N,96.63,W
9/16/2013,3:35:49,23.196,N,96.634,W
9/16/2013,3:37:49,23.2,N,96.639,W
9/16/2013,3:39:49,23.203,N,96.643,W
9/16/2013,3:41:49,23.206,N,96.648,W
9/16/2013,3:43:49,23.209,N,96.652,W
9/16/2013,3:45:48,23.212,N,96.657,W
9/16/2013,3:47:48,23.215,N,96.661,W
9/16/2013,3:49:48,23.218,N,96.666,W
9/16/2013,3:51:48,23.221,N,96.67,W
9/16/2013,3:53:48,23.224,N,96.675,W
9/16/2013,3:55:48,23.227,N,96.68,W
9/16/2013,3:57:48,23.23,N,96.684,W
9/16/2013,3:59:49,23.233,N,96.689,W
9/16/2013,4:01:49,23.236,N,96.693,W
9/16/2013,4:03:49,23.239,N,96.698,W
9/16/2013,4:05:49,23.242,N,96.702,W
9/16/2013,4:07:49,23.245,N,96.707,W
9/16/2013,4:09:49,23.248,N,96.711,W
9/16/2013,4:11:49,23.251,N,96.716,W
9/16/2013,4:13:49,23.254,N,96.72,W
9/16/2013,4:15:48,23.257,N,96.725,W
9/16/2013,4:17:48,23.26,N,96.729,W
9/16/2013,4:19:48,23.263,N,96.734,W
9/16/2013,4:21:48,23.266,N,96.738,W
9/16/2013,4:23:48,23.269,N,96.743,W
9/16/2013,4:25:48,23.272,N,96.747,W
9/16/2013,4:27:48,23.275,N,96.752,W
9/16/2013,4:29:49,23.278,N,96.756,W
9/16/2013,4:31:49,23.281,N,96.761,W
9/16/2013,4:33:49,23.284,N,96.765,W
9/16/2013,4:35:49,23.287,N,96.77,W
9/16/2013,4:37:49,23.29,N,96.774,W
9/16/2013,4:39:49,23.293,N,96.779,W
9/16/2013,4:41:49,23.296,N,96.783,W
9/16/2013,4:43:49,23.299,N,96.788,W
9/16/2013,4:45:48,23.302,N,96.792,W
9/16/2013,4:47:48,23.305,N,96.797,W
9/16/2013,4:49:48,23.308,N,96.802,W
9/16/2013,4:51:48,23.31,N,96.806,W
9/16/2013,4:53:48,23.313,N,96.811,W
9/16/2013,4:55:48,23.316,N,96.815,W
9/16/2013,4:57:48,23.319,N,96.82,W
9/16/2013,4:59:49,23.322,N,96.824,W
9/16/2013,5:01:49,23.325,N,96.829,W
9/16/2013,5:03:49,23.328,N,96.833,W
9/16/2013,5:05:49,23.331,N,96.838,W
9/16/2013,5:07:49,23.334,N,96.842,W
9/16/2013,5:09:49,23.336,N,96.847,W
9/16/2013,5:11:49,23.339,N,96.851,W
9/16/2013,5:13:49,23.342,N,96.856,W
9/16/2013,5:15:48,23.345,N,96.86,W
9/16/2013,5:17:48,23.348,N,96.865,W
9/16/2013,5:19:48,23.351,N,96.87,W
9/16/2013,5:21:48,23.353,N,96.874,W
9/16/2013,5:23:48,23.356,N,96.879,W
9/16/2013,5:25:48,23.359,N,96.883,W
9/16/2013,5:27:48,23.362,N,96.888,W
9/16/2013,5:29:49,23.365,N,96.892,W
9/16/2013,5:31:49,23.367,N,96.897,W
9/16/2013,5:33:49,23.37,N,96.901,W
9/16/2013,5:35:49,23.373,N,96.906,W
9/16/2013,5:37:49,23.376,N,96.91,W
9/16/2013,5:39:49,23.378,N,96.915,W
9/16/2013,5:41:49,23.381,N,96.92,W
9/16/2013,5:43:49,23.384,N,96.924,W
9/16/2013,5:45:48,23.387,N,96.929,W
9/16/2013,5:47:48,23.389,N,96.933,W
9/16/2013,5:49:48,23.392,N,96.938,W
9/16/2013,5:51:48,23.395,N,96.942,W
9/16/2013,5:53:48,23.398,N,96.947,W
9/16/2013,5:55:48,23.4,N,96.951,W
