Track,for,Lili,2002,,,
Date,Time,(UTC),Latitude,Longitude,,Category
MM/DD/Year,HH:MM:SS,(deg),(deg),,,
9/22/2002,23:53:59,12.098,N,54.562,W,4
9/22/2002,23:55:59,12.099,N,54.575,W,4
9/22/2002,23:58:00,12.099,N,54.587,W,4
9/23/2002,0:00:00,12.1,N,54.6,W,4
9/23/2002,0:02:00,12.101,N,54.613,W,4
9/23/2002,0:04:00,12.101,N,54.625,W,4
9/23/2002,0:06:00,12.102,N,54.638,W,4
9/23/2002,0:08:00,12.102,N,54.65,W,4
9/23/2002,0:10:00,12.103,N,54.663,W,4
9/23/2002,0:12:00,12.103,N,54.675,W,4
9/23/2002,0:14:00,12.104,N,54.688,W,4
9/23/2002,0:16:00,12.104,N,54.7,W,4
9/23/2002,0:18:00,12.105,N,54.713,W,4
9/23/2002,0:20:00,12.105,N,54.726,W,4
9/23/2002,0:22:00,12.106,N,54.738,W,4
9/23/2002,0:24:00,12.106,N,54.751,W,4
9/23/2002,0:26:00,12.107,N,54.763,W,4
9/23/2002,0:28:00,12.108,N,54.776,W,4
9/23/2002,0:30:00,12.108,N,54.788,W,4
9/23/2002,0:32:00,12.109,N,54.801,W,4
9/23/2002,0:34:00,12.109,N,54.814,W,4
9/23/2002,0:36:00,12.11,N,54.826,W,4
9/23/2002,0:38:00,12.11,N,54.839,W,4
9/23/2002,0:40:00,12.111,N,54.851,W,4
9/23/2002,0:42:00,12.111,N,54.864,W,4
9/23/2002,0:44:00,12.112,N,54.876,W,4
9/23/2002,0:46:00,12.112,N,54.889,W,4
9/23/2002,0:48:00,12.113,N,54.901,W,4
9/23/2002,0:50:00,12.114,N,54.914,W,4
9/23/2002,0:52:00,12.114,N,54.926,W,4
9/23/2002,0:54:00,12.115,N,54.939,W,4
9/23/2002,0:56:00,12.115,N,54.952,W,4
9/23/2002,0:58:00,12.116,N,54.964,W,4
9/23/2002,1:00:00,12.116,N,54.977,W,4
9/23/2002,1:01:59,12.117,N,54.989,W,4
9/23/2002,1:04:00,12.117,N,55.002,W,4
9/23/2002,1:06:00,12.118,N,55.014,W,4
9/23/2002,1:07:59,12.118,N,55.027,W,4
9/23/2002,1:09:59,12.119,N,55.039,W,4
9/23/2002,1:12:00,12.119,N,55.052,W,4
9/23/2002,1:14:00,12.12,N,55.064,W,4
9/23/2002,1:15:59,12.121,N,55.077,W,4
9/23/2002,1:17:59,12.121,N,55.089,W,4
9/23/2002,1:20:00,12.122,N,55.102,W,4
9/23/2002,1:22:00,12.122,N,55.114,W,4
9/23/2002,1:23:59,12.123,N,55.127,W,4
9/23/2002,1:25:59,12.123,N,55.139,W,4
9/23/2002,1:28:00,12.124,N,55.152,W,4
9/23/2002,1:30:00,12.124,N,55.164,W,4
9/23/2002,1:31:59,12.125,N,55.177,W,4
9/23/2002,1:34:00,12.125,N,55.189,W,4
9/23/2002,1:36:00,12.126,N,55.202,W,4
9/23/2002,1:38:00,12.127,N,55.214,W,4
9/23/2002,1:39:59,12.127,N,55.227,W,4
9/23/2002,1:42:00,12.128,N,55.239,W,4
9/23/2002,1:44:00,12.128,N,55.252,W,4
9/23/2002,1:46:00,12.129,N,55.264,W,4
9/23/2002,1:47:59,12.129,N,55.277,W,4
9/23/2002,1:50:00,12.13,N,55.289,W,4
9/23/2002,1:52:00,12.13,N,55.302,W,4
9/23/2002,1:54:00,12.131,N,55.314,W,4
9/23/2002,1:55:59,12.131,N,55.327,W,4
9/23/2002,1:58:00,12.132,N,55.339,W,4
9/23/2002,2:00:00,12.133,N,55.351,W,4
9/23/2002,2:01:59,12.133,N,55.364,W,4
9/23/2002,2:03:59,12.134,N,55.376,W,4
9/23/2002,2:05:59,12.134,N,55.389,W,4
9/23/2002,2:08:00,12.135,N,55.401,W,4
9/23/2002,2:10:00,12.135,N,55.414,W,4
9/23/2002,2:12:00,12.136,N,55.426,W,4
9/23/2002,2:14:00,12.136,N,55.439,W,4
9/23/2002,2:15:59,12.137,N,55.451,W,4
9/23/2002,2:17:59,12.137,N,55.463,W,4
9/23/2002,2:19:59,12.138,N,55.476,W,4
9/23/2002,2:21:59,12.139,N,55.488,W,4
9/23/2002,2:24:00,12.139,N,55.501,W,4
9/23/2002,2:26:00,12.14,N,55.513,W,4
9/23/2002,2:28:00,12.14,N,55.525,W,4
9/23/2002,2:30:00,12.141,N,55.538,W,4
9/23/2002,2:31:59,12.141,N,55.55,W,4
9/23/2002,2:33:59,12.142,N,55.562,W,4
9/23/2002,2:35:59,12.142,N,55.575,W,4
9/23/2002,2:38:00,12.143,N,55.587,W,4
9/23/2002,2:40:00,12.143,N,55.6,W,4
9/23/2002,2:42:00,12.144,N,55.612,W,4
9/23/2002,2:44:00,12.145,N,55.624,W,4
9/23/2002,2:46:00,12.145,N,55.637,W,4
9/23/2002,2:47:59,12.146,N,55.649,W,4
9/23/2002,2:49:59,12.146,N,55.661,W,4
9/23/2002,2:51:59,12.147,N,55.674,W,4
9/23/2002,2:54:00,12.147,N,55.686,W,4
9/23/2002,2:56:00,12.148,N,55.698,W,4
9/23/2002,2:58:00,12.148,N,55.711,W,4
9/23/2002,3:00:00,12.149,N,55.723,W,4
9/23/2002,3:01:59,12.15,N,55.735,W,4
9/23/2002,3:03:59,12.15,N,55.748,W,4
9/23/2002,3:05:59,12.151,N,55.76,W,4
9/23/2002,3:08:00,12.151,N,55.772,W,4
9/23/2002,3:10:00,12.152,N,55.784,W,4
9/23/2002,3:12:00,12.152,N,55.797,W,4
9/23/2002,3:14:00,12.153,N,55.809,W,4
9/23/2002,3:15:59,12.153,N,55.821,W,4
9/23/2002,3:17:59,12.154,N,55.833,W,4
9/23/2002,3:19:59,12.154,N,55.846,W,4
9/23/2002,3:21:59,12.155,N,55.858,W,4
9/23/2002,3:24:00,12.156,N,55.87,W,4
9/23/2002,3:26:00,12.156,N,55.882,W,4
9/23/2002,3:28:00,12.157,N,55.895,W,4
9/23/2002,3:30:00,12.157,N,55.907,W,4
9/23/2002,3:31:59,12.158,N,55.919,W,4
9/23/2002,3:33:59,12.158,N,55.931,W,4
9/23/2002,3:35:59,12.159,N,55.943,W,4
9/23/2002,3:38:00,12.159,N,55.956,W,4
9/23/2002,3:40:00,12.16,N,55.968,W,4
9/23/2002,3:42:00,12.161,N,55.98,W,4
9/23/2002,3:44:00,12.161,N,55.992,W,4
9/23/2002,3:46:00,12.162,N,56.004,W,4
9/23/2002,3:47:59,12.162,N,56.017,W,4
9/23/2002,3:49:59,12.163,N,56.029,W,4
9/23/2002,3:51:59,12.163,N,56.041,W,4
9/23/2002,3:54:00,12.164,N,56.053,W,4
9/23/2002,3:56:00,12.165,N,56.065,W,4
9/23/2002,3:58:00,12.165,N,56.077,W,4
9/23/2002,4:00:00,12.166,N,56.089,W,4
9/23/2002,4:01:59,12.166,N,56.101,W,4
9/23/2002,4:03:59,12.167,N,56.114,W,4
9/23/2002,4:05:59,12.167,N,56.126,W,4
9/23/2002,4:07:59,12.168,N,56.138,W,4
9/23/2002,4:09:59,12.168,N,56.15,W,4
9/23/2002,4:11:59,12.169,N,56.162,W,4
9/23/2002,4:13:59,12.17,N,56.174,W,4
9/23/2002,4:16:00,12.17,N,56.186,W,4
9/23/2002,4:18:00,12.171,N,56.198,W,4
9/23/2002,4:20:00,12.171,N,56.21,W,4
9/23/2002,4:22:00,12.172,N,56.222,W,4
9/23/2002,4:24:00,12.172,N,56.234,W,4
9/23/2002,4:26:00,12.173,N,56.246,W,4
9/23/2002,4:28:00,12.174,N,56.258,W,4
9/23/2002,4:30:00,12.174,N,56.27,W,4
9/23/2002,4:31:59,12.175,N,56.282,W,4
9/23/2002,4:33:59,12.175,N,56.294,W,4
9/23/2002,4:35:59,12.176,N,56.306,W,4
9/23/2002,4:37:59,12.176,N,56.318,W,4
9/23/2002,4:39:59,12.177,N,56.33,W,4
9/23/2002,4:41:59,12.177,N,56.342,W,4
9/23/2002,4:43:59,12.178,N,56.354,W,4
9/23/2002,4:46:00,12.179,N,56.366,W,4
9/23/2002,4:48:00,12.179,N,56.378,W,4
9/23/2002,4:50:00,12.18,N,56.39,W,4
9/23/2002,4:52:00,12.18,N,56.401,W,4
9/23/2002,4:54:00,12.181,N,56.413,W,4
9/23/2002,4:56:00,12.181,N,56.425,W,4
9/23/2002,4:58:00,12.182,N,56.437,W,4
9/23/2002,5:00:00,12.183,N,56.449,W,4
9/23/2002,5:01:59,12.183,N,56.461,W,4
9/23/2002,5:03:59,12.184,N,56.473,W,4
9/23/2002,5:05:59,12.184,N,56.484,W,4
9/23/2002,5:07:59,12.185,N,56.496,W,4
9/23/2002,5:09:59,12.185,N,56.508,W,4
9/23/2002,5:11:59,12.186,N,56.52,W,4
9/23/2002,5:13:59,12.187,N,56.532,W,4
9/23/2002,5:16:00,12.187,N,56.543,W,4
9/23/2002,5:18:00,12.188,N,56.555,W,4
9/23/2002,5:20:00,12.188,N,56.567,W,4
9/23/2002,5:22:00,12.189,N,56.579,W,4
9/23/2002,5:24:00,12.19,N,56.59,W,4
9/23/2002,5:26:00,12.19,N,56.602,W,4
9/23/2002,5:28:00,12.191,N,56.614,W,4
9/23/2002,5:30:00,12.191,N,56.626,W,4
9/23/2002,5:31:59,12.192,N,56.637,W,4
9/23/2002,5:33:59,12.192,N,56.649,W,4
9/23/2002,5:35:59,12.193,N,56.661,W,4
9/23/2002,5:37:59,12.194,N,56.672,W,4
9/23/2002,5:39:59,12.194,N,56.684,W,4
9/23/2002,5:41:59,12.195,N,56.696,W,4
9/23/2002,5:43:59,12.195,N,56.707,W,4
9/23/2002,5:46:00,12.196,N,56.719,W,4
9/23/2002,5:48:00,12.196,N,56.731,W,4
9/23/2002,5:50:00,12.197,N,56.742,W,4
9/23/2002,5:52:00,12.198,N,56.754,W,4
9/23/2002,5:54:00,12.198,N,56.765,W,4
9/23/2002,5:56:00,12.199,N,56.777,W,4
9/23/2002,5:58:00,12.199,N,56.788,W,4
9/23/2002,6:00:00,12.2,N,56.8,W,4
9/23/2002,6:01:59,12.201,N,56.812,W,4
9/23/2002,6:03:59,12.201,N,56.823,W,4
9/23/2002,6:05:59,12.202,N,56.835,W,4
9/23/2002,6:07:59,12.202,N,56.846,W,4
9/23/2002,6:09:59,12.203,N,56.858,W,4
9/23/2002,6:11:59,12.204,N,56.869,W,4
9/23/2002,6:13:59,12.204,N,56.881,W,4
9/23/2002,6:16:00,12.205,N,56.892,W,4
9/23/2002,6:18:00,12.205,N,56.903,W,4
9/23/2002,6:20:00,12.206,N,56.915,W,4
9/23/2002,6:22:00,12.206,N,56.926,W,4
9/23/2002,6:24:00,12.207,N,56.938,W,4
9/23/2002,6:26:00,12.208,N,56.949,W,4
9/23/2002,6:28:00,12.208,N,56.96,W,4
9/23/2002,6:30:00,12.209,N,56.972,W,4
9/23/2002,6:31:59,12.209,N,56.983,W,4
9/23/2002,6:33:59,12.21,N,56.995,W,4
9/23/2002,6:35:59,12.211,N,57.006,W,4
9/23/2002,6:37:59,12.211,N,57.017,W,4
9/23/2002,6:39:59,12.212,N,57.029,W,4
9/23/2002,6:41:59,12.212,N,57.04,W,4
9/23/2002,6:43:59,12.213,N,57.051,W,4
9/23/2002,6:46:00,12.214,N,57.062,W,4
9/23/2002,6:48:00,12.214,N,57.074,W,4
9/23/2002,6:50:00,12.215,N,57.085,W,4
9/23/2002,6:52:00,12.215,N,57.096,W,4
9/23/2002,6:54:00,12.216,N,57.107,W,4
9/23/2002,6:56:00,12.217,N,57.119,W,4
9/23/2002,6:58:00,12.217,N,57.13,W,4
9/23/2002,7:00:00,12.218,N,57.141,W,4
9/23/2002,7:01:59,12.218,N,57.152,W,4
9/23/2002,7:03:59,12.219,N,57.163,W,4
9/23/2002,7:05:59,12.22,N,57.174,W,4
9/23/2002,7:07:59,12.22,N,57.185,W,4
9/23/2002,7:09:59,12.221,N,57.197,W,4
9/23/2002,7:11:59,12.221,N,57.208,W,4
9/23/2002,7:13:59,12.222,N,57.219,W,4
9/23/2002,7:16:00,12.223,N,57.23,W,4
9/23/2002,7:18:00,12.223,N,57.241,W,4
9/23/2002,7:20:00,12.224,N,57.252,W,4
9/23/2002,7:22:00,12.225,N,57.263,W,4
9/23/2002,7:24:00,12.225,N,57.274,W,4
9/23/2002,7:26:00,12.226,N,57.285,W,4
9/23/2002,7:28:00,12.226,N,57.296,W,4
9/23/2002,7:30:00,12.227,N,57.307,W,4
9/23/2002,7:31:59,12.228,N,57.318,W,4
9/23/2002,7:33:59,12.228,N,57.329,W,4
9/23/2002,7:35:59,12.229,N,57.34,W,4
9/23/2002,7:37:59,12.229,N,57.351,W,4
9/23/2002,7:39:59,12.23,N,57.362,W,4
9/23/2002,7:41:59,12.231,N,57.373,W,4
9/23/2002,7:43:59,12.231,N,57.383,W,4
9/23/2002,7:46:00,12.232,N,57.394,W,4
9/23/2002,7:48:00,12.233,N,57.405,W,4
9/23/2002,7:50:00,12.233,N,57.416,W,4
9/23/2002,7:52:00,12.234,N,57.427,W,4
9/23/2002,7:54:00,12.234,N,57.438,W,4
9/23/2002,7:56:00,12.235,N,57.448,W,4
9/23/2002,7:58:00,12.236,N,57.459,W,4
9/23/2002,8:00:00,12.236,N,57.47,W,4
9/23/2002,8:02:00,12.237,N,57.481,W,4
9/23/2002,8:03:59,12.237,N,57.491,W,4
9/23/2002,8:06:00,12.238,N,57.502,W,4
9/23/2002,8:07:59,12.239,N,57.513,W,4
9/23/2002,8:10:00,12.239,N,57.523,W,4
9/23/2002,8:11:59,12.24,N,57.534,W,4
9/23/2002,8:14:00,12.241,N,57.545,W,4
9/23/2002,8:15:59,12.241,N,57.555,W,4
9/23/2002,8:18:00,12.242,N,57.566,W,4
9/23/2002,8:19:59,12.242,N,57.577,W,4
9/23/2002,8:22:00,12.243,N,57.587,W,4
9/23/2002,8:23:59,12.244,N,57.598,W,4
9/23/2002,8:26:00,12.244,N,57.608,W,4
9/23/2002,8:27:59,12.245,N,57.619,W,4
9/23/2002,8:30:00,12.246,N,57.629,W,4
9/23/2002,8:32:00,12.246,N,57.64,W,4
9/23/2002,8:33:59,12.247,N,57.65,W,4
9/23/2002,8:36:00,12.248,N,57.661,W,4
9/23/2002,8:37:59,12.248,N,57.671,W,4
9/23/2002,8:40:00,12.249,N,57.682,W,4
9/23/2002,8:41:59,12.249,N,57.692,W,4
9/23/2002,8:44:00,12.25,N,57.703,W,4
9/23/2002,8:45:59,12.251,N,57.713,W,4
9/23/2002,8:48:00,12.251,N,57.723,W,4
9/23/2002,8:49:59,12.252,N,57.734,W,4
9/23/2002,8:52:00,12.253,N,57.744,W,4
9/23/2002,8:53:59,12.253,N,57.754,W,4
9/23/2002,8:56:00,12.254,N,57.765,W,4
9/23/2002,8:57:59,12.255,N,57.775,W,4
9/23/2002,9:00:00,12.255,N,57.785,W,4
9/23/2002,9:02:00,12.256,N,57.796,W,4
9/23/2002,9:03:59,12.257,N,57.806,W,4
9/23/2002,9:06:00,12.257,N,57.816,W,4
9/23/2002,9:07:59,12.258,N,57.826,W,4
9/23/2002,9:10:00,12.258,N,57.837,W,4
9/23/2002,9:11:59,12.259,N,57.847,W,4
9/23/2002,9:14:00,12.26,N,57.857,W,4
9/23/2002,9:15:59,12.26,N,57.867,W,4
9/23/2002,9:18:00,12.261,N,57.877,W,4
9/23/2002,9:19:59,12.262,N,57.887,W,4
9/23/2002,9:22:00,12.262,N,57.897,W,4
9/23/2002,9:23:59,12.263,N,57.908,W,4
9/23/2002,9:26:00,12.264,N,57.918,W,4
9/23/2002,9:27:59,12.264,N,57.928,W,4
9/23/2002,9:30:00,12.265,N,57.938,W,4
9/23/2002,9:32:00,12.266,N,57.948,W,4
9/23/2002,9:33:59,12.266,N,57.958,W,4
9/23/2002,9:36:00,12.267,N,57.968,W,4
9/23/2002,9:37:59,12.268,N,57.978,W,4
9/23/2002,9:40:00,12.268,N,57.988,W,4
9/23/2002,9:41:59,12.269,N,57.998,W,4
9/23/2002,9:44:00,12.27,N,58.008,W,4
9/23/2002,9:45:59,12.27,N,58.018,W,4
9/23/2002,9:48:00,12.271,N,58.028,W,4
9/23/2002,9:49:59,12.272,N,58.038,W,4
9/23/2002,9:52:00,12.272,N,58.047,W,4
9/23/2002,9:53:59,12.273,N,58.057,W,4
9/23/2002,9:56:00,12.274,N,58.067,W,4
9/23/2002,9:57:59,12.274,N,58.077,W,4
9/23/2002,10:00:00,12.275,N,58.087,W,4
9/23/2002,10:02:00,12.276,N,58.097,W,4
9/23/2002,10:03:59,12.276,N,58.107,W,4
9/23/2002,10:06:00,12.277,N,58.116,W,4
9/23/2002,10:07:59,12.278,N,58.126,W,4
9/23/2002,10:10:00,12.278,N,58.136,W,4
9/23/2002,10:11:59,12.279,N,58.146,W,4
9/23/2002,10:14:00,12.28,N,58.155,W,4
9/23/2002,10:15:59,12.28,N,58.165,W,4
9/23/2002,10:18:00,12.281,N,58.175,W,4
9/23/2002,10:19:59,12.282,N,58.185,W,4
9/23/2002,10:22:00,12.282,N,58.194,W,4
9/23/2002,10:23:59,12.283,N,58.204,W,4
9/23/2002,10:26:00,12.284,N,58.214,W,4
9/23/2002,10:27:59,12.284,N,58.223,W,4
9/23/2002,10:30:00,12.285,N,58.233,W,4
9/23/2002,10:32:00,12.286,N,58.243,W,4
9/23/2002,10:33:59,12.286,N,58.252,W,4
9/23/2002,10:36:00,12.287,N,58.262,W,4
9/23/2002,10:37:59,12.288,N,58.271,W,4
9/23/2002,10:40:00,12.288,N,58.281,W,4
9/23/2002,10:41:59,12.289,N,58.291,W,4
9/23/2002,10:44:00,12.29,N,58.3,W,4
9/23/2002,10:45:59,12.29,N,58.31,W,4
9/23/2002,10:48:00,12.291,N,58.319,W,4
9/23/2002,10:49:59,12.292,N,58.329,W,4
9/23/2002,10:52:00,12.292,N,58.338,W,4
9/23/2002,10:53:59,12.293,N,58.348,W,4
9/23/2002,10:56:00,12.294,N,58.357,W,4
9/23/2002,10:57:59,12.294,N,58.367,W,4
9/23/2002,11:00:00,12.295,N,58.376,W,4
9/23/2002,11:02:00,12.296,N,58.386,W,4
9/23/2002,11:03:59,12.296,N,58.395,W,4
9/23/2002,11:06:00,12.297,N,58.404,W,4
9/23/2002,11:07:59,12.298,N,58.414,W,4
9/23/2002,11:10:00,12.298,N,58.423,W,4
9/23/2002,11:11:59,12.299,N,58.433,W,4
9/23/2002,11:14:00,12.3,N,58.442,W,4
9/23/2002,11:15:59,12.301,N,58.451,W,4
9/23/2002,11:18:00,12.301,N,58.461,W,4
9/23/2002,11:19:59,12.302,N,58.47,W,4
9/23/2002,11:22:00,12.303,N,58.479,W,4
9/23/2002,11:23:59,12.303,N,58.489,W,4
9/23/2002,11:26:00,12.304,N,58.498,W,4
9/23/2002,11:27:59,12.305,N,58.507,W,4
9/23/2002,11:30:00,12.305,N,58.517,W,4
9/23/2002,11:32:00,12.306,N,58.526,W,4
9/23/2002,11:33:59,12.307,N,58.535,W,4
9/23/2002,11:36:00,12.307,N,58.544,W,4
9/23/2002,11:37:59,12.308,N,58.554,W,4
9/23/2002,11:40:00,12.309,N,58.563,W,4
9/23/2002,11:41:59,12.309,N,58.572,W,4
9/23/2002,11:44:00,12.31,N,58.581,W,4
9/23/2002,11:45:59,12.311,N,58.591,W,4
9/23/2002,11:48:00,12.312,N,58.6,W,4
9/23/2002,11:49:59,12.312,N,58.609,W,4
9/23/2002,11:52:00,12.313,N,58.618,W,4
9/23/2002,11:53:59,12.314,N,58.627,W,4
9/23/2002,11:56:00,12.314,N,58.636,W,4
9/23/2002,11:57:59,12.315,N,58.646,W,4
9/23/2002,12:00:00,12.316,N,58.655,W,4
9/23/2002,12:02:00,12.316,N,58.664,W,4
9/23/2002,12:03:59,12.317,N,58.673,W,4
9/23/2002,12:06:00,12.318,N,58.682,W,4
9/23/2002,12:07:59,12.319,N,58.691,W,4
9/23/2002,12:10:00,12.319,N,58.7,W,4
9/23/2002,12:11:59,12.32,N,58.709,W,4
9/23/2002,12:14:00,12.321,N,58.718,W,4
9/23/2002,12:15:59,12.321,N,58.727,W,4
9/23/2002,12:18:00,12.322,N,58.737,W,4
9/23/2002,12:19:59,12.323,N,58.746,W,4
9/23/2002,12:22:00,12.323,N,58.755,W,4
9/23/2002,12:23:59,12.324,N,58.764,W,4
9/23/2002,12:26:00,12.325,N,58.773,W,4
9/23/2002,12:27:59,12.326,N,58.782,W,4
9/23/2002,12:30:00,12.326,N,58.791,W,4
9/23/2002,12:32:00,12.327,N,58.8,W,4
9/23/2002,12:33:59,12.328,N,58.809,W,4
9/23/2002,12:36:00,12.328,N,58.818,W,4
9/23/2002,12:37:59,12.329,N,58.827,W,4
9/23/2002,12:40:00,12.33,N,58.835,W,4
9/23/2002,12:41:59,12.33,N,58.844,W,4
9/23/2002,12:44:00,12.331,N,58.853,W,4
9/23/2002,12:45:59,12.332,N,58.862,W,4
9/23/2002,12:48:00,12.333,N,58.871,W,4
9/23/2002,12:49:59,12.333,N,58.88,W,4
9/23/2002,12:52:00,12.334,N,58.889,W,4
9/23/2002,12:53:59,12.335,N,58.898,W,4
9/23/2002,12:56:00,12.335,N,58.907,W,4
9/23/2002,12:57:59,12.336,N,58.916,W,4
9/23/2002,13:00:00,12.337,N,58.924,W,4
9/23/2002,13:02:00,12.338,N,58.933,W,4
9/23/2002,13:03:59,12.338,N,58.942,W,4
9/23/2002,13:06:00,12.339,N,58.951,W,4
9/23/2002,13:07:59,12.34,N,58.96,W,4
9/23/2002,13:10:00,12.34,N,58.969,W,4
9/23/2002,13:11:59,12.341,N,58.978,W,4
9/23/2002,13:14:00,12.342,N,58.986,W,4
9/23/2002,13:15:59,12.343,N,58.995,W,4
9/23/2002,13:18:00,12.343,N,59.004,W,4
9/23/2002,13:19:59,12.344,N,59.013,W,4
9/23/2002,13:22:00,12.345,N,59.021,W,4
9/23/2002,13:23:59,12.345,N,59.03,W,4
9/23/2002,13:26:00,12.346,N,59.039,W,4
9/23/2002,13:27:59,12.347,N,59.048,W,4
9/23/2002,13:30:00,12.347,N,59.057,W,4
9/23/2002,13:32:00,12.348,N,59.065,W,4
9/23/2002,13:33:59,12.349,N,59.074,W,4
9/23/2002,13:36:00,12.35,N,59.083,W,4
9/23/2002,13:37:59,12.35,N,59.091,W,4
9/23/2002,13:40:00,12.351,N,59.1,W,4
9/23/2002,13:41:59,12.352,N,59.109,W,4
9/23/2002,13:44:00,12.353,N,59.118,W,4
9/23/2002,13:45:59,12.353,N,59.126,W,4
9/23/2002,13:48:00,12.354,N,59.135,W,4
9/23/2002,13:49:59,12.355,N,59.144,W,4
9/23/2002,13:52:00,12.355,N,59.152,W,4
9/23/2002,13:53:59,12.356,N,59.161,W,4
9/23/2002,13:56:00,12.357,N,59.17,W,4
9/23/2002,13:57:59,12.358,N,59.178,W,4
9/23/2002,14:00:00,12.358,N,59.187,W,4
9/23/2002,14:02:00,12.359,N,59.196,W,4
9/23/2002,14:03:59,12.36,N,59.204,W,4
9/23/2002,14:06:00,12.36,N,59.213,W,4
9/23/2002,14:07:59,12.361,N,59.222,W,4
9/23/2002,14:10:00,12.362,N,59.23,W,4
9/23/2002,14:11:59,12.363,N,59.239,W,4
9/23/2002,14:14:00,12.363,N,59.247,W,4
9/23/2002,14:15:59,12.364,N,59.256,W,4
9/23/2002,14:18:00,12.365,N,59.265,W,4
9/23/2002,14:19:59,12.365,N,59.273,W,4
9/23/2002,14:22:00,12.366,N,59.282,W,4
9/23/2002,14:23:59,12.367,N,59.29,W,4
9/23/2002,14:26:00,12.368,N,59.299,W,4
9/23/2002,14:27:59,12.368,N,59.307,W,4
9/23/2002,14:30:00,12.369,N,59.316,W,4
9/23/2002,14:32:00,12.37,N,59.325,W,4
9/23/2002,14:33:59,12.37,N,59.333,W,4
9/23/2002,14:36:00,12.371,N,59.342,W,4
9/23/2002,14:37:59,12.372,N,59.35,W,4
9/23/2002,14:40:00,12.373,N,59.359,W,4
9/23/2002,14:41:59,12.373,N,59.367,W,4
9/23/2002,14:44:00,12.374,N,59.376,W,4
9/23/2002,14:45:59,12.375,N,59.384,W,4
9/23/2002,14:48:00,12.376,N,59.393,W,4
9/23/2002,14:49:59,12.376,N,59.401,W,4
9/23/2002,14:52:00,12.377,N,59.41,W,4
9/23/2002,14:53:59,12.378,N,59.418,W,4
9/23/2002,14:56:00,12.378,N,59.427,W,4
9/23/2002,14:57:59,12.379,N,59.435,W,4
9/23/2002,15:00:00,12.38,N,59.444,W,4
9/23/2002,15:00:14,12.38,N,59.445,W,4
9/23/2002,15:02:15,12.379,N,59.456,W,4
9/23/2002,15:04:14,12.378,N,59.468,W,4
9/23/2002,15:06:15,12.378,N,59.479,W,4
9/23/2002,15:08:14,12.377,N,59.491,W,4
9/23/2002,15:10:15,12.376,N,59.502,W,4
9/23/2002,15:12:14,12.375,N,59.514,W,4
9/23/2002,15:14:15,12.375,N,59.525,W,4
9/23/2002,15:16:14,12.374,N,59.537,W,4
9/23/2002,15:18:15,12.373,N,59.548,W,4
9/23/2002,15:20:14,12.372,N,59.559,W,4
9/23/2002,15:22:15,12.371,N,59.571,W,4
9/23/2002,15:24:14,12.371,N,59.582,W,4
9/23/2002,15:26:15,12.37,N,59.594,W,4
9/23/2002,15:28:15,12.369,N,59.605,W,4
9/23/2002,15:30:14,12.368,N,59.617,W,4
9/23/2002,15:32:15,12.367,N,59.628,W,4
9/23/2002,15:34:14,12.366,N,59.64,W,4
9/23/2002,15:36:15,12.366,N,59.651,W,4
9/23/2002,15:38:14,12.365,N,59.662,W,4
9/23/2002,15:40:15,12.364,N,59.674,W,4
9/23/2002,15:42:14,12.363,N,59.685,W,4
9/23/2002,15:44:15,12.362,N,59.697,W,4
9/23/2002,15:46:14,12.362,N,59.708,W,4
9/23/2002,15:48:15,12.361,N,59.72,W,4
9/23/2002,15:50:14,12.36,N,59.731,W,4
9/23/2002,15:52:15,12.359,N,59.743,W,4
9/23/2002,15:54:14,12.358,N,59.754,W,4
9/23/2002,15:56:15,12.358,N,59.765,W,4
9/23/2002,15:58:15,12.357,N,59.777,W,4
9/23/2002,16:00:15,12.356,N,59.788,W,4
9/23/2002,16:02:15,12.355,N,59.8,W,4
9/23/2002,16:04:14,12.355,N,59.811,W,4
9/23/2002,16:06:14,12.354,N,59.823,W,4
9/23/2002,16:08:15,12.353,N,59.834,W,4
9/23/2002,16:10:15,12.352,N,59.845,W,4
9/23/2002,16:12:14,12.351,N,59.857,W,4
9/23/2002,16:14:14,12.351,N,59.868,W,4
9/23/2002,16:16:15,12.35,N,59.88,W,4
9/23/2002,16:18:15,12.349,N,59.891,W,4
9/23/2002,16:20:14,12.348,N,59.902,W,4
9/23/2002,16:22:14,12.348,N,59.914,W,4
9/23/2002,16:24:15,12.347,N,59.925,W,4
9/23/2002,16:26:15,12.346,N,59.936,W,4
9/23/2002,16:28:14,12.345,N,59.948,W,4
9/23/2002,16:30:15,12.345,N,59.959,W,4
9/23/2002,16:32:15,12.344,N,59.97,W,4
9/23/2002,16:34:14,12.343,N,59.982,W,4
9/23/2002,16:36:14,12.342,N,59.993,W,4
9/23/2002,16:38:15,12.342,N,60.004,W,4
9/23/2002,16:40:15,12.341,N,60.016,W,4
9/23/2002,16:42:14,12.34,N,60.027,W,4
9/23/2002,16:44:14,12.34,N,60.038,W,4
9/23/2002,16:46:15,12.339,N,60.05,W,4
9/23/2002,16:48:15,12.338,N,60.061,W,4
9/23/2002,16:50:14,12.338,N,60.072,W,4
9/23/2002,16:52:14,12.337,N,60.083,W,4
9/23/2002,16:54:15,12.336,N,60.095,W,4
9/23/2002,16:56:15,12.336,N,60.106,W,4
9/23/2002,16:58:14,12.335,N,60.117,W,4
9/23/2002,17:00:15,12.334,N,60.128,W,4
