Track,for,Lili,2002,,,
Date,Time,(UTC),Latitude,Longitude,,Category
MM/DD/Year,HH:MM:SS,(deg),(deg),,,
9/24/2002,23:22:56,12.892,N,66.399,W,4
9/24/2002,23:24:56,12.885,N,66.405,W,4
9/24/2002,23:26:56,12.878,N,66.411,W,4
9/24/2002,23:28:56,12.87,N,66.418,W,4
9/24/2002,23:30:57,12.862,N,66.424,W,4
9/24/2002,23:32:57,12.855,N,66.43,W,4
9/24/2002,23:34:57,12.847,N,66.437,W,4
9/24/2002,23:36:56,12.839,N,66.443,W,4
9/24/2002,23:38:56,12.831,N,66.45,W,4
9/24/2002,23:40:56,12.824,N,66.456,W,4
9/24/2002,23:42:56,12.816,N,66.463,W,4
9/24/2002,23:44:57,12.808,N,66.47,W,4
9/24/2002,23:46:57,12.8,N,66.476,W,4
9/24/2002,23:48:57,12.792,N,66.483,W,4
9/24/2002,23:50:57,12.783,N,66.49,W,4
9/24/2002,23:52:56,12.775,N,66.496,W,4
9/24/2002,23:54:56,12.767,N,66.503,W,4
9/24/2002,23:56:56,12.759,N,66.51,W,4
9/24/2002,23:58:56,12.751,N,66.517,W,4
9/25/2002,0:00:57,12.742,N,66.523,W,4
9/25/2002,0:02:57,12.734,N,66.53,W,4
9/25/2002,0:04:57,12.726,N,66.537,W,4
9/25/2002,0:06:56,12.717,N,66.544,W,4
9/25/2002,0:08:56,12.709,N,66.551,W,4
9/25/2002,0:10:56,12.7,N,66.558,W,4
9/25/2002,0:12:56,12.692,N,66.565,W,4
9/25/2002,0:14:57,12.683,N,66.572,W,4
9/25/2002,0:16:57,12.675,N,66.579,W,4
9/25/2002,0:18:57,12.666,N,66.586,W,4
9/25/2002,0:20:57,12.657,N,66.593,W,4
9/25/2002,0:22:56,12.649,N,66.6,W,4
9/25/2002,0:24:56,12.64,N,66.607,W,4
9/25/2002,0:26:56,12.631,N,66.614,W,4
9/25/2002,0:28:56,12.622,N,66.621,W,4
9/25/2002,0:30:57,12.614,N,66.629,W,4
9/25/2002,0:32:57,12.605,N,66.636,W,4
9/25/2002,0:34:57,12.596,N,66.643,W,4
9/25/2002,0:36:56,12.587,N,66.65,W,4
9/25/2002,0:38:56,12.578,N,66.658,W,4
9/25/2002,0:40:56,12.569,N,66.665,W,4
9/25/2002,0:42:56,12.561,N,66.672,W,4
9/25/2002,0:43:57,12.556,N,66.676,W,4
9/25/2002,0:45:57,12.555,N,66.682,W,4
9/25/2002,0:47:58,12.554,N,66.688,W,4
9/25/2002,0:49:58,12.553,N,66.694,W,4
9/25/2002,0:51:58,12.552,N,66.7,W,4
9/25/2002,0:53:58,12.551,N,66.706,W,4
9/25/2002,0:55:57,12.55,N,66.712,W,4
9/25/2002,0:57:57,12.549,N,66.718,W,4
9/25/2002,0:59:57,12.549,N,66.724,W,4
9/25/2002,1:01:57,12.548,N,66.73,W,4
9/25/2002,1:03:58,12.547,N,66.736,W,4
9/25/2002,1:05:58,12.546,N,66.742,W,4
9/25/2002,1:07:58,12.546,N,66.748,W,4
9/25/2002,1:09:57,12.545,N,66.754,W,4
9/25/2002,1:11:57,12.545,N,66.76,W,4
9/25/2002,1:13:57,12.544,N,66.766,W,4
9/25/2002,1:15:57,12.544,N,66.773,W,4
9/25/2002,1:17:58,12.543,N,66.779,W,4
9/25/2002,1:19:58,12.543,N,66.785,W,4
9/25/2002,1:21:58,12.543,N,66.791,W,4
9/25/2002,1:23:58,12.542,N,66.798,W,4
9/25/2002,1:25:57,12.542,N,66.804,W,4
9/25/2002,1:27:57,12.542,N,66.81,W,4
9/25/2002,1:29:57,12.542,N,66.817,W,4
9/25/2002,1:31:57,12.541,N,66.823,W,4
9/25/2002,1:33:58,12.541,N,66.83,W,4
9/25/2002,1:35:58,12.541,N,66.836,W,4
9/25/2002,1:37:58,12.541,N,66.842,W,4
9/25/2002,1:39:57,12.541,N,66.849,W,4
9/25/2002,1:41:57,12.541,N,66.856,W,4
9/25/2002,1:43:57,12.542,N,66.862,W,4
9/25/2002,1:45:57,12.542,N,66.869,W,4
9/25/2002,1:47:58,12.542,N,66.875,W,4
9/25/2002,1:49:58,12.542,N,66.882,W,4
9/25/2002,1:51:58,12.542,N,66.889,W,4
9/25/2002,1:53:58,12.543,N,66.895,W,4
9/25/2002,1:55:57,12.543,N,66.902,W,4
9/25/2002,1:57:57,12.544,N,66.909,W,4
9/25/2002,1:59:57,12.544,N,66.915,W,4
9/25/2002,2:01:57,12.545,N,66.922,W,4
9/25/2002,2:03:58,12.545,N,66.929,W,4
9/25/2002,2:05:58,12.546,N,66.936,W,4
9/25/2002,2:07:58,12.546,N,66.942,W,4
9/25/2002,2:09:57,12.547,N,66.949,W,4
9/25/2002,2:11:57,12.548,N,66.956,W,4
9/25/2002,2:13:57,12.548,N,66.963,W,4
9/25/2002,2:15:57,12.549,N,66.97,W,4
9/25/2002,2:17:58,12.55,N,66.977,W,4
9/25/2002,2:19:58,12.551,N,66.984,W,4
9/25/2002,2:21:58,12.552,N,66.991,W,4
9/25/2002,2:23:58,12.553,N,66.998,W,4
9/25/2002,2:25:57,12.554,N,67.005,W,4
9/25/2002,2:27:57,12.555,N,67.012,W,4
9/25/2002,2:29:57,12.556,N,67.019,W,4
9/25/2002,2:31:57,12.557,N,67.026,W,4
9/25/2002,2:33:58,12.558,N,67.033,W,4
9/25/2002,2:35:58,12.559,N,67.04,W,4
9/25/2002,2:37:58,12.56,N,67.047,W,4
9/25/2002,2:39:57,12.561,N,67.054,W,4
9/25/2002,2:41:57,12.563,N,67.061,W,4
9/25/2002,2:43:57,12.564,N,67.068,W,4
9/25/2002,2:45:57,12.565,N,67.076,W,4
9/25/2002,2:47:58,12.567,N,67.083,W,4
9/25/2002,2:49:58,12.568,N,67.09,W,4
9/25/2002,2:51:58,12.57,N,67.097,W,4
9/25/2002,2:53:58,12.571,N,67.104,W,4
9/25/2002,2:55:57,12.573,N,67.112,W,4
9/25/2002,2:57:57,12.574,N,67.119,W,4
9/25/2002,2:59:57,12.576,N,67.126,W,4
9/25/2002,3:01:57,12.577,N,67.133,W,4
9/25/2002,3:03:58,12.579,N,67.141,W,4
9/25/2002,3:05:58,12.581,N,67.148,W,4
9/25/2002,3:07:58,12.582,N,67.155,W,4
9/25/2002,3:09:57,12.584,N,67.162,W,4
9/25/2002,3:11:57,12.586,N,67.17,W,4
9/25/2002,3:13:57,12.588,N,67.177,W,4
9/25/2002,3:15:57,12.59,N,67.185,W,4
9/25/2002,3:17:58,12.591,N,67.192,W,4
9/25/2002,3:19:58,12.593,N,67.199,W,4
9/25/2002,3:21:58,12.595,N,67.207,W,4
9/25/2002,3:23:58,12.597,N,67.214,W,4
9/25/2002,3:25:57,12.599,N,67.221,W,4
9/25/2002,3:27:57,12.601,N,67.229,W,4
9/25/2002,3:29:57,12.603,N,67.236,W,4
9/25/2002,3:31:57,12.606,N,67.244,W,4
9/25/2002,3:33:58,12.608,N,67.251,W,4
9/25/2002,3:35:58,12.61,N,67.259,W,4
9/25/2002,3:37:58,12.612,N,67.266,W,4
9/25/2002,3:39:57,12.614,N,67.274,W,4
9/25/2002,3:41:57,12.617,N,67.281,W,4
9/25/2002,3:43:57,12.619,N,67.289,W,4
9/25/2002,3:45:57,12.621,N,67.296,W,4
9/25/2002,3:47:58,12.624,N,67.304,W,4
9/25/2002,3:49:58,12.626,N,67.311,W,4
9/25/2002,3:51:58,12.628,N,67.319,W,4
9/25/2002,3:53:58,12.631,N,67.326,W,4
9/25/2002,3:55:57,12.633,N,67.334,W,4
9/25/2002,3:57:57,12.636,N,67.341,W,4
9/25/2002,3:59:57,12.638,N,67.349,W,4
9/25/2002,4:01:57,12.641,N,67.356,W,4
9/25/2002,4:03:58,12.643,N,67.364,W,4
9/25/2002,4:05:58,12.646,N,67.371,W,4
9/25/2002,4:07:58,12.649,N,67.379,W,4
9/25/2002,4:09:57,12.651,N,67.387,W,4
9/25/2002,4:11:57,12.654,N,67.394,W,4
9/25/2002,4:13:57,12.657,N,67.402,W,4
9/25/2002,4:15:57,12.659,N,67.409,W,4
9/25/2002,4:17:58,12.662,N,67.417,W,4
9/25/2002,4:19:58,12.665,N,67.424,W,4
9/25/2002,4:21:58,12.668,N,67.432,W,4
9/25/2002,4:23:58,12.671,N,67.44,W,4
9/25/2002,4:25:57,12.674,N,67.447,W,4
9/25/2002,4:27:57,12.676,N,67.455,W,4
9/25/2002,4:29:57,12.679,N,67.462,W,4
9/25/2002,4:31:57,12.682,N,67.47,W,4
9/25/2002,4:33:58,12.685,N,67.478,W,4
9/25/2002,4:35:58,12.688,N,67.485,W,4
9/25/2002,4:37:58,12.691,N,67.493,W,4
9/25/2002,4:39:57,12.694,N,67.5,W,4
9/25/2002,4:41:57,12.697,N,67.508,W,4
9/25/2002,4:43:57,12.701,N,67.516,W,4
9/25/2002,4:45:57,12.704,N,67.523,W,4
9/25/2002,4:47:58,12.707,N,67.531,W,4
9/25/2002,4:49:58,12.71,N,67.538,W,4
9/25/2002,4:51:58,12.713,N,67.546,W,4
9/25/2002,4:53:58,12.716,N,67.554,W,4
9/25/2002,4:55:57,12.72,N,67.561,W,4
9/25/2002,4:57:57,12.723,N,67.569,W,4
9/25/2002,4:59:57,12.726,N,67.576,W,4
9/25/2002,5:01:57,12.73,N,67.584,W,4
9/25/2002,5:03:58,12.733,N,67.591,W,4
9/25/2002,5:05:58,12.736,N,67.599,W,4
9/25/2002,5:07:58,12.74,N,67.607,W,4
9/25/2002,5:09:57,12.743,N,67.614,W,4
9/25/2002,5:11:57,12.746,N,67.622,W,4
9/25/2002,5:13:57,12.75,N,67.629,W,4
9/25/2002,5:15:57,12.753,N,67.637,W,4
9/25/2002,5:17:58,12.757,N,67.644,W,4
9/25/2002,5:19:58,12.76,N,67.652,W,4
9/25/2002,5:21:58,12.764,N,67.66,W,4
9/25/2002,5:23:58,12.767,N,67.667,W,4
9/25/2002,5:25:57,12.771,N,67.675,W,4
9/25/2002,5:27:57,12.774,N,67.682,W,4
9/25/2002,5:29:57,12.778,N,67.69,W,4
9/25/2002,5:31:57,12.782,N,67.697,W,4
9/25/2002,5:33:58,12.785,N,67.705,W,4
9/25/2002,5:35:58,12.789,N,67.712,W,4
9/25/2002,5:37:58,12.793,N,67.72,W,4
9/25/2002,5:39:57,12.796,N,67.727,W,4
9/25/2002,5:41:57,12.8,N,67.735,W,4
9/25/2002,5:43:57,12.804,N,67.742,W,4
9/25/2002,5:45:57,12.808,N,67.75,W,4
9/25/2002,5:47:58,12.811,N,67.757,W,4
9/25/2002,5:49:58,12.815,N,67.765,W,4
9/25/2002,5:51:58,12.819,N,67.772,W,4
9/25/2002,5:53:58,12.823,N,67.779,W,4
9/25/2002,5:55:57,12.827,N,67.787,W,4
9/25/2002,5:57:57,12.83,N,67.794,W,4
9/25/2002,5:59:57,12.834,N,67.802,W,4
9/25/2002,6:01:57,12.838,N,67.809,W,4
9/25/2002,6:03:58,12.842,N,67.816,W,4
9/25/2002,6:05:58,12.846,N,67.824,W,4
9/25/2002,6:07:58,12.85,N,67.831,W,4
9/25/2002,6:09:57,12.854,N,67.838,W,4
9/25/2002,6:11:57,12.858,N,67.846,W,4
9/25/2002,6:13:57,12.862,N,67.853,W,4
9/25/2002,6:15:57,12.866,N,67.86,W,4
9/25/2002,6:17:58,12.87,N,67.868,W,4
9/25/2002,6:19:58,12.874,N,67.875,W,4
9/25/2002,6:21:58,12.878,N,67.882,W,4
9/25/2002,6:23:58,12.882,N,67.89,W,4
9/25/2002,6:25:57,12.886,N,67.897,W,4
9/25/2002,6:27:57,12.89,N,67.904,W,4
9/25/2002,6:29:57,12.894,N,67.911,W,4
9/25/2002,6:31:57,12.898,N,67.918,W,4
9/25/2002,6:33:58,12.902,N,67.926,W,4
9/25/2002,6:35:58,12.906,N,67.933,W,4
9/25/2002,6:37:58,12.911,N,67.94,W,4
9/25/2002,6:39:57,12.915,N,67.947,W,4
9/25/2002,6:41:57,12.919,N,67.954,W,4
9/25/2002,6:43:57,12.923,N,67.961,W,4
9/25/2002,6:45:57,12.927,N,67.968,W,4
9/25/2002,6:47:58,12.931,N,67.976,W,4
9/25/2002,6:49:58,12.936,N,67.983,W,4
9/25/2002,6:51:58,12.94,N,67.99,W,4
9/25/2002,6:53:58,12.944,N,67.997,W,4
9/25/2002,6:55:57,12.948,N,68.004,W,4
9/25/2002,6:57:57,12.953,N,68.011,W,4
9/25/2002,6:59:57,12.957,N,68.018,W,4
9/25/2002,7:01:57,12.961,N,68.025,W,4
9/25/2002,7:03:58,12.965,N,68.032,W,4
9/25/2002,7:05:58,12.97,N,68.038,W,4
9/25/2002,7:07:58,12.974,N,68.045,W,4
9/25/2002,7:09:57,12.978,N,68.052,W,4
9/25/2002,7:11:57,12.983,N,68.059,W,4
9/25/2002,7:13:57,12.987,N,68.066,W,4
9/25/2002,7:15:57,12.991,N,68.073,W,4
9/25/2002,7:17:58,12.996,N,68.08,W,4
9/25/2002,7:19:58,13,N,68.086,W,4
9/25/2002,7:21:58,13.004,N,68.093,W,4
9/25/2002,7:23:58,13.009,N,68.1,W,4
9/25/2002,7:25:57,13.013,N,68.107,W,4
9/25/2002,7:27:57,13.017,N,68.113,W,4
9/25/2002,7:29:57,13.022,N,68.12,W,4
9/25/2002,7:31:57,13.026,N,68.127,W,4
9/25/2002,7:33:58,13.031,N,68.133,W,4
9/25/2002,7:35:58,13.035,N,68.14,W,4
9/25/2002,7:37:58,13.04,N,68.146,W,4
9/25/2002,7:39:57,13.044,N,68.153,W,4
9/25/2002,7:41:57,13.048,N,68.159,W,4
9/25/2002,7:43:57,13.053,N,68.166,W,4
9/25/2002,7:45:57,13.057,N,68.172,W,4
9/25/2002,7:47:58,13.062,N,68.179,W,4
9/25/2002,7:49:58,13.066,N,68.185,W,4
9/25/2002,7:51:58,13.071,N,68.192,W,4
9/25/2002,7:53:58,13.075,N,68.198,W,4
9/25/2002,7:55:57,13.08,N,68.204,W,4
9/25/2002,7:57:57,13.084,N,68.211,W,4
9/25/2002,7:59:57,13.089,N,68.217,W,4
9/25/2002,8:01:57,13.093,N,68.223,W,4
9/25/2002,8:03:58,13.098,N,68.23,W,4
9/25/2002,8:05:58,13.102,N,68.236,W,4
9/25/2002,8:07:58,13.107,N,68.242,W,4
9/25/2002,8:09:57,13.111,N,68.248,W,4
9/25/2002,8:11:57,13.116,N,68.254,W,4
9/25/2002,8:13:57,13.12,N,68.261,W,4
9/25/2002,8:15:57,13.125,N,68.267,W,4
9/25/2002,8:17:58,13.129,N,68.273,W,4
9/25/2002,8:19:58,13.134,N,68.279,W,4
9/25/2002,8:21:58,13.138,N,68.285,W,4
9/25/2002,8:23:58,13.143,N,68.291,W,4
9/25/2002,8:25:57,13.147,N,68.297,W,4
9/25/2002,8:27:57,13.152,N,68.303,W,4
9/25/2002,8:29:57,13.156,N,68.308,W,4
9/25/2002,8:31:57,13.161,N,68.314,W,4
9/25/2002,8:33:58,13.165,N,68.32,W,4
9/25/2002,8:35:58,13.17,N,68.326,W,4
9/25/2002,8:37:58,13.174,N,68.332,W,4
9/25/2002,8:39:57,13.179,N,68.337,W,4
9/25/2002,8:41:57,13.183,N,68.343,W,4
9/25/2002,8:43:57,13.188,N,68.349,W,4
9/25/2002,8:45:57,13.192,N,68.354,W,4
9/25/2002,8:47:58,13.197,N,68.36,W,4
9/25/2002,8:49:58,13.201,N,68.366,W,4
9/25/2002,8:51:58,13.206,N,68.371,W,4
9/25/2002,8:53:58,13.21,N,68.377,W,4
9/25/2002,8:55:57,13.215,N,68.382,W,4
9/25/2002,8:57:57,13.219,N,68.388,W,4
9/25/2002,8:59:57,13.224,N,68.393,W,4
9/25/2002,9:01:57,13.229,N,68.398,W,4
9/25/2002,9:03:58,13.233,N,68.404,W,4
9/25/2002,9:05:58,13.238,N,68.409,W,4
9/25/2002,9:07:58,13.242,N,68.414,W,4
9/25/2002,9:09:57,13.247,N,68.419,W,4
9/25/2002,9:11:57,13.251,N,68.425,W,4
9/25/2002,9:13:57,13.256,N,68.43,W,4
9/25/2002,9:15:57,13.26,N,68.435,W,4
9/25/2002,9:17:58,13.265,N,68.44,W,4
9/25/2002,9:19:58,13.269,N,68.445,W,4
9/25/2002,9:21:58,13.274,N,68.45,W,4
9/25/2002,9:23:58,13.278,N,68.455,W,4
9/25/2002,9:25:57,13.283,N,68.46,W,4
9/25/2002,9:27:57,13.287,N,68.465,W,4
9/25/2002,9:29:57,13.292,N,68.47,W,4
9/25/2002,9:31:57,13.296,N,68.475,W,4
9/25/2002,9:33:58,13.3,N,68.48,W,4
9/25/2002,9:35:58,13.305,N,68.485,W,4
9/25/2002,9:37:58,13.309,N,68.489,W,4
9/25/2002,9:39:57,13.314,N,68.494,W,4
9/25/2002,9:41:57,13.318,N,68.499,W,4
9/25/2002,9:43:57,13.323,N,68.503,W,4
9/25/2002,9:45:57,13.327,N,68.508,W,4
9/25/2002,9:47:58,13.332,N,68.513,W,4
9/25/2002,9:49:58,13.336,N,68.517,W,4
9/25/2002,9:51:58,13.341,N,68.522,W,4
9/25/2002,9:53:58,13.345,N,68.526,W,4
9/25/2002,9:55:57,13.35,N,68.531,W,4
9/25/2002,9:57:57,13.354,N,68.535,W,4
9/25/2002,9:59:57,13.359,N,68.54,W,4
9/25/2002,10:01:57,13.363,N,68.544,W,4
9/25/2002,10:03:58,13.367,N,68.549,W,4
9/25/2002,10:05:58,13.372,N,68.553,W,4
9/25/2002,10:07:58,13.376,N,68.557,W,4
9/25/2002,10:09:57,13.381,N,68.562,W,4
9/25/2002,10:11:57,13.385,N,68.566,W,4
9/25/2002,10:13:57,13.39,N,68.57,W,4
9/25/2002,10:15:57,13.394,N,68.574,W,4
9/25/2002,10:17:58,13.399,N,68.578,W,4
9/25/2002,10:19:58,13.403,N,68.583,W,4
9/25/2002,10:21:58,13.408,N,68.587,W,4
9/25/2002,10:23:58,13.412,N,68.591,W,4
9/25/2002,10:25:57,13.416,N,68.595,W,4
9/25/2002,10:27:57,13.421,N,68.599,W,4
9/25/2002,10:29:57,13.425,N,68.603,W,4
9/25/2002,10:31:57,13.43,N,68.607,W,4
9/25/2002,10:33:58,13.434,N,68.611,W,4
9/25/2002,10:35:58,13.439,N,68.615,W,4
9/25/2002,10:37:58,13.443,N,68.619,W,4
9/25/2002,10:39:57,13.447,N,68.622,W,4
9/25/2002,10:41:57,13.452,N,68.626,W,4
9/25/2002,10:43:57,13.456,N,68.63,W,4
9/25/2002,10:45:57,13.461,N,68.634,W,4
9/25/2002,10:47:58,13.465,N,68.638,W,4
9/25/2002,10:49:58,13.469,N,68.641,W,4
9/25/2002,10:51:58,13.474,N,68.645,W,4
9/25/2002,10:53:58,13.478,N,68.649,W,4
9/25/2002,10:55:57,13.483,N,68.653,W,4
9/25/2002,10:57:57,13.487,N,68.656,W,4
9/25/2002,10:59:57,13.492,N,68.66,W,4
9/25/2002,11:01:57,13.496,N,68.663,W,4
9/25/2002,11:03:58,13.5,N,68.667,W,4
9/25/2002,11:05:58,13.505,N,68.67,W,4
9/25/2002,11:07:58,13.509,N,68.674,W,4
9/25/2002,11:09:57,13.514,N,68.677,W,4
9/25/2002,11:11:57,13.518,N,68.681,W,4
9/25/2002,11:13:57,13.522,N,68.684,W,4
9/25/2002,11:15:57,13.527,N,68.688,W,4
9/25/2002,11:17:58,13.531,N,68.691,W,4
9/25/2002,11:19:58,13.536,N,68.694,W,4
9/25/2002,11:21:58,13.54,N,68.698,W,4
9/25/2002,11:23:58,13.544,N,68.701,W,4
9/25/2002,11:25:57,13.549,N,68.704,W,4
9/25/2002,11:27:57,13.553,N,68.708,W,4
9/25/2002,11:29:57,13.558,N,68.711,W,4
9/25/2002,11:31:57,13.562,N,68.714,W,4
9/25/2002,11:33:58,13.566,N,68.717,W,4
9/25/2002,11:35:58,13.571,N,68.721,W,4
9/25/2002,11:37:58,13.575,N,68.724,W,4
9/25/2002,11:39:57,13.579,N,68.727,W,4
9/25/2002,11:41:57,13.584,N,68.73,W,4
9/25/2002,11:43:57,13.588,N,68.733,W,4
9/25/2002,11:45:57,13.593,N,68.736,W,4
9/25/2002,11:47:58,13.597,N,68.739,W,4
9/25/2002,11:49:58,13.601,N,68.742,W,4
9/25/2002,11:51:58,13.606,N,68.745,W,4
9/25/2002,11:53:58,13.61,N,68.748,W,4
9/25/2002,11:55:57,13.614,N,68.751,W,4
9/25/2002,11:57:57,13.619,N,68.754,W,4
9/25/2002,11:59:57,13.623,N,68.757,W,4
9/25/2002,12:01:57,13.628,N,68.76,W,4
9/25/2002,12:03:58,13.632,N,68.763,W,4
9/25/2002,12:05:58,13.636,N,68.766,W,4
9/25/2002,12:07:58,13.641,N,68.768,W,4
9/25/2002,12:09:57,13.645,N,68.771,W,4
9/25/2002,12:11:57,13.649,N,68.774,W,4
9/25/2002,12:13:57,13.654,N,68.777,W,4
9/25/2002,12:15:57,13.658,N,68.78,W,4
9/25/2002,12:17:58,13.662,N,68.782,W,4
9/25/2002,12:19:58,13.667,N,68.785,W,4
9/25/2002,12:21:58,13.671,N,68.788,W,4
9/25/2002,12:23:58,13.675,N,68.79,W,4
9/25/2002,12:25:57,13.68,N,68.793,W,4
9/25/2002,12:27:57,13.684,N,68.796,W,4
9/25/2002,12:29:57,13.689,N,68.798,W,4
9/25/2002,12:31:57,13.693,N,68.801,W,4
9/25/2002,12:33:58,13.697,N,68.804,W,4
9/25/2002,12:34:20,13.698,N,68.804,W,4
9/25/2002,12:36:20,13.704,N,68.805,W,4
9/25/2002,12:38:20,13.711,N,68.807,W,4
9/25/2002,12:40:19,13.717,N,68.808,W,4
9/25/2002,12:42:19,13.723,N,68.809,W,4
9/25/2002,12:44:19,13.73,N,68.811,W,4
9/25/2002,12:46:19,13.736,N,68.812,W,4
9/25/2002,12:48:20,13.742,N,68.813,W,4
9/25/2002,12:50:20,13.748,N,68.815,W,4
9/25/2002,12:52:20,13.755,N,68.816,W,4
9/25/2002,12:54:20,13.761,N,68.817,W,4
9/25/2002,12:56:19,13.767,N,68.819,W,4
9/25/2002,12:58:19,13.773,N,68.82,W,4
9/25/2002,13:00:19,13.779,N,68.821,W,4
9/25/2002,13:02:19,13.785,N,68.823,W,4
9/25/2002,13:04:20,13.791,N,68.824,W,4
9/25/2002,13:06:20,13.797,N,68.825,W,4
9/25/2002,13:08:20,13.803,N,68.827,W,4
9/25/2002,13:10:19,13.809,N,68.828,W,4
9/25/2002,13:12:19,13.815,N,68.829,W,4
9/25/2002,13:14:19,13.821,N,68.831,W,4
9/25/2002,13:16:19,13.827,N,68.832,W,4
9/25/2002,13:18:20,13.833,N,68.833,W,4
9/25/2002,13:20:20,13.839,N,68.835,W,4
9/25/2002,13:22:20,13.845,N,68.836,W,4
9/25/2002,13:24:20,13.851,N,68.837,W,4
9/25/2002,13:26:19,13.857,N,68.839,W,4
9/25/2002,13:28:19,13.862,N,68.84,W,4
9/25/2002,13:30:19,13.868,N,68.841,W,4
9/25/2002,13:32:19,13.874,N,68.843,W,4
9/25/2002,13:34:20,13.879,N,68.844,W,4
9/25/2002,13:36:20,13.885,N,68.845,W,4
9/25/2002,13:38:20,13.891,N,68.847,W,4
9/25/2002,13:40:19,13.896,N,68.848,W,4
9/25/2002,13:42:19,13.902,N,68.85,W,4
9/25/2002,13:44:19,13.907,N,68.851,W,4
9/25/2002,13:46:19,13.913,N,68.852,W,4
9/25/2002,13:48:20,13.918,N,68.854,W,4
9/25/2002,13:50:20,13.924,N,68.855,W,4
9/25/2002,13:52:20,13.929,N,68.857,W,4
9/25/2002,13:54:20,13.934,N,68.858,W,4
9/25/2002,13:56:19,13.94,N,68.859,W,4
9/25/2002,13:58:19,13.945,N,68.861,W,4
9/25/2002,14:00:19,13.95,N,68.862,W,4
9/25/2002,14:02:19,13.955,N,68.864,W,4
9/25/2002,14:04:20,13.961,N,68.865,W,4
9/25/2002,14:06:20,13.966,N,68.867,W,4
9/25/2002,14:08:20,13.971,N,68.868,W,4
9/25/2002,14:10:19,13.976,N,68.87,W,4
9/25/2002,14:12:19,13.981,N,68.871,W,4
9/25/2002,14:14:19,13.986,N,68.873,W,4
9/25/2002,14:16:19,13.991,N,68.875,W,4
9/25/2002,14:18:20,13.996,N,68.876,W,4
9/25/2002,14:20:20,14,N,68.878,W,4
9/25/2002,14:22:20,14.005,N,68.879,W,4
9/25/2002,14:24:20,14.01,N,68.881,W,4
9/25/2002,14:26:19,14.015,N,68.882,W,4
9/25/2002,14:28:19,14.019,N,68.884,W,4
9/25/2002,14:30:19,14.024,N,68.886,W,4
9/25/2002,14:32:19,14.029,N,68.887,W,4
9/25/2002,14:34:20,14.033,N,68.889,W,4
9/25/2002,14:36:20,14.038,N,68.891,W,4
9/25/2002,14:38:20,14.042,N,68.893,W,4
9/25/2002,14:40:19,14.047,N,68.894,W,4
9/25/2002,14:42:19,14.051,N,68.896,W,4
9/25/2002,14:44:19,14.055,N,68.898,W,4
9/25/2002,14:46:19,14.06,N,68.9,W,4
9/25/2002,14:48:20,14.064,N,68.901,W,4
9/25/2002,14:50:20,14.068,N,68.903,W,4
9/25/2002,14:52:20,14.072,N,68.905,W,4
9/25/2002,14:54:20,14.076,N,68.907,W,4
9/25/2002,14:56:19,14.08,N,68.909,W,4
9/25/2002,14:58:19,14.084,N,68.911,W,4
9/25/2002,15:00:19,14.088,N,68.912,W,4
9/25/2002,15:02:19,14.092,N,68.914,W,4
9/25/2002,15:04:20,14.096,N,68.916,W,4
9/25/2002,15:06:20,14.1,N,68.918,W,4
9/25/2002,15:08:20,14.103,N,68.92,W,4
9/25/2002,15:10:19,14.107,N,68.922,W,4
9/25/2002,15:12:19,14.111,N,68.924,W,4
9/25/2002,15:14:19,14.114,N,68.926,W,4
9/25/2002,15:16:19,14.118,N,68.929,W,4
9/25/2002,15:18:20,14.121,N,68.931,W,4
9/25/2002,15:20:20,14.125,N,68.933,W,4
9/25/2002,15:22:20,14.128,N,68.935,W,4
9/25/2002,15:24:20,14.131,N,68.937,W,4
9/25/2002,15:26:19,14.135,N,68.939,W,4
9/25/2002,15:28:19,14.138,N,68.941,W,4
9/25/2002,15:30:19,14.141,N,68.944,W,4
9/25/2002,15:32:19,14.144,N,68.946,W,4
9/25/2002,15:34:20,14.147,N,68.948,W,4
9/25/2002,15:36:20,14.15,N,68.951,W,4
9/25/2002,15:38:20,14.153,N,68.953,W,4
9/25/2002,15:40:19,14.156,N,68.955,W,4
9/25/2002,15:42:19,14.158,N,68.958,W,4
9/25/2002,15:44:19,14.161,N,68.96,W,4
9/25/2002,15:46:19,14.164,N,68.963,W,4
9/25/2002,15:48:20,14.166,N,68.965,W,4
9/25/2002,15:50:20,14.169,N,68.968,W,4
9/25/2002,15:52:20,14.171,N,68.97,W,4
9/25/2002,15:54:20,14.174,N,68.973,W,4
9/25/2002,15:56:19,14.176,N,68.975,W,4
9/25/2002,15:58:19,14.178,N,68.978,W,4
9/25/2002,16:00:19,14.181,N,68.981,W,4
9/25/2002,16:02:19,14.183,N,68.983,W,4
9/25/2002,16:04:19,14.185,N,68.986,W,4
9/25/2002,16:06:19,14.187,N,68.989,W,4
9/25/2002,16:08:19,14.189,N,68.991,W,4
9/25/2002,16:10:20,14.191,N,68.994,W,4
9/25/2002,16:12:20,14.192,N,68.997,W,4
9/25/2002,16:14:20,14.194,N,69,W,4
9/25/2002,16:16:20,14.196,N,69.003,W,4
9/25/2002,16:18:20,14.198,N,69.006,W,4
9/25/2002,16:20:20,14.199,N,69.009,W,4
9/25/2002,16:22:20,14.201,N,69.012,W,4
9/25/2002,16:24:20,14.202,N,69.015,W,4
9/25/2002,16:26:19,14.203,N,69.018,W,4
9/25/2002,16:28:19,14.205,N,69.021,W,4
9/25/2002,16:30:19,14.206,N,69.024,W,4
