Track,for,Franklin,2017,,,,
Date,Time,(UTC),Latitude,Longitude,,,
MM/DD/Year,HH:MM:SS,(deg),(deg),,,,
8/9/2017,19:56:10,20.147,N,94.709,W,-4.58,2.83
8/9/2017,19:58:09,20.15,N,94.714,W,-4.58,2.84
8/9/2017,20:00:09,20.154,N,94.72,W,-4.58,2.85
8/9/2017,20:02:09,20.157,N,94.725,W,-4.58,2.86
8/9/2017,20:04:09,20.16,N,94.73,W,-4.58,2.87
8/9/2017,20:06:09,20.163,N,94.735,W,-4.58,2.87
8/9/2017,20:08:09,20.166,N,94.741,W,-4.59,2.88
8/9/2017,20:10:09,20.169,N,94.746,W,-4.59,2.88
8/9/2017,20:12:09,20.172,N,94.751,W,-4.59,2.88
8/9/2017,20:14:10,20.175,N,94.756,W,-4.6,2.88
8/9/2017,20:16:10,20.178,N,94.762,W,-4.6,2.88
8/9/2017,20:18:10,20.181,N,94.767,W,-4.6,2.88
8/9/2017,20:20:10,20.185,N,94.772,W,-4.61,2.88
8/9/2017,20:22:10,20.188,N,94.778,W,-4.62,2.87
8/9/2017,20:24:10,20.191,N,94.783,W,-4.62,2.87
8/9/2017,20:26:10,20.194,N,94.788,W,-4.63,2.86
8/9/2017,20:28:09,20.197,N,94.794,W,-4.64,2.85
8/9/2017,20:30:09,20.2,N,94.799,W,-4.64,2.84
8/9/2017,20:32:09,20.203,N,94.804,W,-4.65,2.83
8/9/2017,20:34:09,20.206,N,94.81,W,-4.66,2.82
8/9/2017,20:36:09,20.209,N,94.815,W,-4.67,2.8
8/9/2017,20:38:09,20.212,N,94.82,W,-4.68,2.79
8/9/2017,20:40:09,20.215,N,94.826,W,-4.69,2.77
8/9/2017,20:42:09,20.218,N,94.831,W,-4.7,2.76
8/9/2017,20:44:10,20.221,N,94.837,W,-4.71,2.74
8/9/2017,20:46:10,20.224,N,94.842,W,-4.72,2.72
8/9/2017,20:48:10,20.227,N,94.847,W,-4.73,2.69
8/9/2017,20:50:10,20.23,N,94.853,W,-4.74,2.67
8/9/2017,20:52:10,20.233,N,94.858,W,-4.75,2.65
8/9/2017,20:54:10,20.236,N,94.864,W,-4.77,2.62
8/9/2017,20:56:10,20.238,N,94.869,W,-4.78,2.59
8/9/2017,20:58:09,20.241,N,94.875,W,-4.79,2.56
8/9/2017,21:00:09,20.244,N,94.88,W,-4.81,2.53
8/9/2017,21:02:09,20.247,N,94.886,W,-4.82,2.5
8/9/2017,21:04:09,20.249,N,94.891,W,-4.84,2.47
8/9/2017,21:06:09,20.252,N,94.897,W,-4.85,2.44
8/9/2017,21:08:09,20.255,N,94.903,W,-4.87,2.4
8/9/2017,21:10:09,20.257,N,94.908,W,-4.88,2.36
8/9/2017,21:12:09,20.26,N,94.914,W,-4.9,2.33
8/9/2017,21:14:10,20.262,N,94.919,W,-4.92,2.29
8/9/2017,21:16:10,20.265,N,94.925,W,-4.93,2.25
8/9/2017,21:18:10,20.267,N,94.931,W,-4.95,2.2
8/9/2017,21:20:10,20.269,N,94.936,W,-4.97,2.16
8/9/2017,21:22:10,20.272,N,94.942,W,-4.99,2.12
8/9/2017,21:24:10,20.274,N,94.948,W,-5.01,2.07
8/9/2017,21:26:10,20.276,N,94.954,W,-5.03,2.02
8/9/2017,21:28:09,20.278,N,94.959,W,-5.05,1.97
8/9/2017,21:30:09,20.28,N,94.965,W,-5.07,1.92
8/9/2017,21:32:09,20.282,N,94.971,W,-5.09,1.87
8/9/2017,21:34:09,20.284,N,94.977,W,-5.11,1.82
8/9/2017,21:36:09,20.286,N,94.983,W,-5.14,1.77
8/9/2017,21:38:09,20.288,N,94.989,W,-5.16,1.71
8/9/2017,21:40:09,20.29,N,94.995,W,-5.18,1.66
8/9/2017,21:42:09,20.292,N,95.001,W,-5.2,1.61
8/9/2017,21:44:10,20.294,N,95.007,W,-5.22,1.56
8/9/2017,21:46:10,20.295,N,95.013,W,-5.24,1.51
8/9/2017,21:48:10,20.297,N,95.019,W,-5.26,1.46
8/9/2017,21:50:10,20.298,N,95.025,W,-5.28,1.41
8/9/2017,21:52:10,20.3,N,95.031,W,-5.3,1.36
8/9/2017,21:54:10,20.301,N,95.037,W,-5.32,1.31
8/9/2017,21:56:10,20.303,N,95.043,W,-5.34,1.26
8/9/2017,21:58:09,20.304,N,95.049,W,-5.36,1.21
8/9/2017,22:00:09,20.305,N,95.056,W,-5.38,1.16
8/9/2017,22:02:09,20.306,N,95.062,W,-5.4,1.12
8/9/2017,22:04:09,20.308,N,95.068,W,-5.42,1.07
8/9/2017,22:06:09,20.309,N,95.074,W,-5.44,1.03
8/9/2017,22:08:09,20.31,N,95.081,W,-5.46,0.98
8/9/2017,22:10:09,20.311,N,95.087,W,-5.47,0.94
8/9/2017,22:12:09,20.312,N,95.093,W,-5.49,0.89
8/9/2017,22:14:10,20.313,N,95.099,W,-5.51,0.85
8/9/2017,22:16:10,20.314,N,95.106,W,-5.53,0.81
8/9/2017,22:18:10,20.315,N,95.112,W,-5.55,0.76
8/9/2017,22:20:10,20.315,N,95.119,W,-5.56,0.72
8/9/2017,22:22:10,20.316,N,95.125,W,-5.58,0.68
8/9/2017,22:24:10,20.317,N,95.131,W,-5.6,0.64
8/9/2017,22:26:10,20.318,N,95.138,W,-5.61,0.6
8/9/2017,22:28:09,20.318,N,95.144,W,-5.63,0.56
8/9/2017,22:30:09,20.319,N,95.151,W,-5.64,0.52
8/9/2017,22:32:09,20.319,N,95.157,W,-5.66,0.48
8/9/2017,22:34:09,20.32,N,95.164,W,-5.68,0.44
8/9/2017,22:36:09,20.32,N,95.17,W,-5.69,0.41
8/9/2017,22:38:09,20.321,N,95.177,W,-5.71,0.37
8/9/2017,22:40:09,20.321,N,95.184,W,-5.72,0.33
8/9/2017,22:42:09,20.321,N,95.19,W,-5.74,0.3
8/9/2017,22:44:10,20.322,N,95.197,W,-5.75,0.26
8/9/2017,22:46:10,20.322,N,95.203,W,-5.77,0.22
8/9/2017,22:48:10,20.322,N,95.21,W,-5.78,0.19
8/9/2017,22:50:10,20.322,N,95.217,W,-5.79,0.16
8/9/2017,22:52:10,20.322,N,95.223,W,-5.81,0.12
8/9/2017,22:54:10,20.323,N,95.23,W,-5.82,0.09
8/9/2017,22:56:10,20.323,N,95.237,W,-5.83,0.06
8/9/2017,22:58:09,20.323,N,95.243,W,-5.85,0.03
8/9/2017,23:00:09,20.323,N,95.25,W,-5.86,-0.01
8/9/2017,23:02:09,20.323,N,95.257,W,-5.87,-0.04
8/9/2017,23:04:09,20.323,N,95.264,W,-5.89,-0.07
8/9/2017,23:06:09,20.323,N,95.27,W,-5.9,-0.1
8/9/2017,23:08:09,20.322,N,95.277,W,-5.91,-0.13
8/9/2017,23:10:09,20.322,N,95.284,W,-5.92,-0.16
8/9/2017,23:12:09,20.322,N,95.291,W,-5.93,-0.18
8/9/2017,23:14:10,20.322,N,95.298,W,-5.95,-0.21
8/9/2017,23:16:10,20.322,N,95.305,W,-5.96,-0.24
8/9/2017,23:18:10,20.321,N,95.311,W,-5.97,-0.27
8/9/2017,23:20:10,20.321,N,95.318,W,-5.98,-0.29
8/9/2017,23:22:10,20.321,N,95.325,W,-5.99,-0.32
8/9/2017,23:24:10,20.32,N,95.332,W,-6,-0.34
8/9/2017,23:26:10,20.32,N,95.339,W,-6.01,-0.37
8/9/2017,23:28:09,20.32,N,95.346,W,-6.02,-0.39
8/9/2017,23:30:09,20.319,N,95.353,W,-6.03,-0.41
8/9/2017,23:32:09,20.319,N,95.36,W,-6.04,-0.44
8/9/2017,23:34:09,20.318,N,95.367,W,-6.05,-0.46
8/9/2017,23:36:09,20.318,N,95.374,W,-6.06,-0.48
8/9/2017,23:38:09,20.317,N,95.381,W,-6.07,-0.5
8/9/2017,23:38:50,20.317,N,95.383,W,-5.79,0.88
8/9/2017,23:40:50,20.318,N,95.39,W,-5.82,0.78
8/9/2017,23:42:50,20.319,N,95.396,W,-5.84,0.68
8/9/2017,23:44:50,20.319,N,95.403,W,-5.86,0.58
8/9/2017,23:46:50,20.32,N,95.41,W,-5.88,0.49
8/9/2017,23:48:49,20.32,N,95.417,W,-5.91,0.39
8/9/2017,23:50:49,20.321,N,95.423,W,-5.93,0.3
8/9/2017,23:52:49,20.321,N,95.43,W,-5.95,0.2
8/9/2017,23:54:49,20.321,N,95.437,W,-5.97,0.11
8/9/2017,23:56:49,20.321,N,95.444,W,-5.99,0.02
8/9/2017,23:58:49,20.321,N,95.451,W,-6.01,-0.07
8/10/2017,0:00:49,20.321,N,95.458,W,-6.03,-0.16
8/10/2017,0:02:50,20.321,N,95.465,W,-6.05,-0.24
8/10/2017,0:04:50,20.321,N,95.472,W,-6.07,-0.33
8/10/2017,0:06:50,20.32,N,95.479,W,-6.09,-0.41
8/10/2017,0:08:50,20.32,N,95.486,W,-6.11,-0.49
8/10/2017,0:10:50,20.319,N,95.493,W,-6.13,-0.57
8/10/2017,0:12:50,20.319,N,95.5,W,-6.15,-0.65
8/10/2017,0:14:50,20.318,N,95.507,W,-6.17,-0.73
8/10/2017,0:16:50,20.317,N,95.514,W,-6.19,-0.81
8/10/2017,0:18:49,20.316,N,95.521,W,-6.2,-0.88
8/10/2017,0:20:49,20.315,N,95.528,W,-6.22,-0.96
8/10/2017,0:22:49,20.314,N,95.536,W,-6.24,-1.03
8/10/2017,0:24:49,20.313,N,95.543,W,-6.26,-1.1
8/10/2017,0:26:49,20.312,N,95.55,W,-6.27,-1.17
8/10/2017,0:28:49,20.31,N,95.557,W,-6.29,-1.24
8/10/2017,0:30:49,20.309,N,95.564,W,-6.3,-1.31
8/10/2017,0:32:50,20.307,N,95.572,W,-6.32,-1.37
8/10/2017,0:34:50,20.306,N,95.579,W,-6.34,-1.44
8/10/2017,0:36:50,20.304,N,95.586,W,-6.35,-1.5
8/10/2017,0:38:50,20.303,N,95.594,W,-6.36,-1.56
8/10/2017,0:40:50,20.301,N,95.601,W,-6.38,-1.62
8/10/2017,0:42:50,20.299,N,95.608,W,-6.39,-1.68
8/10/2017,0:44:50,20.297,N,95.616,W,-6.41,-1.74
8/10/2017,0:46:50,20.295,N,95.623,W,-6.42,-1.8
8/10/2017,0:48:49,20.294,N,95.63,W,-6.43,-1.85
8/10/2017,0:50:49,20.291,N,95.638,W,-6.45,-1.9
8/10/2017,0:52:49,20.289,N,95.645,W,-6.46,-1.96
8/10/2017,0:54:49,20.287,N,95.653,W,-6.47,-2.01
8/10/2017,0:56:49,20.285,N,95.66,W,-6.48,-2.06
8/10/2017,0:58:39,20.283,N,95.667,W,-6.49,-1.76
8/10/2017,1:00:39,20.281,N,95.674,W,-6.51,-1.83
8/10/2017,1:02:39,20.279,N,95.682,W,-6.53,-1.91
8/10/2017,1:04:39,20.277,N,95.69,W,-6.56,-1.98
8/10/2017,1:06:40,20.275,N,95.697,W,-6.58,-2.05
8/10/2017,1:08:40,20.273,N,95.705,W,-6.6,-2.11
8/10/2017,1:10:40,20.27,N,95.712,W,-6.61,-2.18
8/10/2017,1:12:40,20.268,N,95.72,W,-6.63,-2.24
8/10/2017,1:14:40,20.265,N,95.727,W,-6.64,-2.3
8/10/2017,1:16:40,20.263,N,95.735,W,-6.66,-2.36
8/10/2017,1:18:40,20.26,N,95.743,W,-6.67,-2.42
8/10/2017,1:20:39,20.258,N,95.751,W,-6.68,-2.47
8/10/2017,1:22:39,20.255,N,95.758,W,-6.69,-2.52
8/10/2017,1:24:39,20.252,N,95.766,W,-6.69,-2.57
8/10/2017,1:26:39,20.249,N,95.774,W,-6.7,-2.62
8/10/2017,1:28:39,20.247,N,95.781,W,-6.7,-2.66
8/10/2017,1:30:39,20.244,N,95.789,W,-6.7,-2.71
8/10/2017,1:32:39,20.241,N,95.797,W,-6.7,-2.75
8/10/2017,1:34:39,20.238,N,95.804,W,-6.7,-2.79
8/10/2017,1:36:40,20.235,N,95.812,W,-6.7,-2.82
8/10/2017,1:38:40,20.232,N,95.82,W,-6.7,-2.86
8/10/2017,1:40:40,20.229,N,95.828,W,-6.69,-2.89
8/10/2017,1:42:40,20.225,N,95.835,W,-6.68,-2.92
8/10/2017,1:44:40,20.222,N,95.843,W,-6.67,-2.95
8/10/2017,1:46:40,20.219,N,95.851,W,-6.66,-2.97
8/10/2017,1:48:40,20.216,N,95.858,W,-6.65,-2.99
8/10/2017,1:50:39,20.213,N,95.866,W,-6.64,-3.02
8/10/2017,1:52:39,20.209,N,95.873,W,-6.62,-3.03
8/10/2017,1:54:39,20.206,N,95.881,W,-6.6,-3.05
8/10/2017,1:56:39,20.203,N,95.889,W,-6.58,-3.07
8/10/2017,1:58:39,20.199,N,95.896,W,-6.56,-3.08
8/10/2017,2:00:39,20.196,N,95.904,W,-6.54,-3.09
8/10/2017,2:02:39,20.193,N,95.911,W,-6.52,-3.1
8/10/2017,2:04:39,20.189,N,95.919,W,-6.49,-3.1
8/10/2017,2:06:40,20.186,N,95.926,W,-6.47,-3.11
8/10/2017,2:08:30,20.183,N,95.933,W,-1.26,-3.32
8/10/2017,2:10:30,20.179,N,95.935,W,-1.39,-3.31
8/10/2017,2:12:30,20.176,N,95.936,W,-1.52,-3.29
8/10/2017,2:14:30,20.172,N,95.938,W,-1.66,-3.28
8/10/2017,2:16:30,20.169,N,95.94,W,-1.8,-3.27
8/10/2017,2:18:30,20.165,N,95.942,W,-1.94,-3.25
8/10/2017,2:20:30,20.162,N,95.944,W,-2.09,-3.24
8/10/2017,2:22:30,20.158,N,95.947,W,-2.24,-3.22
8/10/2017,2:24:29,20.155,N,95.95,W,-2.4,-3.21
8/10/2017,2:26:29,20.151,N,95.952,W,-2.56,-3.19
8/10/2017,2:28:29,20.148,N,95.956,W,-2.72,-3.18
8/10/2017,2:30:29,20.145,N,95.959,W,-2.89,-3.16
8/10/2017,2:32:29,20.141,N,95.962,W,-3.06,-3.15
8/10/2017,2:34:29,20.138,N,95.966,W,-3.23,-3.13
8/10/2017,2:36:29,20.134,N,95.97,W,-3.41,-3.11
8/10/2017,2:38:30,20.131,N,95.974,W,-3.59,-3.1
8/10/2017,2:40:30,20.128,N,95.978,W,-3.77,-3.08
8/10/2017,2:42:30,20.124,N,95.982,W,-3.96,-3.06
8/10/2017,2:44:30,20.121,N,95.987,W,-4.15,-3.04
8/10/2017,2:46:30,20.118,N,95.992,W,-4.35,-3.02
8/10/2017,2:48:30,20.115,N,95.997,W,-4.55,-3
8/10/2017,2:50:30,20.111,N,96.002,W,-4.75,-2.98
8/10/2017,2:52:30,20.108,N,96.008,W,-4.96,-2.96
8/10/2017,2:54:29,20.105,N,96.014,W,-5.17,-2.94
8/10/2017,2:56:29,20.102,N,96.02,W,-5.39,-2.92
8/10/2017,2:58:29,20.099,N,96.026,W,-5.6,-2.9
8/10/2017,3:00:29,20.095,N,96.033,W,-5.82,-2.88
8/10/2017,3:02:29,20.092,N,96.039,W,-6.05,-2.86
8/10/2017,3:04:29,20.089,N,96.047,W,-6.28,-2.84
8/10/2017,3:06:29,20.086,N,96.054,W,-6.51,-2.82
8/10/2017,3:08:30,20.083,N,96.062,W,-6.75,-2.79
8/10/2017,3:10:30,20.08,N,96.069,W,-6.99,-2.77
8/10/2017,3:12:30,20.077,N,96.078,W,-7.23,-2.75
8/10/2017,3:14:30,20.074,N,96.086,W,-7.48,-2.73
8/10/2017,3:16:30,20.071,N,96.095,W,-7.73,-2.7
8/10/2017,3:18:30,20.068,N,96.104,W,-7.98,-2.68
8/10/2017,3:20:30,20.066,N,96.113,W,-8.24,-2.65
8/10/2017,3:22:30,20.063,N,96.123,W,-8.5,-2.63
8/10/2017,3:24:29,20.06,N,96.133,W,-8.77,-2.6
8/10/2017,3:26:29,20.057,N,96.143,W,-9.04,-2.58
8/10/2017,3:28:29,20.054,N,96.153,W,-9.31,-2.55
8/10/2017,3:30:29,20.052,N,96.164,W,-9.59,-2.52
8/10/2017,3:32:29,20.049,N,96.175,W,-9.86,-2.5
8/10/2017,3:34:29,20.046,N,96.187,W,-10.13,-2.47
8/10/2017,3:36:29,20.044,N,96.199,W,-10.4,-2.45
8/10/2017,3:38:30,20.041,N,96.211,W,-10.67,-2.42
8/10/2017,3:40:30,20.038,N,96.223,W,-10.93,-2.4
8/10/2017,3:42:30,20.036,N,96.236,W,-11.18,-2.37
8/10/2017,3:44:30,20.033,N,96.249,W,-11.44,-2.35
8/10/2017,3:46:30,20.031,N,96.262,W,-11.69,-2.32
8/10/2017,3:48:30,20.028,N,96.276,W,-11.93,-2.3
8/10/2017,3:50:30,20.026,N,96.29,W,-12.17,-2.28
8/10/2017,3:52:30,20.023,N,96.304,W,-12.41,-2.26
8/10/2017,3:54:29,20.021,N,96.318,W,-12.65,-2.23
8/10/2017,3:56:29,20.018,N,96.333,W,-12.88,-2.21
8/10/2017,3:58:29,20.016,N,96.348,W,-13.11,-2.19
8/10/2017,4:00:29,20.014,N,96.363,W,-13.33,-2.17
8/10/2017,4:02:29,20.011,N,96.378,W,-13.55,-2.15
8/10/2017,4:04:29,20.009,N,96.394,W,-13.77,-2.13
8/10/2017,4:06:29,20.007,N,96.41,W,-13.98,-2.11
8/10/2017,4:08:30,20.005,N,96.426,W,-14.19,-2.09
8/10/2017,4:10:30,20.002,N,96.443,W,-14.39,-2.07
8/10/2017,4:12:30,20,N,96.459,W,-14.6,-2.05
8/10/2017,4:14:30,19.998,N,96.476,W,-14.8,-2.03
8/10/2017,4:16:30,19.996,N,96.493,W,-14.99,-2.01
8/10/2017,4:18:30,19.994,N,96.51,W,-15.18,-1.99
8/10/2017,4:20:30,19.991,N,96.528,W,-15.37,-1.97
8/10/2017,4:22:30,19.989,N,96.546,W,-15.55,-1.96
8/10/2017,4:24:29,19.987,N,96.564,W,-15.73,-1.94
8/10/2017,4:26:29,19.985,N,96.582,W,-15.91,-1.92
8/10/2017,4:28:29,19.983,N,96.6,W,-16.08,-1.91
8/10/2017,4:30:29,19.981,N,96.619,W,-16.25,-1.89
8/10/2017,4:32:29,19.979,N,96.638,W,-16.41,-1.87
8/10/2017,4:34:29,19.977,N,96.657,W,-16.58,-1.86
8/10/2017,4:36:29,19.975,N,96.676,W,-16.73,-1.84
8/10/2017,4:38:30,19.973,N,96.695,W,-16.89,-1.83
8/10/2017,4:40:30,19.971,N,96.714,W,-17.04,-1.82
8/10/2017,4:42:30,19.969,N,96.734,W,-17.19,-1.8
8/10/2017,4:44:30,19.967,N,96.754,W,-17.33,-1.79
8/10/2017,4:46:30,19.965,N,96.774,W,-17.47,-1.77
8/10/2017,4:48:30,19.963,N,96.794,W,-17.6,-1.76
8/10/2017,4:50:30,19.961,N,96.814,W,-17.74,-1.75
8/10/2017,4:52:30,19.96,N,96.835,W,-17.87,-1.74
8/10/2017,4:54:29,19.958,N,96.855,W,-17.99,-1.72
8/10/2017,4:56:29,19.956,N,96.876,W,-18.11,-1.71
8/10/2017,4:58:29,19.954,N,96.897,W,-18.23,-1.7
8/10/2017,5:00:29,19.952,N,96.918,W,-18.34,-1.69
8/10/2017,5:02:29,19.95,N,96.939,W,-18.45,-1.68
8/10/2017,5:04:29,19.948,N,96.96,W,-18.56,-1.67
8/10/2017,5:06:29,19.947,N,96.982,W,-18.66,-1.66
8/10/2017,5:08:30,19.945,N,97.003,W,-18.76,-1.65
8/10/2017,5:10:30,19.943,N,97.025,W,-18.86,-1.64
8/10/2017,5:12:30,19.941,N,97.046,W,-18.95,-1.63
8/10/2017,5:14:30,19.94,N,97.068,W,-19.04,-1.63
8/10/2017,5:16:30,19.938,N,97.09,W,-19.12,-1.62
8/10/2017,5:18:30,19.936,N,97.112,W,-19.2,-1.61
8/10/2017,5:20:30,19.934,N,97.134,W,-19.28,-1.6
8/10/2017,5:22:30,19.933,N,97.156,W,-19.35,-1.6
8/10/2017,5:24:29,19.931,N,97.179,W,-19.42,-1.59
8/10/2017,5:26:29,19.929,N,97.201,W,-19.49,-1.58
8/10/2017,5:28:29,19.928,N,97.223,W,-19.55,-1.58
8/10/2017,5:30:29,19.926,N,97.246,W,-19.61,-1.57
8/10/2017,5:32:29,19.924,N,97.268,W,-19.67,-1.57
8/10/2017,5:34:29,19.922,N,97.291,W,-19.72,-1.56
8/10/2017,5:36:29,19.921,N,97.314,W,-19.77,-1.56
8/10/2017,5:38:30,19.919,N,97.336,W,-19.81,-1.55
8/10/2017,5:40:30,19.917,N,97.359,W,-19.85,-1.55
8/10/2017,5:42:30,19.916,N,97.382,W,-19.89,-1.54
8/10/2017,5:44:30,19.914,N,97.405,W,-19.92,-1.54
8/10/2017,5:46:30,19.912,N,97.428,W,-19.95,-1.54
8/10/2017,5:48:30,19.911,N,97.451,W,-19.98,-1.54
8/10/2017,5:50:30,19.909,N,97.474,W,-20,-1.53
8/10/2017,5:52:30,19.907,N,97.496,W,-20.02,-1.53
8/10/2017,5:54:29,19.906,N,97.519,W,-20.03,-1.53
8/10/2017,5:56:29,19.904,N,97.542,W,-20.04,-1.53
8/10/2017,5:58:29,19.902,N,97.565,W,-20.05,-1.53
8/10/2017,6:00:29,19.901,N,97.588,W,-20.06,-1.53
