Track,for,Leslie,2012,,
Date,Time,(UTC),Latitude,Longitude,
MM/DD/Year,HH:MM:SS,(deg),(deg),,
9/8/2012,2:55:38,27.514,N,62.365,W
9/8/2012,2:57:38,27.517,N,62.365,W
9/8/2012,2:59:39,27.519,N,62.364,W
9/8/2012,3:01:39,27.522,N,62.364,W
9/8/2012,3:03:38,27.524,N,62.364,W
9/8/2012,3:05:38,27.527,N,62.363,W
9/8/2012,3:07:39,27.529,N,62.363,W
9/8/2012,3:09:39,27.532,N,62.363,W
9/8/2012,3:11:38,27.535,N,62.363,W
9/8/2012,3:13:39,27.537,N,62.362,W
9/8/2012,3:15:39,27.54,N,62.362,W
9/8/2012,3:17:38,27.542,N,62.362,W
9/8/2012,3:19:38,27.545,N,62.362,W
9/8/2012,3:21:39,27.548,N,62.361,W
9/8/2012,3:23:39,27.551,N,62.361,W
9/8/2012,3:25:38,27.553,N,62.361,W
9/8/2012,3:27:38,27.556,N,62.361,W
9/8/2012,3:29:39,27.559,N,62.361,W
9/8/2012,3:31:39,27.561,N,62.361,W
9/8/2012,3:33:38,27.564,N,62.36,W
9/8/2012,3:35:38,27.567,N,62.36,W
9/8/2012,3:37:39,27.57,N,62.36,W
9/8/2012,3:39:39,27.573,N,62.36,W
9/8/2012,3:41:38,27.575,N,62.36,W
9/8/2012,3:43:39,27.578,N,62.36,W
9/8/2012,3:45:39,27.581,N,62.36,W
9/8/2012,3:47:38,27.584,N,62.36,W
9/8/2012,3:49:38,27.587,N,62.36,W
9/8/2012,3:51:39,27.59,N,62.36,W
9/8/2012,3:53:39,27.593,N,62.36,W
9/8/2012,3:55:38,27.596,N,62.36,W
9/8/2012,3:57:38,27.599,N,62.36,W
9/8/2012,3:59:39,27.602,N,62.36,W
9/8/2012,4:01:39,27.605,N,62.36,W
9/8/2012,4:03:38,27.608,N,62.36,W
9/8/2012,4:05:38,27.611,N,62.36,W
9/8/2012,4:07:39,27.614,N,62.36,W
9/8/2012,4:09:39,27.617,N,62.36,W
9/8/2012,4:11:38,27.62,N,62.36,W
9/8/2012,4:13:39,27.623,N,62.361,W
9/8/2012,4:15:39,27.626,N,62.361,W
9/8/2012,4:17:38,27.629,N,62.361,W
9/8/2012,4:19:38,27.632,N,62.361,W
9/8/2012,4:21:39,27.635,N,62.361,W
9/8/2012,4:23:39,27.639,N,62.362,W
9/8/2012,4:25:38,27.642,N,62.362,W
9/8/2012,4:27:38,27.645,N,62.362,W
9/8/2012,4:29:39,27.648,N,62.362,W
9/8/2012,4:31:39,27.652,N,62.363,W
9/8/2012,4:33:38,27.655,N,62.363,W
9/8/2012,4:35:38,27.658,N,62.363,W
9/8/2012,4:37:39,27.661,N,62.363,W
9/8/2012,4:39:39,27.665,N,62.364,W
9/8/2012,4:41:38,27.668,N,62.364,W
9/8/2012,4:43:39,27.671,N,62.364,W
9/8/2012,4:45:39,27.675,N,62.365,W
9/8/2012,4:47:38,27.678,N,62.365,W
9/8/2012,4:49:38,27.681,N,62.366,W
9/8/2012,4:51:39,27.685,N,62.366,W
9/8/2012,4:53:39,27.688,N,62.366,W
9/8/2012,4:55:38,27.692,N,62.367,W
9/8/2012,4:57:38,27.695,N,62.367,W
9/8/2012,4:59:39,27.698,N,62.368,W
9/8/2012,5:01:39,27.702,N,62.368,W
9/8/2012,5:03:38,27.705,N,62.369,W
9/8/2012,5:05:38,27.709,N,62.369,W
9/8/2012,5:07:39,27.712,N,62.37,W
9/8/2012,5:09:39,27.716,N,62.37,W
9/8/2012,5:11:38,27.719,N,62.371,W
9/8/2012,5:13:39,27.723,N,62.371,W
9/8/2012,5:15:39,27.726,N,62.372,W
9/8/2012,5:17:38,27.73,N,62.372,W
9/8/2012,5:19:38,27.733,N,62.373,W
9/8/2012,5:21:39,27.737,N,62.374,W
9/8/2012,5:23:39,27.74,N,62.374,W
9/8/2012,5:25:38,27.744,N,62.375,W
9/8/2012,5:27:38,27.747,N,62.375,W
9/8/2012,5:29:39,27.751,N,62.376,W
9/8/2012,5:31:39,27.754,N,62.377,W
9/8/2012,5:33:38,27.758,N,62.377,W
9/8/2012,5:35:38,27.761,N,62.378,W
9/8/2012,5:37:39,27.765,N,62.379,W
9/8/2012,5:39:39,27.769,N,62.379,W
9/8/2012,5:41:38,27.772,N,62.38,W
9/8/2012,5:43:39,27.776,N,62.381,W
9/8/2012,5:45:39,27.779,N,62.381,W
9/8/2012,5:47:38,27.783,N,62.382,W
9/8/2012,5:49:38,27.787,N,62.383,W
9/8/2012,5:51:39,27.79,N,62.384,W
9/8/2012,5:53:39,27.794,N,62.384,W
9/8/2012,5:55:38,27.797,N,62.385,W
9/8/2012,5:57:38,27.801,N,62.386,W
9/8/2012,5:59:39,27.805,N,62.387,W
9/8/2012,6:01:39,27.808,N,62.387,W
9/8/2012,6:03:38,27.812,N,62.388,W
9/8/2012,6:05:38,27.815,N,62.389,W
9/8/2012,6:07:39,27.819,N,62.39,W
9/8/2012,6:09:39,27.823,N,62.391,W
9/8/2012,6:11:38,27.826,N,62.392,W
9/8/2012,6:13:39,27.83,N,62.392,W
9/8/2012,6:15:39,27.833,N,62.393,W
9/8/2012,6:17:38,27.837,N,62.394,W
9/8/2012,6:19:38,27.841,N,62.395,W
9/8/2012,6:21:39,27.844,N,62.396,W
9/8/2012,6:23:39,27.848,N,62.397,W
9/8/2012,6:25:38,27.851,N,62.397,W
9/8/2012,6:27:38,27.855,N,62.398,W
9/8/2012,6:29:39,27.859,N,62.399,W
9/8/2012,6:31:39,27.862,N,62.4,W
9/8/2012,6:33:38,27.866,N,62.401,W
9/8/2012,6:35:38,27.869,N,62.402,W
9/8/2012,6:37:39,27.873,N,62.403,W
9/8/2012,6:39:39,27.877,N,62.404,W
9/8/2012,6:41:38,27.88,N,62.405,W
9/8/2012,6:43:39,27.884,N,62.406,W
9/8/2012,6:45:39,27.887,N,62.407,W
9/8/2012,6:47:38,27.891,N,62.408,W
9/8/2012,6:49:38,27.894,N,62.409,W
9/8/2012,6:51:39,27.898,N,62.41,W
9/8/2012,6:53:39,27.901,N,62.41,W
9/8/2012,6:55:38,27.905,N,62.411,W
9/8/2012,6:57:38,27.908,N,62.412,W
9/8/2012,6:59:39,27.912,N,62.413,W
9/8/2012,7:01:39,27.916,N,62.414,W
9/8/2012,7:03:38,27.919,N,62.415,W
9/8/2012,7:05:38,27.922,N,62.416,W
9/8/2012,7:07:39,27.926,N,62.417,W
9/8/2012,7:09:39,27.929,N,62.418,W
9/8/2012,7:11:38,27.933,N,62.419,W
9/8/2012,7:13:39,27.936,N,62.42,W
9/8/2012,7:15:39,27.94,N,62.422,W
9/8/2012,7:17:38,27.943,N,62.423,W
9/8/2012,7:19:38,27.947,N,62.424,W
9/8/2012,7:21:39,27.95,N,62.425,W
9/8/2012,7:23:39,27.953,N,62.426,W
9/8/2012,7:25:38,27.957,N,62.427,W
9/8/2012,7:27:38,27.96,N,62.428,W
9/8/2012,7:29:39,27.964,N,62.429,W
9/8/2012,7:31:39,27.967,N,62.43,W
9/8/2012,7:33:38,27.97,N,62.431,W
9/8/2012,7:35:38,27.974,N,62.432,W
9/8/2012,7:37:39,27.977,N,62.433,W
9/8/2012,7:39:39,27.98,N,62.434,W
9/8/2012,7:41:38,27.984,N,62.435,W
9/8/2012,7:43:39,27.987,N,62.436,W
9/8/2012,7:45:39,27.99,N,62.437,W
9/8/2012,7:47:38,27.993,N,62.438,W
9/8/2012,7:49:38,27.997,N,62.439,W
9/8/2012,7:51:39,28,N,62.441,W
9/8/2012,7:53:39,28.003,N,62.442,W
9/8/2012,7:55:38,28.006,N,62.443,W
9/8/2012,7:57:38,28.009,N,62.444,W
9/8/2012,7:59:39,28.013,N,62.445,W
9/8/2012,8:01:39,28.016,N,62.446,W
9/8/2012,8:03:38,28.019,N,62.447,W
9/8/2012,8:05:38,28.022,N,62.448,W
9/8/2012,8:07:38,28.025,N,62.449,W
9/8/2012,8:09:38,28.028,N,62.45,W
9/8/2012,8:11:39,28.031,N,62.452,W
9/8/2012,8:13:39,28.034,N,62.453,W
9/8/2012,8:15:39,28.037,N,62.454,W
9/8/2012,8:17:38,28.04,N,62.455,W
9/8/2012,8:19:38,28.043,N,62.456,W
9/8/2012,8:21:38,28.046,N,62.457,W
9/8/2012,8:23:38,28.049,N,62.458,W
9/8/2012,8:25:39,28.052,N,62.459,W
9/8/2012,8:27:39,28.055,N,62.46,W
9/8/2012,8:29:39,28.058,N,62.462,W
9/8/2012,8:31:39,28.06,N,62.463,W
9/8/2012,8:33:38,28.063,N,62.464,W
9/8/2012,8:35:38,28.066,N,62.465,W
9/8/2012,8:37:38,28.069,N,62.466,W
9/8/2012,8:39:38,28.072,N,62.467,W
9/8/2012,8:41:39,28.074,N,62.468,W
9/8/2012,8:43:39,28.077,N,62.469,W
9/8/2012,8:45:39,28.08,N,62.47,W
9/8/2012,8:47:38,28.083,N,62.472,W
9/8/2012,8:49:38,28.085,N,62.473,W
9/8/2012,8:51:38,28.088,N,62.474,W
9/8/2012,8:53:38,28.09,N,62.475,W
9/8/2012,8:55:39,28.093,N,62.476,W
9/8/2012,8:57:39,28.096,N,62.477,W
9/8/2012,8:59:39,28.098,N,62.478,W
9/8/2012,9:01:39,28.101,N,62.479,W
9/8/2012,9:03:38,28.103,N,62.48,W
9/8/2012,9:05:38,28.106,N,62.482,W
9/8/2012,9:07:38,28.108,N,62.483,W
9/8/2012,9:09:38,28.111,N,62.484,W
9/8/2012,9:11:39,28.113,N,62.485,W
9/8/2012,9:13:39,28.116,N,62.486,W
9/8/2012,9:15:39,28.118,N,62.487,W
9/8/2012,9:17:38,28.121,N,62.488,W
9/8/2012,9:19:38,28.123,N,62.489,W
9/8/2012,9:21:38,28.125,N,62.49,W
9/8/2012,9:23:38,28.128,N,62.492,W
9/8/2012,9:25:39,28.13,N,62.493,W
9/8/2012,9:27:39,28.132,N,62.494,W
9/8/2012,9:29:39,28.135,N,62.495,W
9/8/2012,9:31:39,28.137,N,62.496,W
9/8/2012,9:33:38,28.139,N,62.497,W
9/8/2012,9:35:38,28.142,N,62.498,W
9/8/2012,9:37:38,28.144,N,62.499,W
9/8/2012,9:39:38,28.146,N,62.5,W
9/8/2012,9:41:39,28.148,N,62.502,W
9/8/2012,9:43:39,28.151,N,62.503,W
9/8/2012,9:45:39,28.153,N,62.504,W
9/8/2012,9:47:38,28.155,N,62.505,W
9/8/2012,9:49:38,28.157,N,62.506,W
9/8/2012,9:51:38,28.159,N,62.507,W
9/8/2012,9:53:38,28.161,N,62.508,W
9/8/2012,9:55:39,28.164,N,62.509,W
9/8/2012,9:57:39,28.166,N,62.511,W
9/8/2012,9:59:39,28.168,N,62.512,W
9/8/2012,10:01:39,28.17,N,62.513,W
9/8/2012,10:03:38,28.172,N,62.514,W
9/8/2012,10:05:38,28.174,N,62.515,W
9/8/2012,10:07:38,28.176,N,62.516,W
9/8/2012,10:09:38,28.178,N,62.517,W
9/8/2012,10:11:39,28.18,N,62.518,W
9/8/2012,10:13:39,28.182,N,62.519,W
9/8/2012,10:15:39,28.184,N,62.521,W
9/8/2012,10:17:38,28.186,N,62.522,W
9/8/2012,10:19:38,28.188,N,62.523,W
9/8/2012,10:21:38,28.19,N,62.524,W
9/8/2012,10:23:38,28.192,N,62.525,W
9/8/2012,10:25:39,28.194,N,62.526,W
9/8/2012,10:27:39,28.196,N,62.527,W
9/8/2012,10:29:39,28.198,N,62.528,W
9/8/2012,10:31:39,28.2,N,62.53,W
9/8/2012,10:33:38,28.202,N,62.531,W
9/8/2012,10:35:38,28.204,N,62.532,W
9/8/2012,10:37:38,28.205,N,62.533,W
9/8/2012,10:39:38,28.207,N,62.534,W
9/8/2012,10:41:39,28.209,N,62.535,W
9/8/2012,10:43:39,28.211,N,62.536,W
9/8/2012,10:45:39,28.213,N,62.537,W
9/8/2012,10:47:38,28.215,N,62.539,W
9/8/2012,10:49:38,28.216,N,62.54,W
9/8/2012,10:51:38,28.218,N,62.541,W
9/8/2012,10:53:38,28.22,N,62.542,W
9/8/2012,10:55:39,28.222,N,62.543,W
9/8/2012,10:57:39,28.224,N,62.544,W
9/8/2012,10:59:39,28.225,N,62.545,W
9/8/2012,11:01:39,28.227,N,62.546,W
9/8/2012,11:03:38,28.229,N,62.547,W
9/8/2012,11:05:38,28.231,N,62.549,W
9/8/2012,11:07:38,28.232,N,62.55,W
9/8/2012,11:09:38,28.234,N,62.551,W
9/8/2012,11:11:39,28.236,N,62.552,W
9/8/2012,11:13:39,28.238,N,62.553,W
9/8/2012,11:15:39,28.239,N,62.554,W
9/8/2012,11:17:38,28.241,N,62.555,W
9/8/2012,11:19:38,28.243,N,62.556,W
9/8/2012,11:21:38,28.244,N,62.558,W
9/8/2012,11:23:38,28.246,N,62.559,W
9/8/2012,11:25:39,28.248,N,62.56,W
9/8/2012,11:27:39,28.249,N,62.561,W
9/8/2012,11:29:30,28.251,N,62.562,W
9/8/2012,11:31:30,28.252,N,62.564,W
9/8/2012,11:33:31,28.253,N,62.565,W
9/8/2012,11:35:31,28.254,N,62.567,W
9/8/2012,11:37:31,28.255,N,62.568,W
9/8/2012,11:39:31,28.256,N,62.57,W
9/8/2012,11:41:30,28.257,N,62.571,W
9/8/2012,11:43:30,28.258,N,62.573,W
9/8/2012,11:45:30,28.259,N,62.574,W
9/8/2012,11:47:30,28.26,N,62.576,W
9/8/2012,11:49:31,28.261,N,62.577,W
9/8/2012,11:51:31,28.262,N,62.578,W
9/8/2012,11:53:31,28.264,N,62.58,W
9/8/2012,11:55:30,28.265,N,62.581,W
9/8/2012,11:57:30,28.267,N,62.582,W
9/8/2012,11:59:30,28.268,N,62.583,W
9/8/2012,12:01:30,28.269,N,62.584,W
9/8/2012,12:03:31,28.271,N,62.586,W
9/8/2012,12:05:31,28.273,N,62.587,W
9/8/2012,12:07:31,28.274,N,62.588,W
9/8/2012,12:09:31,28.276,N,62.589,W
9/8/2012,12:11:30,28.278,N,62.59,W
9/8/2012,12:13:30,28.279,N,62.591,W
9/8/2012,12:15:30,28.281,N,62.592,W
9/8/2012,12:17:30,28.283,N,62.593,W
9/8/2012,12:19:31,28.285,N,62.594,W
9/8/2012,12:21:31,28.287,N,62.595,W
9/8/2012,12:23:31,28.289,N,62.596,W
9/8/2012,12:25:30,28.291,N,62.597,W
9/8/2012,12:27:30,28.293,N,62.597,W
9/8/2012,12:29:30,28.295,N,62.598,W
9/8/2012,12:31:30,28.297,N,62.599,W
9/8/2012,12:33:31,28.299,N,62.6,W
9/8/2012,12:35:31,28.301,N,62.601,W
9/8/2012,12:37:31,28.303,N,62.601,W
9/8/2012,12:39:31,28.306,N,62.602,W
9/8/2012,12:41:30,28.308,N,62.603,W
9/8/2012,12:43:30,28.31,N,62.603,W
9/8/2012,12:45:30,28.313,N,62.604,W
9/8/2012,12:47:30,28.315,N,62.605,W
9/8/2012,12:49:31,28.317,N,62.605,W
9/8/2012,12:51:31,28.32,N,62.606,W
9/8/2012,12:53:31,28.322,N,62.606,W
9/8/2012,12:55:30,28.325,N,62.607,W
9/8/2012,12:57:30,28.328,N,62.607,W
9/8/2012,12:59:30,28.33,N,62.608,W
9/8/2012,13:01:30,28.333,N,62.608,W
9/8/2012,13:03:31,28.336,N,62.608,W
9/8/2012,13:05:31,28.338,N,62.609,W
9/8/2012,13:07:31,28.341,N,62.609,W
9/8/2012,13:09:31,28.344,N,62.61,W
9/8/2012,13:11:30,28.347,N,62.61,W
9/8/2012,13:13:30,28.35,N,62.61,W
9/8/2012,13:15:30,28.353,N,62.61,W
9/8/2012,13:17:30,28.356,N,62.611,W
9/8/2012,13:19:31,28.359,N,62.611,W
9/8/2012,13:21:31,28.362,N,62.611,W
9/8/2012,13:23:31,28.365,N,62.611,W
9/8/2012,13:25:30,28.368,N,62.611,W
9/8/2012,13:27:30,28.371,N,62.612,W
9/8/2012,13:29:30,28.374,N,62.612,W
9/8/2012,13:31:30,28.377,N,62.612,W
9/8/2012,13:33:31,28.38,N,62.612,W
9/8/2012,13:35:31,28.384,N,62.612,W
9/8/2012,13:37:31,28.387,N,62.612,W
9/8/2012,13:39:31,28.39,N,62.612,W
9/8/2012,13:41:30,28.394,N,62.612,W
9/8/2012,13:43:30,28.397,N,62.612,W
9/8/2012,13:45:30,28.4,N,62.612,W
9/8/2012,13:47:30,28.404,N,62.612,W
9/8/2012,13:49:31,28.407,N,62.612,W
9/8/2012,13:51:31,28.411,N,62.612,W
9/8/2012,13:53:31,28.414,N,62.612,W
9/8/2012,13:55:30,28.418,N,62.611,W
9/8/2012,13:57:30,28.421,N,62.611,W
9/8/2012,13:59:30,28.425,N,62.611,W
9/8/2012,14:01:30,28.429,N,62.611,W
9/8/2012,14:03:31,28.432,N,62.611,W
9/8/2012,14:05:31,28.436,N,62.611,W
9/8/2012,14:07:31,28.44,N,62.61,W
9/8/2012,14:09:31,28.443,N,62.61,W
9/8/2012,14:11:30,28.447,N,62.61,W
9/8/2012,14:13:30,28.451,N,62.609,W
9/8/2012,14:15:30,28.455,N,62.609,W
9/8/2012,14:17:30,28.459,N,62.609,W
9/8/2012,14:19:31,28.463,N,62.608,W
9/8/2012,14:21:31,28.467,N,62.608,W
9/8/2012,14:23:31,28.471,N,62.608,W
9/8/2012,14:25:30,28.474,N,62.607,W
9/8/2012,14:27:30,28.478,N,62.607,W
9/8/2012,14:29:30,28.482,N,62.606,W
9/8/2012,14:31:30,28.487,N,62.606,W
9/8/2012,14:33:31,28.491,N,62.605,W
9/8/2012,14:35:31,28.495,N,62.605,W
9/8/2012,14:37:31,28.499,N,62.605,W
9/8/2012,14:39:31,28.503,N,62.604,W
9/8/2012,14:41:30,28.507,N,62.603,W
9/8/2012,14:43:30,28.511,N,62.603,W
9/8/2012,14:45:30,28.516,N,62.602,W
9/8/2012,14:47:30,28.52,N,62.602,W
9/8/2012,14:49:31,28.524,N,62.601,W
9/8/2012,14:51:31,28.528,N,62.601,W
9/8/2012,14:53:31,28.533,N,62.6,W
9/8/2012,14:55:30,28.537,N,62.599,W
9/8/2012,14:57:30,28.541,N,62.599,W
9/8/2012,14:59:30,28.546,N,62.598,W
9/8/2012,15:01:30,28.55,N,62.597,W
9/8/2012,15:03:31,28.554,N,62.597,W
9/8/2012,15:05:31,28.559,N,62.596,W
9/8/2012,15:07:31,28.563,N,62.595,W
9/8/2012,15:09:31,28.568,N,62.595,W
9/8/2012,15:11:30,28.572,N,62.594,W
9/8/2012,15:13:30,28.577,N,62.593,W
9/8/2012,15:15:30,28.581,N,62.592,W
9/8/2012,15:17:30,28.586,N,62.591,W
9/8/2012,15:19:31,28.591,N,62.591,W
9/8/2012,15:21:31,28.595,N,62.59,W
9/8/2012,15:23:31,28.6,N,62.589,W
9/8/2012,15:25:30,28.604,N,62.588,W
9/8/2012,15:27:30,28.609,N,62.587,W
9/8/2012,15:29:30,28.614,N,62.587,W
9/8/2012,15:31:30,28.618,N,62.586,W
9/8/2012,15:33:31,28.623,N,62.585,W
9/8/2012,15:35:31,28.628,N,62.584,W
9/8/2012,15:37:31,28.633,N,62.583,W
9/8/2012,15:39:31,28.637,N,62.582,W
9/8/2012,15:41:30,28.642,N,62.581,W
9/8/2012,15:43:30,28.647,N,62.58,W
9/8/2012,15:45:30,28.652,N,62.579,W
9/8/2012,15:47:30,28.657,N,62.578,W
9/8/2012,15:49:31,28.661,N,62.577,W
9/8/2012,15:51:31,28.666,N,62.576,W
9/8/2012,15:53:31,28.671,N,62.575,W
9/8/2012,15:55:30,28.676,N,62.574,W
9/8/2012,15:57:30,28.681,N,62.573,W
9/8/2012,15:59:30,28.686,N,62.572,W
9/8/2012,16:01:30,28.691,N,62.571,W
9/8/2012,16:03:31,28.696,N,62.57,W
9/8/2012,16:05:31,28.701,N,62.569,W
9/8/2012,16:07:31,28.706,N,62.568,W
9/8/2012,16:09:31,28.711,N,62.567,W
9/8/2012,16:11:30,28.716,N,62.566,W
9/8/2012,16:13:30,28.721,N,62.565,W
9/8/2012,16:15:30,28.726,N,62.564,W
9/8/2012,16:17:30,28.731,N,62.563,W
9/8/2012,16:19:31,28.736,N,62.562,W
9/8/2012,16:21:31,28.741,N,62.561,W
9/8/2012,16:23:31,28.746,N,62.56,W
9/8/2012,16:25:30,28.751,N,62.558,W
9/8/2012,16:27:30,28.756,N,62.557,W
9/8/2012,16:29:30,28.761,N,62.556,W
9/8/2012,16:31:30,28.766,N,62.555,W
9/8/2012,16:33:31,28.771,N,62.554,W
9/8/2012,16:35:31,28.777,N,62.553,W
9/8/2012,16:37:31,28.782,N,62.552,W
9/8/2012,16:39:31,28.787,N,62.55,W
9/8/2012,16:41:30,28.792,N,62.549,W
9/8/2012,16:43:30,28.797,N,62.548,W
9/8/2012,16:45:30,28.802,N,62.547,W
9/8/2012,16:47:30,28.808,N,62.546,W
9/8/2012,16:49:31,28.813,N,62.545,W
9/8/2012,16:51:31,28.818,N,62.543,W
9/8/2012,16:53:31,28.823,N,62.542,W
9/8/2012,16:55:30,28.829,N,62.541,W
9/8/2012,16:57:30,28.834,N,62.54,W
9/8/2012,16:59:30,28.839,N,62.538,W
9/8/2012,17:01:30,28.844,N,62.537,W
9/8/2012,17:03:31,28.85,N,62.536,W
9/8/2012,17:05:31,28.855,N,62.535,W
9/8/2012,17:07:31,28.86,N,62.534,W
9/8/2012,17:09:31,28.865,N,62.532,W
9/8/2012,17:11:30,28.871,N,62.531,W
9/8/2012,17:13:30,28.876,N,62.53,W
9/8/2012,17:15:30,28.881,N,62.529,W
9/8/2012,17:17:30,28.887,N,62.527,W
9/8/2012,17:19:31,28.892,N,62.526,W
9/8/2012,17:21:31,28.897,N,62.525,W
9/8/2012,17:23:31,28.902,N,62.523,W
9/8/2012,17:25:30,28.908,N,62.522,W
9/8/2012,17:27:30,28.913,N,62.521,W
9/8/2012,17:29:30,28.918,N,62.52,W
9/8/2012,17:31:30,28.924,N,62.518,W
9/8/2012,17:33:31,28.929,N,62.517,W
9/8/2012,17:35:31,28.934,N,62.516,W
9/8/2012,17:37:31,28.94,N,62.515,W
9/8/2012,17:39:31,28.945,N,62.513,W
9/8/2012,17:41:30,28.95,N,62.512,W
9/8/2012,17:43:30,28.956,N,62.511,W
9/8/2012,17:45:30,28.961,N,62.509,W
9/8/2012,17:47:30,28.967,N,62.508,W
9/8/2012,17:49:31,28.972,N,62.507,W
9/8/2012,17:51:31,28.977,N,62.506,W
9/8/2012,17:53:31,28.983,N,62.504,W
9/8/2012,17:55:30,28.988,N,62.503,W
9/8/2012,17:57:30,28.993,N,62.502,W
9/8/2012,17:59:30,28.999,N,62.5,W
