Track,for,Danielle,2010,,,
Date,Time,(UTC),Latitude,Longitude,,Category
MM/DD/Year,HH:MM:SS,(deg),(deg),,,
8/27/2010,16:43:53,26.927,N,59.947,W,4
8/27/2010,16:45:53,26.929,N,59.952,W,4
8/27/2010,16:47:54,26.93,N,59.957,W,4
8/27/2010,16:49:54,26.932,N,59.961,W,4
8/27/2010,16:51:53,26.933,N,59.966,W,4
8/27/2010,16:53:53,26.935,N,59.971,W,4
8/27/2010,16:55:54,26.936,N,59.975,W,4
8/27/2010,16:57:54,26.938,N,59.98,W,4
8/27/2010,16:59:53,26.939,N,59.984,W,4
8/27/2010,17:01:53,26.941,N,59.989,W,4
8/27/2010,17:03:54,26.942,N,59.993,W,4
8/27/2010,17:05:54,26.944,N,59.998,W,4
8/27/2010,17:07:53,26.946,N,60.003,W,4
8/27/2010,17:09:54,26.947,N,60.007,W,4
8/27/2010,17:11:54,26.949,N,60.012,W,4
8/27/2010,17:13:53,26.95,N,60.016,W,4
8/27/2010,17:15:53,26.952,N,60.021,W,4
8/27/2010,17:17:54,26.953,N,60.025,W,4
8/27/2010,17:19:54,26.955,N,60.03,W,4
8/27/2010,17:21:53,26.957,N,60.034,W,4
8/27/2010,17:23:53,26.958,N,60.039,W,4
8/27/2010,17:25:54,26.96,N,60.043,W,4
8/27/2010,17:27:54,26.962,N,60.047,W,4
8/27/2010,17:29:53,26.963,N,60.052,W,4
8/27/2010,17:31:53,26.965,N,60.056,W,4
8/27/2010,17:33:54,26.966,N,60.061,W,4
8/27/2010,17:35:47,26.968,N,60.065,W,4
8/27/2010,17:37:47,26.97,N,60.07,W,4
8/27/2010,17:39:46,26.971,N,60.074,W,4
8/27/2010,17:41:46,26.973,N,60.079,W,4
8/27/2010,17:43:47,26.975,N,60.083,W,4
8/27/2010,17:45:47,26.977,N,60.088,W,4
8/27/2010,17:47:46,26.979,N,60.092,W,4
8/27/2010,17:49:46,26.98,N,60.097,W,4
8/27/2010,17:51:47,26.982,N,60.101,W,4
8/27/2010,17:53:47,26.984,N,60.106,W,4
8/27/2010,17:55:46,26.986,N,60.11,W,4
8/27/2010,17:57:46,26.988,N,60.114,W,4
8/27/2010,17:59:47,26.99,N,60.119,W,4
8/27/2010,18:01:46,26.991,N,60.123,W,4
8/27/2010,18:03:46,26.993,N,60.128,W,4
8/27/2010,18:05:47,26.995,N,60.132,W,4
8/27/2010,18:07:47,26.997,N,60.137,W,4
8/27/2010,18:09:46,26.999,N,60.141,W,4
8/27/2010,18:11:46,27.001,N,60.146,W,4
8/27/2010,18:13:47,27.003,N,60.15,W,4
8/27/2010,18:15:47,27.005,N,60.154,W,4
8/27/2010,18:17:46,27.007,N,60.159,W,4
8/27/2010,18:19:46,27.009,N,60.163,W,4
8/27/2010,18:21:47,27.011,N,60.167,W,4
8/27/2010,18:23:47,27.013,N,60.172,W,4
8/27/2010,18:25:46,27.015,N,60.176,W,4
8/27/2010,18:27:46,27.017,N,60.181,W,4
8/27/2010,18:29:47,27.019,N,60.185,W,4
8/27/2010,18:31:46,27.021,N,60.189,W,4
8/27/2010,18:33:46,27.023,N,60.194,W,4
8/27/2010,18:35:47,27.026,N,60.198,W,4
8/27/2010,18:37:47,27.028,N,60.202,W,4
8/27/2010,18:39:46,27.03,N,60.207,W,4
8/27/2010,18:41:46,27.032,N,60.211,W,4
8/27/2010,18:43:47,27.034,N,60.215,W,4
8/27/2010,18:45:47,27.037,N,60.219,W,4
8/27/2010,18:47:46,27.039,N,60.224,W,4
8/27/2010,18:49:46,27.041,N,60.228,W,4
8/27/2010,18:51:47,27.043,N,60.232,W,4
8/27/2010,18:53:47,27.046,N,60.236,W,4
8/27/2010,18:55:46,27.048,N,60.241,W,4
8/27/2010,18:57:46,27.05,N,60.245,W,4
8/27/2010,18:59:47,27.053,N,60.249,W,4
8/27/2010,19:01:46,27.055,N,60.253,W,4
8/27/2010,19:03:46,27.057,N,60.257,W,4
8/27/2010,19:05:47,27.06,N,60.262,W,4
8/27/2010,19:07:47,27.062,N,60.266,W,4
8/27/2010,19:09:46,27.065,N,60.27,W,4
8/27/2010,19:11:46,27.067,N,60.274,W,4
8/27/2010,19:13:47,27.07,N,60.278,W,4
8/27/2010,19:15:47,27.072,N,60.282,W,4
8/27/2010,19:17:46,27.075,N,60.286,W,4
8/27/2010,19:19:46,27.077,N,60.291,W,4
8/27/2010,19:21:47,27.08,N,60.295,W,4
8/27/2010,19:23:47,27.083,N,60.299,W,4
8/27/2010,19:25:46,27.085,N,60.303,W,4
8/27/2010,19:27:46,27.088,N,60.307,W,4
8/27/2010,19:29:47,27.09,N,60.311,W,4
8/27/2010,19:31:46,27.093,N,60.315,W,4
8/27/2010,19:33:46,27.096,N,60.319,W,4
8/27/2010,19:35:47,27.099,N,60.323,W,4
8/27/2010,19:37:47,27.101,N,60.327,W,4
8/27/2010,19:39:46,27.104,N,60.331,W,4
8/27/2010,19:41:46,27.107,N,60.335,W,4
8/27/2010,19:43:47,27.11,N,60.339,W,4
8/27/2010,19:45:47,27.113,N,60.343,W,4
8/27/2010,19:47:46,27.116,N,60.347,W,4
8/27/2010,19:49:46,27.118,N,60.351,W,4
8/27/2010,19:51:47,27.121,N,60.355,W,4
8/27/2010,19:53:47,27.124,N,60.359,W,4
8/27/2010,19:55:46,27.127,N,60.362,W,4
8/27/2010,19:57:46,27.13,N,60.366,W,4
8/27/2010,19:59:47,27.133,N,60.37,W,4
8/27/2010,20:01:46,27.136,N,60.374,W,4
8/27/2010,20:03:46,27.14,N,60.378,W,4
8/27/2010,20:05:47,27.143,N,60.382,W,4
8/27/2010,20:07:47,27.146,N,60.385,W,4
8/27/2010,20:09:46,27.149,N,60.389,W,4
8/27/2010,20:11:46,27.152,N,60.393,W,4
8/27/2010,20:13:47,27.155,N,60.397,W,4
8/27/2010,20:15:47,27.159,N,60.401,W,4
8/27/2010,20:17:46,27.162,N,60.404,W,4
8/27/2010,20:19:46,27.165,N,60.408,W,4
8/27/2010,20:21:47,27.169,N,60.412,W,4
8/27/2010,20:23:47,27.172,N,60.415,W,4
8/27/2010,20:25:46,27.175,N,60.419,W,4
8/27/2010,20:27:46,27.179,N,60.423,W,4
8/27/2010,20:29:47,27.182,N,60.426,W,4
8/27/2010,20:31:46,27.186,N,60.43,W,4
8/27/2010,20:33:46,27.189,N,60.434,W,4
8/27/2010,20:35:47,27.193,N,60.437,W,4
8/27/2010,20:37:47,27.196,N,60.441,W,4
8/27/2010,20:39:46,27.2,N,60.444,W,4
8/27/2010,20:41:46,27.203,N,60.448,W,4
8/27/2010,20:43:47,27.207,N,60.452,W,4
8/27/2010,20:45:47,27.211,N,60.455,W,4
8/27/2010,20:47:46,27.214,N,60.459,W,4
8/27/2010,20:49:46,27.218,N,60.462,W,4
8/27/2010,20:51:47,27.222,N,60.466,W,4
8/27/2010,20:53:47,27.226,N,60.469,W,4
8/27/2010,20:55:46,27.229,N,60.473,W,4
8/27/2010,20:57:46,27.233,N,60.476,W,4
8/27/2010,20:59:47,27.237,N,60.48,W,4
8/27/2010,21:01:46,27.241,N,60.483,W,4
8/27/2010,21:03:46,27.245,N,60.486,W,4
8/27/2010,21:05:47,27.249,N,60.49,W,4
8/27/2010,21:07:47,27.253,N,60.493,W,4
8/27/2010,21:09:46,27.256,N,60.497,W,4
8/27/2010,21:11:46,27.26,N,60.5,W,4
8/27/2010,21:13:47,27.264,N,60.503,W,4
8/27/2010,21:15:47,27.268,N,60.507,W,4
8/27/2010,21:17:46,27.272,N,60.51,W,4
8/27/2010,21:19:46,27.276,N,60.513,W,4
8/27/2010,21:21:47,27.281,N,60.517,W,4
8/27/2010,21:23:47,27.285,N,60.52,W,4
8/27/2010,21:25:46,27.289,N,60.523,W,4
8/27/2010,21:27:46,27.293,N,60.526,W,4
8/27/2010,21:29:47,27.297,N,60.53,W,4
8/27/2010,21:31:46,27.301,N,60.533,W,4
8/27/2010,21:33:46,27.305,N,60.536,W,4
8/27/2010,21:35:47,27.309,N,60.539,W,4
8/27/2010,21:37:47,27.314,N,60.542,W,4
8/27/2010,21:39:46,27.318,N,60.546,W,4
8/27/2010,21:41:46,27.322,N,60.549,W,4
8/27/2010,21:43:47,27.326,N,60.552,W,4
8/27/2010,21:45:47,27.331,N,60.555,W,4
8/27/2010,21:47:46,27.335,N,60.558,W,4
8/27/2010,21:49:46,27.339,N,60.561,W,4
8/27/2010,21:51:47,27.343,N,60.564,W,4
8/27/2010,21:53:47,27.348,N,60.567,W,4
8/27/2010,21:55:46,27.352,N,60.57,W,4
8/27/2010,21:57:46,27.356,N,60.574,W,4
8/27/2010,21:59:47,27.361,N,60.577,W,4
8/27/2010,22:01:46,27.365,N,60.58,W,4
8/27/2010,22:03:46,27.369,N,60.583,W,4
8/27/2010,22:05:47,27.374,N,60.586,W,4
8/27/2010,22:07:47,27.378,N,60.589,W,4
8/27/2010,22:09:46,27.383,N,60.592,W,4
8/27/2010,22:11:46,27.387,N,60.595,W,4
8/27/2010,22:13:47,27.391,N,60.598,W,4
8/27/2010,22:15:47,27.396,N,60.6,W,4
8/27/2010,22:17:46,27.4,N,60.603,W,4
8/27/2010,22:19:46,27.405,N,60.606,W,4
8/27/2010,22:21:47,27.409,N,60.609,W,4
8/27/2010,22:23:47,27.414,N,60.612,W,4
8/27/2010,22:25:46,27.418,N,60.615,W,4
8/27/2010,22:27:46,27.423,N,60.618,W,4
8/27/2010,22:29:47,27.427,N,60.621,W,4
8/27/2010,22:31:46,27.432,N,60.624,W,4
8/27/2010,22:33:46,27.436,N,60.626,W,4
8/27/2010,22:35:47,27.441,N,60.629,W,4
8/27/2010,22:37:47,27.445,N,60.632,W,4
8/27/2010,22:39:46,27.45,N,60.635,W,4
8/27/2010,22:41:46,27.454,N,60.638,W,4
8/27/2010,22:43:47,27.459,N,60.64,W,4
8/27/2010,22:45:47,27.463,N,60.643,W,4
8/27/2010,22:47:46,27.468,N,60.646,W,4
8/27/2010,22:49:46,27.473,N,60.649,W,4
8/27/2010,22:51:47,27.477,N,60.651,W,4
8/27/2010,22:53:47,27.482,N,60.654,W,4
8/27/2010,22:55:46,27.486,N,60.657,W,4
8/27/2010,22:57:46,27.491,N,60.66,W,4
8/27/2010,22:59:47,27.495,N,60.662,W,4
8/27/2010,23:01:46,27.5,N,60.665,W,4
8/27/2010,23:03:46,27.504,N,60.668,W,4
8/27/2010,23:05:47,27.509,N,60.67,W,4
8/27/2010,23:07:47,27.514,N,60.673,W,4
8/27/2010,23:09:46,27.518,N,60.675,W,4
8/27/2010,23:11:46,27.523,N,60.678,W,4
8/27/2010,23:13:47,27.527,N,60.681,W,4
8/27/2010,23:15:47,27.532,N,60.683,W,4
8/27/2010,23:17:46,27.536,N,60.686,W,4
8/27/2010,23:19:46,27.541,N,60.688,W,4
8/27/2010,23:21:47,27.546,N,60.691,W,4
8/27/2010,23:23:47,27.55,N,60.694,W,4
8/27/2010,23:25:46,27.555,N,60.696,W,4
8/27/2010,23:27:46,27.559,N,60.699,W,4
8/27/2010,23:29:47,27.564,N,60.701,W,4
8/27/2010,23:31:46,27.568,N,60.704,W,4
8/27/2010,23:33:46,27.573,N,60.706,W,4
8/27/2010,23:35:47,27.577,N,60.709,W,4
8/27/2010,23:37:47,27.582,N,60.711,W,4
8/27/2010,23:39:46,27.587,N,60.714,W,4
8/27/2010,23:41:46,27.591,N,60.716,W,4
8/27/2010,23:43:47,27.596,N,60.718,W,4
8/27/2010,23:45:47,27.6,N,60.721,W,4
8/27/2010,23:47:46,27.605,N,60.723,W,4
8/27/2010,23:49:46,27.609,N,60.726,W,4
8/27/2010,23:51:47,27.614,N,60.728,W,4
8/27/2010,23:53:47,27.618,N,60.73,W,4
8/27/2010,23:55:46,27.623,N,60.733,W,4
8/27/2010,23:57:46,27.627,N,60.735,W,4
8/27/2010,23:59:47,27.632,N,60.738,W,4
8/28/2010,0:01:46,27.636,N,60.74,W,4
8/28/2010,0:03:46,27.641,N,60.742,W,4
8/28/2010,0:05:47,27.645,N,60.745,W,4
8/28/2010,0:07:47,27.649,N,60.747,W,4
8/28/2010,0:09:46,27.654,N,60.749,W,4
8/28/2010,0:11:46,27.658,N,60.751,W,4
8/28/2010,0:13:47,27.663,N,60.754,W,4
8/28/2010,0:15:47,27.667,N,60.756,W,4
8/28/2010,0:17:46,27.671,N,60.758,W,4
8/28/2010,0:19:46,27.676,N,60.761,W,4
8/28/2010,0:21:47,27.68,N,60.763,W,4
8/28/2010,0:23:47,27.685,N,60.765,W,4
8/28/2010,0:25:46,27.689,N,60.767,W,4
8/28/2010,0:27:46,27.693,N,60.769,W,4
8/28/2010,0:29:47,27.697,N,60.772,W,4
8/28/2010,0:31:46,27.702,N,60.774,W,4
8/28/2010,0:33:46,27.706,N,60.776,W,4
8/28/2010,0:35:47,27.71,N,60.778,W,4
8/28/2010,0:37:47,27.715,N,60.78,W,4
8/28/2010,0:39:46,27.719,N,60.782,W,4
8/28/2010,0:41:46,27.723,N,60.785,W,4
8/28/2010,0:43:47,27.727,N,60.787,W,4
8/28/2010,0:45:47,27.731,N,60.789,W,4
8/28/2010,0:47:46,27.736,N,60.791,W,4
8/28/2010,0:49:46,27.74,N,60.793,W,4
8/28/2010,0:51:47,27.744,N,60.795,W,4
8/28/2010,0:53:47,27.748,N,60.797,W,4
8/28/2010,0:55:46,27.752,N,60.799,W,4
8/28/2010,0:57:46,27.756,N,60.801,W,4
8/28/2010,0:59:47,27.76,N,60.803,W,4
8/28/2010,1:01:46,27.764,N,60.806,W,4
8/28/2010,1:03:46,27.768,N,60.808,W,4
8/28/2010,1:05:47,27.772,N,60.81,W,4
8/28/2010,1:07:47,27.776,N,60.812,W,4
8/28/2010,1:09:46,27.78,N,60.814,W,4
8/28/2010,1:11:46,27.784,N,60.816,W,4
8/28/2010,1:13:47,27.788,N,60.818,W,4
8/28/2010,1:15:47,27.792,N,60.82,W,4
8/28/2010,1:17:46,27.796,N,60.822,W,4
8/28/2010,1:19:46,27.8,N,60.824,W,4
8/28/2010,1:21:47,27.804,N,60.826,W,4
8/28/2010,1:23:47,27.808,N,60.828,W,4
8/28/2010,1:25:46,27.812,N,60.829,W,4
8/28/2010,1:27:46,27.815,N,60.831,W,4
8/28/2010,1:29:47,27.819,N,60.833,W,4
8/28/2010,1:31:46,27.823,N,60.835,W,4
8/28/2010,1:33:46,27.827,N,60.837,W,4
8/28/2010,1:35:47,27.83,N,60.839,W,4
8/28/2010,1:37:47,27.834,N,60.841,W,4
8/28/2010,1:39:46,27.838,N,60.843,W,4
8/28/2010,1:41:46,27.842,N,60.845,W,4
8/28/2010,1:43:47,27.845,N,60.847,W,4
8/28/2010,1:45:47,27.849,N,60.848,W,4
8/28/2010,1:47:46,27.853,N,60.85,W,4
8/28/2010,1:49:46,27.856,N,60.852,W,4
8/28/2010,1:51:47,27.86,N,60.854,W,4
8/28/2010,1:53:47,27.863,N,60.856,W,4
8/28/2010,1:55:46,27.867,N,60.858,W,4
8/28/2010,1:57:46,27.871,N,60.859,W,4
8/28/2010,1:59:47,27.874,N,60.861,W,4
8/28/2010,2:01:46,27.878,N,60.863,W,4
8/28/2010,2:03:46,27.881,N,60.865,W,4
8/28/2010,2:05:47,27.885,N,60.867,W,4
8/28/2010,2:07:47,27.888,N,60.868,W,4
8/28/2010,2:09:46,27.892,N,60.87,W,4
8/28/2010,2:11:46,27.895,N,60.872,W,4
8/28/2010,2:13:47,27.899,N,60.874,W,4
8/28/2010,2:15:47,27.902,N,60.876,W,4
8/28/2010,2:17:46,27.906,N,60.877,W,4
8/28/2010,2:19:46,27.909,N,60.879,W,4
8/28/2010,2:21:47,27.912,N,60.881,W,4
8/28/2010,2:23:47,27.916,N,60.882,W,4
8/28/2010,2:25:46,27.919,N,60.884,W,4
8/28/2010,2:27:46,27.923,N,60.886,W,4
8/28/2010,2:29:47,27.926,N,60.888,W,4
8/28/2010,2:31:46,27.929,N,60.889,W,4
8/28/2010,2:33:46,27.933,N,60.891,W,4
8/28/2010,2:35:47,27.936,N,60.893,W,4
8/28/2010,2:37:47,27.939,N,60.894,W,4
8/28/2010,2:39:46,27.943,N,60.896,W,4
8/28/2010,2:41:46,27.946,N,60.898,W,4
8/28/2010,2:43:47,27.949,N,60.899,W,4
8/28/2010,2:45:47,27.952,N,60.901,W,4
8/28/2010,2:47:46,27.956,N,60.903,W,4
8/28/2010,2:49:46,27.959,N,60.904,W,4
8/28/2010,2:51:47,27.962,N,60.906,W,4
8/28/2010,2:53:47,27.965,N,60.908,W,4
8/28/2010,2:55:46,27.969,N,60.909,W,4
8/28/2010,2:57:46,27.972,N,60.911,W,4
8/28/2010,2:59:47,27.975,N,60.913,W,4
8/28/2010,3:01:46,27.978,N,60.914,W,4
8/28/2010,3:03:46,27.981,N,60.916,W,4
8/28/2010,3:05:47,27.984,N,60.917,W,4
8/28/2010,3:07:47,27.988,N,60.919,W,4
8/28/2010,3:09:46,27.991,N,60.921,W,4
8/28/2010,3:11:46,27.994,N,60.922,W,4
8/28/2010,3:13:47,27.997,N,60.924,W,4
8/28/2010,3:15:47,28,N,60.925,W,4
8/28/2010,3:17:46,28.003,N,60.927,W,4
8/28/2010,3:19:46,28.006,N,60.929,W,4
8/28/2010,3:21:47,28.009,N,60.93,W,4
8/28/2010,3:23:47,28.012,N,60.932,W,4
8/28/2010,3:25:46,28.015,N,60.933,W,4
8/28/2010,3:27:46,28.018,N,60.935,W,4
8/28/2010,3:29:47,28.021,N,60.936,W,4
8/28/2010,3:31:46,28.024,N,60.938,W,4
8/28/2010,3:33:46,28.027,N,60.94,W,4
8/28/2010,3:35:47,28.031,N,60.941,W,4
8/28/2010,3:37:47,28.034,N,60.943,W,4
8/28/2010,3:39:46,28.037,N,60.944,W,4
8/28/2010,3:41:46,28.039,N,60.946,W,4
8/28/2010,3:43:47,28.042,N,60.947,W,4
8/28/2010,3:45:47,28.045,N,60.949,W,4
8/28/2010,3:47:29,28.048,N,60.95,W,4
8/28/2010,3:49:30,28.051,N,60.952,W,4
8/28/2010,3:51:30,28.053,N,60.954,W,4
8/28/2010,3:53:29,28.056,N,60.956,W,4
8/28/2010,3:55:29,28.059,N,60.958,W,4
8/28/2010,3:57:30,28.062,N,60.96,W,4
8/28/2010,3:59:30,28.064,N,60.962,W,4
8/28/2010,4:01:29,28.067,N,60.964,W,4
8/28/2010,4:03:29,28.07,N,60.966,W,4
8/28/2010,4:05:30,28.073,N,60.968,W,4
8/28/2010,4:07:30,28.075,N,60.969,W,4
8/28/2010,4:09:29,28.078,N,60.971,W,4
8/28/2010,4:11:30,28.081,N,60.973,W,4
8/28/2010,4:13:30,28.084,N,60.975,W,4
8/28/2010,4:15:29,28.086,N,60.977,W,4
8/28/2010,4:17:29,28.089,N,60.978,W,4
8/28/2010,4:19:30,28.092,N,60.98,W,4
8/28/2010,4:21:30,28.095,N,60.982,W,4
8/28/2010,4:23:29,28.097,N,60.984,W,4
8/28/2010,4:25:29,28.1,N,60.985,W,4
8/28/2010,4:27:30,28.103,N,60.987,W,4
8/28/2010,4:29:30,28.106,N,60.988,W,4
8/28/2010,4:31:29,28.108,N,60.99,W,4
8/28/2010,4:33:29,28.111,N,60.992,W,4
8/28/2010,4:35:30,28.114,N,60.993,W,4
8/28/2010,4:37:30,28.117,N,60.995,W,4
8/28/2010,4:39:29,28.12,N,60.996,W,4
8/28/2010,4:41:30,28.123,N,60.998,W,4
8/28/2010,4:43:30,28.125,N,60.999,W,4
8/28/2010,4:45:29,28.128,N,61.001,W,4
8/28/2010,4:47:29,28.131,N,61.002,W,4
8/28/2010,4:49:30,28.134,N,61.003,W,4
8/28/2010,4:51:30,28.137,N,61.005,W,4
8/28/2010,4:53:29,28.14,N,61.006,W,4
8/28/2010,4:55:29,28.142,N,61.007,W,4
8/28/2010,4:57:30,28.145,N,61.009,W,4
8/28/2010,4:59:30,28.148,N,61.01,W,4
8/28/2010,5:01:29,28.151,N,61.011,W,4
8/28/2010,5:03:29,28.154,N,61.012,W,4
8/28/2010,5:05:30,28.157,N,61.014,W,4
8/28/2010,5:07:30,28.16,N,61.015,W,4
8/28/2010,5:09:29,28.163,N,61.016,W,4
8/28/2010,5:11:30,28.165,N,61.017,W,4
8/28/2010,5:13:30,28.168,N,61.018,W,4
8/28/2010,5:15:29,28.171,N,61.019,W,4
8/28/2010,5:17:29,28.174,N,61.02,W,4
8/28/2010,5:19:30,28.177,N,61.021,W,4
8/28/2010,5:21:30,28.18,N,61.022,W,4
8/28/2010,5:23:29,28.183,N,61.023,W,4
8/28/2010,5:25:29,28.186,N,61.024,W,4
8/28/2010,5:27:30,28.189,N,61.025,W,4
8/28/2010,5:29:30,28.192,N,61.026,W,4
8/28/2010,5:31:29,28.195,N,61.027,W,4
8/28/2010,5:33:29,28.198,N,61.027,W,4
8/28/2010,5:34:51,28.2,N,61.028,W,4
8/28/2010,5:36:50,28.204,N,61.028,W,4
8/28/2010,5:38:50,28.207,N,61.027,W,4
8/28/2010,5:40:51,28.211,N,61.027,W,4
8/28/2010,5:42:50,28.214,N,61.027,W,4
8/28/2010,5:44:50,28.218,N,61.026,W,4
8/28/2010,5:46:51,28.221,N,61.026,W,4
8/28/2010,5:48:51,28.225,N,61.026,W,4
8/28/2010,5:50:50,28.228,N,61.025,W,4
8/28/2010,5:52:50,28.232,N,61.025,W,4
8/28/2010,5:54:51,28.235,N,61.025,W,4
8/28/2010,5:56:51,28.239,N,61.024,W,4
8/28/2010,5:58:50,28.242,N,61.024,W,4
8/28/2010,6:00:50,28.246,N,61.024,W,4
8/28/2010,6:02:51,28.249,N,61.023,W,4
8/28/2010,6:04:51,28.253,N,61.023,W,4
8/28/2010,6:06:50,28.257,N,61.023,W,4
8/28/2010,6:08:50,28.26,N,61.022,W,4
8/28/2010,6:10:51,28.264,N,61.022,W,4
8/28/2010,6:12:50,28.267,N,61.022,W,4
8/28/2010,6:14:50,28.271,N,61.021,W,4
8/28/2010,6:16:51,28.274,N,61.021,W,4
8/28/2010,6:18:51,28.278,N,61.02,W,4
8/28/2010,6:20:50,28.281,N,61.02,W,4
8/28/2010,6:22:50,28.285,N,61.02,W,4
8/28/2010,6:24:51,28.288,N,61.019,W,4
8/28/2010,6:26:51,28.292,N,61.019,W,4
8/28/2010,6:28:50,28.296,N,61.018,W,4
8/28/2010,6:30:50,28.299,N,61.018,W,4
8/28/2010,6:32:51,28.303,N,61.017,W,4
8/28/2010,6:34:51,28.306,N,61.017,W,4
8/28/2010,6:36:50,28.31,N,61.016,W,4
8/28/2010,6:38:50,28.313,N,61.016,W,4
8/28/2010,6:40:51,28.317,N,61.015,W,4
8/28/2010,6:42:50,28.32,N,61.015,W,4
8/28/2010,6:44:50,28.324,N,61.015,W,4
8/28/2010,6:46:51,28.327,N,61.014,W,4
8/28/2010,6:48:51,28.331,N,61.014,W,4
8/28/2010,6:50:50,28.335,N,61.013,W,4
8/28/2010,6:52:50,28.338,N,61.012,W,4
8/28/2010,6:54:51,28.342,N,61.012,W,4
8/28/2010,6:56:51,28.345,N,61.011,W,4
8/28/2010,6:58:50,28.349,N,61.011,W,4
8/28/2010,7:00:50,28.352,N,61.01,W,4
8/28/2010,7:02:51,28.356,N,61.01,W,4
8/28/2010,7:04:51,28.359,N,61.009,W,4
8/28/2010,7:06:50,28.363,N,61.009,W,4
8/28/2010,7:08:50,28.367,N,61.008,W,4
8/28/2010,7:10:51,28.37,N,61.008,W,4
8/28/2010,7:12:50,28.374,N,61.007,W,4
8/28/2010,7:14:50,28.377,N,61.006,W,4
8/28/2010,7:16:51,28.381,N,61.006,W,4
8/28/2010,7:18:51,28.384,N,61.005,W,4
8/28/2010,7:20:50,28.388,N,61.004,W,4
8/28/2010,7:22:50,28.392,N,61.004,W,4
8/28/2010,7:24:51,28.395,N,61.003,W,4
8/28/2010,7:26:51,28.399,N,61.003,W,4
8/28/2010,7:28:50,28.402,N,61.002,W,4
8/28/2010,7:30:50,28.406,N,61.001,W,4
8/28/2010,7:32:51,28.409,N,61.001,W,4
8/28/2010,7:34:51,28.413,N,61,W,4
8/28/2010,7:36:50,28.417,N,60.999,W,4
8/28/2010,7:38:50,28.42,N,60.998,W,4
8/28/2010,7:40:51,28.424,N,60.998,W,4
8/28/2010,7:42:50,28.427,N,60.997,W,4
8/28/2010,7:44:50,28.431,N,60.996,W,4
8/28/2010,7:46:51,28.435,N,60.996,W,4
8/28/2010,7:48:51,28.438,N,60.995,W,4
8/28/2010,7:50:50,28.442,N,60.994,W,4
8/28/2010,7:52:50,28.445,N,60.993,W,4
8/28/2010,7:54:51,28.449,N,60.992,W,4
8/28/2010,7:56:51,28.452,N,60.992,W,4
8/28/2010,7:58:50,28.456,N,60.991,W,4
8/28/2010,8:00:51,28.46,N,60.99,W,4
8/28/2010,8:02:51,28.463,N,60.989,W,4
8/28/2010,8:04:51,28.467,N,60.988,W,4
8/28/2010,8:06:50,28.47,N,60.988,W,4
8/28/2010,8:08:50,28.474,N,60.987,W,4
8/28/2010,8:10:50,28.478,N,60.986,W,4
8/28/2010,8:12:51,28.481,N,60.985,W,4
8/28/2010,8:14:51,28.485,N,60.984,W,4
8/28/2010,8:16:51,28.488,N,60.983,W,4
8/28/2010,8:18:51,28.492,N,60.982,W,4
8/28/2010,8:20:50,28.496,N,60.981,W,4
8/28/2010,8:22:50,28.499,N,60.981,W,4
8/28/2010,8:24:50,28.503,N,60.98,W,4
8/28/2010,8:26:50,28.506,N,60.979,W,4
8/28/2010,8:28:51,28.51,N,60.978,W,4
8/28/2010,8:30:51,28.514,N,60.977,W,4
8/28/2010,8:32:51,28.517,N,60.976,W,4
8/28/2010,8:34:51,28.521,N,60.975,W,4
8/28/2010,8:36:50,28.524,N,60.974,W,4
8/28/2010,8:38:50,28.528,N,60.973,W,4
8/28/2010,8:40:50,28.532,N,60.972,W,4
8/28/2010,8:42:51,28.535,N,60.971,W,4
8/28/2010,8:44:51,28.539,N,60.97,W,4
8/28/2010,8:46:51,28.543,N,60.969,W,4
8/28/2010,8:48:51,28.546,N,60.967,W,4
8/28/2010,8:50:50,28.55,N,60.966,W,4
8/28/2010,8:52:50,28.553,N,60.965,W,4
8/28/2010,8:54:50,28.557,N,60.964,W,4
8/28/2010,8:56:50,28.561,N,60.963,W,4
8/28/2010,8:58:51,28.564,N,60.962,W,4
8/28/2010,9:00:51,28.568,N,60.961,W,4
8/28/2010,9:02:51,28.572,N,60.96,W,4
8/28/2010,9:04:51,28.575,N,60.959,W,4
8/28/2010,9:06:50,28.579,N,60.957,W,4
8/28/2010,9:08:50,28.582,N,60.956,W,4
8/28/2010,9:10:50,28.586,N,60.955,W,4
8/28/2010,9:12:51,28.59,N,60.954,W,4
8/28/2010,9:14:51,28.593,N,60.952,W,4
8/28/2010,9:16:51,28.597,N,60.951,W,4
8/28/2010,9:18:51,28.601,N,60.95,W,4
8/28/2010,9:20:50,28.604,N,60.949,W,4
8/28/2010,9:22:50,28.608,N,60.947,W,4
8/28/2010,9:24:50,28.612,N,60.946,W,4
8/28/2010,9:26:50,28.615,N,60.945,W,4
8/28/2010,9:28:51,28.619,N,60.944,W,4
8/28/2010,9:30:51,28.623,N,60.942,W,4
8/28/2010,9:32:51,28.626,N,60.941,W,4
8/28/2010,9:34:51,28.63,N,60.939,W,4
8/28/2010,9:36:50,28.634,N,60.938,W,4
8/28/2010,9:38:50,28.637,N,60.937,W,4
8/28/2010,9:40:50,28.641,N,60.935,W,4
8/28/2010,9:42:51,28.645,N,60.934,W,4
8/28/2010,9:44:51,28.648,N,60.932,W,4
8/28/2010,9:46:51,28.652,N,60.931,W,4
8/28/2010,9:48:51,28.656,N,60.93,W,4
8/28/2010,9:50:50,28.659,N,60.928,W,4
8/28/2010,9:52:50,28.663,N,60.927,W,4
