Track,for,Franklin,2005,,
Date,Time,(UTC),Latitude,Longitude,
MM/DD/Year,HH:MM:SS,(deg),(deg),,
7/26/2005,7:48:00,31.337,N,68.151,W
7/26/2005,7:50:00,31.34,N,68.15,W
7/26/2005,7:52:00,31.343,N,68.15,W
7/26/2005,7:54:00,31.345,N,68.149,W
7/26/2005,7:56:00,31.348,N,68.148,W
7/26/2005,7:58:00,31.351,N,68.148,W
7/26/2005,8:00:00,31.354,N,68.147,W
7/26/2005,8:02:00,31.356,N,68.146,W
7/26/2005,8:03:59,31.359,N,68.146,W
7/26/2005,8:06:00,31.362,N,68.145,W
7/26/2005,8:07:59,31.364,N,68.144,W
7/26/2005,8:10:00,31.367,N,68.144,W
7/26/2005,8:11:59,31.37,N,68.143,W
7/26/2005,8:14:00,31.373,N,68.143,W
7/26/2005,8:15:59,31.375,N,68.142,W
7/26/2005,8:18:00,31.378,N,68.141,W
7/26/2005,8:19:59,31.381,N,68.141,W
7/26/2005,8:22:00,31.384,N,68.14,W
7/26/2005,8:23:59,31.386,N,68.14,W
7/26/2005,8:26:00,31.389,N,68.139,W
7/26/2005,8:27:59,31.392,N,68.138,W
7/26/2005,8:30:00,31.395,N,68.138,W
7/26/2005,8:32:00,31.397,N,68.137,W
7/26/2005,8:33:59,31.4,N,68.137,W
7/26/2005,8:36:00,31.403,N,68.136,W
7/26/2005,8:37:59,31.406,N,68.136,W
7/26/2005,8:40:00,31.409,N,68.135,W
7/26/2005,8:41:59,31.411,N,68.135,W
7/26/2005,8:44:00,31.414,N,68.134,W
7/26/2005,8:45:59,31.417,N,68.134,W
7/26/2005,8:48:00,31.42,N,68.133,W
7/26/2005,8:49:59,31.423,N,68.132,W
7/26/2005,8:52:00,31.425,N,68.132,W
7/26/2005,8:53:59,31.428,N,68.132,W
7/26/2005,8:56:00,31.431,N,68.131,W
7/26/2005,8:57:59,31.434,N,68.131,W
7/26/2005,9:00:00,31.437,N,68.13,W
7/26/2005,9:02:00,31.44,N,68.13,W
7/26/2005,9:03:59,31.442,N,68.129,W
7/26/2005,9:06:00,31.445,N,68.129,W
7/26/2005,9:07:59,31.448,N,68.128,W
7/26/2005,9:10:00,31.451,N,68.128,W
7/26/2005,9:11:59,31.454,N,68.127,W
7/26/2005,9:14:00,31.457,N,68.127,W
7/26/2005,9:15:59,31.459,N,68.126,W
7/26/2005,9:18:00,31.462,N,68.126,W
7/26/2005,9:19:59,31.465,N,68.125,W
7/26/2005,9:22:00,31.468,N,68.125,W
7/26/2005,9:23:59,31.471,N,68.125,W
7/26/2005,9:26:00,31.474,N,68.124,W
7/26/2005,9:27:59,31.477,N,68.124,W
7/26/2005,9:30:00,31.479,N,68.123,W
7/26/2005,9:32:00,31.482,N,68.123,W
7/26/2005,9:33:59,31.485,N,68.123,W
7/26/2005,9:36:00,31.488,N,68.122,W
7/26/2005,9:37:59,31.491,N,68.122,W
7/26/2005,9:40:00,31.494,N,68.121,W
7/26/2005,9:41:59,31.497,N,68.121,W
7/26/2005,9:44:00,31.5,N,68.121,W
7/26/2005,9:45:59,31.503,N,68.12,W
7/26/2005,9:48:00,31.505,N,68.12,W
7/26/2005,9:49:59,31.508,N,68.119,W
7/26/2005,9:52:00,31.511,N,68.119,W
7/26/2005,9:53:59,31.514,N,68.119,W
7/26/2005,9:56:00,31.517,N,68.118,W
7/26/2005,9:57:59,31.52,N,68.118,W
7/26/2005,10:00:00,31.523,N,68.118,W
7/26/2005,10:02:00,31.526,N,68.117,W
7/26/2005,10:03:59,31.529,N,68.117,W
7/26/2005,10:06:00,31.532,N,68.116,W
7/26/2005,10:07:59,31.534,N,68.116,W
7/26/2005,10:10:00,31.537,N,68.116,W
7/26/2005,10:11:59,31.54,N,68.115,W
7/26/2005,10:14:00,31.543,N,68.115,W
7/26/2005,10:15:59,31.546,N,68.115,W
7/26/2005,10:18:00,31.549,N,68.114,W
7/26/2005,10:19:59,31.552,N,68.114,W
7/26/2005,10:22:00,31.555,N,68.114,W
7/26/2005,10:23:59,31.558,N,68.113,W
7/26/2005,10:26:00,31.561,N,68.113,W
7/26/2005,10:27:59,31.564,N,68.113,W
7/26/2005,10:30:00,31.567,N,68.113,W
7/26/2005,10:32:00,31.57,N,68.112,W
7/26/2005,10:33:59,31.573,N,68.112,W
7/26/2005,10:36:00,31.576,N,68.112,W
7/26/2005,10:37:59,31.578,N,68.111,W
7/26/2005,10:40:00,31.581,N,68.111,W
7/26/2005,10:41:59,31.584,N,68.111,W
7/26/2005,10:44:00,31.587,N,68.11,W
7/26/2005,10:45:59,31.59,N,68.11,W
7/26/2005,10:48:00,31.593,N,68.11,W
7/26/2005,10:49:59,31.596,N,68.109,W
7/26/2005,10:52:00,31.599,N,68.109,W
7/26/2005,10:53:59,31.602,N,68.109,W
7/26/2005,10:56:00,31.605,N,68.109,W
7/26/2005,10:57:59,31.608,N,68.108,W
7/26/2005,11:00:00,31.611,N,68.108,W
7/26/2005,11:02:00,31.614,N,68.108,W
7/26/2005,11:03:59,31.617,N,68.107,W
7/26/2005,11:06:00,31.62,N,68.107,W
7/26/2005,11:07:59,31.623,N,68.107,W
7/26/2005,11:10:00,31.626,N,68.107,W
7/26/2005,11:11:59,31.629,N,68.106,W
7/26/2005,11:14:00,31.632,N,68.106,W
7/26/2005,11:15:59,31.635,N,68.106,W
7/26/2005,11:18:00,31.638,N,68.106,W
7/26/2005,11:19:59,31.641,N,68.105,W
7/26/2005,11:22:00,31.644,N,68.105,W
7/26/2005,11:23:59,31.646,N,68.105,W
7/26/2005,11:26:00,31.649,N,68.104,W
7/26/2005,11:27:59,31.652,N,68.104,W
7/26/2005,11:30:00,31.655,N,68.104,W
7/26/2005,11:32:00,31.658,N,68.104,W
7/26/2005,11:33:59,31.661,N,68.103,W
7/26/2005,11:36:00,31.664,N,68.103,W
7/26/2005,11:37:59,31.667,N,68.103,W
7/26/2005,11:40:00,31.67,N,68.103,W
7/26/2005,11:41:59,31.673,N,68.102,W
7/26/2005,11:44:00,31.676,N,68.102,W
7/26/2005,11:45:59,31.679,N,68.102,W
7/26/2005,11:48:00,31.682,N,68.102,W
7/26/2005,11:49:59,31.685,N,68.101,W
7/26/2005,11:52:00,31.688,N,68.101,W
7/26/2005,11:53:59,31.691,N,68.101,W
7/26/2005,11:56:00,31.694,N,68.101,W
7/26/2005,11:57:59,31.697,N,68.1,W
7/26/2005,12:00:00,31.7,N,68.1,W
7/26/2005,11:56:00,31.694,N,68.101,W
7/26/2005,11:58:00,31.697,N,68.1,W
7/26/2005,12:00:00,31.7,N,68.1,W
