Track,for,Franklin,2005,,
Date,Time,(UTC),Latitude,Longitude,
MM/DD/Year,HH:MM:SS,(deg),(deg),,
7/25/2005,13:18:00,31.292,N,69.32,W
7/25/2005,13:20:00,31.29,N,69.322,W
7/25/2005,13:22:00,31.288,N,69.324,W
7/25/2005,13:24:00,31.286,N,69.326,W
7/25/2005,13:26:00,31.285,N,69.328,W
7/25/2005,13:28:00,31.283,N,69.33,W
7/25/2005,13:30:00,31.281,N,69.332,W
7/25/2005,13:31:59,31.279,N,69.335,W
7/25/2005,13:33:59,31.278,N,69.337,W
7/25/2005,13:35:59,31.276,N,69.339,W
7/25/2005,13:37:59,31.274,N,69.342,W
7/25/2005,13:39:59,31.272,N,69.344,W
7/25/2005,13:41:59,31.27,N,69.347,W
7/25/2005,13:43:59,31.268,N,69.349,W
7/25/2005,13:46:00,31.266,N,69.352,W
7/25/2005,13:48:00,31.264,N,69.354,W
7/25/2005,13:50:00,31.262,N,69.357,W
7/25/2005,13:52:00,31.26,N,69.359,W
7/25/2005,13:54:00,31.258,N,69.362,W
7/25/2005,13:56:00,31.256,N,69.365,W
7/25/2005,13:58:00,31.254,N,69.368,W
7/25/2005,14:00:00,31.252,N,69.37,W
7/25/2005,14:01:59,31.25,N,69.373,W
7/25/2005,14:03:59,31.248,N,69.376,W
7/25/2005,14:05:59,31.246,N,69.379,W
7/25/2005,14:07:59,31.244,N,69.382,W
7/25/2005,14:09:59,31.242,N,69.385,W
7/25/2005,14:11:59,31.24,N,69.388,W
7/25/2005,14:13:59,31.238,N,69.391,W
7/25/2005,14:16:00,31.236,N,69.394,W
7/25/2005,14:18:00,31.234,N,69.397,W
7/25/2005,14:20:00,31.231,N,69.4,W
7/25/2005,14:22:00,31.229,N,69.403,W
7/25/2005,14:24:00,31.227,N,69.406,W
7/25/2005,14:26:00,31.225,N,69.409,W
7/25/2005,14:28:00,31.223,N,69.413,W
7/25/2005,14:30:00,31.221,N,69.416,W
7/25/2005,14:31:20,31.219,N,69.418,W
7/25/2005,14:33:20,31.213,N,69.422,W
7/25/2005,14:35:20,31.208,N,69.426,W
7/25/2005,14:37:20,31.202,N,69.43,W
7/25/2005,14:39:20,31.197,N,69.434,W
7/25/2005,14:41:20,31.192,N,69.438,W
7/25/2005,14:43:21,31.187,N,69.442,W
7/25/2005,14:45:21,31.182,N,69.446,W
7/25/2005,14:47:21,31.177,N,69.45,W
7/25/2005,14:49:21,31.172,N,69.454,W
7/25/2005,14:51:21,31.168,N,69.458,W
7/25/2005,14:53:21,31.163,N,69.462,W
7/25/2005,14:55:21,31.159,N,69.466,W
7/25/2005,14:57:21,31.155,N,69.47,W
7/25/2005,14:59:20,31.151,N,69.474,W
7/25/2005,15:01:20,31.147,N,69.478,W
7/25/2005,15:03:20,31.143,N,69.482,W
7/25/2005,15:05:20,31.139,N,69.486,W
7/25/2005,15:07:20,31.135,N,69.49,W
7/25/2005,15:09:20,31.131,N,69.494,W
7/25/2005,15:11:20,31.128,N,69.498,W
7/25/2005,15:13:21,31.124,N,69.502,W
7/25/2005,15:15:21,31.121,N,69.506,W
7/25/2005,15:17:21,31.118,N,69.51,W
7/25/2005,15:19:21,31.115,N,69.514,W
7/25/2005,15:21:21,31.112,N,69.518,W
7/25/2005,15:23:21,31.109,N,69.522,W
7/25/2005,15:25:21,31.106,N,69.526,W
7/25/2005,15:27:21,31.103,N,69.529,W
7/25/2005,15:29:20,31.101,N,69.533,W
7/25/2005,15:31:20,31.098,N,69.537,W
7/25/2005,15:33:20,31.096,N,69.541,W
7/25/2005,15:35:20,31.093,N,69.545,W
7/25/2005,15:37:20,31.091,N,69.549,W
7/25/2005,15:39:20,31.089,N,69.553,W
7/25/2005,15:41:20,31.087,N,69.556,W
7/25/2005,15:43:21,31.085,N,69.56,W
7/25/2005,15:45:21,31.083,N,69.564,W
7/25/2005,15:47:21,31.081,N,69.568,W
7/25/2005,15:49:21,31.079,N,69.572,W
7/25/2005,15:51:21,31.077,N,69.576,W
7/25/2005,15:53:21,31.076,N,69.579,W
7/25/2005,15:55:21,31.074,N,69.583,W
7/25/2005,15:57:21,31.073,N,69.587,W
7/25/2005,15:59:20,31.072,N,69.591,W
7/25/2005,16:01:20,31.07,N,69.595,W
7/25/2005,16:03:20,31.069,N,69.598,W
7/25/2005,16:05:20,31.068,N,69.602,W
7/25/2005,16:07:20,31.067,N,69.606,W
7/25/2005,16:09:20,31.066,N,69.61,W
7/25/2005,16:11:20,31.065,N,69.614,W
7/25/2005,16:13:21,31.064,N,69.617,W
7/25/2005,16:15:21,31.064,N,69.621,W
7/25/2005,16:17:21,31.063,N,69.625,W
7/25/2005,16:19:21,31.062,N,69.629,W
7/25/2005,16:21:21,31.062,N,69.632,W
7/25/2005,16:23:21,31.061,N,69.636,W
7/25/2005,16:25:21,31.061,N,69.64,W
7/25/2005,16:27:21,31.061,N,69.644,W
7/25/2005,16:29:20,31.06,N,69.647,W
7/25/2005,16:31:20,31.06,N,69.651,W
7/25/2005,16:33:20,31.06,N,69.655,W
7/25/2005,16:35:20,31.06,N,69.658,W
7/25/2005,16:37:20,31.06,N,69.662,W
7/25/2005,16:39:20,31.06,N,69.666,W
7/25/2005,16:39:58,31.06,N,69.667,W
7/25/2005,16:41:58,31.059,N,69.671,W
7/25/2005,16:43:58,31.058,N,69.675,W
7/25/2005,16:45:58,31.057,N,69.679,W
7/25/2005,16:47:58,31.056,N,69.682,W
7/25/2005,16:49:58,31.055,N,69.686,W
7/25/2005,16:51:58,31.055,N,69.69,W
7/25/2005,16:53:58,31.054,N,69.694,W
7/25/2005,16:55:57,31.054,N,69.698,W
7/25/2005,16:57:57,31.053,N,69.702,W
7/25/2005,16:59:57,31.053,N,69.706,W
7/25/2005,17:01:57,31.052,N,69.709,W
7/25/2005,17:03:57,31.052,N,69.713,W
7/25/2005,17:05:57,31.052,N,69.717,W
7/25/2005,17:07:57,31.052,N,69.721,W
7/25/2005,17:09:58,31.052,N,69.725,W
7/25/2005,17:11:58,31.052,N,69.729,W
7/25/2005,17:13:58,31.052,N,69.733,W
7/25/2005,17:15:58,31.052,N,69.736,W
7/25/2005,17:17:58,31.053,N,69.74,W
7/25/2005,17:19:58,31.053,N,69.744,W
7/25/2005,17:21:58,31.054,N,69.748,W
7/25/2005,17:23:58,31.054,N,69.752,W
7/25/2005,17:25:57,31.055,N,69.756,W
7/25/2005,17:27:57,31.056,N,69.76,W
7/25/2005,17:29:57,31.056,N,69.763,W
7/25/2005,17:31:57,31.057,N,69.767,W
7/25/2005,17:33:57,31.058,N,69.771,W
7/25/2005,17:35:57,31.059,N,69.775,W
7/25/2005,17:37:57,31.061,N,69.779,W
7/25/2005,17:39:58,31.062,N,69.783,W
7/25/2005,17:41:58,31.063,N,69.787,W
7/25/2005,17:43:58,31.065,N,69.79,W
7/25/2005,17:45:58,31.066,N,69.794,W
7/25/2005,17:47:58,31.068,N,69.798,W
7/25/2005,17:49:58,31.07,N,69.802,W
7/25/2005,17:51:58,31.072,N,69.806,W
7/25/2005,17:53:58,31.074,N,69.81,W
7/25/2005,17:55:57,31.076,N,69.813,W
7/25/2005,17:57:57,31.078,N,69.817,W
7/25/2005,17:59:57,31.08,N,69.821,W
7/25/2005,18:01:57,31.082,N,69.825,W
7/25/2005,18:03:57,31.085,N,69.828,W
7/25/2005,18:05:57,31.087,N,69.832,W
7/25/2005,18:07:57,31.089,N,69.836,W
7/25/2005,18:09:58,31.092,N,69.839,W
7/25/2005,18:11:58,31.094,N,69.843,W
7/25/2005,18:13:58,31.097,N,69.846,W
7/25/2005,18:15:58,31.1,N,69.85,W
7/25/2005,18:17:58,31.103,N,69.853,W
7/25/2005,18:19:58,31.105,N,69.857,W
7/25/2005,18:21:58,31.108,N,69.86,W
7/25/2005,18:23:58,31.111,N,69.863,W
7/25/2005,18:25:57,31.114,N,69.867,W
7/25/2005,18:27:57,31.117,N,69.87,W
7/25/2005,18:29:57,31.12,N,69.873,W
7/25/2005,18:31:57,31.123,N,69.876,W
7/25/2005,18:33:57,31.126,N,69.879,W
7/25/2005,18:35:57,31.129,N,69.882,W
7/25/2005,18:37:57,31.133,N,69.885,W
7/25/2005,18:39:58,31.136,N,69.888,W
7/25/2005,18:41:58,31.139,N,69.891,W
7/25/2005,18:43:58,31.142,N,69.894,W
7/25/2005,18:45:58,31.146,N,69.896,W
7/25/2005,18:47:58,31.149,N,69.899,W
7/25/2005,18:48:40,31.15,N,69.9,W
7/25/2005,18:50:39,31.151,N,69.902,W
7/25/2005,18:52:39,31.152,N,69.903,W
7/25/2005,18:54:39,31.153,N,69.904,W
7/25/2005,18:56:39,31.153,N,69.906,W
7/25/2005,18:58:39,31.154,N,69.907,W
7/25/2005,19:00:39,31.155,N,69.908,W
7/25/2005,19:02:39,31.156,N,69.909,W
7/25/2005,19:04:39,31.156,N,69.91,W
7/25/2005,19:06:40,31.157,N,69.911,W
7/25/2005,19:08:40,31.158,N,69.911,W
7/25/2005,19:10:40,31.158,N,69.912,W
7/25/2005,19:12:40,31.159,N,69.913,W
7/25/2005,19:14:40,31.159,N,69.913,W
7/25/2005,19:16:40,31.16,N,69.913,W
7/25/2005,19:18:40,31.16,N,69.913,W
7/25/2005,19:20:39,31.161,N,69.913,W
7/25/2005,19:22:39,31.161,N,69.913,W
7/25/2005,19:24:39,31.162,N,69.913,W
7/25/2005,19:26:39,31.162,N,69.913,W
7/25/2005,19:28:39,31.162,N,69.912,W
7/25/2005,19:30:39,31.163,N,69.912,W
7/25/2005,19:32:39,31.163,N,69.911,W
7/25/2005,19:34:39,31.163,N,69.91,W
7/25/2005,19:36:40,31.163,N,69.909,W
7/25/2005,19:38:40,31.164,N,69.908,W
7/25/2005,19:40:40,31.164,N,69.907,W
7/25/2005,19:42:40,31.164,N,69.906,W
7/25/2005,19:44:40,31.164,N,69.904,W
7/25/2005,19:46:40,31.164,N,69.903,W
7/25/2005,19:48:40,31.164,N,69.901,W
7/25/2005,19:50:39,31.164,N,69.899,W
7/25/2005,19:52:39,31.164,N,69.897,W
7/25/2005,19:54:39,31.164,N,69.895,W
7/25/2005,19:56:39,31.164,N,69.893,W
7/25/2005,19:58:39,31.164,N,69.89,W
7/25/2005,20:00:39,31.163,N,69.888,W
7/25/2005,20:02:39,31.163,N,69.885,W
7/25/2005,20:04:39,31.163,N,69.882,W
7/25/2005,20:06:40,31.162,N,69.879,W
7/25/2005,20:08:40,31.162,N,69.876,W
7/25/2005,20:10:40,31.162,N,69.873,W
7/25/2005,20:12:40,31.161,N,69.869,W
7/25/2005,20:14:40,31.161,N,69.866,W
7/25/2005,20:16:40,31.16,N,69.862,W
7/25/2005,20:18:40,31.16,N,69.858,W
7/25/2005,20:20:39,31.159,N,69.854,W
7/25/2005,20:22:39,31.159,N,69.85,W
7/25/2005,20:24:39,31.158,N,69.845,W
7/25/2005,20:26:39,31.157,N,69.841,W
7/25/2005,20:28:39,31.156,N,69.836,W
7/25/2005,20:30:39,31.156,N,69.831,W
7/25/2005,20:32:39,31.155,N,69.826,W
7/25/2005,20:34:39,31.154,N,69.821,W
7/25/2005,20:36:40,31.153,N,69.815,W
7/25/2005,20:38:40,31.152,N,69.81,W
7/25/2005,20:40:40,31.151,N,69.804,W
7/25/2005,20:42:40,31.15,N,69.798,W
7/25/2005,20:44:40,31.149,N,69.792,W
7/25/2005,20:46:40,31.148,N,69.786,W
7/25/2005,20:48:40,31.146,N,69.779,W
7/25/2005,20:50:39,31.145,N,69.773,W
7/25/2005,20:52:39,31.144,N,69.766,W
7/25/2005,20:54:39,31.142,N,69.759,W
7/25/2005,20:56:39,31.141,N,69.752,W
7/25/2005,20:58:39,31.14,N,69.745,W
7/25/2005,21:00:39,31.138,N,69.737,W
7/25/2005,21:02:39,31.137,N,69.729,W
7/25/2005,21:04:39,31.135,N,69.721,W
7/25/2005,21:06:40,31.133,N,69.713,W
7/25/2005,21:08:40,31.132,N,69.705,W
7/25/2005,21:10:40,31.13,N,69.697,W
7/25/2005,21:12:40,31.128,N,69.688,W
7/25/2005,21:14:40,31.126,N,69.679,W
7/25/2005,21:16:40,31.124,N,69.67,W
7/25/2005,21:18:40,31.123,N,69.661,W
7/25/2005,21:20:39,31.121,N,69.651,W
7/25/2005,21:22:39,31.119,N,69.642,W
7/25/2005,21:24:39,31.116,N,69.632,W
7/25/2005,21:26:39,31.114,N,69.622,W
7/25/2005,21:28:39,31.112,N,69.612,W
7/25/2005,21:30:39,31.11,N,69.602,W
7/25/2005,21:32:39,31.108,N,69.592,W
7/25/2005,21:34:39,31.106,N,69.581,W
7/25/2005,21:36:40,31.103,N,69.571,W
7/25/2005,21:38:40,31.101,N,69.56,W
7/25/2005,21:40:40,31.099,N,69.549,W
7/25/2005,21:42:40,31.096,N,69.538,W
7/25/2005,21:44:40,31.094,N,69.526,W
7/25/2005,21:46:40,31.091,N,69.515,W
7/25/2005,21:48:40,31.089,N,69.504,W
7/25/2005,21:50:39,31.086,N,69.492,W
7/25/2005,21:52:39,31.084,N,69.48,W
7/25/2005,21:54:39,31.081,N,69.468,W
7/25/2005,21:56:39,31.079,N,69.456,W
7/25/2005,21:58:39,31.076,N,69.444,W
7/25/2005,22:00:39,31.073,N,69.432,W
7/25/2005,22:02:39,31.071,N,69.42,W
7/25/2005,22:04:39,31.068,N,69.407,W
7/25/2005,22:06:40,31.065,N,69.394,W
7/25/2005,22:08:40,31.062,N,69.382,W
7/25/2005,22:10:40,31.06,N,69.369,W
7/25/2005,22:12:40,31.057,N,69.356,W
7/25/2005,22:14:40,31.054,N,69.343,W
7/25/2005,22:16:40,31.051,N,69.33,W
7/25/2005,22:18:40,31.048,N,69.317,W
7/25/2005,22:20:39,31.045,N,69.304,W
7/25/2005,22:22:39,31.042,N,69.29,W
7/25/2005,22:24:39,31.04,N,69.277,W
7/25/2005,22:26:39,31.037,N,69.263,W
7/25/2005,22:28:39,31.034,N,69.25,W
7/25/2005,22:30:39,31.031,N,69.236,W
7/25/2005,22:32:39,31.028,N,69.223,W
7/25/2005,22:34:39,31.025,N,69.209,W
7/25/2005,22:36:40,31.022,N,69.195,W
7/25/2005,22:38:40,31.019,N,69.181,W
7/25/2005,22:40:40,31.016,N,69.167,W
7/25/2005,22:42:40,31.013,N,69.153,W
7/25/2005,22:44:40,31.01,N,69.139,W
7/25/2005,22:46:40,31.007,N,69.125,W
7/25/2005,22:48:40,31.004,N,69.111,W
7/25/2005,22:50:39,31.001,N,69.097,W
7/25/2005,22:52:39,30.998,N,69.082,W
7/25/2005,22:54:39,30.995,N,69.068,W
7/25/2005,22:56:39,30.992,N,69.054,W
7/25/2005,22:58:39,30.989,N,69.039,W
7/25/2005,23:00:39,30.986,N,69.025,W
7/25/2005,23:02:39,30.982,N,69.011,W
7/25/2005,23:04:39,30.979,N,68.996,W
7/25/2005,23:06:40,30.976,N,68.982,W
7/25/2005,23:08:40,30.973,N,68.967,W
7/25/2005,23:10:40,30.97,N,68.953,W
7/25/2005,23:12:40,30.967,N,68.938,W
7/25/2005,23:14:40,30.964,N,68.924,W
7/25/2005,23:16:40,30.961,N,68.909,W
7/25/2005,23:18:40,30.958,N,68.895,W
7/25/2005,23:20:39,30.955,N,68.88,W
7/25/2005,23:22:39,30.952,N,68.866,W
7/25/2005,23:24:39,30.949,N,68.852,W
7/25/2005,23:26:39,30.946,N,68.837,W
7/25/2005,23:28:39,30.944,N,68.823,W
7/25/2005,23:30:39,30.941,N,68.808,W
7/25/2005,23:32:39,30.938,N,68.794,W
7/25/2005,23:34:39,30.935,N,68.779,W
7/25/2005,23:36:40,30.932,N,68.765,W
7/25/2005,23:38:40,30.929,N,68.751,W
7/25/2005,23:40:40,30.926,N,68.736,W
7/25/2005,23:42:40,30.923,N,68.722,W
7/25/2005,23:44:40,30.921,N,68.708,W
7/25/2005,23:46:40,30.918,N,68.694,W
7/25/2005,23:48:40,30.915,N,68.679,W
7/25/2005,23:50:39,30.912,N,68.665,W
7/25/2005,23:52:39,30.91,N,68.651,W
7/25/2005,23:54:39,30.907,N,68.637,W
7/25/2005,23:56:39,30.904,N,68.623,W
7/25/2005,23:58:39,30.902,N,68.609,W
7/26/2005,0:00:00,30.9,N,68.6,W
7/26/2005,0:01:59,30.901,N,68.597,W
7/26/2005,0:03:59,30.902,N,68.594,W
7/26/2005,0:05:59,30.903,N,68.59,W
7/26/2005,0:07:59,30.904,N,68.587,W
7/26/2005,0:09:59,30.905,N,68.584,W
7/26/2005,0:11:59,30.906,N,68.581,W
7/26/2005,0:13:59,30.907,N,68.578,W
7/26/2005,0:16:00,30.908,N,68.574,W
7/26/2005,0:18:00,30.909,N,68.571,W
7/26/2005,0:20:00,30.91,N,68.568,W
7/26/2005,0:22:00,30.911,N,68.565,W
7/26/2005,0:24:00,30.912,N,68.562,W
7/26/2005,0:26:00,30.913,N,68.559,W
7/26/2005,0:28:00,30.914,N,68.556,W
7/26/2005,0:30:00,30.916,N,68.552,W
7/26/2005,0:31:59,30.917,N,68.549,W
7/26/2005,0:33:59,30.918,N,68.546,W
7/26/2005,0:35:59,30.919,N,68.543,W
7/26/2005,0:37:59,30.92,N,68.54,W
7/26/2005,0:39:59,30.921,N,68.537,W
7/26/2005,0:41:59,30.922,N,68.534,W
7/26/2005,0:43:59,30.923,N,68.531,W
7/26/2005,0:46:00,30.924,N,68.528,W
7/26/2005,0:48:00,30.925,N,68.525,W
7/26/2005,0:50:00,30.927,N,68.522,W
7/26/2005,0:52:00,30.928,N,68.519,W
7/26/2005,0:54:00,30.929,N,68.516,W
7/26/2005,0:56:00,30.93,N,68.513,W
7/26/2005,0:58:00,30.931,N,68.51,W
7/26/2005,1:00:00,30.932,N,68.507,W
7/26/2005,1:01:59,30.934,N,68.504,W
7/26/2005,1:03:59,30.935,N,68.501,W
7/26/2005,1:05:59,30.936,N,68.498,W
7/26/2005,1:07:59,30.937,N,68.495,W
7/26/2005,1:09:59,30.938,N,68.492,W
7/26/2005,1:11:59,30.94,N,68.489,W
7/26/2005,1:13:59,30.941,N,68.487,W
7/26/2005,1:16:00,30.942,N,68.484,W
7/26/2005,1:18:00,30.943,N,68.481,W
7/26/2005,1:20:00,30.945,N,68.478,W
7/26/2005,1:22:00,30.946,N,68.475,W
7/26/2005,1:24:00,30.947,N,68.472,W
7/26/2005,1:26:00,30.948,N,68.469,W
7/26/2005,1:28:00,30.95,N,68.467,W
7/26/2005,1:30:00,30.951,N,68.464,W
7/26/2005,1:31:59,30.952,N,68.461,W
7/26/2005,1:33:59,30.953,N,68.458,W
7/26/2005,1:35:59,30.955,N,68.455,W
7/26/2005,1:37:59,30.956,N,68.453,W
7/26/2005,1:39:59,30.957,N,68.45,W
7/26/2005,1:41:59,30.959,N,68.447,W
7/26/2005,1:43:59,30.96,N,68.444,W
7/26/2005,1:46:00,30.961,N,68.442,W
7/26/2005,1:48:00,30.963,N,68.439,W
7/26/2005,1:50:00,30.964,N,68.436,W
7/26/2005,1:52:00,30.965,N,68.434,W
7/26/2005,1:54:00,30.967,N,68.431,W
7/26/2005,1:56:00,30.968,N,68.428,W
7/26/2005,1:58:00,30.97,N,68.426,W
7/26/2005,2:00:00,30.971,N,68.423,W
7/26/2005,2:01:59,30.972,N,68.42,W
7/26/2005,2:03:59,30.974,N,68.418,W
7/26/2005,2:05:59,30.975,N,68.415,W
7/26/2005,2:07:59,30.977,N,68.413,W
7/26/2005,2:09:59,30.978,N,68.41,W
7/26/2005,2:11:59,30.979,N,68.408,W
7/26/2005,2:13:59,30.981,N,68.405,W
7/26/2005,2:16:00,30.982,N,68.402,W
7/26/2005,2:18:00,30.984,N,68.4,W
7/26/2005,2:20:00,30.985,N,68.397,W
7/26/2005,2:22:00,30.987,N,68.395,W
7/26/2005,2:24:00,30.988,N,68.392,W
7/26/2005,2:26:00,30.99,N,68.39,W
7/26/2005,2:28:00,30.991,N,68.387,W
7/26/2005,2:30:00,30.993,N,68.385,W
7/26/2005,2:31:59,30.994,N,68.383,W
7/26/2005,2:33:59,30.996,N,68.38,W
7/26/2005,2:35:59,30.997,N,68.378,W
7/26/2005,2:37:59,30.999,N,68.375,W
7/26/2005,2:39:59,31,N,68.373,W
7/26/2005,2:41:59,31.002,N,68.371,W
7/26/2005,2:43:59,31.004,N,68.368,W
7/26/2005,2:46:00,31.005,N,68.366,W
7/26/2005,2:48:00,31.007,N,68.364,W
7/26/2005,2:50:00,31.008,N,68.361,W
7/26/2005,2:52:00,31.01,N,68.359,W
7/26/2005,2:54:00,31.012,N,68.357,W
7/26/2005,2:56:00,31.013,N,68.354,W
7/26/2005,2:58:00,31.015,N,68.352,W
7/26/2005,3:00:00,31.017,N,68.35,W
7/26/2005,3:01:59,31.018,N,68.348,W
7/26/2005,3:03:59,31.02,N,68.345,W
7/26/2005,3:05:59,31.022,N,68.343,W
7/26/2005,3:07:59,31.023,N,68.341,W
7/26/2005,3:09:59,31.025,N,68.339,W
7/26/2005,3:11:59,31.027,N,68.337,W
7/26/2005,3:13:59,31.028,N,68.334,W
7/26/2005,3:16:00,31.03,N,68.332,W
7/26/2005,3:18:00,31.032,N,68.33,W
7/26/2005,3:20:00,31.033,N,68.328,W
7/26/2005,3:22:00,31.035,N,68.326,W
7/26/2005,3:24:00,31.037,N,68.324,W
7/26/2005,3:26:00,31.039,N,68.322,W
7/26/2005,3:28:00,31.041,N,68.32,W
7/26/2005,3:30:00,31.042,N,68.318,W
7/26/2005,3:31:59,31.044,N,68.316,W
7/26/2005,3:33:59,31.046,N,68.314,W
7/26/2005,3:35:59,31.048,N,68.312,W
7/26/2005,3:37:59,31.05,N,68.31,W
7/26/2005,3:39:59,31.051,N,68.308,W
7/26/2005,3:41:59,31.053,N,68.306,W
7/26/2005,3:43:59,31.055,N,68.304,W
7/26/2005,3:46:00,31.057,N,68.302,W
7/26/2005,3:48:00,31.059,N,68.3,W
7/26/2005,3:50:00,31.061,N,68.298,W
7/26/2005,3:52:00,31.063,N,68.296,W
7/26/2005,3:54:00,31.064,N,68.294,W
7/26/2005,3:56:00,31.066,N,68.292,W
7/26/2005,3:58:00,31.068,N,68.29,W
7/26/2005,4:00:00,31.07,N,68.289,W
7/26/2005,4:01:59,31.072,N,68.287,W
7/26/2005,4:03:59,31.074,N,68.285,W
7/26/2005,4:05:59,31.076,N,68.283,W
7/26/2005,4:07:59,31.078,N,68.281,W
7/26/2005,4:09:59,31.08,N,68.28,W
7/26/2005,4:11:59,31.082,N,68.278,W
7/26/2005,4:13:59,31.084,N,68.276,W
7/26/2005,4:16:00,31.086,N,68.274,W
7/26/2005,4:18:00,31.088,N,68.273,W
7/26/2005,4:20:00,31.09,N,68.271,W
7/26/2005,4:22:00,31.092,N,68.269,W
7/26/2005,4:24:00,31.094,N,68.267,W
7/26/2005,4:26:00,31.096,N,68.266,W
7/26/2005,4:28:00,31.098,N,68.264,W
7/26/2005,4:30:00,31.1,N,68.262,W
7/26/2005,4:31:59,31.102,N,68.261,W
7/26/2005,4:33:59,31.104,N,68.259,W
7/26/2005,4:35:59,31.106,N,68.258,W
7/26/2005,4:37:59,31.108,N,68.256,W
7/26/2005,4:39:59,31.11,N,68.254,W
7/26/2005,4:41:59,31.112,N,68.253,W
7/26/2005,4:43:59,31.115,N,68.251,W
7/26/2005,4:46:00,31.117,N,68.25,W
7/26/2005,4:48:00,31.119,N,68.248,W
7/26/2005,4:50:00,31.121,N,68.247,W
7/26/2005,4:52:00,31.123,N,68.245,W
7/26/2005,4:54:00,31.125,N,68.244,W
7/26/2005,4:56:00,31.127,N,68.242,W
7/26/2005,4:58:00,31.129,N,68.241,W
7/26/2005,5:00:00,31.132,N,68.239,W
7/26/2005,5:01:59,31.134,N,68.238,W
7/26/2005,5:03:59,31.136,N,68.236,W
7/26/2005,5:05:59,31.138,N,68.235,W
7/26/2005,5:07:59,31.14,N,68.233,W
7/26/2005,5:09:59,31.143,N,68.232,W
7/26/2005,5:11:59,31.145,N,68.23,W
7/26/2005,5:13:59,31.147,N,68.229,W
7/26/2005,5:16:00,31.149,N,68.228,W
7/26/2005,5:18:00,31.151,N,68.226,W
7/26/2005,5:20:00,31.154,N,68.225,W
7/26/2005,5:22:00,31.156,N,68.224,W
7/26/2005,5:24:00,31.158,N,68.222,W
7/26/2005,5:26:00,31.16,N,68.221,W
7/26/2005,5:28:00,31.163,N,68.22,W
7/26/2005,5:30:00,31.165,N,68.218,W
7/26/2005,5:31:59,31.167,N,68.217,W
7/26/2005,5:33:59,31.17,N,68.216,W
7/26/2005,5:35:59,31.172,N,68.214,W
7/26/2005,5:37:59,31.174,N,68.213,W
7/26/2005,5:39:59,31.176,N,68.212,W
7/26/2005,5:41:59,31.179,N,68.211,W
7/26/2005,5:43:59,31.181,N,68.209,W
7/26/2005,5:46:00,31.183,N,68.208,W
7/26/2005,5:48:00,31.186,N,68.207,W
7/26/2005,5:50:00,31.188,N,68.206,W
7/26/2005,5:52:00,31.191,N,68.205,W
7/26/2005,5:54:00,31.193,N,68.203,W
7/26/2005,5:56:00,31.195,N,68.202,W
7/26/2005,5:58:00,31.198,N,68.201,W
7/26/2005,6:00:00,31.2,N,68.2,W
7/26/2005,6:01:59,31.202,N,68.199,W
7/26/2005,6:03:59,31.205,N,68.198,W
7/26/2005,6:05:59,31.207,N,68.197,W
7/26/2005,6:07:59,31.21,N,68.195,W
7/26/2005,6:09:59,31.212,N,68.194,W
7/26/2005,6:11:59,31.214,N,68.193,W
7/26/2005,6:13:59,31.217,N,68.192,W
7/26/2005,6:16:00,31.219,N,68.191,W
7/26/2005,6:18:00,31.222,N,68.19,W
7/26/2005,6:20:00,31.224,N,68.189,W
7/26/2005,6:22:00,31.227,N,68.188,W
7/26/2005,6:24:00,31.229,N,68.187,W
7/26/2005,6:26:00,31.232,N,68.186,W
7/26/2005,6:28:00,31.234,N,68.185,W
7/26/2005,6:30:00,31.236,N,68.184,W
7/26/2005,6:31:59,31.239,N,68.183,W
7/26/2005,6:33:59,31.241,N,68.182,W
7/26/2005,6:35:59,31.244,N,68.181,W
7/26/2005,6:37:59,31.246,N,68.18,W
7/26/2005,6:39:59,31.249,N,68.179,W
7/26/2005,6:41:59,31.251,N,68.178,W
7/26/2005,6:43:59,31.254,N,68.177,W
7/26/2005,6:46:00,31.256,N,68.176,W
7/26/2005,6:48:00,31.259,N,68.175,W
7/26/2005,6:50:00,31.262,N,68.174,W
7/26/2005,6:52:00,31.264,N,68.173,W
7/26/2005,6:54:00,31.267,N,68.172,W
7/26/2005,6:56:00,31.269,N,68.172,W
7/26/2005,6:58:00,31.272,N,68.171,W
7/26/2005,7:00:00,31.274,N,68.17,W
7/26/2005,7:01:59,31.277,N,68.169,W
7/26/2005,7:03:59,31.279,N,68.168,W
7/26/2005,7:05:59,31.282,N,68.167,W
7/26/2005,7:07:59,31.285,N,68.166,W
7/26/2005,7:09:59,31.287,N,68.165,W
7/26/2005,7:11:59,31.29,N,68.165,W
7/26/2005,7:13:59,31.292,N,68.164,W
7/26/2005,7:16:00,31.295,N,68.163,W
7/26/2005,7:18:00,31.298,N,68.162,W
7/26/2005,7:20:00,31.3,N,68.161,W
7/26/2005,7:22:00,31.303,N,68.161,W
7/26/2005,7:24:00,31.305,N,68.16,W
7/26/2005,7:26:00,31.308,N,68.159,W
7/26/2005,7:28:00,31.311,N,68.158,W
7/26/2005,7:30:00,31.313,N,68.158,W
7/26/2005,7:31:59,31.316,N,68.157,W
7/26/2005,7:33:59,31.319,N,68.156,W
7/26/2005,7:35:59,31.321,N,68.155,W
7/26/2005,7:37:59,31.324,N,68.155,W
7/26/2005,7:39:59,31.327,N,68.154,W
7/26/2005,7:41:59,31.329,N,68.153,W
7/26/2005,7:43:59,31.332,N,68.152,W
7/26/2005,7:46:00,31.335,N,68.152,W
