Track,for,Barry,2001,,,
Date,Time,(UTC),Latitude,Longitude,,Category
MM/DD/Year,HH:MM:SS,(deg),(deg),,,
8/5/2001,9:11:29,27.842,N,86.283,W,0
8/5/2001,9:13:29,27.845,N,86.284,W,0
8/5/2001,9:15:29,27.848,N,86.285,W,0
8/5/2001,9:17:29,27.851,N,86.285,W,0
8/5/2001,9:19:29,27.854,N,86.286,W,0
8/5/2001,9:21:28,27.857,N,86.287,W,0
8/5/2001,9:23:28,27.861,N,86.287,W,0
8/5/2001,9:25:28,27.864,N,86.288,W,0
8/5/2001,9:27:28,27.867,N,86.289,W,0
8/5/2001,9:29:28,27.87,N,86.29,W,0
8/5/2001,9:31:28,27.873,N,86.29,W,0
8/5/2001,9:33:28,27.877,N,86.291,W,0
8/5/2001,9:35:29,27.88,N,86.292,W,0
8/5/2001,9:37:29,27.883,N,86.293,W,0
8/5/2001,9:39:29,27.886,N,86.293,W,0
8/5/2001,9:41:29,27.89,N,86.294,W,0
8/5/2001,9:43:29,27.893,N,86.295,W,0
8/5/2001,9:45:29,27.896,N,86.296,W,0
8/5/2001,9:47:29,27.899,N,86.297,W,0
8/5/2001,9:49:29,27.903,N,86.298,W,0
8/5/2001,9:51:28,27.906,N,86.299,W,0
8/5/2001,9:53:28,27.909,N,86.299,W,0
8/5/2001,9:55:28,27.912,N,86.3,W,0
8/5/2001,9:57:28,27.916,N,86.301,W,0
8/5/2001,9:59:28,27.919,N,86.302,W,0
8/5/2001,10:01:28,27.922,N,86.303,W,0
8/5/2001,10:03:28,27.925,N,86.304,W,0
8/5/2001,10:05:29,27.929,N,86.305,W,0
8/5/2001,10:07:29,27.932,N,86.306,W,0
8/5/2001,10:09:29,27.935,N,86.307,W,0
8/5/2001,10:11:29,27.939,N,86.308,W,0
8/5/2001,10:13:29,27.942,N,86.309,W,0
8/5/2001,10:15:29,27.945,N,86.31,W,0
8/5/2001,10:17:29,27.949,N,86.311,W,0
8/5/2001,10:19:29,27.952,N,86.312,W,0
8/5/2001,10:21:28,27.955,N,86.313,W,0
8/5/2001,10:23:28,27.959,N,86.314,W,0
8/5/2001,10:25:28,27.962,N,86.315,W,0
8/5/2001,10:27:28,27.965,N,86.316,W,0
8/5/2001,10:29:28,27.968,N,86.317,W,0
8/5/2001,10:31:28,27.972,N,86.318,W,0
8/5/2001,10:33:28,27.975,N,86.319,W,0
8/5/2001,10:35:29,27.978,N,86.32,W,0
8/5/2001,10:37:29,27.982,N,86.321,W,0
8/5/2001,10:39:29,27.985,N,86.322,W,0
8/5/2001,10:41:29,27.989,N,86.323,W,0
8/5/2001,10:43:29,27.992,N,86.324,W,0
8/5/2001,10:45:29,27.995,N,86.326,W,0
8/5/2001,10:47:29,27.999,N,86.327,W,0
8/5/2001,10:49:29,28.002,N,86.328,W,0
8/5/2001,10:51:28,28.005,N,86.329,W,0
8/5/2001,10:53:28,28.009,N,86.33,W,0
8/5/2001,10:55:28,28.012,N,86.331,W,0
8/5/2001,10:57:28,28.015,N,86.332,W,0
8/5/2001,10:59:28,28.019,N,86.334,W,0
8/5/2001,11:01:28,28.022,N,86.335,W,0
8/5/2001,11:03:28,28.026,N,86.336,W,0
8/5/2001,11:05:29,28.029,N,86.337,W,0
8/5/2001,11:07:29,28.032,N,86.338,W,0
8/5/2001,11:09:29,28.036,N,86.34,W,0
8/5/2001,11:11:29,28.039,N,86.341,W,0
8/5/2001,11:13:29,28.043,N,86.342,W,0
8/5/2001,11:15:29,28.046,N,86.343,W,0
8/5/2001,11:17:29,28.049,N,86.344,W,0
8/5/2001,11:19:29,28.053,N,86.346,W,0
8/5/2001,11:21:28,28.056,N,86.347,W,0
8/5/2001,11:23:28,28.06,N,86.348,W,0
8/5/2001,11:25:28,28.063,N,86.349,W,0
8/5/2001,11:27:28,28.066,N,86.351,W,0
8/5/2001,11:29:28,28.07,N,86.352,W,0
8/5/2001,11:31:28,28.073,N,86.353,W,0
8/5/2001,11:33:28,28.077,N,86.355,W,0
8/5/2001,11:35:29,28.08,N,86.356,W,0
8/5/2001,11:37:29,28.084,N,86.357,W,0
8/5/2001,11:39:29,28.087,N,86.358,W,0
8/5/2001,11:41:29,28.09,N,86.36,W,0
8/5/2001,11:43:29,28.094,N,86.361,W,0
8/5/2001,11:45:29,28.097,N,86.362,W,0
8/5/2001,11:47:29,28.101,N,86.364,W,0
8/5/2001,11:49:29,28.104,N,86.365,W,0
8/5/2001,11:51:28,28.108,N,86.366,W,0
8/5/2001,11:53:28,28.111,N,86.368,W,0
8/5/2001,11:54:03,28.112,N,86.368,W,0
8/5/2001,11:56:04,28.116,N,86.37,W,0
8/5/2001,11:58:04,28.12,N,86.372,W,0
8/5/2001,12:00:04,28.124,N,86.374,W,0
8/5/2001,12:02:04,28.128,N,86.376,W,0
8/5/2001,12:04:04,28.132,N,86.377,W,0
8/5/2001,12:06:04,28.136,N,86.379,W,0
8/5/2001,12:08:04,28.14,N,86.381,W,0
8/5/2001,12:10:04,28.144,N,86.383,W,0
8/5/2001,12:12:03,28.147,N,86.385,W,0
8/5/2001,12:14:03,28.151,N,86.386,W,0
8/5/2001,12:16:03,28.155,N,86.388,W,0
8/5/2001,12:18:03,28.159,N,86.39,W,0
8/5/2001,12:20:03,28.163,N,86.391,W,0
8/5/2001,12:22:03,28.166,N,86.393,W,0
8/5/2001,12:24:03,28.17,N,86.395,W,0
8/5/2001,12:26:04,28.174,N,86.396,W,0
8/5/2001,12:28:04,28.177,N,86.398,W,0
8/5/2001,12:30:04,28.181,N,86.399,W,0
8/5/2001,12:32:04,28.185,N,86.401,W,0
8/5/2001,12:34:04,28.188,N,86.402,W,0
8/5/2001,12:36:04,28.192,N,86.404,W,0
8/5/2001,12:38:04,28.195,N,86.405,W,0
8/5/2001,12:40:04,28.199,N,86.407,W,0
8/5/2001,12:42:03,28.202,N,86.408,W,0
8/5/2001,12:44:03,28.206,N,86.41,W,0
8/5/2001,12:46:03,28.209,N,86.411,W,0
8/5/2001,12:48:03,28.213,N,86.413,W,0
8/5/2001,12:50:03,28.216,N,86.414,W,0
8/5/2001,12:52:03,28.219,N,86.415,W,0
8/5/2001,12:54:03,28.223,N,86.417,W,0
8/5/2001,12:56:04,28.226,N,86.418,W,0
8/5/2001,12:58:04,28.23,N,86.419,W,0
8/5/2001,13:00:04,28.233,N,86.42,W,0
8/5/2001,13:02:04,28.236,N,86.422,W,0
8/5/2001,13:04:04,28.239,N,86.423,W,0
8/5/2001,13:06:04,28.243,N,86.424,W,0
8/5/2001,13:08:04,28.246,N,86.425,W,0
8/5/2001,13:10:04,28.249,N,86.426,W,0
8/5/2001,13:12:03,28.252,N,86.428,W,0
8/5/2001,13:14:03,28.255,N,86.429,W,0
8/5/2001,13:16:03,28.259,N,86.43,W,0
8/5/2001,13:18:03,28.262,N,86.431,W,0
8/5/2001,13:20:03,28.265,N,86.432,W,0
8/5/2001,13:22:03,28.268,N,86.433,W,0
8/5/2001,13:24:03,28.271,N,86.434,W,0
8/5/2001,13:26:04,28.274,N,86.435,W,0
8/5/2001,13:28:04,28.277,N,86.436,W,0
8/5/2001,13:30:04,28.28,N,86.437,W,0
8/5/2001,13:32:04,28.283,N,86.438,W,0
8/5/2001,13:34:04,28.286,N,86.439,W,0
8/5/2001,13:35:52,28.289,N,86.44,W,0
8/5/2001,13:37:52,28.292,N,86.441,W,0
8/5/2001,13:39:52,28.295,N,86.443,W,0
8/5/2001,13:41:53,28.298,N,86.444,W,0
8/5/2001,13:43:53,28.301,N,86.445,W,0
8/5/2001,13:45:53,28.304,N,86.447,W,0
8/5/2001,13:47:53,28.306,N,86.448,W,0
8/5/2001,13:49:53,28.309,N,86.449,W,0
8/5/2001,13:51:53,28.312,N,86.451,W,0
8/5/2001,13:53:53,28.315,N,86.452,W,0
8/5/2001,13:55:52,28.317,N,86.453,W,0
8/5/2001,13:57:52,28.32,N,86.454,W,0
8/5/2001,13:59:52,28.323,N,86.456,W,0
8/5/2001,14:01:52,28.325,N,86.457,W,0
8/5/2001,14:03:52,28.328,N,86.458,W,0
8/5/2001,14:05:52,28.33,N,86.46,W,0
8/5/2001,14:07:52,28.333,N,86.461,W,0
8/5/2001,14:09:52,28.335,N,86.462,W,0
8/5/2001,14:11:53,28.338,N,86.463,W,0
8/5/2001,14:13:53,28.34,N,86.465,W,0
8/5/2001,14:15:53,28.342,N,86.466,W,0
8/5/2001,14:17:53,28.345,N,86.467,W,0
8/5/2001,14:19:53,28.347,N,86.468,W,0
8/5/2001,14:21:53,28.349,N,86.47,W,0
8/5/2001,14:23:53,28.351,N,86.471,W,0
8/5/2001,14:25:52,28.354,N,86.472,W,0
8/5/2001,14:27:52,28.356,N,86.473,W,0
8/5/2001,14:29:52,28.358,N,86.474,W,0
8/5/2001,14:31:52,28.36,N,86.476,W,0
8/5/2001,14:33:52,28.362,N,86.477,W,0
8/5/2001,14:35:52,28.364,N,86.478,W,0
8/5/2001,14:37:52,28.366,N,86.479,W,0
8/5/2001,14:39:52,28.368,N,86.48,W,0
8/5/2001,14:41:53,28.37,N,86.481,W,0
8/5/2001,14:43:53,28.372,N,86.482,W,0
8/5/2001,14:45:53,28.374,N,86.483,W,0
8/5/2001,14:47:53,28.376,N,86.484,W,0
8/5/2001,14:49:53,28.377,N,86.486,W,0
8/5/2001,14:51:53,28.379,N,86.487,W,0
8/5/2001,14:53:53,28.381,N,86.488,W,0
8/5/2001,14:55:52,28.383,N,86.489,W,0
8/5/2001,14:57:52,28.385,N,86.49,W,0
8/5/2001,14:59:52,28.387,N,86.49,W,0
8/5/2001,15:01:52,28.388,N,86.491,W,0
8/5/2001,15:03:52,28.39,N,86.492,W,0
8/5/2001,15:05:52,28.392,N,86.493,W,0
8/5/2001,15:07:52,28.394,N,86.494,W,0
8/5/2001,15:09:52,28.396,N,86.495,W,0
8/5/2001,15:11:53,28.397,N,86.496,W,0
8/5/2001,15:13:53,28.399,N,86.497,W,0
8/5/2001,15:15:53,28.401,N,86.497,W,0
8/5/2001,15:17:53,28.403,N,86.498,W,0
8/5/2001,15:19:53,28.404,N,86.499,W,0
8/5/2001,15:21:53,28.406,N,86.499,W,0
8/5/2001,15:23:53,28.408,N,86.5,W,0
8/5/2001,15:25:52,28.41,N,86.501,W,0
8/5/2001,15:27:52,28.412,N,86.501,W,0
8/5/2001,15:29:52,28.413,N,86.502,W,0
8/5/2001,15:31:52,28.415,N,86.503,W,0
8/5/2001,15:33:52,28.417,N,86.503,W,0
8/5/2001,15:35:52,28.419,N,86.504,W,0
8/5/2001,15:37:52,28.421,N,86.504,W,0
8/5/2001,15:39:52,28.423,N,86.504,W,0
8/5/2001,15:41:53,28.424,N,86.505,W,0
8/5/2001,15:43:53,28.426,N,86.505,W,0
8/5/2001,15:45:53,28.428,N,86.506,W,0
8/5/2001,15:47:53,28.43,N,86.506,W,0
8/5/2001,15:49:53,28.432,N,86.506,W,0
8/5/2001,15:51:53,28.434,N,86.506,W,0
8/5/2001,15:53:53,28.436,N,86.506,W,0
8/5/2001,15:55:52,28.438,N,86.507,W,0
8/5/2001,15:57:52,28.44,N,86.507,W,0
8/5/2001,15:59:52,28.442,N,86.507,W,0
8/5/2001,16:01:52,28.444,N,86.507,W,0
8/5/2001,16:03:52,28.446,N,86.507,W,0
8/5/2001,16:05:52,28.449,N,86.507,W,0
8/5/2001,16:07:52,28.451,N,86.507,W,0
8/5/2001,16:09:52,28.453,N,86.507,W,0
8/5/2001,16:11:53,28.455,N,86.506,W,0
8/5/2001,16:13:53,28.458,N,86.506,W,0
8/5/2001,16:15:53,28.46,N,86.506,W,0
8/5/2001,16:17:53,28.462,N,86.506,W,0
8/5/2001,16:19:53,28.465,N,86.505,W,0
8/5/2001,16:21:53,28.467,N,86.505,W,0
8/5/2001,16:23:53,28.47,N,86.504,W,0
8/5/2001,16:25:52,28.472,N,86.504,W,0
8/5/2001,16:27:52,28.475,N,86.503,W,0
8/5/2001,16:29:52,28.477,N,86.503,W,0
8/5/2001,16:31:52,28.48,N,86.502,W,0
8/5/2001,16:33:52,28.483,N,86.502,W,0
8/5/2001,16:35:52,28.485,N,86.501,W,0
8/5/2001,16:37:52,28.488,N,86.5,W,0
8/5/2001,16:39:52,28.491,N,86.499,W,0
8/5/2001,16:41:53,28.494,N,86.498,W,0
8/5/2001,16:43:53,28.497,N,86.498,W,0
8/5/2001,16:45:53,28.5,N,86.497,W,0
8/5/2001,16:47:53,28.503,N,86.496,W,0
8/5/2001,16:49:53,28.506,N,86.495,W,0
8/5/2001,16:51:53,28.509,N,86.493,W,0
8/5/2001,16:53:53,28.512,N,86.492,W,0
8/5/2001,16:55:52,28.515,N,86.491,W,0
8/5/2001,16:57:52,28.519,N,86.49,W,0
8/5/2001,16:59:52,28.522,N,86.489,W,0
8/5/2001,17:01:52,28.525,N,86.487,W,0
8/5/2001,17:03:52,28.529,N,86.486,W,0
8/5/2001,17:05:52,28.532,N,86.485,W,0
8/5/2001,17:07:52,28.535,N,86.483,W,0
8/5/2001,17:09:52,28.539,N,86.482,W,0
8/5/2001,17:11:53,28.542,N,86.481,W,0
8/5/2001,17:13:53,28.546,N,86.479,W,0
8/5/2001,17:13:58,28.546,N,86.479,W,0
8/5/2001,17:15:58,28.548,N,86.477,W,0
8/5/2001,17:17:58,28.551,N,86.474,W,0
8/5/2001,17:19:58,28.553,N,86.472,W,0
8/5/2001,17:21:58,28.555,N,86.469,W,0
8/5/2001,17:23:58,28.558,N,86.467,W,0
8/5/2001,17:25:58,28.56,N,86.464,W,0
8/5/2001,17:27:59,28.563,N,86.462,W,0
8/5/2001,17:29:59,28.566,N,86.459,W,0
8/5/2001,17:31:59,28.568,N,86.457,W,0
8/5/2001,17:33:59,28.571,N,86.455,W,0
8/5/2001,17:35:59,28.574,N,86.452,W,0
8/5/2001,17:37:59,28.577,N,86.45,W,0
8/5/2001,17:39:59,28.58,N,86.447,W,0
8/5/2001,17:41:59,28.583,N,86.445,W,0
8/5/2001,17:43:58,28.586,N,86.443,W,0
8/5/2001,17:45:58,28.59,N,86.44,W,0
8/5/2001,17:47:58,28.593,N,86.438,W,0
8/5/2001,17:49:58,28.597,N,86.436,W,0
8/5/2001,17:51:58,28.6,N,86.434,W,0
8/5/2001,17:53:58,28.604,N,86.431,W,0
8/5/2001,17:55:58,28.608,N,86.429,W,0
8/5/2001,17:57:59,28.611,N,86.427,W,0
8/5/2001,17:59:59,28.615,N,86.425,W,0
8/5/2001,18:01:59,28.619,N,86.423,W,0
8/5/2001,18:03:59,28.624,N,86.421,W,0
8/5/2001,18:05:59,28.628,N,86.419,W,0
8/5/2001,18:07:59,28.632,N,86.417,W,0
8/5/2001,18:09:59,28.637,N,86.415,W,0
8/5/2001,18:11:59,28.641,N,86.413,W,0
8/5/2001,18:13:58,28.646,N,86.411,W,0
8/5/2001,18:15:58,28.65,N,86.409,W,0
8/5/2001,18:17:58,28.655,N,86.407,W,0
8/5/2001,18:19:58,28.66,N,86.406,W,0
8/5/2001,18:21:58,28.665,N,86.404,W,0
8/5/2001,18:23:58,28.67,N,86.402,W,0
8/5/2001,18:25:58,28.675,N,86.4,W,0
8/5/2001,18:27:59,28.68,N,86.398,W,0
8/5/2001,18:29:59,28.685,N,86.397,W,0
8/5/2001,18:31:59,28.69,N,86.395,W,0
8/5/2001,18:33:59,28.696,N,86.393,W,0
8/5/2001,18:35:59,28.701,N,86.392,W,0
8/5/2001,18:37:59,28.707,N,86.39,W,0
8/5/2001,18:39:59,28.712,N,86.389,W,0
8/5/2001,18:41:59,28.718,N,86.387,W,0
8/5/2001,18:43:58,28.723,N,86.385,W,0
8/5/2001,18:45:58,28.729,N,86.384,W,0
8/5/2001,18:47:58,28.735,N,86.382,W,0
8/5/2001,18:49:46,28.74,N,86.381,W,0
8/5/2001,18:51:45,28.745,N,86.379,W,0
8/5/2001,18:53:45,28.75,N,86.378,W,0
8/5/2001,18:55:45,28.756,N,86.376,W,0
8/5/2001,18:57:45,28.761,N,86.374,W,0
8/5/2001,18:59:45,28.767,N,86.373,W,0
8/5/2001,19:01:45,28.772,N,86.371,W,0
8/5/2001,19:03:45,28.778,N,86.369,W,0
8/5/2001,19:05:45,28.783,N,86.368,W,0
8/5/2001,19:07:46,28.789,N,86.366,W,0
8/5/2001,19:09:46,28.795,N,86.365,W,0
8/5/2001,19:11:46,28.801,N,86.363,W,0
8/5/2001,19:13:46,28.807,N,86.362,W,0
8/5/2001,19:15:46,28.813,N,86.361,W,0
8/5/2001,19:17:46,28.819,N,86.359,W,0
8/5/2001,19:19:46,28.825,N,86.358,W,0
8/5/2001,19:21:45,28.832,N,86.356,W,0
8/5/2001,19:23:45,28.838,N,86.355,W,0
8/5/2001,19:25:45,28.845,N,86.354,W,0
8/5/2001,19:27:45,28.851,N,86.353,W,0
8/5/2001,19:29:45,28.858,N,86.351,W,0
8/5/2001,19:31:45,28.865,N,86.35,W,0
8/5/2001,19:33:45,28.872,N,86.349,W,0
8/5/2001,19:35:45,28.879,N,86.348,W,0
8/5/2001,19:37:46,28.886,N,86.347,W,0
8/5/2001,19:39:46,28.893,N,86.346,W,0
8/5/2001,19:41:46,28.9,N,86.344,W,0
8/5/2001,19:43:46,28.907,N,86.343,W,0
8/5/2001,19:45:46,28.914,N,86.342,W,0
8/5/2001,19:47:46,28.922,N,86.341,W,0
8/5/2001,19:49:46,28.929,N,86.34,W,0
8/5/2001,19:51:45,28.937,N,86.339,W,0
8/5/2001,19:53:45,28.944,N,86.338,W,0
8/5/2001,19:55:45,28.952,N,86.337,W,0
8/5/2001,19:57:45,28.959,N,86.337,W,0
8/5/2001,19:59:45,28.967,N,86.336,W,0
8/5/2001,20:01:45,28.974,N,86.335,W,0
8/5/2001,20:03:45,28.982,N,86.334,W,0
8/5/2001,20:03:45,28.982,N,86.334,W,0
8/5/2001,20:05:45,28.988,N,86.333,W,0
8/5/2001,20:07:46,28.994,N,86.332,W,0
8/5/2001,20:09:46,29,N,86.331,W,0
8/5/2001,20:11:46,29.005,N,86.33,W,0
8/5/2001,20:13:46,29.011,N,86.329,W,0
8/5/2001,20:15:46,29.017,N,86.327,W,0
8/5/2001,20:17:46,29.022,N,86.326,W,0
8/5/2001,20:19:46,29.028,N,86.325,W,0
8/5/2001,20:21:45,29.033,N,86.324,W,0
8/5/2001,20:23:45,29.039,N,86.323,W,0
8/5/2001,20:25:45,29.044,N,86.322,W,0
8/5/2001,20:27:45,29.049,N,86.321,W,0
8/5/2001,20:29:45,29.054,N,86.321,W,0
8/5/2001,20:31:45,29.059,N,86.32,W,0
8/5/2001,20:33:45,29.065,N,86.319,W,0
8/5/2001,20:35:45,29.07,N,86.318,W,0
8/5/2001,20:37:46,29.074,N,86.317,W,0
8/5/2001,20:39:46,29.079,N,86.316,W,0
8/5/2001,20:41:46,29.084,N,86.315,W,0
8/5/2001,20:43:46,29.089,N,86.314,W,0
8/5/2001,20:45:46,29.093,N,86.314,W,0
8/5/2001,20:47:46,29.098,N,86.313,W,0
8/5/2001,20:49:46,29.102,N,86.312,W,0
8/5/2001,20:51:45,29.107,N,86.311,W,0
8/5/2001,20:53:45,29.111,N,86.31,W,0
8/5/2001,20:55:45,29.115,N,86.31,W,0
8/5/2001,20:57:45,29.12,N,86.309,W,0
8/5/2001,20:59:45,29.124,N,86.308,W,0
8/5/2001,21:01:45,29.128,N,86.308,W,0
8/5/2001,21:03:45,29.132,N,86.307,W,0
8/5/2001,21:05:45,29.136,N,86.306,W,0
8/5/2001,21:07:46,29.14,N,86.306,W,0
8/5/2001,21:09:46,29.144,N,86.305,W,0
8/5/2001,21:11:46,29.147,N,86.305,W,0
8/5/2001,21:13:46,29.151,N,86.304,W,0
8/5/2001,21:15:46,29.155,N,86.303,W,0
8/5/2001,21:17:46,29.159,N,86.303,W,0
8/5/2001,21:19:46,29.162,N,86.302,W,0
8/5/2001,21:21:45,29.166,N,86.302,W,0
8/5/2001,21:23:45,29.169,N,86.301,W,0
8/5/2001,21:25:45,29.173,N,86.301,W,0
8/5/2001,21:27:45,29.176,N,86.3,W,0
8/5/2001,21:29:45,29.18,N,86.3,W,0
8/5/2001,21:31:45,29.183,N,86.299,W,0
8/5/2001,21:33:45,29.187,N,86.299,W,0
8/5/2001,21:35:45,29.19,N,86.298,W,0
8/5/2001,21:37:46,29.193,N,86.298,W,0
8/5/2001,21:39:46,29.197,N,86.297,W,0
8/5/2001,21:41:46,29.2,N,86.297,W,0
8/5/2001,21:43:46,29.203,N,86.296,W,0
8/5/2001,21:45:46,29.207,N,86.296,W,0
8/5/2001,21:47:46,29.21,N,86.295,W,0
8/5/2001,21:49:46,29.213,N,86.295,W,0
8/5/2001,21:51:45,29.216,N,86.294,W,0
8/5/2001,21:53:45,29.22,N,86.294,W,0
8/5/2001,21:55:45,29.223,N,86.294,W,0
8/5/2001,21:57:45,29.226,N,86.293,W,0
8/5/2001,21:59:45,29.23,N,86.293,W,0
8/5/2001,22:01:45,29.233,N,86.292,W,0
8/5/2001,22:03:45,29.236,N,86.292,W,0
8/5/2001,22:05:45,29.24,N,86.291,W,0
8/5/2001,22:07:46,29.243,N,86.291,W,0
8/5/2001,22:09:46,29.246,N,86.291,W,0
8/5/2001,22:11:46,29.25,N,86.29,W,0
8/5/2001,22:13:46,29.253,N,86.29,W,0
8/5/2001,22:15:46,29.256,N,86.289,W,0
8/5/2001,22:17:46,29.26,N,86.289,W,0
8/5/2001,22:19:46,29.263,N,86.288,W,0
8/5/2001,22:21:45,29.267,N,86.288,W,0
8/5/2001,22:23:45,29.27,N,86.287,W,0
8/5/2001,22:25:45,29.274,N,86.287,W,0
8/5/2001,22:27:45,29.277,N,86.286,W,0
8/5/2001,22:29:45,29.281,N,86.286,W,0
8/5/2001,22:31:45,29.285,N,86.286,W,0
8/5/2001,22:33:45,29.288,N,86.285,W,0
8/5/2001,22:35:45,29.292,N,86.285,W,0
8/5/2001,22:37:46,29.296,N,86.284,W,0
8/5/2001,22:39:46,29.3,N,86.284,W,0
8/5/2001,22:41:46,29.304,N,86.283,W,0
8/5/2001,22:43:46,29.308,N,86.282,W,0
8/5/2001,22:45:46,29.312,N,86.282,W,0
8/5/2001,22:47:46,29.316,N,86.281,W,0
8/5/2001,22:49:46,29.32,N,86.281,W,0
8/5/2001,22:51:45,29.324,N,86.28,W,0
8/5/2001,22:53:45,29.328,N,86.28,W,0
8/5/2001,22:55:45,29.332,N,86.279,W,0
8/5/2001,22:57:45,29.337,N,86.279,W,0
8/5/2001,22:59:45,29.341,N,86.278,W,0
8/5/2001,23:01:45,29.345,N,86.277,W,0
8/5/2001,23:03:45,29.35,N,86.277,W,0
8/5/2001,23:05:45,29.354,N,86.276,W,0
8/5/2001,23:07:46,29.359,N,86.275,W,0
8/5/2001,23:09:46,29.363,N,86.275,W,0
8/5/2001,23:11:46,29.368,N,86.274,W,0
8/5/2001,23:13:46,29.372,N,86.274,W,0
8/5/2001,23:15:46,29.377,N,86.273,W,0
8/5/2001,23:17:46,29.382,N,86.272,W,0
8/5/2001,23:19:46,29.386,N,86.272,W,0
8/5/2001,23:21:45,29.391,N,86.271,W,0
8/5/2001,23:23:45,29.396,N,86.27,W,0
8/5/2001,23:25:45,29.401,N,86.27,W,0
8/5/2001,23:27:45,29.406,N,86.269,W,0
8/5/2001,23:29:45,29.411,N,86.268,W,0
8/5/2001,23:31:45,29.416,N,86.267,W,0
8/5/2001,23:33:45,29.42,N,86.267,W,0
8/5/2001,23:35:45,29.425,N,86.266,W,0
8/5/2001,23:37:46,29.43,N,86.265,W,0
8/5/2001,23:39:46,29.435,N,86.265,W,0
8/5/2001,23:41:46,29.441,N,86.264,W,0
8/5/2001,23:43:46,29.446,N,86.263,W,0
8/5/2001,23:45:46,29.451,N,86.262,W,0
8/5/2001,23:46:40,29.453,N,86.262,W,0
8/5/2001,23:48:40,29.458,N,86.261,W,0
8/5/2001,23:50:39,29.463,N,86.261,W,0
8/5/2001,23:52:39,29.468,N,86.26,W,0
8/5/2001,23:54:39,29.473,N,86.259,W,0
8/5/2001,23:56:39,29.478,N,86.258,W,0
8/5/2001,23:58:39,29.484,N,86.258,W,0
8/6/2001,0:00:39,29.489,N,86.257,W,0
8/6/2001,0:02:39,29.494,N,86.256,W,0
8/6/2001,0:04:39,29.499,N,86.255,W,0
8/6/2001,0:06:40,29.504,N,86.255,W,0
8/6/2001,0:08:40,29.51,N,86.254,W,0
8/6/2001,0:10:40,29.515,N,86.253,W,0
8/6/2001,0:12:40,29.52,N,86.252,W,0
8/6/2001,0:14:40,29.526,N,86.251,W,0
8/6/2001,0:16:40,29.531,N,86.251,W,0
8/6/2001,0:18:40,29.536,N,86.25,W,0
8/6/2001,0:20:39,29.542,N,86.249,W,0
8/6/2001,0:22:39,29.547,N,86.248,W,0
8/6/2001,0:24:39,29.553,N,86.247,W,0
8/6/2001,0:26:39,29.558,N,86.247,W,0
8/6/2001,0:28:39,29.564,N,86.246,W,0
8/6/2001,0:30:39,29.569,N,86.245,W,0
8/6/2001,0:32:39,29.575,N,86.244,W,0
8/6/2001,0:34:39,29.58,N,86.243,W,0
8/6/2001,0:35:42,29.583,N,86.243,W,0
8/6/2001,0:37:42,29.589,N,86.241,W,0
8/6/2001,0:39:42,29.594,N,86.239,W,0
8/6/2001,0:41:41,29.6,N,86.237,W,0
8/6/2001,0:43:41,29.606,N,86.234,W,0
8/6/2001,0:45:41,29.612,N,86.232,W,0
8/6/2001,0:47:41,29.618,N,86.229,W,0
8/6/2001,0:49:41,29.624,N,86.227,W,0
8/6/2001,0:51:41,29.63,N,86.224,W,0
8/6/2001,0:53:41,29.636,N,86.221,W,0
8/6/2001,0:55:42,29.642,N,86.219,W,0
8/6/2001,0:57:42,29.648,N,86.216,W,0
8/6/2001,0:59:42,29.654,N,86.213,W,0
8/6/2001,1:01:42,29.66,N,86.21,W,0
8/6/2001,1:03:42,29.666,N,86.208,W,0
8/6/2001,1:05:42,29.672,N,86.205,W,0
8/6/2001,1:07:42,29.678,N,86.203,W,0
8/6/2001,1:09:42,29.684,N,86.2,W,0
8/6/2001,1:11:41,29.69,N,86.198,W,0
8/6/2001,1:13:41,29.696,N,86.196,W,0
8/6/2001,1:15:41,29.702,N,86.194,W,0
8/6/2001,1:17:41,29.708,N,86.192,W,0
8/6/2001,1:19:41,29.714,N,86.191,W,0
8/6/2001,1:21:41,29.72,N,86.189,W,0
8/6/2001,1:23:41,29.726,N,86.188,W,0
8/6/2001,1:25:42,29.732,N,86.187,W,0
8/6/2001,1:27:42,29.737,N,86.187,W,0
8/6/2001,1:29:42,29.743,N,86.187,W,0
8/6/2001,1:31:42,29.749,N,86.187,W,0
8/6/2001,1:33:42,29.755,N,86.187,W,0
8/6/2001,1:35:42,29.76,N,86.188,W,0
8/6/2001,1:37:42,29.766,N,86.189,W,0
8/6/2001,1:39:42,29.771,N,86.19,W,0
8/6/2001,1:41:41,29.777,N,86.192,W,0
8/6/2001,1:43:41,29.782,N,86.194,W,0
8/6/2001,1:45:41,29.787,N,86.196,W,0
8/6/2001,1:47:41,29.792,N,86.199,W,0
8/6/2001,1:49:41,29.798,N,86.202,W,0
8/6/2001,1:51:41,29.803,N,86.205,W,0
8/6/2001,1:53:41,29.808,N,86.208,W,0
8/6/2001,1:54:05,29.809,N,86.209,W,0
8/6/2001,1:56:05,29.814,N,86.213,W,0
8/6/2001,1:58:05,29.819,N,86.218,W,0
8/6/2001,2:00:05,29.824,N,86.223,W,0
8/6/2001,2:02:06,29.829,N,86.227,W,0
8/6/2001,2:04:06,29.834,N,86.232,W,0
8/6/2001,2:06:06,29.839,N,86.237,W,0
8/6/2001,2:08:06,29.844,N,86.242,W,0
8/6/2001,2:10:06,29.849,N,86.247,W,0
8/6/2001,2:12:06,29.854,N,86.252,W,0
