Track,for,Barry,2001,,,
Date,Time,(UTC),Latitude,Longitude,,Category
MM/DD/Year,HH:MM:SS,(deg),(deg),,,
8/4/2001,16:01:18,27.054,N,87.585,W,0
8/4/2001,16:03:18,27.053,N,87.582,W,0
8/4/2001,16:05:17,27.053,N,87.579,W,0
8/4/2001,16:07:17,27.053,N,87.576,W,0
8/4/2001,16:09:17,27.053,N,87.572,W,0
8/4/2001,16:11:17,27.052,N,87.569,W,0
8/4/2001,16:13:17,27.052,N,87.566,W,0
8/4/2001,16:15:17,27.052,N,87.562,W,0
8/4/2001,16:17:17,27.052,N,87.559,W,0
8/4/2001,16:19:17,27.052,N,87.555,W,0
8/4/2001,16:21:18,27.052,N,87.552,W,0
8/4/2001,16:23:18,27.052,N,87.548,W,0
8/4/2001,16:25:18,27.052,N,87.545,W,0
8/4/2001,16:27:18,27.052,N,87.541,W,0
8/4/2001,16:29:18,27.052,N,87.538,W,0
8/4/2001,16:31:18,27.052,N,87.534,W,0
8/4/2001,16:33:18,27.052,N,87.53,W,0
8/4/2001,16:35:17,27.052,N,87.527,W,0
8/4/2001,16:37:17,27.053,N,87.523,W,0
8/4/2001,16:39:17,27.053,N,87.519,W,0
8/4/2001,16:41:17,27.053,N,87.515,W,0
8/4/2001,16:43:17,27.054,N,87.511,W,0
8/4/2001,16:45:17,27.054,N,87.508,W,0
8/4/2001,16:47:17,27.054,N,87.504,W,0
8/4/2001,16:49:17,27.055,N,87.5,W,0
8/4/2001,16:51:18,27.055,N,87.496,W,0
8/4/2001,16:53:18,27.056,N,87.492,W,0
8/4/2001,16:55:18,27.057,N,87.488,W,0
8/4/2001,16:57:18,27.057,N,87.484,W,0
8/4/2001,16:59:18,27.058,N,87.48,W,0
8/4/2001,17:01:18,27.059,N,87.476,W,0
8/4/2001,17:03:18,27.06,N,87.471,W,0
8/4/2001,17:05:17,27.061,N,87.467,W,0
8/4/2001,17:07:17,27.061,N,87.463,W,0
8/4/2001,17:09:17,27.062,N,87.459,W,0
8/4/2001,17:11:17,27.063,N,87.454,W,0
8/4/2001,17:13:17,27.064,N,87.45,W,0
8/4/2001,17:15:17,27.066,N,87.446,W,0
8/4/2001,17:17:17,27.067,N,87.441,W,0
8/4/2001,17:19:17,27.068,N,87.437,W,0
8/4/2001,17:21:18,27.069,N,87.432,W,0
8/4/2001,17:23:18,27.071,N,87.428,W,0
8/4/2001,17:25:18,27.072,N,87.423,W,0
8/4/2001,17:27:18,27.073,N,87.419,W,0
8/4/2001,17:29:18,27.075,N,87.414,W,0
8/4/2001,17:31:18,27.076,N,87.409,W,0
8/4/2001,17:33:18,27.078,N,87.404,W,0
8/4/2001,17:33:28,27.078,N,87.404,W,0
8/4/2001,17:35:29,27.078,N,87.4,W,0
8/4/2001,17:37:29,27.079,N,87.396,W,0
8/4/2001,17:39:29,27.079,N,87.392,W,0
8/4/2001,17:41:29,27.08,N,87.389,W,0
8/4/2001,17:43:29,27.08,N,87.385,W,0
8/4/2001,17:45:29,27.081,N,87.381,W,0
8/4/2001,17:47:29,27.081,N,87.377,W,0
8/4/2001,17:49:29,27.082,N,87.373,W,0
8/4/2001,17:51:28,27.082,N,87.369,W,0
8/4/2001,17:53:28,27.083,N,87.365,W,0
8/4/2001,17:55:28,27.083,N,87.361,W,0
8/4/2001,17:57:28,27.084,N,87.358,W,0
8/4/2001,17:59:28,27.084,N,87.354,W,0
8/4/2001,18:01:28,27.085,N,87.35,W,0
8/4/2001,18:03:28,27.086,N,87.346,W,0
8/4/2001,18:05:29,27.086,N,87.342,W,0
8/4/2001,18:07:29,27.087,N,87.338,W,0
8/4/2001,18:09:29,27.087,N,87.334,W,0
8/4/2001,18:11:29,27.088,N,87.331,W,0
8/4/2001,18:13:29,27.088,N,87.327,W,0
8/4/2001,18:15:29,27.089,N,87.323,W,0
8/4/2001,18:17:29,27.089,N,87.319,W,0
8/4/2001,18:19:29,27.09,N,87.315,W,0
8/4/2001,18:21:28,27.09,N,87.311,W,0
8/4/2001,18:23:28,27.091,N,87.308,W,0
8/4/2001,18:25:28,27.091,N,87.304,W,0
8/4/2001,18:27:28,27.092,N,87.3,W,0
8/4/2001,18:29:28,27.092,N,87.296,W,0
8/4/2001,18:31:28,27.093,N,87.292,W,0
8/4/2001,18:33:28,27.093,N,87.288,W,0
8/4/2001,18:35:29,27.094,N,87.285,W,0
8/4/2001,18:37:29,27.095,N,87.281,W,0
8/4/2001,18:39:29,27.095,N,87.277,W,0
8/4/2001,18:41:29,27.096,N,87.273,W,0
8/4/2001,18:43:29,27.096,N,87.269,W,0
8/4/2001,18:45:29,27.097,N,87.265,W,0
8/4/2001,18:47:29,27.097,N,87.262,W,0
8/4/2001,18:49:29,27.098,N,87.258,W,0
8/4/2001,18:51:28,27.098,N,87.254,W,0
8/4/2001,18:53:28,27.099,N,87.25,W,0
8/4/2001,18:55:28,27.1,N,87.246,W,0
8/4/2001,18:57:28,27.1,N,87.243,W,0
8/4/2001,18:59:28,27.101,N,87.239,W,0
8/4/2001,19:01:28,27.101,N,87.235,W,0
8/4/2001,19:03:28,27.102,N,87.231,W,0
8/4/2001,19:05:29,27.102,N,87.227,W,0
8/4/2001,19:07:29,27.103,N,87.223,W,0
8/4/2001,19:09:29,27.104,N,87.22,W,0
8/4/2001,19:11:29,27.104,N,87.216,W,0
8/4/2001,19:13:29,27.105,N,87.212,W,0
8/4/2001,19:15:29,27.105,N,87.208,W,0
8/4/2001,19:17:29,27.106,N,87.205,W,0
8/4/2001,19:19:29,27.107,N,87.201,W,0
8/4/2001,19:21:28,27.107,N,87.197,W,0
8/4/2001,19:23:28,27.108,N,87.193,W,0
8/4/2001,19:25:28,27.108,N,87.189,W,0
8/4/2001,19:27:28,27.109,N,87.186,W,0
8/4/2001,19:29:28,27.11,N,87.182,W,0
8/4/2001,19:31:28,27.11,N,87.178,W,0
8/4/2001,19:33:28,27.111,N,87.174,W,0
8/4/2001,19:35:29,27.111,N,87.171,W,0
8/4/2001,19:37:29,27.112,N,87.167,W,0
8/4/2001,19:39:29,27.113,N,87.163,W,0
8/4/2001,19:41:29,27.113,N,87.159,W,0
8/4/2001,19:43:29,27.114,N,87.155,W,0
8/4/2001,19:45:29,27.115,N,87.152,W,0
8/4/2001,19:47:29,27.115,N,87.148,W,0
8/4/2001,19:49:29,27.116,N,87.144,W,0
8/4/2001,19:51:28,27.117,N,87.14,W,0
8/4/2001,19:53:28,27.117,N,87.137,W,0
8/4/2001,19:55:28,27.118,N,87.133,W,0
8/4/2001,19:57:28,27.118,N,87.129,W,0
8/4/2001,19:59:28,27.119,N,87.125,W,0
8/4/2001,20:01:28,27.12,N,87.122,W,0
8/4/2001,20:03:28,27.12,N,87.118,W,0
8/4/2001,20:05:29,27.121,N,87.114,W,0
8/4/2001,20:07:29,27.122,N,87.111,W,0
8/4/2001,20:09:29,27.122,N,87.107,W,0
8/4/2001,20:11:29,27.123,N,87.103,W,0
8/4/2001,20:13:29,27.124,N,87.099,W,0
8/4/2001,20:15:29,27.125,N,87.096,W,0
8/4/2001,20:17:29,27.125,N,87.092,W,0
8/4/2001,20:19:29,27.126,N,87.088,W,0
8/4/2001,20:21:28,27.127,N,87.085,W,0
8/4/2001,20:23:28,27.127,N,87.081,W,0
8/4/2001,20:25:28,27.128,N,87.077,W,0
8/4/2001,20:27:28,27.129,N,87.073,W,0
8/4/2001,20:29:28,27.129,N,87.07,W,0
8/4/2001,20:31:28,27.13,N,87.066,W,0
8/4/2001,20:33:28,27.131,N,87.062,W,0
8/4/2001,20:35:29,27.132,N,87.059,W,0
8/4/2001,20:37:29,27.132,N,87.055,W,0
8/4/2001,20:39:29,27.133,N,87.051,W,0
8/4/2001,20:41:29,27.134,N,87.048,W,0
8/4/2001,20:43:29,27.135,N,87.044,W,0
8/4/2001,20:45:29,27.135,N,87.04,W,0
8/4/2001,20:47:29,27.136,N,87.037,W,0
8/4/2001,20:49:29,27.137,N,87.033,W,0
8/4/2001,20:51:28,27.138,N,87.029,W,0
8/4/2001,20:53:28,27.138,N,87.026,W,0
8/4/2001,20:55:28,27.139,N,87.022,W,0
8/4/2001,20:57:28,27.14,N,87.018,W,0
8/4/2001,20:59:28,27.141,N,87.015,W,0
8/4/2001,21:01:28,27.141,N,87.011,W,0
8/4/2001,21:03:28,27.142,N,87.007,W,0
8/4/2001,21:05:29,27.143,N,87.004,W,0
8/4/2001,21:07:29,27.144,N,87,W,0
8/4/2001,21:09:29,27.145,N,86.996,W,0
8/4/2001,21:11:29,27.145,N,86.993,W,0
8/4/2001,21:13:29,27.146,N,86.989,W,0
8/4/2001,21:15:29,27.147,N,86.986,W,0
8/4/2001,21:17:29,27.148,N,86.982,W,0
8/4/2001,21:19:29,27.149,N,86.978,W,0
8/4/2001,21:21:28,27.149,N,86.975,W,0
8/4/2001,21:23:28,27.15,N,86.971,W,0
8/4/2001,21:25:28,27.151,N,86.967,W,0
8/4/2001,21:27:28,27.152,N,86.964,W,0
8/4/2001,21:29:28,27.153,N,86.96,W,0
8/4/2001,21:31:28,27.154,N,86.957,W,0
8/4/2001,21:33:28,27.154,N,86.953,W,0
8/4/2001,21:35:29,27.155,N,86.949,W,0
8/4/2001,21:37:29,27.156,N,86.946,W,0
8/4/2001,21:39:29,27.157,N,86.942,W,0
8/4/2001,21:41:29,27.158,N,86.939,W,0
8/4/2001,21:43:29,27.159,N,86.935,W,0
8/4/2001,21:45:29,27.16,N,86.932,W,0
8/4/2001,21:47:29,27.16,N,86.928,W,0
8/4/2001,21:49:29,27.161,N,86.924,W,0
8/4/2001,21:51:28,27.162,N,86.921,W,0
8/4/2001,21:53:28,27.163,N,86.917,W,0
8/4/2001,21:55:28,27.164,N,86.914,W,0
8/4/2001,21:57:28,27.165,N,86.91,W,0
8/4/2001,21:59:28,27.166,N,86.907,W,0
8/4/2001,22:01:28,27.167,N,86.903,W,0
8/4/2001,22:03:28,27.168,N,86.9,W,0
8/4/2001,22:05:29,27.169,N,86.896,W,0
8/4/2001,22:07:29,27.169,N,86.893,W,0
8/4/2001,22:09:29,27.17,N,86.889,W,0
8/4/2001,22:11:29,27.171,N,86.886,W,0
8/4/2001,22:13:29,27.172,N,86.882,W,0
8/4/2001,22:15:29,27.173,N,86.878,W,0
8/4/2001,22:17:29,27.174,N,86.875,W,0
8/4/2001,22:19:29,27.175,N,86.871,W,0
8/4/2001,22:21:28,27.176,N,86.868,W,0
8/4/2001,22:23:28,27.177,N,86.864,W,0
8/4/2001,22:25:28,27.178,N,86.861,W,0
8/4/2001,22:27:28,27.179,N,86.858,W,0
8/4/2001,22:29:28,27.18,N,86.854,W,0
8/4/2001,22:31:28,27.181,N,86.851,W,0
8/4/2001,22:33:28,27.182,N,86.847,W,0
8/4/2001,22:35:29,27.183,N,86.844,W,0
8/4/2001,22:37:29,27.184,N,86.84,W,0
8/4/2001,22:39:29,27.185,N,86.837,W,0
8/4/2001,22:41:29,27.186,N,86.833,W,0
8/4/2001,22:43:29,27.187,N,86.83,W,0
8/4/2001,22:45:29,27.188,N,86.826,W,0
8/4/2001,22:47:29,27.189,N,86.823,W,0
8/4/2001,22:49:29,27.19,N,86.819,W,0
8/4/2001,22:51:28,27.191,N,86.816,W,0
8/4/2001,22:53:28,27.192,N,86.813,W,0
8/4/2001,22:55:28,27.193,N,86.809,W,0
8/4/2001,22:57:28,27.194,N,86.806,W,0
8/4/2001,22:59:28,27.196,N,86.802,W,0
8/4/2001,23:01:28,27.197,N,86.799,W,0
8/4/2001,23:03:28,27.198,N,86.796,W,0
8/4/2001,23:05:29,27.199,N,86.792,W,0
8/4/2001,23:07:29,27.2,N,86.789,W,0
8/4/2001,23:09:29,27.201,N,86.785,W,0
8/4/2001,23:11:29,27.202,N,86.782,W,0
8/4/2001,23:13:29,27.203,N,86.779,W,0
8/4/2001,23:15:29,27.204,N,86.775,W,0
8/4/2001,23:17:29,27.205,N,86.772,W,0
8/4/2001,23:19:29,27.207,N,86.768,W,0
8/4/2001,23:21:28,27.208,N,86.765,W,0
8/4/2001,23:23:28,27.209,N,86.762,W,0
8/4/2001,23:25:28,27.21,N,86.758,W,0
8/4/2001,23:27:28,27.211,N,86.755,W,0
8/4/2001,23:29:28,27.212,N,86.752,W,0
8/4/2001,23:31:28,27.213,N,86.748,W,0
8/4/2001,23:33:28,27.215,N,86.745,W,0
8/4/2001,23:35:29,27.216,N,86.742,W,0
8/4/2001,23:37:29,27.217,N,86.738,W,0
8/4/2001,23:39:29,27.218,N,86.735,W,0
8/4/2001,23:41:29,27.219,N,86.732,W,0
8/4/2001,23:43:29,27.221,N,86.728,W,0
8/4/2001,23:45:29,27.222,N,86.725,W,0
8/4/2001,23:47:29,27.223,N,86.722,W,0
8/4/2001,23:49:29,27.224,N,86.719,W,0
8/4/2001,23:51:28,27.225,N,86.715,W,0
8/4/2001,23:53:28,27.227,N,86.712,W,0
8/4/2001,23:55:28,27.228,N,86.709,W,0
8/4/2001,23:57:28,27.229,N,86.705,W,0
8/4/2001,23:59:28,27.23,N,86.702,W,0
8/5/2001,0:01:28,27.232,N,86.699,W,0
8/5/2001,0:03:28,27.233,N,86.696,W,0
8/5/2001,0:05:29,27.234,N,86.693,W,0
8/5/2001,0:07:29,27.235,N,86.689,W,0
8/5/2001,0:09:29,27.237,N,86.686,W,0
8/5/2001,0:11:29,27.238,N,86.683,W,0
8/5/2001,0:13:29,27.239,N,86.68,W,0
8/5/2001,0:15:29,27.241,N,86.676,W,0
8/5/2001,0:17:29,27.242,N,86.673,W,0
8/5/2001,0:19:29,27.243,N,86.67,W,0
8/5/2001,0:21:28,27.245,N,86.667,W,0
8/5/2001,0:23:28,27.246,N,86.664,W,0
8/5/2001,0:25:28,27.247,N,86.661,W,0
8/5/2001,0:27:28,27.249,N,86.657,W,0
8/5/2001,0:29:28,27.25,N,86.654,W,0
8/5/2001,0:31:28,27.251,N,86.651,W,0
8/5/2001,0:33:28,27.253,N,86.648,W,0
8/5/2001,0:35:29,27.254,N,86.645,W,0
8/5/2001,0:37:29,27.255,N,86.642,W,0
8/5/2001,0:39:29,27.257,N,86.639,W,0
8/5/2001,0:41:29,27.258,N,86.636,W,0
8/5/2001,0:43:29,27.259,N,86.632,W,0
8/5/2001,0:45:29,27.261,N,86.629,W,0
8/5/2001,0:47:29,27.262,N,86.626,W,0
8/5/2001,0:49:29,27.264,N,86.623,W,0
8/5/2001,0:51:28,27.265,N,86.62,W,0
8/5/2001,0:53:28,27.266,N,86.617,W,0
8/5/2001,0:55:28,27.268,N,86.614,W,0
8/5/2001,0:57:28,27.269,N,86.611,W,0
8/5/2001,0:59:28,27.271,N,86.608,W,0
8/5/2001,1:01:28,27.272,N,86.605,W,0
8/5/2001,1:03:28,27.274,N,86.602,W,0
8/5/2001,1:05:29,27.275,N,86.599,W,0
8/5/2001,1:07:29,27.277,N,86.596,W,0
8/5/2001,1:09:29,27.278,N,86.593,W,0
8/5/2001,1:11:29,27.28,N,86.59,W,0
8/5/2001,1:13:29,27.281,N,86.587,W,0
8/5/2001,1:15:29,27.283,N,86.584,W,0
8/5/2001,1:17:29,27.284,N,86.581,W,0
8/5/2001,1:19:29,27.286,N,86.578,W,0
8/5/2001,1:21:28,27.287,N,86.575,W,0
8/5/2001,1:23:28,27.289,N,86.572,W,0
8/5/2001,1:25:28,27.29,N,86.569,W,0
8/5/2001,1:27:28,27.292,N,86.566,W,0
8/5/2001,1:29:28,27.293,N,86.564,W,0
8/5/2001,1:31:28,27.295,N,86.561,W,0
8/5/2001,1:33:28,27.296,N,86.558,W,0
8/5/2001,1:35:29,27.298,N,86.555,W,0
8/5/2001,1:37:29,27.299,N,86.552,W,0
8/5/2001,1:39:29,27.301,N,86.549,W,0
8/5/2001,1:41:29,27.303,N,86.546,W,0
8/5/2001,1:43:29,27.304,N,86.544,W,0
8/5/2001,1:45:29,27.306,N,86.541,W,0
8/5/2001,1:47:29,27.307,N,86.538,W,0
8/5/2001,1:49:29,27.309,N,86.535,W,0
8/5/2001,1:51:28,27.311,N,86.532,W,0
8/5/2001,1:53:28,27.312,N,86.53,W,0
8/5/2001,1:55:28,27.314,N,86.527,W,0
8/5/2001,1:57:28,27.315,N,86.524,W,0
8/5/2001,1:59:28,27.317,N,86.521,W,0
8/5/2001,2:01:28,27.319,N,86.519,W,0
8/5/2001,2:03:28,27.32,N,86.516,W,0
8/5/2001,2:05:29,27.322,N,86.513,W,0
8/5/2001,2:07:29,27.324,N,86.511,W,0
8/5/2001,2:09:29,27.325,N,86.508,W,0
8/5/2001,2:11:29,27.327,N,86.505,W,0
8/5/2001,2:13:29,27.329,N,86.503,W,0
8/5/2001,2:15:29,27.33,N,86.5,W,0
8/5/2001,2:17:29,27.332,N,86.497,W,0
8/5/2001,2:19:29,27.334,N,86.495,W,0
8/5/2001,2:21:28,27.336,N,86.492,W,0
8/5/2001,2:23:28,27.337,N,86.489,W,0
8/5/2001,2:25:28,27.339,N,86.487,W,0
8/5/2001,2:27:28,27.341,N,86.484,W,0
8/5/2001,2:29:28,27.342,N,86.482,W,0
8/5/2001,2:31:28,27.344,N,86.479,W,0
8/5/2001,2:33:28,27.346,N,86.477,W,0
8/5/2001,2:35:29,27.348,N,86.474,W,0
8/5/2001,2:37:29,27.349,N,86.471,W,0
8/5/2001,2:39:29,27.351,N,86.469,W,0
8/5/2001,2:41:29,27.353,N,86.466,W,0
8/5/2001,2:43:29,27.355,N,86.464,W,0
8/5/2001,2:45:29,27.357,N,86.461,W,0
8/5/2001,2:47:29,27.358,N,86.459,W,0
8/5/2001,2:49:29,27.36,N,86.457,W,0
8/5/2001,2:51:28,27.362,N,86.454,W,0
8/5/2001,2:53:28,27.364,N,86.452,W,0
8/5/2001,2:55:28,27.366,N,86.449,W,0
8/5/2001,2:57:28,27.368,N,86.447,W,0
8/5/2001,2:59:28,27.369,N,86.445,W,0
8/5/2001,3:01:28,27.371,N,86.442,W,0
8/5/2001,3:03:28,27.373,N,86.44,W,0
8/5/2001,3:05:29,27.375,N,86.437,W,0
8/5/2001,3:07:29,27.377,N,86.435,W,0
8/5/2001,3:09:29,27.379,N,86.433,W,0
8/5/2001,3:11:29,27.381,N,86.43,W,0
8/5/2001,3:13:29,27.383,N,86.428,W,0
8/5/2001,3:15:29,27.384,N,86.426,W,0
8/5/2001,3:17:29,27.386,N,86.424,W,0
8/5/2001,3:19:29,27.388,N,86.421,W,0
8/5/2001,3:21:28,27.39,N,86.419,W,0
8/5/2001,3:23:28,27.392,N,86.417,W,0
8/5/2001,3:25:28,27.394,N,86.415,W,0
8/5/2001,3:27:28,27.396,N,86.412,W,0
8/5/2001,3:29:28,27.398,N,86.41,W,0
8/5/2001,3:31:28,27.4,N,86.408,W,0
8/5/2001,3:33:28,27.402,N,86.406,W,0
8/5/2001,3:35:29,27.404,N,86.404,W,0
8/5/2001,3:37:29,27.406,N,86.402,W,0
8/5/2001,3:39:29,27.408,N,86.4,W,0
8/5/2001,3:41:29,27.41,N,86.397,W,0
8/5/2001,3:43:29,27.412,N,86.395,W,0
8/5/2001,3:45:29,27.414,N,86.393,W,0
8/5/2001,3:47:29,27.416,N,86.391,W,0
8/5/2001,3:49:29,27.418,N,86.389,W,0
8/5/2001,3:51:28,27.42,N,86.387,W,0
8/5/2001,3:53:28,27.422,N,86.385,W,0
8/5/2001,3:55:28,27.424,N,86.383,W,0
8/5/2001,3:57:28,27.426,N,86.381,W,0
8/5/2001,3:59:28,27.428,N,86.379,W,0
8/5/2001,4:01:28,27.43,N,86.377,W,0
8/5/2001,4:03:28,27.432,N,86.375,W,0
8/5/2001,4:05:29,27.434,N,86.373,W,0
8/5/2001,4:07:29,27.436,N,86.371,W,0
8/5/2001,4:09:29,27.439,N,86.37,W,0
8/5/2001,4:11:29,27.441,N,86.368,W,0
8/5/2001,4:13:29,27.443,N,86.366,W,0
8/5/2001,4:15:29,27.445,N,86.364,W,0
8/5/2001,4:17:29,27.447,N,86.362,W,0
8/5/2001,4:19:29,27.449,N,86.36,W,0
8/5/2001,4:21:28,27.451,N,86.358,W,0
8/5/2001,4:23:28,27.453,N,86.357,W,0
8/5/2001,4:25:28,27.456,N,86.355,W,0
8/5/2001,4:27:28,27.458,N,86.353,W,0
8/5/2001,4:29:28,27.46,N,86.351,W,0
8/5/2001,4:31:28,27.462,N,86.35,W,0
8/5/2001,4:33:28,27.464,N,86.348,W,0
8/5/2001,4:35:29,27.466,N,86.346,W,0
8/5/2001,4:37:29,27.469,N,86.345,W,0
8/5/2001,4:39:29,27.471,N,86.343,W,0
8/5/2001,4:41:29,27.473,N,86.341,W,0
8/5/2001,4:43:29,27.475,N,86.34,W,0
8/5/2001,4:45:29,27.478,N,86.338,W,0
8/5/2001,4:47:29,27.48,N,86.337,W,0
8/5/2001,4:49:29,27.482,N,86.335,W,0
8/5/2001,4:51:28,27.484,N,86.333,W,0
8/5/2001,4:53:28,27.487,N,86.332,W,0
8/5/2001,4:55:28,27.489,N,86.33,W,0
8/5/2001,4:57:28,27.491,N,86.329,W,0
8/5/2001,4:59:28,27.493,N,86.327,W,0
8/5/2001,5:01:28,27.496,N,86.326,W,0
8/5/2001,5:03:28,27.498,N,86.324,W,0
8/5/2001,5:05:29,27.5,N,86.323,W,0
8/5/2001,5:07:29,27.503,N,86.322,W,0
8/5/2001,5:09:29,27.505,N,86.32,W,0
8/5/2001,5:11:29,27.507,N,86.319,W,0
8/5/2001,5:13:29,27.51,N,86.317,W,0
8/5/2001,5:15:29,27.512,N,86.316,W,0
8/5/2001,5:17:29,27.514,N,86.315,W,0
8/5/2001,5:19:29,27.517,N,86.313,W,0
8/5/2001,5:21:28,27.519,N,86.312,W,0
8/5/2001,5:23:28,27.521,N,86.311,W,0
8/5/2001,5:25:28,27.524,N,86.31,W,0
8/5/2001,5:27:28,27.526,N,86.308,W,0
8/5/2001,5:29:28,27.529,N,86.307,W,0
8/5/2001,5:31:28,27.531,N,86.306,W,0
8/5/2001,5:33:28,27.534,N,86.305,W,0
8/5/2001,5:35:29,27.536,N,86.303,W,0
8/5/2001,5:37:29,27.538,N,86.302,W,0
8/5/2001,5:39:29,27.541,N,86.301,W,0
8/5/2001,5:41:29,27.543,N,86.3,W,0
8/5/2001,5:43:29,27.546,N,86.299,W,0
8/5/2001,5:45:29,27.548,N,86.298,W,0
8/5/2001,5:47:29,27.551,N,86.297,W,0
8/5/2001,5:49:29,27.553,N,86.296,W,0
8/5/2001,5:51:28,27.556,N,86.295,W,0
8/5/2001,5:53:28,27.558,N,86.294,W,0
8/5/2001,5:55:28,27.561,N,86.293,W,0
8/5/2001,5:57:28,27.563,N,86.292,W,0
8/5/2001,5:59:28,27.566,N,86.291,W,0
8/5/2001,6:01:28,27.568,N,86.29,W,0
8/5/2001,6:03:28,27.571,N,86.289,W,0
8/5/2001,6:05:29,27.573,N,86.288,W,0
8/5/2001,6:07:29,27.576,N,86.287,W,0
8/5/2001,6:09:29,27.578,N,86.286,W,0
8/5/2001,6:11:29,27.581,N,86.286,W,0
8/5/2001,6:13:29,27.584,N,86.285,W,0
8/5/2001,6:15:29,27.586,N,86.284,W,0
8/5/2001,6:17:29,27.589,N,86.283,W,0
8/5/2001,6:19:29,27.591,N,86.282,W,0
8/5/2001,6:21:28,27.594,N,86.282,W,0
8/5/2001,6:23:28,27.597,N,86.281,W,0
8/5/2001,6:25:28,27.599,N,86.28,W,0
8/5/2001,6:27:28,27.602,N,86.28,W,0
8/5/2001,6:29:28,27.604,N,86.279,W,0
8/5/2001,6:31:28,27.607,N,86.278,W,0
8/5/2001,6:33:28,27.61,N,86.278,W,0
8/5/2001,6:35:29,27.612,N,86.277,W,0
8/5/2001,6:37:29,27.615,N,86.277,W,0
8/5/2001,6:39:29,27.618,N,86.276,W,0
8/5/2001,6:41:29,27.621,N,86.275,W,0
8/5/2001,6:43:29,27.623,N,86.275,W,0
8/5/2001,6:45:29,27.626,N,86.274,W,0
8/5/2001,6:47:29,27.629,N,86.274,W,0
8/5/2001,6:49:29,27.631,N,86.273,W,0
8/5/2001,6:51:28,27.634,N,86.273,W,0
8/5/2001,6:53:28,27.637,N,86.273,W,0
8/5/2001,6:55:28,27.64,N,86.272,W,0
8/5/2001,6:57:28,27.642,N,86.272,W,0
8/5/2001,6:59:28,27.645,N,86.271,W,0
8/5/2001,7:01:28,27.648,N,86.271,W,0
8/5/2001,7:03:28,27.651,N,86.271,W,0
8/5/2001,7:05:29,27.653,N,86.27,W,0
8/5/2001,7:07:29,27.656,N,86.27,W,0
8/5/2001,7:09:29,27.659,N,86.27,W,0
8/5/2001,7:11:29,27.662,N,86.27,W,0
8/5/2001,7:13:29,27.665,N,86.269,W,0
8/5/2001,7:15:29,27.667,N,86.269,W,0
8/5/2001,7:17:29,27.67,N,86.269,W,0
8/5/2001,7:19:29,27.673,N,86.269,W,0
8/5/2001,7:21:28,27.676,N,86.269,W,0
8/5/2001,7:23:28,27.679,N,86.268,W,0
8/5/2001,7:25:28,27.682,N,86.268,W,0
8/5/2001,7:27:28,27.684,N,86.268,W,0
8/5/2001,7:29:28,27.687,N,86.268,W,0
8/5/2001,7:31:28,27.69,N,86.268,W,0
8/5/2001,7:33:28,27.693,N,86.268,W,0
8/5/2001,7:35:29,27.696,N,86.268,W,0
8/5/2001,7:37:29,27.699,N,86.268,W,0
8/5/2001,7:39:29,27.702,N,86.268,W,0
8/5/2001,7:41:29,27.705,N,86.268,W,0
8/5/2001,7:43:29,27.708,N,86.268,W,0
8/5/2001,7:45:29,27.71,N,86.268,W,0
8/5/2001,7:47:29,27.713,N,86.268,W,0
8/5/2001,7:49:29,27.716,N,86.268,W,0
8/5/2001,7:51:28,27.719,N,86.268,W,0
8/5/2001,7:53:28,27.722,N,86.268,W,0
8/5/2001,7:55:28,27.725,N,86.268,W,0
8/5/2001,7:57:28,27.728,N,86.268,W,0
8/5/2001,7:59:28,27.731,N,86.269,W,0
8/5/2001,8:01:28,27.734,N,86.269,W,0
8/5/2001,8:03:28,27.737,N,86.269,W,0
8/5/2001,8:05:29,27.74,N,86.269,W,0
8/5/2001,8:07:29,27.743,N,86.269,W,0
8/5/2001,8:09:29,27.746,N,86.269,W,0
8/5/2001,8:11:29,27.749,N,86.27,W,0
8/5/2001,8:13:29,27.752,N,86.27,W,0
8/5/2001,8:15:29,27.755,N,86.27,W,0
8/5/2001,8:17:29,27.758,N,86.27,W,0
8/5/2001,8:19:29,27.761,N,86.271,W,0
8/5/2001,8:21:28,27.764,N,86.271,W,0
8/5/2001,8:23:28,27.767,N,86.271,W,0
8/5/2001,8:25:28,27.77,N,86.272,W,0
8/5/2001,8:27:28,27.773,N,86.272,W,0
8/5/2001,8:29:28,27.776,N,86.272,W,0
8/5/2001,8:31:28,27.779,N,86.273,W,0
8/5/2001,8:33:28,27.782,N,86.273,W,0
8/5/2001,8:35:29,27.785,N,86.274,W,0
8/5/2001,8:37:29,27.788,N,86.274,W,0
8/5/2001,8:39:29,27.792,N,86.274,W,0
8/5/2001,8:41:29,27.795,N,86.275,W,0
8/5/2001,8:43:29,27.798,N,86.275,W,0
8/5/2001,8:45:29,27.801,N,86.276,W,0
8/5/2001,8:47:29,27.804,N,86.276,W,0
8/5/2001,8:49:29,27.807,N,86.277,W,0
8/5/2001,8:51:28,27.81,N,86.277,W,0
8/5/2001,8:53:28,27.813,N,86.278,W,0
8/5/2001,8:55:28,27.816,N,86.278,W,0
8/5/2001,8:57:28,27.82,N,86.279,W,0
8/5/2001,8:59:28,27.823,N,86.28,W,0
8/5/2001,9:01:28,27.826,N,86.28,W,0
8/5/2001,9:03:28,27.829,N,86.281,W,0
8/5/2001,9:05:29,27.832,N,86.281,W,0
8/5/2001,9:07:29,27.835,N,86.282,W,0
8/5/2001,9:09:29,27.838,N,86.283,W,0
