Track,for,Rafael,2012,,
Date,Time,(UTC),Latitude,Longitude,
MM/DD/Year,HH:MM:SS,(deg),(deg),,
10/15/2012,0:56:00,21.192,N,64.729,W
10/15/2012,0:58:00,21.193,N,64.728,W
10/15/2012,1:00:00,21.194,N,64.727,W
10/15/2012,1:01:59,21.196,N,64.727,W
10/15/2012,1:03:59,21.197,N,64.726,W
10/15/2012,1:05:59,21.198,N,64.725,W
10/15/2012,1:08:00,21.199,N,64.725,W
10/15/2012,1:10:00,21.2,N,64.724,W
10/15/2012,1:12:00,21.201,N,64.723,W
10/15/2012,1:14:00,21.202,N,64.723,W
10/15/2012,1:15:59,21.203,N,64.722,W
10/15/2012,1:17:59,21.204,N,64.721,W
10/15/2012,1:19:59,21.206,N,64.721,W
10/15/2012,1:21:59,21.207,N,64.72,W
10/15/2012,1:24:00,21.208,N,64.719,W
10/15/2012,1:24:29,21.208,N,64.719,W
10/15/2012,1:26:29,21.209,N,64.718,W
10/15/2012,1:28:29,21.21,N,64.718,W
10/15/2012,1:30:30,21.211,N,64.717,W
10/15/2012,1:32:30,21.213,N,64.717,W
10/15/2012,1:34:30,21.214,N,64.716,W
10/15/2012,1:36:30,21.215,N,64.715,W
10/15/2012,1:38:29,21.216,N,64.715,W
10/15/2012,1:40:29,21.217,N,64.714,W
10/15/2012,1:42:29,21.219,N,64.714,W
10/15/2012,1:44:29,21.22,N,64.713,W
10/15/2012,1:46:30,21.221,N,64.713,W
10/15/2012,1:48:30,21.222,N,64.712,W
10/15/2012,1:50:30,21.224,N,64.712,W
10/15/2012,1:52:30,21.225,N,64.711,W
10/15/2012,1:54:29,21.226,N,64.711,W
10/15/2012,1:56:29,21.228,N,64.71,W
10/15/2012,1:58:29,21.229,N,64.71,W
10/15/2012,2:00:30,21.23,N,64.709,W
10/15/2012,2:02:30,21.232,N,64.709,W
10/15/2012,2:04:30,21.233,N,64.709,W
10/15/2012,2:06:30,21.234,N,64.708,W
10/15/2012,2:08:29,21.236,N,64.708,W
10/15/2012,2:10:29,21.237,N,64.708,W
10/15/2012,2:12:29,21.239,N,64.707,W
10/15/2012,2:14:29,21.24,N,64.707,W
10/15/2012,2:16:30,21.242,N,64.707,W
10/15/2012,2:18:30,21.243,N,64.706,W
10/15/2012,2:20:30,21.245,N,64.706,W
10/15/2012,2:22:30,21.246,N,64.706,W
10/15/2012,2:24:29,21.248,N,64.706,W
10/15/2012,2:26:29,21.249,N,64.706,W
10/15/2012,2:28:29,21.251,N,64.706,W
10/15/2012,2:30:30,21.252,N,64.706,W
10/15/2012,2:32:30,21.254,N,64.705,W
10/15/2012,2:34:30,21.256,N,64.705,W
10/15/2012,2:36:30,21.257,N,64.705,W
10/15/2012,2:38:29,21.259,N,64.705,W
10/15/2012,2:40:29,21.261,N,64.705,W
10/15/2012,2:42:29,21.263,N,64.705,W
10/15/2012,2:44:29,21.264,N,64.706,W
10/15/2012,2:46:30,21.266,N,64.706,W
10/15/2012,2:48:30,21.268,N,64.706,W
10/15/2012,2:50:30,21.27,N,64.706,W
10/15/2012,2:52:30,21.272,N,64.706,W
10/15/2012,2:54:29,21.274,N,64.706,W
10/15/2012,2:56:29,21.276,N,64.707,W
10/15/2012,2:58:29,21.278,N,64.707,W
10/15/2012,3:00:30,21.28,N,64.707,W
10/15/2012,3:02:30,21.282,N,64.708,W
10/15/2012,3:04:30,21.284,N,64.708,W
10/15/2012,3:06:30,21.286,N,64.708,W
10/15/2012,3:08:29,21.288,N,64.709,W
10/15/2012,3:10:29,21.29,N,64.709,W
10/15/2012,3:12:29,21.292,N,64.71,W
10/15/2012,3:14:29,21.294,N,64.71,W
10/15/2012,3:16:30,21.297,N,64.711,W
10/15/2012,3:18:30,21.299,N,64.712,W
10/15/2012,3:20:30,21.301,N,64.712,W
10/15/2012,3:22:30,21.303,N,64.713,W
10/15/2012,3:24:29,21.306,N,64.714,W
10/15/2012,3:26:29,21.308,N,64.714,W
10/15/2012,3:28:29,21.311,N,64.715,W
10/15/2012,3:30:30,21.313,N,64.716,W
10/15/2012,3:32:30,21.316,N,64.717,W
10/15/2012,3:34:30,21.318,N,64.718,W
10/15/2012,3:36:30,21.321,N,64.719,W
10/15/2012,3:38:29,21.323,N,64.72,W
10/15/2012,3:40:29,21.326,N,64.721,W
10/15/2012,3:42:29,21.329,N,64.722,W
10/15/2012,3:44:29,21.331,N,64.723,W
10/15/2012,3:46:30,21.334,N,64.724,W
10/15/2012,3:48:30,21.337,N,64.726,W
10/15/2012,3:50:30,21.34,N,64.727,W
10/15/2012,3:52:30,21.343,N,64.728,W
10/15/2012,3:54:29,21.346,N,64.73,W
10/15/2012,3:56:29,21.349,N,64.731,W
10/15/2012,3:58:29,21.352,N,64.732,W
10/15/2012,4:00:30,21.355,N,64.734,W
10/15/2012,4:02:30,21.358,N,64.735,W
10/15/2012,4:04:30,21.361,N,64.737,W
10/15/2012,4:06:30,21.364,N,64.739,W
10/15/2012,4:08:29,21.367,N,64.74,W
10/15/2012,4:10:29,21.37,N,64.742,W
10/15/2012,4:12:29,21.374,N,64.744,W
10/15/2012,4:14:29,21.377,N,64.746,W
10/15/2012,4:16:30,21.38,N,64.748,W
10/15/2012,4:18:30,21.384,N,64.75,W
10/15/2012,4:20:30,21.387,N,64.752,W
10/15/2012,4:22:30,21.391,N,64.754,W
10/15/2012,4:24:29,21.394,N,64.756,W
10/15/2012,4:26:29,21.398,N,64.758,W
10/15/2012,4:28:29,21.402,N,64.76,W
10/15/2012,4:30:30,21.405,N,64.762,W
10/15/2012,4:32:30,21.409,N,64.765,W
10/15/2012,4:34:30,21.413,N,64.767,W
10/15/2012,4:36:30,21.417,N,64.769,W
10/15/2012,4:38:29,21.421,N,64.772,W
10/15/2012,4:40:29,21.425,N,64.774,W
10/15/2012,4:42:29,21.429,N,64.777,W
10/15/2012,4:44:29,21.433,N,64.78,W
10/15/2012,4:46:30,21.437,N,64.782,W
10/15/2012,4:48:30,21.441,N,64.785,W
10/15/2012,4:50:30,21.445,N,64.788,W
10/15/2012,4:52:30,21.449,N,64.791,W
10/15/2012,4:54:29,21.454,N,64.794,W
10/15/2012,4:56:29,21.458,N,64.797,W
10/15/2012,4:58:29,21.462,N,64.8,W
10/15/2012,5:00:30,21.467,N,64.803,W
10/15/2012,5:02:30,21.471,N,64.806,W
10/15/2012,5:04:30,21.476,N,64.809,W
10/15/2012,5:06:30,21.48,N,64.812,W
10/15/2012,5:08:29,21.485,N,64.815,W
10/15/2012,5:10:29,21.489,N,64.818,W
10/15/2012,5:12:29,21.494,N,64.822,W
10/15/2012,5:14:29,21.499,N,64.825,W
10/15/2012,5:16:30,21.503,N,64.828,W
10/15/2012,5:18:30,21.508,N,64.832,W
10/15/2012,5:20:30,21.513,N,64.835,W
10/15/2012,5:22:30,21.518,N,64.839,W
10/15/2012,5:24:29,21.523,N,64.842,W
10/15/2012,5:26:29,21.527,N,64.846,W
10/15/2012,5:28:29,21.532,N,64.849,W
10/15/2012,5:30:30,21.537,N,64.853,W
10/15/2012,5:32:30,21.542,N,64.856,W
10/15/2012,5:34:30,21.547,N,64.86,W
10/15/2012,5:36:30,21.552,N,64.864,W
10/15/2012,5:38:29,21.557,N,64.868,W
10/15/2012,5:40:29,21.562,N,64.871,W
10/15/2012,5:42:29,21.567,N,64.875,W
10/15/2012,5:44:29,21.573,N,64.879,W
10/15/2012,5:46:30,21.578,N,64.883,W
10/15/2012,5:48:30,21.583,N,64.887,W
10/15/2012,5:50:30,21.588,N,64.891,W
10/15/2012,5:52:30,21.593,N,64.895,W
10/15/2012,5:54:29,21.599,N,64.899,W
10/15/2012,5:56:29,21.604,N,64.903,W
10/15/2012,5:58:29,21.609,N,64.907,W
10/15/2012,6:00:30,21.615,N,64.911,W
10/15/2012,6:02:30,21.62,N,64.915,W
10/15/2012,6:04:30,21.625,N,64.919,W
10/15/2012,6:06:30,21.631,N,64.923,W
10/15/2012,6:08:29,21.636,N,64.927,W
10/15/2012,6:10:29,21.642,N,64.931,W
10/15/2012,6:12:29,21.647,N,64.935,W
10/15/2012,6:14:29,21.653,N,64.939,W
10/15/2012,6:16:30,21.658,N,64.944,W
10/15/2012,6:18:30,21.664,N,64.948,W
10/15/2012,6:20:30,21.669,N,64.952,W
10/15/2012,6:22:30,21.675,N,64.956,W
10/15/2012,6:24:29,21.68,N,64.961,W
10/15/2012,6:26:29,21.686,N,64.965,W
10/15/2012,6:28:29,21.692,N,64.969,W
10/15/2012,6:30:30,21.697,N,64.974,W
10/15/2012,6:32:30,21.703,N,64.978,W
10/15/2012,6:34:30,21.708,N,64.982,W
10/15/2012,6:36:30,21.714,N,64.987,W
10/15/2012,6:38:29,21.72,N,64.991,W
10/15/2012,6:40:29,21.725,N,64.995,W
10/15/2012,6:42:29,21.731,N,65,W
10/15/2012,6:44:29,21.737,N,65.004,W
10/15/2012,6:46:30,21.742,N,65.008,W
10/15/2012,6:48:30,21.748,N,65.013,W
10/15/2012,6:50:30,21.754,N,65.017,W
10/15/2012,6:52:30,21.76,N,65.022,W
10/15/2012,6:54:29,21.765,N,65.026,W
10/15/2012,6:56:29,21.771,N,65.03,W
10/15/2012,6:58:29,21.777,N,65.035,W
10/15/2012,7:00:30,21.783,N,65.039,W
10/15/2012,7:02:30,21.788,N,65.044,W
10/15/2012,7:04:30,21.794,N,65.048,W
10/15/2012,7:06:30,21.8,N,65.052,W
10/15/2012,7:08:29,21.806,N,65.057,W
10/15/2012,7:10:29,21.811,N,65.061,W
10/15/2012,7:12:29,21.817,N,65.066,W
10/15/2012,7:14:29,21.823,N,65.07,W
10/15/2012,7:16:30,21.829,N,65.074,W
10/15/2012,7:18:30,21.834,N,65.079,W
10/15/2012,7:20:30,21.84,N,65.083,W
10/15/2012,7:22:30,21.846,N,65.088,W
10/15/2012,7:24:29,21.852,N,65.092,W
10/15/2012,7:26:29,21.857,N,65.096,W
10/15/2012,7:28:29,21.863,N,65.101,W
10/15/2012,7:30:30,21.869,N,65.105,W
10/15/2012,7:32:30,21.875,N,65.109,W
10/15/2012,7:34:30,21.88,N,65.114,W
10/15/2012,7:36:30,21.886,N,65.118,W
10/15/2012,7:38:29,21.892,N,65.122,W
10/15/2012,7:40:29,21.898,N,65.127,W
10/15/2012,7:42:29,21.903,N,65.131,W
10/15/2012,7:44:29,21.909,N,65.135,W
10/15/2012,7:46:30,21.915,N,65.14,W
10/15/2012,7:48:30,21.92,N,65.144,W
10/15/2012,7:50:30,21.926,N,65.148,W
10/15/2012,7:52:30,21.932,N,65.152,W
10/15/2012,7:54:29,21.937,N,65.156,W
10/15/2012,7:56:29,21.943,N,65.161,W
10/15/2012,7:58:29,21.949,N,65.165,W
10/15/2012,8:00:30,21.954,N,65.169,W
10/15/2012,8:02:30,21.96,N,65.173,W
10/15/2012,8:04:30,21.966,N,65.177,W
10/15/2012,8:06:30,21.971,N,65.181,W
10/15/2012,8:08:29,21.977,N,65.185,W
10/15/2012,8:10:29,21.982,N,65.189,W
10/15/2012,8:12:29,21.988,N,65.193,W
10/15/2012,8:14:29,21.993,N,65.197,W
10/15/2012,8:16:30,21.999,N,65.201,W
10/15/2012,8:18:30,22.004,N,65.205,W
10/15/2012,8:20:30,22.01,N,65.209,W
10/15/2012,8:22:30,22.015,N,65.213,W
10/15/2012,8:24:29,22.021,N,65.217,W
10/15/2012,8:26:29,22.026,N,65.22,W
10/15/2012,8:28:29,22.031,N,65.224,W
10/15/2012,8:30:30,22.037,N,65.228,W
10/15/2012,8:32:30,22.042,N,65.232,W
10/15/2012,8:34:30,22.047,N,65.235,W
10/15/2012,8:36:30,22.053,N,65.239,W
10/15/2012,8:38:29,22.058,N,65.243,W
10/15/2012,8:40:29,22.063,N,65.246,W
10/15/2012,8:42:29,22.069,N,65.25,W
10/15/2012,8:44:29,22.074,N,65.254,W
10/15/2012,8:46:30,22.079,N,65.257,W
10/15/2012,8:48:30,22.084,N,65.261,W
10/15/2012,8:50:30,22.09,N,65.264,W
10/15/2012,8:52:30,22.095,N,65.268,W
10/15/2012,8:54:29,22.1,N,65.272,W
10/15/2012,8:56:29,22.105,N,65.275,W
10/15/2012,8:58:29,22.11,N,65.279,W
10/15/2012,9:00:30,22.116,N,65.282,W
10/15/2012,9:02:30,22.121,N,65.285,W
10/15/2012,9:04:30,22.126,N,65.289,W
10/15/2012,9:06:30,22.131,N,65.292,W
10/15/2012,9:08:29,22.136,N,65.296,W
10/15/2012,9:10:29,22.141,N,65.299,W
10/15/2012,9:12:29,22.146,N,65.302,W
10/15/2012,9:14:29,22.151,N,65.306,W
10/15/2012,9:16:30,22.156,N,65.309,W
10/15/2012,9:18:30,22.161,N,65.312,W
10/15/2012,9:20:30,22.166,N,65.316,W
10/15/2012,9:22:30,22.171,N,65.319,W
10/15/2012,9:24:29,22.176,N,65.322,W
10/15/2012,9:26:29,22.181,N,65.325,W
10/15/2012,9:28:29,22.186,N,65.328,W
10/15/2012,9:30:30,22.191,N,65.332,W
10/15/2012,9:32:30,22.196,N,65.335,W
10/15/2012,9:34:30,22.201,N,65.338,W
10/15/2012,9:36:30,22.206,N,65.341,W
10/15/2012,9:38:29,22.211,N,65.344,W
10/15/2012,9:40:29,22.216,N,65.347,W
10/15/2012,9:42:29,22.221,N,65.35,W
10/15/2012,9:44:29,22.226,N,65.354,W
10/15/2012,9:46:30,22.231,N,65.357,W
10/15/2012,9:48:30,22.236,N,65.36,W
10/15/2012,9:50:30,22.24,N,65.363,W
10/15/2012,9:52:30,22.245,N,65.366,W
10/15/2012,9:54:29,22.25,N,65.369,W
10/15/2012,9:56:29,22.255,N,65.372,W
10/15/2012,9:58:29,22.26,N,65.375,W
10/15/2012,10:00:30,22.265,N,65.378,W
10/15/2012,10:02:30,22.269,N,65.381,W
10/15/2012,10:04:30,22.274,N,65.384,W
10/15/2012,10:06:30,22.279,N,65.387,W
10/15/2012,10:08:29,22.284,N,65.389,W
10/15/2012,10:10:29,22.289,N,65.392,W
10/15/2012,10:12:29,22.293,N,65.395,W
10/15/2012,10:14:29,22.298,N,65.398,W
10/15/2012,10:16:30,22.303,N,65.401,W
10/15/2012,10:18:30,22.308,N,65.404,W
10/15/2012,10:20:30,22.312,N,65.407,W
10/15/2012,10:22:30,22.317,N,65.41,W
10/15/2012,10:24:29,22.322,N,65.412,W
10/15/2012,10:26:29,22.327,N,65.415,W
10/15/2012,10:28:29,22.331,N,65.418,W
10/15/2012,10:30:30,22.336,N,65.421,W
10/15/2012,10:32:30,22.341,N,65.424,W
10/15/2012,10:34:30,22.345,N,65.427,W
10/15/2012,10:36:30,22.35,N,65.429,W
10/15/2012,10:38:29,22.355,N,65.432,W
10/15/2012,10:39:51,22.358,N,65.434,W
10/15/2012,10:41:51,22.365,N,65.436,W
10/15/2012,10:43:51,22.371,N,65.439,W
10/15/2012,10:45:52,22.378,N,65.441,W
10/15/2012,10:47:52,22.384,N,65.444,W
10/15/2012,10:49:52,22.39,N,65.446,W
10/15/2012,10:51:52,22.396,N,65.449,W
10/15/2012,10:53:51,22.402,N,65.451,W
10/15/2012,10:55:51,22.408,N,65.454,W
10/15/2012,10:57:51,22.413,N,65.456,W
10/15/2012,10:59:51,22.419,N,65.459,W
10/15/2012,11:01:52,22.424,N,65.461,W
10/15/2012,11:03:52,22.429,N,65.464,W
10/15/2012,11:05:52,22.434,N,65.466,W
10/15/2012,11:07:52,22.439,N,65.469,W
10/15/2012,11:09:51,22.444,N,65.472,W
10/15/2012,11:11:51,22.449,N,65.474,W
10/15/2012,11:13:51,22.454,N,65.477,W
10/15/2012,11:15:52,22.458,N,65.48,W
10/15/2012,11:17:52,22.463,N,65.482,W
10/15/2012,11:19:52,22.467,N,65.485,W
10/15/2012,11:21:52,22.471,N,65.488,W
10/15/2012,11:23:51,22.475,N,65.49,W
10/15/2012,11:25:51,22.479,N,65.493,W
10/15/2012,11:27:51,22.483,N,65.496,W
10/15/2012,11:29:51,22.487,N,65.499,W
10/15/2012,11:31:52,22.491,N,65.501,W
10/15/2012,11:33:52,22.495,N,65.504,W
10/15/2012,11:35:52,22.498,N,65.507,W
10/15/2012,11:37:52,22.502,N,65.51,W
10/15/2012,11:39:51,22.505,N,65.513,W
10/15/2012,11:41:51,22.509,N,65.516,W
10/15/2012,11:43:51,22.512,N,65.518,W
10/15/2012,11:45:52,22.515,N,65.521,W
10/15/2012,11:47:52,22.518,N,65.524,W
10/15/2012,11:49:52,22.521,N,65.527,W
10/15/2012,11:51:52,22.524,N,65.53,W
10/15/2012,11:51:54,22.524,N,65.53,W
10/15/2012,11:53:54,22.526,N,65.533,W
10/15/2012,11:55:54,22.528,N,65.536,W
10/15/2012,11:57:54,22.53,N,65.539,W
10/15/2012,11:59:53,22.532,N,65.542,W
10/15/2012,12:01:53,22.534,N,65.545,W
10/15/2012,12:03:53,22.536,N,65.548,W
10/15/2012,12:05:53,22.538,N,65.551,W
10/15/2012,12:07:54,22.54,N,65.554,W
10/15/2012,12:09:54,22.542,N,65.557,W
10/15/2012,12:11:54,22.544,N,65.56,W
10/15/2012,12:13:53,22.546,N,65.563,W
10/15/2012,12:15:53,22.548,N,65.566,W
10/15/2012,12:17:53,22.55,N,65.569,W
10/15/2012,12:19:53,22.552,N,65.572,W
10/15/2012,12:21:54,22.554,N,65.575,W
10/15/2012,12:23:54,22.556,N,65.578,W
10/15/2012,12:25:54,22.558,N,65.581,W
10/15/2012,12:27:54,22.56,N,65.584,W
10/15/2012,12:29:53,22.562,N,65.588,W
10/15/2012,12:31:53,22.564,N,65.591,W
10/15/2012,12:33:53,22.566,N,65.594,W
10/15/2012,12:35:53,22.568,N,65.597,W
10/15/2012,12:37:54,22.57,N,65.6,W
10/15/2012,12:39:54,22.572,N,65.603,W
10/15/2012,12:41:54,22.574,N,65.606,W
10/15/2012,12:43:53,22.576,N,65.609,W
10/15/2012,12:45:53,22.578,N,65.612,W
10/15/2012,12:47:53,22.58,N,65.615,W
10/15/2012,12:49:53,22.582,N,65.618,W
10/15/2012,12:51:54,22.584,N,65.621,W
10/15/2012,12:53:54,22.586,N,65.624,W
10/15/2012,12:55:54,22.588,N,65.627,W
10/15/2012,12:57:54,22.59,N,65.63,W
10/15/2012,12:59:53,22.592,N,65.633,W
10/15/2012,13:01:53,22.594,N,65.636,W
10/15/2012,13:03:53,22.596,N,65.639,W
10/15/2012,13:05:53,22.598,N,65.642,W
10/15/2012,13:06:33,22.599,N,65.643,W
10/15/2012,13:08:33,22.601,N,65.646,W
10/15/2012,13:10:33,22.603,N,65.649,W
10/15/2012,13:12:34,22.605,N,65.651,W
10/15/2012,13:14:34,22.608,N,65.654,W
10/15/2012,13:16:34,22.61,N,65.657,W
10/15/2012,13:18:33,22.612,N,65.66,W
10/15/2012,13:20:33,22.614,N,65.662,W
10/15/2012,13:22:33,22.616,N,65.665,W
10/15/2012,13:24:33,22.619,N,65.668,W
10/15/2012,13:26:34,22.621,N,65.67,W
10/15/2012,13:28:34,22.623,N,65.673,W
10/15/2012,13:30:34,22.625,N,65.675,W
10/15/2012,13:32:34,22.628,N,65.678,W
10/15/2012,13:34:33,22.63,N,65.68,W
10/15/2012,13:36:33,22.632,N,65.683,W
10/15/2012,13:38:33,22.634,N,65.685,W
10/15/2012,13:40:33,22.637,N,65.688,W
10/15/2012,13:42:34,22.639,N,65.69,W
10/15/2012,13:44:34,22.641,N,65.693,W
10/15/2012,13:46:34,22.644,N,65.695,W
10/15/2012,13:48:33,22.646,N,65.697,W
10/15/2012,13:50:33,22.649,N,65.7,W
10/15/2012,13:52:33,22.651,N,65.702,W
10/15/2012,13:54:33,22.653,N,65.704,W
10/15/2012,13:56:34,22.656,N,65.707,W
10/15/2012,13:58:34,22.658,N,65.709,W
10/15/2012,14:00:34,22.661,N,65.711,W
10/15/2012,14:02:34,22.663,N,65.713,W
10/15/2012,14:04:33,22.666,N,65.715,W
10/15/2012,14:06:33,22.668,N,65.717,W
10/15/2012,14:08:33,22.671,N,65.719,W
10/15/2012,14:10:33,22.673,N,65.722,W
10/15/2012,14:12:34,22.676,N,65.724,W
10/15/2012,14:14:34,22.678,N,65.725,W
10/15/2012,14:16:34,22.681,N,65.727,W
10/15/2012,14:18:33,22.684,N,65.729,W
10/15/2012,14:20:33,22.686,N,65.731,W
10/15/2012,14:22:33,22.689,N,65.733,W
10/15/2012,14:24:33,22.692,N,65.735,W
10/15/2012,14:26:34,22.694,N,65.737,W
10/15/2012,14:28:34,22.697,N,65.738,W
10/15/2012,14:30:34,22.7,N,65.74,W
10/15/2012,14:32:34,22.703,N,65.742,W
10/15/2012,14:34:33,22.705,N,65.743,W
10/15/2012,14:36:33,22.708,N,65.745,W
10/15/2012,14:38:33,22.711,N,65.746,W
10/15/2012,14:40:33,22.714,N,65.748,W
10/15/2012,14:42:34,22.717,N,65.749,W
10/15/2012,14:44:34,22.72,N,65.751,W
10/15/2012,14:46:34,22.722,N,65.752,W
10/15/2012,14:48:33,22.725,N,65.753,W
10/15/2012,14:50:33,22.728,N,65.755,W
10/15/2012,14:52:33,22.731,N,65.756,W
10/15/2012,14:54:33,22.734,N,65.757,W
10/15/2012,14:56:34,22.737,N,65.758,W
10/15/2012,14:58:34,22.74,N,65.76,W
10/15/2012,15:00:34,22.743,N,65.761,W
10/15/2012,15:02:34,22.747,N,65.762,W
10/15/2012,15:04:33,22.75,N,65.763,W
10/15/2012,15:06:33,22.753,N,65.764,W
10/15/2012,15:08:33,22.756,N,65.765,W
10/15/2012,15:10:33,22.759,N,65.765,W
10/15/2012,15:12:34,22.762,N,65.766,W
10/15/2012,15:14:34,22.766,N,65.767,W
10/15/2012,15:16:34,22.769,N,65.768,W
10/15/2012,15:18:33,22.772,N,65.768,W
10/15/2012,15:20:33,22.775,N,65.769,W
10/15/2012,15:22:33,22.779,N,65.77,W
10/15/2012,15:24:33,22.782,N,65.77,W
10/15/2012,15:26:34,22.786,N,65.771,W
10/15/2012,15:28:34,22.789,N,65.771,W
10/15/2012,15:30:34,22.792,N,65.772,W
10/15/2012,15:32:34,22.796,N,65.772,W
10/15/2012,15:34:33,22.799,N,65.772,W
10/15/2012,15:36:33,22.803,N,65.773,W
10/15/2012,15:38:33,22.807,N,65.773,W
10/15/2012,15:40:33,22.81,N,65.773,W
10/15/2012,15:42:34,22.814,N,65.773,W
10/15/2012,15:44:34,22.817,N,65.773,W
10/15/2012,15:46:34,22.821,N,65.774,W
10/15/2012,15:48:33,22.825,N,65.774,W
10/15/2012,15:50:33,22.829,N,65.774,W
10/15/2012,15:52:33,22.832,N,65.774,W
10/15/2012,15:54:33,22.836,N,65.774,W
10/15/2012,15:56:34,22.84,N,65.774,W
10/15/2012,15:58:34,22.844,N,65.774,W
10/15/2012,16:00:34,22.848,N,65.774,W
10/15/2012,16:02:34,22.852,N,65.773,W
10/15/2012,16:04:33,22.856,N,65.773,W
10/15/2012,16:06:33,22.86,N,65.773,W
10/15/2012,16:08:33,22.864,N,65.773,W
10/15/2012,16:10:33,22.868,N,65.773,W
10/15/2012,16:12:33,22.872,N,65.772,W
10/15/2012,16:14:33,22.876,N,65.772,W
10/15/2012,16:16:33,22.88,N,65.772,W
10/15/2012,16:18:34,22.884,N,65.771,W
10/15/2012,16:20:34,22.889,N,65.771,W
10/15/2012,16:22:34,22.893,N,65.77,W
10/15/2012,16:24:34,22.897,N,65.77,W
10/15/2012,16:26:34,22.902,N,65.77,W
10/15/2012,16:28:34,22.906,N,65.769,W
10/15/2012,16:30:34,22.91,N,65.769,W
10/15/2012,16:32:34,22.915,N,65.768,W
10/15/2012,16:34:33,22.919,N,65.767,W
10/15/2012,16:36:33,22.924,N,65.767,W
10/15/2012,16:38:33,22.928,N,65.766,W
10/15/2012,16:40:33,22.933,N,65.766,W
10/15/2012,16:42:33,22.938,N,65.765,W
10/15/2012,16:44:33,22.942,N,65.764,W
10/15/2012,16:46:33,22.947,N,65.764,W
10/15/2012,16:48:34,22.952,N,65.763,W
10/15/2012,16:50:34,22.956,N,65.762,W
10/15/2012,16:52:34,22.961,N,65.762,W
10/15/2012,16:54:34,22.966,N,65.761,W
10/15/2012,16:56:34,22.971,N,65.76,W
10/15/2012,16:58:34,22.976,N,65.759,W
10/15/2012,17:00:34,22.981,N,65.759,W
10/15/2012,17:02:34,22.986,N,65.758,W
10/15/2012,17:04:33,22.991,N,65.757,W
10/15/2012,17:06:33,22.996,N,65.756,W
10/15/2012,17:08:33,23.001,N,65.756,W
10/15/2012,17:10:33,23.007,N,65.755,W
10/15/2012,17:12:33,23.012,N,65.754,W
10/15/2012,17:14:33,23.017,N,65.753,W
10/15/2012,17:16:33,23.022,N,65.752,W
10/15/2012,17:18:34,23.028,N,65.751,W
10/15/2012,17:20:34,23.033,N,65.751,W
10/15/2012,17:22:34,23.039,N,65.75,W
10/15/2012,17:24:34,23.044,N,65.749,W
10/15/2012,17:26:34,23.05,N,65.748,W
10/15/2012,17:28:34,23.055,N,65.747,W
10/15/2012,17:30:34,23.061,N,65.746,W
10/15/2012,17:32:34,23.066,N,65.745,W
10/15/2012,17:34:33,23.072,N,65.744,W
10/15/2012,17:36:33,23.078,N,65.744,W
10/15/2012,17:38:33,23.084,N,65.743,W
10/15/2012,17:40:33,23.089,N,65.742,W
10/15/2012,17:42:33,23.095,N,65.741,W
10/15/2012,17:44:33,23.101,N,65.74,W
10/15/2012,17:46:33,23.107,N,65.739,W
10/15/2012,17:48:34,23.113,N,65.738,W
10/15/2012,17:50:34,23.119,N,65.737,W
10/15/2012,17:52:34,23.126,N,65.736,W
10/15/2012,17:54:34,23.132,N,65.736,W
10/15/2012,17:56:34,23.138,N,65.735,W
10/15/2012,17:58:34,23.144,N,65.734,W
10/15/2012,18:00:34,23.15,N,65.733,W
10/15/2012,18:02:34,23.157,N,65.732,W
10/15/2012,18:04:33,23.163,N,65.731,W
10/15/2012,18:06:33,23.17,N,65.73,W
10/15/2012,18:08:33,23.176,N,65.73,W
10/15/2012,18:10:33,23.183,N,65.729,W
10/15/2012,18:12:33,23.189,N,65.728,W
10/15/2012,18:14:33,23.196,N,65.727,W
10/15/2012,18:16:33,23.203,N,65.726,W
10/15/2012,18:18:34,23.209,N,65.726,W
10/15/2012,18:20:34,23.216,N,65.725,W
10/15/2012,18:22:34,23.223,N,65.724,W
10/15/2012,18:24:34,23.23,N,65.723,W
10/15/2012,18:26:34,23.237,N,65.723,W
10/15/2012,18:28:34,23.244,N,65.722,W
10/15/2012,18:30:34,23.251,N,65.721,W
10/15/2012,18:32:34,23.258,N,65.721,W
10/15/2012,18:34:33,23.265,N,65.72,W
10/15/2012,18:36:33,23.273,N,65.719,W
10/15/2012,18:38:33,23.28,N,65.719,W
10/15/2012,18:40:33,23.287,N,65.718,W
10/15/2012,18:42:33,23.295,N,65.717,W
10/15/2012,18:44:33,23.302,N,65.717,W
10/15/2012,18:46:33,23.31,N,65.716,W
10/15/2012,18:48:34,23.317,N,65.716,W
10/15/2012,18:50:34,23.325,N,65.715,W
10/15/2012,18:52:34,23.332,N,65.715,W
10/15/2012,18:54:34,23.34,N,65.714,W
10/15/2012,18:56:34,23.348,N,65.714,W
10/15/2012,18:58:34,23.355,N,65.713,W
10/15/2012,19:00:34,23.363,N,65.713,W
10/15/2012,19:02:34,23.371,N,65.712,W
10/15/2012,19:04:33,23.379,N,65.712,W
10/15/2012,19:06:33,23.387,N,65.711,W
10/15/2012,19:08:33,23.395,N,65.711,W
10/15/2012,19:10:33,23.403,N,65.71,W
10/15/2012,19:12:33,23.411,N,65.71,W
10/15/2012,19:14:33,23.419,N,65.71,W
10/15/2012,19:16:33,23.427,N,65.709,W
10/15/2012,19:18:34,23.435,N,65.709,W
10/15/2012,19:20:34,23.443,N,65.709,W
10/15/2012,19:22:34,23.452,N,65.708,W
