x,y,z
-430.32,-54.938183,121.0056
-430.32,-51.01406,121.67619
-430.32,-47.089893,121.8895
-430.32,-43.16572,121.1275
-430.32,-39.241554,121.46281
-430.32,-35.317432,121.8895
-430.32,-31.393261,122.0724
-430.32,-27.469091,122.8954
-430.32,-23.544922,122.8344
-430.32,-19.6208,123.200195
-430.32,-15.6966305,124.023094
-430.32,-11.772461,124.44981
-430.32,-7.848291,124.66319
-430.32,-3.92417,124.9375
-430.32,0.0,125.3033
-430.32,3.92417,125.089905
-430.32,7.84834,125.272804
-430.32,11.772461,125.272804
-430.32,15.6966305,125.5471
-430.32,19.6208,125.9129
-430.32,23.544971,126.1262
-430.32,27.469091,126.4006
-430.32,31.393261,125.9434
-430.32,35.317432,125.9434
-430.32,39.2416,125.3642
-430.32,43.16572,125.851906
-430.32,47.089893,126.3091
-430.32,51.01406,127.1016
-430.32,54.938183,127.589294
-430.32,58.862354,127.406395
-430.32,62.786522,128.016
-430.32,66.71069,127.9246
-430.32,70.63481,127.9855
-430.32,74.55898,128.8999
-430.32,78.483154,130.2106
-430.32,82.407326,130.8202
-430.32,86.33144,130.11911
-430.32,90.255615,129.2352
-430.32,94.17979,128.0465
-430.32,98.10396,128.4427
-430.32,102.028076,128.1989
-430.32,105.95225,127.589294
-430.32,109.87642,126.43101
-430.32,113.80058,126.5834
-430.32,117.72471,126.492004
-430.32,121.648926,125.5471
-430.32,125.573044,127.0406
-430.32,129.49716,128.1989
-430.32,133.42139,129.0218
-430.32,137.3455,128.71701
-430.32,141.26962,128.71701
-430.32,145.19385,128.7475
-430.32,149.11797,128.4732
-430.32,153.04219,128.53421
-430.32,156.96631,128.13791
-430.32,160.89043,127.5588
-430.32,164.81465,123.870705
-430.32,168.73877,121.340904
-430.32,172.66289,119.6035
-430.32,176.58711,119.69499
-430.32,180.51123,120.5484
-430.32,184.43535,119.481606
-430.32,188.35957,118.1405
-430.32,192.28369,118.1405
-430.32,196.20792,120.3655
-430.32,200.13203,122.1943
-430.32,204.05615,123.3526
-430.32,207.98038,123.3221
-430.32,211.9045,121.981
-430.32,215.82861,121.5847
-430.32,219.75284,120.700806
-430.32,223.67696,119.6035
-430.32,227.60117,115.3363
-430.32,231.5253,112.806496
-430.32,235.44942,112.7455
-430.32,239.37363,113.8123
-430.32,243.29776,114.90959
-430.32,247.22188,113.8428
-430.32,251.14609,114.7877
-430.32,255.07022,110.6729
-430.32,258.99445,109.240295
-430.32,262.91855,104.729294
-430.32,266.84268,106.31419
-430.32,270.7669,109.880394
-430.32,274.691,113.263695
-430.32,278.61514,115.275406
-430.32,282.53937,114.5743
-430.32,286.46347,114.4219
-430.32,290.3877,115.915405
-430.32,294.31183,117.2261
-430.32,298.23593,119.573
-430.32,302.16016,121.8895
-430.32,306.0843,122.255295
-430.32,310.0084,121.7371
-430.32,313.93262,121.8286
-430.32,317.85675,122.468605
-430.32,321.78085,123.200195
-430.32,325.70508,122.8344
-430.32,329.6292,122.7734
-430.32,333.5534,122.651505
-430.32,337.47754,121.8895
-430.32,341.40167,120.487404
-430.32,345.32587,118.902504
-430.32,349.25,116.9822
-430.32,353.17413,116.9518
-430.32,357.09833,116.829796
-430.32,361.02246,116.9518
-430.32,364.9467,116.89079
-430.32,368.8708,116.464096
-430.32,372.79492,115.732605
-430.32,376.71915,115.3973
-430.32,380.64325,114.482895
-430.32,384.56738,114.5743
-430.32,388.4916,113.2027
-430.32,392.4157,112.9589
-430.32,396.33994,112.68459
-430.32,400.26407,112.1664
-430.32,404.18817,112.044495
-430.32,408.1124,111.709206
-430.32,412.03653,111.7702
-430.32,415.96063,111.3739
-430.32,419.88486,111.28249
-430.32,423.809,110.88621
-430.32,427.73322,110.6729
-430.32,431.65732,110.7643
-430.32,435.58145,110.7338
-430.32,439.50568,113.080795
-430.32,443.42978,113.263695
-430.32,447.3539,114.1171
-430.32,451.27814,113.05031
-430.32,455.20224,112.044495
-430.32,459.12637,110.1852
-430.32,463.0506,110.429
-430.32,466.9747,109.1794
-430.32,470.89893,109.1489
-430.32,474.82306,106.923805
-430.32,478.74716,104.455
-430.32,482.6714,103.87581
-430.32,486.59552,103.3882
-430.32,490.51962,102.6262
-430.32,494.44385,102.2909
-430.32,498.36798,101.925095
-430.32,502.29218,102.2604
-430.32,506.2163,102.4128
-430.32,510.14044,104.394
-430.32,514.06464,105.27791
-430.32,517.9888,105.521805
-430.32,521.9129,105.09499
-430.32,525.8371,104.7902
-430.32,529.7612,103.75389
-430.32,533.6854,103.571
-430.32,537.60956,103.174805
-430.32,541.5337,102.2909
-430.32,545.4579,102.0775
-430.32,549.382,101.7118
-430.32,553.30615,100.9802
-430.32,557.23035,100.645004
-430.32,561.1545,100.0658
-430.32,565.0786,99.8525
-430.32,569.0028,99.121
-430.32,572.92694,98.999
-430.32,576.8512,98.8466
-430.32,580.77527,98.6942
-430.32,584.6994,98.5418
-430.32,588.62366,98.2675
-430.32,592.5477,98.0542
-430.32,596.47186,97.8103
-430.32,600.3961,97.7189
-430.32,604.3202,97.5055
-430.32,608.24445,97.4141
-430.32,612.1686,97.3531
-430.32,616.09265,97.3531
-430.32,620.0169,97.444595
-430.32,623.94104,97.2922
-430.32,627.8651,97.3531
-430.32,631.78937,97.2007
-430.32,635.7135,97.2007
-430.32,639.6377,97.1398
-430.32,643.5618,96.713
-430.32,647.48596,96.8654
-430.32,651.41016,96.713
-430.32,655.3343,96.8959
-430.32,659.2584,97.2007
-430.32,663.1826,97.4141
-430.32,667.10675,97.4141
-430.32,671.03094,96.408195
-430.32,674.9551,96.2863
-426.40802,-678.8792,97.627396
-426.40802,-674.9551,98.6638
-426.40802,-671.0309,99.822
-426.40802,-667.10675,101.224106
-426.40802,-663.18256,101.7118
-426.40802,-659.2584,101.925095
-426.40802,-655.3343,102.0775
-426.40802,-651.4101,102.3518
-426.40802,-647.48596,103.0529
-426.40802,-643.5618,103.51009
-426.40802,-639.63763,104.2111
-426.40802,-635.7135,104.8817
-426.40802,-631.7893,105.674194
-426.40802,-627.8652,106.161804
-426.40802,-623.94104,106.49709
-426.40802,-620.01685,107.6249
-426.40802,-616.09265,107.960205
-426.40802,-612.1686,108.7526
-426.40802,-608.2444,108.53929
-426.40802,-604.3202,109.3622
-426.40802,-600.3961,109.697495
-426.40802,-596.4719,110.1852
-426.40802,-592.5477,110.52049
-426.40802,-588.6236,110.307106
-426.40802,-584.6994,108.6307
-426.40802,-580.77527,105.674194
-426.40802,-576.85114,104.33299
-426.40802,-572.92694,103.357704
-426.40802,-569.0028,101.5898
-426.40802,-565.0787,101.0107
-426.40802,-561.1545,100.4011
-426.40802,-557.23035,98.6942
-426.40802,-553.30615,94.427
-426.40802,-549.382,91.470505
-426.40802,-545.4579,90.0074
-426.40802,-541.5337,88.6968
-426.40802,-537.60956,88.7578
-426.40802,-533.6854,88.9102
-426.40802,-529.7612,88.7578
-426.40802,-525.83704,88.9406
-426.40802,-521.9129,89.0626
-426.40802,-517.9888,89.3369
-426.40802,-514.0646,89.7941
-426.40802,-510.14044,90.068405
-426.40802,-506.2163,90.0074
-426.40802,-502.29214,89.977005
-426.40802,-498.36798,89.977005
-426.40802,-494.44385,90.1294
-426.40802,-490.51962,90.068405
-426.40802,-486.59552,90.159805
-426.40802,-482.67133,90.6475
-426.40802,-478.74716,91.8058
-426.40802,-474.82306,92.903
-426.40802,-470.89886,93.665
-426.40802,-466.9747,94.0003
-426.40802,-463.0506,94.1832
-426.40802,-459.12637,94.2137
-426.40802,-455.20224,94.427
-426.40802,-451.27808,94.548996
-426.40802,-447.3539,94.7014
-426.40802,-443.42978,94.7014
-426.40802,-439.5056,94.7928
-426.40802,-435.58145,94.945206
-426.40802,-431.65732,94.853806
-426.40802,-427.73315,94.7623
-426.40802,-423.809,94.853806
-426.40802,-419.88486,94.853806
-426.40802,-415.96063,95.0671
-426.40802,-412.03653,94.7318
-426.40802,-408.11237,94.3356
-426.40802,-404.1882,94.0003
-426.40802,-400.26404,93.025
-426.40802,-396.3399,92.8116
-426.40802,-392.4157,92.4763
-426.40802,-388.49158,92.4763
-426.40802,-384.5674,92.5373
-426.40802,-380.64325,92.4154
-426.40802,-376.7191,92.4763
-426.40802,-372.79495,92.5068
-426.40802,-368.8708,92.6287
-426.40802,-364.94662,92.7811
-426.40802,-361.02246,92.7811
-426.40802,-357.09833,92.964005
-426.40802,-353.17413,93.1469
-426.40802,-349.25,93.3907
-426.40802,-345.32584,93.5736
-426.40802,-341.40167,93.9698
-426.40802,-337.4775,94.2746
-426.40802,-333.55338,94.548996
-426.40802,-329.6292,95.189
-426.40802,-325.70505,95.4024
-426.40802,-321.7809,95.676704
-426.40802,-317.85675,96.1949
-426.40802,-313.9326,96.4692
-426.40802,-310.00842,96.8045
-426.40802,-306.0843,97.1093
-426.40802,-302.1601,97.6579
-426.40802,-298.23596,97.932205
-426.40802,-294.3118,98.237
-426.40802,-290.38763,98.7552
-426.40802,-286.46347,99.0905
-426.40802,-282.5393,99.4562
-426.40802,-278.61517,100.1573
-426.40802,-274.691,100.5535
-426.40802,-270.76685,100.8888
-426.40802,-266.84268,101.2546
-426.40802,-262.91855,101.833694
-426.40802,-258.9944,102.229904
-426.40802,-255.07022,102.74809
-426.40802,-251.14604,103.174805
-426.40802,-247.22192,103.51009
-426.40802,-243.29776,103.8149
-426.40802,-239.37358,104.4245
-426.40802,-235.44942,104.69881
-426.40802,-231.5253,105.034096
-426.40802,-227.60112,105.6132
-426.40802,-223.67696,106.0094
-426.40802,-219.75278,106.3447
-426.40802,-215.82866,107.0153
-426.40802,-211.9045,107.4115
-426.40802,-207.98032,107.472496
-426.40802,-204.05615,107.8078
-426.40802,-200.13203,108.295395
-426.40802,-196.20786,108.691696
-426.40802,-192.28369,109.240295
-426.40802,-188.35957,109.910904
-426.40802,-184.4354,110.3681
-426.40802,-180.51123,111.1606
-426.40802,-176.58707,113.446594
-426.40802,-172.66293,113.9952
-426.40802,-168.73877,114.5438
-426.40802,-164.8146,115.2144
-426.40802,-160.89043,115.7021
-426.40802,-156.96631,115.9764
-426.40802,-153.04214,115.915405
-426.40802,-149.11797,116.31169
-426.40802,-145.1938,116.067795
-426.40802,-141.26968,116.098305
-426.40802,-137.3455,114.513405
-426.40802,-133.42134,115.1839
-426.40802,-129.49716,115.7021
-426.40802,-125.573044,116.2202
-426.40802,-121.64888,116.646996
-426.40802,-117.72471,116.646996
-426.40802,-113.80054,116.9822
-426.40802,-109.87642,117.25661
-426.40802,-105.95225,117.3785
-426.40802,-102.028076,117.5918
-426.40802,-98.103905,118.048996
-426.40802,-94.17979,118.3538
-426.40802,-90.255615,118.0186
-426.40802,-86.33144,118.171
-426.40802,-82.40727,118.3234
-426.40802,-78.483154,118.84151
-426.40802,-74.55898,119.3902
-426.40802,-70.63481,119.7254
-426.40802,-66.71069,120.06071
-426.40802,-62.786522,120.6094
-426.40802,-58.862354,122.255295
-426.40802,-54.938183,122.651505
-426.40802,-51.01406,123.200195
-426.40802,-47.089893,122.8344
-426.40802,-43.16572,122.1334
-426.40802,-39.241554,121.8286
-426.40802,-35.317432,122.3162
-426.40802,-31.393261,122.7734
-426.40802,-27.469091,123.3526
-426.40802,-23.544922,123.26109
-426.40802,-19.6208,123.657394
-426.40802,-15.6966305,124.236496
-426.40802,-11.772461,124.7546
-426.40802,-7.848291,125.21181
-426.40802,-3.92417,125.3947
-426.40802,0.0,125.7605
-426.40802,3.92417,125.9129
-426.40802,7.84834,125.66899
-426.40802,11.772461,125.851906
-426.40802,15.6966305,125.821396
-426.40802,19.6208,126.4006
-426.40802,23.544971,126.5225
-426.40802,27.469091,126.8882
-426.40802,31.393261,126.9797
-426.40802,35.317432,126.7663
-426.40802,39.2416,126.43101
-426.40802,43.16572,127.3454
-426.40802,47.089893,128.1684
-426.40802,51.01406,127.83311
-426.40802,54.938183,128.6866
-426.40802,58.862354,129.2657
-426.40802,62.786522,128.4732
-426.40802,66.71069,128.3818
-426.40802,70.63481,128.5646
-426.40802,74.55898,129.6619
-426.40802,78.483154,130.69821
-426.40802,82.407326,131.2774
-426.40802,86.33144,130.8202
-426.40802,90.255615,129.99721
-426.40802,94.17979,129.0828
-426.40802,98.10396,129.1742
-426.40802,102.028076,128.7475
-426.40802,105.95225,127.83311
-426.40802,109.87642,127.3454
-426.40802,113.80058,127.1016
-426.40802,117.72471,126.9797
-426.40802,121.648926,126.7663
-426.40802,125.573044,127.1321
-426.40802,129.49716,128.9609
-426.40802,133.42139,129.601
-426.40802,137.3455,129.8448
-426.40802,141.26962,129.2352
-426.40802,145.19385,129.2352
-426.40802,149.11797,128.9914
-426.40802,153.04219,128.9609
-426.40802,156.96631,128.4732
-426.40802,160.89043,127.5588
-426.40802,164.81465,123.382996
-426.40802,168.73877,120.883705
-426.40802,172.66289,121.27989
-426.40802,176.58711,121.5847
-426.40802,180.51123,122.5601
-426.40802,184.43535,122.9868
-426.40802,188.35957,121.4323
-426.40802,192.28369,122.0114
-426.40802,196.20792,122.04189
-426.40802,200.13203,123.4745
-426.40802,204.05615,124.053604
-426.40802,207.98038,123.840195
-426.40802,211.9045,122.7734
-426.40802,215.82861,121.92
-426.40802,219.75284,122.4077
-426.40802,223.67696,120.578896
-426.40802,227.60117,115.7935
-426.40802,231.5253,113.3856
-426.40802,235.44942,114.025696
-426.40802,239.37363,115.7935
-426.40802,243.29776,117.1346
-426.40802,247.22188,117.43941
-426.40802,251.14609,112.50169
-426.40802,255.07022,110.06331
-426.40802,258.99445,107.9297
-426.40802,262.91855,105.796104
-426.40802,266.84268,106.618996
-426.40802,270.7669,109.5146
-426.40802,274.691,111.3434
-426.40802,278.61514,115.3973
-426.40802,282.53937,117.1346
-426.40802,286.46347,117.1346
-426.40802,290.3877,118.84151
-426.40802,294.31183,118.902504
-426.40802,298.23593,121.066605
-426.40802,302.16016,122.1334
-426.40802,306.0843,122.3162
-426.40802,310.0084,122.0724
-426.40802,313.93262,121.85899
-426.40802,317.85675,122.925804
-426.40802,321.78085,123.3221
-426.40802,325.70508,123.5964
-426.40802,329.6292,123.230606
-426.40802,333.5534,122.5601
-426.40802,337.47754,121.3104
-426.40802,341.40167,118.47581
-426.40802,345.32587,118.0186
-426.40802,349.25,117.5309
-426.40802,353.17413,117.5918
-426.40802,357.09833,117.0432
-426.40802,361.02246,118.0186
-426.40802,364.9467,116.9518
-426.40802,368.8708,116.89079
-426.40802,372.79492,116.525
-426.40802,376.71915,116.067795
-426.40802,380.64325,117.317505
-426.40802,384.56738,116.098305
-426.40802,388.4916,115.3058
-426.40802,392.4157,113.111305
-426.40802,396.33994,112.928406
-426.40802,400.26407,112.86739
-426.40802,404.18817,112.4407
-426.40802,408.1124,112.50169
-426.40802,412.03653,112.1664
-426.40802,415.96063,112.075
-426.40802,419.88486,111.52629
-426.40802,423.809,111.46541
-426.40802,427.73322,111.099594
-426.40802,431.65732,111.6178
-426.40802,435.58145,113.294205
-426.40802,439.50568,113.3856
-426.40802,443.42978,113.87331
-426.40802,447.3539,113.477005
-426.40802,451.27814,110.8253
-426.40802,455.20224,109.5756
-426.40802,459.12637,108.112595
-426.40802,463.0506,107.259094
-426.40802,466.9747,107.0153
-426.40802,470.89893,105.7656
-426.40802,474.82306,106.3447
-426.40802,478.74716,104.6378
-426.40802,482.6714,103.7844
-426.40802,486.59552,103.174805
-426.40802,490.51962,102.7786
-426.40802,494.44385,102.9005
-426.40802,498.36798,103.6625
-426.40802,502.29218,102.809
-426.40802,506.2163,103.9978
-426.40802,510.14044,106.1923
-426.40802,514.06464,106.2838
-426.40802,517.9888,105.5827
-426.40802,521.9129,104.9731
-426.40802,525.8371,104.3026
-426.40802,529.7612,103.6015
-426.40802,533.6854,103.4186
-426.40802,537.60956,103.0834
-426.40802,541.5337,102.504196
-426.40802,545.4579,102.1994
-426.40802,549.382,101.833694
-426.40802,553.30615,101.193596
-426.40802,557.23035,100.7974
-426.40802,561.1545,100.2487
-426.40802,565.0786,99.7915
-426.40802,569.0028,99.4562
-426.40802,572.92694,99.3648
-426.40802,576.8512,99.242905
-426.40802,580.77527,98.8162
-426.40802,584.6994,98.7552
-426.40802,588.62366,98.6942
-426.40802,592.5477,98.237
-426.40802,596.47186,98.1151
-426.40802,600.3961,97.840805
-426.40802,604.3202,97.7189
-426.40802,608.24445,97.535995
-426.40802,612.1686,97.444595
-426.40802,616.09265,97.5055
-426.40802,620.0169,97.597
-426.40802,623.94104,97.627396
-426.40802,627.8651,97.535995
-426.40802,631.78937,97.627396
-426.40802,635.7135,97.4141
-426.40802,639.6377,97.3836
-426.40802,643.5618,97.170204
-426.40802,647.48596,97.2617
-426.40802,651.41016,97.4141
-426.40802,655.3343,97.535995
-426.40802,659.2584,97.7189
-426.40802,663.1826,97.5665
-426.40802,667.10675,97.6579
-426.40802,671.03094,96.5302
-426.40802,674.9551,96.5606
-422.496,-678.8792,97.9932
-422.496,-674.9551,99.5477
-422.496,-671.0309,100.0963
-422.496,-667.10675,101.5594
-422.496,-663.18256,102.1994
-422.496,-659.2584,102.4433
-422.496,-655.3343,102.2604
-422.496,-651.4101,102.229904
-422.496,-647.48596,102.321396
-422.496,-643.5618,103.357704
-422.496,-639.63763,104.089195
-422.496,-635.7135,104.729294
-422.496,-631.7893,104.942604
-422.496,-627.8652,105.856995
-422.496,-623.94104,106.0094
-422.496,-620.01685,107.076195
-422.496,-616.09265,107.2896
-422.496,-612.1686,107.9297
-422.496,-608.2444,108.3869
-422.496,-604.3202,109.3927
-422.496,-600.3961,109.880394
-422.496,-596.4719,110.3376
-422.496,-592.5477,111.1606
-422.496,-588.6236,111.1606
-422.496,-584.6994,110.947205
-422.496,-580.77527,107.9297
-422.496,-576.85114,106.893394
-422.496,-572.92694,104.6683
-422.496,-569.0028,103.8454
-422.496,-565.0787,101.1326
-422.496,-561.1545,100.2182
-422.496,-557.23035,96.835
-422.496,-553.30615,94.7318
-422.496,-549.382,92.872604
-422.496,-545.4579,90.4037
-422.496,-541.5337,89.0016
-422.496,-537.60956,89.0321
-422.496,-533.6854,89.184494
-422.496,-529.7612,88.9406
-422.496,-525.83704,89.0626
-422.496,-521.9129,89.3674
-422.496,-517.9888,89.916
-422.496,-514.0646,90.068405
-422.496,-510.14044,90.2208
-422.496,-506.2163,90.2513
-422.496,-502.29214,90.0074
-422.496,-498.36798,90.0989
-422.496,-494.44385,90.2513
-422.496,-490.51962,90.2208
-422.496,-486.59552,90.3732
-422.496,-482.67133,90.799904
-422.496,-478.74716,91.4095
-422.496,-474.82306,93.0859
-422.496,-470.89886,93.7565
-422.496,-466.9747,94.091805
-422.496,-463.0506,94.3051
-422.496,-459.12637,94.457504
-422.496,-455.20224,94.5794
-422.496,-451.27808,94.7928
-422.496,-447.3539,94.7928
-422.496,-443.42978,94.853806
-422.496,-439.5056,94.9757
-422.496,-435.58145,95.0671
-422.496,-431.65732,95.0976
-422.496,-427.73315,94.9757
-422.496,-423.809,94.914696
-422.496,-419.88486,94.823296
-422.496,-415.96063,94.823296
-422.496,-412.03653,94.640396
-422.496,-408.11237,94.457504
-422.496,-404.1882,93.9089
-422.496,-400.26404,92.872604
-422.496,-396.3399,92.5068
-422.496,-392.4157,92.5068
-422.496,-388.49158,92.7202
-422.496,-384.5674,92.6287
-422.496,-380.64325,92.6287
-422.496,-376.7191,92.5982
-422.496,-372.79495,92.6287
-422.496,-368.8708,92.8116
-422.496,-364.94662,92.964005
-422.496,-361.02246,93.1469
-422.496,-357.09833,93.1469
-422.496,-353.17413,93.329796
-422.496,-349.25,93.543106
-422.496,-345.32584,93.6955
-422.496,-341.40167,93.8784
-422.496,-337.4775,94.427
-422.496,-333.55338,94.7623
-422.496,-329.6292,95.0062
-422.496,-325.70505,95.4329
-422.496,-321.7809,95.8291
-422.496,-317.85675,96.1034
-422.496,-313.9326,96.5911
-422.496,-310.00842,96.956894
-422.496,-306.0843,97.2922
-422.496,-302.1601,97.475
-422.496,-298.23596,97.9627
-422.496,-294.3118,98.3285
-422.496,-290.38763,98.6028
-422.496,-286.46347,99.242905
-422.496,-282.5393,99.6086
-422.496,-278.61517,99.9439
-422.496,-274.691,100.7669
-422.496,-270.76685,101.1631
-422.496,-266.84268,101.4374
-422.496,-262.91855,101.955605
-422.496,-258.9944,102.321396
-422.496,-255.07022,102.717606
-422.496,-251.14604,103.2662
-422.496,-247.22192,103.6625
-422.496,-243.29776,103.9673
-422.496,-239.37358,104.5464
-422.496,-235.44942,104.7598
-422.496,-231.5253,105.0646
-422.496,-227.60112,105.6132
-422.496,-223.67696,106.1923
-422.496,-219.75278,106.618996
-422.496,-215.82866,107.2286
-422.496,-211.9045,107.7468
-422.496,-207.98032,108.204
-422.496,-204.05615,108.112595
-422.496,-200.13203,108.3564
-422.496,-196.20786,109.027
-422.496,-192.28369,109.48421
-422.496,-188.35957,110.093796
-422.496,-184.4354,110.459496
-422.496,-180.51123,110.88621
-422.496,-176.58707,112.9894
-422.496,-172.66293,113.9647
-422.496,-168.73877,114.5743
-422.496,-164.8146,115.3973
-422.496,-160.89043,116.098305
-422.496,-156.96631,116.4031
-422.496,-153.04214,116.67741
-422.496,-149.11797,116.586
-422.496,-145.1938,116.43361
-422.496,-141.26968,116.67741
-422.496,-137.3455,115.7935
-422.496,-133.42134,115.6411
-422.496,-129.49716,116.0374
-422.496,-125.573044,116.555504
-422.496,-121.64888,116.9822
-422.496,-117.72471,117.3785
-422.496,-113.80054,117.652794
-422.496,-109.87642,117.9881
-422.496,-105.95225,117.7747
-422.496,-102.028076,118.079506
-422.496,-98.103905,118.47581
-422.496,-94.17979,118.719604
-422.496,-90.255615,118.7501
-422.496,-86.33144,118.9634
-422.496,-82.40727,119.1463
-422.496,-78.483154,119.0854
-422.496,-74.55898,120.0302
-422.496,-70.63481,120.06071
-422.496,-66.71069,120.3655
-422.496,-62.786522,121.401794
-422.496,-58.862354,122.9868
-422.496,-54.938183,123.7793
-422.496,-51.01406,123.687805
-422.496,-47.089893,124.053604
-422.496,-43.16572,123.26109
-422.496,-39.241554,122.8954
-422.496,-35.317432,122.68199
-422.496,-31.393261,123.017296
-422.496,-27.469091,123.5354
-422.496,-23.544922,124.1755
-422.496,-19.6208,124.602196
-422.496,-15.6966305,124.5413
-422.496,-11.772461,125.0594
-422.496,-7.848291,125.638596
-422.496,-3.92417,125.638596
-422.496,0.0,126.06529
-422.496,3.92417,126.3701
-422.496,7.84834,126.5225
-422.496,11.772461,126.24821
-422.496,15.6966305,126.7054
-422.496,19.6208,126.7968
-422.496,23.544971,127.071106
-422.496,27.469091,127.19301
-422.496,31.393261,127.436905
-422.496,35.317432,127.7417
-422.496,39.2416,129.3266
-422.496,43.16572,130.8202
-422.496,47.089893,130.3934
-422.496,51.01406,129.6924
-422.496,54.938183,130.363
-422.496,58.862354,130.7287
-422.496,62.786522,129.05229
-422.496,66.71069,129.479
-422.496,70.63481,129.5705
-422.496,74.55898,129.7534
-422.496,78.483154,131.826
-422.496,82.407326,131.73459
-422.496,86.33144,131.85649
-422.496,90.255615,130.2106
-422.496,94.17979,129.7838
-422.496,98.10396,129.90579
-422.496,102.028076,129.1438
-422.496,105.95225,128.1684
-422.496,109.87642,127.955
-422.496,113.80058,128.077
-422.496,117.72471,127.2845
-422.496,121.648926,126.949196
-422.496,125.573044,126.674904
-422.496,129.49716,130.0886
-422.496,133.42139,131.3383
-422.496,137.3455,130.3934
-422.496,141.26962,130.363
-422.496,145.19385,129.6924
-422.496,149.11797,129.7534
-422.496,153.04219,129.0828
-422.496,156.96631,128.2598
-422.496,160.89043,127.1321
-422.496,164.81465,124.907
-422.496,168.73877,121.92
-422.496,172.66289,123.4745
-422.496,176.58711,124.20601
-422.496,180.51123,124.053604
-422.496,184.43535,124.2974
-422.496,188.35957,123.870705
-422.496,192.28369,123.3221
-422.496,196.20792,124.66319
-422.496,200.13203,124.6937
-422.496,204.05615,124.66319
-422.496,207.98038,124.44981
-422.496,211.9045,124.3584
-422.496,215.82861,123.047806
-422.496,219.75284,122.8344
-422.496,223.67696,120.4265
-422.496,227.60117,117.89659
-422.496,231.5253,114.5743
-422.496,235.44942,115.85451
-422.496,239.37363,118.2014
-422.496,243.29776,118.811
-422.496,247.22188,117.287
-422.496,251.14609,113.1418
-422.496,255.07022,111.1606
-422.496,258.99445,110.5814
-422.496,262.91855,107.472496
-422.496,266.84268,105.338905
-422.496,270.7669,109.1794
-422.496,274.691,111.495804
-422.496,278.61514,114.5743
-422.496,282.53937,116.860306
-422.496,286.46347,118.414795
-422.496,290.3877,119.7559
-422.496,294.31183,120.82271
-422.496,298.23593,122.468605
-422.496,302.16016,123.1697
-422.496,306.0843,122.438194
-422.496,310.0084,122.22481
-422.496,313.93262,122.3162
-422.496,317.85675,122.9868
-422.496,321.78085,123.3526
-422.496,325.70508,123.657394
-422.496,329.6292,123.3526
-422.496,333.5534,122.1943
-422.496,337.47754,120.9142
-422.496,341.40167,118.231895
-422.496,345.32587,118.47581
-422.496,349.25,118.3234
-422.496,353.17413,118.079506
-422.496,357.09833,117.9576
-422.496,361.02246,118.4453
-422.496,364.9467,118.3843
-422.496,368.8708,117.8052
-422.496,372.79492,117.25661
-422.496,376.71915,117.89659
-422.496,380.64325,118.048996
-422.496,384.56738,117.7747
-422.496,388.4916,116.4031
-422.496,392.4157,114.4219
-422.496,396.33994,113.2332
-422.496,400.26407,113.3246
-422.496,404.18817,112.9894
-422.496,408.1124,112.9894
-422.496,412.03653,112.9589
-422.496,415.96063,112.47121
-422.496,419.88486,112.014
-422.496,423.809,111.8006
-422.496,427.73322,112.4407
-422.496,431.65732,113.111305
-422.496,435.58145,114.513405
-422.496,439.50568,112.776
-422.496,443.42978,110.7643
-422.496,447.3539,109.240295
-422.496,451.27814,109.11839
-422.496,455.20224,107.71629
-422.496,459.12637,106.9543
-422.496,463.0506,106.161804
-422.496,466.9747,105.27791
-422.496,470.89893,105.27791
-422.496,474.82306,105.308395
-422.496,478.74716,104.7598
-422.496,482.6714,105.0646
-422.496,486.59552,103.8149
-422.496,490.51962,104.272095
-422.496,494.44385,104.1806
-422.496,498.36798,106.0704
-422.496,502.29218,107.1677
-422.496,506.2163,106.5276
-422.496,510.14044,106.31419
-422.496,514.06464,106.253296
-422.496,517.9888,105.704605
-422.496,521.9129,104.6683
-422.496,525.8371,104.2111
-422.496,529.7612,103.4796
-422.496,533.6854,103.2358
-422.496,537.60956,102.9919
-422.496,541.5337,102.717606
-422.496,545.4579,102.108
-422.496,549.382,101.7727
-422.496,553.30615,101.4374
-422.496,557.23035,100.7974
-422.496,561.1545,100.431595
-422.496,565.0786,100.2792
-422.496,569.0028,99.883
-422.496,572.92694,99.6696
-422.496,576.8512,99.3648
-422.496,580.77527,99.2124
-422.496,584.6994,98.8771
-422.496,588.62366,98.7247
-422.496,592.5477,98.5723
-422.496,596.47186,98.2066
-422.496,600.3961,98.0846
-422.496,604.3202,97.8713
-422.496,608.24445,97.7798
-422.496,612.1686,97.627396
-422.496,616.09265,97.6884
-422.496,620.0169,97.7189
-422.496,623.94104,97.7798
-422.496,627.8651,97.7798
-422.496,631.78937,97.6884
-422.496,635.7135,97.6884
-422.496,639.6377,97.535995
-422.496,643.5618,97.5055
-422.496,647.48596,97.5055
-422.496,651.41016,97.627396
-422.496,655.3343,97.8103
-422.496,659.2584,97.932205
-422.496,663.1826,97.932205
-422.496,667.10675,97.597
-422.496,671.03094,96.956894
-422.496,674.9551,96.3168
-418.58398,-678.8792,98.7552
-418.58398,-674.9551,99.6696
-418.58398,-671.0309,100.4621
-418.58398,-667.10675,101.315506
-418.58398,-663.18256,102.9919
-418.58398,-659.2584,103.51009
-418.58398,-655.3343,103.6015
-418.58398,-651.4101,103.2662
-418.58398,-647.48596,103.571
-418.58398,-643.5618,102.9005
