x,y,z
-465.52798,-486.59552,89.0016
-465.52798,-482.67133,89.184494
-465.52798,-478.74716,89.306404
-465.52798,-474.82306,89.0626
-465.52798,-470.89886,88.9711
-465.52798,-466.9747,89.3369
-465.52798,-463.0506,90.8304
-465.52798,-459.12637,91.470505
-465.52798,-455.20224,92.5068
-465.52798,-451.27808,92.567795
-465.52798,-447.3539,92.750595
-465.52798,-443.42978,92.964005
-465.52798,-439.5056,93.055405
-465.52798,-435.58145,93.1164
-465.52798,-431.65732,92.9945
-465.52798,-427.73315,93.025
-465.52798,-423.809,93.055405
-465.52798,-419.88486,93.9089
-465.52798,-415.96063,93.9698
-465.52798,-412.03653,94.1832
-465.52798,-408.11237,92.659195
-465.52798,-404.1882,92.9335
-465.52798,-400.26404,92.8116
-465.52798,-396.3399,92.0496
-465.52798,-392.4157,91.5314
-465.52798,-388.49158,90.617
-465.52798,-384.5674,90.9218
-465.52798,-380.64325,91.2266
-465.52798,-376.7191,91.5924
-465.52798,-372.79495,91.8058
-465.52798,-368.8708,91.9886
-465.52798,-364.94662,92.567795
-465.52798,-361.02246,92.5373
-465.52798,-357.09833,92.6897
-465.52798,-353.17413,92.9945
-465.52798,-349.25,93.5736
-465.52798,-345.32584,93.8174
-465.52798,-341.40167,94.0003
-465.52798,-337.4775,94.3356
-465.52798,-333.55338,94.5185
-465.52798,-329.6292,94.7318
-465.52798,-325.70505,94.9757
-465.52798,-321.7809,95.4329
-465.52798,-317.85675,95.7072
-465.52798,-313.9326,96.133896
-465.52798,-310.00842,96.438705
-465.52798,-306.0843,96.774
-465.52798,-302.1601,97.170204
-465.52798,-298.23596,97.6579
-465.52798,-294.3118,97.840805
-465.52798,-290.38763,98.0542
-465.52798,-286.46347,98.5114
-465.52798,-282.5393,98.7552
-465.52798,-278.61517,98.8771
-465.52798,-274.691,99.5172
-465.52798,-270.76685,99.700096
-465.52798,-266.84268,99.9744
-465.52798,-262.91855,100.2487
-465.52798,-258.9944,100.6754
-465.52798,-255.07022,101.0107
-465.52798,-251.14604,101.3765
-465.52798,-247.22192,101.6203
-465.52798,-243.29776,101.6203
-465.52798,-239.37358,101.833694
-465.52798,-235.44942,101.955605
-465.52798,-231.5253,102.169
-465.52798,-227.60112,102.3518
-465.52798,-223.67696,102.4433
-465.52798,-219.75278,102.809
-465.52798,-215.82866,103.174805
-465.52798,-211.9045,103.5406
-465.52798,-207.98032,103.571
-465.52798,-204.05615,103.9673
-465.52798,-200.13203,104.2416
-465.52798,-196.20786,104.729294
-465.52798,-192.28369,105.09499
-465.52798,-188.35957,105.5827
-465.52798,-184.4354,106.3752
-465.52798,-180.51123,107.1677
-465.52798,-176.58707,107.68581
-465.52798,-172.66293,108.08211
-465.52798,-168.73877,108.295395
-465.52798,-164.8146,108.3869
-465.52798,-160.89043,108.53929
-465.52798,-156.96631,109.3622
-465.52798,-153.04214,109.8194
-465.52798,-149.11797,110.1547
-465.52798,-145.1938,110.0328
-465.52798,-141.26968,110.3986
-465.52798,-137.3455,110.8253
-465.52798,-133.42134,111.2215
-465.52798,-129.49716,111.678696
-465.52798,-125.573044,111.8006
-465.52798,-121.64888,112.2274
-465.52798,-117.72471,112.5322
-465.52798,-113.80054,112.4407
-465.52798,-109.87642,112.86739
-465.52798,-105.95225,113.2027
-465.52798,-102.028076,113.568504
-465.52798,-98.103905,113.934204
-465.52798,-94.17979,114.330505
-465.52798,-90.255615,114.7572
-465.52798,-86.33144,115.031494
-465.52798,-82.40727,114.970604
-465.52798,-78.483154,115.275406
-465.52798,-74.55898,115.458206
-465.52798,-70.63481,115.5192
-465.52798,-66.71069,115.732605
-465.52798,-62.786522,116.098305
-465.52798,-58.862354,116.3726
-465.52798,-54.938183,116.464096
-465.52798,-51.01406,116.7689
-465.52798,-47.089893,117.348
-465.52798,-43.16572,117.7747
-465.52798,-39.241554,118.2014
-465.52798,-35.317432,118.902504
-465.52798,-31.393261,119.3292
-465.52798,-27.469091,119.451096
-465.52798,-23.544922,120.2131
-465.52798,-19.6208,120.3046
-465.52798,-15.6966305,120.487404
-465.52798,-11.772461,120.578896
-465.52798,-7.848291,120.9142
-465.52798,-3.92417,121.158
-465.52798,0.0,121.4323
-465.52798,3.92417,121.67619
-465.52798,7.84834,121.6152
-465.52798,11.772461,121.706604
-465.52798,15.6966305,121.645706
-465.52798,19.6208,121.7371
-465.52798,23.544971,121.8286
-465.52798,27.469091,121.097
-465.52798,31.393261,120.853195
-465.52798,35.317432,120.7922
-465.52798,39.2416,122.743004
-465.52798,43.16572,123.0782
-465.52798,47.089893,123.3221
-465.52798,51.01406,123.4745
-465.52798,54.938183,123.505005
-465.52798,58.862354,123.5964
-465.52798,62.786522,123.657394
-465.52798,66.71069,123.7793
-465.52798,70.63481,123.5964
-465.52798,74.55898,123.5659
-465.52798,78.483154,122.9563
-465.52798,82.407326,123.382996
-465.52798,86.33144,123.3221
-465.52798,90.255615,123.017296
-465.52798,94.17979,124.3279
-465.52798,98.10396,124.236496
-465.52798,102.028076,124.5718
-465.52798,105.95225,123.657394
-465.52798,109.87642,121.85899
-465.52798,113.80058,121.645706
-465.52798,117.72471,119.664505
-465.52798,121.648926,120.7618
-465.52798,125.573044,121.158
-465.52798,129.49716,123.1392
-465.52798,133.42139,122.7734
-465.52798,137.3455,123.200195
-465.52798,141.26962,123.4745
-465.52798,145.19385,123.4745
-465.52798,149.11797,123.4135
-465.52798,153.04219,120.27409
-465.52798,156.96631,119.816895
-465.52798,160.89043,117.9271
-465.52798,164.81465,117.7747
-465.52798,168.73877,113.69041
-465.52798,172.66289,112.6236
-465.52798,176.58711,113.2332
-465.52798,180.51123,112.6236
-465.52798,184.43535,111.709206
-465.52798,188.35957,109.5756
-465.52798,192.28369,106.10091
-465.52798,196.20792,103.8454
-465.52798,200.13203,105.034096
-465.52798,204.05615,106.923805
-465.52798,207.98038,109.728004
-465.52798,211.9045,111.9835
-465.52798,215.82861,116.1288
-465.52798,219.75284,115.610596
-465.52798,223.67696,113.446594
-465.52798,227.60117,111.709206
-465.52798,231.5253,107.381004
-465.52798,235.44942,105.2474
-465.52798,239.37363,103.3882
-465.52798,243.29776,101.5594
-465.52798,247.22188,102.4128
-465.52798,251.14609,102.229904
-465.52798,255.07022,101.864204
-465.52798,258.99445,101.102196
-465.52798,262.91855,102.3518
-465.52798,266.84268,103.4796
-465.52798,270.7669,107.89919
-465.52798,274.691,110.12419
-465.52798,278.61514,111.861595
-465.52798,282.53937,114.90959
-465.52798,286.46347,116.586
-465.52798,290.3877,117.7747
-465.52798,294.31183,119.9083
-465.52798,298.23593,120.24361
-465.52798,302.16016,120.578896
-465.52798,306.0843,121.097
-465.52798,310.0084,121.1885
-465.52798,313.93262,120.9142
-465.52798,317.85675,120.6094
-465.52798,321.78085,120.27409
-465.52798,325.70508,119.9998
-465.52798,329.6292,119.69499
-465.52798,333.5534,119.1463
-465.52798,337.47754,118.5977
-465.52798,341.40167,118.1405
-465.52798,345.32587,117.866196
-465.52798,349.25,117.71379
-465.52798,353.17413,117.469894
-465.52798,357.09833,117.012695
-465.52798,361.02246,117.5309
-465.52798,364.9467,118.262405
-465.52798,368.8708,118.3843
-465.52798,372.79492,118.7806
-465.52798,376.71915,119.05489
-465.52798,380.64325,118.7501
-465.52798,384.56738,117.866196
-465.52798,388.4916,115.7021
-465.52798,392.4157,114.239
-465.52798,396.33994,112.1359
-465.52798,400.26407,111.0386
-465.52798,404.18817,110.5814
-465.52798,408.1124,109.697495
-465.52798,412.03653,109.48421
-465.52798,415.96063,109.30129
-465.52798,419.88486,108.8136
-465.52798,423.809,108.7526
-465.52798,427.73322,108.5698
-465.52798,431.65732,107.381004
-465.52798,435.58145,107.106705
-465.52798,439.50568,106.5276
-465.52798,443.42978,105.9485
-465.52798,447.3539,105.6437
-465.52798,451.27814,105.338905
-465.52798,455.20224,105.2474
-465.52798,459.12637,104.7598
-465.52798,463.0506,104.51591
-465.52798,466.9747,103.9673
-465.52798,470.89893,103.69301
-465.52798,474.82306,103.2662
-465.52798,478.74716,102.8395
-465.52798,482.6714,102.169
-465.52798,486.59552,101.833694
-465.52798,490.51962,101.5289
-465.52798,494.44385,100.9193
-465.52798,498.36798,100.584
-465.52798,502.29218,100.340195
-465.52798,506.2163,99.761
-465.52798,510.14044,99.4867
-465.52798,514.06464,99.1819
-465.52798,517.9888,98.8771
-465.52798,521.9129,98.5114
-465.52798,525.8371,98.1761
-465.52798,529.7612,97.3836
-465.52798,533.6854,97.2007
-465.52798,537.60956,96.835
-465.52798,541.5337,96.6521
-465.52798,545.4579,96.133896
-465.52798,549.382,95.9206
-465.52798,553.30615,95.7377
-465.52798,557.23035,95.25
-465.52798,561.1545,95.0671
-465.52798,565.0786,94.7318
-465.52798,569.0028,94.6099
-465.52798,572.92694,94.2137
-465.52798,576.8512,94.0003
-465.52798,580.77527,93.8174
-465.52798,584.6994,93.5736
-465.52798,588.62366,93.6955
-465.52798,592.5477,93.543106
-465.52798,596.47186,95.25
-465.52798,600.3961,94.5185
-465.52798,604.3202,95.25
-465.52798,608.24445,95.189
-465.52798,612.1686,94.3966
-465.52798,616.09265,94.2442
-465.52798,620.0169,93.726
-465.52798,623.94104,93.726
-465.52798,627.8651,93.2383
-465.52798,631.78937,93.1469
-465.52798,635.7135,92.659195
-465.52798,639.6377,92.4763
-465.52798,643.5618,92.5068
-465.52798,647.48596,92.4763
-465.52798,651.41016,92.6897
-465.52798,655.3343,92.4763
-465.52798,659.2584,92.5068
-465.52798,663.1826,92.0191
-465.52798,667.10675,91.6534
-465.52798,671.03094,91.257095
-465.52798,674.9551,90.8914
-461.61603,-678.8792,95.0976
-461.61603,-674.9551,95.311
-461.61603,-671.0309,95.676704
-461.61603,-667.10675,96.2863
-461.61603,-663.18256,98.5723
-461.61603,-659.2584,99.029495
-461.61603,-655.3343,99.334305
-461.61603,-651.4101,100.4926
-461.61603,-647.48596,100.5535
-461.61603,-643.5618,101.6813
-461.61603,-639.63763,101.6203
-461.61603,-635.7135,102.8395
-461.61603,-631.7893,102.9614
-461.61603,-627.8652,102.9005
-461.61603,-623.94104,103.174805
-461.61603,-620.01685,103.3882
-461.61603,-616.09265,103.9978
-461.61603,-612.1686,104.119705
-461.61603,-608.2444,103.7844
-461.61603,-604.3202,103.723404
-461.61603,-600.3961,101.5594
-461.61603,-596.4719,101.0107
-461.61603,-592.5477,100.3097
-461.61603,-588.6236,98.4199
-461.61603,-584.6994,97.475
-461.61603,-580.77527,96.042496
-461.61603,-576.85114,92.7202
-461.61603,-572.92694,92.5982
-461.61603,-569.0028,91.9582
-461.61603,-565.0787,91.5924
-461.61603,-561.1545,90.9218
-461.61603,-557.23035,89.3369
-461.61603,-553.30615,87.9348
-461.61603,-549.382,85.100204
-461.61603,-545.4579,86.929
-461.61603,-541.5337,88.0262
-461.61603,-537.60956,89.0321
-461.61603,-533.6854,89.154
-461.61603,-529.7612,89.0016
-461.61603,-525.83704,88.574905
-461.61603,-521.9129,88.7273
-461.61603,-517.9888,88.9102
-461.61603,-514.0646,89.0626
-461.61603,-510.14044,89.0321
-461.61603,-506.2163,88.9406
-461.61603,-502.29214,88.7578
-461.61603,-498.36798,89.0321
-461.61603,-494.44385,89.184494
-461.61603,-490.51962,89.215004
-461.61603,-486.59552,89.3674
-461.61603,-482.67133,89.275894
-461.61603,-478.74716,89.306404
-461.61603,-474.82306,89.154
-461.61603,-470.89886,88.9102
-461.61603,-466.9747,89.5807
-461.61603,-463.0506,92.0801
-461.61603,-459.12637,92.903
-461.61603,-455.20224,92.964005
-461.61603,-451.27808,93.2383
-461.61603,-447.3539,93.0859
-461.61603,-443.42978,93.2383
-461.61603,-439.5056,93.329796
-461.61603,-435.58145,93.329796
-461.61603,-431.65732,93.421196
-461.61603,-427.73315,93.5736
-461.61603,-423.809,93.6346
-461.61603,-419.88486,93.8479
-461.61603,-415.96063,93.9698
-461.61603,-412.03653,93.9698
-461.61603,-408.11237,93.3602
-461.61603,-404.1882,93.787
-461.61603,-400.26404,92.6287
-461.61603,-396.3399,91.9582
-461.61603,-392.4157,91.4095
-461.61603,-388.49158,91.1352
-461.61603,-384.5674,91.0438
-461.61603,-380.64325,91.1962
-461.61603,-376.7191,91.470505
-461.61603,-372.79495,91.8667
-461.61603,-368.8708,92.2934
-461.61603,-364.94662,92.7202
-461.61603,-361.02246,92.872604
-461.61603,-357.09833,92.8421
-461.61603,-353.17413,93.055405
-461.61603,-349.25,93.451706
-461.61603,-345.32584,93.787
-461.61603,-341.40167,94.061295
-461.61603,-337.4775,94.3356
-461.61603,-333.55338,94.5794
-461.61603,-329.6292,94.7623
-461.61603,-325.70505,94.945206
-461.61603,-321.7809,95.4329
-461.61603,-317.85675,95.7986
-461.61603,-313.9326,96.133896
-461.61603,-310.00842,96.5606
-461.61603,-306.0843,96.987404
-461.61603,-302.1601,97.444595
-461.61603,-298.23596,97.749405
-461.61603,-294.3118,97.932205
-461.61603,-290.38763,98.1456
-461.61603,-286.46347,98.6028
-461.61603,-282.5393,98.8466
-461.61603,-278.61517,99.06
-461.61603,-274.691,99.6086
-461.61603,-270.76685,99.9439
-461.61603,-266.84268,100.1268
-461.61603,-262.91855,100.6754
-461.61603,-258.9944,100.9193
-461.61603,-255.07022,101.224106
-461.61603,-251.14604,101.4374
-461.61603,-247.22192,101.833694
-461.61603,-243.29776,102.1994
-461.61603,-239.37358,102.138504
-461.61603,-235.44942,102.534706
-461.61603,-231.5253,102.4738
-461.61603,-227.60112,102.687096
-461.61603,-223.67696,102.687096
-461.61603,-219.75278,103.11379
-461.61603,-215.82866,103.327194
-461.61603,-211.9045,103.75389
-461.61603,-207.98032,103.9978
-461.61603,-204.05615,104.089195
-461.61603,-200.13203,104.394
-461.61603,-196.20786,104.729294
-461.61603,-192.28369,105.2474
-461.61603,-188.35957,105.9485
-461.61603,-184.4354,107.0153
-461.61603,-180.51123,107.655396
-461.61603,-176.58707,107.8687
-461.61603,-172.66293,108.7526
-461.61603,-168.73877,108.6307
-461.61603,-164.8146,108.691696
-461.61603,-160.89043,108.7526
-461.61603,-156.96631,109.6366
-461.61603,-153.04214,110.0023
-461.61603,-149.11797,110.5814
-461.61603,-145.1938,110.9777
-461.61603,-141.26968,110.8253
-461.61603,-137.3455,111.1606
-461.61603,-133.42134,111.7397
-461.61603,-129.49716,112.1359
-461.61603,-125.573044,112.3798
-461.61603,-121.64888,112.5322
-461.61603,-117.72471,112.86739
-461.61603,-113.80054,112.806496
-461.61603,-109.87642,113.50749
-461.61603,-105.95225,113.568504
-461.61603,-102.028076,113.90379
-461.61603,-98.103905,114.2086
-461.61603,-94.17979,114.696205
-461.61603,-90.255615,115.062
-461.61603,-86.33144,115.09251
-461.61603,-82.40727,115.824
-461.61603,-78.483154,115.732605
-461.61603,-74.55898,115.9764
-461.61603,-70.63481,115.763
-461.61603,-66.71069,116.067795
-461.61603,-62.786522,116.31169
-461.61603,-58.862354,116.7079
-461.61603,-54.938183,116.9822
-461.61603,-51.01406,116.9822
-461.61603,-47.089893,117.409
-461.61603,-43.16572,117.9881
-461.61603,-39.241554,118.3843
-461.61603,-35.317432,118.84151
-461.61603,-31.393261,119.573
-461.61603,-27.469091,119.9388
-461.61603,-23.544922,120.121704
-461.61603,-19.6208,120.7618
-461.61603,-15.6966305,120.6703
-461.61603,-11.772461,120.853195
-461.61603,-7.848291,121.097
-461.61603,-3.92417,121.46281
-461.61603,0.0,121.706604
-461.61603,3.92417,121.9505
